,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore
4941,0.5182239949673849,4.978039050491626,5.626677023166407,0.0006863964103951142,0.08236673290855405,0.12355009624957537,12.62441684477308,0.5697031991487036,0.10639036152358466,0.09609452068819523,0.9128978936904534
4942,7.16526848492439e-10,7.168550576061813e-10,7.168587247692836e-10,7.149585976760213e-10,7.158661514217886e-10,7.159281327469884e-10,7.169076725992636e-10,7.165499149382527e-10,7.159877090050825e-10,7.159028283350281e-10,7.166272635279551e-10
4943,7.894574295256163e-10,7.898498713747441e-10,7.898560109273359e-10,7.885074713793935e-10,7.886871062228467e-10,7.886871062228467e-10,7.89910303251577e-10,7.895009209497623e-10,7.887971419333822e-10,7.887309029522116e-10,7.89534289159303e-10
4944,7.296064621661965e-10,7.299355894093526e-10,7.299407065110693e-10,7.281350222319265e-10,7.288870116394576e-10,7.289298484923048e-10,7.299913506342923e-10,7.296284653343036e-10,7.289934949635974e-10,7.28976399120019e-10,7.296451657429345e-10
4945,8.784420301426922e-10,8.78926037051416e-10,8.789396515676567e-10,8.786781540211979e-10,8.775391307839045e-10,8.775391307839045e-10,8.790063192644834e-10,8.784508948013612e-10,8.775241193350939e-10,8.776070760255804e-10,8.784582592011586e-10
4946,1.0526968786226269e-09,1.0536013180427085e-09,1.0536087803057148e-09,1.0568386356765809e-09,1.051640172483753e-09,1.0516627191790429e-09,1.053712120947836e-09,1.0529108820111644e-09,1.0512880670081145e-09,1.0517479031891146e-09,1.052938922111393e-09
4947,1.2816916118056198e-09,1.2831123285204778e-09,1.283097646976067e-09,1.293708598189015e-09,1.2802266703538948e-09,1.2803392841671885e-09,1.2832667203806447e-09,1.2821116282726929e-09,1.2796867845244135e-09,1.2802722536325823e-09,1.2821185003054621e-09
4948,1.1901097585869806e-09,1.191305963973737e-09,1.1912981065045674e-09,1.1986735434256866e-09,1.188842502627403e-09,1.1889359417729875e-09,1.1914401018420851e-09,1.190532018634237e-09,1.1884732085175937e-09,1.1890619043524372e-09,1.1903428066735785e-09
4949,3.5202884228439246,42.25812893452144,46.04243898829375,0.005867148098840013,0.7040576851522392,0.7627291588541661,108.08752242804916,5.280432633900937,0.7773970272796498,0.8654042378325468,3.4616169491420226
4950,6.013892380861227,60.70866097691883,71.44926175446253,0.008440551214885208,1.076170215938998,1.4981977514024978,155.47494406522662,8.018523174312445,1.3504881139902771,1.1394743462585257,3.545031298400215
4951,6.6526182716580555,62.365515097832436,75.38150736752567,0.008899824253620051,1.156977091120562,1.6019682798281072,163.91250436087512,8.810825536889277,1.4239718043450933,1.2904744477328296,3.4264321535288604
4952,5.574397729758241,53.60712482954107,61.541350930743086,0.007432530879981932,0.9662289403008681,1.337855455579761,136.87004557775225,7.729831518375232,1.1520421979403201,0.984810266064814,2.954430797042692
4953,6.017493083502126,58.23709407475985,69.19097131394163,0.008159313177973653,1.0607106456597017,1.6114642498644935,150.23334425857684,8.648871414702265,1.3462865885807134,1.2238968987574252,2.9577508379205013
4954,5.420099975166423,51.81031591921019,65.51568656200197,0.007299798530450441,0.9489737335095,1.459959589698956,134.49877714755843,7.591789863971038,1.1679676718764194,0.9854727232373213,2.77392321990022
4955,3.909072788106448,38.38603107882599,46.36373064474634,0.005318467181883998,0.6914006298510976,1.0105086124881224,98.03263150002378,5.743943688268254,0.8509546211696233,0.6914006298510976,2.1140903857741287
4956,4.3423657912711064,42.93122467227128,52.7798893518768,0.005968888400739183,0.7759553997163173,1.1340886607930576,109.99167780885794,6.386709823249931,0.9550220302546978,0.7908776189278501,1.910044059792499
4957,4.796356938763466,46.62850095571322,58.199093981677976,0.006592931147036091,0.8570809655355812,1.2526567954832466,121.49122677327998,7.12036493970519,1.0548688805094226,0.9230102705268641,1.7965735616612097
4958,5.5113544586533205,54.427009078047824,67.12791589150459,0.0076281728199578454,0.9916623944047499,1.4493527300249365,140.49186260527057,8.162144319119585,1.2205075622148505,1.1060849783098026,1.7544796204383697
4959,3.74377256637747,38.24573412400966,47.376229805537506,0.00538672391023676,0.6598735824978021,1.023477392824362,99.18303937314458,5.602192041378844,0.8618756993459027,0.8214752759762843,1.4274816265204493
4960,3.3138380646546066,33.83665365897919,41.020581175751076,0.004734055282147073,0.5680865261180549,0.8994703324933424,87.13027080564115,4.674878697980562,0.7574487011896675,0.6746027495958419,2.1066541985741103
4961,5.788208193484159,58.12665410727856,70.29411992134987,0.008152406429109369,0.9782887091942528,1.5489571225846617,150.0450306926414,7.744785610822302,1.243241901125521,1.243241901125521,3.9742978794935673
4962,1.9594953550189356,19.67659917576093,23.411887193267265,0.0027215229219155904,0.3469939704095283,0.5170890531748835,50.08279617072556,2.531014833107599,0.43544341344758236,0.39462059358388746,1.3403492537561041
4963,1.7795619826802403e-09,1.7813061384976056e-09,1.781343456927673e-09,1.8159777647947554e-09,1.7760949602480102e-09,1.7771700200985396e-09,1.781575514255577e-09,1.7798289950102564e-09,1.776696685789354e-09,1.7762594555948508e-09,1.779581447082193e-09
4964,2.5995149902055274e-09,2.6029291603982922e-09,2.602983463326289e-09,2.6974765763693034e-09,2.593352033796878e-09,2.5946083094811015e-09,2.6034987249755096e-09,2.6000736696995623e-09,2.5939844763925134e-09,2.5936656888453876e-09,2.600154126920975e-09
4965,1.129696971258446e-09,1.1305159055827709e-09,1.1305280794799176e-09,1.1359080291859213e-09,1.1283426575395191e-09,1.1287576394907392e-09,1.13063126883417e-09,1.1298273703620248e-09,1.128583925771345e-09,1.1284937862722376e-09,1.1297367785321697e-09
4966,4.664395785861371e-10,4.665843416858745e-10,4.665805286136419e-10,4.644788202837963e-10,4.661381180019925e-10,4.661561298552023e-10,4.666099883519283e-10,4.664563703061559e-10,4.661874809403753e-10,4.66147344226662e-10,4.664159665236454e-10
4967,4.046519516169392e-10,4.0476497299027753e-10,4.0476183932117225e-10,4.0284202663007856e-10,4.044222360657795e-10,4.0443648318850244e-10,4.047852036172285e-10,4.046616934135527e-10,4.04449378954815e-10,4.044430868544623e-10,4.046185575027289e-10
4968,4.190980522061971e-10,4.19219133504721e-10,4.1921607775812427e-10,4.172490078994161e-10,4.188531069470886e-10,4.1886822075317334e-10,4.1924103706831637e-10,4.191068376174508e-10,4.188786132830103e-10,4.1888191584659956e-10,4.1905664404103405e-10
4969,4.514152043285309e-10,4.5155494964295006e-10,4.515535465147436e-10,4.494907120822497e-10,4.511412098864893e-10,4.5115387109274913e-10,4.5158247984160865e-10,4.514203195724306e-10,4.511175518493451e-10,4.5115387109274913e-10,4.513860690966552e-10
4970,4.977983100664687e-10,4.980206443820665e-10,4.980160197641947e-10,4.958463831194144e-10,4.975382347801689e-10,4.975382347801689e-10,4.980509495978192e-10,4.978575197885498e-10,4.97386169665373e-10,4.975382347801689e-10,4.978047040335179e-10
4971,6.019521666722593e-10,6.023189926258297e-10,6.023146412267119e-10,6.000742726390219e-10,6.016377154249577e-10,6.016377154249577e-10,6.023614946802464e-10,6.02084083743094e-10,6.014362315203037e-10,6.016377154249577e-10,6.01983674372708e-10
4972,6.793806250632454e-10,6.798128463693405e-10,6.79808782267043e-10,6.777591733156296e-10,6.789801554955945e-10,6.789801554955945e-10,6.798648111349463e-10,6.795493257709836e-10,6.788062984021932e-10,6.790087143835022e-10,6.793771364957861e-10
4973,0.7933573916960733,9.312032350331544,10.201253756568038,0.0013222657147021818,0.18511672720083244,0.18511672720083244,24.280041746013442,1.1107003470831365,0.18511672720083244,0.19833935034201738,0.35039951646621703
4974,4.377168981141203,43.75649130166524,47.8752857242287,0.006079402064723188,0.8511161913445567,1.1854832662391566,111.64820600864296,5.10669714454732,0.9575057151746635,0.8511161913445567,1.0486967356004637
4975,5.735914105346203,56.66925447239187,64.75078293620327,0.007884418554853834,1.1038185224295172,1.576883603238098,144.81704786303706,6.622911131862111,1.2615068826990499,1.0643964323621329,1.3797731529011952
4976,4.709720782648775,47.473331355266154,53.9328442333479,0.006541279516937051,0.915779041597688,1.2591961819515292,120.14693953297562,5.494674246314441,1.0466046188753477,0.915779041597688,0.9811918302365189
4977,3.276897256418422,33.081609396491906,39.42697934705911,0.004631657823932319,0.6484319666752394,0.8800148115866642,85.14143293253231,3.844275226450962,0.6947485356575328,0.6368528244296652,0.4515865485004202
4978,4.720775295230785,47.12464070540687,59.52498707780638,0.00664897993057209,0.9308571009848384,1.2633060653924513,117.95289257242334,5.5186528098088035,1.030591790307127,0.880989756323692,0.4155612061528665
4979,4.6891796528677805,46.87540078974888,62.041453860722356,0.006558293871233724,0.9181610514360051,1.2460757124301476,114.95048441210763,5.443383373154061,1.0493269158336678,0.836182386187461,0.39349759384518235
4980,3.5379658283174487,35.46565050030225,42.504728344491184,0.004913842298756874,0.6879378006519765,0.9336298720025652,90.13213637576597,4.078488385288383,0.7862146291922222,0.6510839899493795,0.24569207222031414
4981,3.7843772775538684,38.166993603408,48.604333067778015,0.005387014711345719,0.7541819491876592,1.0235326450425315,98.60928975320488,4.471221551983435,0.8619222275296161,0.7003118100166751,0.1885454878915899
4982,4.872482004359278,48.27558410859091,62.72024707003098,0.006911322609032153,0.9675850793761939,1.244037959021073,126.25257447339828,5.736397253249267,1.1058115191986368,0.9503067743983878,0.13822644044067048
4983,4.75636255271805,50.16616352202703,61.94040440576873,0.0071794157677508765,1.005118124818193,1.274346193806273,131.4730403564019,5.958914594197811,1.1487064282785053,1.1487064282785053,0.1435883040555258
4984,4.370920407743367,45.68848878423592,56.607542782334875,0.006597616356269775,0.9236661998838223,1.2535469853249988,120.65389727571583,5.525503156787118,1.0556185140602983,0.9731483177000018,0.13195231482400388
4985,5.015004284773681,51.933155476927865,62.483238563683,0.007429636551218864,1.040149037298617,1.4116308361281242,135.83231974254915,6.166597861144876,1.1887417568304246,1.095871307123046,0.31575952958079373
4986,4.462206433707445,47.93111629290651,56.003197593172956,0.006684954096721332,0.9358934847292633,1.2701411576182617,122.11738729059327,5.481661836018575,1.0027430193070668,1.0194554029515173,0.1504114534392659
4987,2.07830353444919,21.165683274557473,24.42194223965433,0.0030011617806721797,0.4201624485337284,0.5702204653590448,54.98125736601235,2.4609514773524306,0.4501740518988162,0.4201624485337284,0.0900348115162558
4988,1.2420690877002307,12.803550860169524,13.751797151095722,0.0017807466907195937,0.2493041915604902,0.33834140197728413,32.60987831712018,1.4602102532188248,0.25375605208133395,0.26711163364386314,0.1023927943732375
4989,2.143442092993575e-09,2.145840336317011e-09,2.145899137406314e-09,2.2037488365176554e-09,2.1388629439216158e-09,2.1399178727388186e-09,2.1462485889877988e-09,2.1436604823444554e-09,2.138980940647279e-09,2.138922281466673e-09,2.1380487773575252e-09
