"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Ireland (IE)","01.01.2018 22:00 - 01.01.2018 22:30 (CET)","n/e","n/e","n/e","940","494","0","n/e","293","n/e","98","0","193","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","736"
"Ireland (IE)","01.01.2018 22:30 - 01.01.2018 23:00 (CET)","n/e","n/e","n/e","955","496","0","n/e","294","n/e","99","0","195","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","675"
"Ireland (IE)","01.01.2018 23:00 - 01.01.2018 23:30 (CET)","n/e","n/e","n/e","936","406","0","n/e","295","n/e","18","0","193","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","621"
"Ireland (IE)","01.01.2018 23:30 - 02.01.2018 00:00 (CET)","n/e","n/e","n/e","934","338","0","n/e","299","n/e","21","0","192","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","606"
"Ireland (IE)","02.01.2018 00:00 - 02.01.2018 00:30 (CET)","n/e","n/e","n/e","949","347","0","n/e","307","n/e","22","0","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","583"
"Ireland (IE)","02.01.2018 00:30 - 02.01.2018 01:00 (CET)","n/e","n/e","n/e","962","375","0","n/e","307","n/e","145","0","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","554"
"Ireland (IE)","02.01.2018 01:00 - 02.01.2018 01:30 (CET)","n/e","n/e","n/e","977","484","0","n/e","317","n/e","18","0","176","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","628"
"Ireland (IE)","02.01.2018 01:30 - 02.01.2018 02:00 (CET)","n/e","n/e","n/e","928","506","0","n/e","315","n/e","0","75","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","634"
"Ireland (IE)","02.01.2018 02:00 - 02.01.2018 02:30 (CET)","n/e","n/e","n/e","877","380","0","n/e","315","n/e","0","75","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","728"
"Ireland (IE)","02.01.2018 02:30 - 02.01.2018 03:00 (CET)","n/e","n/e","n/e","888","357","0","n/e","306","n/e","0","151","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","752"
"Ireland (IE)","02.01.2018 03:00 - 02.01.2018 03:30 (CET)","n/e","n/e","n/e","852","337","0","n/e","299","n/e","0","153","172","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","959"
"Ireland (IE)","02.01.2018 03:30 - 02.01.2018 04:00 (CET)","n/e","n/e","n/e","840","358","0","n/e","306","n/e","0","302","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1054"
"Ireland (IE)","02.01.2018 04:00 - 02.01.2018 04:30 (CET)","n/e","n/e","n/e","907","262","0","n/e","310","n/e","0","298","181","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1249"
"Ireland (IE)","02.01.2018 04:30 - 02.01.2018 05:00 (CET)","n/e","n/e","n/e","709","222","0","n/e","305","n/e","0","298","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1487"
"Ireland (IE)","02.01.2018 05:00 - 02.01.2018 05:30 (CET)","n/e","n/e","n/e","531","211","0","n/e","232","n/e","0","298","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1635"
"Ireland (IE)","02.01.2018 05:30 - 02.01.2018 06:00 (CET)","n/e","n/e","n/e","596","248","0","n/e","196","n/e","0","291","184","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1617"
"Ireland (IE)","02.01.2018 06:00 - 02.01.2018 06:30 (CET)","n/e","n/e","n/e","587","239","0","n/e","194","n/e","0","290","183","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1658"
"Ireland (IE)","02.01.2018 06:30 - 02.01.2018 07:00 (CET)","n/e","n/e","n/e","570","229","0","n/e","189","n/e","0","288","180","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1712"
"Ireland (IE)","02.01.2018 07:00 - 02.01.2018 07:30 (CET)","n/e","n/e","n/e","562","228","0","n/e","190","n/e","0","288","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1699"
"Ireland (IE)","02.01.2018 07:30 - 02.01.2018 08:00 (CET)","n/e","n/e","n/e","575","233","0","n/e","192","n/e","0","214","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1778"
"Ireland (IE)","02.01.2018 08:00 - 02.01.2018 08:30 (CET)","n/e","n/e","n/e","573","231","0","n/e","192","n/e","0","213","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1979"
"Ireland (IE)","02.01.2018 08:30 - 02.01.2018 09:00 (CET)","n/e","n/e","n/e","568","229","0","n/e","189","n/e","0","140","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2026"
"Ireland (IE)","02.01.2018 09:00 - 02.01.2018 09:30 (CET)","n/e","n/e","n/e","562","227","0","n/e","189","n/e","16","0","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2102"
"Ireland (IE)","02.01.2018 09:30 - 02.01.2018 10:00 (CET)","n/e","n/e","n/e","571","228","0","n/e","190","n/e","17","0","197","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2227"
"Ireland (IE)","02.01.2018 10:00 - 02.01.2018 10:30 (CET)","n/e","n/e","n/e","604","220","0","n/e","206","n/e","16","0","191","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2150"
"Ireland (IE)","02.01.2018 10:30 - 02.01.2018 11:00 (CET)","n/e","n/e","n/e","660","230","0","n/e","284","n/e","16","0","192","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2045"
"Ireland (IE)","02.01.2018 11:00 - 02.01.2018 11:30 (CET)","n/e","n/e","n/e","684","231","0","n/e","284","n/e","16","0","187","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1997"
"Ireland (IE)","02.01.2018 11:30 - 02.01.2018 12:00 (CET)","n/e","n/e","n/e","592","228","0","n/e","279","n/e","20","0","187","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2047"
"Ireland (IE)","02.01.2018 12:00 - 02.01.2018 12:30 (CET)","n/e","n/e","n/e","540","231","0","n/e","246","n/e","21","0","189","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2171"
"Ireland (IE)","02.01.2018 12:30 - 02.01.2018 13:00 (CET)","n/e","n/e","n/e","595","223","0","n/e","192","n/e","26","0","196","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2150"
"Ireland (IE)","02.01.2018 13:00 - 02.01.2018 13:30 (CET)","n/e","n/e","n/e","590","269","0","n/e","188","n/e","20","0","193","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2153"
"Ireland (IE)","02.01.2018 13:30 - 02.01.2018 14:00 (CET)","n/e","n/e","n/e","705","273","0","n/e","228","n/e","22","0","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2112"
"Ireland (IE)","02.01.2018 14:00 - 02.01.2018 14:30 (CET)","n/e","n/e","n/e","748","325","0","n/e","259","n/e","21","0","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2071"
"Ireland (IE)","02.01.2018 14:30 - 02.01.2018 15:00 (CET)","n/e","n/e","n/e","857","400","0","n/e","279","n/e","65","0","176","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1916"
"Ireland (IE)","02.01.2018 15:00 - 02.01.2018 15:30 (CET)","n/e","n/e","n/e","968","491","0","n/e","277","n/e","63","0","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1862"
"Ireland (IE)","02.01.2018 15:30 - 02.01.2018 16:00 (CET)","n/e","n/e","n/e","929","515","0","n/e","277","n/e","65","0","173","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1923"
"Ireland (IE)","02.01.2018 16:00 - 02.01.2018 16:30 (CET)","n/e","n/e","n/e","892","512","0","n/e","275","n/e","60","0","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1939"
"Ireland (IE)","02.01.2018 16:30 - 02.01.2018 17:00 (CET)","n/e","n/e","n/e","846","507","0","n/e","272","n/e","21","0","172","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1983"
"Ireland (IE)","02.01.2018 17:00 - 02.01.2018 17:30 (CET)","n/e","n/e","n/e","844","512","0","n/e","286","n/e","21","0","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2089"
"Ireland (IE)","02.01.2018 17:30 - 02.01.2018 18:00 (CET)","n/e","n/e","n/e","940","522","0","n/e","281","n/e","107","0","181","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2161"
"Ireland (IE)","02.01.2018 18:00 - 02.01.2018 18:30 (CET)","n/e","n/e","n/e","906","506","0","n/e","271","n/e","173","0","177","n/e","n/e","n/e","29","n/e","n/e","n/e","n/e","1803"
"Ireland (IE)","02.01.2018 18:30 - 02.01.2018 19:00 (CET)","n/e","n/e","n/e","761","509","0","n/e","270","n/e","98","0","175","n/e","n/e","n/e","56","n/e","n/e","n/e","n/e","2055"
"Ireland (IE)","02.01.2018 19:00 - 02.01.2018 19:30 (CET)","n/e","n/e","n/e","683","363","0","n/e","272","n/e","99","0","175","n/e","n/e","n/e","57","n/e","n/e","n/e","n/e","2058"
"Ireland (IE)","02.01.2018 19:30 - 02.01.2018 20:00 (CET)","n/e","n/e","n/e","607","332","0","n/e","268","n/e","57","0","175","n/e","n/e","n/e","54","n/e","n/e","n/e","n/e","2071"
"Ireland (IE)","02.01.2018 20:00 - 02.01.2018 20:30 (CET)","n/e","n/e","n/e","667","364","0","n/e","279","n/e","68","0","171","n/e","n/e","n/e","22","n/e","n/e","n/e","n/e","1999"
"Ireland (IE)","02.01.2018 20:30 - 02.01.2018 21:00 (CET)","n/e","n/e","n/e","682","304","0","n/e","276","n/e","60","0","185","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2207"
"Ireland (IE)","02.01.2018 21:00 - 02.01.2018 21:30 (CET)","n/e","n/e","n/e","689","256","0","n/e","271","n/e","59","0","182","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2375"
"Ireland (IE)","02.01.2018 21:30 - 02.01.2018 22:00 (CET)","n/e","n/e","n/e","707","267","0","n/e","273","n/e","60","0","185","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2287"
"Ireland (IE)","02.01.2018 22:00 - 02.01.2018 22:30 (CET)","n/e","n/e","n/e","565","207","0","n/e","241","n/e","19","0","187","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2393"
"Ireland (IE)","02.01.2018 22:30 - 02.01.2018 23:00 (CET)","n/e","n/e","n/e","554","226","0","n/e","206","n/e","21","0","193","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2093"
"Ireland (IE)","02.01.2018 23:00 - 02.01.2018 23:30 (CET)","n/e","n/e","n/e","557","227","0","n/e","187","n/e","24","0","194","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2109"
"Ireland (IE)","02.01.2018 23:30 - 03.01.2018 00:00 (CET)","n/e","n/e","n/e","545","219","0","n/e","186","n/e","19","0","173","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2154"
"Ireland (IE)","03.01.2018 00:00 - 03.01.2018 00:30 (CET)","n/e","n/e","n/e","587","244","0","n/e","195","n/e","29","0","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2190"
"Ireland (IE)","03.01.2018 00:30 - 03.01.2018 01:00 (CET)","n/e","n/e","n/e","605","232","0","n/e","189","n/e","100","0","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2183"
"Ireland (IE)","03.01.2018 01:00 - 03.01.2018 01:30 (CET)","n/e","n/e","n/e","560","228","0","n/e","190","n/e","10","2","169","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2143"
"Ireland (IE)","03.01.2018 01:30 - 03.01.2018 02:00 (CET)","n/e","n/e","n/e","582","243","0","n/e","194","n/e","0","227","171","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2119"
"Ireland (IE)","03.01.2018 02:00 - 03.01.2018 02:30 (CET)","n/e","n/e","n/e","558","228","0","n/e","187","n/e","0","227","169","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2100"
"Ireland (IE)","03.01.2018 02:30 - 03.01.2018 03:00 (CET)","n/e","n/e","n/e","580","237","0","n/e","191","n/e","0","225","171","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2047"
"Ireland (IE)","03.01.2018 03:00 - 03.01.2018 03:30 (CET)","n/e","n/e","n/e","559","229","0","n/e","188","n/e","0","225","169","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1994"
"Ireland (IE)","03.01.2018 03:30 - 03.01.2018 04:00 (CET)","n/e","n/e","n/e","571","232","0","n/e","189","n/e","0","223","171","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1876"
"Ireland (IE)","03.01.2018 04:00 - 03.01.2018 04:30 (CET)","n/e","n/e","n/e","572","233","0","n/e","189","n/e","0","222","171","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1823"
"Ireland (IE)","03.01.2018 04:30 - 03.01.2018 05:00 (CET)","n/e","n/e","n/e","565","229","0","n/e","189","n/e","0","222","170","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1822"
"Ireland (IE)","03.01.2018 05:00 - 03.01.2018 05:30 (CET)","n/e","n/e","n/e","572","235","0","n/e","190","n/e","0","220","171","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1774"
"Ireland (IE)","03.01.2018 05:30 - 03.01.2018 06:00 (CET)","n/e","n/e","n/e","570","233","0","n/e","189","n/e","0","219","171","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1769"
"Ireland (IE)","03.01.2018 06:00 - 03.01.2018 06:30 (CET)","n/e","n/e","n/e","580","241","0","n/e","192","n/e","0","217","172","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1777"
"Ireland (IE)","03.01.2018 06:30 - 03.01.2018 07:00 (CET)","n/e","n/e","n/e","569","233","0","n/e","189","n/e","0","217","171","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1858"
"Ireland (IE)","03.01.2018 07:00 - 03.01.2018 07:30 (CET)","n/e","n/e","n/e","563","229","0","n/e","188","n/e","0","216","170","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1991"
"Ireland (IE)","03.01.2018 07:30 - 03.01.2018 08:00 (CET)","n/e","n/e","n/e","570","229","0","n/e","188","n/e","0","215","170","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2158"
"Ireland (IE)","03.01.2018 08:00 - 03.01.2018 08:30 (CET)","n/e","n/e","n/e","605","231","0","n/e","251","n/e","0","141","169","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2160"
"Ireland (IE)","03.01.2018 08:30 - 03.01.2018 09:00 (CET)","n/e","n/e","n/e","701","227","0","n/e","272","n/e","0","71","171","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2284"
"Ireland (IE)","03.01.2018 09:00 - 03.01.2018 09:30 (CET)","n/e","n/e","n/e","654","211","0","n/e","277","n/e","16","0","168","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2238"
"Ireland (IE)","03.01.2018 09:30 - 03.01.2018 10:00 (CET)","n/e","n/e","n/e","657","224","0","n/e","276","n/e","16","0","194","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2346"
"Ireland (IE)","03.01.2018 10:00 - 03.01.2018 10:30 (CET)","n/e","n/e","n/e","594","243","63","n/e","283","n/e","24","0","198","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2487"
"Ireland (IE)","03.01.2018 10:30 - 03.01.2018 11:00 (CET)","n/e","n/e","n/e","652","235","108","n/e","275","n/e","61","0","198","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2400"
"Ireland (IE)","03.01.2018 11:00 - 03.01.2018 11:30 (CET)","n/e","n/e","n/e","688","217","200","n/e","268","n/e","54","0","191","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2378"
"Ireland (IE)","03.01.2018 11:30 - 03.01.2018 12:00 (CET)","n/e","n/e","n/e","635","224","167","n/e","270","n/e","16","0","192","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2423"
"Ireland (IE)","03.01.2018 12:00 - 03.01.2018 12:30 (CET)","n/e","n/e","n/e","583","217","165","n/e","278","n/e","16","0","190","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2453"
"Ireland (IE)","03.01.2018 12:30 - 03.01.2018 13:00 (CET)","n/e","n/e","n/e","613","227","166","n/e","277","n/e","16","0","195","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2486"
