"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Norway (NO)","01.01.2018 12:00 - 01.01.2018 13:00 (CET)","n/e","n/e","n/e","350","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1005","12857","n/e","n/e","49","n/e","n/e","n/e","n/e","434"
"Norway (NO)","01.01.2018 13:00 - 01.01.2018 14:00 (CET)","n/e","n/e","n/e","350","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1005","12844","n/e","n/e","49","n/e","n/e","n/e","n/e","416"
"Norway (NO)","01.01.2018 14:00 - 01.01.2018 15:00 (CET)","n/e","n/e","n/e","349","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1004","13106","n/e","n/e","49","n/e","n/e","n/e","n/e","422"
"Norway (NO)","01.01.2018 15:00 - 01.01.2018 16:00 (CET)","n/e","n/e","n/e","348","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1005","14094","n/e","n/e","49","n/e","n/e","n/e","n/e","402"
"Norway (NO)","01.01.2018 16:00 - 01.01.2018 17:00 (CET)","n/e","n/e","n/e","348","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1004","14915","n/e","n/e","49","n/e","n/e","n/e","n/e","387"
"Norway (NO)","01.01.2018 17:00 - 01.01.2018 18:00 (CET)","n/e","n/e","n/e","350","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1015","15691","n/e","n/e","49","n/e","n/e","n/e","n/e","371"
"Norway (NO)","01.01.2018 18:00 - 01.01.2018 19:00 (CET)","n/e","n/e","n/e","350","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1013","15459","n/e","n/e","49","n/e","n/e","n/e","n/e","350"
"Norway (NO)","01.01.2018 19:00 - 01.01.2018 20:00 (CET)","n/e","n/e","n/e","350","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1009","14631","n/e","n/e","49","n/e","n/e","n/e","n/e","337"
"Norway (NO)","01.01.2018 20:00 - 01.01.2018 21:00 (CET)","n/e","n/e","n/e","349","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1011","13871","n/e","n/e","48","n/e","n/e","n/e","n/e","311"
"Norway (NO)","01.01.2018 21:00 - 01.01.2018 22:00 (CET)","n/e","n/e","n/e","350","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1012","13358","n/e","n/e","48","n/e","n/e","n/e","n/e","292"
"Norway (NO)","01.01.2018 22:00 - 01.01.2018 23:00 (CET)","n/e","n/e","n/e","350","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1006","12117","n/e","n/e","48","n/e","n/e","n/e","n/e","278"
"Norway (NO)","01.01.2018 23:00 - 02.01.2018 00:00 (CET)","n/e","n/e","n/e","349","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1006","10884","n/e","n/e","48","n/e","n/e","n/e","n/e","266"
"Norway (NO)","02.01.2018 00:00 - 02.01.2018 01:00 (CET)","n/e","n/e","n/e","350","n/e","n/e","n/e","n/e","n/e","n/e","n/e","994","9912","n/e","n/e","50","n/e","n/e","n/e","n/e","341"
"Norway (NO)","02.01.2018 01:00 - 02.01.2018 02:00 (CET)","n/e","n/e","n/e","352","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1002","9317","n/e","n/e","50","n/e","n/e","n/e","n/e","299"
"Norway (NO)","02.01.2018 02:00 - 02.01.2018 03:00 (CET)","n/e","n/e","n/e","352","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1011","9625","n/e","n/e","50","n/e","n/e","n/e","n/e","285"
"Norway (NO)","02.01.2018 03:00 - 02.01.2018 04:00 (CET)","n/e","n/e","n/e","353","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1012","9692","n/e","n/e","50","n/e","n/e","n/e","n/e","305"
"Norway (NO)","02.01.2018 04:00 - 02.01.2018 05:00 (CET)","n/e","n/e","n/e","352","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1006","10857","n/e","n/e","50","n/e","n/e","n/e","n/e","295"
"Norway (NO)","02.01.2018 05:00 - 02.01.2018 06:00 (CET)","n/e","n/e","n/e","351","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1003","12865","n/e","n/e","50","n/e","n/e","n/e","n/e","297"
"Norway (NO)","02.01.2018 06:00 - 02.01.2018 07:00 (CET)","n/e","n/e","n/e","353","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1028","15670","n/e","n/e","53","n/e","n/e","n/e","n/e","287"
"Norway (NO)","02.01.2018 07:00 - 02.01.2018 08:00 (CET)","n/e","n/e","n/e","353","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1067","20267","n/e","n/e","58","n/e","n/e","n/e","n/e","242"
"Norway (NO)","02.01.2018 08:00 - 02.01.2018 09:00 (CET)","n/e","n/e","n/e","353","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1091","21880","n/e","n/e","67","n/e","n/e","n/e","n/e","212"
"Norway (NO)","02.01.2018 09:00 - 02.01.2018 10:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1113","22364","n/e","n/e","71","n/e","n/e","n/e","n/e","170"
"Norway (NO)","02.01.2018 10:00 - 02.01.2018 11:00 (CET)","n/e","n/e","n/e","352","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1117","23015","n/e","n/e","73","n/e","n/e","n/e","n/e","162"
"Norway (NO)","02.01.2018 11:00 - 02.01.2018 12:00 (CET)","n/e","n/e","n/e","354","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1119","23242","n/e","n/e","73","n/e","n/e","n/e","n/e","178"
"Norway (NO)","02.01.2018 12:00 - 02.01.2018 13:00 (CET)","n/e","n/e","n/e","356","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1118","23487","n/e","n/e","72","n/e","n/e","n/e","n/e","120"
"Norway (NO)","02.01.2018 13:00 - 02.01.2018 14:00 (CET)","n/e","n/e","n/e","374","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1117","23502","n/e","n/e","72","n/e","n/e","n/e","n/e","116"
"Norway (NO)","02.01.2018 14:00 - 02.01.2018 15:00 (CET)","n/e","n/e","n/e","373","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1116","23532","n/e","n/e","72","n/e","n/e","n/e","n/e","100"
"Norway (NO)","02.01.2018 15:00 - 02.01.2018 16:00 (CET)","n/e","n/e","n/e","369","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1116","23647","n/e","n/e","73","n/e","n/e","n/e","n/e","141"
"Norway (NO)","02.01.2018 16:00 - 02.01.2018 17:00 (CET)","n/e","n/e","n/e","377","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1117","23742","n/e","n/e","73","n/e","n/e","n/e","n/e","95"
"Norway (NO)","02.01.2018 17:00 - 02.01.2018 18:00 (CET)","n/e","n/e","n/e","374","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1121","23767","n/e","n/e","74","n/e","n/e","n/e","n/e","114"
"Norway (NO)","02.01.2018 18:00 - 02.01.2018 19:00 (CET)","n/e","n/e","n/e","376","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1115","23566","n/e","n/e","73","n/e","n/e","n/e","n/e","129"
"Norway (NO)","02.01.2018 19:00 - 02.01.2018 20:00 (CET)","n/e","n/e","n/e","373","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1109","23026","n/e","n/e","73","n/e","n/e","n/e","n/e","159"
"Norway (NO)","02.01.2018 20:00 - 02.01.2018 21:00 (CET)","n/e","n/e","n/e","373","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1107","21069","n/e","n/e","70","n/e","n/e","n/e","n/e","176"
"Norway (NO)","02.01.2018 21:00 - 02.01.2018 22:00 (CET)","n/e","n/e","n/e","375","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1106","18587","n/e","n/e","70","n/e","n/e","n/e","n/e","206"
"Norway (NO)","02.01.2018 22:00 - 02.01.2018 23:00 (CET)","n/e","n/e","n/e","371","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1101","16572","n/e","n/e","69","n/e","n/e","n/e","n/e","248"
"Norway (NO)","02.01.2018 23:00 - 03.01.2018 00:00 (CET)","n/e","n/e","n/e","371","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1104","15536","n/e","n/e","70","n/e","n/e","n/e","n/e","284"
"Norway (NO)","03.01.2018 00:00 - 03.01.2018 01:00 (CET)","n/e","n/e","n/e","371","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1084","14417","n/e","n/e","68","n/e","n/e","n/e","n/e","344"
"Norway (NO)","03.01.2018 01:00 - 03.01.2018 02:00 (CET)","n/e","n/e","n/e","366","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1085","12951","n/e","n/e","69","n/e","n/e","n/e","n/e","385"
"Norway (NO)","03.01.2018 02:00 - 03.01.2018 03:00 (CET)","n/e","n/e","n/e","362","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1089","11816","n/e","n/e","69","n/e","n/e","n/e","n/e","424"
"Norway (NO)","03.01.2018 03:00 - 03.01.2018 04:00 (CET)","n/e","n/e","n/e","368","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1082","11622","n/e","n/e","69","n/e","n/e","n/e","n/e","510"
"Norway (NO)","03.01.2018 04:00 - 03.01.2018 05:00 (CET)","n/e","n/e","n/e","369","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1084","11740","n/e","n/e","69","n/e","n/e","n/e","n/e","532"
"Norway (NO)","03.01.2018 05:00 - 03.01.2018 06:00 (CET)","n/e","n/e","n/e","366","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1082","13545","n/e","n/e","69","n/e","n/e","n/e","n/e","479"
"Norway (NO)","03.01.2018 06:00 - 03.01.2018 07:00 (CET)","n/e","n/e","n/e","369","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1109","16190","n/e","n/e","69","n/e","n/e","n/e","n/e","494"
"Norway (NO)","03.01.2018 07:00 - 03.01.2018 08:00 (CET)","n/e","n/e","n/e","369","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1138","18341","n/e","n/e","69","n/e","n/e","n/e","n/e","496"
"Norway (NO)","03.01.2018 08:00 - 03.01.2018 09:00 (CET)","n/e","n/e","n/e","361","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1144","19020","n/e","n/e","71","n/e","n/e","n/e","n/e","501"
"Norway (NO)","03.01.2018 09:00 - 03.01.2018 10:00 (CET)","n/e","n/e","n/e","366","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1156","19075","n/e","n/e","70","n/e","n/e","n/e","n/e","480"
"Norway (NO)","03.01.2018 10:00 - 03.01.2018 11:00 (CET)","n/e","n/e","n/e","369","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1165","19987","n/e","n/e","70","n/e","n/e","n/e","n/e","457"
"Norway (NO)","03.01.2018 11:00 - 03.01.2018 12:00 (CET)","n/e","n/e","n/e","367","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1163","20341","n/e","n/e","70","n/e","n/e","n/e","n/e","389"
"Norway (NO)","03.01.2018 12:00 - 03.01.2018 13:00 (CET)","n/e","n/e","n/e","365","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1161","20664","n/e","n/e","71","n/e","n/e","n/e","n/e","367"
"Norway (NO)","03.01.2018 13:00 - 03.01.2018 14:00 (CET)","n/e","n/e","n/e","362","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1162","21215","n/e","n/e","71","n/e","n/e","n/e","n/e","334"
"Norway (NO)","03.01.2018 14:00 - 03.01.2018 15:00 (CET)","n/e","n/e","n/e","366","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1165","21869","n/e","n/e","70","n/e","n/e","n/e","n/e","332"
"Norway (NO)","03.01.2018 15:00 - 03.01.2018 16:00 (CET)","n/e","n/e","n/e","362","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1165","22374","n/e","n/e","70","n/e","n/e","n/e","n/e","320"
"Norway (NO)","03.01.2018 16:00 - 03.01.2018 17:00 (CET)","n/e","n/e","n/e","334","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1167","22701","n/e","n/e","70","n/e","n/e","n/e","n/e","353"
"Norway (NO)","03.01.2018 17:00 - 03.01.2018 18:00 (CET)","n/e","n/e","n/e","334","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1167","22799","n/e","n/e","70","n/e","n/e","n/e","n/e","334"
"Norway (NO)","03.01.2018 18:00 - 03.01.2018 19:00 (CET)","n/e","n/e","n/e","342","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1165","22438","n/e","n/e","70","n/e","n/e","n/e","n/e","321"
"Norway (NO)","03.01.2018 19:00 - 03.01.2018 20:00 (CET)","n/e","n/e","n/e","341","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1162","21819","n/e","n/e","70","n/e","n/e","n/e","n/e","316"
"Norway (NO)","03.01.2018 20:00 - 03.01.2018 21:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1162","20720","n/e","n/e","70","n/e","n/e","n/e","n/e","276"
"Norway (NO)","03.01.2018 21:00 - 03.01.2018 22:00 (CET)","n/e","n/e","n/e","340","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1165","19776","n/e","n/e","70","n/e","n/e","n/e","n/e","264"
"Norway (NO)","03.01.2018 22:00 - 03.01.2018 23:00 (CET)","n/e","n/e","n/e","342","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1160","18301","n/e","n/e","68","n/e","n/e","n/e","n/e","249"
"Norway (NO)","03.01.2018 23:00 - 04.01.2018 00:00 (CET)","n/e","n/e","n/e","344","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1161","16441","n/e","n/e","67","n/e","n/e","n/e","n/e","243"
"Norway (NO)","04.01.2018 00:00 - 04.01.2018 01:00 (CET)","n/e","n/e","n/e","342","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1160","15022","n/e","n/e","61","n/e","n/e","n/e","n/e","231"
"Norway (NO)","04.01.2018 01:00 - 04.01.2018 02:00 (CET)","n/e","n/e","n/e","342","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1158","13882","n/e","n/e","62","n/e","n/e","n/e","n/e","245"
"Norway (NO)","04.01.2018 02:00 - 04.01.2018 03:00 (CET)","n/e","n/e","n/e","346","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1160","13097","n/e","n/e","61","n/e","n/e","n/e","n/e","244"
"Norway (NO)","04.01.2018 03:00 - 04.01.2018 04:00 (CET)","n/e","n/e","n/e","344","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1153","12874","n/e","n/e","61","n/e","n/e","n/e","n/e","258"
"Norway (NO)","04.01.2018 04:00 - 04.01.2018 05:00 (CET)","n/e","n/e","n/e","344","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1154","13000","n/e","n/e","61","n/e","n/e","n/e","n/e","262"
"Norway (NO)","04.01.2018 05:00 - 04.01.2018 06:00 (CET)","n/e","n/e","n/e","341","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1158","14318","n/e","n/e","61","n/e","n/e","n/e","n/e","252"
"Norway (NO)","04.01.2018 06:00 - 04.01.2018 07:00 (CET)","n/e","n/e","n/e","346","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1164","17899","n/e","n/e","64","n/e","n/e","n/e","n/e","253"
"Norway (NO)","04.01.2018 07:00 - 04.01.2018 08:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1170","21315","n/e","n/e","65","n/e","n/e","n/e","n/e","287"
"Norway (NO)","04.01.2018 08:00 - 04.01.2018 09:00 (CET)","n/e","n/e","n/e","346","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1173","23075","n/e","n/e","68","n/e","n/e","n/e","n/e","237"
"Norway (NO)","04.01.2018 09:00 - 04.01.2018 10:00 (CET)","n/e","n/e","n/e","340","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1172","23303","n/e","n/e","69","n/e","n/e","n/e","n/e","232"
"Norway (NO)","04.01.2018 10:00 - 04.01.2018 11:00 (CET)","n/e","n/e","n/e","346","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1179","23537","n/e","n/e","69","n/e","n/e","n/e","n/e","246"
"Norway (NO)","04.01.2018 11:00 - 04.01.2018 12:00 (CET)","n/e","n/e","n/e","344","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1180","23566","n/e","n/e","69","n/e","n/e","n/e","n/e","263"
"Norway (NO)","04.01.2018 12:00 - 04.01.2018 13:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1179","23583","n/e","n/e","69","n/e","n/e","n/e","n/e","306"
"Norway (NO)","04.01.2018 13:00 - 04.01.2018 14:00 (CET)","n/e","n/e","n/e","345","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1182","23650","n/e","n/e","62","n/e","n/e","n/e","n/e","350"
"Norway (NO)","04.01.2018 14:00 - 04.01.2018 15:00 (CET)","n/e","n/e","n/e","346","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1183","23652","n/e","n/e","69","n/e","n/e","n/e","n/e","418"
"Norway (NO)","04.01.2018 15:00 - 04.01.2018 16:00 (CET)","n/e","n/e","n/e","342","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1188","23827","n/e","n/e","69","n/e","n/e","n/e","n/e","435"
"Norway (NO)","04.01.2018 16:00 - 04.01.2018 17:00 (CET)","n/e","n/e","n/e","345","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1186","23832","n/e","n/e","69","n/e","n/e","n/e","n/e","432"
"Norway (NO)","04.01.2018 17:00 - 04.01.2018 18:00 (CET)","n/e","n/e","n/e","348","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1184","23550","n/e","n/e","69","n/e","n/e","n/e","n/e","411"
"Norway (NO)","04.01.2018 18:00 - 04.01.2018 19:00 (CET)","n/e","n/e","n/e","348","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1181","23473","n/e","n/e","69","n/e","n/e","n/e","n/e","445"
"Norway (NO)","04.01.2018 19:00 - 04.01.2018 20:00 (CET)","n/e","n/e","n/e","348","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1176","23040","n/e","n/e","66","n/e","n/e","n/e","n/e","422"
"Norway (NO)","04.01.2018 20:00 - 04.01.2018 21:00 (CET)","n/e","n/e","n/e","344","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1170","21683","n/e","n/e","64","n/e","n/e","n/e","n/e","427"
"Norway (NO)","04.01.2018 21:00 - 04.01.2018 22:00 (CET)","n/e","n/e","n/e","350","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1172","20582","n/e","n/e","64","n/e","n/e","n/e","n/e","415"
"Norway (NO)","04.01.2018 22:00 - 04.01.2018 23:00 (CET)","n/e","n/e","n/e","350","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1165","19391","n/e","n/e","65","n/e","n/e","n/e","n/e","456"
"Norway (NO)","04.01.2018 23:00 - 05.01.2018 00:00 (CET)","n/e","n/e","n/e","349","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1158","16585","n/e","n/e","64","n/e","n/e","n/e","n/e","428"
"Norway (NO)","05.01.2018 00:00 - 05.01.2018 01:00 (CET)","n/e","n/e","n/e","349","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1146","13922","n/e","n/e","64","n/e","n/e","n/e","n/e","434"
"Norway (NO)","05.01.2018 01:00 - 05.01.2018 02:00 (CET)","n/e","n/e","n/e","349","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1144","12183","n/e","n/e","64","n/e","n/e","n/e","n/e","390"
"Norway (NO)","05.01.2018 02:00 - 05.01.2018 03:00 (CET)","n/e","n/e","n/e","346","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1151","11152","n/e","n/e","64","n/e","n/e","n/e","n/e","387"
"Norway (NO)","05.01.2018 03:00 - 05.01.2018 04:00 (CET)","n/e","n/e","n/e","345","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1145","11037","n/e","n/e","65","n/e","n/e","n/e","n/e","393"
"Norway (NO)","05.01.2018 04:00 - 05.01.2018 05:00 (CET)","n/e","n/e","n/e","346","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1147","11535","n/e","n/e","65","n/e","n/e","n/e","n/e","382"
"Norway (NO)","05.01.2018 05:00 - 05.01.2018 06:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1142","12636","n/e","n/e","65","n/e","n/e","n/e","n/e","338"
"Norway (NO)","05.01.2018 06:00 - 05.01.2018 07:00 (CET)","n/e","n/e","n/e","351","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1151","15999","n/e","n/e","65","n/e","n/e","n/e","n/e","318"
"Norway (NO)","05.01.2018 07:00 - 05.01.2018 08:00 (CET)","n/e","n/e","n/e","350","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1170","20313","n/e","n/e","65","n/e","n/e","n/e","n/e","199"
"Norway (NO)","05.01.2018 08:00 - 05.01.2018 09:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1169","22155","n/e","n/e","66","n/e","n/e","n/e","n/e","204"
"Norway (NO)","05.01.2018 09:00 - 05.01.2018 10:00 (CET)","n/e","n/e","n/e","347","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1174","22916","n/e","n/e","69","n/e","n/e","n/e","n/e","168"
"Norway (NO)","05.01.2018 10:00 - 05.01.2018 11:00 (CET)","n/e","n/e","n/e","346","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1172","23380","n/e","n/e","69","n/e","n/e","n/e","n/e","187"
"Norway (NO)","05.01.2018 11:00 - 05.01.2018 12:00 (CET)","n/e","n/e","n/e","348","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1166","23248","n/e","n/e","69","n/e","n/e","n/e","n/e","102"
"Norway (NO)","05.01.2018 12:00 - 05.01.2018 13:00 (CET)","n/e","n/e","n/e","344","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1155","23108","n/e","n/e","69","n/e","n/e","n/e","n/e","83"
"Norway (NO)","05.01.2018 13:00 - 05.01.2018 14:00 (CET)","n/e","n/e","n/e","343","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1150","23039","n/e","n/e","69","n/e","n/e","n/e","n/e","76"
"Norway (NO)","05.01.2018 14:00 - 05.01.2018 15:00 (CET)","n/e","n/e","n/e","342","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1150","23185","n/e","n/e","69","n/e","n/e","n/e","n/e","90"
"Norway (NO)","05.01.2018 15:00 - 05.01.2018 16:00 (CET)","n/e","n/e","n/e","348","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1152","23687","n/e","n/e","69","n/e","n/e","n/e","n/e","79"
"Norway (NO)","05.01.2018 16:00 - 05.01.2018 17:00 (CET)","n/e","n/e","n/e","345","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1152","23956","n/e","n/e","69","n/e","n/e","n/e","n/e","64"
