"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Estonia (EE)","01.01.2018 10:00 - 01.01.2018 11:00 (CET)","68","n/e","52","1","n/e","n/e","662","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","16","n/e","57"
"Estonia (EE)","01.01.2018 11:00 - 01.01.2018 12:00 (CET)","69","n/e","50","1","n/e","n/e","649","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","16","n/e","56"
"Estonia (EE)","01.01.2018 12:00 - 01.01.2018 13:00 (CET)","68","n/e","49","1","n/e","n/e","611","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","16","n/e","68"
"Estonia (EE)","01.01.2018 13:00 - 01.01.2018 14:00 (CET)","68","n/e","51","1","n/e","n/e","625","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","15","n/e","73"
"Estonia (EE)","01.01.2018 14:00 - 01.01.2018 15:00 (CET)","68","n/e","52","1","n/e","n/e","647","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","15","n/e","71"
"Estonia (EE)","01.01.2018 15:00 - 01.01.2018 16:00 (CET)","71","n/e","53","1","n/e","n/e","729","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","15","n/e","91"
"Estonia (EE)","01.01.2018 16:00 - 01.01.2018 17:00 (CET)","72","n/e","52","1","n/e","n/e","748","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","13","n/e","128"
"Estonia (EE)","01.01.2018 17:00 - 01.01.2018 18:00 (CET)","73","n/e","54","1","n/e","n/e","691","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","15","n/e","142"
"Estonia (EE)","01.01.2018 18:00 - 01.01.2018 19:00 (CET)","73","n/e","53","1","n/e","n/e","679","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","15","n/e","169"
"Estonia (EE)","01.01.2018 19:00 - 01.01.2018 20:00 (CET)","74","n/e","52","1","n/e","n/e","639","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","15","n/e","188"
"Estonia (EE)","01.01.2018 20:00 - 01.01.2018 21:00 (CET)","75","n/e","54","1","n/e","n/e","703","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","14","n/e","181"
"Estonia (EE)","01.01.2018 21:00 - 01.01.2018 22:00 (CET)","76","n/e","54","1","n/e","n/e","764","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","14","n/e","182"
"Estonia (EE)","01.01.2018 22:00 - 01.01.2018 23:00 (CET)","75","n/e","53","1","n/e","n/e","712","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","13","n/e","178"
"Estonia (EE)","01.01.2018 23:00 - 02.01.2018 00:00 (CET)","74","n/e","54","1","n/e","n/e","649","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","14","n/e","182"
"Estonia (EE)","02.01.2018 00:00 - 02.01.2018 01:00 (CET)","72","n/e","49","1","n/e","n/e","716","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","15","n/e","191"
"Estonia (EE)","02.01.2018 01:00 - 02.01.2018 02:00 (CET)","71","n/e","50","1","n/e","n/e","711","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","15","n/e","199"
"Estonia (EE)","02.01.2018 02:00 - 02.01.2018 03:00 (CET)","71","n/e","55","1","n/e","n/e","677","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","15","n/e","216"
"Estonia (EE)","02.01.2018 03:00 - 02.01.2018 04:00 (CET)","70","n/e","56","1","n/e","n/e","804","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","15","n/e","209"
"Estonia (EE)","02.01.2018 04:00 - 02.01.2018 05:00 (CET)","69","n/e","57","1","n/e","n/e","742","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","16","n/e","217"
"Estonia (EE)","02.01.2018 05:00 - 02.01.2018 06:00 (CET)","70","n/e","52","1","n/e","n/e","1032","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","15","n/e","224"
"Estonia (EE)","02.01.2018 06:00 - 02.01.2018 07:00 (CET)","70","n/e","50","1","n/e","n/e","1072","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","15","n/e","218"
"Estonia (EE)","02.01.2018 07:00 - 02.01.2018 08:00 (CET)","70","n/e","51","1","n/e","n/e","1105","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","16","n/e","210"
"Estonia (EE)","02.01.2018 08:00 - 02.01.2018 09:00 (CET)","70","n/e","54","1","n/e","n/e","1156","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","17","n/e","203"
"Estonia (EE)","02.01.2018 09:00 - 02.01.2018 10:00 (CET)","70","n/e","53","1","n/e","n/e","1199","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","17","n/e","160"
"Estonia (EE)","02.01.2018 10:00 - 02.01.2018 11:00 (CET)","70","n/e","48","1","n/e","n/e","1222","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","17","n/e","164"
"Estonia (EE)","02.01.2018 11:00 - 02.01.2018 12:00 (CET)","70","n/e","48","1","n/e","n/e","1224","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","16","n/e","164"
"Estonia (EE)","02.01.2018 12:00 - 02.01.2018 13:00 (CET)","70","n/e","47","1","n/e","n/e","1169","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","16","n/e","167"
"Estonia (EE)","02.01.2018 13:00 - 02.01.2018 14:00 (CET)","70","n/e","53","1","n/e","n/e","1098","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","16","n/e","163"
"Estonia (EE)","02.01.2018 14:00 - 02.01.2018 15:00 (CET)","70","n/e","52","1","n/e","n/e","1116","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","15","n/e","167"
"Estonia (EE)","02.01.2018 15:00 - 02.01.2018 16:00 (CET)","70","n/e","54","1","n/e","n/e","1115","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","175"
"Estonia (EE)","02.01.2018 16:00 - 02.01.2018 17:00 (CET)","71","n/e","54","1","n/e","n/e","1103","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","185"
"Estonia (EE)","02.01.2018 17:00 - 02.01.2018 18:00 (CET)","72","n/e","54","1","n/e","n/e","1085","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","169"
"Estonia (EE)","02.01.2018 18:00 - 02.01.2018 19:00 (CET)","74","n/e","54","1","n/e","n/e","1088","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","155"
"Estonia (EE)","02.01.2018 19:00 - 02.01.2018 20:00 (CET)","73","n/e","50","1","n/e","n/e","1111","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","164"
"Estonia (EE)","02.01.2018 20:00 - 02.01.2018 21:00 (CET)","75","n/e","52","1","n/e","n/e","1119","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","17","n/e","175"
"Estonia (EE)","02.01.2018 21:00 - 02.01.2018 22:00 (CET)","75","n/e","52","1","n/e","n/e","1168","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","17","n/e","176"
"Estonia (EE)","02.01.2018 22:00 - 02.01.2018 23:00 (CET)","75","n/e","51","1","n/e","n/e","1194","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","17","n/e","176"
"Estonia (EE)","02.01.2018 23:00 - 03.01.2018 00:00 (CET)","74","n/e","48","1","n/e","n/e","1172","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","17","n/e","158"
"Estonia (EE)","03.01.2018 00:00 - 03.01.2018 01:00 (CET)","74","n/e","49","1","n/e","n/e","1020","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","17","n/e","156"
"Estonia (EE)","03.01.2018 01:00 - 03.01.2018 02:00 (CET)","74","n/e","50","1","n/e","n/e","970","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","17","n/e","154"
"Estonia (EE)","03.01.2018 02:00 - 03.01.2018 03:00 (CET)","74","n/e","31","1","n/e","n/e","887","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","163"
"Estonia (EE)","03.01.2018 03:00 - 03.01.2018 04:00 (CET)","71","n/e","29","1","n/e","n/e","859","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","17","n/e","143"
"Estonia (EE)","03.01.2018 04:00 - 03.01.2018 05:00 (CET)","71","n/e","27","1","n/e","n/e","960","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","17","n/e","127"
"Estonia (EE)","03.01.2018 05:00 - 03.01.2018 06:00 (CET)","71","n/e","28","1","n/e","n/e","999","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","104"
"Estonia (EE)","03.01.2018 06:00 - 03.01.2018 07:00 (CET)","71","n/e","29","1","n/e","n/e","1149","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","15","n/e","85"
"Estonia (EE)","03.01.2018 07:00 - 03.01.2018 08:00 (CET)","71","n/e","30","1","n/e","n/e","1167","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","73"
"Estonia (EE)","03.01.2018 08:00 - 03.01.2018 09:00 (CET)","71","n/e","33","1","n/e","n/e","1150","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","17","n/e","58"
"Estonia (EE)","03.01.2018 09:00 - 03.01.2018 10:00 (CET)","71","n/e","28","1","n/e","n/e","1118","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","17","n/e","53"
"Estonia (EE)","03.01.2018 10:00 - 03.01.2018 11:00 (CET)","71","n/e","28","1","n/e","n/e","1146","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","17","n/e","47"
"Estonia (EE)","03.01.2018 11:00 - 03.01.2018 12:00 (CET)","71","n/e","30","1","n/e","n/e","1145","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","17","n/e","43"
"Estonia (EE)","03.01.2018 12:00 - 03.01.2018 13:00 (CET)","71","n/e","31","1","n/e","n/e","1145","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","17","n/e","44"
"Estonia (EE)","03.01.2018 13:00 - 03.01.2018 14:00 (CET)","70","n/e","32","1","n/e","n/e","1155","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","16","n/e","45"
"Estonia (EE)","03.01.2018 14:00 - 03.01.2018 15:00 (CET)","71","n/e","33","1","n/e","n/e","1157","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","1","16","n/e","52"
"Estonia (EE)","03.01.2018 15:00 - 03.01.2018 16:00 (CET)","71","n/e","30","1","n/e","n/e","1178","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","17","n/e","58"
"Estonia (EE)","03.01.2018 16:00 - 03.01.2018 17:00 (CET)","71","n/e","30","1","n/e","n/e","1230","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","17","n/e","59"
"Estonia (EE)","03.01.2018 17:00 - 03.01.2018 18:00 (CET)","74","n/e","33","1","n/e","n/e","1232","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","17","n/e","57"
"Estonia (EE)","03.01.2018 18:00 - 03.01.2018 19:00 (CET)","74","n/e","33","1","n/e","n/e","1230","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","49"
"Estonia (EE)","03.01.2018 19:00 - 03.01.2018 20:00 (CET)","76","n/e","42","1","n/e","n/e","1238","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","49"
"Estonia (EE)","03.01.2018 20:00 - 03.01.2018 21:00 (CET)","76","n/e","49","1","n/e","n/e","1231","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","15","n/e","44"
"Estonia (EE)","03.01.2018 21:00 - 03.01.2018 22:00 (CET)","76","n/e","54","1","n/e","n/e","1205","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","15","n/e","42"
"Estonia (EE)","03.01.2018 22:00 - 03.01.2018 23:00 (CET)","76","n/e","58","1","n/e","n/e","1181","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","14","n/e","45"
"Estonia (EE)","03.01.2018 23:00 - 04.01.2018 00:00 (CET)","73","n/e","58","1","n/e","n/e","1008","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","13","n/e","48"
"Estonia (EE)","04.01.2018 00:00 - 04.01.2018 01:00 (CET)","71","n/e","60","1","n/e","n/e","981","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","15","n/e","49"
"Estonia (EE)","04.01.2018 01:00 - 04.01.2018 02:00 (CET)","72","n/e","60","1","n/e","n/e","1031","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","54"
"Estonia (EE)","04.01.2018 02:00 - 04.01.2018 03:00 (CET)","72","n/e","60","1","n/e","n/e","972","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","59"
"Estonia (EE)","04.01.2018 03:00 - 04.01.2018 04:00 (CET)","70","n/e","60","1","n/e","n/e","963","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","63"
"Estonia (EE)","04.01.2018 04:00 - 04.01.2018 05:00 (CET)","71","n/e","62","1","n/e","n/e","967","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","65"
"Estonia (EE)","04.01.2018 05:00 - 04.01.2018 06:00 (CET)","71","n/e","63","1","n/e","n/e","971","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","68"
"Estonia (EE)","04.01.2018 06:00 - 04.01.2018 07:00 (CET)","71","n/e","62","1","n/e","n/e","1102","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","76"
"Estonia (EE)","04.01.2018 07:00 - 04.01.2018 08:00 (CET)","71","n/e","60","1","n/e","n/e","1155","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","84"
"Estonia (EE)","04.01.2018 08:00 - 04.01.2018 09:00 (CET)","71","n/e","62","1","n/e","n/e","1183","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","84"
"Estonia (EE)","04.01.2018 09:00 - 04.01.2018 10:00 (CET)","71","n/e","63","1","n/e","n/e","1175","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","81"
"Estonia (EE)","04.01.2018 10:00 - 04.01.2018 11:00 (CET)","71","n/e","62","1","n/e","n/e","1218","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","80"
"Estonia (EE)","04.01.2018 11:00 - 04.01.2018 12:00 (CET)","71","n/e","58","1","n/e","n/e","1237","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","17","n/e","81"
"Estonia (EE)","04.01.2018 12:00 - 04.01.2018 13:00 (CET)","70","n/e","54","1","n/e","n/e","1225","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","83"
"Estonia (EE)","04.01.2018 13:00 - 04.01.2018 14:00 (CET)","68","n/e","56","1","n/e","n/e","1235","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","81"
"Estonia (EE)","04.01.2018 14:00 - 04.01.2018 15:00 (CET)","68","n/e","58","1","n/e","n/e","1237","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","87"
"Estonia (EE)","04.01.2018 15:00 - 04.01.2018 16:00 (CET)","69","n/e","58","1","n/e","n/e","1239","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","100"
"Estonia (EE)","04.01.2018 16:00 - 04.01.2018 17:00 (CET)","70","n/e","59","1","n/e","n/e","1190","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","106"
"Estonia (EE)","04.01.2018 17:00 - 04.01.2018 18:00 (CET)","73","n/e","61","1","n/e","n/e","1183","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","112"
"Estonia (EE)","04.01.2018 18:00 - 04.01.2018 19:00 (CET)","74","n/e","64","1","n/e","n/e","1183","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","121"
"Estonia (EE)","04.01.2018 19:00 - 04.01.2018 20:00 (CET)","75","n/e","64","1","n/e","n/e","1199","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","15","n/e","132"
"Estonia (EE)","04.01.2018 20:00 - 04.01.2018 21:00 (CET)","76","n/e","63","1","n/e","n/e","1183","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","14","n/e","144"
"Estonia (EE)","04.01.2018 21:00 - 04.01.2018 22:00 (CET)","76","n/e","62","1","n/e","n/e","1106","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","12","n/e","149"
"Estonia (EE)","04.01.2018 22:00 - 04.01.2018 23:00 (CET)","76","n/e","57","1","n/e","n/e","1216","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","11","n/e","151"
"Estonia (EE)","04.01.2018 23:00 - 05.01.2018 00:00 (CET)","75","n/e","37","1","n/e","n/e","1121","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","12","n/e","154"
"Estonia (EE)","05.01.2018 00:00 - 05.01.2018 01:00 (CET)","71","n/e","38","1","n/e","n/e","915","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","14","n/e","150"
"Estonia (EE)","05.01.2018 01:00 - 05.01.2018 02:00 (CET)","70","n/e","37","1","n/e","n/e","905","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","15","n/e","154"
"Estonia (EE)","05.01.2018 02:00 - 05.01.2018 03:00 (CET)","70","n/e","34","1","n/e","n/e","898","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","15","n/e","163"
"Estonia (EE)","05.01.2018 03:00 - 05.01.2018 04:00 (CET)","67","n/e","36","1","n/e","n/e","869","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","14","n/e","176"
"Estonia (EE)","05.01.2018 04:00 - 05.01.2018 05:00 (CET)","67","n/e","36","1","n/e","n/e","849","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","15","n/e","175"
"Estonia (EE)","05.01.2018 05:00 - 05.01.2018 06:00 (CET)","70","n/e","38","1","n/e","n/e","985","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","15","n/e","155"
"Estonia (EE)","05.01.2018 06:00 - 05.01.2018 07:00 (CET)","71","n/e","37","1","n/e","n/e","1186","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","15","n/e","146"
"Estonia (EE)","05.01.2018 07:00 - 05.01.2018 08:00 (CET)","70","n/e","36","1","n/e","n/e","1223","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","134"
"Estonia (EE)","05.01.2018 08:00 - 05.01.2018 09:00 (CET)","69","n/e","35","1","n/e","n/e","1210","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","124"
"Estonia (EE)","05.01.2018 09:00 - 05.01.2018 10:00 (CET)","69","n/e","36","1","n/e","n/e","1188","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","113"
"Estonia (EE)","05.01.2018 10:00 - 05.01.2018 11:00 (CET)","70","n/e","38","1","n/e","n/e","1181","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","126"
"Estonia (EE)","05.01.2018 11:00 - 05.01.2018 12:00 (CET)","70","n/e","36","1","n/e","n/e","1162","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","142"
"Estonia (EE)","05.01.2018 12:00 - 05.01.2018 13:00 (CET)","70","n/e","36","1","n/e","n/e","1192","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","136"
"Estonia (EE)","05.01.2018 13:00 - 05.01.2018 14:00 (CET)","71","n/e","38","1","n/e","n/e","1239","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","15","n/e","120"
"Estonia (EE)","05.01.2018 14:00 - 05.01.2018 15:00 (CET)","70","n/e","33","1","n/e","n/e","1211","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","14","n/e","102"
"Estonia (EE)","05.01.2018 15:00 - 05.01.2018 16:00 (CET)","70","n/e","36","1","n/e","n/e","1231","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","14","n/e","96"
"Estonia (EE)","05.01.2018 16:00 - 05.01.2018 17:00 (CET)","71","n/e","36","1","n/e","n/e","1239","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","14","n/e","92"
"Estonia (EE)","05.01.2018 17:00 - 05.01.2018 18:00 (CET)","73","n/e","37","1","n/e","n/e","1233","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","14","n/e","93"
"Estonia (EE)","05.01.2018 18:00 - 05.01.2018 19:00 (CET)","74","n/e","37","1","n/e","n/e","1171","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","15","n/e","91"
"Estonia (EE)","05.01.2018 19:00 - 05.01.2018 20:00 (CET)","75","n/e","39","1","n/e","n/e","1080","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","14","n/e","88"
"Estonia (EE)","05.01.2018 20:00 - 05.01.2018 21:00 (CET)","75","n/e","38","1","n/e","n/e","1045","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","14","n/e","78"
"Estonia (EE)","05.01.2018 21:00 - 05.01.2018 22:00 (CET)","76","n/e","37","1","n/e","n/e","1084","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","12","n/e","75"
"Estonia (EE)","05.01.2018 22:00 - 05.01.2018 23:00 (CET)","75","n/e","35","1","n/e","n/e","1104","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","12","n/e","71"
"Estonia (EE)","05.01.2018 23:00 - 06.01.2018 00:00 (CET)","74","n/e","37","1","n/e","n/e","1091","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","15","n/e","59"
"Estonia (EE)","06.01.2018 00:00 - 06.01.2018 01:00 (CET)","73","n/e","36","1","n/e","n/e","905","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","51"
"Estonia (EE)","06.01.2018 01:00 - 06.01.2018 02:00 (CET)","73","n/e","36","1","n/e","n/e","891","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","17","n/e","46"
"Estonia (EE)","06.01.2018 02:00 - 06.01.2018 03:00 (CET)","73","n/e","36","1","n/e","n/e","893","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","17","n/e","42"
"Estonia (EE)","06.01.2018 03:00 - 06.01.2018 04:00 (CET)","70","n/e","34","1","n/e","n/e","887","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","52"
"Estonia (EE)","06.01.2018 04:00 - 06.01.2018 05:00 (CET)","70","n/e","36","1","n/e","n/e","840","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","16","n/e","66"
"Estonia (EE)","06.01.2018 05:00 - 06.01.2018 06:00 (CET)","70","n/e","38","1","n/e","n/e","796","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","15","n/e","64"
"Estonia (EE)","06.01.2018 06:00 - 06.01.2018 07:00 (CET)","70","n/e","38","1","n/e","n/e","797","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","1","14","n/e","79"
