"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"United Kingdom (UK)","01.01.2018 13:30 - 01.01.2018 14:00 (CET)","756","n/e","n/e","14156","1734","0","n/e","n/e","n/e","536","","543","n/e","n/e","7264","89","n/e","1930","n/e","2642","3707"
"United Kingdom (UK)","01.01.2018 14:00 - 01.01.2018 14:30 (CET)","756","n/e","n/e","14696","1685","0","n/e","n/e","n/e","877","","545","n/e","n/e","7248","89","n/e","1415","n/e","2160","3554"
"United Kingdom (UK)","01.01.2018 14:30 - 01.01.2018 15:00 (CET)","754","n/e","n/e","15288","1575","0","n/e","n/e","n/e","618","","552","n/e","n/e","7263","89","n/e","1590","n/e","1980","3690"
"United Kingdom (UK)","01.01.2018 15:00 - 01.01.2018 15:30 (CET)","745","n/e","n/e","15172","1741","0","n/e","n/e","n/e","300","","497","n/e","n/e","7260","89","n/e","1290","n/e","2061","3802"
"United Kingdom (UK)","01.01.2018 15:30 - 01.01.2018 16:00 (CET)","746","n/e","n/e","14806","2068","0","n/e","n/e","n/e","425","","470","n/e","n/e","7254","89","n/e","812","n/e","1967","3758"
"United Kingdom (UK)","01.01.2018 16:00 - 01.01.2018 16:30 (CET)","743","n/e","n/e","14543","2267","0","n/e","n/e","n/e","500","","481","n/e","n/e","7245","88","n/e","414","n/e","1982","3873"
"United Kingdom (UK)","01.01.2018 16:30 - 01.01.2018 17:00 (CET)","740","n/e","n/e","14991","2122","0","n/e","n/e","n/e","540","","500","n/e","n/e","7257","89","n/e","91","n/e","1911","4172"
"United Kingdom (UK)","01.01.2018 17:00 - 01.01.2018 17:30 (CET)","752","n/e","n/e","15474","2156","0","n/e","n/e","n/e","506","","751","n/e","n/e","7271","88","n/e","2","n/e","2098","4441"
"United Kingdom (UK)","01.01.2018 17:30 - 01.01.2018 18:00 (CET)","757","n/e","n/e","16958","2241","0","n/e","n/e","n/e","1001","","735","n/e","n/e","7255","89","n/e","0","n/e","2487","4571"
"United Kingdom (UK)","01.01.2018 18:00 - 01.01.2018 18:30 (CET)","719","n/e","n/e","17209","2344","0","n/e","n/e","n/e","1238","","688","n/e","n/e","7263","89","n/e","1","n/e","3080","4673"
"United Kingdom (UK)","01.01.2018 18:30 - 01.01.2018 19:00 (CET)","721","n/e","n/e","17238","2286","0","n/e","n/e","n/e","1076","","714","n/e","n/e","7254","89","n/e","0","n/e","3035","4710"
"United Kingdom (UK)","01.01.2018 19:00 - 01.01.2018 19:30 (CET)","720","n/e","n/e","17079","2271","0","n/e","n/e","n/e","532","","715","n/e","n/e","7248","89","n/e","0","n/e","2992","4916"
"United Kingdom (UK)","01.01.2018 19:30 - 01.01.2018 20:00 (CET)","746","n/e","n/e","16379","2067","0","n/e","n/e","n/e","402","","711","n/e","n/e","7255","89","n/e","0","n/e","2757","4906"
"United Kingdom (UK)","01.01.2018 20:00 - 01.01.2018 20:30 (CET)","745","n/e","n/e","15744","2286","0","n/e","n/e","n/e","300","","670","n/e","n/e","7268","89","n/e","0","n/e","3012","4940"
"United Kingdom (UK)","01.01.2018 20:30 - 01.01.2018 21:00 (CET)","741","n/e","n/e","14943","1801","0","n/e","n/e","n/e","305","","568","n/e","n/e","7257","89","n/e","0","n/e","3349","4877"
"United Kingdom (UK)","01.01.2018 21:00 - 01.01.2018 21:30 (CET)","749","n/e","n/e","13766","1373","0","n/e","n/e","n/e","505","","534","n/e","n/e","7260","89","n/e","0","n/e","3469","5201"
"United Kingdom (UK)","01.01.2018 21:30 - 01.01.2018 22:00 (CET)","745","n/e","n/e","12803","1368","0","n/e","n/e","n/e","300","","482","n/e","n/e","7263","88","n/e","0","n/e","3463","5219"
"United Kingdom (UK)","01.01.2018 22:00 - 01.01.2018 22:30 (CET)","751","n/e","n/e","11785","1364","0","n/e","n/e","n/e","685","","408","n/e","n/e","7251","89","n/e","0","n/e","3369","5072"
"United Kingdom (UK)","01.01.2018 22:30 - 01.01.2018 23:00 (CET)","732","n/e","n/e","10840","1358","0","n/e","n/e","n/e","300","","405","n/e","n/e","7267","89","n/e","0","n/e","3454","4974"
"United Kingdom (UK)","01.01.2018 23:00 - 01.01.2018 23:30 (CET)","748","n/e","n/e","9935","1355","0","n/e","n/e","n/e","232","","341","n/e","n/e","7264","89","n/e","0","n/e","3465","4739"
"United Kingdom (UK)","01.01.2018 23:30 - 02.01.2018 00:00 (CET)","741","n/e","n/e","8682","1339","0","n/e","n/e","n/e","149","","302","n/e","n/e","7265","89","n/e","0","n/e","3508","4699"
"United Kingdom (UK)","02.01.2018 00:00 - 02.01.2018 00:30 (CET)","744","n/e","n/e","7900","951","0","n/e","n/e","n/e","0","","329","n/e","n/e","7260","89","n/e","0","n/e","3582","4574"
"United Kingdom (UK)","02.01.2018 00:30 - 02.01.2018 01:00 (CET)","745","n/e","n/e","7710","997","0","n/e","n/e","n/e","0","","311","n/e","n/e","7249","89","n/e","0","n/e","3495","4346"
"United Kingdom (UK)","02.01.2018 01:00 - 02.01.2018 01:30 (CET)","743","n/e","n/e","7069","1092","0","n/e","n/e","n/e","0","","309","n/e","n/e","7270","89","n/e","0","n/e","3336","4352"
"United Kingdom (UK)","02.01.2018 01:30 - 02.01.2018 02:00 (CET)","740","n/e","n/e","7774","914","0","n/e","n/e","n/e","0","","317","n/e","n/e","7257","89","n/e","0","n/e","3322","4053"
"United Kingdom (UK)","02.01.2018 02:00 - 02.01.2018 02:30 (CET)","746","n/e","n/e","8278","1150","0","n/e","n/e","n/e","0","","316","n/e","n/e","7266","89","n/e","0","n/e","3359","3676"
"United Kingdom (UK)","02.01.2018 02:30 - 02.01.2018 03:00 (CET)","745","n/e","n/e","8175","1246","0","n/e","n/e","n/e","0","","312","n/e","n/e","7267","91","n/e","0","n/e","3290","3505"
"United Kingdom (UK)","02.01.2018 03:00 - 02.01.2018 03:30 (CET)","744","n/e","n/e","7971","1298","0","n/e","n/e","n/e","0","","279","n/e","n/e","7278","91","n/e","0","n/e","3240","3078"
"United Kingdom (UK)","02.01.2018 03:30 - 02.01.2018 04:00 (CET)","746","n/e","n/e","8269","1348","0","n/e","n/e","n/e","0","","279","n/e","n/e","7269","91","n/e","0","n/e","3157","2956"
"United Kingdom (UK)","02.01.2018 04:00 - 02.01.2018 04:30 (CET)","740","n/e","n/e","8614","1357","0","n/e","n/e","n/e","0","","271","n/e","n/e","7262","90","n/e","0","n/e","2913","2562"
"United Kingdom (UK)","02.01.2018 04:30 - 02.01.2018 05:00 (CET)","739","n/e","n/e","8817","1361","0","n/e","n/e","n/e","0","","251","n/e","n/e","7265","90","n/e","0","n/e","2830","2467"
"United Kingdom (UK)","02.01.2018 05:00 - 02.01.2018 05:30 (CET)","735","n/e","n/e","8749","1370","0","n/e","n/e","n/e","0","","252","n/e","n/e","7258","90","n/e","0","n/e","2823","2169"
"United Kingdom (UK)","02.01.2018 05:30 - 02.01.2018 06:00 (CET)","736","n/e","n/e","9400","1382","0","n/e","n/e","n/e","0","","252","n/e","n/e","7266","90","n/e","0","n/e","2606","2311"
"United Kingdom (UK)","02.01.2018 06:00 - 02.01.2018 06:30 (CET)","728","n/e","n/e","9253","1417","0","n/e","n/e","n/e","0","","246","n/e","n/e","7256","91","n/e","0","n/e","2535","2468"
"United Kingdom (UK)","02.01.2018 06:30 - 02.01.2018 07:00 (CET)","709","n/e","n/e","9662","1464","0","n/e","n/e","n/e","0","","244","n/e","n/e","7259","91","n/e","0","n/e","2443","2630"
"United Kingdom (UK)","02.01.2018 07:00 - 02.01.2018 07:30 (CET)","701","n/e","n/e","10141","1620","0","n/e","n/e","n/e","0","","245","n/e","n/e","7256","91","n/e","0","n/e","2419","2707"
"United Kingdom (UK)","02.01.2018 07:30 - 02.01.2018 08:00 (CET)","702","n/e","n/e","11916","1695","0","n/e","n/e","n/e","0","","244","n/e","n/e","7267","91","n/e","0","n/e","2719","2844"
"United Kingdom (UK)","02.01.2018 08:00 - 02.01.2018 08:30 (CET)","699","n/e","n/e","14374","1788","0","n/e","n/e","n/e","300","","258","n/e","n/e","7267","91","n/e","0","n/e","2356","3164"
"United Kingdom (UK)","02.01.2018 08:30 - 02.01.2018 09:00 (CET)","700","n/e","n/e","16022","1993","0","n/e","n/e","n/e","175","","247","n/e","n/e","7264","91","n/e","0","n/e","2291","3463"
"United Kingdom (UK)","02.01.2018 09:00 - 02.01.2018 09:30 (CET)","701","n/e","n/e","16705","2186","0","n/e","n/e","n/e","300","","330","n/e","n/e","7262","91","n/e","2","n/e","2280","3724"
"United Kingdom (UK)","02.01.2018 09:30 - 02.01.2018 10:00 (CET)","682","n/e","n/e","17429","2396","0","n/e","n/e","n/e","438","","390","n/e","n/e","7260","91","n/e","7","n/e","2522","3942"
"United Kingdom (UK)","02.01.2018 10:00 - 02.01.2018 10:30 (CET)","681","n/e","n/e","18249","2461","0","n/e","n/e","n/e","385","","554","n/e","n/e","7263","91","n/e","25","n/e","2645","4078"
"United Kingdom (UK)","02.01.2018 10:30 - 02.01.2018 11:00 (CET)","682","n/e","n/e","19144","2472","0","n/e","n/e","n/e","562","","548","n/e","n/e","7260","91","n/e","67","n/e","2563","4467"
"United Kingdom (UK)","02.01.2018 11:00 - 02.01.2018 11:30 (CET)","681","n/e","n/e","20268","2219","0","n/e","n/e","n/e","442","","520","n/e","n/e","7256","91","n/e","146","n/e","2399","5027"
"United Kingdom (UK)","02.01.2018 11:30 - 02.01.2018 12:00 (CET)","680","n/e","n/e","20790","2199","0","n/e","n/e","n/e","865","","514","n/e","n/e","7254","91","n/e","206","n/e","2186","4911"
"United Kingdom (UK)","02.01.2018 12:00 - 02.01.2018 12:30 (CET)","681","n/e","n/e","20951","2509","0","n/e","n/e","n/e","350","","482","n/e","n/e","7268","91","n/e","285","n/e","2371","5102"
"United Kingdom (UK)","02.01.2018 12:30 - 02.01.2018 13:00 (CET)","680","n/e","n/e","20798","2622","0","n/e","n/e","n/e","300","","480","n/e","n/e","7262","91","n/e","389","n/e","2501","5364"
"United Kingdom (UK)","02.01.2018 13:00 - 02.01.2018 13:30 (CET)","677","n/e","n/e","20478","2546","0","n/e","n/e","n/e","264","","475","n/e","n/e","7266","91","n/e","435","n/e","2904","5769"
"United Kingdom (UK)","02.01.2018 13:30 - 02.01.2018 14:00 (CET)","680","n/e","n/e","20252","2644","0","n/e","n/e","n/e","378","","467","n/e","n/e","7263","90","n/e","523","n/e","3015","5653"
"United Kingdom (UK)","02.01.2018 14:00 - 02.01.2018 14:30 (CET)","681","n/e","n/e","20043","2821","0","n/e","n/e","n/e","300","","430","n/e","n/e","7267","91","n/e","645","n/e","3256","5577"
"United Kingdom (UK)","02.01.2018 14:30 - 02.01.2018 15:00 (CET)","679","n/e","n/e","19651","3072","0","n/e","n/e","n/e","151","","440","n/e","n/e","7259","91","n/e","376","n/e","3344","5437"
"United Kingdom (UK)","02.01.2018 15:00 - 02.01.2018 15:30 (CET)","678","n/e","n/e","19239","2852","0","n/e","n/e","n/e","265","","439","n/e","n/e","7257","91","n/e","293","n/e","3475","5494"
"United Kingdom (UK)","02.01.2018 15:30 - 02.01.2018 16:00 (CET)","680","n/e","n/e","18739","2786","0","n/e","n/e","n/e","300","","440","n/e","n/e","7261","91","n/e","164","n/e","3575","5656"
"United Kingdom (UK)","02.01.2018 16:00 - 02.01.2018 16:30 (CET)","681","n/e","n/e","18499","2835","0","n/e","n/e","n/e","380","","458","n/e","n/e","7250","91","n/e","53","n/e","3656","5606"
"United Kingdom (UK)","02.01.2018 16:30 - 02.01.2018 17:00 (CET)","680","n/e","n/e","19453","2941","0","n/e","n/e","n/e","330","","467","n/e","n/e","7264","91","n/e","2","n/e","3507","5293"
"United Kingdom (UK)","02.01.2018 17:00 - 02.01.2018 17:30 (CET)","680","n/e","n/e","20707","3231","0","n/e","n/e","n/e","466","","691","n/e","n/e","7256","91","n/e","8","n/e","3034","4675"
"United Kingdom (UK)","02.01.2018 17:30 - 02.01.2018 18:00 (CET)","681","n/e","n/e","22694","3766","0","n/e","n/e","n/e","300","","713","n/e","n/e","7263","91","n/e","13","n/e","3066","4229"
"United Kingdom (UK)","02.01.2018 18:00 - 02.01.2018 18:30 (CET)","681","n/e","n/e","22537","3523","0","n/e","n/e","n/e","1145","","730","n/e","n/e","7258","91","n/e","7","n/e","3249","4620"
"United Kingdom (UK)","02.01.2018 18:30 - 02.01.2018 19:00 (CET)","680","n/e","n/e","23060","3869","0","n/e","n/e","n/e","1220","","728","n/e","n/e","7258","91","n/e","0","n/e","3265","4130"
"United Kingdom (UK)","02.01.2018 19:00 - 02.01.2018 19:30 (CET)","681","n/e","n/e","22784","4086","0","n/e","n/e","n/e","992","","709","n/e","n/e","7272","91","n/e","0","n/e","3299","4048"
"United Kingdom (UK)","02.01.2018 19:30 - 02.01.2018 20:00 (CET)","680","n/e","n/e","22030","3986","0","n/e","n/e","n/e","695","","704","n/e","n/e","7269","91","n/e","0","n/e","3155","4198"
"United Kingdom (UK)","02.01.2018 20:00 - 02.01.2018 20:30 (CET)","679","n/e","n/e","21242","3949","0","n/e","n/e","n/e","300","","691","n/e","n/e","7263","91","n/e","0","n/e","3323","4125"
"United Kingdom (UK)","02.01.2018 20:30 - 02.01.2018 21:00 (CET)","681","n/e","n/e","19778","3480","0","n/e","n/e","n/e","300","","646","n/e","n/e","7262","91","n/e","0","n/e","3358","4160"
"United Kingdom (UK)","02.01.2018 21:00 - 02.01.2018 21:30 (CET)","679","n/e","n/e","18822","2689","0","n/e","n/e","n/e","564","","529","n/e","n/e","7262","91","n/e","0","n/e","3463","4447"
"United Kingdom (UK)","02.01.2018 21:30 - 02.01.2018 22:00 (CET)","680","n/e","n/e","17490","1978","0","n/e","n/e","n/e","316","","508","n/e","n/e","7267","91","n/e","0","n/e","3533","4640"
"United Kingdom (UK)","02.01.2018 22:00 - 02.01.2018 22:30 (CET)","682","n/e","n/e","15695","1973","0","n/e","n/e","n/e","353","","469","n/e","n/e","7266","91","n/e","0","n/e","3585","5023"
"United Kingdom (UK)","02.01.2018 22:30 - 02.01.2018 23:00 (CET)","681","n/e","n/e","13373","1971","0","n/e","n/e","n/e","341","","460","n/e","n/e","7269","92","n/e","0","n/e","3484","5090"
"United Kingdom (UK)","02.01.2018 23:00 - 02.01.2018 23:30 (CET)","680","n/e","n/e","11712","1807","0","n/e","n/e","n/e","315","","438","n/e","n/e","7272","91","n/e","0","n/e","3311","5547"
"United Kingdom (UK)","02.01.2018 23:30 - 03.01.2018 00:00 (CET)","677","n/e","n/e","9929","1326","0","n/e","n/e","n/e","458","","437","n/e","n/e","7248","91","n/e","0","n/e","3169","5350"
"United Kingdom (UK)","03.01.2018 00:00 - 03.01.2018 00:30 (CET)","681","n/e","n/e","8858","1166","0","n/e","n/e","n/e","90","","468","n/e","n/e","7271","92","n/e","0","n/e","3170","5440"
"United Kingdom (UK)","03.01.2018 00:30 - 03.01.2018 01:00 (CET)","681","n/e","n/e","8094","1184","0","n/e","n/e","n/e","0","","449","n/e","n/e","7259","92","n/e","0","n/e","3131","5483"
"United Kingdom (UK)","03.01.2018 01:00 - 03.01.2018 01:30 (CET)","681","n/e","n/e","7301","1247","0","n/e","n/e","n/e","0","","442","n/e","n/e","7276","92","n/e","0","n/e","3233","5659"
"United Kingdom (UK)","03.01.2018 01:30 - 03.01.2018 02:00 (CET)","682","n/e","n/e","7538","1244","0","n/e","n/e","n/e","0","","442","n/e","n/e","7262","92","n/e","0","n/e","3051","5405"
"United Kingdom (UK)","03.01.2018 02:00 - 03.01.2018 02:30 (CET)","681","n/e","n/e","7303","944","0","n/e","n/e","n/e","0","","407","n/e","n/e","7261","92","n/e","0","n/e","3134","5665"
"United Kingdom (UK)","03.01.2018 02:30 - 03.01.2018 03:00 (CET)","681","n/e","n/e","6911","944","0","n/e","n/e","n/e","0","","407","n/e","n/e","7260","92","n/e","0","n/e","3056","5786"
"United Kingdom (UK)","03.01.2018 03:00 - 03.01.2018 03:30 (CET)","681","n/e","n/e","6738","945","0","n/e","n/e","n/e","0","","361","n/e","n/e","7257","92","n/e","0","n/e","3126","5857"
"United Kingdom (UK)","03.01.2018 03:30 - 03.01.2018 04:00 (CET)","681","n/e","n/e","6870","944","0","n/e","n/e","n/e","0","","337","n/e","n/e","7263","92","n/e","0","n/e","3194","5951"
"United Kingdom (UK)","03.01.2018 04:00 - 03.01.2018 04:30 (CET)","682","n/e","n/e","6638","945","0","n/e","n/e","n/e","0","","327","n/e","n/e","7251","92","n/e","0","n/e","3203","5913"
"United Kingdom (UK)","03.01.2018 04:30 - 03.01.2018 05:00 (CET)","681","n/e","n/e","6783","946","0","n/e","n/e","n/e","0","","336","n/e","n/e","7262","92","n/e","0","n/e","3049","5769"
"United Kingdom (UK)","03.01.2018 05:00 - 03.01.2018 05:30 (CET)","681","n/e","n/e","6952","1092","0","n/e","n/e","n/e","0","","319","n/e","n/e","6868","92","n/e","0","n/e","3084","5725"
"United Kingdom (UK)","03.01.2018 05:30 - 03.01.2018 06:00 (CET)","682","n/e","n/e","6863","1028","0","n/e","n/e","n/e","0","","315","n/e","n/e","6862","92","n/e","0","n/e","3555","5738"
"United Kingdom (UK)","03.01.2018 06:00 - 03.01.2018 06:30 (CET)","681","n/e","n/e","6787","944","0","n/e","n/e","n/e","0","","314","n/e","n/e","6857","92","n/e","0","n/e","3553","5602"
"United Kingdom (UK)","03.01.2018 06:30 - 03.01.2018 07:00 (CET)","680","n/e","n/e","7669","848","0","n/e","n/e","n/e","0","","329","n/e","n/e","6844","92","n/e","0","n/e","3469","5428"
"United Kingdom (UK)","03.01.2018 07:00 - 03.01.2018 07:30 (CET)","678","n/e","n/e","8524","874","0","n/e","n/e","n/e","0","","339","n/e","n/e","6849","92","n/e","0","n/e","3359","5441"
"United Kingdom (UK)","03.01.2018 07:30 - 03.01.2018 08:00 (CET)","681","n/e","n/e","10576","1081","0","n/e","n/e","n/e","0","","339","n/e","n/e","6852","92","n/e","0","n/e","3427","5631"
"United Kingdom (UK)","03.01.2018 08:00 - 03.01.2018 08:30 (CET)","681","n/e","n/e","12625","1100","0","n/e","n/e","n/e","226","","322","n/e","n/e","6844","92","n/e","0","n/e","3352","5433"
"United Kingdom (UK)","03.01.2018 08:30 - 03.01.2018 09:00 (CET)","680","n/e","n/e","14652","1129","0","n/e","n/e","n/e","198","","317","n/e","n/e","6853","92","n/e","0","n/e","3436","5486"
"United Kingdom (UK)","03.01.2018 09:00 - 03.01.2018 09:30 (CET)","679","n/e","n/e","16291","931","0","n/e","n/e","n/e","392","","334","n/e","n/e","6843","92","n/e","6","n/e","3553","5528"
"United Kingdom (UK)","03.01.2018 09:30 - 03.01.2018 10:00 (CET)","679","n/e","n/e","17304","1024","0","n/e","n/e","n/e","303","","431","n/e","n/e","6842","92","n/e","27","n/e","3698","5556"
"United Kingdom (UK)","03.01.2018 10:00 - 03.01.2018 10:30 (CET)","680","n/e","n/e","17732","1171","0","n/e","n/e","n/e","319","","533","n/e","n/e","6900","92","n/e","398","n/e","3710","5814"
"United Kingdom (UK)","03.01.2018 10:30 - 03.01.2018 11:00 (CET)","680","n/e","n/e","18063","1237","0","n/e","n/e","n/e","301","","571","n/e","n/e","6902","91","n/e","810","n/e","3651","5846"
"United Kingdom (UK)","03.01.2018 11:00 - 03.01.2018 11:30 (CET)","682","n/e","n/e","17948","1236","0","n/e","n/e","n/e","374","","608","n/e","n/e","6901","92","n/e","1230","n/e","3640","5945"
"United Kingdom (UK)","03.01.2018 11:30 - 03.01.2018 12:00 (CET)","660","n/e","n/e","17870","1171","0","n/e","n/e","n/e","381","","583","n/e","n/e","6956","91","n/e","1600","n/e","3684","5941"
"United Kingdom (UK)","03.01.2018 12:00 - 03.01.2018 12:30 (CET)","679","n/e","n/e","17761","1254","0","n/e","n/e","n/e","431","","490","n/e","n/e","6956","92","n/e","1710","n/e","3700","6158"
"United Kingdom (UK)","03.01.2018 12:30 - 03.01.2018 13:00 (CET)","680","n/e","n/e","17740","1218","0","n/e","n/e","n/e","257","","437","n/e","n/e","6966","92","n/e","1860","n/e","3721","6158"
"United Kingdom (UK)","03.01.2018 13:00 - 03.01.2018 13:30 (CET)","616","n/e","n/e","17903","1263","0","n/e","n/e","n/e","523","","450","n/e","n/e","6964","92","n/e","2010","n/e","3730","5946"
