,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
5137,238.0,4146.0,81.0,1138.0,9268.0,165.0,0.0,118.0,0.0,477.0
5138,237.0,4156.0,81.0,1138.0,9250.0,164.0,0.0,118.0,0.0,453.0
5139,237.0,4129.0,79.0,1137.0,9329.0,166.0,0.0,118.0,0.0,421.0
5140,237.0,4244.0,77.0,1138.0,9276.0,162.0,0.0,118.0,0.0,358.0
5141,241.0,4980.0,81.0,1143.0,9618.0,162.0,0.0,117.0,0.0,321.0
5142,242.0,5599.0,78.0,1157.0,10182.0,161.0,1.0,115.0,12.0,154.0
5143,245.0,5818.0,77.0,1142.0,10767.0,162.0,1.0,135.0,27.0,79.0
5144,244.0,6071.0,74.0,1119.0,11026.0,163.0,1.0,148.0,28.0,88.0
5145,245.0,6053.0,73.0,1112.0,11105.0,161.0,70.0,147.0,28.0,106.0
5146,244.0,6104.0,71.0,1113.0,11168.0,161.0,199.0,152.0,48.0,156.0
5147,245.0,6025.0,70.0,1110.0,11100.0,163.0,198.0,159.0,51.0,192.0
5148,245.0,6032.0,73.0,1104.0,11099.0,163.0,89.0,159.0,31.0,230.0
5149,246.0,5856.0,76.0,1101.0,10927.0,162.0,71.0,147.0,16.0,264.0
5150,244.0,5829.0,75.0,1105.0,10679.0,164.0,9.0,142.0,14.0,326.0
5151,245.0,5792.0,73.0,1114.0,10435.0,166.0,1.0,139.0,14.0,291.0
5152,244.0,5774.0,72.0,1147.0,10214.0,162.0,1.0,137.0,14.0,258.0
5153,246.0,5780.0,73.0,1154.0,10206.0,159.0,1.0,137.0,14.0,230.0
5154,246.0,5867.0,73.0,1170.0,10334.0,160.0,27.0,144.0,27.0,246.0
5155,245.0,5847.0,74.0,1178.0,10343.0,161.0,22.0,150.0,28.0,347.0
5156,243.0,5836.0,75.0,1183.0,10370.0,160.0,3.0,144.0,16.0,492.0
5157,241.0,5670.0,75.0,1150.0,9728.0,161.0,1.0,136.0,2.0,550.0
5158,238.0,5527.0,75.0,1142.0,9099.0,161.0,1.0,135.0,0.0,498.0
5159,237.0,5253.0,77.0,1098.0,8140.0,162.0,1.0,127.0,0.0,461.0
5160,237.0,5327.0,77.0,1097.0,7917.0,160.0,0.0,122.0,0.0,448.0
5161,237.0,5258.0,78.0,1097.0,7711.0,160.0,0.0,122.0,0.0,429.0
5162,237.0,5252.0,78.0,1098.0,7541.0,160.0,0.0,122.0,0.0,380.0
5163,237.0,5185.0,78.0,1095.0,7487.0,160.0,0.0,122.0,0.0,303.0
5164,237.0,4977.0,78.0,1115.0,7366.0,160.0,0.0,122.0,0.0,257.0
5165,237.0,5208.0,78.0,1186.0,7765.0,160.0,0.0,122.0,0.0,227.0
5166,238.0,5215.0,78.0,1203.0,7983.0,159.0,0.0,125.0,12.0,148.0
5167,238.0,5284.0,78.0,1186.0,8386.0,160.0,1.0,131.0,27.0,71.0
5168,238.0,5378.0,78.0,1164.0,9064.0,160.0,34.0,142.0,41.0,76.0
5169,238.0,5424.0,77.0,1153.0,9204.0,160.0,69.0,162.0,43.0,134.0
5170,240.0,5419.0,74.0,1145.0,9176.0,159.0,223.0,164.0,43.0,190.0
5171,244.0,5337.0,76.0,1134.0,8843.0,159.0,240.0,158.0,43.0,294.0
5172,243.0,5441.0,78.0,1134.0,8615.0,158.0,261.0,143.0,18.0,359.0
5173,244.0,5406.0,78.0,1129.0,8300.0,158.0,198.0,141.0,14.0,480.0
5174,242.0,5442.0,73.0,1128.0,8375.0,157.0,187.0,141.0,2.0,337.0
5175,244.0,5382.0,71.0,1139.0,8113.0,157.0,143.0,136.0,0.0,340.0
5176,244.0,5431.0,75.0,1144.0,8175.0,158.0,18.0,136.0,0.0,443.0
5177,243.0,5450.0,79.0,1149.0,8310.0,160.0,1.0,137.0,0.0,625.0
5178,243.0,5429.0,80.0,1167.0,8298.0,159.0,18.0,150.0,0.0,562.0
5179,243.0,5469.0,79.0,1178.0,8433.0,162.0,21.0,140.0,0.0,522.0
5180,246.0,5608.0,77.0,1152.0,8409.0,160.0,3.0,137.0,0.0,397.0
5181,237.0,5498.0,78.0,1155.0,7751.0,161.0,1.0,116.0,0.0,494.0
5182,237.0,5445.0,78.0,1136.0,7256.0,161.0,0.0,114.0,0.0,556.0
5183,237.0,5213.0,79.0,1071.0,6764.0,165.0,0.0,119.0,0.0,720.0
5184,237.0,4995.0,79.0,1053.0,6250.0,164.0,0.0,119.0,0.0,871.0
5185,237.0,4739.0,78.0,1054.0,6208.0,164.0,0.0,119.0,0.0,812.0
5186,237.0,4550.0,77.0,1053.0,6153.0,163.0,0.0,120.0,0.0,844.0
5187,237.0,4358.0,78.0,1055.0,6183.0,164.0,0.0,120.0,0.0,760.0
5188,237.0,4043.0,77.0,1058.0,6117.0,169.0,0.0,120.0,0.0,836.0
5189,237.0,4295.0,77.0,1083.0,6102.0,166.0,0.0,121.0,0.0,794.0
5190,237.0,4865.0,76.0,1110.0,6201.0,161.0,0.0,121.0,0.0,679.0
5191,237.0,5148.0,77.0,1118.0,6527.0,159.0,1.0,129.0,25.0,684.0
5192,237.0,5208.0,78.0,1097.0,6954.0,160.0,1.0,134.0,29.0,903.0
5193,237.0,5275.0,79.0,1089.0,7188.0,164.0,1.0,134.0,41.0,1040.0
5194,237.0,5182.0,79.0,1082.0,7237.0,164.0,19.0,133.0,43.0,1307.0
5195,237.0,5135.0,79.0,1077.0,7098.0,164.0,3.0,145.0,43.0,1739.0
5196,237.0,5141.0,80.0,1075.0,6708.0,164.0,1.0,147.0,43.0,2072.0
5197,237.0,5021.0,80.0,1073.0,6376.0,165.0,15.0,142.0,18.0,2299.0
5198,237.0,4619.0,79.0,1072.0,6335.0,164.0,113.0,143.0,14.0,2430.0
5199,237.0,4563.0,78.0,1076.0,6303.0,165.0,99.0,143.0,2.0,2496.0
5200,237.0,4770.0,78.0,1077.0,6223.0,166.0,108.0,143.0,0.0,2610.0
5201,238.0,5013.0,77.0,1088.0,6562.0,163.0,129.0,143.0,0.0,2271.0
5202,237.0,5316.0,77.0,1102.0,7190.0,164.0,11.0,147.0,0.0,1913.0
5203,238.0,5265.0,78.0,1081.0,7310.0,163.0,50.0,146.0,0.0,1720.0
5204,238.0,5238.0,79.0,1091.0,7267.0,164.0,129.0,146.0,0.0,1684.0
5205,238.0,5111.0,79.0,1097.0,7108.0,166.0,80.0,141.0,0.0,1581.0
5206,238.0,5068.0,79.0,1089.0,6741.0,166.0,10.0,118.0,0.0,1638.0
5207,238.0,4899.0,77.0,1016.0,6330.0,167.0,1.0,117.0,0.0,1475.0
5208,238.0,4540.0,77.0,1010.0,6255.0,167.0,1.0,118.0,0.0,1544.0
5209,238.0,4405.0,78.0,1011.0,6233.0,167.0,1.0,118.0,0.0,1544.0
5210,238.0,4403.0,78.0,1010.0,6305.0,168.0,1.0,119.0,0.0,1412.0
5211,238.0,4460.0,78.0,1011.0,6593.0,169.0,1.0,119.0,0.0,1211.0
5212,238.0,4612.0,77.0,1016.0,6753.0,168.0,1.0,119.0,0.0,1138.0
5213,238.0,5208.0,78.0,1113.0,7812.0,162.0,1.0,119.0,25.0,990.0
5214,240.0,5465.0,77.0,1186.0,9182.0,159.0,1.0,118.0,41.0,717.0
5215,240.0,5477.0,76.0,1151.0,9607.0,159.0,1.0,135.0,43.0,702.0
5216,242.0,5514.0,73.0,1178.0,9503.0,156.0,35.0,145.0,51.0,921.0
5217,242.0,5537.0,72.0,1180.0,9436.0,156.0,39.0,146.0,52.0,1029.0
5218,242.0,5525.0,70.0,1173.0,9606.0,156.0,94.0,145.0,44.0,1086.0
5219,243.0,5487.0,68.0,1170.0,9611.0,155.0,126.0,154.0,18.0,1171.0
5220,244.0,5544.0,71.0,1169.0,9664.0,156.0,164.0,154.0,14.0,1084.0
5221,245.0,5496.0,72.0,1170.0,9532.0,158.0,32.0,142.0,2.0,1076.0
5222,245.0,5432.0,73.0,1157.0,9438.0,158.0,84.0,143.0,0.0,992.0
5223,245.0,5440.0,76.0,1161.0,9541.0,157.0,1.0,139.0,0.0,841.0
5224,243.0,5527.0,77.0,1171.0,9545.0,157.0,1.0,131.0,0.0,756.0
5225,243.0,5578.0,75.0,1176.0,9635.0,158.0,1.0,128.0,0.0,615.0
5226,244.0,5666.0,77.0,1147.0,9670.0,158.0,55.0,133.0,13.0,383.0
5227,243.0,5787.0,80.0,1149.0,9721.0,158.0,85.0,142.0,14.0,309.0
5228,242.0,5787.0,79.0,1150.0,9620.0,157.0,535.0,136.0,14.0,304.0
5229,242.0,5481.0,77.0,1153.0,8851.0,159.0,90.0,126.0,2.0,309.0
5230,237.0,5342.0,76.0,1135.0,8435.0,160.0,1.0,117.0,0.0,327.0
5231,195.0,5078.0,76.0,1142.0,7998.0,159.0,0.0,114.0,0.0,367.0
5232,181.0,4962.0,77.0,1129.0,7666.0,160.0,0.0,110.0,0.0,488.0
5233,170.0,4678.0,75.0,1115.0,7595.0,160.0,0.0,109.0,0.0,637.0
5234,163.0,4725.0,74.0,1116.0,7563.0,159.0,0.0,108.0,0.0,728.0
5235,175.0,4892.0,71.0,1115.0,7551.0,160.0,0.0,108.0,0.0,792.0
5236,176.0,4917.0,71.0,1115.0,7731.0,159.0,0.0,110.0,0.0,864.0
5237,175.0,5174.0,72.0,1133.0,8449.0,158.0,1.0,110.0,0.0,886.0
5238,176.0,5505.0,71.0,1152.0,9256.0,158.0,42.0,110.0,0.0,695.0
5239,216.0,5647.0,71.0,1168.0,10000.0,159.0,167.0,126.0,0.0,330.0
5240,243.0,5605.0,71.0,1163.0,10477.0,159.0,174.0,135.0,13.0,332.0
5241,244.0,5628.0,71.0,1154.0,10552.0,161.0,78.0,135.0,27.0,467.0
5242,243.0,5700.0,72.0,1142.0,10789.0,160.0,93.0,135.0,29.0,412.0
5243,247.0,5753.0,72.0,1134.0,11037.0,161.0,146.0,143.0,41.0,417.0
5244,261.0,5749.0,72.0,1137.0,11001.0,162.0,136.0,144.0,30.0,367.0
5245,263.0,5708.0,76.0,1139.0,10734.0,161.0,79.0,136.0,28.0,341.0
5246,264.0,5641.0,73.0,1141.0,10633.0,157.0,10.0,129.0,16.0,319.0
5247,265.0,5557.0,74.0,1149.0,10456.0,156.0,146.0,125.0,14.0,326.0
5248,264.0,5582.0,79.0,1166.0,10341.0,153.0,264.0,128.0,14.0,352.0
5249,263.0,5686.0,78.0,1171.0,10726.0,150.0,300.0,126.0,14.0,500.0
5250,261.0,5629.0,76.0,1183.0,10599.0,151.0,385.0,130.0,14.0,702.0
5251,261.0,5554.0,75.0,1156.0,10525.0,151.0,163.0,131.0,14.0,1214.0
5252,261.0,5378.0,76.0,1094.0,10001.0,152.0,7.0,131.0,14.0,2065.0
5253,260.0,4493.0,78.0,1078.0,9058.0,152.0,1.0,127.0,14.0,2528.0
5254,258.0,3942.0,77.0,1016.0,8813.0,153.0,1.0,126.0,14.0,2721.0
5255,257.0,3536.0,78.0,607.0,8448.0,153.0,239.0,118.0,2.0,2795.0
5256,257.0,3492.0,78.0,602.0,8299.0,154.0,35.0,114.0,0.0,2682.0
5257,257.0,3405.0,80.0,669.0,8207.0,154.0,1.0,114.0,0.0,2612.0
5258,257.0,3403.0,80.0,855.0,8212.0,156.0,1.0,114.0,0.0,2487.0
5259,257.0,3432.0,74.0,869.0,8371.0,155.0,1.0,113.0,0.0,2368.0
5260,256.0,3509.0,76.0,943.0,8428.0,154.0,0.0,113.0,0.0,2302.0
5261,256.0,4094.0,73.0,1017.0,8914.0,154.0,1.0,113.0,0.0,2198.0
5262,261.0,5142.0,73.0,1004.0,10053.0,154.0,50.0,113.0,12.0,1622.0
5263,262.0,5569.0,74.0,1087.0,10330.0,155.0,395.0,122.0,14.0,998.0
5264,262.0,5627.0,72.0,1103.0,10494.0,152.0,72.0,137.0,27.0,1059.0
5265,262.0,5580.0,69.0,1063.0,10322.0,150.0,85.0,138.0,29.0,1467.0
5266,259.0,5510.0,69.0,1051.0,10399.0,150.0,198.0,138.0,29.0,1557.0
5267,245.0,5552.0,69.0,1045.0,10437.0,149.0,239.0,137.0,29.0,1582.0
5268,244.0,5558.0,66.0,1033.0,10335.0,149.0,293.0,138.0,16.0,1560.0
5269,244.0,5521.0,69.0,1032.0,10332.0,150.0,219.0,139.0,15.0,1490.0
5270,243.0,5622.0,67.0,1027.0,10244.0,150.0,260.0,139.0,2.0,1497.0
5271,244.0,5523.0,69.0,1035.0,10146.0,151.0,274.0,139.0,0.0,1310.0
5272,244.0,5554.0,71.0,1040.0,10343.0,151.0,17.0,127.0,13.0,1267.0
5273,243.0,5527.0,71.0,1047.0,10475.0,151.0,10.0,125.0,27.0,1322.0
5274,244.0,5518.0,68.0,1059.0,10559.0,153.0,20.0,126.0,29.0,1595.0
5275,244.0,5542.0,68.0,1047.0,10505.0,155.0,21.0,129.0,29.0,1958.0
5276,240.0,5396.0,71.0,1043.0,10137.0,149.0,3.0,129.0,16.0,2365.0
5277,240.0,4937.0,73.0,1026.0,8974.0,149.0,1.0,125.0,14.0,2453.0
5278,238.0,4646.0,76.0,1013.0,8975.0,149.0,229.0,125.0,2.0,2146.0
5279,227.0,4304.0,80.0,992.0,8546.0,152.0,196.0,114.0,0.0,1689.0
5280,192.0,4537.0,80.0,923.0,8499.0,148.0,0.0,112.0,0.0,1622.0
5281,192.0,4441.0,78.0,914.0,8508.0,148.0,0.0,112.0,0.0,1512.0
5282,192.0,4499.0,75.0,914.0,8497.0,148.0,0.0,112.0,0.0,1403.0
5283,192.0,4464.0,72.0,913.0,8485.0,148.0,0.0,112.0,0.0,1505.0
5284,192.0,4304.0,79.0,919.0,8525.0,148.0,1.0,111.0,0.0,1394.0
5285,191.0,5165.0,80.0,1115.0,8933.0,148.0,1.0,111.0,0.0,1081.0
5286,200.0,5820.0,75.0,1160.0,10173.0,149.0,229.0,112.0,13.0,677.0
5287,240.0,5871.0,73.0,1167.0,10684.0,150.0,113.0,126.0,15.0,405.0
5288,243.0,5962.0,71.0,1163.0,10782.0,149.0,32.0,132.0,27.0,422.0
5289,243.0,5949.0,69.0,1152.0,10742.0,153.0,86.0,130.0,29.0,548.0
5290,242.0,6096.0,69.0,1141.0,10870.0,155.0,94.0,130.0,29.0,537.0
5291,243.0,6108.0,68.0,1136.0,11089.0,153.0,143.0,131.0,29.0,548.0
5292,243.0,5868.0,68.0,1121.0,11135.0,152.0,327.0,131.0,29.0,585.0
5293,242.0,5677.0,68.0,1114.0,11041.0,150.0,96.0,131.0,29.0,770.0
5294,238.0,5672.0,68.0,1114.0,10955.0,154.0,30.0,131.0,16.0,939.0
5295,239.0,5520.0,72.0,1113.0,10360.0,155.0,246.0,121.0,14.0,983.0
5296,243.0,5326.0,73.0,1035.0,9905.0,157.0,376.0,120.0,14.0,1279.0
5297,243.0,5227.0,74.0,1025.0,9808.0,157.0,503.0,123.0,14.0,1297.0
5298,243.0,5276.0,74.0,1021.0,9644.0,153.0,412.0,128.0,14.0,1673.0
5299,242.0,5121.0,74.0,875.0,9642.0,152.0,348.0,123.0,14.0,2061.0
5300,237.0,4695.0,75.0,880.0,9599.0,153.0,323.0,115.0,14.0,2703.0
5301,237.0,3992.0,76.0,1012.0,9320.0,153.0,163.0,106.0,2.0,3129.0
5302,237.0,3615.0,78.0,1067.0,8634.0,154.0,42.0,106.0,0.0,3273.0
5303,237.0,3683.0,75.0,1039.0,8098.0,154.0,1.0,106.0,0.0,3163.0
5304,236.0,3676.0,74.0,932.0,8147.0,153.0,0.0,105.0,0.0,3009.0
5305,236.0,3928.0,76.0,913.0,8239.0,153.0,0.0,105.0,0.0,2717.0
5306,237.0,4265.0,77.0,900.0,8267.0,154.0,0.0,105.0,0.0,2398.0
5307,237.0,4038.0,73.0,895.0,8166.0,153.0,0.0,105.0,0.0,2518.0
5308,237.0,3955.0,70.0,900.0,8179.0,151.0,0.0,105.0,0.0,2644.0
5309,241.0,4621.0,69.0,1061.0,8488.0,150.0,82.0,107.0,0.0,2435.0
5310,245.0,5531.0,69.0,976.0,8932.0,154.0,1.0,106.0,25.0,2322.0
5311,244.0,5784.0,73.0,991.0,9650.0,160.0,120.0,111.0,16.0,2292.0
5312,245.0,5749.0,77.0,1021.0,9981.0,159.0,351.0,114.0,27.0,2195.0
5313,245.0,5693.0,77.0,1042.0,9928.0,157.0,440.0,114.0,29.0,2139.0
5314,243.0,5630.0,71.0,1144.0,10035.0,156.0,431.0,116.0,29.0,2173.0
5315,243.0,5791.0,78.0,1180.0,10214.0,165.0,293.0,113.0,29.0,1991.0
5316,240.0,5835.0,76.0,1173.0,10208.0,166.0,148.0,107.0,29.0,1854.0
5317,238.0,5809.0,76.0,1173.0,10021.0,168.0,128.0,107.0,29.0,1547.0
5318,238.0,5667.0,76.0,1177.0,9870.0,164.0,144.0,107.0,29.0,1548.0
5319,238.0,5566.0,78.0,1151.0,9606.0,160.0,136.0,105.0,29.0,1553.0
5320,238.0,5616.0,79.0,1152.0,9461.0,162.0,85.0,105.0,29.0,1383.0
5321,238.0,5698.0,79.0,1161.0,9570.0,160.0,1.0,104.0,29.0,1001.0
5322,238.0,5828.0,78.0,1140.0,9956.0,160.0,19.0,109.0,16.0,580.0
5323,238.0,5959.0,76.0,1179.0,9751.0,159.0,350.0,117.0,14.0,368.0
5324,238.0,5910.0,72.0,1174.0,9623.0,160.0,149.0,124.0,14.0,343.0
5325,238.0,5745.0,72.0,1160.0,8647.0,159.0,1.0,114.0,2.0,264.0
5326,237.0,5756.0,70.0,1129.0,8250.0,160.0,1.0,111.0,0.0,220.0
5327,238.0,5527.0,72.0,1083.0,8068.0,162.0,1.0,101.0,0.0,234.0
5328,238.0,5386.0,72.0,1044.0,7452.0,163.0,1.0,100.0,0.0,263.0
5329,238.0,4949.0,72.0,1028.0,7220.0,160.0,1.0,100.0,0.0,348.0
5330,237.0,4774.0,72.0,985.0,7067.0,160.0,1.0,100.0,0.0,368.0
5331,238.0,4954.0,73.0,888.0,7040.0,162.0,0.0,100.0,0.0,413.0
5332,238.0,4721.0,72.0,934.0,7001.0,160.0,0.0,100.0,0.0,501.0
5333,210.0,5045.0,72.0,986.0,7101.0,161.0,0.0,100.0,0.0,516.0
5334,193.0,4910.0,80.0,1051.0,7332.0,161.0,1.0,100.0,0.0,430.0
5335,193.0,5158.0,81.0,1134.0,8473.0,162.0,1.0,110.0,13.0,275.0
5336,198.0,5276.0,79.0,1186.0,9021.0,160.0,1.0,115.0,14.0,301.0
5337,198.0,5294.0,77.0,1193.0,9121.0,160.0,136.0,117.0,14.0,377.0
5338,197.0,5256.0,77.0,1201.0,9205.0,159.0,152.0,117.0,14.0,464.0
5339,194.0,5168.0,75.0,1181.0,9010.0,160.0,134.0,121.0,14.0,672.0
5340,198.0,5140.0,74.0,1168.0,8731.0,160.0,17.0,121.0,27.0,826.0
5341,198.0,5060.0,73.0,1151.0,8057.0,158.0,118.0,111.0,29.0,1026.0
5342,198.0,5230.0,73.0,1133.0,7852.0,157.0,92.0,104.0,29.0,1227.0
5343,198.0,5359.0,74.0,1107.0,7429.0,158.0,1.0,102.0,29.0,1579.0
5344,198.0,5218.0,74.0,1108.0,7060.0,157.0,149.0,102.0,29.0,1581.0
5345,198.0,5343.0,71.0,1161.0,6967.0,160.0,446.0,106.0,29.0,1693.0
5346,198.0,5507.0,70.0,1134.0,7143.0,159.0,510.0,106.0,29.0,1423.0
5347,198.0,5652.0,70.0,1133.0,7412.0,156.0,514.0,130.0,29.0,1297.0
5348,198.0,5494.0,70.0,1138.0,7616.0,158.0,34.0,113.0,4.0,1686.0
5349,193.0,5108.0,71.0,1139.0,7008.0,157.0,1.0,96.0,0.0,2093.0
5350,192.0,4521.0,71.0,1065.0,6685.0,159.0,1.0,95.0,0.0,2347.0
5351,192.0,3982.0,72.0,1000.0,6480.0,159.0,1.0,97.0,0.0,2446.0
5352,192.0,3620.0,74.0,923.0,6303.0,159.0,0.0,97.0,0.0,2571.0
5353,192.0,3495.0,74.0,888.0,6327.0,159.0,0.0,97.0,0.0,2434.0
5354,192.0,3457.0,73.0,883.0,6178.0,161.0,0.0,97.0,0.0,2525.0
5355,192.0,3291.0,66.0,929.0,6095.0,159.0,0.0,97.0,0.0,2468.0
5356,192.0,3185.0,62.0,887.0,5989.0,157.0,0.0,97.0,0.0,2420.0
5357,192.0,3310.0,72.0,857.0,6090.0,158.0,0.0,98.0,0.0,2302.0
5358,192.0,3993.0,74.0,978.0,6390.0,158.0,0.0,98.0,0.0,1844.0
5359,192.0,4379.0,74.0,1050.0,6237.0,152.0,1.0,99.0,0.0,1564.0
5360,192.0,4781.0,74.0,1049.0,6319.0,150.0,1.0,111.0,38.0,1702.0
5361,192.0,4764.0,73.0,1050.0,6306.0,152.0,0.0,114.0,43.0,1976.0
5362,197.0,4640.0,71.0,1065.0,6389.0,154.0,1.0,114.0,43.0,2127.0
5363,220.0,4495.0,72.0,1067.0,6506.0,156.0,1.0,109.0,43.0,1997.0
5364,236.0,4682.0,72.0,1094.0,6481.0,155.0,1.0,107.0,43.0,1757.0
5365,237.0,4733.0,73.0,1091.0,6421.0,154.0,1.0,107.0,43.0,1609.0
5366,237.0,4693.0,74.0,996.0,6420.0,154.0,1.0,106.0,5.0,1364.0
5367,237.0,4579.0,75.0,1072.0,6463.0,154.0,1.0,104.0,0.0,1282.0
5368,237.0,4679.0,76.0,1110.0,6607.0,156.0,1.0,109.0,0.0,1038.0
5369,237.0,5330.0,74.0,1137.0,6785.0,154.0,1.0,108.0,25.0,583.0
5370,237.0,5526.0,72.0,1110.0,7234.0,154.0,27.0,117.0,29.0,270.0
5371,237.0,5507.0,70.0,1108.0,7499.0,153.0,121.0,118.0,41.0,200.0
5372,237.0,5477.0,74.0,1119.0,7479.0,153.0,181.0,116.0,43.0,247.0
5373,237.0,5497.0,76.0,1123.0,7057.0,153.0,8.0,110.0,5.0,359.0
5374,237.0,5325.0,76.0,1121.0,6792.0,155.0,1.0,109.0,0.0,619.0
5375,237.0,4888.0,76.0,1039.0,6667.0,155.0,1.0,106.0,0.0,986.0
5376,237.0,4480.0,74.0,1013.0,6663.0,154.0,1.0,102.0,0.0,1279.0
5377,237.0,4083.0,72.0,972.0,6657.0,155.0,1.0,108.0,0.0,1457.0
5378,237.0,3871.0,73.0,921.0,6813.0,156.0,1.0,115.0,0.0,1468.0
5379,237.0,3892.0,73.0,986.0,7186.0,157.0,1.0,116.0,0.0,1288.0
5380,237.0,3920.0,71.0,1035.0,7497.0,156.0,1.0,116.0,0.0,1091.0
5381,239.0,4799.0,71.0,1147.0,8348.0,156.0,1.0,116.0,0.0,903.0
5382,243.0,5573.0,71.0,1177.0,9504.0,154.0,18.0,118.0,25.0,619.0
5383,244.0,5637.0,72.0,1200.0,9958.0,152.0,17.0,132.0,29.0,207.0
5384,244.0,5706.0,71.0,1194.0,10073.0,152.0,35.0,134.0,29.0,125.0
5385,243.0,5673.0,69.0,1192.0,10255.0,157.0,72.0,136.0,29.0,108.0
5386,243.0,5769.0,67.0,1177.0,10596.0,158.0,75.0,155.0,29.0,121.0
5387,243.0,5798.0,67.0,1171.0,10649.0,159.0,128.0,159.0,29.0,173.0
5388,244.0,5786.0,66.0,1166.0,10697.0,156.0,133.0,160.0,29.0,226.0
5389,241.0,5686.0,66.0,1164.0,10577.0,157.0,47.0,154.0,29.0,281.0
5390,243.0,5655.0,63.0,1164.0,10380.0,156.0,4.0,155.0,29.0,358.0
5391,242.0,5585.0,61.0,1165.0,10133.0,156.0,0.0,151.0,29.0,385.0
5392,242.0,5675.0,58.0,1169.0,9890.0,160.0,105.0,148.0,4.0,409.0
5393,242.0,5660.0,53.0,1173.0,9837.0,162.0,174.0,154.0,25.0,466.0
5394,243.0,5716.0,50.0,1179.0,9847.0,161.0,70.0,154.0,29.0,680.0
5395,243.0,5781.0,52.0,1160.0,10032.0,162.0,0.0,154.0,29.0,1125.0
5396,244.0,5653.0,53.0,1174.0,9648.0,162.0,0.0,140.0,4.0,1386.0
5397,239.0,5373.0,53.0,1158.0,8713.0,158.0,0.0,115.0,0.0,1668.0
5398,237.0,5023.0,53.0,1135.0,8468.0,156.0,0.0,109.0,0.0,1941.0
5399,237.0,4356.0,53.0,1094.0,8256.0,156.0,0.0,104.0,0.0,1911.0
5400,237.0,3940.0,51.0,1081.0,8117.0,156.0,0.0,100.0,0.0,1971.0
5401,237.0,3819.0,50.0,994.0,8094.0,157.0,0.0,100.0,0.0,1862.0
5402,237.0,3873.0,48.0,985.0,8131.0,158.0,0.0,100.0,0.0,1694.0
5403,237.0,4162.0,48.0,987.0,8270.0,156.0,0.0,100.0,0.0,1337.0
5404,237.0,4394.0,48.0,1057.0,8190.0,154.0,0.0,99.0,0.0,1252.0
5405,241.0,5141.0,47.0,1141.0,8904.0,155.0,0.0,101.0,0.0,1038.0
5406,243.0,5565.0,47.0,1183.0,10010.0,155.0,0.0,100.0,0.0,825.0
5407,243.0,5702.0,46.0,1184.0,10395.0,155.0,21.0,111.0,13.0,561.0
5408,241.0,5549.0,47.0,1201.0,10515.0,159.0,21.0,120.0,15.0,533.0
5409,243.0,5495.0,48.0,1196.0,10483.0,163.0,34.0,121.0,27.0,531.0
5410,243.0,5463.0,49.0,1185.0,10505.0,163.0,124.0,120.0,29.0,608.0
5411,244.0,5367.0,53.0,1183.0,10378.0,162.0,279.0,126.0,29.0,910.0
5412,244.0,5391.0,54.0,1183.0,10269.0,160.0,250.0,133.0,4.0,1107.0
5413,244.0,5356.0,53.0,1187.0,10124.0,159.0,45.0,124.0,0.0,1210.0
5414,244.0,5327.0,55.0,1189.0,9975.0,159.0,5.0,123.0,13.0,1398.0
5415,238.0,5369.0,53.0,1185.0,9770.0,158.0,0.0,123.0,14.0,1360.0
5416,238.0,5348.0,51.0,1188.0,9668.0,158.0,0.0,123.0,27.0,1322.0
5417,243.0,5353.0,50.0,1190.0,9936.0,155.0,0.0,127.0,41.0,994.0
5418,243.0,5436.0,51.0,1206.0,10161.0,157.0,0.0,127.0,43.0,732.0
5419,243.0,5572.0,55.0,1213.0,10457.0,156.0,0.0,129.0,43.0,701.0
5420,243.0,5518.0,62.0,1187.0,10321.0,158.0,0.0,121.0,43.0,782.0
5421,239.0,5335.0,66.0,1168.0,9447.0,160.0,0.0,111.0,31.0,957.0
5422,237.0,5329.0,68.0,1163.0,8576.0,159.0,47.0,110.0,29.0,1147.0
5423,237.0,5182.0,69.0,1051.0,7365.0,159.0,0.0,100.0,4.0,1453.0
5424,237.0,5219.0,71.0,894.0,6755.0,159.0,0.0,99.0,0.0,1569.0
5425,238.0,5077.0,71.0,883.0,6390.0,160.0,0.0,99.0,0.0,1560.0
5426,237.0,5015.0,69.0,879.0,6242.0,160.0,0.0,98.0,0.0,1590.0
5427,237.0,4729.0,67.0,853.0,6278.0,161.0,0.0,98.0,0.0,1582.0
5428,237.0,4246.0,66.0,852.0,6374.0,161.0,0.0,98.0,0.0,1607.0
5429,237.0,4225.0,73.0,857.0,6267.0,162.0,0.0,97.0,0.0,1393.0
5430,237.0,4944.0,73.0,905.0,6460.0,161.0,0.0,97.0,0.0,1068.0
5431,237.0,5175.0,75.0,1029.0,7095.0,154.0,0.0,106.0,0.0,933.0
5432,237.0,5234.0,77.0,1104.0,7675.0,154.0,0.0,111.0,0.0,1014.0
5433,238.0,5240.0,76.0,1116.0,7919.0,154.0,0.0,111.0,0.0,1150.0
