,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
4512,336.0,1573.0,1634.0,0.0,120.0,35.0,32.0,0.0,987.0
4513,329.0,1177.0,1523.0,0.0,38.0,35.0,29.0,0.0,1137.0
4514,329.0,1164.0,1358.0,0.0,33.0,35.0,25.0,0.0,1228.0
4515,332.0,1191.0,1025.0,0.0,78.0,35.0,25.0,0.0,1117.0
4516,332.0,1222.0,1057.0,0.0,79.0,35.0,24.0,0.0,1028.0
4517,331.0,1179.0,1237.0,0.0,72.0,35.0,24.0,0.0,970.0
4518,324.0,1206.0,1215.0,0.0,396.0,81.0,23.0,5.0,963.0
4519,330.0,1260.0,1166.0,0.0,431.0,207.0,23.0,60.0,849.0
4520,328.0,1408.0,1441.0,0.0,444.0,189.0,21.0,152.0,647.0
4521,325.0,1692.0,1544.0,177.0,441.0,168.0,22.0,249.0,421.0
4522,333.0,1753.0,1657.0,178.0,525.0,524.0,23.0,327.0,276.0
4523,335.0,1774.0,1682.0,266.0,615.0,526.0,24.0,371.0,218.0
4524,334.0,1814.0,1712.0,327.0,674.0,435.0,24.0,397.0,166.0
4525,332.0,1800.0,1754.0,256.0,721.0,344.0,23.0,405.0,159.0
4526,327.0,1868.0,1753.0,6.0,614.0,189.0,20.0,397.0,183.0
4527,328.0,1865.0,1753.0,0.0,547.0,151.0,22.0,376.0,249.0
4528,330.0,1870.0,1754.0,0.0,541.0,117.0,23.0,339.0,325.0
4529,328.0,1970.0,1754.0,0.0,144.0,35.0,23.0,275.0,409.0
4530,332.0,1940.0,1754.0,0.0,253.0,35.0,24.0,183.0,514.0
4531,333.0,2028.0,1728.0,125.0,345.0,159.0,25.0,81.0,612.0
4532,330.0,1982.0,1756.0,362.0,696.0,305.0,23.0,13.0,628.0
4533,324.0,2010.0,1755.0,917.0,970.0,871.0,24.0,0.0,709.0
4534,322.0,1900.0,1752.0,215.0,715.0,307.0,22.0,0.0,749.0
4535,322.0,1329.0,1659.0,7.0,505.0,81.0,23.0,0.0,827.0
4536,328.0,1108.0,1577.0,0.0,216.0,47.0,24.0,0.0,1051.0
4537,335.0,1194.0,1496.0,0.0,75.0,36.0,25.0,0.0,1024.0
4538,332.0,1138.0,1581.0,0.0,67.0,35.0,23.0,0.0,1010.0
4539,333.0,1259.0,1414.0,0.0,32.0,35.0,25.0,0.0,993.0
4540,331.0,1237.0,1506.0,0.0,33.0,35.0,24.0,0.0,943.0
4541,327.0,1333.0,1751.0,0.0,67.0,36.0,25.0,0.0,927.0
4542,323.0,1533.0,1757.0,17.0,388.0,135.0,25.0,4.0,1041.0
4543,317.0,2045.0,1757.0,401.0,721.0,355.0,24.0,53.0,1064.0
4544,313.0,2461.0,1747.0,980.0,691.0,379.0,24.0,122.0,874.0
4545,313.0,2496.0,1758.0,1092.0,710.0,594.0,26.0,195.0,640.0
4546,308.0,2567.0,1758.0,1250.0,827.0,754.0,26.0,267.0,464.0
4547,312.0,2622.0,1756.0,1463.0,841.0,836.0,26.0,323.0,345.0
4548,313.0,2744.0,1757.0,1490.0,852.0,895.0,26.0,380.0,206.0
4549,315.0,2824.0,1757.0,1151.0,767.0,710.0,25.0,401.0,140.0
4550,312.0,2856.0,1755.0,757.0,911.0,659.0,24.0,396.0,156.0
4551,317.0,2920.0,1755.0,636.0,721.0,726.0,24.0,376.0,225.0
4552,316.0,2998.0,1753.0,813.0,542.0,677.0,25.0,337.0,311.0
4553,321.0,2989.0,1753.0,749.0,550.0,470.0,25.0,272.0,400.0
4554,326.0,2995.0,1753.0,693.0,492.0,459.0,26.0,182.0,487.0
4555,330.0,3023.0,1752.0,782.0,436.0,548.0,26.0,80.0,634.0
4556,331.0,2958.0,1753.0,1016.0,444.0,556.0,26.0,12.0,752.0
4557,331.0,3013.0,1754.0,895.0,407.0,519.0,27.0,0.0,840.0
4558,332.0,2761.0,1754.0,595.0,379.0,307.0,27.0,0.0,859.0
4559,335.0,2433.0,1754.0,134.0,227.0,157.0,27.0,0.0,832.0
4560,335.0,2123.0,1754.0,45.0,153.0,163.0,27.0,0.0,856.0
4561,333.0,1901.0,1753.0,49.0,42.0,168.0,27.0,0.0,962.0
4562,335.0,1885.0,1739.0,24.0,39.0,67.0,26.0,0.0,1184.0
4563,335.0,1925.0,1679.0,0.0,37.0,52.0,26.0,0.0,1226.0
4564,324.0,1961.0,1694.0,0.0,38.0,60.0,25.0,0.0,1070.0
4565,321.0,2170.0,1753.0,40.0,74.0,94.0,25.0,0.0,928.0
4566,321.0,2383.0,1754.0,301.0,160.0,164.0,25.0,2.0,912.0
4567,328.0,2699.0,1755.0,694.0,255.0,416.0,25.0,14.0,885.0
4568,331.0,3048.0,1757.0,1103.0,382.0,704.0,24.0,42.0,690.0
4569,332.0,3140.0,1758.0,995.0,445.0,1029.0,28.0,90.0,414.0
4570,332.0,3136.0,1747.0,1015.0,529.0,926.0,27.0,171.0,267.0
4571,335.0,3329.0,1747.0,1081.0,614.0,1040.0,27.0,255.0,163.0
4572,336.0,3098.0,1747.0,1202.0,700.0,1083.0,28.0,323.0,87.0
4573,338.0,3169.0,1747.0,761.0,657.0,998.0,28.0,364.0,117.0
4574,338.0,3491.0,1746.0,639.0,510.0,877.0,28.0,387.0,156.0
4575,337.0,3444.0,1746.0,683.0,519.0,730.0,28.0,371.0,267.0
4576,330.0,3480.0,1747.0,790.0,513.0,666.0,27.0,326.0,399.0
4577,335.0,3359.0,1746.0,605.0,496.0,495.0,28.0,262.0,536.0
4578,329.0,3501.0,1746.0,381.0,483.0,490.0,27.0,169.0,584.0
4579,334.0,3335.0,1746.0,503.0,468.0,597.0,27.0,71.0,606.0
4580,335.0,3302.0,1746.0,602.0,507.0,551.0,27.0,10.0,720.0
4581,330.0,3222.0,1746.0,586.0,508.0,489.0,27.0,0.0,742.0
4582,329.0,2755.0,1746.0,414.0,410.0,201.0,27.0,0.0,696.0
4583,331.0,2280.0,1747.0,159.0,289.0,206.0,28.0,0.0,620.0
4584,327.0,1764.0,1748.0,0.0,104.0,132.0,27.0,0.0,572.0
4585,330.0,1675.0,1747.0,0.0,34.0,57.0,26.0,0.0,551.0
4586,330.0,1648.0,1738.0,0.0,33.0,55.0,27.0,0.0,622.0
4587,329.0,1593.0,1552.0,0.0,35.0,46.0,26.0,0.0,640.0
4588,331.0,1628.0,1737.0,0.0,35.0,46.0,26.0,0.0,637.0
4589,330.0,1797.0,1746.0,10.0,73.0,98.0,25.0,0.0,660.0
4590,335.0,2111.0,1747.0,146.0,426.0,181.0,25.0,0.0,684.0
4591,328.0,2511.0,1748.0,265.0,461.0,579.0,22.0,11.0,627.0
4592,320.0,2727.0,1747.0,616.0,625.0,686.0,16.0,39.0,509.0
4593,324.0,2863.0,1747.0,688.0,713.0,746.0,17.0,94.0,232.0
4594,331.0,2772.0,1747.0,692.0,804.0,908.0,19.0,174.0,172.0
4595,331.0,2846.0,1747.0,944.0,812.0,1137.0,19.0,233.0,143.0
4596,307.0,2801.0,1747.0,1038.0,808.0,1072.0,19.0,319.0,150.0
4597,309.0,2806.0,1747.0,643.0,801.0,1065.0,19.0,353.0,223.0
4598,319.0,2748.0,1746.0,517.0,804.0,623.0,23.0,357.0,358.0
4599,330.0,2722.0,1746.0,462.0,801.0,520.0,26.0,348.0,461.0
4600,326.0,2999.0,1746.0,318.0,729.0,467.0,26.0,330.0,498.0
4601,329.0,2665.0,1745.0,195.0,634.0,433.0,27.0,265.0,624.0
4602,330.0,2778.0,1746.0,83.0,604.0,358.0,27.0,173.0,717.0
4603,326.0,2771.0,1747.0,226.0,657.0,663.0,27.0,74.0,757.0
4604,329.0,2859.0,1746.0,224.0,661.0,958.0,26.0,11.0,831.0
4605,332.0,2639.0,1746.0,205.0,718.0,684.0,27.0,0.0,876.0
4606,337.0,2600.0,1747.0,81.0,672.0,338.0,27.0,0.0,929.0
4607,332.0,2284.0,1747.0,12.0,505.0,310.0,27.0,0.0,992.0
4608,332.0,2162.0,1747.0,0.0,355.0,152.0,25.0,0.0,1036.0
4609,337.0,2015.0,1746.0,0.0,151.0,115.0,26.0,0.0,1023.0
4610,335.0,2005.0,1746.0,0.0,107.0,114.0,25.0,0.0,1026.0
4611,337.0,1825.0,1747.0,0.0,300.0,114.0,26.0,0.0,1039.0
4612,339.0,1963.0,1746.0,0.0,295.0,113.0,27.0,0.0,1115.0
4613,338.0,2204.0,1746.0,0.0,305.0,65.0,24.0,0.0,1041.0
4614,342.0,2368.0,1747.0,5.0,456.0,257.0,24.0,1.0,981.0
4615,344.0,3085.0,1746.0,95.0,813.0,390.0,25.0,11.0,908.0
4616,344.0,3495.0,1746.0,394.0,1031.0,680.0,25.0,43.0,746.0
4617,338.0,3619.0,1746.0,704.0,1039.0,717.0,23.0,90.0,567.0
4618,331.0,3569.0,1745.0,947.0,1050.0,707.0,20.0,136.0,451.0
4619,332.0,3556.0,1744.0,1153.0,988.0,847.0,20.0,211.0,391.0
4620,334.0,3511.0,1743.0,1080.0,973.0,893.0,21.0,263.0,373.0
4621,334.0,3391.0,1743.0,1068.0,1060.0,821.0,21.0,280.0,373.0
4622,337.0,3442.0,1742.0,574.0,1059.0,995.0,21.0,289.0,397.0
4623,336.0,3465.0,1743.0,598.0,920.0,926.0,20.0,297.0,421.0
4624,335.0,3452.0,1743.0,545.0,833.0,876.0,20.0,289.0,549.0
4625,337.0,3464.0,1743.0,286.0,738.0,575.0,22.0,247.0,689.0
4626,344.0,3443.0,1754.0,79.0,595.0,356.0,26.0,163.0,732.0
4627,345.0,3422.0,1754.0,259.0,605.0,476.0,27.0,70.0,685.0
4628,345.0,3251.0,1754.0,516.0,787.0,519.0,26.0,11.0,640.0
4629,345.0,3032.0,1755.0,47.0,589.0,636.0,26.0,0.0,613.0
4630,346.0,2716.0,1755.0,25.0,311.0,308.0,27.0,0.0,635.0
4631,345.0,2418.0,1755.0,102.0,330.0,162.0,26.0,0.0,628.0
4632,345.0,2151.0,1754.0,0.0,214.0,92.0,26.0,0.0,600.0
4633,344.0,1905.0,1754.0,0.0,128.0,86.0,26.0,0.0,625.0
4634,347.0,1861.0,1754.0,0.0,60.0,61.0,27.0,0.0,765.0
4635,341.0,1881.0,1754.0,0.0,37.0,60.0,25.0,0.0,964.0
4636,340.0,2096.0,1755.0,0.0,32.0,60.0,27.0,0.0,952.0
4637,338.0,2182.0,1755.0,79.0,29.0,104.0,26.0,0.0,869.0
4638,332.0,2267.0,1754.0,202.0,124.0,239.0,24.0,1.0,917.0
4639,326.0,2506.0,1755.0,823.0,426.0,635.0,22.0,23.0,821.0
4640,331.0,2885.0,1755.0,1005.0,803.0,752.0,22.0,73.0,532.0
4641,339.0,3094.0,1754.0,871.0,642.0,897.0,26.0,122.0,263.0
4642,308.0,3094.0,1754.0,1039.0,696.0,823.0,25.0,174.0,160.0
4643,282.0,3151.0,1754.0,1172.0,893.0,938.0,27.0,263.0,138.0
4644,286.0,2992.0,1754.0,991.0,1033.0,864.0,26.0,330.0,200.0
4645,284.0,2946.0,1754.0,379.0,777.0,617.0,26.0,348.0,291.0
4646,304.0,2830.0,1754.0,274.0,708.0,616.0,26.0,358.0,383.0
4647,325.0,2690.0,1753.0,317.0,679.0,714.0,26.0,358.0,468.0
4648,329.0,2697.0,1753.0,274.0,601.0,648.0,26.0,323.0,509.0
4649,327.0,2735.0,1753.0,73.0,472.0,373.0,26.0,265.0,536.0
4650,331.0,2715.0,1753.0,67.0,483.0,262.0,27.0,181.0,482.0
4651,334.0,2723.0,1754.0,73.0,425.0,496.0,27.0,75.0,494.0
4652,335.0,2973.0,1754.0,171.0,606.0,891.0,26.0,11.0,391.0
4653,339.0,2889.0,1753.0,548.0,750.0,1067.0,26.0,0.0,287.0
4654,343.0,2667.0,1754.0,325.0,668.0,549.0,26.0,0.0,284.0
4655,345.0,2440.0,1679.0,529.0,844.0,502.0,26.0,0.0,292.0
4656,344.0,2213.0,1686.0,197.0,451.0,238.0,26.0,0.0,384.0
4657,341.0,2126.0,1757.0,0.0,239.0,87.0,25.0,0.0,382.0
4658,338.0,1948.0,1755.0,0.0,103.0,48.0,25.0,0.0,363.0
4659,338.0,1954.0,1756.0,0.0,119.0,46.0,26.0,0.0,354.0
4660,345.0,1977.0,1755.0,21.0,134.0,11.0,26.0,0.0,279.0
4661,341.0,2132.0,1755.0,58.0,68.0,14.0,24.0,0.0,200.0
4662,334.0,2115.0,1756.0,73.0,147.0,145.0,24.0,1.0,179.0
4663,336.0,2221.0,1756.0,195.0,209.0,210.0,25.0,19.0,193.0
4664,341.0,2454.0,1756.0,199.0,441.0,241.0,25.0,67.0,179.0
4665,337.0,2661.0,1756.0,294.0,626.0,407.0,26.0,124.0,161.0
4666,332.0,2787.0,1755.0,330.0,708.0,777.0,26.0,180.0,193.0
4667,333.0,2791.0,1756.0,243.0,723.0,910.0,26.0,250.0,248.0
4668,332.0,2752.0,1756.0,268.0,686.0,624.0,26.0,303.0,351.0
4669,331.0,2711.0,1756.0,211.0,494.0,363.0,25.0,328.0,396.0
4670,333.0,2622.0,1757.0,75.0,371.0,200.0,25.0,340.0,400.0
4671,328.0,2258.0,1757.0,0.0,211.0,46.0,24.0,347.0,451.0
4672,329.0,2175.0,1754.0,0.0,224.0,94.0,25.0,324.0,499.0
4673,328.0,2068.0,1756.0,0.0,215.0,98.0,25.0,267.0,578.0
4674,335.0,2191.0,1757.0,0.0,223.0,105.0,25.0,171.0,645.0
4675,325.0,2407.0,1756.0,84.0,364.0,350.0,25.0,75.0,712.0
4676,328.0,2538.0,1756.0,253.0,595.0,685.0,25.0,11.0,715.0
4677,325.0,2557.0,1756.0,305.0,651.0,754.0,25.0,0.0,615.0
4678,333.0,2449.0,1755.0,301.0,536.0,553.0,25.0,0.0,471.0
4679,346.0,1501.0,1756.0,214.0,469.0,387.0,31.0,0.0,400.0
4680,348.0,1010.0,1756.0,24.0,117.0,106.0,34.0,0.0,298.0
4681,345.0,973.0,1757.0,60.0,35.0,42.0,34.0,0.0,265.0
4682,349.0,1000.0,1757.0,0.0,38.0,42.0,35.0,0.0,227.0
4683,350.0,1065.0,1756.0,0.0,30.0,42.0,36.0,0.0,172.0
4684,351.0,1080.0,1756.0,0.0,29.0,42.0,34.0,0.0,156.0
4685,347.0,1056.0,1755.0,0.0,27.0,42.0,31.0,0.0,144.0
4686,343.0,1086.0,1756.0,0.0,24.0,41.0,30.0,1.0,150.0
4687,348.0,1105.0,1756.0,0.0,24.0,41.0,32.0,30.0,148.0
4688,347.0,1146.0,1756.0,0.0,153.0,52.0,33.0,93.0,108.0
4689,347.0,1348.0,1756.0,35.0,394.0,191.0,34.0,155.0,95.0
4690,345.0,1385.0,1755.0,96.0,539.0,636.0,34.0,204.0,110.0
4691,344.0,1416.0,1755.0,99.0,500.0,660.0,33.0,254.0,161.0
4692,340.0,1392.0,1756.0,328.0,459.0,574.0,32.0,256.0,216.0
4693,336.0,1285.0,1683.0,128.0,380.0,482.0,31.0,274.0,344.0
4694,336.0,1248.0,1720.0,110.0,180.0,216.0,31.0,286.0,457.0
4695,336.0,1250.0,1756.0,71.0,196.0,83.0,32.0,268.0,661.0
4696,332.0,1239.0,1755.0,0.0,228.0,84.0,32.0,263.0,879.0
4697,334.0,1165.0,1657.0,0.0,218.0,85.0,33.0,232.0,1148.0
4698,336.0,1286.0,1752.0,0.0,212.0,85.0,32.0,160.0,1198.0
4699,344.0,1398.0,1757.0,0.0,201.0,112.0,32.0,69.0,1244.0
4700,341.0,1365.0,1757.0,11.0,212.0,189.0,30.0,10.0,1271.0
4701,345.0,1330.0,1756.0,223.0,413.0,677.0,32.0,0.0,1340.0
4702,345.0,1287.0,1756.0,0.0,165.0,140.0,33.0,0.0,1164.0
4703,343.0,1219.0,1757.0,0.0,83.0,93.0,32.0,0.0,914.0
4704,346.0,973.0,1654.0,0.0,34.0,67.0,34.0,0.0,768.0
4705,351.0,1001.0,1393.0,0.0,28.0,35.0,35.0,0.0,766.0
4706,352.0,978.0,1115.0,0.0,27.0,35.0,35.0,0.0,842.0
4707,350.0,927.0,903.0,0.0,27.0,35.0,35.0,0.0,1028.0
4708,348.0,1124.0,916.0,0.0,27.0,35.0,34.0,0.0,934.0
4709,347.0,1381.0,1316.0,54.0,25.0,35.0,34.0,0.0,803.0
4710,345.0,1860.0,1757.0,118.0,28.0,39.0,34.0,1.0,760.0
4711,349.0,2367.0,1758.0,81.0,195.0,126.0,34.0,27.0,690.0
4712,342.0,2635.0,1758.0,149.0,318.0,352.0,33.0,95.0,555.0
4713,335.0,2685.0,1758.0,122.0,563.0,285.0,33.0,182.0,449.0
4714,344.0,2732.0,1758.0,42.0,597.0,162.0,35.0,267.0,368.0
4715,337.0,2949.0,1757.0,157.0,693.0,194.0,35.0,325.0,303.0
4716,345.0,3151.0,1757.0,274.0,557.0,342.0,34.0,382.0,329.0
4717,353.0,3305.0,1757.0,139.0,493.0,189.0,34.0,407.0,452.0
4718,352.0,3233.0,1661.0,66.0,469.0,335.0,34.0,405.0,610.0
4719,348.0,3070.0,1496.0,206.0,440.0,670.0,34.0,372.0,824.0
4720,351.0,3001.0,1460.0,342.0,428.0,745.0,35.0,331.0,979.0
4721,342.0,2962.0,1461.0,357.0,460.0,683.0,35.0,267.0,1064.0
4722,330.0,2995.0,1461.0,297.0,552.0,602.0,33.0,180.0,1140.0
4723,316.0,3004.0,1460.0,470.0,657.0,657.0,34.0,75.0,1132.0
4724,318.0,2941.0,1460.0,853.0,619.0,856.0,35.0,10.0,1084.0
4725,324.0,2964.0,1461.0,772.0,653.0,866.0,34.0,0.0,1038.0
4726,334.0,2963.0,1460.0,373.0,581.0,641.0,35.0,0.0,951.0
4727,339.0,2838.0,1461.0,131.0,419.0,532.0,36.0,0.0,892.0
4728,333.0,2281.0,1461.0,140.0,259.0,141.0,35.0,0.0,853.0
4729,337.0,2106.0,1460.0,108.0,126.0,159.0,36.0,0.0,758.0
4730,336.0,2042.0,1460.0,120.0,71.0,109.0,35.0,0.0,715.0
4731,325.0,2057.0,1461.0,14.0,27.0,72.0,35.0,0.0,756.0
4732,325.0,2167.0,1461.0,0.0,26.0,54.0,35.0,0.0,796.0
4733,326.0,2264.0,1462.0,91.0,25.0,89.0,34.0,0.0,843.0
4734,323.0,2868.0,1461.0,94.0,136.0,315.0,33.0,3.0,827.0
4735,323.0,3279.0,1461.0,491.0,385.0,552.0,29.0,52.0,742.0
4736,321.0,3456.0,1461.0,788.0,607.0,754.0,28.0,156.0,563.0
4737,328.0,3427.0,1461.0,1094.0,873.0,963.0,28.0,253.0,453.0
4738,330.0,3398.0,1460.0,1040.0,971.0,1020.0,26.0,327.0,342.0
4739,337.0,3432.0,1460.0,1338.0,1070.0,1189.0,25.0,372.0,278.0
4740,339.0,3398.0,1460.0,1491.0,1060.0,1139.0,27.0,399.0,248.0
4741,332.0,3392.0,1459.0,1199.0,1083.0,878.0,26.0,406.0,309.0
4742,319.0,3406.0,1459.0,937.0,965.0,762.0,25.0,399.0,421.0
4743,320.0,3381.0,1464.0,756.0,923.0,754.0,26.0,382.0,542.0
4744,326.0,3388.0,1459.0,637.0,926.0,633.0,25.0,339.0,691.0
4745,331.0,3416.0,1459.0,197.0,805.0,537.0,27.0,275.0,835.0
4746,337.0,3473.0,1460.0,165.0,788.0,388.0,26.0,182.0,988.0
4747,332.0,3450.0,1460.0,165.0,814.0,497.0,26.0,75.0,980.0
4748,333.0,3345.0,1461.0,313.0,790.0,447.0,25.0,10.0,990.0
4749,335.0,3251.0,1461.0,164.0,880.0,459.0,24.0,0.0,1052.0
4750,337.0,2814.0,1461.0,68.0,618.0,292.0,27.0,0.0,1066.0
4751,329.0,2340.0,1461.0,0.0,425.0,235.0,27.0,0.0,1060.0
4752,335.0,2090.0,1461.0,0.0,270.0,185.0,26.0,0.0,955.0
4753,338.0,1906.0,1462.0,59.0,46.0,279.0,25.0,0.0,807.0
4754,339.0,1787.0,1461.0,7.0,27.0,163.0,25.0,0.0,836.0
4755,340.0,1858.0,1461.0,0.0,28.0,148.0,25.0,0.0,869.0
4756,337.0,2027.0,1461.0,32.0,25.0,136.0,25.0,0.0,819.0
4757,339.0,2207.0,1460.0,114.0,52.0,207.0,25.0,0.0,754.0
4758,337.0,2506.0,1460.0,125.0,280.0,388.0,25.0,2.0,741.0
4759,333.0,3129.0,1461.0,71.0,564.0,623.0,24.0,24.0,709.0
4760,334.0,3380.0,1461.0,664.0,791.0,821.0,26.0,79.0,603.0
4761,336.0,3330.0,1456.0,534.0,790.0,749.0,26.0,159.0,423.0
4762,338.0,3417.0,1446.0,856.0,777.0,809.0,27.0,267.0,314.0
4763,325.0,3447.0,1445.0,1153.0,911.0,744.0,27.0,313.0,279.0
4764,306.0,3325.0,1446.0,1163.0,924.0,1008.0,28.0,354.0,342.0
4765,304.0,3334.0,1459.0,589.0,946.0,872.0,28.0,370.0,409.0
4766,303.0,3319.0,1460.0,69.0,1014.0,723.0,27.0,373.0,516.0
4767,304.0,3246.0,1461.0,57.0,1009.0,671.0,27.0,362.0,647.0
4768,315.0,3239.0,1461.0,234.0,1006.0,652.0,28.0,318.0,826.0
4769,328.0,3260.0,1461.0,72.0,945.0,589.0,28.0,260.0,952.0
4770,323.0,3273.0,1461.0,66.0,957.0,563.0,26.0,176.0,1031.0
4771,327.0,3428.0,1461.0,178.0,1117.0,710.0,25.0,73.0,1011.0
4772,324.0,3277.0,1461.0,881.0,1277.0,754.0,24.0,10.0,912.0
4773,324.0,3252.0,1462.0,946.0,1327.0,751.0,24.0,0.0,827.0
4774,330.0,3099.0,1462.0,738.0,1317.0,478.0,27.0,0.0,798.0
4775,329.0,2487.0,1460.0,197.0,1046.0,428.0,27.0,0.0,770.0
4776,327.0,1943.0,1461.0,163.0,904.0,339.0,26.0,0.0,702.0
4777,329.0,1869.0,1461.0,66.0,789.0,332.0,25.0,0.0,664.0
4778,328.0,1729.0,1461.0,45.0,710.0,322.0,26.0,0.0,704.0
4779,337.0,1658.0,1462.0,0.0,409.0,270.0,26.0,0.0,775.0
4780,344.0,1777.0,1483.0,0.0,514.0,260.0,27.0,0.0,656.0
4781,341.0,1979.0,1533.0,0.0,866.0,244.0,27.0,0.0,583.0
4782,341.0,2607.0,1611.0,4.0,1078.0,252.0,26.0,3.0,565.0
4783,346.0,3268.0,1700.0,67.0,1385.0,693.0,27.0,45.0,544.0
4784,349.0,3592.0,1755.0,271.0,1356.0,987.0,28.0,130.0,475.0
4785,352.0,3498.0,1755.0,386.0,1267.0,956.0,26.0,206.0,452.0
4786,352.0,3338.0,1756.0,649.0,1251.0,906.0,26.0,275.0,449.0
4787,341.0,3389.0,1755.0,658.0,1363.0,807.0,26.0,335.0,408.0
4788,343.0,3320.0,1756.0,640.0,1414.0,863.0,27.0,373.0,411.0
4789,346.0,3297.0,1756.0,57.0,1346.0,742.0,27.0,389.0,495.0
4790,345.0,3298.0,1755.0,44.0,1186.0,591.0,28.0,387.0,645.0
4791,348.0,3223.0,1754.0,38.0,995.0,524.0,28.0,367.0,843.0
4792,346.0,3184.0,1755.0,46.0,855.0,392.0,28.0,335.0,1079.0
4793,344.0,3142.0,1755.0,11.0,740.0,188.0,27.0,264.0,1244.0
4794,352.0,3239.0,1755.0,0.0,636.0,160.0,27.0,167.0,1379.0
4795,354.0,3050.0,1756.0,2.0,881.0,118.0,28.0,72.0,1534.0
4796,348.0,3128.0,1755.0,64.0,947.0,336.0,27.0,9.0,1606.0
4797,347.0,3021.0,1755.0,87.0,868.0,153.0,27.0,0.0,1578.0
4798,348.0,3004.0,1755.0,3.0,779.0,109.0,28.0,0.0,1444.0
4799,350.0,2465.0,1755.0,7.0,851.0,56.0,28.0,0.0,1278.0
4800,348.0,1891.0,1756.0,30.0,543.0,55.0,26.0,0.0,1227.0
4801,344.0,1810.0,1756.0,6.0,144.0,185.0,26.0,0.0,1259.0
4802,351.0,1787.0,1754.0,0.0,42.0,127.0,27.0,0.0,1311.0
4803,352.0,1817.0,1756.0,0.0,24.0,37.0,27.0,0.0,1419.0
4804,350.0,1901.0,1756.0,0.0,25.0,57.0,27.0,0.0,1429.0
4805,348.0,2254.0,1756.0,0.0,62.0,229.0,24.0,0.0,1383.0
4806,348.0,2294.0,1755.0,3.0,446.0,275.0,25.0,1.0,1392.0
4807,343.0,2805.0,1756.0,246.0,635.0,590.0,24.0,19.0,1325.0
4808,346.0,3013.0,1755.0,341.0,1081.0,795.0,24.0,80.0,1122.0
4809,338.0,2943.0,1755.0,413.0,1209.0,998.0,25.0,185.0,1070.0
4810,340.0,2874.0,1755.0,540.0,1295.0,912.0,27.0,300.0,1064.0
4811,343.0,2970.0,1756.0,495.0,1360.0,869.0,27.0,374.0,970.0
4812,344.0,2932.0,1757.0,197.0,1309.0,958.0,27.0,407.0,1013.0
4813,352.0,2892.0,1757.0,83.0,901.0,391.0,27.0,414.0,1145.0
4814,350.0,2933.0,1756.0,0.0,688.0,161.0,28.0,412.0,1305.0
4815,341.0,2834.0,1757.0,0.0,555.0,35.0,27.0,392.0,1513.0
4816,343.0,2840.0,1755.0,0.0,492.0,67.0,26.0,350.0,1785.0
4817,342.0,2677.0,1755.0,0.0,459.0,94.0,26.0,281.0,2095.0
4818,342.0,2793.0,1755.0,0.0,414.0,94.0,26.0,184.0,2246.0
4819,340.0,2922.0,1755.0,36.0,490.0,93.0,25.0,76.0,2221.0
4820,334.0,2810.0,1755.0,85.0,397.0,125.0,25.0,10.0,2135.0
4821,335.0,2679.0,1755.0,119.0,505.0,279.0,25.0,0.0,2082.0
4822,336.0,2322.0,1755.0,40.0,475.0,296.0,25.0,0.0,2042.0
4823,335.0,2159.0,1755.0,0.0,282.0,44.0,26.0,0.0,1972.0
4824,339.0,2085.0,1755.0,0.0,142.0,35.0,29.0,0.0,1788.0
4825,346.0,1887.0,1755.0,35.0,66.0,35.0,35.0,0.0,1523.0
4826,345.0,1661.0,1755.0,9.0,65.0,35.0,35.0,0.0,1459.0
4827,346.0,1567.0,1756.0,0.0,63.0,55.0,35.0,0.0,1472.0
4828,346.0,1616.0,1757.0,2.0,61.0,89.0,33.0,0.0,1565.0
4829,347.0,1709.0,1756.0,0.0,98.0,20.0,34.0,0.0,1513.0
4830,346.0,1740.0,1755.0,88.0,210.0,11.0,34.0,2.0,1351.0
4831,345.0,1876.0,1756.0,98.0,426.0,60.0,32.0,34.0,1180.0
4832,344.0,2110.0,1732.0,99.0,509.0,111.0,32.0,119.0,948.0
4833,339.0,2193.0,1590.0,88.0,721.0,286.0,29.0,234.0,845.0
4834,339.0,2199.0,1589.0,3.0,742.0,552.0,30.0,336.0,756.0
4835,340.0,2175.0,1587.0,21.0,745.0,719.0,30.0,387.0,671.0
4836,341.0,2263.0,1588.0,76.0,779.0,789.0,30.0,414.0,620.0
4837,339.0,2195.0,1588.0,200.0,866.0,954.0,29.0,424.0,725.0
4838,340.0,2113.0,1588.0,79.0,879.0,937.0,29.0,414.0,970.0
4839,344.0,2081.0,1587.0,29.0,728.0,671.0,29.0,391.0,1208.0
4840,350.0,2095.0,1588.0,115.0,455.0,584.0,32.0,349.0,1442.0
4841,358.0,2159.0,1549.0,10.0,533.0,528.0,36.0,275.0,1623.0
4842,345.0,2175.0,1467.0,431.0,605.0,604.0,35.0,185.0,1645.0
4843,345.0,2166.0,1467.0,784.0,528.0,594.0,36.0,76.0,1636.0
4844,349.0,2219.0,1467.0,977.0,547.0,442.0,35.0,9.0,1554.0
