,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
4845,353.0,2247.0,1511.0,962.0,711.0,592.0,35.0,0.0,1473.0
4846,356.0,2150.0,1542.0,633.0,603.0,542.0,36.0,0.0,1422.0
4847,357.0,1798.0,1480.0,242.0,574.0,349.0,37.0,0.0,1360.0
4848,347.0,1327.0,1461.0,197.0,319.0,125.0,37.0,0.0,1271.0
4849,348.0,1251.0,1461.0,47.0,164.0,77.0,36.0,0.0,1297.0
4850,346.0,1334.0,1462.0,0.0,26.0,46.0,35.0,0.0,1224.0
4851,343.0,1302.0,1462.0,0.0,25.0,35.0,35.0,0.0,1172.0
4852,345.0,1217.0,1463.0,0.0,25.0,35.0,34.0,0.0,1170.0
4853,346.0,1223.0,1461.0,0.0,24.0,35.0,31.0,0.0,1144.0
4854,347.0,1244.0,1462.0,0.0,24.0,35.0,30.0,2.0,1183.0
4855,349.0,1208.0,1460.0,0.0,25.0,35.0,33.0,27.0,1155.0
4856,341.0,1355.0,1458.0,0.0,54.0,45.0,32.0,98.0,1006.0
4857,341.0,1539.0,1458.0,0.0,140.0,46.0,34.0,209.0,867.0
4858,346.0,1788.0,1457.0,0.0,249.0,58.0,35.0,320.0,704.0
4859,339.0,1975.0,1457.0,0.0,249.0,80.0,34.0,378.0,542.0
4860,342.0,2006.0,1459.0,0.0,427.0,114.0,36.0,408.0,457.0
4861,342.0,1968.0,1459.0,0.0,514.0,45.0,34.0,414.0,386.0
4862,338.0,2003.0,1459.0,0.0,321.0,35.0,36.0,407.0,387.0
4863,342.0,2008.0,1459.0,0.0,278.0,35.0,36.0,384.0,438.0
4864,343.0,1903.0,1459.0,0.0,304.0,35.0,36.0,342.0,526.0
4865,346.0,1862.0,1459.0,0.0,233.0,35.0,36.0,279.0,584.0
4866,337.0,1955.0,1460.0,0.0,154.0,39.0,35.0,184.0,611.0
4867,342.0,2125.0,1460.0,41.0,247.0,257.0,34.0,75.0,596.0
4868,346.0,2108.0,1459.0,138.0,231.0,281.0,34.0,9.0,545.0
4869,341.0,2119.0,1459.0,230.0,483.0,326.0,34.0,0.0,564.0
4870,340.0,1890.0,1459.0,1.0,472.0,222.0,34.0,0.0,544.0
4871,336.0,1755.0,1459.0,0.0,319.0,128.0,35.0,0.0,562.0
4872,334.0,1398.0,1460.0,0.0,159.0,47.0,34.0,0.0,652.0
4873,327.0,1264.0,1461.0,0.0,37.0,47.0,36.0,0.0,768.0
4874,327.0,1244.0,1460.0,0.0,24.0,47.0,34.0,0.0,908.0
4875,335.0,1284.0,1461.0,0.0,25.0,47.0,34.0,0.0,1027.0
4876,336.0,1304.0,1460.0,0.0,26.0,47.0,35.0,0.0,1079.0
4877,336.0,1429.0,1462.0,0.0,60.0,47.0,34.0,0.0,1098.0
4878,333.0,1543.0,1462.0,1.0,322.0,167.0,32.0,2.0,1080.0
4879,334.0,2064.0,1484.0,49.0,868.0,600.0,33.0,46.0,880.0
4880,328.0,2255.0,1532.0,122.0,1074.0,741.0,32.0,140.0,643.0
4881,335.0,2261.0,1597.0,271.0,1248.0,694.0,36.0,224.0,466.0
4882,333.0,2261.0,1661.0,164.0,1250.0,681.0,35.0,294.0,449.0
4883,333.0,2302.0,1701.0,225.0,1316.0,685.0,36.0,358.0,575.0
4884,342.0,2425.0,1755.0,195.0,1274.0,606.0,36.0,390.0,750.0
4885,342.0,2499.0,1755.0,70.0,1099.0,473.0,35.0,402.0,811.0
4886,344.0,2553.0,1755.0,104.0,1042.0,587.0,35.0,400.0,801.0
4887,340.0,2584.0,1754.0,142.0,1042.0,450.0,35.0,386.0,734.0
4888,335.0,2584.0,1754.0,278.0,984.0,556.0,35.0,347.0,675.0
4889,341.0,2556.0,1755.0,347.0,1044.0,667.0,36.0,279.0,768.0
4890,348.0,2598.0,1755.0,400.0,1135.0,682.0,35.0,179.0,844.0
4891,340.0,2632.0,1754.0,532.0,1285.0,799.0,36.0,75.0,822.0
4892,346.0,2584.0,1753.0,529.0,1252.0,863.0,36.0,9.0,802.0
4893,347.0,2581.0,1753.0,501.0,1204.0,816.0,36.0,0.0,837.0
4894,341.0,2611.0,1754.0,58.0,952.0,342.0,35.0,0.0,828.0
4895,347.0,2348.0,1755.0,1.0,656.0,82.0,35.0,0.0,788.0
4896,345.0,2067.0,1754.0,0.0,355.0,32.0,36.0,0.0,643.0
4897,346.0,1964.0,1753.0,0.0,255.0,20.0,37.0,0.0,514.0
4898,351.0,1896.0,1753.0,0.0,217.0,55.0,37.0,0.0,422.0
4899,351.0,1949.0,1753.0,0.0,173.0,68.0,37.0,0.0,373.0
4900,347.0,2078.0,1754.0,1.0,129.0,141.0,37.0,0.0,291.0
4901,350.0,2163.0,1754.0,52.0,133.0,191.0,36.0,0.0,278.0
4902,343.0,2345.0,1754.0,118.0,249.0,293.0,34.0,1.0,290.0
4903,340.0,2940.0,1754.0,265.0,630.0,363.0,33.0,22.0,265.0
4904,342.0,3415.0,1754.0,624.0,1144.0,642.0,33.0,86.0,194.0
4905,341.0,3434.0,1754.0,700.0,1189.0,666.0,35.0,169.0,175.0
4906,347.0,3379.0,1753.0,243.0,1221.0,585.0,36.0,273.0,161.0
4907,342.0,3381.0,1753.0,319.0,1268.0,852.0,36.0,309.0,162.0
4908,346.0,3343.0,1754.0,329.0,1210.0,902.0,37.0,338.0,182.0
4909,342.0,3381.0,1743.0,249.0,1332.0,750.0,36.0,363.0,232.0
4910,343.0,3296.0,1743.0,249.0,1225.0,526.0,37.0,375.0,326.0
4911,340.0,3272.0,1743.0,249.0,1231.0,505.0,37.0,354.0,412.0
4912,341.0,3265.0,1743.0,427.0,1259.0,506.0,37.0,312.0,538.0
4913,341.0,3330.0,1743.0,248.0,1216.0,415.0,37.0,241.0,625.0
4914,345.0,3331.0,1743.0,245.0,1362.0,701.0,36.0,171.0,735.0
4915,349.0,3394.0,1743.0,89.0,1374.0,750.0,36.0,73.0,779.0
4916,347.0,3258.0,1743.0,0.0,1143.0,595.0,36.0,8.0,807.0
4917,348.0,3283.0,1744.0,0.0,1130.0,379.0,35.0,0.0,761.0
4918,349.0,3029.0,1744.0,0.0,823.0,74.0,36.0,0.0,698.0
4919,345.0,2558.0,1745.0,0.0,655.0,54.0,35.0,0.0,637.0
4920,348.0,2221.0,1743.0,0.0,358.0,47.0,35.0,0.0,515.0
4921,343.0,1988.0,1743.0,0.0,333.0,65.0,35.0,0.0,467.0
4922,348.0,2118.0,1743.0,0.0,158.0,50.0,35.0,0.0,460.0
4923,348.0,2092.0,1743.0,0.0,48.0,37.0,35.0,0.0,461.0
4924,344.0,2104.0,1744.0,0.0,36.0,37.0,34.0,0.0,448.0
4925,333.0,2177.0,1744.0,0.0,196.0,19.0,35.0,0.0,447.0
4926,331.0,2344.0,1744.0,0.0,457.0,146.0,33.0,1.0,479.0
4927,327.0,3013.0,1744.0,16.0,866.0,243.0,34.0,32.0,479.0
4928,319.0,3322.0,1744.0,78.0,903.0,318.0,33.0,93.0,380.0
4929,324.0,3315.0,1745.0,147.0,1078.0,639.0,34.0,149.0,266.0
4930,325.0,3298.0,1745.0,199.0,1128.0,706.0,35.0,224.0,180.0
4931,331.0,3303.0,1744.0,234.0,1195.0,925.0,35.0,280.0,151.0
4932,336.0,3329.0,1744.0,157.0,1267.0,958.0,36.0,308.0,157.0
4933,342.0,3306.0,1744.0,150.0,1278.0,791.0,36.0,322.0,195.0
4934,340.0,3286.0,1744.0,172.0,1281.0,770.0,37.0,325.0,264.0
4935,345.0,3256.0,1744.0,202.0,1235.0,691.0,36.0,319.0,403.0
4936,344.0,3262.0,1745.0,88.0,1208.0,500.0,37.0,288.0,612.0
4937,347.0,3226.0,1744.0,3.0,1069.0,213.0,37.0,225.0,887.0
4938,350.0,3236.0,1745.0,12.0,1236.0,283.0,36.0,147.0,1090.0
4939,350.0,3178.0,1745.0,55.0,1220.0,254.0,36.0,61.0,1037.0
4940,350.0,3047.0,1745.0,157.0,1212.0,613.0,36.0,7.0,1086.0
4941,348.0,3032.0,1745.0,0.0,1196.0,551.0,35.0,0.0,1103.0
4942,338.0,2932.0,1745.0,0.0,1056.0,493.0,36.0,0.0,1022.0
4943,345.0,2790.0,1745.0,0.0,818.0,364.0,35.0,0.0,957.0
4944,350.0,2410.0,1754.0,0.0,376.0,123.0,35.0,0.0,962.0
4945,349.0,2156.0,1756.0,0.0,358.0,127.0,35.0,0.0,872.0
4946,348.0,2075.0,1756.0,0.0,361.0,158.0,35.0,0.0,863.0
4947,347.0,2039.0,1756.0,0.0,383.0,150.0,35.0,0.0,873.0
4948,348.0,1925.0,1756.0,0.0,422.0,223.0,34.0,0.0,866.0
4949,343.0,2142.0,1755.0,1.0,603.0,240.0,34.0,0.0,804.0
4950,349.0,2354.0,1755.0,13.0,997.0,271.0,36.0,0.0,875.0
4951,345.0,2797.0,1755.0,125.0,1109.0,579.0,35.0,15.0,835.0
4952,345.0,3259.0,1755.0,396.0,1149.0,675.0,36.0,70.0,734.0
4953,347.0,3313.0,1755.0,670.0,1271.0,845.0,36.0,140.0,506.0
4954,351.0,3292.0,1755.0,367.0,1204.0,1083.0,35.0,236.0,428.0
4955,352.0,3268.0,1755.0,257.0,1222.0,1106.0,36.0,361.0,419.0
4956,351.0,3268.0,1755.0,361.0,1162.0,1021.0,36.0,408.0,479.0
4957,351.0,3322.0,1755.0,249.0,1071.0,851.0,35.0,416.0,515.0
4958,347.0,3218.0,1755.0,133.0,1092.0,684.0,35.0,413.0,705.0
4959,347.0,3259.0,1755.0,82.0,903.0,455.0,35.0,394.0,1004.0
4960,344.0,3273.0,1755.0,99.0,1085.0,627.0,35.0,351.0,1258.0
4961,343.0,3291.0,1755.0,175.0,1147.0,699.0,35.0,284.0,1389.0
4962,345.0,3372.0,1755.0,125.0,1265.0,689.0,36.0,187.0,1370.0
4963,348.0,3233.0,1755.0,1.0,1321.0,298.0,35.0,72.0,1367.0
4964,340.0,3041.0,1755.0,99.0,1296.0,252.0,34.0,7.0,1284.0
4965,333.0,3038.0,1755.0,126.0,1294.0,523.0,34.0,0.0,1254.0
4966,340.0,2975.0,1755.0,4.0,1070.0,275.0,34.0,0.0,1151.0
4967,338.0,2870.0,1756.0,0.0,789.0,215.0,34.0,0.0,1026.0
4968,336.0,2572.0,1756.0,0.0,409.0,12.0,30.0,0.0,939.0
4969,331.0,2296.0,1755.0,0.0,184.0,19.0,26.0,0.0,899.0
4970,329.0,2105.0,1755.0,0.0,160.0,20.0,26.0,0.0,926.0
4971,326.0,1892.0,1756.0,0.0,249.0,20.0,26.0,0.0,1044.0
4972,317.0,1909.0,1756.0,0.0,219.0,20.0,26.0,0.0,1180.0
4973,327.0,2120.0,1756.0,0.0,465.0,20.0,26.0,0.0,1198.0
4974,330.0,2536.0,1755.0,0.0,593.0,107.0,25.0,2.0,1013.0
4975,331.0,2768.0,1756.0,202.0,773.0,425.0,25.0,49.0,755.0
4976,336.0,3090.0,1755.0,294.0,961.0,664.0,26.0,149.0,597.0
4977,330.0,2950.0,1755.0,177.0,942.0,859.0,27.0,239.0,432.0
4978,331.0,2902.0,1756.0,40.0,947.0,996.0,27.0,310.0,365.0
4979,330.0,2893.0,1756.0,245.0,1092.0,993.0,26.0,356.0,361.0
4980,334.0,2889.0,1755.0,156.0,1162.0,993.0,26.0,386.0,452.0
4981,334.0,2749.0,1755.0,100.0,1252.0,484.0,25.0,407.0,443.0
4982,337.0,2777.0,1755.0,3.0,1098.0,285.0,26.0,413.0,709.0
4983,335.0,2638.0,1755.0,1.0,926.0,140.0,28.0,395.0,1053.0
4984,334.0,2643.0,1755.0,111.0,853.0,191.0,27.0,350.0,1412.0
4985,332.0,2732.0,1755.0,79.0,798.0,485.0,27.0,283.0,1646.0
4986,328.0,2791.0,1754.0,73.0,772.0,397.0,26.0,185.0,1666.0
4987,331.0,2599.0,1751.0,0.0,709.0,96.0,27.0,74.0,1987.0
4988,329.0,2473.0,1754.0,0.0,740.0,65.0,27.0,7.0,2000.0
4989,330.0,2502.0,1754.0,0.0,750.0,315.0,27.0,0.0,1870.0
4990,329.0,2332.0,1669.0,0.0,691.0,232.0,26.0,0.0,1885.0
4991,331.0,2414.0,1487.0,54.0,631.0,438.0,27.0,0.0,1910.0
4992,333.0,2131.0,1461.0,0.0,588.0,215.0,25.0,0.0,1800.0
4993,332.0,1963.0,1460.0,0.0,289.0,215.0,26.0,0.0,1734.0
4994,336.0,1904.0,1460.0,0.0,142.0,255.0,26.0,0.0,1712.0
4995,336.0,2023.0,1461.0,52.0,183.0,274.0,26.0,0.0,1570.0
4996,335.0,2082.0,1460.0,58.0,72.0,305.0,24.0,0.0,1389.0
4997,333.0,2270.0,1461.0,0.0,127.0,23.0,25.0,0.0,1165.0
4998,337.0,2309.0,1461.0,0.0,306.0,136.0,26.0,2.0,984.0
4999,336.0,2412.0,1459.0,228.0,549.0,201.0,26.0,47.0,778.0
5000,335.0,2332.0,1459.0,142.0,588.0,327.0,26.0,158.0,544.0
5001,333.0,2421.0,1458.0,69.0,671.0,410.0,26.0,260.0,383.0
5002,335.0,2553.0,1459.0,34.0,657.0,434.0,26.0,340.0,290.0
5003,334.0,2456.0,1458.0,124.0,777.0,446.0,26.0,368.0,293.0
5004,341.0,2506.0,1278.0,263.0,768.0,663.0,27.0,362.0,306.0
5005,329.0,2412.0,1172.0,380.0,791.0,792.0,27.0,396.0,437.0
5006,322.0,2334.0,1172.0,279.0,786.0,833.0,26.0,406.0,624.0
5007,327.0,2307.0,1175.0,203.0,748.0,701.0,27.0,382.0,731.0
5008,325.0,2333.0,1310.0,47.0,710.0,622.0,28.0,344.0,847.0
5009,328.0,2307.0,1449.0,0.0,713.0,550.0,26.0,281.0,1013.0
5010,331.0,2353.0,1459.0,0.0,740.0,521.0,27.0,183.0,1196.0
5011,329.0,2410.0,1459.0,85.0,920.0,674.0,27.0,71.0,1249.0
5012,328.0,2434.0,1459.0,328.0,1139.0,749.0,27.0,7.0,1227.0
5013,328.0,2437.0,1459.0,245.0,1147.0,738.0,26.0,0.0,1317.0
5014,326.0,2426.0,1461.0,63.0,1149.0,729.0,25.0,0.0,1136.0
5015,328.0,2013.0,1462.0,2.0,1034.0,533.0,25.0,0.0,1222.0
5016,329.0,1571.0,1463.0,0.0,492.0,108.0,26.0,0.0,1460.0
5017,334.0,1587.0,1462.0,0.0,161.0,47.0,27.0,0.0,1566.0
5018,335.0,1374.0,1461.0,0.0,253.0,56.0,26.0,0.0,1453.0
5019,334.0,888.0,1462.0,0.0,147.0,94.0,27.0,0.0,1467.0
5020,332.0,730.0,1462.0,0.0,67.0,157.0,25.0,0.0,1386.0
5021,332.0,651.0,1462.0,0.0,64.0,181.0,24.0,0.0,1431.0
5022,336.0,659.0,1463.0,0.0,179.0,36.0,24.0,1.0,1273.0
5023,338.0,784.0,1463.0,0.0,383.0,145.0,25.0,28.0,942.0
5024,341.0,943.0,1462.0,64.0,601.0,257.0,25.0,114.0,709.0
5025,344.0,980.0,1462.0,0.0,485.0,185.0,25.0,223.0,723.0
5026,341.0,969.0,1462.0,0.0,389.0,276.0,25.0,323.0,612.0
5027,339.0,1009.0,1461.0,3.0,433.0,415.0,23.0,391.0,487.0
5028,336.0,1051.0,1462.0,84.0,564.0,617.0,25.0,422.0,441.0
5029,339.0,1043.0,1462.0,83.0,433.0,499.0,25.0,432.0,531.0
5030,332.0,945.0,1458.0,11.0,374.0,198.0,26.0,425.0,733.0
5031,327.0,857.0,1463.0,0.0,304.0,115.0,26.0,403.0,1049.0
5032,330.0,900.0,1460.0,0.0,193.0,35.0,26.0,359.0,1380.0
5033,322.0,978.0,1460.0,0.0,209.0,35.0,28.0,287.0,1438.0
5034,321.0,1009.0,1461.0,0.0,246.0,78.0,32.0,185.0,1488.0
5035,328.0,1023.0,1460.0,106.0,454.0,275.0,34.0,71.0,1566.0
5036,332.0,1116.0,1460.0,272.0,611.0,665.0,34.0,6.0,1531.0
5037,321.0,1158.0,1461.0,589.0,804.0,965.0,31.0,0.0,1452.0
5038,320.0,1247.0,1482.0,282.0,790.0,736.0,31.0,0.0,1391.0
5039,323.0,1167.0,1532.0,130.0,656.0,45.0,34.0,0.0,1268.0
5040,324.0,933.0,1611.0,22.0,334.0,56.0,33.0,0.0,1209.0
5041,324.0,900.0,1700.0,0.0,105.0,35.0,30.0,0.0,1189.0
5042,326.0,928.0,1755.0,0.0,31.0,35.0,30.0,0.0,1087.0
5043,331.0,936.0,1756.0,0.0,41.0,35.0,32.0,0.0,1063.0
5044,332.0,1168.0,1756.0,0.0,27.0,35.0,33.0,0.0,1045.0
5045,326.0,1384.0,1755.0,0.0,20.0,35.0,33.0,0.0,1072.0
5046,327.0,1913.0,1755.0,0.0,20.0,35.0,33.0,1.0,946.0
5047,325.0,2355.0,1756.0,0.0,69.0,70.0,24.0,34.0,744.0
5048,322.0,2579.0,1756.0,142.0,314.0,356.0,22.0,120.0,484.0
5049,318.0,2527.0,1755.0,279.0,378.0,319.0,23.0,216.0,360.0
5050,322.0,2577.0,1756.0,171.0,599.0,482.0,25.0,300.0,315.0
5051,322.0,2780.0,1756.0,202.0,616.0,351.0,25.0,369.0,322.0
5052,321.0,2766.0,1755.0,233.0,624.0,414.0,25.0,401.0,375.0
5053,321.0,2794.0,1754.0,50.0,590.0,302.0,25.0,411.0,498.0
5054,309.0,2751.0,1754.0,0.0,541.0,271.0,18.0,407.0,705.0
5055,318.0,2661.0,1754.0,8.0,520.0,226.0,23.0,381.0,1019.0
5056,320.0,2716.0,1753.0,200.0,696.0,521.0,24.0,337.0,1340.0
5057,320.0,2708.0,1754.0,345.0,930.0,623.0,23.0,269.0,1621.0
5058,319.0,2813.0,1754.0,216.0,945.0,603.0,22.0,177.0,1826.0
5059,323.0,2838.0,1754.0,58.0,1032.0,129.0,23.0,67.0,1972.0
5060,325.0,2803.0,1755.0,90.0,896.0,321.0,23.0,6.0,1975.0
5061,321.0,2814.0,1755.0,2.0,687.0,57.0,23.0,0.0,1775.0
5062,321.0,2743.0,1754.0,0.0,620.0,46.0,22.0,0.0,1521.0
5063,329.0,2603.0,1754.0,0.0,469.0,46.0,23.0,0.0,1349.0
5064,331.0,2289.0,1754.0,0.0,210.0,50.0,24.0,0.0,1186.0
5065,331.0,1901.0,1755.0,0.0,136.0,51.0,24.0,0.0,1211.0
5066,331.0,2021.0,1754.0,0.0,65.0,40.0,24.0,0.0,1194.0
5067,329.0,2017.0,1755.0,0.0,21.0,35.0,23.0,0.0,1134.0
5068,331.0,2103.0,1755.0,3.0,23.0,35.0,23.0,0.0,1005.0
5069,331.0,2303.0,1755.0,73.0,23.0,106.0,23.0,0.0,821.0
5070,328.0,2374.0,1754.0,41.0,21.0,195.0,24.0,0.0,715.0
5071,327.0,2678.0,1755.0,104.0,68.0,47.0,23.0,13.0,601.0
5072,330.0,2812.0,1754.0,140.0,63.0,102.0,24.0,67.0,496.0
5073,327.0,2865.0,1755.0,0.0,258.0,312.0,24.0,158.0,393.0
5074,316.0,2870.0,1755.0,0.0,491.0,376.0,23.0,279.0,366.0
5075,318.0,2904.0,1753.0,1.0,709.0,690.0,22.0,365.0,331.0
5076,319.0,2785.0,1754.0,77.0,989.0,606.0,24.0,401.0,310.0
5077,310.0,2787.0,1754.0,0.0,780.0,491.0,24.0,414.0,379.0
5078,313.0,2793.0,1754.0,0.0,499.0,370.0,24.0,406.0,517.0
5079,310.0,2796.0,1753.0,0.0,396.0,230.0,24.0,385.0,688.0
5080,318.0,2804.0,1754.0,0.0,280.0,110.0,24.0,344.0,805.0
5081,318.0,2754.0,1752.0,0.0,259.0,164.0,24.0,278.0,945.0
5082,322.0,2784.0,1751.0,0.0,428.0,217.0,24.0,180.0,1121.0
5083,325.0,2667.0,1753.0,54.0,417.0,180.0,23.0,67.0,1158.0
5084,323.0,2513.0,1753.0,119.0,626.0,487.0,24.0,6.0,1161.0
5085,321.0,2510.0,1754.0,133.0,456.0,478.0,23.0,0.0,1138.0
5086,319.0,2469.0,1754.0,108.0,365.0,426.0,23.0,0.0,1133.0
5087,320.0,2314.0,1754.0,0.0,464.0,314.0,24.0,0.0,1146.0
5088,325.0,1991.0,1754.0,0.0,179.0,47.0,24.0,0.0,1117.0
5089,330.0,1656.0,1755.0,0.0,26.0,35.0,27.0,0.0,1084.0
5090,334.0,1693.0,1754.0,0.0,21.0,35.0,32.0,0.0,1061.0
5091,338.0,1632.0,1754.0,0.0,22.0,35.0,33.0,0.0,1188.0
5092,339.0,1619.0,1754.0,0.0,21.0,35.0,33.0,0.0,1270.0
5093,340.0,1823.0,1754.0,0.0,67.0,35.0,33.0,0.0,1293.0
5094,343.0,2180.0,1754.0,0.0,278.0,46.0,34.0,1.0,1406.0
5095,337.0,2656.0,1751.0,0.0,421.0,187.0,34.0,35.0,1349.0
5096,338.0,2838.0,1718.0,69.0,585.0,180.0,32.0,139.0,967.0
5097,336.0,2819.0,1725.0,79.0,781.0,233.0,33.0,235.0,620.0
5098,336.0,2850.0,1733.0,57.0,889.0,427.0,34.0,315.0,386.0
5099,334.0,2847.0,1754.0,350.0,964.0,689.0,31.0,356.0,262.0
5100,337.0,2833.0,1753.0,430.0,964.0,837.0,31.0,378.0,183.0
5101,333.0,2875.0,1753.0,371.0,974.0,811.0,31.0,383.0,146.0
5102,330.0,2826.0,1753.0,206.0,1023.0,665.0,31.0,369.0,140.0
5103,331.0,2841.0,1753.0,87.0,1023.0,591.0,32.0,337.0,164.0
5104,336.0,2836.0,1753.0,85.0,991.0,554.0,34.0,296.0,196.0
5105,335.0,2756.0,1753.0,65.0,781.0,328.0,34.0,231.0,260.0
5106,342.0,2679.0,1753.0,21.0,831.0,298.0,34.0,139.0,309.0
5107,329.0,2714.0,1753.0,11.0,1014.0,613.0,34.0,48.0,324.0
5108,334.0,2721.0,1753.0,149.0,1021.0,627.0,34.0,4.0,425.0
5109,335.0,2734.0,1753.0,109.0,959.0,437.0,33.0,0.0,481.0
5110,335.0,2473.0,1752.0,34.0,670.0,464.0,33.0,0.0,538.0
5111,339.0,2289.0,1753.0,0.0,493.0,205.0,34.0,0.0,720.0
5112,335.0,1727.0,1722.0,0.0,233.0,69.0,32.0,0.0,932.0
5113,334.0,1603.0,1661.0,0.0,35.0,56.0,34.0,0.0,1201.0
5114,331.0,1608.0,1534.0,0.0,23.0,36.0,33.0,0.0,1509.0
5115,329.0,1605.0,1487.0,0.0,22.0,35.0,33.0,0.0,1631.0
5116,329.0,1635.0,1584.0,0.0,23.0,53.0,32.0,0.0,1522.0
5117,332.0,1692.0,1705.0,0.0,21.0,54.0,32.0,0.0,1400.0
5118,320.0,2036.0,1707.0,0.0,64.0,83.0,32.0,0.0,1375.0
5119,322.0,2641.0,1670.0,0.0,473.0,138.0,33.0,27.0,1296.0
5120,319.0,3026.0,1747.0,50.0,701.0,289.0,33.0,97.0,1078.0
5121,317.0,3093.0,1751.0,95.0,613.0,276.0,33.0,177.0,904.0
5122,323.0,3111.0,1750.0,44.0,652.0,418.0,32.0,264.0,694.0
5123,321.0,3101.0,1750.0,177.0,848.0,646.0,33.0,324.0,604.0
5124,315.0,3037.0,1750.0,492.0,904.0,678.0,33.0,350.0,608.0
5125,302.0,3073.0,1749.0,423.0,892.0,640.0,33.0,360.0,530.0
5126,305.0,3052.0,1748.0,392.0,916.0,608.0,34.0,330.0,373.0
5127,301.0,2998.0,1749.0,486.0,803.0,611.0,34.0,310.0,262.0
5128,313.0,3016.0,1748.0,909.0,957.0,787.0,34.0,263.0,192.0
5129,309.0,2984.0,1747.0,1322.0,968.0,775.0,35.0,198.0,168.0
5130,309.0,3024.0,1746.0,1726.0,1073.0,702.0,34.0,105.0,168.0
5131,315.0,3074.0,1747.0,1540.0,1039.0,574.0,34.0,35.0,180.0
5132,311.0,3274.0,1748.0,1071.0,1063.0,685.0,33.0,2.0,295.0
5133,312.0,3457.0,1747.0,1144.0,1041.0,556.0,33.0,0.0,325.0
5134,315.0,3275.0,1748.0,488.0,773.0,344.0,34.0,0.0,345.0
5135,320.0,2706.0,1743.0,575.0,624.0,414.0,34.0,0.0,435.0
5136,316.0,1999.0,1743.0,4.0,549.0,125.0,34.0,0.0,553.0
5137,311.0,1756.0,1743.0,0.0,314.0,108.0,32.0,0.0,607.0
5138,315.0,1764.0,1744.0,0.0,210.0,79.0,34.0,0.0,529.0
5139,315.0,1753.0,1749.0,0.0,352.0,57.0,33.0,0.0,475.0
5140,309.0,1684.0,1747.0,0.0,403.0,81.0,33.0,0.0,437.0
5141,303.0,1607.0,1747.0,0.0,381.0,93.0,32.0,0.0,423.0
5142,306.0,2241.0,1747.0,0.0,497.0,156.0,32.0,0.0,458.0
5143,307.0,3081.0,1748.0,0.0,547.0,80.0,31.0,25.0,434.0
5144,310.0,3407.0,1748.0,0.0,662.0,113.0,33.0,106.0,356.0
5145,318.0,3354.0,1744.0,0.0,670.0,57.0,33.0,195.0,252.0
5146,315.0,3353.0,1736.0,1.0,775.0,97.0,32.0,276.0,164.0
5147,316.0,3431.0,1732.0,143.0,915.0,414.0,33.0,328.0,139.0
5148,316.0,3339.0,1739.0,56.0,887.0,302.0,33.0,357.0,141.0
5149,319.0,3364.0,1740.0,1.0,886.0,120.0,34.0,360.0,190.0
5150,307.0,3142.0,1740.0,65.0,817.0,311.0,34.0,353.0,299.0
5151,312.0,3205.0,1740.0,78.0,705.0,298.0,34.0,331.0,349.0
5152,305.0,3332.0,1740.0,731.0,1010.0,799.0,34.0,289.0,369.0
5153,298.0,3273.0,1740.0,587.0,1247.0,709.0,35.0,221.0,377.0
5154,307.0,3269.0,1740.0,369.0,1230.0,892.0,35.0,128.0,429.0
5155,319.0,3335.0,1739.0,348.0,1188.0,903.0,35.0,41.0,539.0
5156,322.0,3310.0,1739.0,272.0,1177.0,932.0,34.0,2.0,602.0
5157,322.0,3400.0,1740.0,393.0,1328.0,922.0,34.0,0.0,652.0
5158,319.0,2998.0,1740.0,288.0,1049.0,508.0,34.0,0.0,666.0
5159,319.0,2398.0,1601.0,243.0,926.0,299.0,34.0,0.0,681.0
5160,309.0,2040.0,1460.0,29.0,427.0,87.0,33.0,0.0,669.0
5161,313.0,1911.0,1366.0,0.0,306.0,60.0,33.0,0.0,597.0
5162,318.0,1990.0,1191.0,0.0,270.0,57.0,33.0,0.0,598.0
5163,315.0,1912.0,1165.0,0.0,187.0,78.0,32.0,0.0,578.0
5164,320.0,1905.0,1165.0,0.0,149.0,55.0,32.0,0.0,505.0
5165,316.0,1884.0,1135.0,0.0,141.0,46.0,32.0,0.0,386.0
5166,317.0,2162.0,1165.0,0.0,331.0,82.0,32.0,0.0,288.0
5167,319.0,2304.0,1165.0,63.0,463.0,102.0,31.0,24.0,200.0
5168,316.0,2578.0,1165.0,90.0,598.0,148.0,31.0,94.0,135.0
5169,315.0,2731.0,1164.0,90.0,680.0,202.0,33.0,181.0,82.0
5170,320.0,2665.0,1166.0,87.0,754.0,471.0,33.0,259.0,37.0
5171,315.0,2652.0,1166.0,0.0,828.0,513.0,32.0,310.0,15.0
5172,318.0,2607.0,1166.0,0.0,886.0,713.0,33.0,339.0,30.0
5173,312.0,2465.0,1166.0,15.0,852.0,767.0,32.0,350.0,104.0
5174,310.0,2390.0,1166.0,0.0,756.0,621.0,32.0,345.0,226.0
5175,306.0,2362.0,1166.0,101.0,807.0,747.0,32.0,312.0,452.0
5176,305.0,2392.0,1166.0,93.0,699.0,558.0,32.0,260.0,707.0
