,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Other  - Actual Aggregated [MW]
4148,10.0,2385.0,2.0,0.0,1378.0,98.0,20.0
4149,10.0,2372.0,2.0,0.0,1238.0,98.0,20.0
4150,10.0,2401.0,2.0,0.0,952.0,99.0,20.0
4151,10.0,2227.0,2.0,0.0,766.0,52.0,20.0
4152,10.0,2140.0,2.0,0.0,487.0,1.0,20.0
4153,10.0,2142.0,2.0,0.0,468.0,0.0,20.0
4154,10.0,2122.0,2.0,0.0,466.0,0.0,20.0
4155,10.0,2177.0,2.0,0.0,452.0,0.0,20.0
4156,10.0,2177.0,2.0,0.0,369.0,0.0,20.0
4157,10.0,2105.0,2.0,0.0,530.0,73.0,20.0
4158,10.0,2101.0,2.0,0.0,924.0,99.0,20.0
4159,10.0,2072.0,2.0,0.0,1329.0,100.0,20.0
4160,10.0,2100.0,2.0,0.0,1489.0,101.0,20.0
4161,10.0,2070.0,2.0,0.0,1526.0,99.0,20.0
4162,10.0,2103.0,2.0,0.0,1488.0,100.0,20.0
4163,10.0,2079.0,2.0,0.0,1427.0,100.0,20.0
4164,10.0,2084.0,2.0,0.0,1393.0,100.0,20.0
4165,10.0,2102.0,2.0,0.0,1539.0,100.0,20.0
4166,10.0,2112.0,2.0,0.0,1499.0,100.0,20.0
4167,10.0,2108.0,2.0,0.0,1433.0,101.0,20.0
4168,10.0,2092.0,2.0,0.0,1397.0,101.0,20.0
4169,10.0,2081.0,2.0,0.0,1587.0,101.0,20.0
4170,10.0,2105.0,2.0,0.0,1632.0,100.0,20.0
4171,10.0,2118.0,2.0,0.0,1688.0,99.0,20.0
4172,10.0,2135.0,2.0,0.0,1803.0,100.0,20.0
4173,10.0,2108.0,2.0,0.0,1701.0,97.0,20.0
4174,10.0,2096.0,2.0,0.0,1543.0,38.0,20.0
4175,10.0,2097.0,2.0,0.0,946.0,0.0,20.0
4176,10.0,2109.0,2.0,0.0,738.0,0.0,20.0
4177,10.0,2119.0,2.0,0.0,695.0,0.0,20.0
4178,10.0,2121.0,2.0,0.0,723.0,0.0,20.0
4179,10.0,2142.0,2.0,0.0,654.0,0.0,20.0
4180,10.0,2300.0,2.0,0.0,536.0,0.0,20.0
4181,10.0,2373.0,2.0,0.0,498.0,11.0,20.0
4182,10.0,2401.0,2.0,0.0,727.0,0.0,20.0
4183,10.0,2425.0,2.0,0.0,954.0,0.0,20.0
4184,10.0,2416.0,2.0,0.0,1151.0,0.0,20.0
4185,10.0,2399.0,2.0,0.0,1280.0,0.0,20.0
4186,10.0,2390.0,2.0,0.0,1360.0,0.0,20.0
4187,10.0,2421.0,2.0,0.0,1337.0,0.0,20.0
4188,10.0,2402.0,2.0,0.0,1290.0,0.0,20.0
4189,10.0,2406.0,2.0,0.0,1210.0,0.0,20.0
4190,10.0,2389.0,2.0,0.0,1098.0,0.0,20.0
4191,10.0,2392.0,2.0,0.0,1020.0,0.0,20.0
4192,10.0,2388.0,2.0,0.0,1014.0,0.0,20.0
4193,10.0,2394.0,2.0,0.0,1107.0,0.0,20.0
4194,10.0,2379.0,2.0,0.0,1183.0,0.0,20.0
4195,10.0,2402.0,2.0,0.0,1427.0,0.0,20.0
4196,10.0,2405.0,2.0,0.0,1592.0,16.0,20.0
4197,10.0,2394.0,2.0,0.0,1754.0,7.0,20.0
4198,10.0,2422.0,2.0,0.0,1254.0,0.0,20.0
4199,10.0,2402.0,2.0,0.0,636.0,0.0,20.0
4200,10.0,2395.0,2.0,0.0,470.0,0.0,20.0
4201,10.0,2406.0,2.0,0.0,438.0,0.0,20.0
4202,10.0,2397.0,2.0,0.0,400.0,0.0,20.0
4203,10.0,2418.0,2.0,0.0,386.0,0.0,20.0
4204,10.0,2402.0,2.0,0.0,386.0,0.0,20.0
4205,10.0,2417.0,2.0,0.0,548.0,55.0,20.0
4206,10.0,2400.0,2.0,0.0,1042.0,103.0,20.0
4207,10.0,2411.0,2.0,0.0,1372.0,104.0,20.0
4208,10.0,2394.0,2.0,0.0,1405.0,104.0,20.0
4209,10.0,2363.0,2.0,0.0,1348.0,101.0,20.0
4210,10.0,2405.0,2.0,0.0,1349.0,99.0,20.0
4211,10.0,2409.0,2.0,0.0,1419.0,25.0,20.0
4212,10.0,2423.0,2.0,0.0,1469.0,0.0,20.0
4213,10.0,2413.0,2.0,0.0,1421.0,0.0,20.0
4214,10.0,2412.0,2.0,0.0,1362.0,0.0,20.0
4215,10.0,2411.0,2.0,0.0,1340.0,0.0,20.0
4216,10.0,2396.0,2.0,0.0,1315.0,0.0,20.0
4217,10.0,2395.0,2.0,0.0,1318.0,0.0,20.0
4218,10.0,2406.0,2.0,0.0,1426.0,78.0,20.0
4219,10.0,2398.0,2.0,0.0,1553.0,80.0,20.0
4220,10.0,2435.0,2.0,0.0,1675.0,79.0,20.0
4221,10.0,2388.0,2.0,0.0,1347.0,88.0,20.0
4222,10.0,2396.0,2.0,0.0,1139.0,25.0,20.0
4223,10.0,2401.0,2.0,0.0,879.0,0.0,20.0
4224,10.0,2414.0,2.0,0.0,606.0,0.0,20.0
4225,10.0,2412.0,2.0,0.0,479.0,0.0,20.0
4226,10.0,2409.0,2.0,0.0,424.0,0.0,20.0
4227,10.0,2407.0,2.0,0.0,459.0,0.0,20.0
4228,10.0,2393.0,2.0,0.0,445.0,0.0,20.0
4229,10.0,2369.0,2.0,0.0,760.0,0.0,20.0
4230,10.0,2363.0,2.0,0.0,1154.0,0.0,20.0
4231,10.0,2381.0,2.0,0.0,1471.0,0.0,20.0
4232,10.0,2386.0,2.0,0.0,1519.0,0.0,20.0
4233,10.0,2385.0,2.0,0.0,1473.0,0.0,20.0
4234,10.0,2297.0,2.0,0.0,1549.0,60.0,20.0
4235,10.0,2360.0,2.0,0.0,1465.0,97.0,20.0
4236,10.0,2384.0,2.0,0.0,1441.0,99.0,20.0
4237,10.0,2412.0,2.0,0.0,1327.0,98.0,20.0
4238,10.0,2413.0,2.0,0.0,1257.0,99.0,20.0
4239,10.0,2428.0,2.0,0.0,1220.0,98.0,20.0
4240,10.0,2413.0,2.0,0.0,1235.0,55.0,20.0
4241,10.0,2421.0,2.0,0.0,1415.0,50.0,20.0
4242,10.0,2408.0,2.0,0.0,1533.0,50.0,20.0
4243,10.0,2402.0,2.0,0.0,1587.0,49.0,20.0
4244,10.0,2404.0,2.0,0.0,1595.0,51.0,20.0
4245,10.0,2404.0,2.0,0.0,1351.0,49.0,20.0
4246,10.0,2412.0,2.0,0.0,1066.0,49.0,20.0
4247,10.0,2399.0,2.0,0.0,794.0,55.0,20.0
4248,10.0,2398.0,2.0,0.0,555.0,54.0,20.0
4249,10.0,2425.0,2.0,0.0,426.0,54.0,20.0
4250,10.0,2417.0,2.0,0.0,449.0,54.0,20.0
4251,10.0,2428.0,2.0,0.0,442.0,0.0,20.0
4252,10.0,2442.0,2.0,0.0,421.0,31.0,20.0
4253,10.0,2407.0,2.0,0.0,523.0,76.0,20.0
4254,10.0,2396.0,2.0,0.0,925.0,71.0,20.0
4255,10.0,2380.0,2.0,0.0,1308.0,71.0,20.0
4256,10.0,2372.0,2.0,0.0,1332.0,169.0,20.0
4257,10.0,2372.0,2.0,0.0,1371.0,174.0,20.0
4258,10.0,2373.0,2.0,0.0,1365.0,254.0,20.0
4259,10.0,2373.0,2.0,0.0,1386.0,253.0,20.0
4260,10.0,2402.0,2.0,0.0,1425.0,178.0,20.0
4261,10.0,2413.0,2.0,0.0,1334.0,177.0,20.0
4262,10.0,2403.0,2.0,0.0,1271.0,178.0,20.0
4263,10.0,2388.0,2.0,0.0,1254.0,192.0,20.0
4264,10.0,2396.0,2.0,0.0,1198.0,204.0,20.0
4265,10.0,2403.0,2.0,0.0,1269.0,215.0,20.0
4266,10.0,2400.0,2.0,0.0,1374.0,211.0,20.0
4267,10.0,2407.0,2.0,0.0,1202.0,214.0,20.0
4268,10.0,2413.0,2.0,0.0,1205.0,212.0,20.0
4269,10.0,2406.0,2.0,0.0,1123.0,213.0,20.0
4270,10.0,2406.0,2.0,0.0,891.0,213.0,20.0
4271,10.0,2425.0,2.0,0.0,696.0,112.0,20.0
4272,10.0,2418.0,2.0,0.0,496.0,39.0,20.0
4273,10.0,2414.0,2.0,0.0,449.0,34.0,20.0
4274,10.0,2394.0,2.0,0.0,449.0,33.0,20.0
4275,10.0,2409.0,2.0,0.0,444.0,33.0,20.0
4276,10.0,2413.0,2.0,0.0,434.0,33.0,20.0
4277,10.0,2392.0,2.0,0.0,540.0,62.0,20.0
4278,10.0,2390.0,2.0,0.0,893.0,98.0,20.0
4279,10.0,2379.0,2.0,0.0,1292.0,100.0,20.0
4280,10.0,2380.0,2.0,0.0,1342.0,98.0,20.0
4281,10.0,2405.0,2.0,0.0,1357.0,99.0,20.0
4282,10.0,2392.0,2.0,0.0,1403.0,98.0,20.0
4283,10.0,2397.0,2.0,0.0,1432.0,99.0,20.0
4284,10.0,2403.0,2.0,0.0,1396.0,99.0,20.0
4285,10.0,2433.0,2.0,0.0,1325.0,83.0,20.0
4286,10.0,2407.0,2.0,0.0,1317.0,18.0,20.0
4287,10.0,2383.0,2.0,0.0,1338.0,0.0,20.0
4288,10.0,2345.0,2.0,0.0,1304.0,0.0,20.0
4289,10.0,2404.0,2.0,0.0,1283.0,96.0,20.0
4290,10.0,2412.0,2.0,0.0,1349.0,93.0,20.0
4291,10.0,2400.0,2.0,0.0,1397.0,96.0,20.0
4292,10.0,2404.0,2.0,0.0,1451.0,117.0,20.0
4293,10.0,2412.0,2.0,0.0,1252.0,118.0,20.0
4294,10.0,2380.0,2.0,0.0,1148.0,23.0,20.0
4295,10.0,2293.0,2.0,0.0,1283.0,0.0,20.0
4296,10.0,2293.0,2.0,0.0,763.0,0.0,20.0
4297,10.0,2278.0,2.0,0.0,771.0,0.0,20.0
4298,10.0,2284.0,2.0,0.0,761.0,0.0,20.0
4299,10.0,2288.0,2.0,0.0,742.0,0.0,20.0
4300,10.0,2278.0,2.0,0.0,726.0,6.0,20.0
4301,10.0,2376.0,2.0,0.0,926.0,37.0,20.0
4302,10.0,2395.0,2.0,0.0,1355.0,95.0,20.0
4303,10.0,2389.0,2.0,0.0,1565.0,94.0,20.0
4304,10.0,2378.0,2.0,0.0,1598.0,166.0,20.0
4305,10.0,2374.0,2.0,0.0,1615.0,172.0,20.0
4306,10.0,2382.0,2.0,0.0,1574.0,170.0,20.0
4307,10.0,2391.0,2.0,0.0,1484.0,170.0,20.0
4308,10.0,2407.0,2.0,18.0,1598.0,94.0,20.0
4309,10.0,2390.0,2.0,0.0,1585.0,95.0,20.0
4310,10.0,2394.0,2.0,0.0,1587.0,94.0,20.0
4311,10.0,2415.0,2.0,0.0,1545.0,95.0,20.0
4312,10.0,2400.0,2.0,0.0,1538.0,93.0,20.0
4313,10.0,2397.0,2.0,0.0,1546.0,93.0,20.0
4314,10.0,2402.0,2.0,0.0,1625.0,187.0,20.0
4315,10.0,2394.0,2.0,0.0,1536.0,188.0,20.0
4316,10.0,2386.0,2.0,0.0,1470.0,187.0,20.0
4317,10.0,2371.0,2.0,0.0,1299.0,187.0,20.0
4318,10.0,2361.0,2.0,0.0,1271.0,95.0,20.0
4319,10.0,2373.0,2.0,0.0,1460.0,89.0,20.0
4320,10.0,2358.0,2.0,0.0,1193.0,78.0,20.0
4321,10.0,2374.0,2.0,0.0,761.0,75.0,20.0
4322,10.0,2365.0,2.0,0.0,660.0,75.0,20.0
4323,10.0,2371.0,2.0,0.0,661.0,74.0,20.0
4324,10.0,2378.0,2.0,0.0,700.0,74.0,20.0
4325,10.0,2391.0,2.0,0.0,977.0,76.0,20.0
4326,10.0,2382.0,2.0,0.0,1399.0,80.0,20.0
4327,10.0,2387.0,2.0,0.0,1668.0,82.0,20.0
4328,10.0,2383.0,2.0,0.0,1781.0,83.0,20.0
4329,10.0,2379.0,2.0,0.0,1796.0,84.0,20.0
4330,10.0,2378.0,2.0,0.0,1787.0,78.0,20.0
4331,10.0,2344.0,2.0,0.0,1789.0,74.0,20.0
4332,10.0,2330.0,2.0,0.0,1768.0,73.0,20.0
4333,10.0,2348.0,2.0,0.0,1720.0,71.0,20.0
4334,10.0,2361.0,2.0,0.0,1599.0,68.0,20.0
4335,10.0,2366.0,2.0,0.0,1453.0,71.0,20.0
4336,10.0,2378.0,2.0,0.0,1353.0,69.0,20.0
4337,10.0,2370.0,2.0,0.0,1365.0,71.0,20.0
4338,10.0,2382.0,2.0,0.0,1588.0,70.0,20.0
4339,10.0,2379.0,2.0,0.0,1645.0,64.0,20.0
4340,10.0,2383.0,2.0,0.0,1648.0,64.0,20.0
4341,10.0,2393.0,2.0,0.0,1477.0,66.0,20.0
4342,10.0,2382.0,2.0,0.0,1217.0,73.0,20.0
4343,10.0,2393.0,2.0,0.0,785.0,75.0,20.0
4344,10.0,2374.0,2.0,0.0,544.0,74.0,20.0
4345,10.0,2384.0,2.0,0.0,484.0,38.0,20.0
4346,10.0,2350.0,2.0,0.0,490.0,29.0,20.0
4347,10.0,2358.0,2.0,0.0,484.0,29.0,20.0
4348,10.0,2375.0,2.0,0.0,484.0,29.0,20.0
4349,10.0,2387.0,2.0,0.0,553.0,27.0,20.0
4350,10.0,2385.0,2.0,0.0,838.0,27.0,20.0
4351,10.0,2380.0,2.0,0.0,1121.0,29.0,20.0
4352,10.0,2390.0,2.0,0.0,1353.0,29.0,20.0
4353,10.0,2400.0,2.0,0.0,1382.0,30.0,20.0
4354,10.0,1919.0,2.0,0.0,1602.0,31.0,20.0
4355,10.0,1923.0,2.0,0.0,1523.0,31.0,20.0
4356,10.0,1913.0,2.0,0.0,1507.0,31.0,20.0
4357,10.0,1912.0,2.0,0.0,1502.0,57.0,20.0
4358,10.0,1912.0,2.0,0.0,1384.0,102.0,20.0
4359,10.0,1928.0,2.0,0.0,1476.0,93.0,20.0
4360,10.0,2143.0,2.0,0.0,1222.0,88.0,20.0
4361,10.0,2373.0,2.0,0.0,1257.0,86.0,20.0
4362,10.0,2414.0,2.0,0.0,1329.0,179.0,20.0
4363,10.0,2414.0,2.0,0.0,1396.0,179.0,20.0
4364,10.0,2385.0,2.0,0.0,1442.0,175.0,20.0
4365,10.0,2379.0,2.0,0.0,1400.0,176.0,20.0
4366,10.0,2395.0,2.0,0.0,1250.0,158.0,20.0
4367,10.0,2413.0,2.0,0.0,1189.0,83.0,20.0
4368,10.0,2417.0,2.0,0.0,776.0,83.0,20.0
4369,10.0,2421.0,2.0,0.0,533.0,83.0,20.0
4370,10.0,2430.0,2.0,0.0,474.0,83.0,20.0
4371,10.0,2434.0,2.0,0.0,466.0,84.0,20.0
4372,10.0,2422.0,2.0,0.0,564.0,84.0,20.0
4373,10.0,2425.0,2.0,0.0,1042.0,82.0,20.0
4374,10.0,2407.0,2.0,0.0,1323.0,84.0,20.0
4375,10.0,2408.0,2.0,0.0,1505.0,83.0,20.0
4376,10.0,2361.0,2.0,0.0,1519.0,84.0,20.0
4377,10.0,2353.0,2.0,0.0,1542.0,85.0,20.0
4378,10.0,2412.0,2.0,0.0,1501.0,84.0,20.0
4379,10.0,2393.0,2.0,0.0,1491.0,84.0,20.0
4380,10.0,2390.0,2.0,0.0,1485.0,86.0,20.0
4381,10.0,2394.0,2.0,0.0,1425.0,87.0,20.0
4382,10.0,2405.0,2.0,0.0,1395.0,87.0,20.0
4383,10.0,2410.0,2.0,0.0,1354.0,164.0,20.0
4384,10.0,2448.0,2.0,0.0,1344.0,167.0,20.0
4385,10.0,2436.0,2.0,0.0,1361.0,168.0,20.0
4386,10.0,2430.0,2.0,0.0,1417.0,158.0,20.0
4387,10.0,2423.0,2.0,0.0,1687.0,90.0,20.0
4388,10.0,2429.0,2.0,0.0,1748.0,90.0,20.0
4389,10.0,2431.0,2.0,0.0,1608.0,88.0,20.0
4390,10.0,2430.0,2.0,0.0,1505.0,87.0,20.0
4391,10.0,2453.0,2.0,0.0,1055.0,87.0,20.0
4392,10.0,2319.0,2.0,0.0,686.0,46.0,20.0
4393,10.0,2409.0,2.0,0.0,505.0,85.0,20.0
4394,10.0,2417.0,2.0,0.0,468.0,86.0,20.0
4395,10.0,2398.0,2.0,0.0,491.0,86.0,20.0
4396,10.0,2399.0,2.0,0.0,476.0,86.0,20.0
4397,10.0,2394.0,2.0,0.0,942.0,88.0,20.0
4398,10.0,2389.0,2.0,0.0,1432.0,89.0,20.0
4399,10.0,2385.0,2.0,0.0,1551.0,90.0,20.0
4400,10.0,2418.0,2.0,0.0,1551.0,92.0,20.0
4401,10.0,2417.0,2.0,0.0,1579.0,94.0,20.0
4402,10.0,2412.0,2.0,0.0,1630.0,94.0,20.0
4403,10.0,2413.0,2.0,0.0,1630.0,94.0,20.0
4404,10.0,2402.0,2.0,0.0,1650.0,92.0,20.0
4405,10.0,2403.0,2.0,0.0,1663.0,91.0,20.0
4406,10.0,2407.0,2.0,0.0,1678.0,91.0,20.0
4407,10.0,2419.0,2.0,0.0,1521.0,91.0,20.0
4408,10.0,2410.0,2.0,0.0,1564.0,90.0,20.0
4409,10.0,2432.0,2.0,0.0,1462.0,214.0,20.0
4410,10.0,2458.0,2.0,0.0,1503.0,214.0,20.0
4411,10.0,2477.0,2.0,0.0,1537.0,215.0,20.0
4412,10.0,2490.0,2.0,0.0,1627.0,213.0,20.0
4413,10.0,2467.0,2.0,0.0,1418.0,213.0,20.0
4414,10.0,2455.0,2.0,0.0,1192.0,213.0,20.0
4415,10.0,2469.0,2.0,0.0,732.0,172.0,20.0
4416,10.0,2481.0,2.0,0.0,602.0,90.0,20.0
4417,10.0,2496.0,2.0,0.0,539.0,88.0,20.0
4418,10.0,2518.0,2.0,0.0,457.0,90.0,20.0
4419,10.0,2506.0,2.0,0.0,485.0,90.0,20.0
4420,10.0,2486.0,2.0,0.0,462.0,90.0,20.0
4421,10.0,2441.0,2.0,0.0,868.0,194.0,20.0
4422,10.0,2311.0,2.0,41.0,1416.0,230.0,20.0
4423,10.0,2224.0,2.0,221.0,1612.0,230.0,20.0
4424,10.0,2316.0,2.0,195.0,1552.0,238.0,20.0
4425,10.0,2372.0,2.0,195.0,1511.0,239.0,20.0
4426,10.0,2488.0,2.0,41.0,1613.0,238.0,20.0
4427,10.0,2503.0,2.0,0.0,1662.0,234.0,20.0
4428,10.0,2498.0,2.0,0.0,1727.0,182.0,20.0
4429,10.0,2452.0,2.0,0.0,1779.0,183.0,20.0
4430,10.0,2451.0,2.0,0.0,1766.0,182.0,20.0
4431,10.0,2439.0,2.0,0.0,1534.0,237.0,20.0
4432,10.0,2468.0,2.0,0.0,1499.0,237.0,20.0
4433,10.0,2468.0,2.0,0.0,1567.0,241.0,20.0
4434,10.0,2479.0,2.0,0.0,1609.0,315.0,20.0
4435,10.0,2518.0,2.0,0.0,1611.0,315.0,20.0
4436,10.0,2558.0,2.0,0.0,1595.0,316.0,20.0
4437,10.0,2543.0,2.0,0.0,1386.0,301.0,20.0
4438,10.0,2495.0,2.0,0.0,1299.0,190.0,20.0
4439,10.0,2453.0,2.0,0.0,651.0,91.0,20.0
4440,10.0,2255.0,2.0,0.0,541.0,91.0,20.0
4441,10.0,2193.0,2.0,0.0,533.0,91.0,20.0
4442,10.0,2178.0,2.0,0.0,576.0,91.0,20.0
4443,10.0,2178.0,2.0,0.0,572.0,90.0,20.0
4444,10.0,2159.0,2.0,0.0,626.0,91.0,20.0
4445,10.0,2178.0,2.0,0.0,670.0,108.0,20.0
4446,10.0,2164.0,2.0,0.0,1266.0,236.0,20.0
4447,10.0,2175.0,2.0,0.0,1567.0,236.0,20.0
4448,10.0,2174.0,2.0,0.0,1574.0,237.0,20.0
4449,10.0,2178.0,2.0,0.0,1260.0,239.0,20.0
4450,10.0,2167.0,2.0,0.0,1336.0,239.0,20.0
4451,10.0,2161.0,2.0,0.0,1370.0,240.0,20.0
4452,10.0,2168.0,2.0,0.0,1374.0,240.0,20.0
4453,10.0,2163.0,2.0,0.0,1294.0,240.0,20.0
4454,10.0,2177.0,2.0,0.0,1275.0,240.0,20.0
4455,10.0,2182.0,2.0,0.0,1194.0,240.0,20.0
4456,10.0,2193.0,2.0,0.0,1119.0,240.0,20.0
4457,10.0,2201.0,2.0,0.0,1468.0,242.0,20.0
4458,10.0,2138.0,2.0,30.0,1658.0,241.0,20.0
4459,10.0,1933.0,2.0,240.0,1673.0,242.0,20.0
4460,10.0,1933.0,2.0,298.0,1650.0,240.0,20.0
4461,10.0,1929.0,2.0,203.0,1504.0,244.0,20.0
4462,10.0,1954.0,2.0,199.0,1238.0,242.0,20.0
4463,10.0,1940.0,2.0,0.0,1088.0,240.0,20.0
4464,10.0,1926.0,2.0,0.0,772.0,230.0,20.0
4465,10.0,1954.0,2.0,0.0,573.0,190.0,20.0
4466,10.0,2007.0,2.0,0.0,452.0,157.0,20.0
4467,10.0,1967.0,2.0,0.0,511.0,145.0,20.0
4468,10.0,2071.0,2.0,0.0,467.0,155.0,20.0
4469,10.0,2183.0,2.0,0.0,553.0,221.0,20.0
4470,10.0,2210.0,2.0,0.0,1244.0,225.0,20.0
4471,10.0,2194.0,2.0,0.0,1636.0,241.0,20.0
4472,10.0,2219.0,2.0,0.0,1669.0,240.0,20.0
4473,10.0,2215.0,2.0,0.0,1663.0,307.0,20.0
4474,10.0,2199.0,2.0,0.0,1713.0,321.0,20.0
4475,10.0,2209.0,2.0,0.0,1735.0,324.0,20.0
4476,10.0,2227.0,2.0,0.0,1689.0,319.0,20.0
4477,10.0,2231.0,2.0,0.0,1727.0,320.0,20.0
4478,10.0,2240.0,2.0,0.0,1748.0,248.0,20.0
4479,10.0,2230.0,2.0,0.0,1659.0,240.0,20.0
4480,10.0,2242.0,2.0,0.0,1587.0,241.0,20.0
4481,10.0,2229.0,2.0,0.0,1614.0,242.0,20.0
4482,10.0,2237.0,2.0,0.0,1703.0,241.0,20.0
4483,10.0,2225.0,2.0,0.0,1647.0,241.0,20.0
4484,10.0,2231.0,2.0,0.0,1469.0,240.0,20.0
4485,10.0,2226.0,2.0,0.0,1252.0,242.0,20.0
4486,10.0,2236.0,2.0,0.0,850.0,148.0,20.0
4487,10.0,2226.0,2.0,0.0,795.0,99.0,20.0
4488,10.0,2265.0,2.0,0.0,493.0,98.0,20.0
4489,10.0,2244.0,2.0,0.0,418.0,98.0,20.0
4490,10.0,2126.0,2.0,0.0,576.0,98.0,20.0
4491,10.0,1883.0,2.0,0.0,565.0,98.0,20.0
4492,10.0,1882.0,2.0,0.0,522.0,98.0,20.0
4493,10.0,1899.0,2.0,0.0,643.0,97.0,20.0
4494,10.0,1875.0,2.0,0.0,1027.0,98.0,20.0
4495,10.0,1884.0,2.0,0.0,1530.0,285.0,20.0
4496,10.0,1855.0,2.0,0.0,1663.0,321.0,20.0
4497,10.0,1805.0,2.0,94.0,1660.0,326.0,20.0
4498,10.0,1820.0,2.0,198.0,1555.0,324.0,20.0
4499,10.0,1827.0,2.0,198.0,1557.0,311.0,20.0
4500,10.0,1831.0,2.0,44.0,1408.0,241.0,20.0
4501,10.0,1828.0,2.0,0.0,1325.0,241.0,20.0
4502,10.0,1865.0,2.0,0.0,1308.0,238.0,20.0
4503,10.0,1895.0,2.0,0.0,1367.0,241.0,20.0
4504,10.0,1833.0,2.0,0.0,1522.0,237.0,20.0
4505,10.0,1868.0,2.0,0.0,1527.0,242.0,20.0
4506,10.0,1910.0,2.0,0.0,1740.0,277.0,20.0
4507,10.0,1961.0,2.0,0.0,1634.0,319.0,20.0
4508,10.0,1966.0,2.0,0.0,1620.0,319.0,20.0
4509,10.0,1900.0,2.0,0.0,1684.0,317.0,20.0
4510,10.0,1863.0,2.0,0.0,1419.0,220.0,20.0
4511,10.0,1836.0,2.0,0.0,726.0,169.0,20.0
4512,10.0,1803.0,2.0,0.0,540.0,97.0,20.0
4513,10.0,1761.0,2.0,0.0,440.0,97.0,20.0
4514,10.0,1741.0,2.0,0.0,447.0,97.0,20.0
4515,10.0,1743.0,2.0,0.0,415.0,98.0,20.0
4516,10.0,1753.0,2.0,0.0,385.0,97.0,20.0
4517,10.0,1736.0,2.0,0.0,542.0,99.0,20.0
4518,10.0,1731.0,2.0,0.0,751.0,94.0,20.0
4519,10.0,1739.0,2.0,0.0,1101.0,95.0,20.0
4520,10.0,1711.0,2.0,0.0,1348.0,95.0,20.0
4521,10.0,1710.0,2.0,0.0,1530.0,95.0,20.0
4522,10.0,1738.0,2.0,0.0,1559.0,92.0,20.0
4523,10.0,1891.0,2.0,0.0,1430.0,93.0,20.0
4524,10.0,1972.0,2.0,0.0,1275.0,91.0,20.0
4525,10.0,2001.0,2.0,0.0,1130.0,92.0,20.0
4526,10.0,2013.0,2.0,0.0,1298.0,91.0,20.0
4527,10.0,1997.0,2.0,0.0,1281.0,93.0,20.0
4528,10.0,1999.0,2.0,0.0,1232.0,90.0,20.0
4529,10.0,2006.0,2.0,0.0,1061.0,92.0,20.0
4530,10.0,2014.0,2.0,0.0,1103.0,93.0,20.0
4531,10.0,2008.0,2.0,0.0,1203.0,189.0,20.0
4532,10.0,1959.0,2.0,0.0,1305.0,192.0,20.0
4533,10.0,1919.0,2.0,0.0,1209.0,192.0,20.0
4534,10.0,1906.0,2.0,0.0,1017.0,192.0,20.0
4535,10.0,1941.0,2.0,0.0,765.0,192.0,20.0
4536,10.0,1999.0,2.0,0.0,485.0,189.0,20.0
4537,10.0,1979.0,2.0,0.0,380.0,96.0,20.0
4538,10.0,1978.0,2.0,0.0,524.0,95.0,20.0
4539,10.0,1982.0,2.0,0.0,522.0,96.0,20.0
4540,10.0,2024.0,2.0,0.0,545.0,96.0,20.0
4541,10.0,2177.0,2.0,0.0,541.0,96.0,20.0
4542,10.0,2434.0,2.0,0.0,555.0,202.0,20.0
4543,10.0,2497.0,2.0,0.0,1020.0,241.0,20.0
4544,10.0,2473.0,2.0,0.0,1577.0,241.0,20.0
4545,10.0,2489.0,2.0,0.0,1596.0,243.0,20.0
4546,10.0,2504.0,2.0,0.0,1612.0,243.0,20.0
4547,10.0,2484.0,2.0,0.0,1624.0,245.0,20.0
4548,10.0,2475.0,2.0,0.0,1524.0,246.0,20.0
4549,10.0,2513.0,2.0,0.0,1545.0,246.0,20.0
4550,10.0,2525.0,2.0,0.0,1430.0,246.0,20.0
4551,10.0,2542.0,2.0,0.0,1519.0,248.0,20.0
4552,10.0,2553.0,2.0,0.0,1463.0,256.0,20.0
4553,10.0,2534.0,2.0,0.0,1531.0,326.0,20.0
4554,10.0,2548.0,2.0,0.0,1615.0,319.0,20.0
4555,10.0,2529.0,2.0,0.0,1583.0,322.0,20.0
4556,10.0,2556.0,2.0,0.0,1478.0,318.0,20.0
4557,10.0,2562.0,2.0,0.0,1120.0,230.0,20.0
4558,10.0,2548.0,2.0,0.0,1108.0,208.0,20.0
4559,10.0,2545.0,2.0,0.0,714.0,188.0,20.0
4560,10.0,2534.0,2.0,0.0,569.0,144.0,20.0
4561,10.0,2524.0,2.0,0.0,528.0,117.0,20.0
4562,10.0,2523.0,2.0,0.0,580.0,95.0,20.0
4563,10.0,2507.0,2.0,0.0,598.0,94.0,20.0
4564,10.0,2510.0,2.0,0.0,532.0,104.0,20.0
4565,10.0,2509.0,2.0,0.0,868.0,207.0,20.0
4566,10.0,2511.0,2.0,0.0,1275.0,208.0,20.0
4567,10.0,2485.0,2.0,0.0,1459.0,207.0,20.0
4568,10.0,2477.0,2.0,0.0,1555.0,214.0,20.0
4569,10.0,2457.0,2.0,0.0,1579.0,214.0,20.0
4570,10.0,2451.0,2.0,0.0,1601.0,216.0,20.0
