,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
17057,4490.0,17306.0,0.0,3949.0,8679.0,175.0,15.0,507.0,1927.0,166.0,9166.0,252.0,148.0,14085.0,115.0,142.0,7932.0
17058,4519.0,17360.0,0.0,3974.0,8718.0,170.0,15.0,618.0,1932.0,149.0,9168.0,252.0,148.0,12861.0,115.0,159.0,8140.0
17059,4515.0,17430.0,0.0,3976.0,8716.0,178.0,16.0,869.0,1932.0,175.0,9155.0,252.0,148.0,11658.0,115.0,175.0,8134.0
17060,4526.0,17411.0,0.0,4062.0,8624.0,172.0,15.0,312.0,1930.0,24.0,9126.0,252.0,148.0,10451.0,116.0,176.0,8219.0
17061,4522.0,17489.0,0.0,4083.0,8746.0,173.0,15.0,547.0,1928.0,115.0,9177.0,252.0,148.0,9270.0,116.0,159.0,8021.0
17062,4520.0,17592.0,0.0,4100.0,8790.0,175.0,15.0,1097.0,1930.0,302.0,9182.0,252.0,148.0,8113.0,116.0,151.0,8114.0
17063,4534.0,17622.0,0.0,4177.0,8839.0,176.0,15.0,1948.0,1930.0,324.0,9177.0,252.0,148.0,6768.0,116.0,143.0,8222.0
17064,4536.0,17680.0,0.0,4397.0,8874.0,172.0,15.0,1110.0,1927.0,66.0,9182.0,252.0,148.0,5660.0,113.0,141.0,8179.0
17065,4543.0,17714.0,0.0,4393.0,8885.0,168.0,15.0,1727.0,1929.0,184.0,9183.0,252.0,148.0,4587.0,113.0,140.0,8137.0
17066,4540.0,17720.0,0.0,4401.0,8904.0,170.0,15.0,2191.0,1929.0,283.0,9181.0,252.0,148.0,3773.0,113.0,152.0,7858.0
17067,4538.0,17771.0,0.0,4383.0,8903.0,177.0,15.0,2654.0,1928.0,433.0,9185.0,252.0,148.0,2935.0,113.0,160.0,7543.0
17068,4532.0,17799.0,0.0,4317.0,8826.0,178.0,15.0,2688.0,1928.0,448.0,9188.0,252.0,148.0,2276.0,114.0,200.0,7235.0
17069,4532.0,17745.0,0.0,4292.0,8839.0,178.0,16.0,2706.0,1926.0,324.0,9182.0,252.0,148.0,1648.0,118.0,238.0,6910.0
17070,4527.0,17778.0,0.0,4313.0,8848.0,174.0,16.0,1896.0,1922.0,249.0,9187.0,252.0,148.0,1066.0,121.0,246.0,6763.0
17071,4526.0,17769.0,0.0,4291.0,8854.0,169.0,16.0,1544.0,1923.0,210.0,9184.0,252.0,148.0,606.0,121.0,251.0,6672.0
17072,4528.0,17748.0,0.0,4278.0,8907.0,179.0,16.0,1980.0,1926.0,226.0,9186.0,252.0,148.0,289.0,110.0,279.0,6823.0
17073,4527.0,17743.0,0.0,4261.0,8896.0,169.0,16.0,900.0,1930.0,129.0,9178.0,252.0,148.0,98.0,110.0,325.0,7211.0
17074,4541.0,17732.0,0.0,4299.0,8908.0,173.0,16.0,457.0,1927.0,64.0,9176.0,252.0,148.0,24.0,110.0,386.0,7721.0
17075,4541.0,17689.0,0.0,4285.0,8877.0,174.0,16.0,263.0,1925.0,42.0,9136.0,252.0,148.0,2.0,110.0,414.0,8242.0
17076,4529.0,17730.0,0.0,4291.0,8785.0,169.0,17.0,702.0,1922.0,134.0,9183.0,253.0,148.0,0.0,111.0,457.0,8492.0
17077,4537.0,17704.0,0.0,4283.0,8784.0,174.0,17.0,332.0,1924.0,72.0,9133.0,252.0,148.0,0.0,111.0,475.0,8886.0
17078,4521.0,17677.0,0.0,4173.0,8686.0,175.0,17.0,259.0,1921.0,14.0,9117.0,253.0,148.0,0.0,111.0,476.0,9372.0
17079,4507.0,17589.0,0.0,3934.0,8402.0,172.0,17.0,249.0,1920.0,10.0,9121.0,253.0,148.0,0.0,111.0,472.0,9764.0
17080,4511.0,17745.0,0.0,3568.0,7986.0,174.0,17.0,370.0,1920.0,134.0,9196.0,253.0,148.0,0.0,111.0,494.0,9993.0
17081,4511.0,17751.0,0.0,3516.0,7632.0,179.0,17.0,409.0,1922.0,62.0,9164.0,253.0,148.0,0.0,111.0,503.0,10049.0
17082,4514.0,17744.0,0.0,3509.0,7195.0,177.0,17.0,325.0,1923.0,51.0,9156.0,252.0,148.0,0.0,111.0,499.0,10242.0
17083,4511.0,17664.0,0.0,3484.0,6731.0,180.0,17.0,283.0,1925.0,10.0,9125.0,252.0,148.0,0.0,111.0,502.0,10290.0
17084,4503.0,17715.0,0.0,3210.0,5798.0,174.0,17.0,241.0,1926.0,77.0,9194.0,245.0,148.0,0.0,112.0,489.0,10416.0
17085,4501.0,17739.0,0.0,3182.0,5431.0,177.0,17.0,238.0,1930.0,66.0,9187.0,245.0,148.0,0.0,112.0,469.0,10387.0
17086,4499.0,17736.0,0.0,3186.0,5038.0,180.0,17.0,217.0,1931.0,97.0,9181.0,245.0,148.0,0.0,112.0,452.0,10267.0
17087,4498.0,17700.0,0.0,3188.0,4632.0,173.0,17.0,240.0,1934.0,80.0,9175.0,245.0,148.0,0.0,112.0,443.0,9947.0
17088,4480.0,17785.0,0.0,3162.0,4406.0,170.0,17.0,324.0,1936.0,148.0,9211.0,189.0,148.0,0.0,113.0,456.0,9768.0
17089,4469.0,17770.0,0.0,3163.0,4240.0,169.0,17.0,315.0,1935.0,141.0,9204.0,189.0,148.0,0.0,113.0,438.0,9741.0
17090,4487.0,17806.0,0.0,3165.0,4208.0,172.0,17.0,304.0,1937.0,144.0,9201.0,189.0,148.0,0.0,113.0,429.0,9630.0
17091,4497.0,17781.0,0.0,3154.0,4190.0,171.0,17.0,314.0,1941.0,159.0,9197.0,189.0,148.0,0.0,113.0,450.0,9399.0
17092,4487.0,17825.0,0.0,3149.0,4126.0,162.0,17.0,534.0,1941.0,321.0,9218.0,189.0,148.0,0.0,115.0,447.0,9162.0
17093,4503.0,17830.0,0.0,3152.0,4092.0,117.0,17.0,407.0,1945.0,225.0,9212.0,189.0,148.0,0.0,119.0,422.0,9013.0
17094,4505.0,17820.0,0.0,3166.0,4159.0,122.0,17.0,433.0,1943.0,250.0,9216.0,189.0,148.0,0.0,119.0,409.0,8822.0
17095,4494.0,17800.0,0.0,3197.0,4093.0,127.0,17.0,351.0,1940.0,225.0,9216.0,189.0,148.0,0.0,122.0,432.0,8608.0
17096,4502.0,17825.0,0.0,3330.0,3960.0,162.0,17.0,246.0,1941.0,111.0,9223.0,189.0,148.0,0.0,124.0,469.0,8428.0
17097,4490.0,17832.0,0.0,3330.0,3880.0,174.0,17.0,233.0,1940.0,85.0,9222.0,189.0,148.0,0.0,130.0,440.0,8302.0
17098,4507.0,17893.0,0.0,3336.0,3862.0,176.0,17.0,260.0,1942.0,110.0,9221.0,189.0,148.0,0.0,131.0,398.0,8083.0
17099,4510.0,17873.0,0.0,3304.0,3885.0,169.0,17.0,348.0,1944.0,98.0,9216.0,189.0,148.0,0.0,131.0,413.0,7978.0
17100,4516.0,17887.0,0.0,3175.0,3870.0,173.0,17.0,207.0,1943.0,39.0,9213.0,189.0,148.0,0.0,131.0,415.0,7883.0
17101,4513.0,17839.0,0.0,3189.0,3851.0,150.0,17.0,201.0,1942.0,45.0,9218.0,189.0,148.0,0.0,131.0,363.0,7667.0
17102,4514.0,17925.0,0.0,3196.0,3960.0,165.0,17.0,200.0,1940.0,54.0,9234.0,189.0,148.0,0.0,131.0,337.0,7541.0
17103,4517.0,17930.0,0.0,3189.0,4225.0,170.0,17.0,203.0,1938.0,59.0,9224.0,189.0,148.0,8.0,131.0,326.0,7540.0
17104,4529.0,17957.0,0.0,3171.0,4372.0,166.0,17.0,201.0,1939.0,47.0,9227.0,189.0,148.0,45.0,131.0,295.0,7454.0
17105,4542.0,18047.0,0.0,3236.0,4667.0,164.0,17.0,202.0,1935.0,49.0,9231.0,189.0,148.0,124.0,131.0,282.0,7378.0
17106,4556.0,18068.0,0.0,3293.0,5113.0,168.0,17.0,227.0,1935.0,123.0,9227.0,189.0,148.0,285.0,131.0,263.0,7240.0
17107,4567.0,17987.0,0.0,3472.0,6020.0,165.0,17.0,230.0,1933.0,120.0,9228.0,189.0,148.0,544.0,131.0,243.0,7001.0
17108,4581.0,17949.0,0.0,3962.0,6747.0,163.0,17.0,360.0,1933.0,17.0,9200.0,190.0,148.0,922.0,138.0,217.0,6977.0
17109,4562.0,17992.0,0.0,4129.0,7425.0,165.0,17.0,284.0,1935.0,25.0,9237.0,189.0,148.0,1400.0,138.0,199.0,6919.0
17110,4567.0,17854.0,0.0,4133.0,7674.0,172.0,17.0,792.0,1939.0,147.0,9239.0,189.0,148.0,1970.0,138.0,176.0,6712.0
17111,4567.0,17764.0,0.0,4158.0,7786.0,168.0,17.0,2149.0,1938.0,347.0,9240.0,189.0,148.0,2755.0,138.0,205.0,6307.0
17112,4574.0,17663.0,0.0,4541.0,7817.0,167.0,17.0,2283.0,1938.0,181.0,9219.0,189.0,148.0,3668.0,135.0,209.0,5730.0
17113,4587.0,17674.0,0.0,4575.0,7859.0,170.0,17.0,3279.0,1934.0,240.0,9234.0,189.0,148.0,4648.0,135.0,185.0,5097.0
17114,4581.0,17705.0,0.0,4615.0,7858.0,163.0,17.0,4069.0,1932.0,316.0,9232.0,189.0,148.0,5666.0,135.0,179.0,4418.0
17115,4587.0,17701.0,0.0,4663.0,7880.0,167.0,17.0,4201.0,1931.0,361.0,9234.0,189.0,148.0,6799.0,135.0,167.0,3867.0
17116,4590.0,17691.0,0.0,4805.0,7934.0,169.0,16.0,5294.0,1930.0,417.0,9220.0,189.0,148.0,8082.0,134.0,155.0,3351.0
17117,4601.0,17702.0,0.0,4821.0,7960.0,168.0,16.0,5342.0,1929.0,342.0,9224.0,189.0,148.0,9329.0,134.0,142.0,3049.0
17118,4596.0,17655.0,0.0,4836.0,7989.0,163.0,16.0,5055.0,1927.0,355.0,9223.0,190.0,148.0,10674.0,134.0,142.0,2884.0
17119,4594.0,17649.0,0.0,4873.0,8016.0,169.0,16.0,4082.0,1927.0,326.0,9222.0,196.0,148.0,11844.0,134.0,143.0,2884.0
17120,4568.0,17593.0,0.0,4764.0,8035.0,160.0,16.0,3488.0,1925.0,332.0,9212.0,203.0,148.0,12956.0,131.0,129.0,2987.0
17121,4570.0,17552.0,0.0,4806.0,8041.0,169.0,16.0,2802.0,1924.0,276.0,9196.0,204.0,148.0,14075.0,131.0,137.0,3299.0
17122,4574.0,17589.0,0.0,4759.0,8031.0,159.0,16.0,2328.0,1925.0,236.0,9189.0,207.0,148.0,15022.0,131.0,135.0,3720.0
17123,4573.0,17551.0,0.0,4704.0,8060.0,162.0,16.0,1589.0,1928.0,111.0,9183.0,207.0,148.0,15893.0,131.0,119.0,4345.0
17124,4569.0,17573.0,0.0,4641.0,8059.0,164.0,16.0,2092.0,1931.0,257.0,9177.0,213.0,148.0,16594.0,130.0,115.0,5086.0
17125,4552.0,17596.0,0.0,4647.0,8063.0,168.0,16.0,1502.0,1927.0,120.0,9172.0,215.0,148.0,17215.0,130.0,106.0,5784.0
17126,4564.0,17589.0,0.0,4660.0,8071.0,159.0,16.0,802.0,1927.0,67.0,9148.0,215.0,148.0,17820.0,130.0,96.0,6790.0
17127,4566.0,17525.0,0.0,4687.0,7996.0,164.0,16.0,654.0,1931.0,40.0,9099.0,215.0,148.0,18300.0,130.0,99.0,7579.0
17128,4568.0,17287.0,0.0,4595.0,7845.0,166.0,16.0,675.0,1931.0,190.0,9149.0,215.0,148.0,18604.0,129.0,110.0,8405.0
17129,4576.0,17175.0,0.0,4646.0,7747.0,162.0,16.0,697.0,1934.0,81.0,9142.0,215.0,148.0,18936.0,129.0,122.0,8937.0
17130,4576.0,17153.0,0.0,4699.0,7764.0,153.0,16.0,626.0,1933.0,43.0,9149.0,215.0,148.0,19199.0,129.0,113.0,9401.0
17131,4551.0,17180.0,0.0,4689.0,7765.0,156.0,16.0,626.0,1931.0,45.0,9151.0,215.0,148.0,19220.0,129.0,95.0,9729.0
17132,4552.0,17008.0,0.0,4721.0,7713.0,153.0,15.0,1231.0,1937.0,47.0,9133.0,215.0,148.0,19200.0,129.0,89.0,9690.0
17133,4531.0,16893.0,0.0,4730.0,7724.0,153.0,15.0,1254.0,1939.0,47.0,9135.0,215.0,148.0,19271.0,129.0,96.0,9912.0
17134,4514.0,16883.0,0.0,4758.0,7739.0,153.0,15.0,1384.0,1947.0,64.0,9137.0,215.0,148.0,19170.0,129.0,116.0,9903.0
17135,4512.0,16834.0,0.0,4793.0,7741.0,164.0,15.0,1407.0,1947.0,78.0,9129.0,214.0,148.0,18890.0,129.0,102.0,9895.0
17136,4516.0,16647.0,0.0,4808.0,7750.0,160.0,15.0,1658.0,1953.0,84.0,9157.0,211.0,148.0,18724.0,129.0,108.0,9768.0
17137,4503.0,16617.0,0.0,4840.0,7750.0,155.0,15.0,1881.0,1952.0,106.0,9165.0,211.0,148.0,18029.0,129.0,103.0,9883.0
17138,4515.0,16610.0,0.0,4858.0,7730.0,154.0,15.0,1927.0,1959.0,84.0,9160.0,211.0,148.0,17712.0,129.0,107.0,9784.0
17139,4507.0,16585.0,0.0,4844.0,7753.0,154.0,15.0,1600.0,1965.0,67.0,9157.0,210.0,148.0,17192.0,129.0,117.0,9803.0
17140,4488.0,16614.0,0.0,4802.0,7794.0,156.0,15.0,1274.0,1970.0,51.0,9166.0,207.0,148.0,16813.0,129.0,110.0,9876.0
17141,4477.0,16536.0,0.0,4800.0,7796.0,161.0,15.0,1369.0,1973.0,51.0,9158.0,207.0,148.0,16197.0,129.0,111.0,9913.0
17142,4480.0,16553.0,0.0,4809.0,7793.0,163.0,15.0,1378.0,1976.0,50.0,9151.0,207.0,148.0,15560.0,129.0,132.0,10094.0
17143,4483.0,16597.0,0.0,4800.0,7783.0,161.0,15.0,1333.0,1979.0,54.0,9150.0,206.0,148.0,14908.0,129.0,148.0,10042.0
17144,4518.0,16862.0,0.0,4899.0,7822.0,163.0,15.0,1122.0,1986.0,55.0,9155.0,204.0,148.0,14371.0,129.0,174.0,10041.0
17145,4491.0,16880.0,0.0,4938.0,7827.0,105.0,15.0,1117.0,1986.0,55.0,9166.0,203.0,148.0,13416.0,129.0,163.0,9951.0
17146,4479.0,16858.0,0.0,4963.0,7799.0,81.0,15.0,1329.0,1987.0,57.0,9161.0,204.0,148.0,12838.0,129.0,178.0,10045.0
17147,4486.0,16929.0,0.0,4994.0,7812.0,76.0,15.0,1318.0,1986.0,57.0,9160.0,204.0,148.0,12251.0,129.0,202.0,9951.0
17148,4496.0,17310.0,0.0,5007.0,7846.0,82.0,15.0,818.0,1986.0,61.0,9163.0,204.0,148.0,11577.0,129.0,234.0,9960.0
17149,4507.0,17402.0,0.0,4989.0,7861.0,142.0,15.0,816.0,1987.0,60.0,9162.0,204.0,148.0,11054.0,129.0,297.0,10072.0
17150,4502.0,17408.0,0.0,4961.0,7861.0,128.0,16.0,1173.0,1983.0,60.0,9158.0,204.0,148.0,10329.0,129.0,387.0,10225.0
17151,4517.0,17463.0,0.0,4939.0,7875.0,69.0,16.0,1674.0,1981.0,76.0,9160.0,204.0,148.0,9715.0,129.0,463.0,10170.0
17152,4527.0,17571.0,0.0,4933.0,7924.0,74.0,16.0,1225.0,1985.0,91.0,9144.0,204.0,148.0,8994.0,129.0,527.0,10143.0
17153,4533.0,17684.0,0.0,4936.0,7951.0,76.0,16.0,1402.0,1992.0,91.0,9147.0,204.0,148.0,8304.0,129.0,554.0,10030.0
17154,4538.0,17692.0,0.0,4936.0,7963.0,79.0,15.0,1805.0,2003.0,92.0,9143.0,204.0,148.0,7608.0,129.0,584.0,9981.0
17155,4539.0,17679.0,0.0,4908.0,7953.0,67.0,15.0,2307.0,2007.0,92.0,9146.0,204.0,148.0,6868.0,129.0,595.0,9836.0
17156,4569.0,17689.0,0.0,4973.0,7941.0,75.0,15.0,1015.0,2018.0,58.0,9133.0,208.0,148.0,6153.0,129.0,587.0,9675.0
17157,4561.0,17715.0,0.0,4973.0,7937.0,67.0,15.0,1485.0,2026.0,62.0,9141.0,207.0,148.0,5459.0,129.0,580.0,9742.0
17158,4553.0,17784.0,0.0,4977.0,7934.0,59.0,15.0,1887.0,2030.0,90.0,9138.0,207.0,148.0,4806.0,129.0,608.0,9725.0
17159,4540.0,17804.0,0.0,4982.0,7944.0,67.0,15.0,2334.0,2035.0,89.0,9137.0,207.0,148.0,4117.0,129.0,607.0,9500.0
17160,4543.0,17843.0,0.0,4938.0,7972.0,61.0,15.0,1878.0,2039.0,48.0,9138.0,203.0,148.0,3444.0,129.0,602.0,9310.0
17161,4545.0,17897.0,0.0,4912.0,7964.0,67.0,15.0,1860.0,2043.0,77.0,9144.0,200.0,148.0,2825.0,129.0,642.0,9305.0
17162,4537.0,17883.0,0.0,4928.0,7975.0,60.0,15.0,2157.0,2044.0,89.0,9144.0,200.0,148.0,2246.0,129.0,691.0,9257.0
17163,4514.0,17867.0,0.0,4912.0,7928.0,65.0,15.0,2267.0,2044.0,88.0,9141.0,199.0,148.0,1746.0,129.0,760.0,8827.0
17164,4524.0,17868.0,0.0,4783.0,7917.0,71.0,15.0,2041.0,2048.0,90.0,9147.0,188.0,148.0,1319.0,129.0,755.0,8463.0
17165,4529.0,17893.0,0.0,4777.0,7893.0,61.0,15.0,1690.0,2051.0,50.0,9147.0,186.0,148.0,954.0,129.0,738.0,8211.0
17166,4529.0,17829.0,0.0,4786.0,7847.0,62.0,15.0,1549.0,2054.0,70.0,9150.0,186.0,148.0,663.0,129.0,783.0,7975.0
17167,4510.0,17800.0,0.0,4763.0,7818.0,62.0,16.0,1301.0,2056.0,75.0,9151.0,186.0,148.0,409.0,129.0,783.0,7788.0
17168,4523.0,17806.0,0.0,4760.0,7816.0,71.0,16.0,1881.0,2064.0,81.0,9163.0,186.0,148.0,225.0,129.0,748.0,7787.0
17169,4519.0,17771.0,0.0,4749.0,7807.0,67.0,16.0,1990.0,2065.0,87.0,9163.0,186.0,148.0,95.0,129.0,781.0,8171.0
17170,4521.0,17674.0,0.0,4747.0,7798.0,67.0,15.0,1035.0,2067.0,83.0,9156.0,186.0,148.0,24.0,129.0,816.0,8432.0
17171,4501.0,17517.0,0.0,4719.0,7752.0,66.0,16.0,964.0,2067.0,68.0,9150.0,186.0,148.0,2.0,129.0,809.0,8678.0
17172,4489.0,17491.0,0.0,4664.0,7682.0,67.0,16.0,1227.0,2066.0,63.0,9149.0,186.0,148.0,0.0,132.0,820.0,8796.0
17173,4483.0,17501.0,0.0,4573.0,7567.0,69.0,16.0,800.0,2065.0,64.0,9128.0,186.0,148.0,0.0,132.0,837.0,9020.0
17174,4486.0,17576.0,0.0,4350.0,7274.0,65.0,16.0,526.0,2062.0,64.0,9161.0,186.0,148.0,0.0,132.0,821.0,9199.0
17175,4481.0,17521.0,0.0,4179.0,7024.0,61.0,16.0,559.0,2062.0,65.0,9159.0,186.0,148.0,0.0,132.0,790.0,9301.0
17176,4483.0,17513.0,0.0,3801.0,6811.0,63.0,16.0,812.0,2063.0,77.0,9168.0,186.0,148.0,0.0,130.0,717.0,9432.0
17177,4472.0,17159.0,0.0,3614.0,6557.0,67.0,16.0,699.0,2060.0,69.0,9163.0,187.0,148.0,0.0,130.0,693.0,9531.0
17178,4475.0,17095.0,0.0,3357.0,6333.0,69.0,16.0,599.0,2061.0,67.0,9162.0,190.0,148.0,0.0,130.0,621.0,9551.0
17179,4466.0,17101.0,0.0,3315.0,6141.0,64.0,16.0,483.0,2064.0,61.0,9144.0,190.0,148.0,0.0,130.0,633.0,9523.0
17180,4466.0,17082.0,0.0,1861.0,5237.0,69.0,16.0,518.0,2070.0,74.0,9163.0,2921.0,148.0,0.0,56.0,689.0,9556.0
17181,4475.0,17069.0,0.0,1867.0,5103.0,64.0,16.0,503.0,2076.0,68.0,9158.0,2653.0,148.0,0.0,56.0,695.0,9391.0
17182,4477.0,17130.0,0.0,1865.0,5045.0,68.0,16.0,422.0,2079.0,49.0,9154.0,2703.0,148.0,0.0,56.0,722.0,9266.0
17183,4473.0,17154.0,0.0,1862.0,4958.0,71.0,16.0,431.0,2082.0,45.0,9153.0,2720.0,148.0,0.0,56.0,677.0,9107.0
17184,4475.0,17180.0,0.0,3056.0,5239.0,64.0,16.0,434.0,2085.0,56.0,9161.0,200.0,148.0,0.0,131.0,636.0,8815.0
17185,4445.0,17126.0,0.0,3056.0,5118.0,63.0,16.0,454.0,2087.0,50.0,9155.0,200.0,148.0,0.0,131.0,687.0,8631.0
17186,4464.0,17155.0,0.0,3056.0,5091.0,72.0,16.0,460.0,2090.0,51.0,9157.0,200.0,148.0,0.0,131.0,723.0,8347.0
17187,4469.0,17120.0,0.0,3046.0,4964.0,73.0,16.0,412.0,2087.0,47.0,9156.0,200.0,148.0,0.0,131.0,790.0,8107.0
17188,4476.0,17161.0,0.0,3075.0,4995.0,108.0,16.0,445.0,2086.0,54.0,9166.0,200.0,148.0,0.0,131.0,825.0,7908.0
17189,4472.0,17124.0,0.0,3061.0,4931.0,112.0,16.0,456.0,2085.0,52.0,9159.0,200.0,148.0,0.0,131.0,821.0,7850.0
17190,4479.0,17140.0,0.0,3079.0,4913.0,118.0,16.0,402.0,2082.0,45.0,9159.0,200.0,148.0,0.0,131.0,878.0,7675.0
17191,4481.0,17131.0,0.0,3054.0,4852.0,113.0,16.0,396.0,2080.0,45.0,9154.0,200.0,148.0,0.0,131.0,917.0,7575.0
17192,4472.0,17149.0,0.0,3103.0,4778.0,110.0,16.0,388.0,2072.0,45.0,9165.0,200.0,148.0,0.0,132.0,895.0,7596.0
17193,4471.0,17145.0,0.0,3101.0,4763.0,114.0,16.0,394.0,2070.0,38.0,9159.0,200.0,148.0,0.0,132.0,911.0,7473.0
17194,4476.0,17158.0,0.0,3120.0,4774.0,111.0,16.0,388.0,2066.0,38.0,9162.0,200.0,148.0,0.0,132.0,967.0,7398.0
17195,4487.0,17121.0,0.0,3105.0,4705.0,120.0,16.0,388.0,2063.0,36.0,9155.0,200.0,148.0,0.0,132.0,935.0,7382.0
17196,4474.0,17118.0,0.0,3138.0,4506.0,147.0,16.0,410.0,2060.0,39.0,9164.0,200.0,148.0,0.0,132.0,908.0,7463.0
17197,4481.0,17128.0,0.0,3132.0,4536.0,155.0,16.0,388.0,2057.0,34.0,9158.0,200.0,148.0,0.0,132.0,924.0,7276.0
17198,4489.0,17147.0,0.0,3144.0,4655.0,160.0,16.0,392.0,2055.0,36.0,9163.0,200.0,148.0,0.0,132.0,976.0,7185.0
17199,4500.0,17077.0,0.0,3137.0,4752.0,162.0,16.0,388.0,2053.0,35.0,9155.0,200.0,148.0,8.0,132.0,1064.0,7148.0
17200,4510.0,17129.0,0.0,3250.0,5343.0,164.0,15.0,388.0,2052.0,37.0,9157.0,204.0,148.0,42.0,132.0,1086.0,7078.0
17201,4508.0,17119.0,0.0,3288.0,5586.0,163.0,15.0,388.0,2048.0,33.0,9145.0,209.0,148.0,113.0,132.0,1140.0,7097.0
17202,4526.0,17207.0,0.0,3326.0,5902.0,156.0,15.0,388.0,2046.0,36.0,9162.0,209.0,148.0,251.0,132.0,1186.0,7036.0
17203,4524.0,17180.0,0.0,3317.0,6343.0,168.0,15.0,431.0,2038.0,37.0,9171.0,209.0,148.0,457.0,132.0,1176.0,6815.0
17204,4533.0,17272.0,0.0,3562.0,6701.0,156.0,15.0,539.0,2030.0,33.0,9174.0,216.0,148.0,760.0,137.0,1154.0,6644.0
17205,4528.0,17326.0,0.0,3597.0,7085.0,161.0,15.0,412.0,2033.0,47.0,9184.0,216.0,148.0,1174.0,137.0,1080.0,6454.0
17206,4518.0,17373.0,0.0,3579.0,7360.0,157.0,15.0,1328.0,2026.0,72.0,9197.0,216.0,148.0,1718.0,137.0,989.0,6169.0
17207,4520.0,17376.0,0.0,3609.0,7541.0,153.0,15.0,2004.0,2023.0,78.0,9197.0,223.0,148.0,2453.0,137.0,1045.0,5748.0
17208,4522.0,17352.0,0.0,3802.0,7710.0,160.0,15.0,1813.0,2023.0,76.0,9182.0,227.0,148.0,3218.0,136.0,1078.0,5190.0
17209,4518.0,17402.0,0.0,3795.0,7821.0,154.0,15.0,2684.0,2026.0,79.0,9187.0,227.0,148.0,4096.0,136.0,1113.0,4552.0
17210,4511.0,17401.0,0.0,3798.0,7847.0,161.0,15.0,3118.0,2029.0,77.0,9191.0,227.0,148.0,5048.0,136.0,1107.0,4110.0
17211,4514.0,17410.0,0.0,3772.0,7867.0,150.0,15.0,3265.0,2033.0,92.0,9185.0,227.0,148.0,6078.0,136.0,1094.0,3745.0
17212,4516.0,17410.0,0.0,3952.0,7836.0,150.0,15.0,4044.0,2034.0,94.0,9175.0,227.0,148.0,7169.0,133.0,1004.0,3442.0
17213,4523.0,17422.0,0.0,3949.0,7837.0,151.0,15.0,3940.0,2035.0,95.0,9183.0,227.0,148.0,8321.0,133.0,988.0,3168.0
17214,4530.0,17404.0,0.0,3941.0,7876.0,156.0,15.0,3564.0,2035.0,94.0,9179.0,227.0,148.0,9514.0,133.0,961.0,2954.0
17215,4514.0,17426.0,0.0,3940.0,7872.0,153.0,15.0,3085.0,2032.0,61.0,9179.0,227.0,148.0,10600.0,133.0,935.0,2818.0
17216,4511.0,17448.0,0.0,3906.0,7829.0,159.0,15.0,3241.0,2030.0,93.0,9172.0,227.0,148.0,11955.0,131.0,863.0,2748.0
17217,4509.0,17484.0,0.0,3944.0,7834.0,160.0,15.0,2681.0,2027.0,94.0,9172.0,227.0,148.0,13036.0,131.0,909.0,2808.0
17218,4526.0,17469.0,0.0,3914.0,7837.0,155.0,15.0,2081.0,2027.0,94.0,9169.0,227.0,148.0,14395.0,131.0,1001.0,2891.0
17219,4520.0,17444.0,0.0,3919.0,7835.0,146.0,15.0,1415.0,2027.0,34.0,9159.0,227.0,148.0,15689.0,131.0,978.0,3010.0
17220,4523.0,17453.0,0.0,3861.0,7814.0,145.0,15.0,1074.0,2025.0,85.0,9169.0,229.0,148.0,16692.0,130.0,1054.0,3091.0
17221,4518.0,17455.0,0.0,3869.0,7804.0,150.0,15.0,637.0,2028.0,87.0,9173.0,229.0,148.0,17908.0,130.0,1158.0,3237.0
17222,4515.0,17433.0,0.0,3874.0,7752.0,149.0,15.0,509.0,2030.0,57.0,9172.0,229.0,148.0,18919.0,130.0,1237.0,3366.0
17223,4507.0,17368.0,0.0,3854.0,7712.0,148.0,15.0,500.0,2027.0,48.0,9153.0,229.0,148.0,19899.0,130.0,1130.0,3696.0
17224,4526.0,17362.0,0.0,3796.0,7704.0,154.0,15.0,736.0,2027.0,52.0,9156.0,229.0,148.0,20769.0,130.0,1046.0,4053.0
17225,4489.0,17363.0,0.0,3789.0,7711.0,154.0,15.0,799.0,2022.0,51.0,9154.0,229.0,148.0,21641.0,130.0,1095.0,4344.0
17226,4476.0,17302.0,0.0,3796.0,7626.0,157.0,15.0,634.0,2022.0,46.0,9141.0,229.0,148.0,22387.0,130.0,1172.0,4512.0
17227,4464.0,17299.0,0.0,3781.0,7370.0,147.0,15.0,437.0,2017.0,46.0,9137.0,229.0,148.0,22986.0,130.0,1098.0,4709.0
17228,4484.0,17314.0,0.0,3765.0,7108.0,158.0,15.0,825.0,2023.0,41.0,9139.0,230.0,148.0,23679.0,130.0,1039.0,5004.0
