,Fossil Gas  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
4839,374.0,638.0,10182.0,236.0,183.0
4840,375.0,640.0,11152.0,407.0,178.0
4841,373.0,641.0,12511.0,409.0,152.0
4842,379.0,639.0,12929.0,407.0,142.0
4843,381.0,635.0,12783.0,403.0,143.0
4844,368.0,637.0,12346.0,403.0,145.0
4845,365.0,637.0,11790.0,404.0,136.0
4846,362.0,632.0,9349.0,203.0,149.0
4847,362.0,628.0,8001.0,41.0,150.0
4848,362.0,627.0,7021.0,40.0,169.0
4849,363.0,623.0,6586.0,40.0,164.0
4850,366.0,620.0,6213.0,39.0,155.0
4851,363.0,618.0,5859.0,38.0,141.0
4852,367.0,624.0,5725.0,37.0,157.0
4853,367.0,628.0,6209.0,36.0,152.0
4854,375.0,628.0,7517.0,36.0,154.0
4855,372.0,625.0,8664.0,37.0,171.0
4856,371.0,627.0,9615.0,37.0,128.0
4857,376.0,620.0,9958.0,36.0,129.0
4858,382.0,620.0,10069.0,37.0,166.0
4859,387.0,622.0,9878.0,37.0,157.0
4860,389.0,629.0,9700.0,38.0,169.0
4861,389.0,628.0,9253.0,38.0,162.0
4862,390.0,628.0,8968.0,38.0,191.0
4863,390.0,626.0,8997.0,37.0,178.0
4864,392.0,626.0,9367.0,37.0,193.0
4865,390.0,626.0,10160.0,36.0,180.0
4866,392.0,627.0,11828.0,35.0,166.0
4867,381.0,625.0,12670.0,34.0,155.0
4868,379.0,626.0,13135.0,34.0,129.0
4869,393.0,625.0,12407.0,36.0,147.0
4870,390.0,619.0,9764.0,37.0,166.0
4871,392.0,610.0,7047.0,221.0,126.0
4872,391.0,607.0,5615.0,38.0,154.0
4873,392.0,609.0,5278.0,40.0,233.0
4874,388.0,609.0,5227.0,39.0,212.0
4875,381.0,610.0,5249.0,37.0,161.0
4876,381.0,615.0,5990.0,36.0,147.0
4877,381.0,636.0,9701.0,205.0,181.0
4878,381.0,653.0,13594.0,220.0,139.0
4879,380.0,665.0,14638.0,223.0,98.0
4880,385.0,656.0,14728.0,392.0,76.0
4881,392.0,660.0,14860.0,389.0,75.0
4882,392.0,664.0,15018.0,216.0,69.0
4883,397.0,669.0,14943.0,394.0,62.0
4884,379.0,670.0,14401.0,384.0,74.0
4885,384.0,673.0,14357.0,380.0,87.0
4886,350.0,675.0,14689.0,383.0,106.0
4887,338.0,675.0,14936.0,404.0,99.0
4888,368.0,678.0,14803.0,395.0,109.0
4889,370.0,680.0,14463.0,394.0,115.0
4890,372.0,680.0,14473.0,395.0,123.0
4891,378.0,680.0,14423.0,395.0,164.0
4892,373.0,681.0,14286.0,396.0,179.0
4893,373.0,680.0,14002.0,399.0,182.0
4894,382.0,675.0,11929.0,377.0,209.0
4895,379.0,665.0,9484.0,220.0,198.0
4896,379.0,661.0,8037.0,223.0,165.0
4897,375.0,658.0,7005.0,37.0,147.0
4898,377.0,662.0,6539.0,37.0,133.0
4899,378.0,661.0,6462.0,69.0,191.0
4900,378.0,660.0,7499.0,157.0,167.0
4901,377.0,680.0,11141.0,206.0,189.0
4902,377.0,681.0,14074.0,225.0,137.0
4903,376.0,689.0,14676.0,403.0,114.0
4904,342.0,689.0,14954.0,404.0,128.0
4905,341.0,692.0,15163.0,407.0,148.0
4906,336.0,696.0,15196.0,407.0,164.0
4907,336.0,697.0,14989.0,405.0,196.0
4908,335.0,691.0,14939.0,404.0,195.0
4909,340.0,694.0,15073.0,405.0,199.0
4910,342.0,695.0,15093.0,406.0,179.0
4911,340.0,694.0,14937.0,404.0,166.0
4912,344.0,695.0,14837.0,405.0,114.0
4913,380.0,695.0,14732.0,408.0,82.0
4914,381.0,690.0,14651.0,410.0,84.0
4915,382.0,692.0,14152.0,410.0,72.0
4916,382.0,693.0,14090.0,412.0,60.0
4917,380.0,694.0,14002.0,408.0,74.0
4918,379.0,695.0,12294.0,405.0,75.0
4919,391.0,680.0,10373.0,253.0,74.0
4920,388.0,678.0,8481.0,209.0,68.0
4921,390.0,679.0,7529.0,38.0,72.0
4922,392.0,678.0,7350.0,37.0,47.0
4923,389.0,680.0,7220.0,52.0,43.0
4924,391.0,680.0,8390.0,222.0,65.0
4925,392.0,699.0,11579.0,222.0,60.0
4926,391.0,705.0,13692.0,222.0,42.0
4927,381.0,706.0,14415.0,221.0,25.0
4928,382.0,708.0,14754.0,223.0,26.0
4929,386.0,712.0,15038.0,223.0,35.0
4930,370.0,713.0,15311.0,225.0,46.0
4931,375.0,714.0,15236.0,411.0,56.0
4932,371.0,711.0,14731.0,411.0,76.0
4933,370.0,716.0,14667.0,411.0,88.0
4934,369.0,715.0,14552.0,411.0,88.0
4935,374.0,713.0,14223.0,411.0,103.0
4936,377.0,712.0,14081.0,411.0,89.0
4937,379.0,714.0,14385.0,410.0,94.0
4938,380.0,708.0,14524.0,225.0,72.0
4939,376.0,707.0,14097.0,225.0,63.0
4940,377.0,704.0,13845.0,225.0,70.0
4941,377.0,704.0,13758.0,224.0,78.0
4942,379.0,703.0,12427.0,224.0,70.0
4943,379.0,697.0,9189.0,213.0,83.0
4944,376.0,695.0,7969.0,210.0,94.0
4945,379.0,692.0,7058.0,154.0,109.0
4946,379.0,691.0,6561.0,153.0,108.0
4947,378.0,691.0,6489.0,154.0,105.0
4948,378.0,690.0,7586.0,154.0,93.0
4949,381.0,706.0,10784.0,208.0,62.0
4950,385.0,708.0,13876.0,223.0,41.0
4951,380.0,710.0,14604.0,408.0,27.0
4952,375.0,713.0,14922.0,411.0,30.0
4953,383.0,717.0,15181.0,411.0,37.0
4954,360.0,714.0,15092.0,411.0,43.0
4955,359.0,713.0,15000.0,413.0,55.0
4956,372.0,713.0,14839.0,414.0,101.0
4957,372.0,715.0,14818.0,414.0,125.0
4958,389.0,712.0,14883.0,414.0,113.0
4959,389.0,710.0,14980.0,414.0,128.0
4960,391.0,705.0,14873.0,415.0,153.0
4961,379.0,710.0,14743.0,416.0,151.0
4962,386.0,711.0,14573.0,416.0,173.0
4963,390.0,713.0,14394.0,418.0,171.0
4964,391.0,711.0,13850.0,422.0,151.0
4965,391.0,709.0,12671.0,434.0,159.0
4966,391.0,704.0,9806.0,265.0,174.0
4967,388.0,694.0,8004.0,236.0,195.0
4968,392.0,691.0,6618.0,183.0,236.0
4969,390.0,689.0,5784.0,177.0,245.0
4970,389.0,687.0,5491.0,182.0,345.0
4971,391.0,692.0,5356.0,188.0,390.0
4972,390.0,698.0,6779.0,220.0,359.0
4973,391.0,718.0,10168.0,235.0,349.0
4974,391.0,723.0,13127.0,250.0,307.0
4975,392.0,723.0,14396.0,249.0,259.0
4976,392.0,728.0,14566.0,249.0,238.0
4977,390.0,727.0,14650.0,433.0,242.0
4978,361.0,718.0,14124.0,432.0,251.0
4979,363.0,714.0,13750.0,432.0,261.0
4980,394.0,714.0,13093.0,432.0,242.0
4981,388.0,719.0,12516.0,425.0,217.0
4982,394.0,717.0,12846.0,227.0,265.0
4983,389.0,705.0,13511.0,227.0,273.0
4984,391.0,703.0,13889.0,242.0,253.0
4985,379.0,695.0,13840.0,239.0,237.0
4986,383.0,694.0,13697.0,239.0,246.0
4987,383.0,695.0,13020.0,243.0,297.0
4988,386.0,694.0,12399.0,235.0,347.0
4989,386.0,691.0,10589.0,215.0,413.0
4990,387.0,687.0,8260.0,102.0,523.0
4991,386.0,672.0,6941.0,71.0,497.0
4992,387.0,665.0,5854.0,77.0,542.0
4993,386.0,668.0,5487.0,76.0,588.0
4994,385.0,666.0,5186.0,68.0,562.0
4995,385.0,663.0,4936.0,72.0,605.0
4996,387.0,658.0,4556.0,72.0,603.0
4997,386.0,661.0,5374.0,63.0,535.0
4998,387.0,667.0,6883.0,64.0,564.0
4999,388.0,672.0,8807.0,71.0,602.0
5000,386.0,668.0,10168.0,72.0,576.0
5001,387.0,662.0,10441.0,72.0,585.0
5002,382.0,661.0,10189.0,76.0,631.0
5003,380.0,660.0,9816.0,75.0,644.0
5004,383.0,659.0,8919.0,75.0,665.0
5005,380.0,663.0,8728.0,79.0,662.0
5006,381.0,660.0,8349.0,81.0,680.0
5007,388.0,665.0,8525.0,75.0,615.0
5008,384.0,665.0,8686.0,77.0,639.0
5009,388.0,666.0,9162.0,79.0,642.0
5010,386.0,664.0,9856.0,75.0,595.0
5011,389.0,667.0,10268.0,76.0,608.0
5012,387.0,667.0,10471.0,83.0,650.0
5013,392.0,663.0,10245.0,83.0,579.0
5014,389.0,659.0,7763.0,80.0,564.0
5015,393.0,659.0,5960.0,71.0,491.0
5016,393.0,657.0,5130.0,68.0,413.0
5017,393.0,656.0,4831.0,68.0,380.0
5018,395.0,656.0,4669.0,71.0,374.0
5019,393.0,657.0,4681.0,71.0,346.0
5020,394.0,662.0,4885.0,72.0,388.0
5021,388.0,661.0,5383.0,73.0,452.0
5022,386.0,673.0,6609.0,74.0,454.0
5023,388.0,677.0,7834.0,76.0,476.0
5024,384.0,686.0,8606.0,77.0,520.0
5025,385.0,687.0,9095.0,73.0,519.0
5026,388.0,681.0,9186.0,67.0,451.0
5027,389.0,685.0,9090.0,51.0,392.0
5028,387.0,688.0,9065.0,49.0,374.0
5029,378.0,687.0,9120.0,48.0,365.0
5030,370.0,686.0,9052.0,48.0,315.0
5031,370.0,690.0,9000.0,49.0,312.0
5032,374.0,689.0,9571.0,52.0,346.0
5033,375.0,687.0,10036.0,211.0,374.0
5034,375.0,701.0,11866.0,230.0,378.0
5035,378.0,701.0,12562.0,234.0,429.0
5036,367.0,706.0,12698.0,237.0,446.0
5037,366.0,704.0,12817.0,253.0,518.0
5038,368.0,698.0,10474.0,116.0,622.0
5039,364.0,711.0,7262.0,79.0,626.0
5040,370.0,716.0,5890.0,78.0,643.0
5041,366.0,725.0,5395.0,80.0,636.0
5042,366.0,728.0,5166.0,82.0,627.0
5043,385.0,731.0,5358.0,90.0,613.0
5044,387.0,729.0,6394.0,83.0,602.0
5045,383.0,742.0,9497.0,109.0,597.0
5046,391.0,740.0,12640.0,196.0,522.0
5047,385.0,742.0,13563.0,250.0,524.0
5048,387.0,742.0,14094.0,254.0,544.0
5049,377.0,743.0,14222.0,254.0,541.0
5050,379.0,736.0,14159.0,252.0,516.0
5051,377.0,735.0,14179.0,256.0,496.0
5052,377.0,742.0,14359.0,262.0,470.0
5053,370.0,740.0,13933.0,264.0,463.0
5054,375.0,753.0,13999.0,260.0,457.0
5055,371.0,758.0,14271.0,262.0,439.0
5056,372.0,752.0,14169.0,257.0,422.0
5057,372.0,751.0,14084.0,254.0,399.0
5058,375.0,751.0,14167.0,250.0,405.0
5059,375.0,754.0,14003.0,244.0,385.0
5060,384.0,752.0,13951.0,257.0,430.0
5061,381.0,749.0,13352.0,259.0,451.0
5062,381.0,754.0,10307.0,78.0,443.0
5063,381.0,744.0,8229.0,69.0,398.0
5064,383.0,749.0,7429.0,70.0,365.0
5065,380.0,743.0,7321.0,73.0,396.0
5066,381.0,742.0,7063.0,71.0,391.0
5067,385.0,740.0,6580.0,71.0,429.0
5068,382.0,741.0,7634.0,71.0,428.0
5069,382.0,746.0,10480.0,100.0,428.0
5070,382.0,751.0,12936.0,246.0,417.0
5071,376.0,761.0,13770.0,252.0,381.0
5072,368.0,759.0,14209.0,253.0,372.0
5073,377.0,756.0,13861.0,252.0,368.0
5074,375.0,754.0,14004.0,252.0,361.0
5075,368.0,761.0,13647.0,249.0,346.0
5076,367.0,770.0,13114.0,253.0,332.0
5077,372.0,779.0,12690.0,252.0,304.0
5078,367.0,784.0,13081.0,250.0,274.0
5079,369.0,790.0,13068.0,240.0,235.0
5080,366.0,796.0,13590.0,237.0,192.0
5081,361.0,803.0,13879.0,233.0,151.0
5082,370.0,802.0,13930.0,232.0,154.0
5083,371.0,801.0,13535.0,228.0,129.0
5084,368.0,801.0,13393.0,236.0,189.0
5085,372.0,797.0,13142.0,234.0,153.0
5086,377.0,801.0,10890.0,200.0,116.0
5087,385.0,795.0,7725.0,62.0,86.0
5088,389.0,803.0,7389.0,62.0,78.0
5089,391.0,809.0,7015.0,63.0,65.0
5090,386.0,811.0,6888.0,62.0,78.0
5091,384.0,808.0,6887.0,61.0,80.0
5092,382.0,802.0,7531.0,61.0,116.0
5093,384.0,808.0,10867.0,66.0,145.0
5094,393.0,824.0,13442.0,205.0,124.0
5095,391.0,821.0,14026.0,235.0,124.0
5096,382.0,821.0,14157.0,230.0,116.0
5097,377.0,821.0,14337.0,229.0,113.0
5098,375.0,823.0,14369.0,228.0,137.0
5099,377.0,822.0,14293.0,231.0,141.0
5100,377.0,819.0,14214.0,233.0,130.0
5101,374.0,808.0,14182.0,233.0,125.0
5102,375.0,803.0,14133.0,231.0,102.0
5103,363.0,804.0,14260.0,233.0,118.0
5104,371.0,801.0,14328.0,233.0,106.0
5105,364.0,794.0,14131.0,231.0,108.0
5106,357.0,791.0,14106.0,232.0,100.0
5107,366.0,790.0,14112.0,233.0,111.0
5108,363.0,797.0,13992.0,234.0,106.0
5109,363.0,796.0,13684.0,234.0,118.0
5110,343.0,791.0,11720.0,233.0,148.0
5111,343.0,835.0,9024.0,119.0,173.0
5112,362.0,836.0,7957.0,78.0,232.0
5113,355.0,824.0,7878.0,77.0,225.0
5114,365.0,828.0,7303.0,77.0,231.0
5115,360.0,829.0,7107.0,76.0,221.0
5116,360.0,830.0,7858.0,90.0,218.0
5117,373.0,836.0,11213.0,249.0,229.0
5118,363.0,870.0,13600.0,248.0,221.0
5119,357.0,886.0,14130.0,247.0,202.0
5120,361.0,891.0,14305.0,248.0,194.0
5121,350.0,895.0,14298.0,247.0,207.0
5122,358.0,895.0,14368.0,249.0,205.0
5123,355.0,908.0,14237.0,250.0,217.0
5124,354.0,922.0,14414.0,248.0,209.0
5125,344.0,914.0,14581.0,248.0,207.0
5126,352.0,909.0,14557.0,246.0,194.0
5127,352.0,905.0,14458.0,245.0,200.0
5128,350.0,905.0,14390.0,242.0,192.0
5129,359.0,906.0,14310.0,241.0,188.0
5130,359.0,919.0,14268.0,241.0,182.0
5131,359.0,921.0,13686.0,241.0,144.0
5132,359.0,921.0,13655.0,241.0,156.0
5133,369.0,916.0,13444.0,240.0,154.0
5134,380.0,915.0,12100.0,240.0,115.0
5135,379.0,884.0,10405.0,74.0,128.0
5136,378.0,881.0,8586.0,61.0,134.0
5137,378.0,879.0,7962.0,61.0,139.0
5138,380.0,881.0,7548.0,62.0,147.0
5139,375.0,881.0,7752.0,63.0,137.0
5140,378.0,880.0,8507.0,65.0,123.0
5141,380.0,880.0,12227.0,220.0,98.0
5142,381.0,903.0,13446.0,235.0,100.0
5143,375.0,904.0,14091.0,236.0,69.0
5144,376.0,913.0,14499.0,237.0,77.0
5145,379.0,907.0,14627.0,239.0,76.0
5146,381.0,914.0,14576.0,228.0,63.0
5147,379.0,917.0,14532.0,227.0,67.0
5148,380.0,919.0,14533.0,228.0,74.0
5149,378.0,902.0,14595.0,230.0,89.0
5150,382.0,908.0,14516.0,230.0,79.0
5151,377.0,913.0,14537.0,231.0,88.0
5152,381.0,915.0,14543.0,232.0,87.0
5153,380.0,911.0,14514.0,235.0,74.0
5154,386.0,906.0,14430.0,231.0,68.0
5155,386.0,906.0,13683.0,230.0,61.0
5156,386.0,905.0,13548.0,231.0,61.0
5157,382.0,898.0,13166.0,230.0,68.0
5158,385.0,897.0,12448.0,229.0,69.0
5159,386.0,905.0,11886.0,63.0,64.0
5160,385.0,899.0,9790.0,63.0,84.0
5161,383.0,893.0,8205.0,63.0,87.0
5162,384.0,891.0,7458.0,61.0,79.0
5163,384.0,893.0,7002.0,62.0,75.0
5164,383.0,893.0,6974.0,63.0,68.0
5165,389.0,894.0,8064.0,65.0,65.0
5166,387.0,899.0,10370.0,237.0,64.0
5167,384.0,903.0,12547.0,237.0,77.0
5168,386.0,900.0,13372.0,239.0,101.0
5169,385.0,907.0,13355.0,243.0,129.0
5170,391.0,907.0,12665.0,246.0,158.0
5171,387.0,911.0,11850.0,245.0,161.0
5172,386.0,906.0,10770.0,249.0,202.0
5173,385.0,913.0,10896.0,81.0,220.0
5174,393.0,908.0,10644.0,82.0,254.0
5175,392.0,907.0,10951.0,124.0,298.0
5176,388.0,906.0,11659.0,253.0,323.0
5177,391.0,902.0,12554.0,250.0,331.0
5178,391.0,896.0,12375.0,248.0,364.0
5179,390.0,903.0,12230.0,252.0,407.0
5180,393.0,898.0,12253.0,251.0,361.0
5181,392.0,900.0,11279.0,252.0,362.0
5182,393.0,898.0,8694.0,105.0,431.0
5183,391.0,928.0,8153.0,92.0,320.0
5184,394.0,930.0,7359.0,91.0,340.0
5185,393.0,927.0,6932.0,92.0,324.0
5186,398.0,925.0,6210.0,90.0,330.0
5187,394.0,926.0,6113.0,89.0,381.0
5188,392.0,927.0,6064.0,99.0,546.0
5189,391.0,939.0,6229.0,104.0,492.0
5190,391.0,940.0,6632.0,89.0,387.0
5191,390.0,933.0,7439.0,91.0,417.0
5192,390.0,931.0,7941.0,88.0,411.0
5193,391.0,933.0,8231.0,90.0,424.0
5194,391.0,932.0,8435.0,93.0,454.0
5195,393.0,926.0,8117.0,95.0,479.0
5196,391.0,927.0,7985.0,94.0,498.0
5197,393.0,921.0,7667.0,93.0,502.0
5198,392.0,918.0,7187.0,100.0,520.0
5199,393.0,920.0,7444.0,91.0,440.0
5200,389.0,912.0,8216.0,107.0,414.0
5201,388.0,918.0,9742.0,267.0,368.0
5202,391.0,916.0,10673.0,268.0,351.0
5203,390.0,920.0,11243.0,267.0,296.0
5204,388.0,922.0,12354.0,260.0,304.0
5205,391.0,913.0,11707.0,252.0,282.0
5206,389.0,905.0,9722.0,251.0,291.0
5207,395.0,907.0,7888.0,76.0,277.0
5208,393.0,907.0,6764.0,78.0,337.0
5209,395.0,905.0,6585.0,78.0,306.0
5210,396.0,903.0,6514.0,73.0,203.0
5211,392.0,901.0,6642.0,73.0,176.0
5212,393.0,901.0,7382.0,73.0,147.0
5213,394.0,907.0,11439.0,231.0,187.0
5214,394.0,908.0,12784.0,240.0,120.0
5215,392.0,908.0,13664.0,239.0,95.0
5216,392.0,907.0,13678.0,244.0,126.0
5217,392.0,904.0,13692.0,246.0,158.0
5218,392.0,913.0,13951.0,256.0,157.0
5219,393.0,912.0,14395.0,252.0,134.0
5220,391.0,920.0,14201.0,251.0,161.0
5221,392.0,918.0,13946.0,249.0,175.0
5222,388.0,915.0,14085.0,249.0,204.0
5223,391.0,907.0,13994.0,247.0,199.0
5224,393.0,912.0,14165.0,247.0,176.0
5225,390.0,909.0,14287.0,241.0,186.0
5226,390.0,908.0,14095.0,239.0,195.0
5227,392.0,923.0,14050.0,240.0,177.0
5228,392.0,921.0,13930.0,242.0,191.0
5229,394.0,918.0,13610.0,241.0,193.0
5230,394.0,910.0,12921.0,241.0,193.0
5231,393.0,904.0,11866.0,243.0,181.0
5232,394.0,904.0,10619.0,249.0,206.0
5233,393.0,904.0,9436.0,251.0,210.0
5234,392.0,900.0,8353.0,244.0,205.0
5235,397.0,900.0,8368.0,239.0,209.0
5236,396.0,897.0,10044.0,236.0,220.0
5237,385.0,903.0,12993.0,234.0,180.0
5238,393.0,915.0,13597.0,236.0,210.0
5239,394.0,913.0,14029.0,237.0,212.0
5240,363.0,915.0,14313.0,238.0,219.0
5241,360.0,916.0,14523.0,243.0,216.0
5242,361.0,918.0,14690.0,244.0,228.0
5243,363.0,925.0,14827.0,246.0,261.0
5244,363.0,922.0,14598.0,245.0,272.0
5245,364.0,921.0,14449.0,247.0,269.0
5246,365.0,917.0,14355.0,247.0,267.0
5247,356.0,922.0,14172.0,248.0,271.0
5248,357.0,920.0,14159.0,249.0,260.0
5249,361.0,921.0,14322.0,79.0,273.0
5250,358.0,922.0,14350.0,82.0,298.0
5251,360.0,918.0,13965.0,82.0,303.0
5252,360.0,918.0,13924.0,86.0,312.0
5253,361.0,913.0,13473.0,99.0,362.0
5254,360.0,907.0,10753.0,94.0,361.0
5255,359.0,904.0,8284.0,94.0,450.0
5256,363.0,904.0,7117.0,93.0,482.0
5257,362.0,908.0,6666.0,94.0,493.0
5258,361.0,908.0,6405.0,100.0,555.0
5259,360.0,905.0,6734.0,98.0,548.0
5260,359.0,903.0,7408.0,92.0,469.0
5261,361.0,910.0,10381.0,90.0,437.0
5262,354.0,929.0,13940.0,86.0,415.0
5263,355.0,938.0,15019.0,90.0,392.0
5264,354.0,939.0,15000.0,88.0,373.0
5265,355.0,940.0,14547.0,100.0,353.0
5266,357.0,944.0,14776.0,99.0,341.0
5267,355.0,951.0,14007.0,98.0,293.0
5268,359.0,963.0,13657.0,95.0,276.0
5269,355.0,952.0,13456.0,94.0,236.0
5270,356.0,953.0,13490.0,92.0,221.0
5271,356.0,955.0,13745.0,92.0,201.0
5272,356.0,953.0,14431.0,91.0,205.0
5273,366.0,952.0,14941.0,91.0,213.0
5274,382.0,947.0,14355.0,81.0,200.0
5275,384.0,948.0,12923.0,83.0,154.0
5276,384.0,955.0,12984.0,89.0,145.0
5277,390.0,953.0,12109.0,99.0,135.0
5278,354.0,950.0,10181.0,100.0,104.0
5279,349.0,930.0,8849.0,45.0,133.0
5280,351.0,932.0,7742.0,45.0,124.0
5281,344.0,931.0,7331.0,46.0,136.0
5282,353.0,934.0,7142.0,49.0,140.0
5283,349.0,932.0,7570.0,54.0,165.0
5284,348.0,927.0,8280.0,54.0,189.0
5285,355.0,931.0,11815.0,58.0,267.0
5286,357.0,936.0,13728.0,56.0,233.0
5287,350.0,947.0,14772.0,51.0,230.0
5288,346.0,939.0,14885.0,46.0,229.0
5289,355.0,944.0,14848.0,45.0,215.0
5290,353.0,939.0,14792.0,45.0,196.0
5291,354.0,932.0,14931.0,46.0,177.0
5292,351.0,934.0,15109.0,46.0,172.0
5293,350.0,934.0,15175.0,45.0,156.0
5294,348.0,924.0,14876.0,45.0,132.0
5295,353.0,920.0,14340.0,44.0,121.0
5296,351.0,922.0,14483.0,43.0,98.0
5297,354.0,921.0,14322.0,43.0,65.0
5298,355.0,921.0,14316.0,42.0,62.0
5299,356.0,894.0,13192.0,42.0,90.0
5300,358.0,894.0,12216.0,44.0,81.0
5301,369.0,891.0,10505.0,44.0,70.0
5302,394.0,887.0,8344.0,45.0,68.0
5303,393.0,916.0,7136.0,1.0,85.0
5304,394.0,910.0,6749.0,1.0,94.0
5305,395.0,912.0,6497.0,1.0,106.0
5306,354.0,910.0,6469.0,2.0,153.0
5307,360.0,908.0,6541.0,3.0,197.0
5308,359.0,911.0,6327.0,4.0,252.0
5309,360.0,916.0,8108.0,4.0,268.0
5310,360.0,935.0,11458.0,6.0,366.0
5311,360.0,939.0,13043.0,7.0,385.0
5312,362.0,962.0,13145.0,8.0,431.0
5313,360.0,966.0,12786.0,9.0,551.0
5314,351.0,977.0,12078.0,9.0,510.0
5315,355.0,981.0,10655.0,10.0,585.0
5316,352.0,984.0,9636.0,12.0,609.0
5317,348.0,983.0,9282.0,13.0,555.0
5318,389.0,981.0,9050.0,15.0,502.0
5319,386.0,984.0,9760.0,18.0,480.0
5320,356.0,989.0,11584.0,17.0,408.0
5321,355.0,996.0,12442.0,16.0,373.0
5322,355.0,1015.0,12889.0,17.0,390.0
5323,354.0,1012.0,12438.0,16.0,313.0
5324,355.0,1019.0,12380.0,18.0,270.0
5325,354.0,1024.0,12095.0,20.0,285.0
5326,355.0,1012.0,10849.0,21.0,277.0
5327,358.0,1010.0,8638.0,17.0,254.0
5328,362.0,1007.0,7272.0,17.0,255.0
5329,359.0,1007.0,6690.0,16.0,261.0
5330,358.0,1006.0,5956.0,14.0,264.0
5331,354.0,1006.0,5851.0,11.0,264.0
5332,355.0,1008.0,5941.0,9.0,297.0
5333,359.0,1005.0,6477.0,8.0,311.0
5334,359.0,1004.0,7829.0,8.0,285.0
5335,357.0,994.0,8716.0,7.0,280.0
5336,357.0,995.0,9079.0,7.0,285.0
5337,355.0,999.0,9280.0,7.0,305.0
5338,359.0,996.0,9433.0,6.0,289.0
5339,356.0,992.0,9573.0,7.0,329.0
5340,358.0,991.0,9304.0,6.0,374.0
5341,359.0,992.0,8687.0,5.0,402.0
5342,357.0,993.0,8125.0,3.0,387.0
5343,362.0,996.0,8517.0,3.0,387.0
5344,357.0,997.0,9752.0,2.0,382.0
5345,358.0,993.0,10963.0,2.0,352.0
5346,356.0,994.0,12609.0,3.0,337.0
5347,356.0,989.0,12747.0,1.0,303.0
5348,350.0,992.0,12810.0,1.0,275.0
5349,354.0,986.0,11553.0,1.0,238.0
5350,356.0,984.0,10039.0,1.0,218.0
5351,358.0,1011.0,8638.0,3.0,219.0
5352,358.0,1008.0,7762.0,5.0,199.0
5353,359.0,1009.0,7310.0,6.0,177.0
5354,359.0,1006.0,6832.0,7.0,164.0
5355,362.0,1009.0,6690.0,7.0,168.0
5356,364.0,1013.0,6759.0,7.0,170.0
5357,361.0,1007.0,6837.0,5.0,164.0
5358,361.0,1012.0,6727.0,5.0,162.0
5359,366.0,1017.0,7623.0,4.0,162.0
5360,365.0,1013.0,8433.0,4.0,174.0
5361,363.0,1013.0,9106.0,4.0,177.0
5362,362.0,1013.0,9236.0,5.0,182.0
5363,360.0,1014.0,9590.0,5.0,192.0
5364,361.0,1011.0,9484.0,5.0,187.0
5365,359.0,1012.0,9645.0,7.0,221.0
5366,363.0,1018.0,9694.0,7.0,220.0
5367,362.0,1027.0,9776.0,5.0,195.0
5368,365.0,1030.0,10746.0,5.0,208.0
5369,364.0,1041.0,12673.0,4.0,178.0
5370,365.0,1043.0,14647.0,4.0,161.0
5371,365.0,1039.0,14753.0,5.0,142.0
5372,366.0,1044.0,14921.0,4.0,132.0
5373,368.0,1040.0,13930.0,3.0,136.0
5374,366.0,1043.0,12532.0,3.0,128.0
5375,365.0,1038.0,10980.0,5.0,104.0
5376,366.0,1032.0,9194.0,5.0,101.0
5377,369.0,1033.0,8608.0,4.0,100.0
5378,370.0,1026.0,8358.0,3.0,96.0
5379,370.0,1028.0,8440.0,4.0,103.0
5380,366.0,1026.0,9470.0,3.0,104.0
5381,368.0,1041.0,12518.0,3.0,92.0
5382,371.0,1063.0,13926.0,2.0,86.0
5383,368.0,1090.0,14454.0,1.0,82.0
5384,367.0,1113.0,14071.0,1.0,82.0
5385,367.0,1113.0,14230.0,1.0,90.0
5386,368.0,1124.0,14499.0,1.0,106.0
5387,367.0,1113.0,14666.0,0.0,105.0
5388,371.0,1109.0,14617.0,0.0,101.0
5389,366.0,1113.0,14054.0,1.0,101.0
5390,368.0,1115.0,13945.0,1.0,118.0
5391,361.0,1119.0,13741.0,1.0,134.0
5392,357.0,1118.0,13647.0,0.0,132.0
5393,367.0,1120.0,13345.0,0.0,138.0
5394,365.0,1134.0,13321.0,0.0,134.0
5395,364.0,1133.0,13877.0,0.0,140.0
5396,365.0,1138.0,14213.0,1.0,125.0
5397,368.0,1132.0,13575.0,1.0,111.0
5398,366.0,1132.0,12734.0,1.0,142.0
5399,354.0,1105.0,10560.0,1.0,127.0
5400,359.0,1103.0,8930.0,1.0,201.0
5401,357.0,1104.0,8384.0,1.0,204.0
5402,359.0,1103.0,7893.0,1.0,181.0
5403,358.0,1103.0,8286.0,1.0,217.0
5404,357.0,1101.0,9876.0,1.0,210.0
5405,358.0,1099.0,13369.0,1.0,180.0
5406,355.0,1101.0,14829.0,1.0,154.0
5407,352.0,1095.0,14942.0,0.0,138.0
5408,347.0,1104.0,14688.0,0.0,121.0
5409,353.0,1099.0,14894.0,1.0,112.0
5410,354.0,1101.0,15208.0,1.0,106.0
5411,344.0,1101.0,15332.0,1.0,87.0
5412,353.0,1102.0,14644.0,1.0,100.0
5413,356.0,1100.0,14000.0,1.0,113.0
