,Fossil Gas  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
5414,361.0,1097.0,13921.0,1.0,121.0
5415,354.0,1099.0,13584.0,1.0,143.0
5416,360.0,1093.0,14174.0,0.0,154.0
5417,362.0,1089.0,14592.0,0.0,158.0
5418,362.0,1083.0,14512.0,0.0,155.0
5419,362.0,1082.0,14559.0,1.0,141.0
5420,363.0,1086.0,14426.0,2.0,142.0
5421,359.0,1084.0,13919.0,3.0,130.0
5422,360.0,1078.0,12990.0,3.0,102.0
5423,363.0,1071.0,10920.0,13.0,109.0
5424,362.0,1070.0,9608.0,3.0,101.0
5425,363.0,1070.0,8993.0,2.0,101.0
5426,357.0,1070.0,8447.0,2.0,110.0
5427,359.0,1071.0,8201.0,5.0,160.0
5428,360.0,1069.0,9293.0,4.0,173.0
5429,360.0,1066.0,12190.0,1.0,161.0
5430,360.0,1091.0,14225.0,1.0,132.0
5431,362.0,1112.0,14735.0,1.0,139.0
5432,362.0,1119.0,14637.0,1.0,126.0
5433,361.0,1127.0,14692.0,4.0,107.0
5434,356.0,1119.0,14650.0,5.0,121.0
5435,359.0,1122.0,14483.0,3.0,118.0
5436,353.0,1123.0,14236.0,4.0,114.0
5437,354.0,1122.0,13410.0,12.0,115.0
5438,382.0,1120.0,13367.0,4.0,115.0
5439,383.0,1124.0,13670.0,5.0,147.0
5440,346.0,1127.0,14543.0,4.0,183.0
5441,343.0,1129.0,15161.0,4.0,229.0
5442,343.0,1126.0,15101.0,4.0,245.0
5443,346.0,1127.0,14794.0,4.0,271.0
5444,348.0,1127.0,14827.0,4.0,299.0
5445,353.0,1126.0,14144.0,6.0,341.0
5446,348.0,1123.0,12674.0,10.0,370.0
5447,355.0,1114.0,11040.0,27.0,405.0
5448,355.0,1105.0,9514.0,13.0,380.0
5449,357.0,1106.0,9388.0,14.0,412.0
5450,355.0,1101.0,9015.0,15.0,437.0
5451,353.0,1105.0,8958.0,16.0,445.0
5452,352.0,1109.0,10387.0,14.0,457.0
5453,349.0,1113.0,13989.0,10.0,490.0
5454,355.0,1117.0,14903.0,10.0,500.0
5455,355.0,1131.0,15377.0,10.0,453.0
5456,352.0,1156.0,15356.0,10.0,410.0
5457,353.0,1169.0,15284.0,10.0,389.0
5458,400.0,1178.0,14687.0,11.0,334.0
5459,400.0,1179.0,13962.0,12.0,326.0
5460,434.0,1187.0,13667.0,13.0,346.0
5461,391.0,1187.0,13904.0,14.0,324.0
5462,386.0,1187.0,14787.0,14.0,314.0
5463,385.0,1187.0,14946.0,17.0,363.0
5464,389.0,1191.0,15428.0,16.0,334.0
5465,390.0,1194.0,15351.0,15.0,346.0
5466,389.0,1196.0,15152.0,14.0,375.0
5467,387.0,1193.0,14647.0,14.0,381.0
5468,386.0,1198.0,14411.0,14.0,342.0
5469,387.0,1196.0,13207.0,17.0,315.0
5470,392.0,1197.0,11535.0,18.0,332.0
5471,389.0,1223.0,10364.0,19.0,266.0
5472,393.0,1225.0,9619.0,17.0,315.0
5473,394.0,1223.0,9211.0,18.0,320.0
5474,388.0,1225.0,9015.0,30.0,360.0
5475,385.0,1223.0,9203.0,26.0,357.0
5476,388.0,1222.0,10056.0,20.0,436.0
5477,390.0,1224.0,13209.0,19.0,398.0
5478,389.0,1235.0,14643.0,14.0,378.0
5479,382.0,1230.0,14808.0,13.0,324.0
5480,383.0,1243.0,14807.0,10.0,346.0
5481,381.0,1248.0,14890.0,12.0,361.0
5482,337.0,1250.0,15088.0,11.0,357.0
5483,332.0,1254.0,15152.0,10.0,360.0
5484,335.0,1250.0,15266.0,18.0,339.0
5485,346.0,1242.0,14419.0,12.0,369.0
5486,346.0,1239.0,13821.0,13.0,410.0
5487,343.0,1262.0,14588.0,13.0,444.0
5488,346.0,1252.0,14939.0,12.0,454.0
5489,349.0,1246.0,15047.0,13.0,436.0
5490,348.0,1258.0,15049.0,17.0,456.0
5491,350.0,1259.0,14557.0,21.0,454.0
5492,345.0,1254.0,14557.0,12.0,384.0
5493,349.0,1253.0,13649.0,21.0,470.0
5494,349.0,1250.0,12442.0,15.0,376.0
5495,353.0,1247.0,11453.0,11.0,450.0
5496,351.0,1243.0,10508.0,13.0,462.0
5497,352.0,1247.0,10115.0,11.0,464.0
5498,350.0,1239.0,9837.0,11.0,497.0
5499,347.0,1237.0,9321.0,13.0,505.0
5500,350.0,1235.0,8818.0,14.0,494.0
5501,350.0,1239.0,9787.0,13.0,502.0
5502,350.0,1245.0,11620.0,15.0,499.0
5503,348.0,1246.0,13178.0,16.0,498.0
5504,350.0,1247.0,13568.0,20.0,497.0
5505,355.0,1246.0,13171.0,21.0,486.0
5506,358.0,1249.0,12405.0,21.0,518.0
5507,359.0,1249.0,10077.0,21.0,488.0
5508,355.0,1258.0,9418.0,20.0,559.0
5509,355.0,1263.0,9765.0,19.0,567.0
5510,361.0,1261.0,10166.0,20.0,554.0
5511,363.0,1256.0,10861.0,17.0,571.0
5512,360.0,1256.0,11123.0,21.0,509.0
5513,363.0,1258.0,11501.0,27.0,572.0
5514,364.0,1253.0,11250.0,20.0,548.0
5515,360.0,1256.0,10993.0,20.0,555.0
5516,364.0,1253.0,11142.0,30.0,535.0
5517,360.0,1249.0,9889.0,34.0,559.0
5518,362.0,1255.0,8800.0,34.0,592.0
5519,363.0,1233.0,8280.0,34.0,557.0
5520,356.0,1230.0,7976.0,33.0,500.0
5521,360.0,1233.0,7912.0,32.0,494.0
5522,360.0,1233.0,8126.0,31.0,509.0
5523,361.0,1230.0,8168.0,29.0,494.0
5524,362.0,1231.0,8069.0,27.0,461.0
5525,361.0,1228.0,8034.0,26.0,434.0
5526,361.0,1243.0,9012.0,24.0,410.0
5527,359.0,1249.0,9708.0,23.0,349.0
5528,359.0,1253.0,10196.0,23.0,341.0
5529,362.0,1252.0,9791.0,23.0,313.0
5530,363.0,1250.0,9562.0,23.0,301.0
5531,363.0,1250.0,9443.0,24.0,283.0
5532,363.0,1244.0,9180.0,24.0,285.0
5533,361.0,1233.0,8826.0,23.0,284.0
5534,364.0,1232.0,8495.0,22.0,309.0
5535,362.0,1238.0,8944.0,21.0,316.0
5536,366.0,1238.0,10868.0,20.0,365.0
5537,361.0,1234.0,13279.0,20.0,343.0
5538,363.0,1232.0,13810.0,24.0,310.0
5539,363.0,1228.0,13922.0,23.0,373.0
5540,363.0,1222.0,14106.0,23.0,321.0
5541,366.0,1213.0,13059.0,22.0,300.0
5542,363.0,1211.0,10907.0,17.0,263.0
5543,362.0,1214.0,9314.0,18.0,367.0
5544,363.0,1213.0,8971.0,17.0,430.0
5545,365.0,1211.0,8928.0,17.0,377.0
5546,366.0,1206.0,8582.0,14.0,349.0
5547,362.0,1208.0,8999.0,15.0,421.0
5548,361.0,1207.0,10407.0,15.0,393.0
5549,362.0,1222.0,14204.0,6.0,322.0
5550,354.0,1246.0,15857.0,10.0,357.0
5551,361.0,1255.0,15800.0,9.0,318.0
5552,363.0,1260.0,15713.0,12.0,325.0
5553,363.0,1274.0,15651.0,10.0,343.0
5554,369.0,1276.0,15309.0,5.0,383.0
5555,366.0,1287.0,15271.0,10.0,385.0
5556,368.0,1288.0,15189.0,13.0,423.0
5557,371.0,1297.0,15261.0,8.0,442.0
5558,367.0,1284.0,15014.0,8.0,441.0
5559,363.0,1288.0,14913.0,14.0,432.0
5560,366.0,1297.0,15096.0,13.0,386.0
5561,365.0,1295.0,15073.0,8.0,380.0
5562,364.0,1294.0,15037.0,7.0,342.0
5563,366.0,1295.0,15102.0,7.0,322.0
5564,367.0,1301.0,15021.0,8.0,262.0
5565,369.0,1303.0,14018.0,11.0,268.0
5566,367.0,1298.0,11855.0,4.0,221.0
5567,367.0,1281.0,10735.0,19.0,240.0
5568,369.0,1290.0,9996.0,13.0,222.0
5569,367.0,1289.0,9910.0,8.0,195.0
5570,365.0,1288.0,9965.0,5.0,189.0
5571,365.0,1289.0,10079.0,6.0,184.0
5572,365.0,1288.0,11618.0,7.0,178.0
5573,368.0,1298.0,14104.0,13.0,183.0
5574,368.0,1300.0,15546.0,13.0,157.0
5575,368.0,1297.0,15445.0,10.0,131.0
5576,364.0,1294.0,14870.0,3.0,126.0
5577,368.0,1291.0,15036.0,4.0,114.0
5578,370.0,1291.0,15224.0,4.0,115.0
5579,366.0,1294.0,15186.0,5.0,114.0
5580,368.0,1288.0,15152.0,6.0,130.0
5581,369.0,1288.0,15010.0,8.0,145.0
5582,369.0,1283.0,14798.0,8.0,145.0
5583,359.0,1298.0,14820.0,5.0,162.0
5584,368.0,1292.0,14774.0,10.0,178.0
5585,368.0,1285.0,14582.0,9.0,182.0
5586,370.0,1280.0,14566.0,6.0,179.0
5587,368.0,1279.0,14475.0,4.0,189.0
5588,370.0,1275.0,14676.0,4.0,222.0
5589,368.0,1271.0,14114.0,6.0,275.0
5590,370.0,1264.0,13467.0,9.0,375.0
5591,366.0,1236.0,13057.0,11.0,488.0
5592,370.0,1238.0,12608.0,16.0,566.0
5593,371.0,1233.0,12302.0,21.0,592.0
5594,370.0,1228.0,10973.0,30.0,610.0
5595,370.0,1228.0,10999.0,23.0,565.0
5596,367.0,1228.0,11539.0,30.0,553.0
5597,366.0,1233.0,12932.0,29.0,572.0
5598,366.0,1244.0,13712.0,29.0,594.0
5599,366.0,1251.0,13874.0,29.0,539.0
5600,367.0,1261.0,13992.0,33.0,552.0
5601,366.0,1271.0,14067.0,37.0,599.0
5602,368.0,1276.0,14142.0,38.0,610.0
5603,371.0,1273.0,13606.0,38.0,614.0
5604,369.0,1279.0,13740.0,38.0,674.0
5605,369.0,1281.0,13934.0,37.0,644.0
5606,369.0,1279.0,13751.0,37.0,558.0
5607,359.0,1288.0,13938.0,34.0,528.0
5608,366.0,1294.0,14139.0,32.0,514.0
5609,367.0,1300.0,14352.0,34.0,508.0
5610,362.0,1299.0,14410.0,36.0,506.0
5611,368.0,1297.0,14547.0,37.0,488.0
5612,364.0,1297.0,14478.0,36.0,420.0
5613,365.0,1302.0,13203.0,38.0,388.0
5614,360.0,1304.0,11392.0,40.0,395.0
5615,358.0,1250.0,10516.0,27.0,284.0
5616,364.0,1229.0,9711.0,30.0,301.0
5617,361.0,1195.0,9470.0,30.0,308.0
5618,353.0,1187.0,9647.0,27.0,269.0
5619,353.0,1181.0,10008.0,18.0,221.0
5620,352.0,1179.0,11696.0,16.0,202.0
5621,351.0,1177.0,13594.0,21.0,238.0
5622,350.0,1179.0,14469.0,20.0,216.0
5623,351.0,1175.0,14811.0,18.0,221.0
5624,344.0,1179.0,14993.0,17.0,174.0
5625,348.0,1192.0,15082.0,16.0,175.0
5626,347.0,1188.0,14999.0,14.0,152.0
5627,337.0,1185.0,14930.0,11.0,154.0
5628,339.0,1183.0,14825.0,5.0,116.0
5629,337.0,1185.0,14869.0,6.0,140.0
5630,337.0,1176.0,15087.0,5.0,139.0
5631,341.0,1182.0,14514.0,7.0,105.0
5632,340.0,1181.0,14758.0,5.0,72.0
5633,340.0,1175.0,14923.0,4.0,70.0
5634,349.0,1169.0,15246.0,3.0,74.0
5635,357.0,1166.0,15546.0,4.0,75.0
5636,359.0,1164.0,15312.0,5.0,88.0
5637,360.0,1156.0,14690.0,9.0,114.0
5638,359.0,1156.0,13598.0,10.0,91.0
5639,357.0,1178.0,12641.0,21.0,116.0
5640,359.0,1171.0,12607.0,21.0,129.0
5641,360.0,1172.0,11699.0,23.0,147.0
5642,361.0,1167.0,10788.0,14.0,141.0
5643,361.0,1173.0,10552.0,15.0,129.0
5644,361.0,1175.0,11622.0,13.0,131.0
5645,360.0,1180.0,14011.0,11.0,123.0
5646,361.0,1180.0,14988.0,10.0,108.0
5647,357.0,1189.0,15762.0,11.0,229.0
5648,361.0,1187.0,15938.0,12.0,146.0
5649,349.0,1183.0,16183.0,20.0,110.0
5650,357.0,1185.0,16141.0,20.0,110.0
5651,343.0,1183.0,15071.0,28.0,153.0
5652,355.0,1192.0,14456.0,26.0,137.0
5653,355.0,1190.0,13585.0,18.0,166.0
5654,352.0,1185.0,13495.0,21.0,171.0
5655,350.0,1197.0,13107.0,26.0,213.0
5656,354.0,1199.0,13543.0,23.0,228.0
5657,352.0,1209.0,14615.0,13.0,157.0
5658,341.0,1203.0,14470.0,15.0,204.0
5659,343.0,1192.0,14602.0,14.0,221.0
5660,346.0,1192.0,14524.0,13.0,196.0
5661,346.0,1186.0,13103.0,10.0,181.0
5662,345.0,1179.0,12211.0,9.0,181.0
5663,344.0,1149.0,11939.0,10.0,114.0
5664,347.0,1131.0,11208.0,9.0,102.0
5665,349.0,1124.0,10583.0,10.0,111.0
5666,352.0,1116.0,10812.0,8.0,105.0
5667,349.0,1112.0,10798.0,8.0,126.0
5668,348.0,1113.0,10918.0,6.0,109.0
5669,351.0,1117.0,11627.0,8.0,116.0
5670,359.0,1120.0,13159.0,5.0,90.0
5671,358.0,1128.0,14035.0,8.0,94.0
5672,357.0,1130.0,14552.0,7.0,110.0
5673,355.0,1121.0,14918.0,4.0,111.0
5674,358.0,1123.0,14711.0,8.0,175.0
5675,357.0,1119.0,14020.0,9.0,206.0
5676,356.0,1117.0,12964.0,18.0,191.0
5677,351.0,1117.0,12635.0,13.0,174.0
5678,351.0,1118.0,12772.0,16.0,194.0
5679,349.0,1120.0,13720.0,13.0,191.0
5680,346.0,1117.0,14352.0,9.0,197.0
5681,344.0,1116.0,14621.0,7.0,202.0
5682,350.0,1111.0,14591.0,6.0,213.0
5683,351.0,1107.0,14549.0,9.0,197.0
5684,350.0,1108.0,14341.0,7.0,226.0
5685,357.0,1102.0,13783.0,7.0,184.0
5686,360.0,1096.0,11969.0,11.0,223.0
5687,359.0,1093.0,10067.0,3.0,211.0
5688,363.0,1090.0,9510.0,3.0,232.0
5689,364.0,1081.0,8938.0,3.0,239.0
5690,361.0,1082.0,8823.0,3.0,269.0
5691,360.0,1080.0,8641.0,3.0,262.0
5692,359.0,1081.0,8450.0,3.0,251.0
5693,362.0,1076.0,8409.0,3.0,239.0
5694,362.0,1083.0,9823.0,2.0,186.0
5695,366.0,1080.0,11470.0,3.0,166.0
5696,364.0,1076.0,11836.0,3.0,176.0
5697,367.0,1076.0,11975.0,2.0,146.0
5698,362.0,1076.0,12257.0,2.0,150.0
5699,361.0,1081.0,12252.0,2.0,170.0
5700,360.0,1078.0,11471.0,2.0,182.0
5701,358.0,1083.0,10836.0,2.0,149.0
5702,355.0,1081.0,10713.0,3.0,123.0
5703,351.0,1084.0,11626.0,3.0,97.0
5704,344.0,1083.0,13237.0,4.0,108.0
5705,348.0,1084.0,14340.0,4.0,120.0
5706,348.0,1084.0,15083.0,4.0,148.0
5707,350.0,1079.0,15523.0,4.0,129.0
5708,355.0,1082.0,15434.0,4.0,138.0
5709,360.0,1074.0,14489.0,4.0,207.0
5710,359.0,1069.0,11339.0,2.0,316.0
5711,363.0,1062.0,10227.0,1.0,405.0
5712,365.0,1055.0,8854.0,2.0,477.0
5713,366.0,1055.0,7991.0,2.0,565.0
5714,362.0,1056.0,7599.0,3.0,541.0
5715,367.0,1056.0,7560.0,3.0,564.0
5716,366.0,1058.0,8681.0,4.0,564.0
5717,367.0,1072.0,11624.0,4.0,577.0
5718,368.0,1090.0,13629.0,6.0,582.0
5719,366.0,1046.0,14423.0,5.0,593.0
5720,370.0,1054.0,14460.0,3.0,584.0
5721,369.0,1072.0,14344.0,3.0,567.0
5722,368.0,1067.0,14069.0,6.0,583.0
5723,366.0,1068.0,13909.0,10.0,560.0
5724,361.0,1069.0,13818.0,13.0,509.0
5725,360.0,1069.0,13779.0,14.0,390.0
5726,360.0,1092.0,13314.0,15.0,329.0
5727,362.0,1094.0,13816.0,14.0,254.0
5728,359.0,1106.0,15301.0,11.0,268.0
5729,361.0,1147.0,15571.0,9.0,290.0
5730,361.0,1147.0,15060.0,7.0,357.0
5731,362.0,1146.0,15099.0,12.0,354.0
5732,361.0,1152.0,15074.0,13.0,322.0
5733,364.0,1151.0,14150.0,15.0,272.0
5734,367.0,1147.0,11470.0,10.0,260.0
5735,366.0,1133.0,12046.0,5.0,192.0
5736,365.0,1129.0,11139.0,4.0,212.0
5737,368.0,1129.0,11528.0,2.0,184.0
5738,366.0,1125.0,11483.0,2.0,199.0
5739,368.0,1126.0,11471.0,3.0,207.0
5740,372.0,1125.0,12771.0,2.0,206.0
5741,368.0,1129.0,14148.0,4.0,198.0
5742,371.0,1125.0,15144.0,2.0,172.0
5743,371.0,1113.0,15483.0,2.0,167.0
5744,370.0,1114.0,15620.0,1.0,159.0
5745,372.0,1117.0,15544.0,1.0,153.0
5746,372.0,1129.0,15316.0,1.0,153.0
5747,358.0,1136.0,15428.0,1.0,151.0
5748,369.0,1137.0,15377.0,2.0,155.0
5749,372.0,1142.0,15353.0,2.0,159.0
5750,371.0,1138.0,15219.0,2.0,158.0
5751,367.0,1143.0,15428.0,2.0,158.0
5752,366.0,1138.0,15583.0,6.0,145.0
5753,365.0,1134.0,15764.0,4.0,127.0
5754,366.0,1134.0,15649.0,3.0,98.0
5755,365.0,1133.0,15813.0,5.0,105.0
5756,366.0,1134.0,15694.0,3.0,119.0
5757,366.0,1128.0,15032.0,4.0,148.0
5758,367.0,1121.0,13902.0,4.0,172.0
5759,363.0,1127.0,13286.0,7.0,203.0
5760,368.0,1126.0,12030.0,11.0,238.0
5761,366.0,1124.0,11039.0,27.0,346.0
5762,368.0,1120.0,10302.0,23.0,319.0
5763,362.0,1117.0,10656.0,16.0,362.0
5764,363.0,1112.0,12385.0,15.0,414.0
5765,365.0,1117.0,14049.0,18.0,415.0
5766,364.0,1125.0,14813.0,14.0,438.0
5767,368.0,1128.0,15132.0,13.0,418.0
5768,364.0,1132.0,15388.0,18.0,438.0
5769,375.0,1136.0,15320.0,18.0,458.0
5770,374.0,1138.0,15091.0,19.0,515.0
5771,376.0,1136.0,15124.0,19.0,520.0
5772,361.0,1135.0,14849.0,18.0,512.0
5773,360.0,1136.0,14689.0,17.0,508.0
5774,356.0,1133.0,14570.0,15.0,498.0
5775,357.0,1135.0,14611.0,13.0,487.0
5776,360.0,1138.0,14814.0,13.0,420.0
5777,368.0,1138.0,14784.0,14.0,322.0
5778,370.0,1140.0,15019.0,13.0,304.0
5779,367.0,1142.0,15074.0,17.0,274.0
5780,367.0,1143.0,14575.0,20.0,317.0
5781,368.0,1143.0,12713.0,15.0,369.0
5782,367.0,1150.0,10272.0,14.0,357.0
5783,358.0,1149.0,9513.0,18.0,424.0
5784,354.0,1153.0,8852.0,22.0,472.0
5785,354.0,1144.0,8238.0,26.0,465.0
5786,356.0,1136.0,7757.0,12.0,527.0
5787,359.0,1137.0,8449.0,13.0,534.0
5788,355.0,1140.0,10325.0,22.0,522.0
5789,358.0,1146.0,13293.0,13.0,504.0
5790,355.0,1149.0,14850.0,18.0,480.0
5791,352.0,1149.0,15720.0,18.0,489.0
5792,351.0,1146.0,15741.0,14.0,496.0
5793,357.0,1143.0,15519.0,1.0,477.0
5794,355.0,1135.0,15317.0,1.0,500.0
5795,349.0,1132.0,14611.0,1.0,580.0
5796,346.0,1137.0,14302.0,2.0,583.0
5797,349.0,1127.0,13995.0,4.0,585.0
5798,353.0,1125.0,13978.0,3.0,568.0
5799,348.0,1128.0,14088.0,4.0,569.0
5800,355.0,1127.0,15071.0,2.0,531.0
5801,365.0,1125.0,15614.0,3.0,490.0
5802,364.0,1125.0,15740.0,3.0,469.0
5803,365.0,1125.0,15540.0,4.0,384.0
5804,363.0,1121.0,15145.0,10.0,360.0
5805,364.0,1103.0,13716.0,8.0,330.0
5806,361.0,1120.0,11049.0,6.0,312.0
5807,357.0,1107.0,10109.0,5.0,264.0
5808,365.0,1103.0,9150.0,5.0,205.0
5809,361.0,1102.0,8954.0,6.0,180.0
5810,360.0,1090.0,9252.0,6.0,189.0
5811,366.0,1085.0,9761.0,5.0,206.0
5812,363.0,1081.0,11611.0,5.0,212.0
5813,364.0,1079.0,14343.0,5.0,218.0
5814,365.0,1088.0,15836.0,4.0,229.0
5815,363.0,1085.0,16188.0,3.0,218.0
5816,364.0,1085.0,16288.0,3.0,208.0
5817,369.0,1084.0,16334.0,2.0,191.0
5818,367.0,1087.0,16324.0,2.0,165.0
5819,366.0,1074.0,15752.0,2.0,159.0
5820,368.0,1083.0,16056.0,2.0,135.0
5821,344.0,1083.0,16173.0,2.0,131.0
5822,346.0,1081.0,16252.0,3.0,150.0
5823,347.0,1076.0,16050.0,2.0,188.0
5824,346.0,1076.0,16030.0,6.0,164.0
5825,354.0,1075.0,15809.0,10.0,158.0
5826,365.0,1079.0,15864.0,9.0,131.0
5827,368.0,1077.0,15686.0,12.0,102.0
5828,371.0,1079.0,15725.0,9.0,135.0
5829,368.0,1076.0,15214.0,9.0,120.0
5830,370.0,1076.0,14515.0,8.0,95.0
5831,359.0,1052.0,13962.0,6.0,111.0
5832,360.0,1056.0,12354.0,10.0,110.0
5833,359.0,1039.0,11771.0,9.0,109.0
5834,357.0,1028.0,10631.0,5.0,80.0
5835,362.0,1027.0,10074.0,7.0,82.0
5836,360.0,1026.0,10456.0,7.0,88.0
5837,358.0,1029.0,11566.0,17.0,155.0
5838,360.0,1014.0,13460.0,12.0,162.0
5839,359.0,996.0,15146.0,5.0,148.0
5840,359.0,987.0,15956.0,3.0,180.0
5841,359.0,980.0,15976.0,3.0,207.0
5842,356.0,980.0,15862.0,3.0,199.0
5843,353.0,979.0,15523.0,3.0,203.0
5844,354.0,979.0,14848.0,3.0,250.0
5845,344.0,988.0,14154.0,4.0,237.0
5846,341.0,975.0,14013.0,4.0,197.0
5847,348.0,983.0,14551.0,6.0,220.0
5848,348.0,986.0,15440.0,5.0,179.0
5849,347.0,978.0,15820.0,6.0,181.0
5850,335.0,976.0,15880.0,7.0,163.0
5851,344.0,979.0,16090.0,5.0,174.0
5852,351.0,975.0,15587.0,5.0,177.0
5853,354.0,973.0,14063.0,5.0,184.0
5854,354.0,971.0,11982.0,6.0,212.0
5855,357.0,963.0,11326.0,9.0,248.0
5856,350.0,965.0,10604.0,8.0,206.0
5857,361.0,963.0,9721.0,9.0,209.0
5858,356.0,964.0,9383.0,12.0,272.0
5859,362.0,961.0,9403.0,10.0,264.0
5860,355.0,956.0,9313.0,15.0,275.0
5861,355.0,957.0,9472.0,26.0,320.0
5862,355.0,961.0,10112.0,12.0,326.0
5863,357.0,959.0,11395.0,13.0,331.0
5864,353.0,975.0,12161.0,8.0,336.0
5865,340.0,975.0,12465.0,7.0,341.0
5866,339.0,979.0,12717.0,11.0,359.0
5867,340.0,969.0,12560.0,19.0,336.0
5868,341.0,971.0,11674.0,10.0,323.0
5869,338.0,971.0,11598.0,12.0,308.0
5870,338.0,973.0,11978.0,20.0,301.0
5871,340.0,967.0,12288.0,15.0,262.0
5872,339.0,972.0,13272.0,26.0,267.0
5873,336.0,965.0,14741.0,20.0,257.0
5874,340.0,965.0,15042.0,17.0,252.0
5875,346.0,969.0,15060.0,18.0,249.0
5876,345.0,969.0,14337.0,18.0,263.0
5877,348.0,966.0,12068.0,17.0,296.0
5878,349.0,967.0,10030.0,16.0,340.0
5879,328.0,955.0,9187.0,13.0,299.0
5880,328.0,953.0,8775.0,12.0,348.0
5881,331.0,953.0,8632.0,10.0,342.0
5882,330.0,951.0,8498.0,8.0,338.0
5883,332.0,949.0,8629.0,16.0,365.0
5884,359.0,959.0,10932.0,16.0,397.0
5885,362.0,967.0,14151.0,7.0,413.0
5886,360.0,978.0,15786.0,4.0,429.0
5887,362.0,989.0,16216.0,3.0,428.0
5888,353.0,1004.0,16187.0,10.0,372.0
5889,325.0,1007.0,16135.0,6.0,368.0
5890,322.0,1001.0,16059.0,12.0,415.0
5891,332.0,1005.0,16069.0,11.0,351.0
5892,329.0,1006.0,16189.0,8.0,302.0
5893,330.0,1008.0,16396.0,5.0,280.0
5894,335.0,1010.0,16601.0,7.0,274.0
5895,335.0,1011.0,16782.0,6.0,239.0
5896,339.0,1012.0,16478.0,8.0,213.0
5897,339.0,1009.0,16213.0,8.0,182.0
5898,337.0,1007.0,16257.0,8.0,200.0
5899,338.0,1007.0,16424.0,7.0,223.0
5900,342.0,1004.0,16013.0,9.0,241.0
5901,337.0,1001.0,13907.0,6.0,228.0
5902,338.0,995.0,11593.0,6.0,250.0
5903,350.0,995.0,11058.0,5.0,202.0
5904,364.0,990.0,10246.0,6.0,189.0
5905,374.0,992.0,9489.0,4.0,164.0
5906,373.0,993.0,9286.0,3.0,147.0
5907,362.0,988.0,9665.0,2.0,160.0
5908,369.0,990.0,11445.0,2.0,132.0
5909,365.0,992.0,15018.0,2.0,114.0
5910,362.0,996.0,16425.0,3.0,113.0
5911,356.0,997.0,16844.0,3.0,119.0
5912,342.0,1001.0,17176.0,3.0,114.0
5913,353.0,1002.0,17307.0,3.0,96.0
5914,353.0,1003.0,16968.0,3.0,100.0
5915,342.0,1004.0,16548.0,3.0,96.0
5916,340.0,1006.0,16496.0,3.0,102.0
5917,341.0,1006.0,16426.0,2.0,111.0
5918,341.0,1006.0,16714.0,3.0,105.0
5919,341.0,1006.0,16862.0,3.0,122.0
5920,343.0,1003.0,16948.0,3.0,113.0
5921,344.0,1001.0,16622.0,3.0,109.0
5922,345.0,997.0,16630.0,3.0,105.0
5923,345.0,994.0,16859.0,4.0,82.0
5924,347.0,993.0,16701.0,5.0,80.0
5925,344.0,990.0,15711.0,7.0,76.0
5926,347.0,986.0,13500.0,9.0,89.0
5927,347.0,972.0,12289.0,11.0,69.0
5928,345.0,968.0,11396.0,7.0,35.0
5929,348.0,968.0,10642.0,8.0,40.0
5930,348.0,969.0,10475.0,10.0,45.0
5931,348.0,971.0,10715.0,4.0,34.0
5932,346.0,973.0,12247.0,10.0,41.0
5933,348.0,976.0,15738.0,10.0,41.0
5934,345.0,991.0,17006.0,3.0,38.0
5935,352.0,946.0,17367.0,3.0,35.0
5936,349.0,946.0,17357.0,2.0,28.0
5937,346.0,946.0,17460.0,1.0,24.0
5938,348.0,943.0,17250.0,1.0,27.0
5939,345.0,948.0,17167.0,2.0,33.0
5940,343.0,948.0,16931.0,1.0,49.0
5941,342.0,999.0,16938.0,1.0,45.0
5942,342.0,998.0,17296.0,2.0,42.0
5943,331.0,1001.0,17250.0,2.0,42.0
5944,341.0,1001.0,17061.0,2.0,45.0
5945,335.0,1003.0,16988.0,3.0,56.0
5946,339.0,1002.0,16889.0,4.0,71.0
5947,343.0,996.0,16813.0,6.0,89.0
5948,343.0,993.0,16379.0,6.0,89.0
5949,347.0,988.0,15706.0,7.0,113.0
5950,345.0,988.0,13652.0,7.0,85.0
5951,348.0,985.0,11990.0,6.0,77.0
5952,347.0,985.0,10992.0,6.0,91.0
5953,348.0,984.0,10567.0,6.0,93.0
5954,343.0,984.0,10524.0,6.0,121.0
5955,343.0,984.0,11024.0,7.0,126.0
5956,344.0,985.0,12697.0,7.0,132.0
5957,345.0,988.0,15516.0,13.0,132.0
5958,345.0,996.0,16779.0,10.0,102.0
5959,347.0,987.0,16941.0,10.0,118.0
5960,345.0,990.0,17147.0,12.0,129.0
5961,344.0,988.0,16996.0,9.0,126.0
5962,345.0,990.0,16878.0,9.0,141.0
5963,347.0,1000.0,17082.0,12.0,154.0
5964,343.0,1000.0,16725.0,12.0,174.0
5965,343.0,999.0,16926.0,9.0,186.0
5966,348.0,1008.0,17078.0,8.0,200.0
5967,351.0,1010.0,17074.0,10.0,253.0
5968,343.0,1013.0,17058.0,9.0,284.0
5969,348.0,1015.0,16892.0,11.0,327.0
5970,345.0,1016.0,16840.0,14.0,359.0
5971,346.0,1015.0,16871.0,20.0,376.0
5972,343.0,1013.0,16232.0,16.0,368.0
