,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
5297,68.0,270.0,0.0,71.0,2.0
5298,67.0,288.0,0.0,71.0,2.0
5299,67.0,290.0,0.0,71.0,3.0
5300,68.0,290.0,0.0,74.0,4.0
5301,62.0,288.0,0.0,69.0,10.0
5302,61.0,272.0,0.0,68.0,20.0
5303,60.0,203.0,0.0,67.0,34.0
5304,59.0,187.0,0.0,66.0,33.0
5305,59.0,187.0,0.0,65.0,32.0
5306,59.0,187.0,0.0,66.0,27.0
5307,60.0,187.0,0.0,67.0,25.0
5308,61.0,187.0,0.0,67.0,25.0
5309,65.0,191.0,4.0,68.0,20.0
5310,67.0,293.0,108.0,69.0,31.0
5311,66.0,389.0,5.0,67.0,24.0
5312,66.0,377.0,17.0,67.0,31.0
5313,65.0,374.0,21.0,66.0,23.0
5314,65.0,372.0,24.0,66.0,28.0
5315,65.0,367.0,34.0,66.0,26.0
5316,65.0,296.0,37.0,66.0,28.0
5317,65.0,292.0,40.0,66.0,27.0
5318,65.0,292.0,208.0,66.0,27.0
5319,65.0,261.0,159.0,66.0,34.0
5320,66.0,235.0,167.0,67.0,19.0
5321,64.0,291.0,169.0,67.0,10.0
5322,65.0,219.0,144.0,67.0,13.0
5323,65.0,264.0,59.0,68.0,13.0
5324,63.0,241.0,52.0,68.0,18.0
5325,61.0,213.0,30.0,68.0,25.0
5326,61.0,213.0,0.0,69.0,30.0
5327,59.0,210.0,0.0,66.0,29.0
5328,58.0,210.0,0.0,65.0,23.0
5329,58.0,197.0,0.0,65.0,20.0
5330,58.0,184.0,0.0,65.0,14.0
5331,59.0,184.0,0.0,66.0,12.0
5332,60.0,184.0,0.0,66.0,11.0
5333,64.0,184.0,0.0,67.0,5.0
5334,66.0,184.0,0.0,67.0,4.0
5335,66.0,184.0,0.0,67.0,4.0
5336,66.0,220.0,21.0,67.0,2.0
5337,65.0,207.0,51.0,66.0,2.0
5338,65.0,227.0,6.0,66.0,3.0
5339,65.0,185.0,0.0,66.0,4.0
5340,65.0,184.0,0.0,66.0,2.0
5341,64.0,184.0,0.0,65.0,1.0
5342,64.0,184.0,0.0,65.0,0.0
5343,65.0,184.0,0.0,66.0,1.0
5344,65.0,87.0,85.0,66.0,3.0
5345,64.0,0.0,181.0,67.0,5.0
5346,65.0,0.0,181.0,68.0,4.0
5347,65.0,0.0,181.0,68.0,5.0
5348,63.0,0.0,181.0,68.0,7.0
5349,61.0,0.0,181.0,67.0,10.0
5350,60.0,0.0,163.0,67.0,9.0
5351,59.0,0.0,2.0,66.0,8.0
5352,58.0,0.0,0.0,64.0,18.0
5353,58.0,0.0,0.0,64.0,17.0
5354,58.0,0.0,0.0,65.0,19.0
5355,59.0,0.0,0.0,66.0,22.0
5356,60.0,0.0,0.0,66.0,34.0
5357,61.0,0.0,0.0,67.0,39.0
5358,61.0,0.0,0.0,67.0,24.0
5359,60.0,0.0,0.0,67.0,23.0
5360,60.0,0.0,0.0,66.0,37.0
5361,60.0,0.0,0.0,66.0,46.0
5362,59.0,0.0,0.0,66.0,52.0
5363,59.0,0.0,0.0,65.0,53.0
5364,59.0,0.0,0.0,65.0,51.0
5365,60.0,0.0,0.0,66.0,52.0
5366,60.0,7.0,0.0,67.0,52.0
5367,63.0,12.0,0.0,67.0,50.0
5368,67.0,9.0,0.0,67.0,49.0
5369,65.0,9.0,0.0,68.0,49.0
5370,66.0,9.0,0.0,68.0,48.0
5371,66.0,9.0,0.0,69.0,46.0
5372,64.0,9.0,0.0,69.0,47.0
5373,61.0,1.0,0.0,68.0,49.0
5374,61.0,0.0,0.0,67.0,47.0
5375,60.0,0.0,0.0,66.0,40.0
5376,60.0,0.0,0.0,66.0,37.0
5377,60.0,0.0,0.0,66.0,28.0
5378,60.0,0.0,0.0,67.0,21.0
5379,61.0,0.0,0.0,67.0,15.0
5380,63.0,0.0,24.0,68.0,10.0
5381,66.0,22.0,183.0,69.0,7.0
5382,68.0,110.0,66.0,69.0,6.0
5383,68.0,186.0,4.0,69.0,6.0
5384,67.0,255.0,224.0,68.0,5.0
5385,67.0,331.0,223.0,68.0,3.0
5386,66.0,357.0,475.0,67.0,3.0
5387,66.0,359.0,473.0,66.0,2.0
5388,66.0,359.0,277.0,66.0,3.0
5389,65.0,359.0,152.0,65.0,2.0
5390,65.0,355.0,384.0,65.0,2.0
5391,65.0,305.0,390.0,65.0,1.0
5392,66.0,354.0,213.0,65.0,0.0
5393,64.0,359.0,404.0,66.0,0.0
5394,64.0,330.0,206.0,67.0,0.0
5395,65.0,224.0,52.0,67.0,0.0
5396,63.0,185.0,4.0,67.0,0.0
5397,60.0,184.0,0.0,66.0,1.0
5398,59.0,184.0,0.0,66.0,1.0
5399,58.0,184.0,0.0,65.0,2.0
5400,58.0,184.0,0.0,64.0,3.0
5401,58.0,184.0,0.0,64.0,4.0
5402,58.0,184.0,0.0,65.0,2.0
5403,59.0,184.0,0.0,65.0,2.0
5404,61.0,184.0,0.0,66.0,4.0
5405,64.0,184.0,0.0,67.0,7.0
5406,67.0,185.0,0.0,67.0,8.0
5407,67.0,269.0,104.0,67.0,7.0
5408,66.0,363.0,623.0,67.0,3.0
5409,67.0,369.0,569.0,67.0,3.0
5410,66.0,369.0,516.0,66.0,2.0
5411,66.0,369.0,268.0,66.0,1.0
5412,65.0,369.0,263.0,65.0,1.0
5413,66.0,368.0,298.0,66.0,1.0
5414,66.0,340.0,214.0,66.0,1.0
5415,66.0,221.0,9.0,66.0,2.0
5416,66.0,235.0,41.0,66.0,1.0
5417,65.0,275.0,0.0,67.0,3.0
5418,64.0,336.0,136.0,66.0,1.0
5419,64.0,238.0,91.0,67.0,3.0
5420,62.0,244.0,112.0,67.0,1.0
5421,60.0,197.0,0.0,66.0,3.0
5422,59.0,184.0,16.0,66.0,4.0
5423,58.0,184.0,5.0,65.0,4.0
5424,58.0,184.0,0.0,65.0,2.0
5425,58.0,184.0,0.0,64.0,3.0
5426,58.0,184.0,0.0,65.0,2.0
5427,58.0,184.0,0.0,65.0,2.0
5428,61.0,184.0,0.0,66.0,1.0
5429,64.0,184.0,4.0,66.0,1.0
5430,66.0,195.0,3.0,67.0,0.0
5431,67.0,196.0,0.0,67.0,3.0
5432,67.0,185.0,0.0,67.0,4.0
5433,66.0,184.0,0.0,67.0,6.0
5434,67.0,184.0,0.0,67.0,5.0
5435,66.0,184.0,0.0,66.0,8.0
5436,66.0,184.0,0.0,66.0,9.0
5437,65.0,184.0,0.0,64.0,8.0
5438,65.0,184.0,0.0,64.0,16.0
5439,65.0,184.0,0.0,65.0,13.0
5440,65.0,195.0,0.0,65.0,11.0
5441,64.0,204.0,0.0,65.0,7.0
5442,64.0,208.0,0.0,66.0,4.0
5443,64.0,298.0,0.0,66.0,3.0
5444,62.0,290.0,0.0,67.0,3.0
5445,59.0,192.0,0.0,66.0,3.0
5446,59.0,190.0,0.0,66.0,2.0
5447,59.0,184.0,0.0,65.0,2.0
5448,57.0,184.0,0.0,64.0,1.0
5449,57.0,184.0,0.0,64.0,0.0
5450,57.0,184.0,0.0,64.0,0.0
5451,58.0,184.0,0.0,64.0,1.0
5452,60.0,185.0,0.0,65.0,0.0
5453,63.0,214.0,13.0,65.0,0.0
5454,65.0,309.0,220.0,66.0,0.0
5455,66.0,412.0,143.0,66.0,0.0
5456,66.0,415.0,94.0,66.0,0.0
5457,12.0,419.0,90.0,0.0,0.0
5458,65.0,433.0,393.0,65.0,0.0
5459,65.0,544.0,459.0,65.0,0.0
5460,65.0,710.0,244.0,65.0,1.0
5461,66.0,767.0,88.0,66.0,2.0
5462,66.0,767.0,85.0,67.0,2.0
5463,67.0,757.0,13.0,67.0,1.0
5464,67.0,767.0,0.0,67.0,0.0
5465,65.0,740.0,0.0,67.0,0.0
5466,65.0,738.0,0.0,67.0,0.0
5467,65.0,642.0,76.0,68.0,0.0
5468,63.0,549.0,86.0,67.0,0.0
5469,60.0,358.0,1.0,67.0,0.0
5470,59.0,340.0,0.0,66.0,0.0
5471,59.0,340.0,0.0,66.0,0.0
5472,58.0,339.0,0.0,65.0,1.0
5473,58.0,340.0,0.0,65.0,3.0
5474,58.0,339.0,0.0,65.0,5.0
5475,59.0,362.0,0.0,65.0,7.0
5476,61.0,339.0,0.0,66.0,8.0
5477,64.0,339.0,0.0,66.0,8.0
5478,66.0,415.0,0.0,67.0,5.0
5479,66.0,678.0,90.0,67.0,2.0
5480,66.0,767.0,91.0,67.0,2.0
5481,66.0,457.0,441.0,67.0,4.0
5482,67.0,389.0,645.0,67.0,7.0
5483,66.0,400.0,701.0,67.0,4.0
5484,66.0,480.0,588.0,67.0,2.0
5485,68.0,669.0,189.0,68.0,3.0
5486,68.0,717.0,134.0,68.0,3.0
5487,68.0,718.0,132.0,69.0,2.0
5488,68.0,718.0,51.0,69.0,1.0
5489,66.0,756.0,14.0,69.0,1.0
5490,65.0,762.0,5.0,69.0,1.0
5491,65.0,669.0,120.0,69.0,0.0
5492,64.0,602.0,0.0,68.0,0.0
5493,61.0,382.0,0.0,68.0,1.0
5494,60.0,339.0,0.0,67.0,3.0
5495,60.0,339.0,0.0,67.0,5.0
5496,59.0,339.0,0.0,66.0,8.0
5497,59.0,339.0,0.0,66.0,11.0
5498,59.0,339.0,0.0,66.0,11.0
5499,59.0,339.0,0.0,66.0,9.0
5500,61.0,339.0,0.0,66.0,9.0
5501,64.0,344.0,0.0,67.0,7.0
5502,66.0,448.0,11.0,67.0,3.0
5503,66.0,762.0,50.0,67.0,3.0
5504,66.0,773.0,101.0,68.0,2.0
5505,66.0,772.0,80.0,68.0,2.0
5506,67.0,768.0,62.0,68.0,2.0
5507,67.0,764.0,106.0,68.0,4.0
5508,67.0,761.0,50.0,68.0,7.0
5509,67.0,759.0,3.0,69.0,8.0
5510,67.0,772.0,15.0,69.0,8.0
5511,68.0,591.0,78.0,69.0,6.0
5512,68.0,390.0,157.0,70.0,11.0
5513,66.0,386.0,98.0,70.0,11.0
5514,66.0,387.0,6.0,70.0,9.0
5515,66.0,385.0,145.0,70.0,7.0
5516,65.0,345.0,2.0,70.0,7.0
5517,62.0,342.0,0.0,69.0,8.0
5518,61.0,285.0,46.0,68.0,7.0
5519,60.0,237.0,0.0,67.0,10.0
5520,60.0,161.0,0.0,67.0,11.0
5521,60.0,161.0,0.0,67.0,10.0
5522,60.0,192.0,0.0,67.0,11.0
5523,60.0,215.0,0.0,68.0,14.0
5524,60.0,182.0,0.0,67.0,20.0
5525,62.0,160.0,0.0,67.0,20.0
5526,65.0,161.0,0.0,68.0,26.0
5527,67.0,163.0,0.0,68.0,37.0
5528,67.0,186.0,0.0,68.0,40.0
5529,67.0,185.0,0.0,68.0,39.0
5530,64.0,168.0,0.0,67.0,39.0
5531,60.0,165.0,0.0,67.0,40.0
5532,60.0,164.0,0.0,67.0,36.0
5533,60.0,164.0,0.0,67.0,34.0
5534,60.0,164.0,0.0,67.0,32.0
5535,63.0,164.0,0.0,68.0,32.0
5536,66.0,180.0,0.0,69.0,27.0
5537,66.0,252.0,0.0,68.0,20.0
5538,66.0,279.0,4.0,69.0,15.0
5539,66.0,282.0,176.0,69.0,12.0
5540,64.0,223.0,0.0,69.0,10.0
5541,61.0,253.0,0.0,68.0,8.0
5542,61.0,161.0,0.0,68.0,8.0
5543,60.0,159.0,0.0,67.0,6.0
5544,59.0,159.0,0.0,66.0,5.0
5545,59.0,160.0,0.0,66.0,4.0
5546,59.0,161.0,0.0,66.0,4.0
5547,60.0,160.0,47.0,67.0,11.0
5548,62.0,167.0,3.0,67.0,10.0
5549,66.0,275.0,13.0,68.0,10.0
5550,68.0,416.0,352.0,68.0,12.0
5551,67.0,562.0,214.0,68.0,15.0
5552,67.0,634.0,453.0,68.0,18.0
5553,67.0,728.0,541.0,67.0,10.0
5554,67.0,776.0,25.0,67.0,8.0
5555,67.0,775.0,17.0,67.0,13.0
5556,67.0,771.0,17.0,67.0,11.0
5557,67.0,767.0,17.0,67.0,12.0
5558,67.0,708.0,1.0,68.0,16.0
5559,67.0,634.0,0.0,68.0,36.0
5560,68.0,585.0,0.0,68.0,43.0
5561,66.0,495.0,0.0,68.0,41.0
5562,66.0,491.0,0.0,69.0,30.0
5563,66.0,536.0,167.0,69.0,22.0
5564,64.0,351.0,6.0,69.0,6.0
5565,61.0,348.0,0.0,68.0,7.0
5566,60.0,345.0,0.0,68.0,9.0
5567,60.0,345.0,0.0,67.0,14.0
5568,58.0,364.0,32.0,65.0,10.0
5569,59.0,348.0,72.0,66.0,2.0
5570,59.0,346.0,0.0,66.0,6.0
5571,59.0,345.0,0.0,66.0,7.0
5572,59.0,348.0,0.0,65.0,10.0
5573,65.0,353.0,0.0,68.0,18.0
5574,67.0,495.0,0.0,68.0,14.0
5575,68.0,740.0,90.0,68.0,13.0
5576,68.0,776.0,174.0,68.0,20.0
5577,67.0,776.0,281.0,68.0,21.0
5578,67.0,776.0,96.0,67.0,22.0
5579,67.0,775.0,17.0,67.0,23.0
5580,67.0,769.0,62.0,67.0,22.0
5581,67.0,641.0,175.0,67.0,23.0
5582,67.0,552.0,225.0,67.0,19.0
5583,67.0,553.0,157.0,67.0,16.0
5584,67.0,553.0,125.0,68.0,12.0
5585,66.0,552.0,35.0,68.0,9.0
5586,66.0,553.0,151.0,68.0,5.0
5587,66.0,521.0,214.0,69.0,4.0
5588,64.0,440.0,289.0,68.0,3.0
5589,61.0,352.0,7.0,68.0,2.0
5590,60.0,343.0,0.0,67.0,0.0
5591,59.0,342.0,0.0,66.0,1.0
5592,59.0,342.0,0.0,66.0,0.0
5593,59.0,343.0,0.0,65.0,0.0
5594,59.0,342.0,0.0,66.0,1.0
5595,59.0,348.0,28.0,66.0,3.0
5596,61.0,357.0,39.0,67.0,4.0
5597,65.0,357.0,0.0,67.0,2.0
5598,67.0,561.0,301.0,68.0,0.0
5599,67.0,774.0,492.0,68.0,0.0
5600,67.0,778.0,367.0,68.0,1.0
5601,67.0,778.0,182.0,67.0,3.0
5602,67.0,777.0,97.0,67.0,7.0
5603,66.0,778.0,91.0,67.0,12.0
5604,66.0,778.0,85.0,67.0,18.0
5605,66.0,778.0,85.0,66.0,21.0
5606,67.0,778.0,85.0,67.0,23.0
5607,67.0,778.0,6.0,67.0,23.0
5608,68.0,773.0,0.0,68.0,20.0
5609,66.0,568.0,0.0,68.0,13.0
5610,66.0,559.0,200.0,69.0,9.0
5611,66.0,550.0,240.0,69.0,10.0
5612,64.0,350.0,50.0,68.0,20.0
5613,61.0,349.0,2.0,68.0,28.0
5614,60.0,345.0,0.0,67.0,26.0
5615,59.0,345.0,0.0,66.0,27.0
5616,58.0,344.0,0.0,65.0,25.0
5617,58.0,344.0,0.0,64.0,27.0
5618,59.0,348.0,0.0,65.0,23.0
5619,59.0,349.0,0.0,66.0,21.0
5620,62.0,350.0,0.0,67.0,20.0
5621,66.0,349.0,0.0,67.0,18.0
5622,67.0,362.0,0.0,68.0,12.0
5623,68.0,570.0,201.0,68.0,13.0
5624,67.0,741.0,132.0,68.0,17.0
5625,67.0,777.0,217.0,68.0,18.0
5626,67.0,778.0,0.0,67.0,17.0
5627,67.0,777.0,97.0,67.0,17.0
5628,67.0,776.0,0.0,67.0,22.0
5629,67.0,775.0,0.0,67.0,26.0
5630,67.0,775.0,0.0,68.0,20.0
5631,68.0,774.0,8.0,69.0,11.0
5632,69.0,774.0,95.0,69.0,7.0
5633,67.0,776.0,252.0,69.0,4.0
5634,67.0,777.0,516.0,70.0,2.0
5635,67.0,776.0,198.0,70.0,3.0
5636,65.0,690.0,107.0,70.0,10.0
5637,62.0,360.0,2.0,69.0,21.0
5638,60.0,345.0,0.0,67.0,29.0
5639,60.0,344.0,0.0,67.0,26.0
5640,59.0,344.0,0.0,66.0,19.0
5641,59.0,344.0,0.0,66.0,19.0
5642,59.0,344.0,0.0,66.0,17.0
5643,60.0,343.0,0.0,67.0,18.0
5644,62.0,345.0,0.0,67.0,18.0
5645,66.0,346.0,0.0,69.0,17.0
5646,70.0,357.0,0.0,71.0,9.0
5647,69.0,576.0,89.0,70.0,5.0
5648,68.0,718.0,108.0,68.0,5.0
5649,67.0,777.0,157.0,68.0,4.0
5650,70.27982590957912,479.13101309300293,736.3910397704728,86.9710062830264,11.92614713234938
5651,67.0,756.0,201.0,67.0,6.0
5652,67.0,753.0,193.0,67.0,8.0
5653,69.0,748.0,46.0,69.0,11.0
5654,69.0,747.0,35.0,70.0,8.0
5655,69.0,583.0,122.0,70.0,2.0
5656,70.0,322.0,208.0,71.0,0.0
5657,68.0,313.0,89.0,71.0,2.0
5658,68.0,319.0,51.0,72.0,3.0
5659,69.0,349.0,124.0,72.0,4.0
5660,66.0,347.0,110.0,72.0,2.0
5661,63.0,299.0,50.0,71.0,5.0
5662,62.0,290.0,49.0,70.0,7.0
5663,61.0,162.0,0.0,69.0,9.0
5664,60.0,159.0,0.0,68.0,11.0
5665,60.0,159.0,0.0,68.0,7.0
5666,60.0,159.0,0.0,68.0,6.0
5667,61.0,159.0,0.0,69.0,3.0
5668,64.0,158.0,0.0,69.0,4.0
5669,67.0,155.0,0.0,70.0,3.0
5670,69.0,156.0,0.0,70.0,1.0
5671,69.0,160.0,0.0,70.0,2.0
5672,69.0,303.0,332.0,70.0,2.0
5673,69.0,379.0,446.0,69.0,4.0
5674,68.0,379.0,434.0,69.0,5.0
5675,68.0,372.0,400.0,69.0,2.0
5676,68.0,280.0,342.0,69.0,2.0
5677,68.0,107.0,76.0,68.0,3.0
5678,68.0,58.0,105.0,68.0,3.0
5679,68.0,61.0,171.0,69.0,3.0
5680,69.0,62.0,175.0,69.0,2.0
5681,67.0,62.0,175.0,70.0,3.0
5682,67.0,62.0,175.0,70.0,5.0
5683,68.0,62.0,366.0,71.0,6.0
5684,66.0,61.0,182.0,71.0,9.0
5685,63.0,62.0,180.0,70.0,10.0
5686,62.0,61.0,170.0,70.0,11.0
5687,61.0,61.0,1.0,69.0,10.0
5688,60.0,61.0,0.0,68.0,12.0
5689,60.0,61.0,0.0,67.0,12.0
5690,60.0,61.0,0.0,68.0,6.0
5691,60.0,61.0,0.0,68.0,4.0
5692,64.0,62.0,0.0,69.0,2.0
5693,67.0,63.0,0.0,70.0,4.0
5694,69.0,62.0,0.0,70.0,7.0
5695,69.0,62.0,0.0,70.0,5.0
5696,69.0,62.0,0.0,70.0,7.0
5697,69.0,62.0,0.0,69.0,8.0
5698,68.0,61.0,14.0,69.0,11.0
5699,68.0,61.0,1.0,69.0,8.0
5700,68.0,61.0,0.0,69.0,12.0
5701,68.0,61.0,0.0,69.0,18.0
5702,68.0,62.0,0.0,69.0,17.0
5703,68.0,62.0,0.0,69.0,18.0
5704,69.0,62.0,0.0,69.0,16.0
5705,67.0,62.0,0.0,70.0,13.0
5706,67.0,62.0,0.0,70.0,11.0
5707,68.0,62.0,17.0,71.0,10.0
5708,66.0,62.0,18.0,71.0,6.0
5709,63.0,62.0,5.0,70.0,5.0
5710,61.0,62.0,0.0,70.0,4.0
5711,61.0,62.0,0.0,69.0,4.0
5712,60.0,62.0,0.0,67.0,3.0
5713,59.0,62.0,0.0,67.0,3.0
5714,59.0,63.0,0.0,67.0,2.0
5715,60.0,65.0,0.0,68.0,1.0
5716,63.0,86.0,16.0,68.0,0.0
5717,66.0,171.0,18.0,69.0,1.0
5718,68.0,261.0,52.0,69.0,1.0
5719,69.0,406.0,183.0,70.0,0.0
5720,69.0,509.0,490.0,70.0,1.0
5721,69.0,596.0,407.0,69.0,4.0
5722,68.0,774.0,255.0,69.0,4.0
5723,68.0,851.0,283.0,69.0,6.0
5724,68.0,851.0,137.0,69.0,4.0
5725,69.0,810.0,79.0,70.0,6.0
5726,69.0,722.0,0.0,70.0,7.0
5727,69.0,619.0,0.0,70.0,3.0
5728,69.0,431.0,0.0,70.0,2.0
5729,68.0,432.0,83.0,70.0,1.0
5730,68.0,437.0,266.0,71.0,2.0
5731,68.0,440.0,307.0,71.0,6.0
5732,66.0,434.0,5.0,71.0,9.0
5733,63.0,421.0,0.0,70.0,10.0
5734,62.0,409.0,0.0,69.0,13.0
5735,61.0,404.0,12.0,68.0,17.0
5736,60.0,403.0,18.0,67.0,23.0
5737,59.0,403.0,18.0,67.0,16.0
5738,60.0,405.0,18.0,67.0,17.0
5739,60.0,411.0,18.0,67.0,15.0
5740,63.0,426.0,8.0,68.0,12.0
5741,66.0,452.0,1.0,69.0,13.0
5742,69.0,706.0,279.0,70.0,11.0
5743,69.0,860.0,561.0,69.0,8.0
5744,69.0,858.0,479.0,70.0,7.0
5745,69.0,856.0,210.0,70.0,6.0
5746,69.0,847.0,118.0,70.0,8.0
5747,69.0,745.0,6.0,70.0,8.0
5748,69.0,768.0,79.0,70.0,6.0
5749,69.0,731.0,0.0,70.0,2.0
5750,69.0,780.0,0.0,70.0,2.0
5751,69.0,850.0,107.0,70.0,0.0
5752,69.0,854.0,269.0,70.0,1.0
5753,67.0,859.0,558.0,70.0,0.0
5754,67.0,863.0,567.0,71.0,0.0
5755,68.0,822.0,425.0,71.0,0.0
5756,66.0,719.0,375.0,70.0,0.0
5757,62.0,433.0,3.0,70.0,0.0
5758,61.0,411.0,0.0,69.0,0.0
5759,61.0,429.0,0.0,68.0,0.0
5760,59.0,430.0,0.0,67.0,0.0
5761,59.0,430.0,0.0,66.0,0.0
5762,59.0,425.0,0.0,67.0,0.0
5763,60.0,430.0,0.0,67.0,0.0
5764,62.0,446.0,0.0,68.0,0.0
5765,66.0,477.0,1.0,68.0,0.0
5766,68.0,713.0,228.0,69.0,0.0
5767,69.0,866.0,579.0,70.0,0.0
5768,69.0,858.0,266.0,70.0,0.0
5769,69.0,853.0,22.0,70.0,0.0
5770,69.0,849.0,39.0,70.0,0.0
5771,69.0,846.0,3.0,70.0,0.0
5772,69.0,723.0,0.0,70.0,0.0
5773,69.0,757.0,0.0,70.0,0.0
5774,70.0,845.0,0.0,70.0,0.0
5775,70.0,847.0,2.0,71.0,1.0
5776,70.0,851.0,27.0,71.0,1.0
5777,68.0,853.0,27.0,71.0,1.0
5778,68.0,693.0,174.0,71.0,2.0
5779,68.0,449.0,4.0,71.0,5.0
5780,65.0,434.0,0.0,70.0,3.0
5781,62.0,423.0,0.0,69.0,1.0
5782,61.0,408.0,0.0,68.0,1.0
5783,60.0,403.0,0.0,67.0,1.0
5784,59.0,402.0,0.0,66.0,1.0
5785,58.0,403.0,0.0,65.0,1.0
5786,58.0,406.0,0.0,66.0,1.0
5787,59.0,411.0,0.0,66.0,0.0
5788,62.0,428.0,0.0,67.0,0.0
5789,66.0,461.0,0.0,68.0,0.0
5790,68.0,666.0,11.0,69.0,1.0
5791,69.0,843.0,50.0,69.0,0.0
5792,69.0,846.0,215.0,70.0,0.0
5793,69.0,853.0,251.0,70.0,0.0
5794,69.0,852.0,363.0,70.0,0.0
5795,69.0,849.0,549.0,70.0,0.0
5796,69.0,848.0,530.0,70.0,0.0
5797,70.0,848.0,262.0,71.0,1.0
5798,70.0,844.0,14.0,71.0,1.0
5799,70.0,631.0,0.0,71.0,0.0
5800,71.0,484.0,0.0,72.0,0.0
5801,69.0,428.0,0.0,72.0,0.0
5802,69.0,432.0,211.0,72.0,0.0
5803,69.0,438.0,425.0,72.0,1.0
5804,67.0,432.0,21.0,72.0,4.0
5805,62.0,421.0,0.0,70.0,9.0
5806,61.0,408.0,0.0,69.0,12.0
5807,61.0,402.0,0.0,67.0,13.0
5808,59.0,401.0,0.0,65.0,9.0
5809,60.0,401.0,0.0,66.0,9.0
5810,60.0,405.0,0.0,66.0,10.0
5811,60.0,410.0,0.0,66.0,12.0
5812,61.0,425.0,0.0,67.0,12.0
5813,65.0,454.0,0.0,68.0,11.0
5814,68.0,656.0,0.0,69.0,11.0
5815,69.0,864.0,52.0,70.0,6.0
5816,70.0,859.0,398.0,71.0,5.0
5817,70.0,854.0,29.0,71.0,8.0
5818,70.0,852.0,0.0,71.0,7.0
5819,70.0,849.0,0.0,71.0,8.0
5820,70.0,848.0,8.0,71.0,8.0
5821,71.0,853.0,0.0,72.0,10.0
5822,70.0,840.0,22.0,72.0,7.0
5823,70.0,685.0,0.0,71.0,7.0
5824,70.0,629.0,0.0,71.0,6.0
5825,69.0,632.0,0.0,72.0,14.0
5826,69.0,636.0,0.0,72.0,8.0
5827,69.0,728.0,0.0,72.0,12.0
5828,66.0,567.0,0.0,71.0,9.0
5829,64.0,424.0,0.0,71.0,6.0
5830,63.0,410.0,0.0,70.0,8.0
5831,62.0,405.0,33.0,68.0,10.0
5832,61.0,403.0,6.0,67.0,9.0
5833,60.0,404.0,0.0,66.0,12.0
5834,61.0,404.0,0.0,67.0,13.0
5835,61.0,409.0,0.0,67.0,11.0
5836,64.0,416.0,0.0,68.0,12.0
5837,67.0,421.0,0.0,69.0,10.0
5838,69.0,429.0,0.0,70.0,9.0
5839,69.0,436.0,0.0,70.0,9.0
5840,70.0,435.0,0.0,71.0,8.0
5841,70.0,431.0,0.0,71.0,10.0
5842,70.0,509.0,0.0,71.0,20.0
5843,71.0,481.0,0.0,72.0,23.0
5844,71.0,420.0,0.0,72.0,27.0
5845,71.0,417.0,0.0,72.0,25.0
5846,71.0,426.0,0.0,72.0,24.0
5847,71.0,438.0,0.0,72.0,20.0
5848,71.0,441.0,0.0,72.0,18.0
5849,69.0,443.0,0.0,72.0,9.0
5850,69.0,437.0,0.0,72.0,7.0
5851,69.0,430.0,0.0,72.0,4.0
5852,67.0,429.0,0.0,72.0,3.0
5853,64.0,421.0,0.0,71.0,2.0
5854,63.0,419.0,0.0,70.0,2.0
5855,62.0,236.0,0.0,69.0,2.0
5856,61.0,221.0,0.0,67.0,1.0
5857,60.0,221.0,0.0,66.0,1.0
5858,60.0,222.0,0.0,66.0,1.0
5859,61.0,224.0,0.0,67.0,1.0
5860,63.0,228.0,0.0,68.0,0.0
5861,66.0,233.0,0.0,69.0,0.0
5862,68.0,242.0,0.0,69.0,0.0
5863,69.0,249.0,0.0,70.0,1.0
5864,69.0,248.0,0.0,70.0,1.0
5865,70.0,244.0,0.0,70.0,1.0
5866,70.0,240.0,0.0,71.0,2.0
5867,70.0,235.0,0.0,71.0,2.0
5868,70.0,232.0,0.0,71.0,2.0
5869,70.0,232.0,0.0,71.0,3.0
5870,70.0,255.0,0.0,71.0,3.0
5871,70.0,258.0,0.0,71.0,4.0
5872,70.0,263.0,0.0,71.0,3.0
5873,68.0,257.0,0.0,72.0,3.0
5874,69.0,263.0,0.0,72.0,3.0
5875,68.0,266.0,0.0,71.0,7.0
5876,66.0,264.0,0.0,71.0,8.0
5877,63.0,244.0,0.0,70.0,8.0
5878,62.0,226.0,0.0,69.0,8.0
5879,60.0,220.0,0.0,68.0,7.0
5880,60.0,219.0,0.0,67.0,9.0
5881,59.0,221.0,0.0,66.0,7.0
5882,59.0,222.0,0.0,66.0,5.0
5883,60.0,229.0,0.0,67.0,3.0
5884,64.0,249.0,0.0,68.0,3.0
5885,67.0,299.0,0.0,69.0,3.0
5886,69.0,482.0,175.0,69.0,4.0
5887,69.0,641.0,297.0,70.0,2.0
5888,70.0,739.0,484.0,71.0,2.0
5889,70.0,830.0,184.0,71.0,2.0
5890,70.0,853.0,286.0,71.0,1.0
5891,71.0,854.0,480.0,72.0,3.0
5892,71.0,849.0,299.0,72.0,3.0
5893,70.0,848.0,24.0,71.0,2.0
5894,70.0,757.0,37.0,71.0,3.0
5895,70.0,508.0,129.0,71.0,3.0
5896,71.0,507.0,104.0,72.0,2.0
5897,69.0,512.0,5.0,72.0,3.0
5898,69.0,534.0,49.0,72.0,6.0
5899,69.0,441.0,2.0,72.0,10.0
