,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
16367,86.0,474.0,477.0,0.0,15.0,20.0,1385.0,63.0,14.0,11.0,2.0
16368,90.0,472.0,469.0,0.0,15.0,20.0,1385.0,60.0,14.0,11.0,2.0
16369,95.0,472.0,442.0,0.0,15.0,20.0,1385.0,60.0,14.0,12.0,2.0
16370,94.0,470.0,425.0,0.0,15.0,20.0,1384.0,60.0,14.0,12.0,2.0
16371,95.0,464.0,370.0,0.0,15.0,20.0,1384.0,60.0,14.0,13.0,2.0
16372,94.0,472.0,418.0,0.0,15.0,20.0,1384.0,60.0,15.0,13.0,2.0
16373,91.0,470.0,437.0,0.0,15.0,20.0,1383.0,60.0,15.0,13.0,2.0
16374,94.0,470.0,461.0,0.0,15.0,20.0,1383.0,60.0,15.0,14.0,2.0
16375,87.0,473.0,450.0,0.0,15.0,20.0,1383.0,60.0,15.0,13.0,2.0
16376,90.0,472.0,488.0,0.0,15.0,20.0,1383.0,60.0,14.0,13.0,2.0
16377,94.0,473.0,487.0,0.0,15.0,20.0,1382.0,60.0,14.0,13.0,2.0
16378,94.0,471.0,508.0,0.0,15.0,20.0,1382.0,60.0,14.0,12.0,2.0
16379,95.0,465.0,485.0,0.0,15.0,20.0,1382.0,60.0,14.0,12.0,2.0
16380,94.0,470.0,482.0,0.0,15.0,20.0,1382.0,62.0,14.0,13.0,2.0
16381,94.0,471.0,499.0,0.0,15.0,20.0,1382.0,62.0,14.0,13.0,2.0
16382,94.0,471.0,503.0,0.0,15.0,20.0,1382.0,62.0,14.0,13.0,3.0
16383,95.0,475.0,502.0,0.0,15.0,20.0,1381.0,62.0,14.0,12.0,2.0
16384,95.0,468.0,526.0,0.0,15.0,20.0,1381.0,62.0,14.0,12.0,3.0
16385,95.0,464.0,527.0,0.0,15.0,20.0,1381.0,63.0,14.0,14.0,3.0
16386,91.0,456.0,527.0,0.0,14.0,21.0,1380.0,63.0,14.0,14.0,3.0
16387,85.0,458.0,505.0,0.0,14.0,21.0,1380.0,63.0,14.0,13.0,3.0
16388,93.0,455.0,517.0,0.0,14.0,21.0,1380.0,63.0,14.0,12.0,3.0
16389,94.0,434.0,569.0,0.0,14.0,21.0,1380.0,63.0,14.0,12.0,2.0
16390,95.0,424.0,578.0,0.0,14.0,21.0,1380.0,63.0,14.0,12.0,2.0
16391,95.0,427.0,588.0,0.0,14.0,21.0,1380.0,63.0,14.0,11.0,2.0
16392,94.0,466.0,523.0,0.0,14.0,21.0,1381.0,61.0,14.0,12.0,2.0
16393,94.0,467.0,558.0,0.0,14.0,21.0,1381.0,61.0,14.0,12.0,2.0
16394,94.0,474.0,552.0,0.0,14.0,21.0,1381.0,61.0,14.0,12.0,2.0
16395,95.0,472.0,532.0,0.0,14.0,21.0,1381.0,61.0,14.0,12.0,2.0
16396,89.0,470.0,522.0,0.0,14.0,21.0,1382.0,60.0,14.0,12.0,2.0
16397,91.0,467.0,535.0,0.0,14.0,21.0,1382.0,60.0,14.0,12.0,2.0
16398,95.0,463.0,538.0,0.0,13.0,21.0,1382.0,60.0,13.0,12.0,2.0
16399,95.0,465.0,528.0,0.0,13.0,21.0,1383.0,60.0,13.0,12.0,4.0
16400,95.0,469.0,557.0,0.0,13.0,21.0,1383.0,60.0,14.0,12.0,4.0
16401,96.0,470.0,614.0,0.0,13.0,21.0,1382.0,60.0,14.0,14.0,5.0
16402,97.0,475.0,576.0,0.0,13.0,21.0,1382.0,60.0,14.0,14.0,5.0
16403,97.0,469.0,463.0,0.0,14.0,21.0,1382.0,60.0,13.0,13.0,5.0
16404,97.0,483.0,598.0,0.0,14.0,21.0,1382.0,61.0,13.0,13.0,6.0
16405,97.0,483.0,607.0,0.0,14.0,21.0,1381.0,61.0,13.0,11.0,5.0
16406,99.0,473.0,543.0,0.0,14.0,21.0,1380.0,61.0,13.0,13.0,5.0
16407,98.0,466.0,479.0,0.0,14.0,21.0,1380.0,61.0,13.0,13.0,5.0
16408,97.0,489.0,606.0,0.0,14.0,18.0,1382.0,61.0,13.0,13.0,5.0
16409,100.0,482.0,650.0,0.0,14.0,17.0,1381.0,61.0,13.0,13.0,6.0
16410,99.0,487.0,584.0,0.0,14.0,17.0,1381.0,61.0,13.0,13.0,7.0
16411,101.0,472.0,459.0,0.0,14.0,17.0,1379.0,61.0,13.0,13.0,7.0
16412,97.0,462.0,542.0,0.0,14.0,17.0,1381.0,62.0,13.0,13.0,9.0
16413,98.0,437.0,529.0,0.0,14.0,17.0,1380.0,62.0,13.0,12.0,11.0
16414,98.0,428.0,481.0,0.0,14.0,17.0,1381.0,62.0,13.0,12.0,11.0
16415,95.0,420.0,442.0,0.0,14.0,17.0,1380.0,62.0,13.0,11.0,11.0
16416,95.0,447.0,558.0,0.0,14.0,17.0,1379.0,63.0,13.0,11.0,12.0
16417,97.0,467.0,503.0,0.0,13.0,17.0,1379.0,63.0,13.0,13.0,13.0
16418,97.0,432.0,464.0,0.0,12.0,17.0,1380.0,63.0,13.0,13.0,15.0
16419,101.0,418.0,404.0,0.0,12.0,17.0,1380.0,54.0,12.0,12.0,18.0
16420,101.0,402.0,458.0,0.0,12.0,17.0,1381.0,51.0,13.0,13.0,19.0
16421,101.0,372.0,487.0,0.0,13.0,17.0,1382.0,51.0,12.0,13.0,21.0
16422,96.0,358.0,469.0,0.0,13.0,17.0,1382.0,51.0,9.0,13.0,25.0
16423,85.0,359.0,429.0,0.0,13.0,17.0,1381.0,51.0,8.0,13.0,27.0
16424,68.0,365.0,421.0,0.0,13.0,17.0,1380.0,51.0,8.0,12.0,26.0
16425,62.0,361.0,436.0,0.0,13.0,17.0,1380.0,51.0,8.0,12.0,29.0
16426,60.0,360.0,420.0,0.0,13.0,17.0,1382.0,51.0,8.0,12.0,35.0
16427,59.0,356.0,397.0,0.0,13.0,17.0,1381.0,51.0,8.0,12.0,35.0
16428,62.0,370.0,389.0,0.0,13.0,17.0,1381.0,54.0,8.0,14.0,36.0
16429,62.0,363.0,399.0,0.0,13.0,17.0,1382.0,54.0,8.0,17.0,37.0
16430,61.0,362.0,393.0,0.0,13.0,17.0,1382.0,54.0,7.0,14.0,34.0
16431,61.0,368.0,403.0,0.0,13.0,17.0,1382.0,54.0,6.0,13.0,32.0
16432,61.0,388.0,363.0,0.0,13.0,17.0,1382.0,66.0,6.0,12.0,28.0
16433,63.0,401.0,367.0,0.0,13.0,17.0,1381.0,66.0,6.0,11.0,24.0
16434,68.0,434.0,403.0,0.0,13.0,17.0,1381.0,66.0,6.0,11.0,23.0
16435,75.0,468.0,424.0,0.0,13.0,17.0,1380.0,66.0,7.0,13.0,22.0
16436,80.0,433.0,261.0,0.0,13.0,17.0,1379.0,66.0,10.0,13.0,24.0
16437,85.0,451.0,357.0,0.0,13.0,17.0,1379.0,66.0,11.0,13.0,24.0
16438,92.0,478.0,434.0,0.0,13.0,17.0,1379.0,66.0,11.0,14.0,22.0
16439,99.0,485.0,511.0,0.0,14.0,17.0,1379.0,66.0,12.0,12.0,23.0
16440,99.0,467.0,346.0,0.0,15.0,19.0,1380.0,66.0,12.0,13.0,20.0
16441,99.0,475.0,401.0,0.0,15.0,20.0,1379.0,66.0,12.0,13.0,16.0
16442,100.0,488.0,456.0,0.0,15.0,20.0,1379.0,66.0,13.0,13.0,12.0
16443,98.0,488.0,502.0,0.0,15.0,20.0,1379.0,66.0,13.0,12.0,10.0
16444,98.0,476.0,415.0,0.0,15.0,20.0,1378.0,66.0,13.0,14.0,9.0
16445,97.0,476.0,440.0,0.0,15.0,20.0,1378.0,66.0,13.0,13.0,11.0
16446,97.0,479.0,490.0,0.0,15.0,20.0,1377.0,66.0,13.0,13.0,14.0
16447,96.0,478.0,506.0,0.0,15.0,20.0,1378.0,66.0,14.0,12.0,18.0
16448,96.0,485.0,420.0,0.0,15.0,20.0,1378.0,66.0,14.0,11.0,24.0
16449,96.0,488.0,446.0,0.0,14.0,20.0,1378.0,66.0,14.0,12.0,27.0
16450,98.0,487.0,478.0,0.0,15.0,20.0,1377.0,66.0,14.0,14.0,30.0
16451,98.0,483.0,480.0,0.0,15.0,20.0,1378.0,66.0,14.0,14.0,35.0
16452,98.0,467.0,428.0,0.0,15.0,20.0,1379.0,65.0,14.0,14.0,39.0
16453,97.0,467.0,441.0,0.0,15.0,20.0,1379.0,65.0,14.0,13.0,45.0
16454,98.0,481.0,445.0,0.0,15.0,20.0,1379.0,65.0,14.0,14.0,48.0
16455,98.0,485.0,456.0,0.0,15.0,20.0,1379.0,65.0,13.0,14.0,47.0
16456,98.0,463.0,417.0,0.0,15.0,20.0,1378.0,65.0,14.0,12.0,45.0
16457,98.0,462.0,426.0,0.0,15.0,20.0,1378.0,65.0,13.0,12.0,49.0
16458,97.0,465.0,445.0,0.0,15.0,20.0,1378.0,65.0,14.0,13.0,50.0
16459,98.0,459.0,475.0,0.0,14.0,20.0,1378.0,65.0,14.0,12.0,51.0
16460,97.0,456.0,446.0,0.0,14.0,20.0,1379.0,65.0,14.0,13.0,51.0
16461,97.0,470.0,451.0,0.0,14.0,20.0,1379.0,65.0,14.0,14.0,54.0
16462,97.0,476.0,454.0,0.0,14.0,20.0,1380.0,66.0,14.0,13.0,53.0
16463,98.0,480.0,469.0,0.0,14.0,20.0,1379.0,66.0,14.0,13.0,57.0
16464,98.0,463.0,502.0,0.0,14.0,20.0,1377.0,64.0,14.0,12.0,53.0
16465,100.0,457.0,500.0,0.0,14.0,20.0,1377.0,64.0,14.0,12.0,54.0
16466,102.0,461.0,461.0,0.0,14.0,20.0,1377.0,64.0,14.0,13.0,56.0
16467,100.0,452.0,424.0,0.0,14.0,20.0,1377.0,64.0,14.0,12.0,58.0
16468,98.0,465.0,436.0,0.0,14.0,20.0,1377.0,63.0,14.0,12.0,61.0
16469,102.0,467.0,461.0,0.0,14.0,20.0,1377.0,63.0,14.0,12.0,58.0
16470,103.0,468.0,479.0,0.0,14.0,20.0,1375.0,63.0,14.0,13.0,61.0
16471,102.0,468.0,477.0,0.0,14.0,20.0,1375.0,63.0,14.0,13.0,60.0
16472,101.0,465.0,466.0,0.0,13.0,20.0,1374.0,63.0,14.0,12.0,61.0
16473,101.0,468.0,476.0,0.0,13.0,20.0,1373.0,63.0,14.0,13.0,59.0
16474,100.0,459.0,509.0,0.0,13.0,20.0,1375.0,63.0,14.0,14.0,49.0
16475,93.0,454.0,465.0,0.0,13.0,20.0,1375.0,63.0,13.0,13.0,44.0
16476,83.0,455.0,485.0,0.0,13.0,20.0,1373.0,64.0,14.0,13.0,41.0
16477,95.0,464.0,480.0,0.0,14.0,20.0,1372.0,64.0,14.0,13.0,35.0
16478,99.0,456.0,482.0,0.0,14.0,19.0,1373.0,64.0,14.0,14.0,35.0
16479,99.0,466.0,457.0,0.0,14.0,19.0,1373.0,64.0,14.0,13.0,33.0
16480,98.0,461.0,445.0,0.0,14.0,19.0,1371.0,63.0,14.0,14.0,30.0
16481,99.0,460.0,454.0,0.0,14.0,19.0,1373.0,64.0,14.0,14.0,28.0
16482,98.0,428.0,457.0,0.0,14.0,19.0,1373.0,64.0,14.0,13.0,28.0
16483,98.0,435.0,459.0,0.0,14.0,19.0,1372.0,64.0,14.0,13.0,30.0
16484,99.0,465.0,483.0,0.0,14.0,19.0,1372.0,63.0,14.0,13.0,28.0
16485,99.0,463.0,473.0,0.0,14.0,19.0,1371.0,63.0,13.0,12.0,28.0
16486,97.0,473.0,462.0,0.0,14.0,19.0,1371.0,63.0,14.0,12.0,32.0
16487,98.0,470.0,442.0,0.0,14.0,19.0,1371.0,63.0,14.0,12.0,36.0
16488,97.0,468.0,506.0,0.0,14.0,19.0,1371.0,62.0,14.0,12.0,34.0
16489,98.0,456.0,501.0,0.0,14.0,19.0,1373.0,62.0,14.0,12.0,37.0
16490,92.0,431.0,509.0,0.0,14.0,19.0,1374.0,62.0,14.0,12.0,41.0
16491,95.0,434.0,444.0,0.0,14.0,19.0,1374.0,62.0,14.0,13.0,52.0
16492,98.0,463.0,444.0,0.0,14.0,19.0,1373.0,60.0,13.0,14.0,62.0
16493,98.0,465.0,432.0,0.0,14.0,19.0,1374.0,60.0,13.0,11.0,69.0
16494,98.0,467.0,436.0,0.0,14.0,19.0,1375.0,60.0,13.0,13.0,65.0
16495,98.0,468.0,439.0,0.0,14.0,19.0,1377.0,60.0,13.0,13.0,65.0
16496,99.0,476.0,457.0,0.0,14.0,19.0,1379.0,60.0,13.0,13.0,71.0
16497,98.0,466.0,491.0,0.0,13.0,19.0,1379.0,60.0,13.0,14.0,82.0
16498,99.0,458.0,418.0,0.0,13.0,19.0,1377.0,60.0,13.0,15.0,118.0
16499,99.0,458.0,296.0,0.0,13.0,19.0,1377.0,60.0,14.0,14.0,130.0
16500,99.0,475.0,450.0,0.0,13.0,19.0,1378.0,60.0,14.0,13.0,147.0
16501,100.0,482.0,452.0,0.0,13.0,19.0,1376.0,60.0,14.0,12.0,153.0
16502,100.0,478.0,354.0,0.0,13.0,19.0,1375.0,60.0,14.0,14.0,187.0
16503,101.0,467.0,290.0,0.0,12.0,19.0,1375.0,60.0,14.0,15.0,180.0
16504,97.0,485.0,454.0,0.0,12.0,15.0,1377.0,61.0,13.0,14.0,166.0
16505,84.0,488.0,470.0,0.0,12.0,15.0,1376.0,61.0,13.0,13.0,165.0
16506,81.0,487.0,376.0,0.0,12.0,15.0,1377.0,61.0,13.0,12.0,197.0
16507,81.0,470.0,294.0,0.0,13.0,15.0,1374.0,61.0,13.0,13.0,223.0
16508,86.0,484.0,589.0,0.0,13.0,15.0,1373.0,61.0,13.0,13.0,204.0
16509,91.0,456.0,593.0,0.0,13.0,14.0,1372.0,61.0,13.0,13.0,223.0
16510,96.0,433.0,587.0,0.0,13.0,14.0,1372.0,61.0,13.0,12.0,185.0
16511,100.0,430.0,526.0,0.0,13.0,14.0,1371.0,61.0,13.0,12.0,139.0
16512,101.0,449.0,629.0,0.0,13.0,14.0,1373.0,62.0,13.0,13.0,163.0
16513,101.0,439.0,604.0,0.0,13.0,14.0,1373.0,62.0,13.0,12.0,195.0
16514,100.0,423.0,532.0,0.0,13.0,14.0,1373.0,62.0,13.0,11.0,192.0
16515,102.0,423.0,435.0,0.0,13.0,14.0,1374.0,53.0,13.0,11.0,207.0
16516,103.0,446.0,497.0,0.0,13.0,14.0,1373.0,52.0,13.0,12.0,184.0
16517,102.0,469.0,530.0,0.0,13.0,13.0,1372.0,52.0,11.0,13.0,146.0
16518,97.0,463.0,490.0,0.0,13.0,13.0,1372.0,52.0,9.0,14.0,193.0
16519,87.0,408.0,482.0,0.0,13.0,13.0,1373.0,52.0,8.0,14.0,189.0
16520,77.0,359.0,516.0,0.0,13.0,13.0,1373.0,53.0,8.0,14.0,181.0
16521,68.0,346.0,502.0,0.0,13.0,13.0,1373.0,53.0,8.0,13.0,221.0
16522,65.0,351.0,486.0,0.0,13.0,13.0,1373.0,53.0,8.0,12.0,208.0
16523,65.0,349.0,449.0,0.0,13.0,13.0,1373.0,53.0,8.0,13.0,217.0
16524,66.0,356.0,437.0,0.0,13.0,13.0,1373.0,53.0,8.0,14.0,208.0
16525,68.0,349.0,501.0,0.0,13.0,13.0,1373.0,53.0,8.0,13.0,196.0
16526,69.0,348.0,497.0,0.0,13.0,13.0,1374.0,53.0,8.0,13.0,216.0
16527,71.0,352.0,474.0,0.0,13.0,13.0,1374.0,53.0,8.0,13.0,218.0
16528,71.0,370.0,404.0,0.0,13.0,13.0,1374.0,63.0,8.0,14.0,220.0
16529,76.0,402.0,411.0,0.0,13.0,13.0,1374.0,63.0,7.0,14.0,208.0
16530,83.0,422.0,447.0,0.0,13.0,13.0,1374.0,63.0,7.0,14.0,197.0
16531,91.0,423.0,496.0,0.0,13.0,13.0,1374.0,63.0,8.0,15.0,216.0
16532,98.0,433.0,303.0,0.0,13.0,13.0,1374.0,63.0,9.0,13.0,213.0
16533,104.0,441.0,375.0,0.0,14.0,13.0,1374.0,63.0,11.0,13.0,205.0
16534,112.0,462.0,463.0,0.0,14.0,13.0,1374.0,63.0,11.0,13.0,187.0
16535,116.0,480.0,518.0,0.0,14.0,14.0,1374.0,63.0,13.0,12.0,173.0
16536,117.0,457.0,371.0,0.0,14.0,18.0,1375.0,63.0,14.0,12.0,175.0
16537,118.0,463.0,395.0,0.0,14.0,18.0,1376.0,63.0,14.0,13.0,170.0
16538,118.0,476.0,439.0,0.0,13.0,18.0,1377.0,63.0,13.0,12.0,177.0
16539,118.0,482.0,448.0,0.0,13.0,18.0,1377.0,63.0,14.0,13.0,165.0
16540,118.0,467.0,402.0,0.0,13.0,18.0,1377.0,63.0,14.0,13.0,124.0
16541,117.0,473.0,456.0,0.0,13.0,18.0,1377.0,63.0,14.0,12.0,111.0
16542,116.0,479.0,500.0,0.0,13.0,18.0,1384.0,63.0,14.0,13.0,111.0
16543,118.0,480.0,508.0,0.0,13.0,18.0,1377.0,63.0,14.0,14.0,104.0
16544,118.0,471.0,456.0,0.0,13.0,18.0,1378.0,62.0,14.0,12.0,101.0
16545,118.0,477.0,437.0,0.0,14.0,18.0,1380.0,62.0,14.0,12.0,102.0
16546,118.0,482.0,438.0,0.0,14.0,18.0,1382.0,62.0,14.0,12.0,101.0
16547,118.0,485.0,436.0,0.0,14.0,18.0,1386.0,62.0,14.0,13.0,98.0
16548,118.0,471.0,363.0,0.0,14.0,18.0,1384.0,61.0,14.0,12.0,93.0
16549,119.0,473.0,404.0,0.0,14.0,18.0,1385.0,61.0,14.0,13.0,87.0
16550,119.0,468.0,396.0,0.0,14.0,18.0,1383.0,61.0,14.0,13.0,82.0
16551,120.0,468.0,427.0,0.0,14.0,18.0,1383.0,61.0,14.0,13.0,84.0
16552,121.0,467.0,393.0,0.0,14.0,18.0,1383.0,62.0,14.0,13.0,79.0
16553,120.0,463.0,387.0,0.0,14.0,18.0,1383.0,62.0,14.0,12.0,79.0
16554,119.0,468.0,410.0,0.0,13.0,18.0,1384.0,62.0,14.0,12.0,78.0
16555,119.0,472.0,433.0,0.0,14.0,18.0,1386.0,62.0,14.0,12.0,68.0
16556,119.0,473.0,405.0,0.0,13.0,18.0,1387.0,62.0,14.0,12.0,69.0
16557,120.0,474.0,402.0,0.0,13.0,18.0,1387.0,62.0,14.0,12.0,61.0
16558,120.0,475.0,434.0,0.0,13.0,18.0,1386.0,63.0,14.0,13.0,53.0
16559,119.0,474.0,415.0,0.0,13.0,18.0,1387.0,63.0,14.0,12.0,48.0
16560,120.0,476.0,428.0,0.0,13.0,18.0,1387.0,62.0,14.0,12.0,40.0
16561,121.0,471.0,422.0,0.0,13.0,18.0,1387.0,62.0,14.0,13.0,33.0
16562,121.0,457.0,387.0,0.0,13.0,18.0,1387.0,62.0,14.0,12.0,29.0
16563,122.0,405.0,356.0,0.0,13.0,18.0,1387.0,62.0,14.0,12.0,25.0
16564,122.0,401.0,424.0,0.0,14.0,18.0,1387.0,61.0,14.0,11.0,26.0
16565,122.0,434.0,414.0,0.0,13.0,18.0,1387.0,61.0,14.0,11.0,24.0
16566,121.0,464.0,416.0,0.0,13.0,18.0,1387.0,61.0,14.0,12.0,18.0
16567,122.0,461.0,389.0,0.0,13.0,18.0,1387.0,61.0,14.0,12.0,24.0
16568,120.0,471.0,413.0,0.0,13.0,18.0,1388.0,61.0,14.0,12.0,29.0
16569,111.0,466.0,406.0,0.0,13.0,18.0,1388.0,61.0,14.0,12.0,35.0
16570,113.0,455.0,409.0,0.0,13.0,18.0,1388.0,61.0,14.0,12.0,39.0
16571,120.0,422.0,382.0,0.0,13.0,18.0,1388.0,61.0,14.0,12.0,35.0
16572,120.0,447.0,425.0,0.0,13.0,18.0,1388.0,61.0,14.0,12.0,32.0
16573,118.0,474.0,415.0,0.0,13.0,18.0,1388.0,61.0,13.0,13.0,30.0
16574,111.0,463.0,418.0,0.0,13.0,18.0,1389.0,61.0,13.0,13.0,54.0
16575,106.0,465.0,346.0,0.0,13.0,18.0,1388.0,61.0,13.0,12.0,92.0
16576,113.0,473.0,367.0,0.0,13.0,18.0,1388.0,61.0,14.0,12.0,104.0
16577,115.0,465.0,361.0,0.0,13.0,18.0,1389.0,62.0,13.0,12.0,104.0
16578,119.0,454.0,355.0,0.0,13.0,18.0,1389.0,62.0,13.0,12.0,92.0
16579,121.0,449.0,304.0,0.0,13.0,18.0,1388.0,62.0,14.0,12.0,101.0
16580,121.0,447.0,322.0,0.0,13.0,18.0,1388.0,60.0,15.0,12.0,156.0
16581,121.0,408.0,319.0,0.0,13.0,20.0,1389.0,60.0,14.0,12.0,216.0
16582,121.0,357.0,353.0,0.0,13.0,20.0,1389.0,60.0,14.0,12.0,228.0
16583,122.0,304.0,372.0,0.0,13.0,20.0,1389.0,60.0,14.0,12.0,256.0
16584,122.0,309.0,344.0,0.0,13.0,20.0,1389.0,59.0,14.0,12.0,254.0
16585,116.0,362.0,318.0,0.0,13.0,20.0,1391.0,59.0,14.0,11.0,227.0
16586,113.0,409.0,300.0,0.0,13.0,20.0,1391.0,59.0,15.0,12.0,198.0
16587,118.0,437.0,252.0,0.0,13.0,20.0,1391.0,59.0,14.0,11.0,212.0
16588,120.0,397.0,300.0,0.0,13.0,20.0,1391.0,59.0,15.0,12.0,188.0
16589,122.0,339.0,360.0,0.0,13.0,20.0,1391.0,59.0,15.0,12.0,173.0
16590,123.0,311.0,381.0,0.0,13.0,20.0,1417.0,59.0,15.0,13.0,184.0
16591,122.0,298.0,343.0,0.0,13.0,20.0,1435.0,59.0,15.0,13.0,207.0
16592,121.0,303.0,383.0,0.0,13.0,20.0,1443.0,60.0,15.0,12.0,217.0
16593,121.0,318.0,391.0,0.0,13.0,20.0,1450.0,60.0,14.0,12.0,201.0
16594,121.0,293.0,354.0,0.0,13.0,20.0,1457.0,60.0,15.0,11.0,189.0
16595,121.0,287.0,302.0,0.0,13.0,20.0,1464.0,60.0,15.0,11.0,180.0
16596,121.0,311.0,397.0,0.0,13.0,20.0,1471.0,60.0,15.0,12.0,178.0
16597,121.0,336.0,390.0,0.0,13.0,20.0,1467.0,60.0,15.0,12.0,171.0
16598,121.0,372.0,367.0,0.0,13.0,20.0,1458.0,60.0,15.0,12.0,144.0
16599,121.0,339.0,329.0,0.0,13.0,20.0,1466.0,60.0,15.0,12.0,156.0
16600,123.0,329.0,393.0,0.0,13.0,17.0,1477.0,60.0,14.0,12.0,158.0
16601,122.0,359.0,374.0,0.0,13.0,17.0,1484.0,60.0,14.0,12.0,168.0
16602,122.0,351.0,335.0,0.0,13.0,17.0,1492.0,60.0,14.0,12.0,179.0
16603,115.0,310.0,285.0,0.0,13.0,17.0,1498.0,60.0,14.0,12.0,182.0
16604,121.0,295.0,385.0,0.0,12.0,17.0,1506.0,63.0,13.0,13.0,191.0
16605,123.0,310.0,354.0,0.0,12.0,17.0,1513.0,63.0,13.0,12.0,187.0
16606,122.0,332.0,309.0,0.0,12.0,17.0,1520.0,63.0,13.0,11.0,171.0
16607,122.0,332.0,291.0,0.0,12.0,17.0,1503.0,63.0,13.0,10.0,158.0
16608,123.0,329.0,448.0,0.0,12.0,17.0,1477.0,63.0,13.0,12.0,156.0
16609,122.0,338.0,396.0,0.0,12.0,17.0,1494.0,63.0,13.0,12.0,163.0
16610,122.0,334.0,296.0,0.0,12.0,17.0,1520.0,63.0,13.0,12.0,164.0
16611,122.0,337.0,239.0,0.0,12.0,17.0,1526.0,54.0,13.0,12.0,155.0
16612,122.0,318.0,282.0,0.0,12.0,17.0,1534.0,54.0,13.0,12.0,147.0
16613,120.0,314.0,295.0,0.0,12.0,17.0,1541.0,54.0,12.0,12.0,148.0
16614,113.0,291.0,270.0,0.0,12.0,17.0,1549.0,54.0,8.0,12.0,155.0
16615,102.0,275.0,235.0,0.0,12.0,17.0,1556.0,54.0,8.0,11.0,148.0
16616,92.0,270.0,241.0,0.0,12.0,17.0,1565.0,54.0,8.0,11.0,133.0
16617,78.0,269.0,263.0,0.0,12.0,17.0,1570.0,54.0,8.0,11.0,128.0
16618,67.0,250.0,263.0,0.0,12.0,17.0,1577.0,54.0,8.0,10.0,147.0
16619,64.0,254.0,226.0,0.0,12.0,17.0,1585.0,54.0,8.0,11.0,163.0
16620,61.0,263.0,262.0,0.0,12.0,17.0,1594.0,54.0,8.0,12.0,159.0
16621,61.0,257.0,277.0,0.0,12.0,17.0,1601.0,54.0,8.0,14.0,147.0
16622,61.0,242.0,252.0,0.0,12.0,17.0,1607.0,54.0,8.0,13.0,129.0
16623,61.0,234.0,224.0,0.0,13.0,17.0,1606.0,54.0,8.0,12.0,110.0
16624,61.0,235.0,227.0,0.0,13.0,17.0,1595.0,64.0,8.0,11.0,102.0
16625,61.0,247.0,228.0,0.0,13.0,17.0,1595.0,64.0,8.0,13.0,92.0
16626,60.0,254.0,261.0,0.0,13.0,17.0,1595.0,64.0,8.0,12.0,89.0
16627,65.0,273.0,247.0,0.0,13.0,17.0,1595.0,64.0,8.0,12.0,98.0
16628,70.0,266.0,189.0,0.0,13.0,17.0,1594.0,64.0,8.0,11.0,100.0
16629,75.0,242.0,192.0,0.0,13.0,17.0,1596.0,64.0,9.0,11.0,99.0
16630,82.0,254.0,224.0,0.0,14.0,17.0,1596.0,64.0,9.0,12.0,101.0
16631,88.0,273.0,262.0,0.0,14.0,17.0,1595.0,64.0,10.0,11.0,95.0
16632,95.0,263.0,192.0,0.0,14.0,17.0,1593.0,64.0,12.0,11.0,94.0
16633,100.0,256.0,183.0,0.0,14.0,17.0,1595.0,64.0,14.0,12.0,94.0
16634,109.0,240.0,226.0,0.0,14.0,17.0,1597.0,64.0,14.0,12.0,98.0
16635,116.0,236.0,233.0,0.0,14.0,17.0,1596.0,64.0,14.0,12.0,114.0
16636,115.0,227.0,183.0,0.0,14.0,17.0,1588.0,65.0,14.0,12.0,120.0
16637,120.0,228.0,209.0,0.0,14.0,17.0,1535.0,65.0,14.0,12.0,118.0
16638,121.0,242.0,283.0,0.0,14.0,17.0,1500.0,65.0,14.0,11.0,104.0
16639,120.0,258.0,308.0,0.0,14.0,17.0,1497.0,65.0,14.0,11.0,103.0
16640,120.0,276.0,235.0,0.0,14.0,17.0,1496.0,63.0,14.0,11.0,105.0
16641,120.0,282.0,252.0,0.0,14.0,17.0,1497.0,63.0,14.0,10.0,100.0
16642,121.0,261.0,287.0,0.0,14.0,17.0,1496.0,63.0,14.0,10.0,104.0
16643,121.0,270.0,303.0,0.0,14.0,17.0,1480.0,63.0,14.0,13.0,102.0
16644,121.0,279.0,256.0,0.0,14.0,17.0,1507.0,67.0,14.0,11.0,95.0
16645,121.0,281.0,253.0,0.0,14.0,17.0,1533.0,67.0,14.0,11.0,98.0
16646,121.0,277.0,265.0,0.0,14.0,17.0,1539.0,67.0,14.0,12.0,96.0
16647,121.0,279.0,281.0,0.0,14.0,17.0,1543.0,67.0,14.0,12.0,83.0
16648,121.0,275.0,278.0,0.0,14.0,17.0,1552.0,71.0,14.0,10.0,100.0
16649,121.0,259.0,263.0,0.0,14.0,17.0,1562.0,71.0,14.0,10.0,108.0
16650,121.0,236.0,278.0,0.0,14.0,17.0,1562.0,71.0,14.0,10.0,97.0
16651,119.0,218.0,300.0,0.0,14.0,17.0,1562.0,71.0,15.0,11.0,97.0
16652,120.0,230.0,335.0,0.0,14.0,17.0,1561.0,76.0,15.0,11.0,110.0
