,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
16081,112.0,405.0,347.0,0.0,16.0,13.0,1385.0,61.0,14.0,13.0,29.0
16082,113.0,391.0,322.0,0.0,16.0,13.0,1384.0,61.0,15.0,13.0,26.0
16083,112.0,379.0,322.0,0.0,16.0,13.0,1385.0,61.0,15.0,13.0,29.0
16084,113.0,377.0,324.0,0.0,16.0,13.0,1385.0,61.0,14.0,13.0,28.0
16085,113.0,373.0,347.0,0.0,16.0,13.0,1385.0,61.0,14.0,13.0,31.0
16086,113.0,377.0,330.0,0.0,16.0,13.0,1385.0,61.0,14.0,14.0,37.0
16087,114.0,380.0,328.0,0.0,16.0,13.0,1385.0,61.0,14.0,14.0,34.0
16088,108.0,378.0,330.0,0.0,16.0,13.0,1385.0,61.0,14.0,13.0,41.0
16089,109.0,376.0,333.0,0.0,16.0,13.0,1385.0,61.0,14.0,14.0,42.0
16090,110.0,376.0,338.0,0.0,16.0,13.0,1385.0,61.0,14.0,13.0,41.0
16091,110.0,381.0,346.0,0.0,16.0,13.0,1385.0,61.0,14.0,13.0,41.0
16092,111.0,379.0,346.0,0.0,16.0,13.0,1385.0,61.0,14.0,13.0,49.0
16093,111.0,379.0,350.0,0.0,16.0,13.0,1385.0,61.0,14.0,13.0,59.0
16094,108.0,378.0,354.0,0.0,16.0,13.0,1385.0,61.0,15.0,13.0,60.0
16095,109.0,379.0,347.0,0.0,16.0,13.0,1385.0,61.0,15.0,12.0,62.0
16096,101.0,385.0,368.0,0.0,16.0,13.0,1385.0,61.0,15.0,13.0,61.0
16097,102.0,371.0,357.0,0.0,16.0,13.0,1385.0,62.0,15.0,14.0,66.0
16098,102.0,374.0,352.0,0.0,16.0,13.0,1385.0,62.0,15.0,14.0,63.0
16099,101.0,382.0,345.0,0.0,16.0,13.0,1385.0,62.0,15.0,14.0,59.0
16100,100.0,389.0,359.0,0.0,16.0,13.0,1384.0,63.0,15.0,14.0,65.0
16101,100.0,392.0,356.0,0.0,16.0,13.0,1384.0,63.0,15.0,14.0,72.0
16102,99.0,396.0,356.0,0.0,16.0,13.0,1385.0,63.0,15.0,13.0,74.0
16103,99.0,412.0,350.0,0.0,16.0,14.0,1385.0,63.0,14.0,13.0,73.0
16104,100.0,394.0,334.0,0.0,16.0,14.0,1384.0,62.0,14.0,11.0,79.0
16105,99.0,385.0,337.0,0.0,16.0,14.0,1385.0,62.0,14.0,13.0,85.0
16106,99.0,377.0,367.0,0.0,16.0,14.0,1385.0,62.0,15.0,12.0,86.0
16107,101.0,390.0,362.0,0.0,16.0,14.0,1385.0,62.0,15.0,13.0,90.0
16108,100.0,382.0,324.0,0.0,16.0,14.0,1384.0,62.0,14.0,13.0,93.0
16109,101.0,386.0,328.0,0.0,16.0,14.0,1384.0,62.0,14.0,13.0,95.0
16110,100.0,382.0,349.0,0.0,16.0,14.0,1384.0,62.0,14.0,13.0,105.0
16111,100.0,379.0,379.0,0.0,16.0,14.0,1384.0,62.0,14.0,13.0,107.0
16112,100.0,388.0,414.0,0.0,16.0,14.0,1384.0,62.0,15.0,13.0,106.0
16113,100.0,418.0,420.0,0.0,15.0,14.0,1383.0,62.0,15.0,13.0,116.0
16114,101.0,429.0,379.0,0.0,15.0,14.0,1384.0,62.0,14.0,13.0,117.0
16115,99.0,443.0,270.0,0.0,15.0,14.0,1384.0,62.0,14.0,13.0,118.0
16116,98.0,440.0,461.0,0.0,16.0,14.0,1386.0,62.0,14.0,13.0,125.0
16117,100.0,445.0,465.0,0.0,16.0,14.0,1385.0,62.0,14.0,13.0,116.0
16118,99.0,418.0,433.0,0.0,16.0,14.0,1386.0,62.0,14.0,13.0,110.0
16119,99.0,391.0,377.0,0.0,16.0,14.0,1386.0,62.0,14.0,14.0,117.0
16120,100.0,390.0,524.0,0.0,16.0,14.0,1387.0,62.0,14.0,14.0,113.0
16121,100.0,395.0,524.0,0.0,16.0,14.0,1386.0,62.0,14.0,14.0,102.0
16122,100.0,380.0,445.0,0.0,16.0,14.0,1387.0,62.0,14.0,13.0,98.0
16123,102.0,358.0,382.0,0.0,16.0,14.0,1387.0,62.0,13.0,14.0,96.0
16124,103.0,370.0,452.0,0.0,16.0,14.0,1390.0,53.0,13.0,14.0,92.0
16125,102.0,374.0,436.0,0.0,16.0,14.0,1389.0,61.0,13.0,13.0,90.0
16126,103.0,369.0,419.0,0.0,16.0,14.0,1388.0,61.0,13.0,12.0,89.0
16127,103.0,358.0,374.0,0.0,16.0,14.0,1388.0,61.0,13.0,12.0,87.0
16128,102.0,362.0,493.0,0.0,16.0,14.0,1389.0,61.0,13.0,13.0,90.0
16129,99.0,360.0,455.0,0.0,16.0,14.0,1389.0,61.0,13.0,13.0,87.0
16130,100.0,356.0,428.0,0.0,16.0,14.0,1389.0,61.0,13.0,13.0,86.0
16131,102.0,362.0,379.0,0.0,16.0,14.0,1389.0,52.0,13.0,12.0,88.0
16132,103.0,382.0,411.0,0.0,16.0,14.0,1390.0,52.0,13.0,13.0,92.0
16133,102.0,359.0,417.0,0.0,16.0,14.0,1389.0,52.0,12.0,13.0,94.0
16134,98.0,355.0,407.0,0.0,15.0,14.0,1389.0,52.0,9.0,13.0,101.0
16135,95.0,354.0,394.0,0.0,15.0,14.0,1389.0,52.0,8.0,13.0,112.0
16136,84.0,353.0,396.0,0.0,15.0,14.0,1389.0,52.0,7.0,13.0,117.0
16137,77.0,358.0,401.0,0.0,15.0,14.0,1389.0,52.0,8.0,12.0,118.0
16138,73.0,361.0,403.0,0.0,15.0,14.0,1390.0,52.0,8.0,11.0,122.0
16139,70.0,353.0,400.0,0.0,14.0,14.0,1389.0,52.0,8.0,13.0,133.0
16140,69.0,358.0,385.0,0.0,14.0,14.0,1390.0,52.0,8.0,13.0,142.0
16141,68.0,353.0,400.0,0.0,14.0,14.0,1390.0,52.0,8.0,13.0,144.0
16142,68.0,351.0,398.0,0.0,14.0,14.0,1389.0,52.0,8.0,13.0,145.0
16143,68.0,351.0,388.0,0.0,14.0,14.0,1390.0,52.0,8.0,12.0,143.0
16144,69.0,343.0,254.0,0.0,14.0,14.0,1390.0,62.0,8.0,12.0,162.0
16145,72.0,345.0,276.0,0.0,15.0,14.0,1390.0,62.0,8.0,13.0,158.0
16146,78.0,386.0,337.0,0.0,15.0,14.0,1389.0,62.0,8.0,14.0,159.0
16147,84.0,419.0,402.0,0.0,15.0,14.0,1388.0,62.0,9.0,13.0,164.0
16148,87.0,414.0,255.0,0.0,15.0,14.0,1389.0,62.0,11.0,13.0,162.0
16149,87.0,377.0,285.0,0.0,15.0,14.0,1389.0,62.0,12.0,13.0,173.0
16150,82.0,385.0,418.0,0.0,16.0,14.0,1389.0,62.0,13.0,12.0,178.0
16151,84.0,430.0,453.0,0.0,16.0,14.0,1388.0,62.0,13.0,13.0,174.0
16152,90.0,437.0,355.0,0.0,16.0,14.0,1386.0,64.0,14.0,13.0,173.0
16153,92.0,442.0,402.0,0.0,16.0,14.0,1387.0,64.0,15.0,13.0,168.0
16154,94.0,466.0,422.0,0.0,16.0,14.0,1387.0,64.0,15.0,11.0,160.0
16155,94.0,480.0,423.0,0.0,16.0,14.0,1389.0,64.0,15.0,12.0,161.0
16156,94.0,471.0,291.0,0.0,17.0,14.0,1389.0,66.0,15.0,13.0,171.0
16157,94.0,461.0,349.0,0.0,17.0,14.0,1389.0,66.0,15.0,13.0,182.0
16158,95.0,458.0,418.0,0.0,17.0,14.0,1389.0,66.0,14.0,13.0,191.0
16159,96.0,453.0,421.0,0.0,16.0,14.0,1389.0,66.0,15.0,13.0,196.0
16160,95.0,438.0,329.0,0.0,16.0,14.0,1391.0,66.0,15.0,12.0,198.0
16161,95.0,451.0,374.0,0.0,16.0,14.0,1391.0,66.0,15.0,12.0,188.0
16162,92.0,453.0,407.0,0.0,16.0,14.0,1390.0,66.0,15.0,12.0,196.0
16163,90.0,468.0,351.0,0.0,17.0,14.0,1391.0,66.0,15.0,12.0,206.0
16164,86.0,463.0,388.0,0.0,16.0,14.0,1391.0,64.0,15.0,14.0,212.0
16165,89.0,466.0,398.0,0.0,16.0,14.0,1390.0,64.0,15.0,14.0,212.0
16166,91.0,467.0,346.0,0.0,16.0,14.0,1390.0,64.0,14.0,14.0,223.0
16167,92.0,456.0,302.0,0.0,16.0,14.0,1390.0,64.0,14.0,13.0,224.0
16168,91.0,453.0,286.0,0.0,16.0,14.0,1390.0,64.0,14.0,13.0,210.0
16169,93.0,467.0,311.0,0.0,16.0,14.0,1390.0,64.0,14.0,13.0,216.0
16170,94.0,455.0,395.0,0.0,16.0,14.0,1390.0,64.0,14.0,12.0,224.0
16171,93.0,463.0,444.0,0.0,16.0,14.0,1390.0,64.0,14.0,12.0,224.0
16172,94.0,463.0,385.0,0.0,16.0,14.0,1390.0,65.0,14.0,12.0,226.0
16173,94.0,466.0,397.0,0.0,16.0,14.0,1391.0,65.0,15.0,12.0,223.0
16174,95.0,470.0,434.0,0.0,16.0,14.0,1391.0,65.0,14.0,11.0,211.0
16175,95.0,472.0,444.0,0.0,16.0,14.0,1391.0,65.0,15.0,12.0,201.0
16176,90.0,471.0,446.0,0.0,16.0,14.0,1392.0,61.0,15.0,12.0,197.0
16177,93.0,465.0,444.0,0.0,16.0,14.0,1391.0,61.0,15.0,13.0,196.0
16178,92.0,459.0,444.0,0.0,16.0,14.0,1391.0,61.0,15.0,12.0,193.0
16179,93.0,450.0,347.0,0.0,16.0,14.0,1389.0,61.0,14.0,12.0,187.0
16180,90.0,460.0,368.0,0.0,16.0,14.0,1390.0,61.0,14.0,13.0,193.0
16181,92.0,459.0,427.0,0.0,16.0,14.0,1390.0,61.0,13.0,13.0,160.0
16182,89.0,455.0,431.0,0.0,16.0,14.0,1388.0,61.0,13.0,14.0,171.0
16183,89.0,458.0,416.0,0.0,16.0,14.0,1389.0,61.0,13.0,13.0,194.0
16184,89.0,465.0,436.0,0.0,16.0,14.0,1389.0,61.0,13.0,13.0,189.0
16185,89.0,465.0,399.0,0.0,16.0,15.0,1389.0,61.0,13.0,13.0,171.0
16186,91.0,459.0,416.0,0.0,16.0,15.0,1389.0,61.0,13.0,14.0,157.0
16187,89.0,449.0,403.0,0.0,16.0,15.0,1388.0,61.0,13.0,14.0,152.0
16188,88.0,451.0,444.0,0.0,16.0,15.0,1388.0,61.0,14.0,14.0,143.0
16189,88.0,454.0,461.0,0.0,16.0,15.0,1386.0,61.0,14.0,14.0,140.0
16190,88.0,461.0,466.0,0.0,16.0,15.0,1382.0,61.0,14.0,14.0,152.0
16191,89.0,464.0,446.0,0.0,16.0,15.0,1379.0,61.0,14.0,13.0,151.0
16192,89.0,467.0,448.0,0.0,16.0,17.0,1377.0,61.0,14.0,14.0,159.0
16193,88.0,463.0,447.0,0.0,16.0,21.0,1376.0,62.0,14.0,13.0,165.0
16194,86.0,458.0,446.0,0.0,16.0,21.0,1377.0,62.0,14.0,13.0,154.0
16195,86.0,460.0,430.0,0.0,16.0,21.0,1377.0,62.0,14.0,13.0,149.0
16196,84.0,463.0,446.0,0.0,16.0,21.0,1376.0,63.0,15.0,13.0,140.0
16197,84.0,463.0,434.0,0.0,16.0,21.0,1377.0,63.0,15.0,13.0,142.0
16198,83.0,469.0,443.0,0.0,16.0,21.0,1377.0,63.0,15.0,13.0,142.0
16199,85.0,465.0,434.0,0.0,16.0,21.0,1378.0,63.0,15.0,14.0,145.0
16200,92.0,478.0,440.0,0.0,16.0,21.0,1378.0,62.0,15.0,13.0,146.0
16201,96.0,481.0,443.0,0.0,16.0,21.0,1379.0,62.0,15.0,14.0,144.0
16202,100.0,465.0,461.0,0.0,16.0,21.0,1379.0,62.0,15.0,13.0,129.0
16203,102.0,457.0,443.0,0.0,16.0,21.0,1380.0,62.0,15.0,13.0,126.0
16204,105.0,473.0,452.0,0.0,16.0,21.0,1381.0,62.0,15.0,13.0,118.0
16205,102.0,469.0,445.0,0.0,16.0,21.0,1381.0,62.0,15.0,13.0,116.0
16206,104.0,466.0,449.0,0.0,16.0,21.0,1382.0,62.0,15.0,13.0,126.0
16207,105.0,469.0,440.0,0.0,16.0,21.0,1382.0,62.0,15.0,13.0,129.0
16208,107.0,469.0,450.0,0.0,16.0,21.0,1382.0,62.0,15.0,13.0,134.0
16209,106.0,478.0,463.0,0.0,16.0,21.0,1382.0,62.0,15.0,13.0,142.0
16210,109.0,469.0,407.0,0.0,16.0,21.0,1382.0,62.0,15.0,14.0,153.0
16211,111.0,449.0,297.0,0.0,16.0,21.0,1382.0,62.0,15.0,14.0,157.0
16212,109.0,463.0,411.0,0.0,16.0,21.0,1385.0,62.0,14.0,14.0,156.0
16213,109.0,463.0,426.0,0.0,15.0,21.0,1384.0,62.0,14.0,14.0,152.0
16214,110.0,469.0,389.0,0.0,15.0,21.0,1384.0,62.0,14.0,13.0,146.0
16215,109.0,459.0,311.0,0.0,15.0,21.0,1384.0,62.0,14.0,13.0,141.0
16216,109.0,460.0,440.0,0.0,16.0,21.0,1385.0,62.0,14.0,12.0,146.0
16217,107.0,449.0,419.0,0.0,16.0,21.0,1382.0,62.0,14.0,13.0,148.0
16218,106.0,449.0,415.0,0.0,16.0,21.0,1382.0,62.0,14.0,13.0,147.0
16219,107.0,431.0,300.0,0.0,16.0,21.0,1382.0,62.0,14.0,15.0,149.0
16220,109.0,439.0,392.0,0.0,16.0,21.0,1387.0,59.0,13.0,15.0,160.0
16221,109.0,420.0,378.0,0.0,15.0,21.0,1386.0,59.0,13.0,13.0,164.0
16222,111.0,415.0,312.0,0.0,15.0,21.0,1387.0,59.0,13.0,13.0,166.0
16223,109.0,411.0,264.0,0.0,15.0,21.0,1386.0,59.0,13.0,14.0,169.0
16224,110.0,425.0,416.0,0.0,15.0,21.0,1385.0,58.0,13.0,12.0,172.0
16225,111.0,420.0,372.0,0.0,15.0,21.0,1384.0,58.0,13.0,11.0,168.0
16226,109.0,425.0,324.0,0.0,15.0,21.0,1387.0,58.0,13.0,12.0,164.0
16227,109.0,415.0,278.0,0.0,15.0,21.0,1385.0,49.0,13.0,13.0,175.0
16228,111.0,406.0,363.0,0.0,16.0,21.0,1384.0,49.0,13.0,12.0,177.0
16229,111.0,376.0,382.0,0.0,15.0,21.0,1384.0,49.0,12.0,14.0,182.0
16230,109.0,355.0,348.0,0.0,15.0,21.0,1384.0,49.0,9.0,12.0,180.0
16231,105.0,353.0,343.0,0.0,14.0,21.0,1383.0,49.0,9.0,12.0,184.0
16232,92.0,349.0,367.0,0.0,14.0,21.0,1384.0,49.0,8.0,13.0,179.0
16233,74.0,345.0,380.0,0.0,14.0,21.0,1386.0,49.0,8.0,12.0,171.0
16234,70.0,340.0,382.0,0.0,14.0,21.0,1386.0,49.0,8.0,13.0,171.0
16235,71.0,340.0,369.0,0.0,14.0,21.0,1386.0,49.0,8.0,13.0,169.0
16236,68.0,348.0,350.0,0.0,14.0,21.0,1385.0,49.0,8.0,12.0,176.0
16237,68.0,340.0,343.0,0.0,14.0,21.0,1381.0,49.0,8.0,13.0,178.0
16238,67.0,343.0,339.0,0.0,14.0,21.0,1380.0,49.0,8.0,14.0,168.0
16239,66.0,351.0,332.0,0.0,14.0,21.0,1383.0,49.0,8.0,15.0,169.0
16240,66.0,366.0,290.0,0.0,14.0,21.0,1385.0,59.0,8.0,15.0,165.0
16241,67.0,397.0,318.0,0.0,14.0,21.0,1380.0,59.0,8.0,14.0,162.0
16242,68.0,428.0,385.0,0.0,14.0,21.0,1383.0,59.0,8.0,13.0,158.0
16243,71.0,449.0,386.0,0.0,14.0,21.0,1384.0,59.0,9.0,13.0,158.0
16244,77.0,422.0,252.0,0.0,14.0,21.0,1386.0,59.0,12.0,13.0,153.0
16245,86.0,377.0,339.0,0.0,15.0,21.0,1388.0,59.0,13.0,13.0,155.0
16246,90.0,411.0,430.0,0.0,17.0,21.0,1388.0,59.0,14.0,13.0,152.0
16247,93.0,454.0,457.0,0.0,16.0,21.0,1384.0,59.0,14.0,13.0,148.0
16248,100.0,448.0,363.0,0.0,16.0,21.0,1383.0,59.0,14.0,12.0,133.0
16249,99.0,441.0,401.0,0.0,16.0,21.0,1384.0,59.0,15.0,12.0,123.0
16250,99.0,463.0,403.0,0.0,16.0,21.0,1386.0,59.0,15.0,12.0,115.0
16251,101.0,467.0,419.0,0.0,16.0,21.0,1385.0,59.0,15.0,13.0,109.0
16252,101.0,454.0,345.0,0.0,16.0,21.0,1385.0,58.0,15.0,13.0,109.0
16253,103.0,447.0,393.0,0.0,16.0,21.0,1384.0,58.0,15.0,13.0,112.0
16254,102.0,459.0,423.0,0.0,17.0,21.0,1384.0,58.0,15.0,12.0,115.0
16255,103.0,467.0,422.0,0.0,17.0,21.0,1384.0,58.0,15.0,12.0,115.0
16256,102.0,441.0,356.0,0.0,17.0,21.0,1384.0,56.0,15.0,11.0,118.0
16257,101.0,450.0,379.0,0.0,17.0,21.0,1383.0,56.0,15.0,12.0,127.0
16258,99.0,449.0,386.0,0.0,16.0,21.0,1383.0,56.0,15.0,12.0,132.0
16259,104.0,448.0,363.0,0.0,16.0,21.0,1382.0,56.0,15.0,13.0,132.0
16260,102.0,445.0,346.0,0.0,16.0,21.0,1382.0,55.0,15.0,12.0,135.0
16261,104.0,445.0,374.0,0.0,16.0,19.0,1381.0,55.0,15.0,12.0,128.0
16262,106.0,446.0,411.0,0.0,16.0,16.0,1380.0,55.0,15.0,11.0,125.0
16263,105.0,454.0,421.0,0.0,16.0,15.0,1380.0,55.0,15.0,12.0,119.0
16264,106.0,453.0,362.0,0.0,16.0,19.0,1382.0,55.0,15.0,12.0,114.0
16265,109.0,454.0,393.0,0.0,16.0,18.0,1381.0,55.0,15.0,12.0,120.0
16266,111.0,449.0,415.0,0.0,16.0,18.0,1381.0,55.0,15.0,12.0,126.0
16267,111.0,448.0,418.0,0.0,16.0,18.0,1381.0,55.0,15.0,13.0,122.0
16268,112.0,442.0,398.0,0.0,16.0,18.0,1381.0,58.0,15.0,12.0,120.0
16269,113.0,449.0,411.0,0.0,16.0,18.0,1383.0,58.0,15.0,12.0,125.0
16270,115.0,463.0,417.0,0.0,16.0,18.0,1385.0,58.0,15.0,12.0,136.0
16271,113.0,468.0,408.0,0.0,16.0,18.0,1384.0,58.0,15.0,13.0,137.0
16272,114.0,469.0,401.0,0.0,16.0,19.0,1387.0,58.0,15.0,11.0,148.0
16273,115.0,472.0,386.0,0.0,16.0,20.0,1384.0,58.0,15.0,12.0,150.0
16274,116.0,463.0,362.0,0.0,16.0,20.0,1384.0,58.0,15.0,11.0,148.0
16275,112.0,453.0,306.0,0.0,16.0,21.0,1384.0,58.0,15.0,11.0,143.0
16276,110.0,435.0,367.0,0.0,16.0,21.0,1384.0,58.0,15.0,12.0,138.0
16277,108.0,423.0,408.0,0.0,16.0,21.0,1383.0,58.0,14.0,11.0,144.0
16278,103.0,455.0,379.0,0.0,16.0,21.0,1384.0,58.0,14.0,11.0,138.0
16279,109.0,438.0,411.0,0.0,16.0,21.0,1382.0,58.0,14.0,12.0,128.0
16280,108.0,453.0,374.0,0.0,16.0,21.0,1383.0,60.0,14.0,11.0,124.0
16281,107.0,453.0,402.0,0.0,15.0,21.0,1384.0,60.0,14.0,12.0,130.0
16282,109.0,434.0,419.0,0.0,15.0,21.0,1385.0,60.0,14.0,12.0,128.0
16283,110.0,443.0,415.0,0.0,15.0,21.0,1385.0,60.0,14.0,12.0,116.0
16284,107.0,447.0,412.0,0.0,15.0,21.0,1385.0,57.0,14.0,13.0,120.0
16285,107.0,448.0,422.0,0.0,15.0,21.0,1384.0,57.0,14.0,11.0,123.0
16286,107.0,465.0,422.0,0.0,15.0,21.0,1382.0,57.0,14.0,12.0,129.0
16287,108.0,468.0,418.0,0.0,15.0,21.0,1381.0,57.0,14.0,13.0,124.0
16288,104.0,473.0,421.0,0.0,15.0,21.0,1380.0,57.0,14.0,13.0,125.0
16289,101.0,470.0,420.0,0.0,15.0,21.0,1380.0,58.0,14.0,14.0,113.0
16290,100.0,464.0,408.0,0.0,15.0,21.0,1381.0,58.0,14.0,14.0,120.0
16291,103.0,452.0,398.0,0.0,15.0,21.0,1382.0,58.0,14.0,13.0,111.0
16292,106.0,463.0,403.0,0.0,15.0,21.0,1382.0,57.0,14.0,13.0,109.0
16293,88.0,461.0,409.0,0.0,15.0,21.0,1382.0,57.0,14.0,13.0,108.0
16294,89.0,469.0,412.0,0.0,15.0,19.0,1382.0,57.0,14.0,15.0,104.0
16295,90.0,463.0,427.0,0.0,15.0,19.0,1382.0,57.0,14.0,13.0,87.0
16296,91.0,475.0,443.0,0.0,15.0,21.0,1381.0,56.0,14.0,12.0,76.0
16297,91.0,476.0,454.0,0.0,15.0,21.0,1382.0,56.0,14.0,12.0,70.0
16298,94.0,470.0,454.0,0.0,15.0,21.0,1381.0,56.0,14.0,13.0,60.0
16299,92.0,465.0,447.0,0.0,15.0,21.0,1381.0,56.0,14.0,11.0,57.0
16300,97.0,478.0,448.0,0.0,15.0,21.0,1381.0,56.0,14.0,12.0,61.0
16301,91.0,452.0,442.0,0.0,15.0,21.0,1381.0,56.0,14.0,12.0,70.0
16302,93.0,447.0,450.0,0.0,15.0,21.0,1381.0,56.0,14.0,13.0,80.0
16303,94.0,459.0,434.0,0.0,15.0,21.0,1381.0,56.0,14.0,14.0,88.0
16304,94.0,466.0,429.0,0.0,15.0,21.0,1381.0,57.0,14.0,15.0,108.0
16305,96.0,461.0,456.0,0.0,15.0,21.0,1382.0,57.0,14.0,14.0,126.0
16306,101.0,443.0,421.0,0.0,15.0,21.0,1383.0,57.0,14.0,13.0,134.0
16307,102.0,405.0,340.0,0.0,15.0,21.0,1385.0,57.0,14.0,13.0,147.0
16308,102.0,421.0,504.0,0.0,15.0,21.0,1383.0,57.0,13.0,11.0,155.0
16309,99.0,463.0,451.0,0.0,15.0,21.0,1381.0,57.0,13.0,13.0,146.0
16310,93.0,465.0,427.0,0.0,15.0,21.0,1383.0,57.0,13.0,14.0,143.0
16311,95.0,462.0,327.0,0.0,15.0,21.0,1383.0,57.0,13.0,14.0,148.0
16312,95.0,484.0,460.0,0.0,15.0,17.0,1383.0,57.0,13.0,14.0,153.0
16313,95.0,478.0,421.0,0.0,15.0,17.0,1381.0,57.0,13.0,14.0,157.0
16314,101.0,466.0,396.0,0.0,15.0,17.0,1381.0,57.0,13.0,14.0,157.0
16315,99.0,453.0,317.0,0.0,15.0,17.0,1382.0,57.0,13.0,12.0,158.0
16316,100.0,459.0,421.0,0.0,15.0,17.0,1383.0,59.0,13.0,13.0,166.0
16317,101.0,433.0,419.0,0.0,15.0,17.0,1383.0,59.0,13.0,14.0,159.0
16318,98.0,434.0,388.0,0.0,15.0,17.0,1383.0,59.0,13.0,13.0,152.0
16319,98.0,424.0,374.0,0.0,15.0,17.0,1383.0,59.0,13.0,12.0,143.0
16320,99.0,441.0,473.0,0.0,15.0,17.0,1384.0,59.0,13.0,13.0,143.0
16321,100.0,433.0,424.0,0.0,15.0,17.0,1383.0,59.0,13.0,13.0,140.0
16322,99.0,432.0,379.0,0.0,15.0,17.0,1384.0,59.0,13.0,13.0,131.0
16323,99.0,420.0,301.0,0.0,15.0,17.0,1386.0,50.0,13.0,13.0,120.0
16324,99.0,393.0,362.0,0.0,15.0,17.0,1387.0,50.0,13.0,13.0,117.0
16325,94.0,370.0,381.0,0.0,14.0,17.0,1386.0,50.0,13.0,13.0,115.0
16326,91.0,354.0,384.0,0.0,14.0,17.0,1386.0,50.0,9.0,12.0,112.0
16327,87.0,348.0,398.0,0.0,14.0,17.0,1385.0,50.0,9.0,12.0,98.0
16328,78.0,343.0,385.0,0.0,14.0,17.0,1385.0,50.0,8.0,13.0,88.0
16329,67.0,334.0,394.0,0.0,13.0,17.0,1385.0,50.0,8.0,13.0,83.0
16330,62.0,333.0,380.0,0.0,13.0,17.0,1385.0,50.0,9.0,13.0,83.0
16331,62.0,339.0,370.0,0.0,13.0,17.0,1385.0,50.0,8.0,13.0,75.0
16332,62.0,357.0,381.0,0.0,13.0,17.0,1385.0,50.0,9.0,13.0,70.0
16333,62.0,356.0,403.0,0.0,13.0,17.0,1385.0,50.0,9.0,12.0,66.0
16334,62.0,354.0,392.0,0.0,13.0,17.0,1385.0,50.0,8.0,12.0,69.0
16335,62.0,362.0,395.0,0.0,13.0,17.0,1384.0,50.0,8.0,13.0,70.0
16336,62.0,383.0,310.0,0.0,13.0,17.0,1384.0,60.0,8.0,12.0,66.0
16337,64.0,414.0,353.0,0.0,13.0,17.0,1384.0,60.0,8.0,13.0,58.0
16338,70.0,441.0,389.0,0.0,13.0,17.0,1384.0,60.0,8.0,12.0,48.0
16339,77.0,447.0,438.0,0.0,13.0,17.0,1384.0,60.0,9.0,13.0,42.0
16340,81.0,436.0,263.0,0.0,14.0,17.0,1383.0,62.0,12.0,13.0,36.0
16341,82.0,415.0,372.0,0.0,14.0,17.0,1384.0,62.0,13.0,14.0,33.0
16342,89.0,457.0,431.0,0.0,16.0,17.0,1385.0,62.0,13.0,14.0,27.0
16343,93.0,477.0,491.0,0.0,16.0,18.0,1385.0,62.0,13.0,13.0,21.0
16344,95.0,457.0,378.0,0.0,15.0,19.0,1384.0,62.0,14.0,13.0,14.0
16345,96.0,468.0,411.0,0.0,15.0,19.0,1385.0,62.0,14.0,13.0,12.0
16346,97.0,478.0,429.0,0.0,15.0,20.0,1385.0,62.0,13.0,14.0,12.0
16347,97.0,480.0,465.0,0.0,15.0,20.0,1385.0,62.0,14.0,12.0,10.0
16348,97.0,473.0,411.0,0.0,15.0,20.0,1385.0,63.0,14.0,13.0,8.0
16349,91.0,474.0,424.0,0.0,15.0,17.0,1385.0,63.0,14.0,13.0,8.0
16350,88.0,483.0,446.0,0.0,15.0,16.0,1384.0,63.0,14.0,13.0,11.0
16351,92.0,488.0,448.0,0.0,15.0,17.0,1385.0,63.0,14.0,14.0,10.0
16352,94.0,480.0,407.0,0.0,15.0,17.0,1384.0,63.0,14.0,14.0,8.0
16353,96.0,481.0,428.0,0.0,15.0,17.0,1385.0,63.0,14.0,12.0,7.0
16354,98.0,483.0,441.0,0.0,15.0,18.0,1385.0,63.0,15.0,12.0,7.0
16355,97.0,491.0,435.0,0.0,15.0,19.0,1385.0,63.0,15.0,13.0,6.0
16356,96.0,485.0,414.0,0.0,15.0,19.0,1384.0,62.0,14.0,13.0,6.0
16357,96.0,488.0,427.0,0.0,15.0,19.0,1384.0,62.0,14.0,12.0,5.0
16358,95.0,491.0,452.0,0.0,15.0,19.0,1384.0,62.0,14.0,12.0,5.0
16359,95.0,482.0,467.0,0.0,14.0,19.0,1382.0,62.0,15.0,12.0,4.0
16360,95.0,472.0,428.0,0.0,15.0,19.0,1381.0,64.0,15.0,13.0,4.0
16361,93.0,482.0,432.0,0.0,15.0,17.0,1381.0,64.0,14.0,13.0,3.0
16362,93.0,481.0,445.0,0.0,15.0,18.0,1384.0,64.0,14.0,13.0,3.0
16363,93.0,473.0,525.0,0.0,15.0,19.0,1385.0,64.0,14.0,13.0,3.0
16364,95.0,469.0,425.0,0.0,15.0,20.0,1385.0,63.0,14.0,12.0,2.0
16365,94.0,471.0,434.0,0.0,15.0,20.0,1386.0,63.0,14.0,11.0,2.0
16366,94.0,472.0,462.0,0.0,15.0,20.0,1386.0,63.0,14.0,12.0,2.0
