,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Fossil Oil,Fossil Peat,Fossil Peat,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Other,Other,Wind Onshore,Wind Onshore
2020-01-04 13:00:00+00:00,602.0,7.0,0.0,6.0,419.0,2.0,277.0,0.0,16.0,0.0,167.0,0.0,0.0,1.0,1088.0,
2020-01-04 13:30:00+00:00,595.0,6.0,0.0,5.0,436.0,2.0,273.0,0.0,15.0,0.0,160.0,0.0,0.0,1.0,1090.0,
2020-01-04 14:00:00+00:00,601.0,6.0,0.0,5.0,441.0,2.0,277.0,0.0,15.0,0.0,171.0,0.0,0.0,1.0,1148.0,
2020-01-04 14:30:00+00:00,603.0,6.0,0.0,5.0,448.0,2.0,278.0,0.0,17.0,0.0,168.0,0.0,0.0,1.0,1170.0,
2020-01-04 15:00:00+00:00,582.0,6.0,0.0,5.0,423.0,2.0,268.0,0.0,20.0,0.0,160.0,0.0,0.0,1.0,1210.0,
2020-01-04 15:30:00+00:00,635.0,5.0,0.0,5.0,369.0,2.0,269.0,0.0,20.0,0.0,162.0,0.0,0.0,1.0,1295.0,
2020-01-04 16:00:00+00:00,686.0,5.0,0.0,5.0,321.0,2.0,272.0,0.0,59.0,0.0,165.0,0.0,0.0,1.0,1322.0,
2020-01-04 16:30:00+00:00,731.0,5.0,0.0,5.0,332.0,2.0,276.0,0.0,139.0,0.0,167.0,0.0,0.0,1.0,1349.0,
2020-01-04 17:00:00+00:00,900.0,5.0,0.0,5.0,336.0,2.0,301.0,0.0,206.0,0.0,182.0,0.0,0.0,1.0,1439.0,
2020-01-04 17:30:00+00:00,1017.0,5.0,0.0,5.0,387.0,3.0,300.0,0.0,202.0,0.0,181.0,0.0,0.0,1.0,1443.0,
2020-01-04 18:00:00+00:00,1001.0,5.0,0.0,5.0,300.0,3.0,295.0,0.0,197.0,0.0,172.0,0.0,0.0,1.0,1466.0,
2020-01-04 18:30:00+00:00,995.0,5.0,0.0,5.0,215.0,3.0,294.0,0.0,150.0,0.0,164.0,0.0,0.0,1.0,1508.0,
2020-01-04 19:00:00+00:00,909.0,5.0,0.0,5.0,165.0,3.0,290.0,0.0,150.0,0.0,166.0,0.0,0.0,1.0,1558.0,
2020-01-04 19:30:00+00:00,896.0,5.0,0.0,5.0,165.0,2.0,270.0,0.0,58.0,0.0,165.0,0.0,0.0,1.0,1618.0,
2020-01-04 20:00:00+00:00,836.0,5.0,0.0,5.0,164.0,2.0,270.0,0.0,59.0,0.0,164.0,0.0,0.0,1.0,1668.0,
2020-01-04 20:30:00+00:00,876.0,5.0,0.0,5.0,178.0,3.0,279.0,0.0,29.0,0.0,169.0,0.0,0.0,1.0,1688.0,
2020-01-04 21:00:00+00:00,1004.0,5.0,0.0,5.0,184.0,3.0,281.0,0.0,30.0,0.0,170.0,0.0,0.0,1.0,1691.0,
2020-01-04 21:30:00+00:00,1005.0,5.0,0.0,5.0,171.0,3.0,278.0,0.0,27.0,0.0,167.0,0.0,0.0,1.0,1785.0,
2020-01-04 22:00:00+00:00,764.0,5.0,0.0,5.0,231.0,3.0,280.0,0.0,24.0,0.0,140.0,0.0,0.0,1.0,1795.0,
2020-01-04 22:30:00+00:00,589.0,10.0,0.0,5.0,277.0,2.0,275.0,0.0,19.0,0.0,124.0,0.0,0.0,1.0,1869.0,
2020-01-04 23:00:00+00:00,500.0,7.0,0.0,5.0,182.0,2.0,247.0,0.0,31.0,0.0,128.0,0.0,0.0,1.0,1878.0,
2020-01-04 23:30:00+00:00,371.0,7.0,0.0,5.0,165.0,2.0,231.0,0.0,18.0,0.0,122.0,0.0,0.0,1.0,1876.0,
2020-01-05 00:00:00+00:00,279.0,6.0,0.0,5.0,174.0,2.0,180.0,0.0,0.0,81.0,101.0,0.0,0.0,1.0,1909.0,
2020-01-05 00:30:00+00:00,428.0,7.0,0.0,5.0,165.0,2.0,159.0,0.0,0.0,228.0,94.0,0.0,0.0,1.0,1916.0,
2020-01-05 01:00:00+00:00,408.0,7.0,0.0,5.0,174.0,2.0,138.0,0.0,0.0,225.0,97.0,0.0,0.0,1.0,1870.0,
2020-01-05 01:30:00+00:00,348.0,7.0,0.0,5.0,181.0,2.0,135.0,0.0,0.0,223.0,101.0,0.0,0.0,1.0,1969.0,
2020-01-05 02:00:00+00:00,368.0,7.0,0.0,5.0,181.0,2.0,134.0,0.0,0.0,222.0,99.0,0.0,0.0,1.0,1883.0,
2020-01-05 02:30:00+00:00,321.0,8.0,0.0,5.0,176.0,2.0,135.0,0.0,0.0,222.0,98.0,0.0,0.0,1.0,1934.0,
2020-01-05 03:00:00+00:00,285.0,7.0,0.0,5.0,169.0,2.0,136.0,0.0,0.0,221.0,97.0,0.0,0.0,1.0,1961.0,
2020-01-05 03:30:00+00:00,294.0,7.0,0.0,5.0,179.0,2.0,136.0,0.0,0.0,220.0,99.0,0.0,0.0,1.0,1859.0,
2020-01-05 04:00:00+00:00,291.0,7.0,0.0,5.0,177.0,2.0,136.0,0.0,0.0,219.0,98.0,0.0,0.0,1.0,1781.0,
2020-01-05 04:30:00+00:00,294.0,7.0,0.0,5.0,174.0,2.0,135.0,0.0,0.0,218.0,98.0,0.0,0.0,1.0,1743.0,
2020-01-05 05:00:00+00:00,285.0,9.0,0.0,5.0,170.0,2.0,136.0,0.0,0.0,217.0,97.0,0.0,0.0,1.0,1799.0,
2020-01-05 05:30:00+00:00,284.0,9.0,0.0,5.0,168.0,2.0,136.0,0.0,0.0,216.0,97.0,0.0,0.0,1.0,1839.0,
2020-01-05 06:00:00+00:00,282.0,8.0,0.0,5.0,167.0,2.0,135.0,0.0,0.0,216.0,97.0,0.0,0.0,1.0,1850.0,
2020-01-05 06:30:00+00:00,287.0,8.0,0.0,5.0,165.0,2.0,135.0,0.0,0.0,214.0,97.0,0.0,0.0,1.0,1837.0,
2020-01-05 07:00:00+00:00,279.0,7.0,0.0,5.0,164.0,2.0,135.0,0.0,0.0,141.0,97.0,0.0,0.0,1.0,1844.0,
2020-01-05 07:30:00+00:00,278.0,7.0,0.0,5.0,165.0,2.0,135.0,0.0,0.0,71.0,97.0,0.0,0.0,1.0,1790.0,
2020-01-05 08:00:00+00:00,272.0,7.0,0.0,5.0,165.0,2.0,135.0,0.0,16.0,0.0,96.0,0.0,0.0,1.0,1815.0,
2020-01-05 08:30:00+00:00,288.0,8.0,0.0,5.0,171.0,2.0,135.0,0.0,18.0,0.0,97.0,0.0,0.0,1.0,1826.0,
2020-01-05 09:00:00+00:00,280.0,7.0,0.0,5.0,166.0,2.0,136.0,0.0,15.0,0.0,96.0,0.0,0.0,1.0,1961.0,
2020-01-05 09:30:00+00:00,290.0,7.0,0.0,5.0,173.0,2.0,136.0,0.0,19.0,0.0,98.0,0.0,0.0,1.0,2102.0,
2020-01-05 10:00:00+00:00,274.0,7.0,0.0,5.0,164.0,2.0,136.0,0.0,16.0,0.0,96.0,0.0,0.0,1.0,2169.0,
2020-01-05 10:30:00+00:00,299.0,7.0,0.0,5.0,180.0,2.0,136.0,0.0,22.0,0.0,143.0,0.0,0.0,1.0,2174.0,
2020-01-05 11:00:00+00:00,294.0,7.0,0.0,6.0,177.0,2.0,136.0,0.0,21.0,0.0,142.0,0.0,0.0,1.0,2235.0,
2020-01-05 11:30:00+00:00,285.0,7.0,0.0,5.0,171.0,2.0,136.0,0.0,19.0,0.0,131.0,0.0,0.0,1.0,2254.0,
2020-01-05 12:00:00+00:00,333.0,6.0,0.0,5.0,172.0,2.0,194.0,0.0,19.0,0.0,133.0,0.0,0.0,1.0,2208.0,
2020-01-05 12:30:00+00:00,339.0,7.0,0.0,5.0,178.0,2.0,195.0,0.0,22.0,0.0,134.0,0.0,0.0,1.0,2292.0,
2020-01-05 13:00:00+00:00,415.0,6.0,0.0,5.0,180.0,2.0,236.0,0.0,29.0,0.0,141.0,0.0,0.0,1.0,2231.0,
2020-01-05 13:30:00+00:00,511.0,6.0,0.0,5.0,170.0,2.0,234.0,0.0,24.0,0.0,143.0,0.0,0.0,1.0,2189.0,
2020-01-05 14:00:00+00:00,512.0,6.0,0.0,5.0,176.0,2.0,266.0,0.0,27.0,0.0,156.0,0.0,0.0,1.0,2224.0,
2020-01-05 14:30:00+00:00,523.0,6.0,0.0,6.0,165.0,3.0,270.0,0.0,20.0,0.0,143.0,0.0,0.0,1.0,2247.0,
2020-01-05 15:00:00+00:00,443.0,6.0,0.0,5.0,164.0,2.0,271.0,0.0,20.0,0.0,146.0,0.0,0.0,1.0,2238.0,
2020-01-05 15:30:00+00:00,494.0,6.0,0.0,5.0,178.0,2.0,278.0,0.0,23.0,0.0,146.0,0.0,0.0,1.0,2218.0,
2020-01-05 16:00:00+00:00,452.0,6.0,0.0,5.0,165.0,2.0,272.0,0.0,21.0,0.0,143.0,0.0,0.0,1.0,2380.0,
2020-01-05 16:30:00+00:00,556.0,6.0,0.0,5.0,169.0,2.0,273.0,0.0,151.0,0.0,143.0,0.0,0.0,1.0,2313.0,
2020-01-05 17:00:00+00:00,566.0,6.0,0.0,5.0,180.0,3.0,302.0,0.0,198.0,0.0,146.0,0.0,0.0,1.0,2436.0,
2020-01-05 17:30:00+00:00,558.0,6.0,0.0,5.0,174.0,3.0,299.0,0.0,154.0,0.0,145.0,0.0,0.0,1.0,2480.0,
2020-01-05 18:00:00+00:00,526.0,5.0,0.0,5.0,183.0,3.0,292.0,0.0,160.0,0.0,154.0,0.0,0.0,1.0,2590.0,
2020-01-05 18:30:00+00:00,470.0,6.0,0.0,5.0,172.0,2.0,269.0,0.0,87.0,0.0,139.0,0.0,0.0,1.0,2651.0,
2020-01-05 19:00:00+00:00,453.0,6.0,0.0,5.0,188.0,3.0,246.0,0.0,76.0,0.0,140.0,0.0,0.0,1.0,2597.0,
2020-01-05 19:30:00+00:00,466.0,6.0,0.0,5.0,176.0,3.0,251.0,0.0,20.0,0.0,139.0,0.0,0.0,1.0,2679.0,
2020-01-05 20:00:00+00:00,354.0,6.0,0.0,5.0,164.0,3.0,247.0,0.0,58.0,0.0,136.0,0.0,0.0,1.0,2725.0,
2020-01-05 20:30:00+00:00,306.0,7.0,0.0,5.0,188.0,3.0,209.0,0.0,69.0,0.0,141.0,0.0,0.0,1.0,2732.0,
2020-01-05 21:00:00+00:00,276.0,6.0,0.0,5.0,181.0,3.0,205.0,0.0,67.0,0.0,139.0,0.0,0.0,1.0,2651.0,
2020-01-05 21:30:00+00:00,284.0,6.0,0.0,5.0,184.0,3.0,164.0,0.0,64.0,0.0,141.0,0.0,0.0,1.0,2538.0,
2020-01-05 22:00:00+00:00,261.0,6.0,0.0,5.0,165.0,3.0,158.0,0.0,61.0,0.0,111.0,0.0,0.0,1.0,2431.0,
2020-01-05 22:30:00+00:00,292.0,6.0,0.0,5.0,172.0,3.0,139.0,0.0,27.0,0.0,113.0,0.0,0.0,1.0,2215.0,
2020-01-05 23:00:00+00:00,293.0,8.0,0.0,5.0,174.0,2.0,139.0,0.0,28.0,0.0,99.0,0.0,0.0,1.0,2094.0,
2020-01-05 23:30:00+00:00,292.0,7.0,0.0,5.0,172.0,2.0,138.0,0.0,23.0,0.0,99.0,0.0,0.0,1.0,2108.0,
2020-01-06 00:00:00+00:00,270.0,8.0,0.0,5.0,165.0,2.0,138.0,0.0,14.0,0.0,92.0,0.0,0.0,1.0,2062.0,
2020-01-06 00:30:00+00:00,269.0,9.0,0.0,5.0,165.0,2.0,138.0,0.0,0.0,151.0,92.0,0.0,0.0,1.0,2046.0,
2020-01-06 01:00:00+00:00,270.0,9.0,0.0,5.0,165.0,2.0,138.0,0.0,0.0,226.0,92.0,0.0,0.0,1.0,2063.0,
2020-01-06 01:30:00+00:00,265.0,7.0,0.0,5.0,164.0,2.0,139.0,0.0,0.0,226.0,91.0,0.0,0.0,1.0,2038.0,
2020-01-06 02:00:00+00:00,260.0,7.0,0.0,5.0,165.0,2.0,138.0,0.0,0.0,225.0,90.0,0.0,0.0,1.0,2011.0,
2020-01-06 02:30:00+00:00,281.0,10.0,0.0,5.0,168.0,2.0,139.0,0.0,0.0,297.0,94.0,0.0,0.0,1.0,2035.0,
2020-01-06 03:00:00+00:00,269.0,10.0,0.0,5.0,165.0,3.0,139.0,0.0,0.0,296.0,92.0,0.0,0.0,1.0,2002.0,
2020-01-06 03:30:00+00:00,263.0,10.0,0.0,5.0,165.0,2.0,139.0,0.0,0.0,295.0,90.0,0.0,0.0,1.0,2009.0,
2020-01-06 04:00:00+00:00,259.0,9.0,0.0,5.0,165.0,3.0,139.0,0.0,0.0,293.0,90.0,0.0,0.0,1.0,2040.0,
2020-01-06 04:30:00+00:00,276.0,8.0,0.0,5.0,165.0,3.0,139.0,0.0,0.0,289.0,93.0,0.0,0.0,1.0,1972.0,
2020-01-06 05:00:00+00:00,277.0,8.0,0.0,5.0,165.0,2.0,139.0,0.0,0.0,287.0,93.0,0.0,0.0,1.0,1994.0,
2020-01-06 05:30:00+00:00,290.0,7.0,0.0,5.0,172.0,3.0,139.0,0.0,0.0,284.0,95.0,0.0,0.0,1.0,2028.0,
2020-01-06 06:00:00+00:00,309.0,8.0,0.0,5.0,174.0,3.0,139.0,0.0,0.0,211.0,95.0,0.0,0.0,1.0,2050.0,
2020-01-06 06:30:00+00:00,237.0,7.0,0.0,5.0,167.0,3.0,139.0,0.0,0.0,71.0,94.0,0.0,0.0,1.0,2187.0,
2020-01-06 07:00:00+00:00,331.0,7.0,0.0,5.0,165.0,3.0,149.0,0.0,14.0,0.0,111.0,0.0,0.0,1.0,2278.0,
2020-01-06 07:30:00+00:00,393.0,7.0,0.0,5.0,179.0,3.0,207.0,0.0,21.0,0.0,122.0,0.0,0.0,1.0,2558.0,
2020-01-06 08:00:00+00:00,460.0,8.0,0.0,5.0,167.0,3.0,235.0,0.0,15.0,0.0,120.0,0.0,0.0,1.0,2785.0,
2020-01-06 08:30:00+00:00,463.0,9.0,0.0,5.0,171.0,3.0,236.0,0.0,17.0,0.0,134.0,0.0,0.0,1.0,2793.0,
2020-01-06 09:00:00+00:00,493.0,5.0,0.0,5.0,174.0,3.0,240.0,0.0,19.0,0.0,141.0,0.0,0.0,1.0,2777.0,
2020-01-06 09:30:00+00:00,531.0,4.0,0.0,5.0,338.0,3.0,251.0,0.0,15.0,0.0,138.0,0.0,0.0,1.0,2665.0,
2020-01-06 10:00:00+00:00,514.0,5.0,0.0,5.0,383.0,3.0,246.0,0.0,15.0,0.0,134.0,0.0,0.0,1.0,2372.0,
2020-01-06 10:30:00+00:00,461.0,5.0,0.0,5.0,396.0,3.0,286.0,0.0,15.0,0.0,137.0,0.0,0.0,1.0,2461.0,
2020-01-06 11:00:00+00:00,495.0,5.0,0.0,5.0,361.0,3.0,285.0,0.0,15.0,0.0,138.0,0.0,0.0,1.0,2487.0,
2020-01-06 11:30:00+00:00,409.0,5.0,0.0,5.0,324.0,2.0,279.0,0.0,15.0,0.0,150.0,0.0,0.0,1.0,2457.0,
2020-01-06 12:00:00+00:00,429.0,5.0,0.0,2.0,199.0,2.0,287.0,0.0,15.0,0.0,163.0,0.0,0.0,1.0,2541.0,
2020-01-06 12:30:00+00:00,409.0,5.0,0.0,2.0,166.0,2.0,296.0,0.0,14.0,0.0,166.0,0.0,0.0,1.0,2491.0,
2020-01-06 13:00:00+00:00,385.0,5.0,0.0,2.0,176.0,2.0,275.0,0.0,21.0,0.0,169.0,0.0,0.0,1.0,2486.0,
2020-01-06 13:30:00+00:00,351.0,5.0,0.0,3.0,164.0,2.0,272.0,0.0,14.0,0.0,163.0,0.0,0.0,1.0,2315.0,
2020-01-06 14:00:00+00:00,372.0,5.0,0.0,3.0,170.0,2.0,204.0,0.0,18.0,0.0,166.0,0.0,0.0,1.0,2425.0,
2020-01-06 14:30:00+00:00,411.0,5.0,0.0,3.0,166.0,2.0,219.0,0.0,15.0,0.0,166.0,0.0,0.0,1.0,2373.0,
2020-01-06 15:00:00+00:00,459.0,5.0,0.0,3.0,186.0,2.0,280.0,0.0,22.0,0.0,155.0,0.0,0.0,1.0,2175.0,
2020-01-06 15:30:00+00:00,551.0,5.0,0.0,3.0,296.0,2.0,283.0,0.0,15.0,0.0,147.0,0.0,0.0,1.0,1993.0,
2020-01-06 16:00:00+00:00,560.0,5.0,0.0,3.0,307.0,2.0,308.0,0.0,60.0,0.0,149.0,0.0,0.0,1.0,1810.0,
2020-01-06 16:30:00+00:00,591.0,5.0,0.0,3.0,274.0,2.0,311.0,0.0,186.0,0.0,150.0,0.0,0.0,1.0,1704.0,
2020-01-06 17:00:00+00:00,623.0,4.0,0.0,3.0,412.0,2.0,314.0,0.0,236.0,0.0,147.0,0.0,0.0,1.0,1510.0,
2020-01-06 17:30:00+00:00,634.0,5.0,0.0,3.0,422.0,2.0,343.0,0.0,240.0,0.0,148.0,0.0,0.0,1.0,1448.0,
2020-01-06 18:00:00+00:00,604.0,4.0,0.0,3.0,416.0,2.0,339.0,0.0,238.0,0.0,152.0,0.0,0.0,1.0,1384.0,
2020-01-06 18:30:00+00:00,609.0,5.0,0.0,3.0,303.0,2.0,341.0,0.0,210.0,0.0,167.0,0.0,0.0,1.0,1414.0,
2020-01-06 19:00:00+00:00,613.0,5.0,0.0,3.0,324.0,2.0,329.0,0.0,215.0,0.0,169.0,0.0,0.0,1.0,1313.0,
2020-01-06 19:30:00+00:00,637.0,5.0,0.0,3.0,430.0,2.0,317.0,0.0,20.0,0.0,167.0,0.0,0.0,1.0,1249.0,
2020-01-06 20:00:00+00:00,589.0,5.0,0.0,3.0,431.0,2.0,315.0,0.0,19.0,0.0,167.0,0.0,0.0,1.0,1411.0,
2020-01-06 20:30:00+00:00,575.0,5.0,0.0,3.0,331.0,2.0,317.0,0.0,20.0,0.0,166.0,0.0,0.0,1.0,1508.0,
2020-01-06 21:00:00+00:00,550.0,4.0,0.0,3.0,210.0,2.0,319.0,0.0,28.0,0.0,168.0,0.0,0.0,1.0,1854.0,
2020-01-06 21:30:00+00:00,492.0,4.0,0.0,3.0,169.0,2.0,312.0,0.0,20.0,0.0,166.0,0.0,0.0,1.0,1951.0,
2020-01-06 22:00:00+00:00,414.0,5.0,0.0,3.0,115.0,2.0,317.0,0.0,27.0,0.0,168.0,0.0,0.0,1.0,1924.0,
2020-01-06 22:30:00+00:00,373.0,5.0,0.0,3.0,0.0,7.0,301.0,0.0,18.0,0.0,167.0,0.0,0.0,1.0,2083.0,
2020-01-06 23:00:00+00:00,425.0,5.0,0.0,3.0,0.0,7.0,202.0,0.0,21.0,0.0,154.0,0.0,0.0,1.0,1952.0,
2020-01-06 23:30:00+00:00,375.0,5.0,0.0,3.0,0.0,5.0,202.0,0.0,9.0,1.0,149.0,0.0,0.0,1.0,1820.0,
2020-01-07 00:00:00+00:00,389.0,5.0,0.0,3.0,0.0,4.0,157.0,0.0,0.0,156.0,146.0,0.0,0.0,1.0,1910.0,
2020-01-07 00:30:00+00:00,386.0,5.0,0.0,3.0,0.0,5.0,149.0,0.0,0.0,155.0,146.0,0.0,0.0,1.0,1995.0,
2020-01-07 01:00:00+00:00,389.0,5.0,0.0,3.0,0.0,5.0,138.0,0.0,0.0,227.0,146.0,0.0,0.0,1.0,2023.0,
2020-01-07 01:30:00+00:00,419.0,5.0,0.0,3.0,0.0,5.0,139.0,0.0,0.0,300.0,139.0,0.0,0.0,1.0,2116.0,
2020-01-07 02:00:00+00:00,399.0,5.0,0.0,3.0,0.0,5.0,138.0,0.0,0.0,298.0,121.0,0.0,0.0,1.0,2090.0,
2020-01-07 02:30:00+00:00,395.0,5.0,0.0,3.0,0.0,5.0,138.0,0.0,0.0,298.0,121.0,0.0,0.0,1.0,2111.0,
2020-01-07 03:00:00+00:00,375.0,5.0,0.0,3.0,0.0,5.0,138.0,0.0,0.0,296.0,118.0,0.0,0.0,1.0,2092.0,
2020-01-07 03:30:00+00:00,388.0,5.0,0.0,3.0,0.0,5.0,138.0,0.0,0.0,294.0,120.0,0.0,0.0,1.0,2081.0,
2020-01-07 04:00:00+00:00,385.0,5.0,0.0,3.0,0.0,5.0,138.0,0.0,0.0,292.0,120.0,0.0,0.0,1.0,2080.0,
2020-01-07 04:30:00+00:00,370.0,5.0,0.0,3.0,0.0,5.0,138.0,0.0,0.0,291.0,118.0,0.0,0.0,1.0,2064.0,
2020-01-07 05:00:00+00:00,401.0,5.0,0.0,3.0,0.0,9.0,138.0,0.0,0.0,286.0,122.0,0.0,0.0,1.0,2109.0,
2020-01-07 05:30:00+00:00,395.0,5.0,0.0,3.0,20.0,2.0,138.0,0.0,0.0,216.0,121.0,0.0,0.0,1.0,2079.0,
2020-01-07 06:00:00+00:00,399.0,5.0,0.0,3.0,205.0,2.0,138.0,0.0,0.0,145.0,125.0,0.0,0.0,1.0,1958.0,
2020-01-07 06:30:00+00:00,429.0,5.0,0.0,3.0,177.0,2.0,138.0,0.0,0.0,69.0,133.0,0.0,0.0,1.0,2032.0,
2020-01-07 07:00:00+00:00,432.0,5.0,0.0,3.0,179.0,2.0,138.0,0.0,23.0,0.0,142.0,0.0,0.0,1.0,2140.0,
2020-01-07 07:30:00+00:00,430.0,5.0,0.0,3.0,178.0,3.0,139.0,0.0,22.0,0.0,147.0,0.0,0.0,1.0,2656.0,
2020-01-07 08:00:00+00:00,519.0,5.0,0.0,3.0,171.0,3.0,167.0,0.0,19.0,0.0,149.0,0.0,0.0,1.0,2748.0,
2020-01-07 08:30:00+00:00,503.0,11.0,0.0,3.0,241.0,3.0,200.0,0.0,137.0,0.0,165.0,0.0,0.0,1.0,2814.0,
2020-01-07 09:00:00+00:00,457.0,8.0,0.0,4.0,165.0,3.0,203.0,0.0,101.0,0.0,167.0,0.0,0.0,1.0,2733.0,
2020-01-07 09:30:00+00:00,432.0,7.0,0.0,3.0,175.0,3.0,251.0,0.0,26.0,0.0,169.0,0.0,0.0,1.0,2741.0,
2020-01-07 10:00:00+00:00,456.0,7.0,0.0,4.0,166.0,3.0,250.0,0.0,22.0,0.0,167.0,0.0,0.0,1.0,2825.0,
2020-01-07 10:30:00+00:00,417.0,7.0,0.0,4.0,166.0,3.0,259.0,0.0,20.0,0.0,167.0,0.0,0.0,1.0,2879.0,
2020-01-07 11:00:00+00:00,424.0,7.0,0.0,4.0,172.0,3.0,260.0,0.0,24.0,0.0,168.0,0.0,0.0,1.0,2850.0,
2020-01-07 11:30:00+00:00,464.0,7.0,0.0,4.0,165.0,3.0,257.0,0.0,20.0,0.0,166.0,0.0,0.0,1.0,2857.0,
2020-01-07 12:00:00+00:00,478.0,7.0,0.0,4.0,174.0,3.0,262.0,0.0,26.0,0.0,168.0,0.0,0.0,1.0,2873.0,
2020-01-07 12:30:00+00:00,477.0,7.0,0.0,3.0,174.0,3.0,261.0,0.0,25.0,0.0,169.0,0.0,0.0,1.0,2952.0,
2020-01-07 13:00:00+00:00,502.0,7.0,0.0,4.0,167.0,3.0,244.0,0.0,20.0,0.0,165.0,0.0,0.0,1.0,2930.0,
2020-01-07 13:30:00+00:00,509.0,7.0,0.0,3.0,165.0,4.0,249.0,0.0,21.0,0.0,152.0,0.0,0.0,1.0,2932.0,
2020-01-07 14:00:00+00:00,500.0,7.0,0.0,4.0,164.0,4.0,244.0,0.0,20.0,0.0,147.0,0.0,0.0,1.0,2946.0,
2020-01-07 14:30:00+00:00,519.0,8.0,0.0,4.0,173.0,4.0,252.0,0.0,26.0,0.0,149.0,0.0,0.0,1.0,2906.0,
2020-01-07 15:00:00+00:00,511.0,7.0,0.0,3.0,166.0,4.0,250.0,0.0,20.0,0.0,148.0,0.0,0.0,1.0,2788.0,
2020-01-07 15:30:00+00:00,518.0,7.0,0.0,4.0,174.0,4.0,250.0,0.0,25.0,0.0,150.0,0.0,0.0,1.0,2799.0,
2020-01-07 16:00:00+00:00,507.0,7.0,0.0,4.0,164.0,4.0,257.0,0.0,20.0,0.0,148.0,0.0,0.0,1.0,2911.0,
2020-01-07 16:30:00+00:00,515.0,8.0,0.0,4.0,172.0,4.0,259.0,0.0,65.0,0.0,149.0,0.0,0.0,1.0,2894.0,
2020-01-07 17:00:00+00:00,491.0,7.0,0.0,4.0,191.0,3.0,270.0,0.0,137.0,0.0,146.0,0.0,0.0,1.0,2956.0,
2020-01-07 17:30:00+00:00,326.0,7.0,0.0,3.0,165.0,3.0,281.0,0.0,211.0,0.0,148.0,0.0,0.0,1.0,2990.0,
2020-01-07 18:00:00+00:00,313.0,7.0,0.0,3.0,177.0,3.0,286.0,0.0,231.0,0.0,166.0,0.0,0.0,1.0,3080.0,
2020-01-07 18:30:00+00:00,347.0,8.0,0.0,3.0,164.0,3.0,281.0,0.0,138.0,0.0,168.0,0.0,0.0,1.0,2968.0,
2020-01-07 19:00:00+00:00,365.0,8.0,0.0,4.0,171.0,3.0,312.0,0.0,63.0,0.0,167.0,0.0,0.0,1.0,2928.0,
2020-01-07 19:30:00+00:00,359.0,8.0,0.0,4.0,164.0,3.0,296.0,0.0,59.0,0.0,166.0,0.0,0.0,1.0,2873.0,
2020-01-07 20:00:00+00:00,366.0,8.0,0.0,4.0,172.0,3.0,292.0,0.0,65.0,0.0,169.0,0.0,0.0,1.0,2706.0,
2020-01-07 20:30:00+00:00,319.0,8.0,0.0,4.0,170.0,3.0,295.0,0.0,21.0,0.0,167.0,0.0,0.0,1.0,2567.0,
2020-01-07 21:00:00+00:00,336.0,8.0,0.0,3.0,173.0,3.0,221.0,0.0,144.0,0.0,168.0,0.0,0.0,1.0,2479.0,
2020-01-07 21:30:00+00:00,304.0,8.0,0.0,4.0,165.0,3.0,203.0,0.0,15.0,0.0,165.0,0.0,0.0,1.0,2424.0,
2020-01-07 22:00:00+00:00,298.0,8.0,0.0,3.0,172.0,3.0,202.0,0.0,18.0,0.0,168.0,0.0,0.0,1.0,2314.0,
2020-01-07 22:30:00+00:00,264.0,8.0,0.0,3.0,180.0,3.0,142.0,0.0,15.0,0.0,167.0,0.0,0.0,1.0,2217.0,
2020-01-07 23:00:00+00:00,271.0,9.0,0.0,4.0,188.0,2.0,138.0,0.0,0.0,76.0,149.0,0.0,0.0,1.0,1889.0,
2020-01-07 23:30:00+00:00,264.0,8.0,0.0,3.0,190.0,2.0,138.0,0.0,0.0,76.0,127.0,0.0,0.0,1.0,1726.0,
2020-01-08 00:00:00+00:00,319.0,9.0,0.0,3.0,171.0,3.0,143.0,0.0,0.0,229.0,121.0,0.0,0.0,1.0,1629.0,
2020-01-08 00:30:00+00:00,314.0,8.0,0.0,3.0,166.0,6.0,156.0,0.0,0.0,228.0,119.0,0.0,0.0,1.0,1521.0,
2020-01-08 01:00:00+00:00,312.0,8.0,0.0,4.0,166.0,7.0,155.0,0.0,0.0,301.0,117.0,0.0,0.0,1.0,1491.0,
2020-01-08 01:30:00+00:00,320.0,8.0,0.0,3.0,174.0,6.0,157.0,0.0,0.0,298.0,120.0,0.0,0.0,1.0,1277.0,
2020-01-08 02:00:00+00:00,324.0,8.0,0.0,3.0,176.0,6.0,157.0,0.0,0.0,296.0,121.0,0.0,0.0,1.0,1105.0,
2020-01-08 02:30:00+00:00,314.0,8.0,0.0,3.0,167.0,6.0,156.0,0.0,0.0,296.0,119.0,0.0,0.0,1.0,974.0,
2020-01-08 03:00:00+00:00,313.0,8.0,0.0,4.0,167.0,6.0,155.0,0.0,0.0,294.0,118.0,0.0,0.0,1.0,938.0,
2020-01-08 03:30:00+00:00,320.0,8.0,0.0,4.0,172.0,6.0,157.0,0.0,0.0,291.0,120.0,0.0,0.0,1.0,859.0,
2020-01-08 04:00:00+00:00,336.0,12.0,0.0,3.0,188.0,6.0,161.0,0.0,0.0,287.0,122.0,0.0,0.0,1.0,945.0,
