,Actual Total Load [MW] - Switzerland (CH)
7110,6495.0
7111,7427.0
7112,7770.0
7113,7814.0
7114,7895.0
7115,8010.0
7116,7546.0
7117,7440.0
7118,7299.0
7119,7144.0
7120,7079.0
7121,6981.0
7122,7378.0
7123,7343.0
7124,6943.0
7125,6531.0
7126,6495.0
7127,6083.0
7128,5572.0
7129,5811.0
7130,5963.0
7131,5929.0
7132,5803.0
7133,5981.0
7134,6487.0
7135,7405.0
7136,7677.0
7137,7568.0
7138,7572.0
7139,7611.0
7140,7145.0
7141,7125.0
7142,6961.0
7143,6868.0
7144,6774.0
7145,6793.0
7146,7204.0
7147,7320.0
7148,6928.0
7149,6527.0
7150,6243.0
7151,5791.0
7152,5442.0
7153,5522.0
7154,6002.0
7155,5914.0
7156,5979.0
7157,5828.0
7158,6436.0
7159,7375.0
7160,7773.0
7161,7814.0
7162,7870.0
7163,7930.0
7164,7451.0
7165,7283.0
7166,7059.0
7167,6857.0
7168,6753.0
7169,6837.0
7170,7260.0
7171,7287.0
7172,6837.0
7173,6499.0
7174,6364.0
7175,6148.0
7176,5789.0
7177,5927.0
7178,5948.0
7179,6125.0
7180,6125.0
7181,5971.0
7182,6097.0
7183,5774.0
7184,6142.0
7185,6488.0
7186,6675.0
7187,6785.0
7188,6801.0
7189,6711.0
7190,7389.0
7191,7342.0
7192,7167.0
7193,6821.0
7194,7092.0
7195,6993.0
7196,6586.0
7197,6292.0
7198,6377.0
7199,6297.0
7200,6453.0
7201,6585.0
7202,6557.0
7203,6420.0
7204,6616.0
7205,6683.0
7206,6639.0
7207,6649.0
7208,6742.0
7209,6994.0
7210,7096.0
7211,7353.0
7212,7292.0
7213,7289.0
7214,7213.0
7215,7075.0
7216,7106.0
7217,7204.0
7218,7666.0
7219,7138.0
7220,6852.0
7221,6796.0
7222,6836.0
7223,6692.0
7224,6774.0
7225,6900.0
7226,6961.0
7227,6899.0
7228,6968.0
7229,6960.0
7230,7439.0
7231,7335.0
7232,7735.0
7233,8080.0
7234,8210.0
7235,8414.0
7236,8611.0
7237,8287.0
7238,8385.0
7239,8259.0
7240,8189.0
7241,8223.0
7242,8308.0
7243,8328.0
7244,7869.0
7245,7302.0
7246,6962.0
7247,7069.0
7248,7058.0
7249,6929.0
7250,7205.0
7251,7299.0
7252,7250.0
7253,7106.0
7254,6920.0
7255,7190.0
7256,7856.0
7257,8269.0
7258,8353.0
7259,8487.0
7260,8601.0
7261,8286.0
7262,8210.0
7263,7994.0
7264,7930.0
7265,7980.0
7266,8053.0
7267,8258.0
7268,7958.0
7269,7494.0
7270,7090.0
7271,6760.0
7272,6484.0
7273,6198.0
7274,6602.0
7275,6709.0
7276,6955.0
7277,6630.0
7278,6770.0
7279,7099.0
7280,7813.0
7281,8093.0
7282,8150.0
7283,8185.0
7284,8323.0
7285,7964.0
7286,7885.0
7287,7772.0
7288,7677.0
7289,7576.0
7290,7848.0
7291,7990.0
7292,7666.0
7293,7216.0
7294,6789.0
7295,6556.0
7296,6608.0
7297,6834.0
7298,6952.0
7299,7006.0
7300,6950.0
7301,6925.0
7302,7197.0
7303,7739.0
7304,8012.0
7305,8350.0
7306,8390.0
7307,8493.0
7308,8438.0
7309,8043.0
7310,7988.0
7311,7867.0
7312,7880.0
7313,7847.0
7314,7401.0
7315,7524.0
7316,7255.0
7317,6892.0
7318,6653.0
7319,6485.0
7320,6474.0
7321,6359.0
7322,6479.0
7323,6589.0
7324,6763.0
7325,6731.0
7326,6926.0
7327,6906.0
7328,7237.0
7329,7587.0
7330,7588.0
7331,7711.0
7332,7832.0
7333,7513.0
7334,7404.0
7335,7299.0
7336,7216.0
7337,7213.0
7338,7557.0
7339,7644.0
7340,7277.0
7341,6813.0
7342,6381.0
7343,6431.0
7344,6286.0
7345,6127.0
7346,6227.0
7347,6142.0
7348,6117.0
7349,6216.0
7350,6021.0
7351,6112.0
7352,6024.0
7353,6309.0
7354,6236.0
7355,6375.0
7356,6424.0
7357,6394.0
7358,6400.0
7359,6682.0
7360,6649.0
7361,6683.0
7362,6757.0
7363,6873.0
7364,6580.0
7365,6175.0
7366,5982.0
7367,5981.0
7368,5727.0
7369,5893.0
7370,6219.0
7371,6358.0
7372,6318.0
7373,6319.0
7374,6292.0
7375,6223.0
7376,6199.0
7377,6080.0
7378,6398.0
7379,6887.0
7380,6632.0
7381,6292.0
7382,6561.0
7383,6500.0
7384,6720.0
7385,6783.0
7386,6711.0
7387,6724.0
7388,6518.0
7389,6265.0
7390,6252.0
7391,6534.0
7392,6442.0
7393,6538.0
7394,6703.0
7395,6766.0
7396,6743.0
7397,6845.0
7398,7259.0
7399,7143.0
7400,7422.0
7401,7817.0
7402,7834.0
7403,7920.0
7404,8046.0
7405,7580.0
7406,7506.0
7407,7386.0
7408,7315.0
7409,7478.0
7410,7793.0
7411,7951.0
7412,7555.0
7413,7080.0
7414,6713.0
7415,6772.0
7416,6803.0
7417,6602.0
7418,6854.0
7419,6863.0
7420,6829.0
7421,6718.0
7422,6840.0
7423,6848.0
7424,7542.0
7425,7845.0
7426,7833.0
7427,7919.0
7428,8093.0
7429,7672.0
7430,7701.0
7431,7611.0
7432,7551.0
7433,7545.0
7434,7853.0
7435,7947.0
7436,7546.0
7437,7074.0
7438,6818.0
7439,6803.0
7440,7076.0
7441,6908.0
7442,6857.0
7443,6966.0
7444,7081.0
7445,7069.0
7446,7196.0
7447,6905.0
7448,7580.0
7449,7847.0
7450,7749.0
7451,7837.0
7452,7955.0
7453,7576.0
7454,7515.0
7455,7409.0
7456,7446.0
7457,7611.0
7458,7882.0
7459,7943.0
7460,7540.0
7461,7036.0
7462,6657.0
7463,6548.0
7464,6293.0
7465,6406.0
7466,6695.0
7467,6750.0
7468,6751.0
7469,6653.0
7470,6379.0
7471,6719.0
7472,7452.0
7473,7728.0
7474,7694.0
7475,7780.0
7476,7921.0
7477,7501.0
7478,7537.0
7479,7428.0
7480,7424.0
7481,7572.0
7482,7822.0
7483,7820.0
7484,7575.0
7485,7073.0
7486,6651.0
7487,6441.0
7488,6037.0
7489,5931.0
7490,5950.0
7491,6370.0
7492,6518.0
7493,6534.0
7494,6485.0
7495,6821.0
7496,7538.0
7497,7843.0
7498,7866.0
7499,7920.0
7500,7999.0
7501,7547.0
7502,7493.0
7503,7334.0
7504,7207.0
7505,7296.0
7506,7715.0
7507,7800.0
7508,7481.0
7509,7066.0
7510,6628.0
7511,6495.0
7512,6238.0
7513,6206.0
7514,6676.0
7515,6737.0
7516,6936.0
7517,6919.0
7518,6379.0
7519,6648.0
7520,6521.0
7521,6691.0
7522,6365.0
7523,6418.0
7524,6474.0
7525,6500.0
7526,6440.0
7527,6334.0
7528,6236.0
7529,6390.0
7530,6893.0
7531,6938.0
7532,6632.0
7533,6294.0
7534,6112.0
7535,6027.0
7536,5825.0
7537,6091.0
7538,6543.0
7539,6649.0
7540,6739.0
7541,6766.0
7542,6699.0
7543,6582.0
7544,6486.0
7545,6603.0
7546,6595.0
7547,6700.0
7548,5952.0
7549,5970.0
7550,6484.0
7551,6405.0
7552,6118.0
7553,6142.0
7554,6437.0
7555,6711.0
7556,6579.0
7557,6272.0
7558,6015.0
7559,5912.0
7560,5631.0
7561,5305.0
7562,5598.0
7563,6146.0
7564,6535.0
7565,6681.0
7566,6542.0
7567,6689.0
7568,7406.0
7569,7700.0
7570,7678.0
7571,7761.0
7572,7859.0
7573,7370.0
7574,7364.0
7575,7231.0
7576,7145.0
7577,7393.0
7578,7787.0
7579,7869.0
7580,7448.0
7581,7000.0
7582,6675.0
7583,6359.0
7584,5993.0
7585,6471.0
7586,6853.0
7587,7051.0
7588,7148.0
7589,7098.0
7590,7216.0
7591,6879.0
7592,7513.0
7593,7852.0
7594,7884.0
7595,8050.0
7596,8248.0
7597,7834.0
7598,7837.0
7599,7724.0
7600,7712.0
7601,7808.0
7602,7939.0
7603,7943.0
7604,7566.0
7605,7077.0
7606,6698.0
7607,6474.0
7608,6191.0
7609,6412.0
7610,6839.0
7611,6817.0
7612,7117.0
7613,7102.0
7614,7248.0
7615,6998.0
7616,7662.0
7617,8015.0
7618,8019.0
7619,8097.0
7620,8233.0
7621,7878.0
7622,7791.0
7623,7733.0
7624,7651.0
7625,7818.0
7626,7991.0
7627,8003.0
7628,7670.0
7629,7195.0
7630,6833.0
7631,6623.0
7632,6471.0
7633,6698.0
7634,6951.0
7635,7085.0
7636,7147.0
7637,7015.0
7638,7133.0
7639,6967.0
7640,7756.0
7641,8086.0
7642,8097.0
7643,8202.0
7644,8286.0
7645,7873.0
7646,7887.0
7647,7805.0
7648,7787.0
7649,7915.0
7650,8108.0
7651,8055.0
7652,7768.0
7653,7320.0
7654,6851.0
7655,6894.0
7656,6613.0
7657,6734.0
7658,6459.0
7659,7133.0
7660,7168.0
7661,7109.0
7662,6999.0
7663,7040.0
7664,7791.0
7665,8185.0
7666,8209.0
7667,8315.0
7668,8409.0
7669,8103.0
7670,8090.0
7671,7957.0
7672,7806.0
7673,7822.0
7674,8035.0
7675,8026.0
7676,7683.0
7677,7207.0
7678,6804.0
7679,6841.0
7680,6790.0
7681,7003.0
7682,7026.0
7683,7111.0
7684,7130.0
7685,7078.0
7686,6792.0
7687,6660.0
7688,6801.0
7689,6945.0
7690,7169.0
7691,7138.0
7692,7461.0
7693,7435.0
7694,7503.0
7695,7414.0
7696,6968.0
7697,7010.0
7698,7468.0
7699,7541.0
7700,7275.0
7701,7009.0
7702,6981.0
7703,6947.0
7704,6865.0
7705,7242.0
7706,7239.0
7707,7246.0
7708,7214.0
7709,7176.0
7710,7028.0
7711,6984.0
7712,6946.0
7713,6925.0
7714,7233.0
7715,7427.0
7716,7408.0
7717,7613.0
7718,7552.0
7719,7478.0
7720,7354.0
7721,7211.0
7722,7403.0
7723,7516.0
7724,7309.0
7725,7122.0
7726,6962.0
7727,6944.0
7728,6752.0
7729,6982.0
7730,6995.0
7731,7250.0
7732,7383.0
7733,7394.0
7734,7629.0
7735,7366.0
7736,8264.0
7737,8738.0
7738,8868.0
7739,9033.0
7740,9165.0
7741,8926.0
7742,8998.0
7743,8892.0
7744,8824.0
7745,8834.0
7746,8897.0
7747,8795.0
7748,8411.0
7749,7948.0
7750,7518.0
7751,7380.0
7752,7213.0
7753,7201.0
7754,7146.0
7755,7550.0
7756,7702.0
7757,7462.0
7758,7384.0
7759,7659.0
7760,8437.0
7761,8799.0
7762,8817.0
7763,8875.0
7764,8876.0
7765,8553.0
7766,8547.0
7767,8377.0
7768,8369.0
7769,8594.0
7770,8827.0
7771,8811.0
7772,8496.0
7773,8074.0
7774,7547.0
7775,7401.0
7776,7105.0
7777,6840.0
7778,7228.0
7779,7471.0
7780,7558.0
7781,7388.0
7782,7630.0
7783,7660.0
7784,8442.0
7785,8778.0
7786,8776.0
7787,8843.0
7788,8882.0
7789,8628.0
7790,8679.0
7791,8524.0
7792,8468.0
7793,8540.0
7794,8739.0
7795,8690.0
7796,8273.0
7797,7837.0
7798,7379.0
7799,7180.0
7800,6981.0
7801,6685.0
7802,6975.0
7803,7234.0
7804,7509.0
7805,7466.0
7806,7248.0
7807,7419.0
7808,8261.0
7809,8608.0
7810,8585.0
7811,8604.0
7812,8557.0
7813,8213.0
7814,8228.0
7815,8112.0
7816,8106.0
7817,8320.0
7818,8557.0
7819,8517.0
7820,8213.0
7821,7781.0
7822,7386.0
7823,7187.0
7824,6887.0
7825,7328.0
7826,7250.0
7827,7233.0
7828,7638.0
7829,7524.0
7830,6816.0
7831,7445.0
7832,8286.0
7833,8635.0
7834,8639.0
7835,8720.0
7836,8721.0
7837,8449.0
7838,8450.0
7839,8356.0
7840,8234.0
7841,8268.0
7842,8364.0
7843,8255.0
7844,7938.0
7845,7536.0
7846,7372.0
7847,7267.0
7848,7310.0
7849,7171.0
7850,7166.0
7851,7159.0
7852,7434.0
7853,7275.0
7854,7349.0
7855,7456.0
7856,7066.0
7857,7211.0
7858,6842.0
7859,6903.0
7860,6841.0
7861,6862.0
7862,6897.0
7863,7344.0
7864,6989.0
7865,6883.0
7866,7438.0
7867,7430.0
7868,7150.0
7869,7162.0
7870,7380.0
7871,7255.0
7872,7260.0
7873,7169.0
7874,7314.0
7875,7457.0
7876,7393.0
7877,7271.0
7878,7296.0
7879,7172.0
7880,6881.0
7881,7291.0
7882,7375.0
7883,7122.0
7884,7168.0
7885,7326.0
7886,7203.0
7887,7012.0
7888,6949.0
7889,7082.0
7890,7604.0
7891,7383.0
7892,7195.0
7893,6924.0
7894,6988.0
7895,7094.0
7896,7367.0
7897,7220.0
7898,7205.0
7899,7314.0
7900,7421.0
7901,7357.0
7902,7726.0
7903,7442.0
7904,8188.0
7905,8592.0
7906,8712.0
7907,8834.0
7908,8941.0
7909,8638.0
7910,8700.0
7911,8603.0
7912,8537.0
7913,8685.0
7914,8712.0
7915,8616.0
7916,8286.0
7917,7829.0
7918,7384.0
7919,7364.0
7920,7294.0
7921,7437.0
7922,7531.0
7923,7760.0
7924,7775.0
7925,7721.0
7926,8059.0
7927,7614.0
7928,8387.0
7929,8769.0
7930,8767.0
7931,8796.0
7932,8859.0
7933,8587.0
7934,8664.0
7935,8531.0
7936,8465.0
7937,8589.0
7938,8752.0
7939,8705.0
7940,8341.0
7941,7909.0
7942,7563.0
7943,7530.0
7944,7966.0
7945,7924.0
7946,8072.0
7947,8008.0
7948,7974.0
7949,7904.0
7950,7893.0
7951,7998.0
7952,8485.0
7953,8812.0
7954,8771.0
7955,8776.0
7956,8761.0
7957,8415.0
7958,8360.0
7959,8243.0
7960,8293.0
7961,8454.0
7962,8728.0
7963,8662.0
7964,8314.0
7965,7873.0
7966,7543.0
7967,7327.0
7968,7558.0
7969,7498.0
7970,7646.0
7971,7654.0
7972,7813.0
7973,7849.0
7974,7514.0
7975,7676.0
7976,8304.0
7977,8609.0
7978,8604.0
7979,8663.0
7980,8725.0
7981,8428.0
7982,8402.0
7983,8359.0
7984,8333.0
7985,8455.0
7986,8621.0
7987,8559.0
7988,8206.0
7989,7812.0
7990,7457.0
7991,7257.0
7992,7200.0
7993,7527.0
7994,7593.0
7995,7615.0
7996,7755.0
7997,7745.0
7998,7941.0
7999,7534.0
8000,8299.0
8001,8658.0
8002,8922.0
8003,9068.0
8004,9105.0
8005,8843.0
8006,8799.0
8007,8657.0
8008,8286.0
8009,8324.0
8010,8404.0
8011,8290.0
8012,8002.0
8013,7575.0
8014,7150.0
8015,7037.0
8016,6757.0
8017,6586.0
8018,6802.0
8019,6983.0
8020,7150.0
8021,7208.0
8022,7197.0
8023,6946.0
8024,6703.0
8025,6733.0
8026,6911.0
8027,6950.0
8028,6908.0
8029,6880.0
8030,6766.0
8031,6681.0
8032,6720.0
8033,7013.0
8034,7507.0
8035,7488.0
8036,7273.0
8037,7111.0
8038,6892.0
8039,6603.0
8040,6397.0
8041,7196.0
8042,6769.0
8043,7049.0
8044,7150.0
8045,6978.0
8046,6952.0
8047,6955.0
8048,6909.0
8049,6669.0
8050,6575.0
8051,6766.0
8052,6941.0
8053,7139.0
8054,7139.0
8055,6965.0
8056,6782.0
8057,6811.0
8058,7179.0
8059,7235.0
8060,7088.0
8061,6787.0
8062,6881.0
8063,6972.0
8064,6859.0
8065,6948.0
8066,7069.0
8067,7154.0
8068,7143.0
8069,7110.0
8070,7239.0
8071,7443.0
8072,7848.0
8073,8211.0
8074,8269.0
8075,8389.0
8076,8482.0
8077,8056.0
8078,8126.0
8079,8132.0
8080,8176.0
8081,8263.0
8082,8333.0
8083,8240.0
8084,7992.0
8085,7681.0
8086,7696.0
8087,7586.0
8088,7631.0
8089,7589.0
8090,7556.0
8091,7584.0
8092,7473.0
8093,7371.0
8094,7292.0
8095,7349.0
8096,7971.0
8097,8349.0
8098,8376.0
8099,8438.0
8100,8538.0
8101,8137.0
8102,8102.0
8103,8089.0
8104,8056.0
8105,8160.0
8106,8321.0
8107,8339.0
8108,8028.0
8109,7593.0
8110,7810.0
8111,7647.0
8112,7380.0
8113,7381.0
8114,7336.0
8115,7465.0
8116,7478.0
8117,7429.0
8118,7116.0
8119,7409.0
8120,8084.0
8121,8446.0
8122,8541.0
8123,8570.0
8124,8597.0
8125,8224.0
8126,8219.0
8127,8156.0
8128,8160.0
8129,8309.0
8130,8465.0
8131,8417.0
8132,8072.0
8133,7626.0
8134,7570.0
8135,7350.0
8136,7426.0
8137,7532.0
8138,6985.0
8139,7179.0
8140,7100.0
8141,7218.0
8142,7330.0
8143,7207.0
8144,8026.0
8145,8440.0
8146,8483.0
8147,8580.0
8148,8669.0
8149,8234.0
8150,8163.0
8151,8064.0
8152,8027.0
8153,8265.0
8154,8394.0
8155,8327.0
8156,8019.0
8157,7615.0
8158,7222.0
8159,7190.0
8160,7270.0
8161,7159.0
8162,7246.0
8163,7218.0
8164,7147.0
8165,7103.0
8166,7082.0
8167,7220.0
8168,8040.0
8169,8355.0
8170,8368.0
8171,8372.0
8172,8377.0
8173,7999.0
8174,7907.0
8175,7773.0
8176,7704.0
8177,7804.0
8178,8134.0
8179,8039.0
8180,7769.0
8181,7317.0
8182,7009.0
8183,6924.0
8184,7133.0
8185,7162.0
8186,7030.0
8187,6964.0
8188,6992.0
8189,7030.0
8190,7009.0
8191,7058.0
8192,7137.0
8193,7408.0
8194,7555.0
8195,7438.0
8196,7529.0
8197,7529.0
8198,7529.0
8199,7384.0
8200,7316.0
8201,7232.0
8202,7527.0
8203,7482.0
8204,7307.0
8205,7118.0
8206,6957.0
8207,6757.0
8208,6783.0
8209,7011.0
8210,6734.0
8211,6890.0
8212,6994.0
8213,6953.0
8214,6889.0
8215,6951.0
8216,7034.0
8217,7038.0
8218,7111.0
8219,7282.0
8220,7269.0
8221,7646.0
8222,7766.0
8223,7431.0
8224,7279.0
8225,7403.0
8226,7425.0
8227,7491.0
8228,7316.0
8229,7141.0
8230,7008.0
8231,6933.0
8232,6927.0
8233,7379.0
8234,7421.0
8235,7452.0
8236,7459.0
8237,7213.0
8238,6880.0
8239,7375.0
8240,8217.0
8241,8670.0
8242,8877.0
8243,9007.0
8244,8976.0
8245,8560.0
8246,8708.0
8247,8596.0
8248,8545.0
8249,8793.0
8250,8860.0
8251,8816.0
8252,8459.0
8253,7960.0
8254,7503.0
8255,7445.0
8256,7357.0
8257,7035.0
8258,6874.0
8259,7263.0
8260,7509.0
8261,7581.0
8262,7280.0
8263,7694.0
8264,8523.0
8265,8920.0
8266,8999.0
8267,8835.0
8268,8754.0
8269,8424.0
8270,8435.0
8271,8362.0
8272,8426.0
8273,8677.0
8274,8944.0
8275,8925.0
8276,8630.0
8277,8189.0
8278,7767.0
8279,7619.0
8280,7365.0
8281,7448.0
8282,7543.0
8283,7555.0
8284,7633.0
8285,7614.0
8286,7672.0
8287,8021.0
8288,8837.0
8289,9134.0
8290,9133.0
8291,9104.0
8292,9014.0
8293,8720.0
8294,8679.0
8295,8542.0
8296,8518.0
8297,8796.0
8298,9118.0
8299,9078.0
8300,8781.0
8301,8311.0
8302,7908.0
8303,7760.0
8304,7586.0
8305,7487.0
8306,7813.0
8307,7832.0
8308,7801.0
8309,7739.0
8310,7441.0
8311,8062.0
8312,8888.0
8313,9277.0
8314,9228.0
8315,9191.0
8316,9103.0
8317,8782.0
8318,8802.0
8319,8736.0
8320,8748.0
8321,9000.0
8322,9188.0
8323,9099.0
8324,8750.0
8325,8303.0
8326,7892.0
8327,7723.0
8328,7415.0
8329,7181.0
8330,7084.0
8331,7011.0
8332,7533.0
8333,7520.0
8334,7312.0
8335,7901.0
8336,8740.0
8337,9172.0
8338,9173.0
8339,9211.0
8340,9097.0
8341,8816.0
8342,8746.0
8343,8654.0
8344,8561.0
8345,8685.0
8346,8956.0
8347,8854.0
8348,8516.0
8349,8073.0
8350,7695.0
8351,7643.0
8352,7477.0
8353,7171.0
8354,7188.0
8355,7117.0
8356,7973.0
8357,7823.0
8358,7674.0
8359,7792.0
8360,7583.0
8361,7409.0
8362,7708.0
8363,7754.0
8364,7674.0
8365,7723.0
8366,7694.0
8367,7585.0
8368,7772.0
8369,7825.0
8370,8232.0
8371,8209.0
8372,8024.0
8373,7670.0
8374,7550.0
8375,7266.0
8376,7262.0
8377,6926.0
8378,6942.0
8379,7697.0
8380,7485.0
8381,7291.0
8382,7146.0
8383,6980.0
8384,6874.0
8385,7046.0
8386,6895.0
8387,7008.0
8388,7108.0
8389,7289.0
8390,7112.0
8391,6943.0
8392,6941.0
8393,7205.0
8394,7667.0
8395,7758.0
8396,7580.0
8397,7263.0
8398,6996.0
8399,6942.0
8400,7300.0
8401,7389.0
8402,7330.0
8403,7434.0
8404,7470.0
8405,7470.0
8406,7886.0
8407,7709.0
8408,8376.0
8409,8866.0
8410,8899.0
8411,9010.0
8412,9036.0
8413,8721.0
8414,8728.0
8415,8579.0
8416,8538.0
8417,8697.0
8418,8879.0
8419,8823.0
8420,8490.0
8421,8002.0
8422,7631.0
8423,7538.0
8424,7492.0
8425,7742.0
8426,7722.0
8427,7848.0
8428,7830.0
8429,7565.0
8430,7547.0
8431,7834.0
8432,8637.0
8433,9064.0
8434,9052.0
8435,9015.0
8436,8914.0
8437,8626.0
8438,8862.0
8439,8787.0
8440,8771.0
8441,8807.0
8442,8908.0
8443,8863.0
8444,8604.0
8445,8162.0
8446,7784.0
8447,7577.0
8448,7355.0
8449,7183.0
8450,7051.0
8451,7047.0
8452,6994.0
8453,6981.0
8454,7031.0
8455,7632.0
8456,8458.0
8457,8932.0
8458,8977.0
8459,9057.0
8460,9055.0
8461,8832.0
8462,8828.0
8463,8706.0
8464,8702.0
8465,8878.0
8466,8934.0
8467,8824.0
8468,8481.0
8469,8034.0
8470,7586.0
8471,7423.0
8472,7507.0
8473,7305.0
8474,7317.0
8475,7142.0
8476,7310.0
8477,7044.0
8478,7273.0
8479,7421.0
8480,8252.0
8481,8642.0
8482,8602.0
8483,8555.0
8484,8460.0
8485,8245.0
8486,8205.0
8487,8076.0
8488,8009.0
8489,8203.0
8490,8433.0
8491,8404.0
8492,8149.0
8493,7722.0
8494,7342.0
8495,7183.0
8496,6856.0
8497,6971.0
8498,7088.0
8499,7063.0
8500,6987.0
8501,6923.0
8502,7077.0
8503,7240.0
8504,7836.0
8505,8256.0
8506,8297.0
8507,8357.0
8508,8297.0
8509,8126.0
8510,8050.0
8511,7888.0
8512,7772.0
8513,7890.0
8514,8018.0
8515,7927.0
8516,7628.0
8517,7207.0
8518,7188.0
8519,7168.0
8520,7100.0
8521,7535.0
8522,7642.0
8523,7587.0
8524,7396.0
8525,7312.0
8526,7332.0
8527,7426.0
8528,7299.0
8529,7075.0
8530,7016.0
8531,7012.0
8532,7064.0
8533,7111.0
8534,7169.0
8535,7098.0
8536,7074.0
8537,7232.0
8538,7160.0
8539,7171.0
8540,7209.0
8541,7111.0
8542,7086.0
8543,6997.0
8544,6824.0
8545,6800.0
8546,6816.0
8547,7106.0
8548,7094.0
8549,6953.0
8550,6892.0
8551,6941.0
8552,7027.0
8553,7038.0
8554,7426.0
8555,7723.0
8556,7990.0
8557,7938.0
8558,7719.0
8559,7581.0
8560,7448.0
8561,7028.0
8562,6876.0
8563,6916.0
8564,7024.0
8565,6985.0
8566,6904.0
8567,7158.0
8568,6985.0
8569,7045.0
8570,7138.0
8571,7123.0
8572,7179.0
8573,7145.0
8574,7266.0
8575,7518.0
8576,7253.0
8577,7066.0
8578,7184.0
8579,7376.0
8580,7370.0
8581,7545.0
8582,7334.0
8583,7374.0
8584,7485.0
8585,7821.0
8586,7359.0
8587,7253.0
8588,7282.0
8589,7303.0
8590,7619.0
8591,7642.0
8592,7620.0
8593,6926.0
8594,7493.0
8595,7486.0
8596,7588.0
8597,7369.0
8598,7299.0
8599,7225.0
8600,7080.0
8601,7269.0
8602,7447.0
8603,7586.0
8604,7562.0
8605,7919.0
8606,7748.0
8607,7653.0
8608,7658.0
8609,7635.0
8610,6907.0
8611,6662.0
8612,6545.0
8613,6678.0
8614,6716.0
8615,6525.0
8616,6522.0
8617,7328.0
8618,7712.0
8619,7654.0
8620,7412.0
8621,7455.0
8622,7235.0
8623,7117.0
8624,6248.0
8625,6311.0
8626,6418.0
8627,6542.0
8628,6393.0
8629,6661.0
8630,6513.0
8631,6414.0
8632,6397.0
8633,6665.0
8634,7100.0
8635,7185.0
8636,7109.0
8637,6920.0
8638,6659.0
8639,6640.0
8640,6828.0
8641,6655.0
8642,7051.0
8643,7209.0
8644,7104.0
8645,6986.0
8646,6760.0
8647,6667.0
8648,6852.0
8649,7188.0
8650,7439.0
8651,7488.0
8652,7319.0
8653,7422.0
8654,7278.0
8655,7101.0
8656,7056.0
8657,7280.0
8658,7718.0
8659,7758.0
8660,7528.0
8661,7198.0
8662,6849.0
8663,6809.0
8664,6646.0
8665,6476.0
8666,7142.0
8667,7299.0
8668,7223.0
8669,6951.0
8670,6967.0
8671,6863.0
8672,6835.0
8673,7092.0
8674,7298.0
8675,7365.0
8676,7226.0
8677,7309.0
8678,7175.0
8679,7088.0
8680,7047.0
8681,7223.0
8682,7666.0
8683,7723.0
8684,7486.0
8685,7105.0
8686,6867.0
8687,6838.0
8688,6634.0
8689,6520.0
8690,6799.0
8691,7547.0
8692,7462.0
8693,7293.0
8694,7349.0
8695,7432.0
8696,6772.0
8697,6676.0
8698,6850.0
8699,6949.0
8700,6919.0
8701,7060.0
8702,7101.0
8703,6993.0
8704,6989.0
8705,7072.0
8706,7460.0
8707,7486.0
8708,7260.0
8709,6980.0
8710,6978.0
8711,6611.0
8712,6454.0
8713,6434.0
8714,6407.0
8715,6261.0
8716,7182.0
8717,6990.0
8718,6995.0
8719,6977.0
8720,6937.0
8721,7135.0
8722,6476.0
8723,6368.0
8724,6439.0
8725,6577.0
8726,6421.0
8727,6445.0
8728,6735.0
8729,6573.0
8730,7007.0
8731,7200.0
8732,7060.0
8733,6723.0
8734,6466.0
8735,6448.0
8736,6265.0
8737,6382.0
8738,6362.0
8739,6850.0
8740,6933.0
8741,7013.0
8742,6700.0
8743,6613.0
8744,6357.0
8745,6568.0
8746,6776.0
8747,6806.0
8748,6652.0
8749,6898.0
8750,6716.0
8751,6597.0
8752,6715.0
8753,6844.0
8754,7270.0
8755,7268.0
8756,6996.0
8757,6613.0
8758,6396.0
8759,6568.0
