"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"11.11.2018 18:30 - 11.11.2018 18:45","56772","58418"
"11.11.2018 18:45 - 11.11.2018 19:00","56105","58034"
"11.11.2018 19:00 - 11.11.2018 19:15","55925","57741"
"11.11.2018 19:15 - 11.11.2018 19:30","55603","57153"
"11.11.2018 19:30 - 11.11.2018 19:45","55365","56510"
"11.11.2018 19:45 - 11.11.2018 20:00","54095","56053"
"11.11.2018 20:00 - 11.11.2018 20:15","54010","55786"
"11.11.2018 20:15 - 11.11.2018 20:30","53163","54881"
"11.11.2018 20:30 - 11.11.2018 20:45","52300","53889"
"11.11.2018 20:45 - 11.11.2018 21:00","52113","53385"
"11.11.2018 21:00 - 11.11.2018 21:15","51161","53130"
"11.11.2018 21:15 - 11.11.2018 21:30","50807","52940"
"11.11.2018 21:30 - 11.11.2018 21:45","51536","52485"
"11.11.2018 21:45 - 11.11.2018 22:00","51283","52665"
"11.11.2018 22:00 - 11.11.2018 22:15","51821","53218"
"11.11.2018 22:15 - 11.11.2018 22:30","50571","52915"
"11.11.2018 22:30 - 11.11.2018 22:45","50429","52329"
"11.11.2018 22:45 - 11.11.2018 23:00","49206","51399"
"11.11.2018 23:00 - 11.11.2018 23:15","48538","50280"
"11.11.2018 23:15 - 11.11.2018 23:30","47514","49213"
"11.11.2018 23:30 - 11.11.2018 23:45","46196","48403"
"11.11.2018 23:45 - 12.11.2018 00:00","45611","47634"
"12.11.2018 00:00 - 12.11.2018 00:15","44925","46636"
"12.11.2018 00:15 - 12.11.2018 00:30","44470","45846"
"12.11.2018 00:30 - 12.11.2018 00:45","43944","45375"
"12.11.2018 00:45 - 12.11.2018 01:00","43478","44883"
"12.11.2018 01:00 - 12.11.2018 01:15","43282","44506"
"12.11.2018 01:15 - 12.11.2018 01:30","42915","43956"
"12.11.2018 01:30 - 12.11.2018 01:45","42758","43793"
"12.11.2018 01:45 - 12.11.2018 02:00","42552","43578"
"12.11.2018 02:00 - 12.11.2018 02:15","42424","43384"
"12.11.2018 02:15 - 12.11.2018 02:30","42376","42987"
"12.11.2018 02:30 - 12.11.2018 02:45","42459","43043"
"12.11.2018 02:45 - 12.11.2018 03:00","42594","43034"
"12.11.2018 03:00 - 12.11.2018 03:15","42718","43578"
"12.11.2018 03:15 - 12.11.2018 03:30","42712","43483"
"12.11.2018 03:30 - 12.11.2018 03:45","42951","43736"
"12.11.2018 03:45 - 12.11.2018 04:00","43274","43964"
"12.11.2018 04:00 - 12.11.2018 04:15","44021","44534"
"12.11.2018 04:15 - 12.11.2018 04:30","44331","45058"
"12.11.2018 04:30 - 12.11.2018 04:45","44994","45792"
"12.11.2018 04:45 - 12.11.2018 05:00","45710","46447"
"12.11.2018 05:00 - 12.11.2018 05:15","47150","47837"
"12.11.2018 05:15 - 12.11.2018 05:30","48118","49127"
"12.11.2018 05:30 - 12.11.2018 05:45","49615","50351"
"12.11.2018 05:45 - 12.11.2018 06:00","51251","52120"
"12.11.2018 06:00 - 12.11.2018 06:15","54601","55632"
"12.11.2018 06:15 - 12.11.2018 06:30","57136","58110"
"12.11.2018 06:30 - 12.11.2018 06:45","58902","60214"
"12.11.2018 06:45 - 12.11.2018 07:00","60567","62176"
"12.11.2018 07:00 - 12.11.2018 07:15","62384","64010"
"12.11.2018 07:15 - 12.11.2018 07:30","63382","64728"
"12.11.2018 07:30 - 12.11.2018 07:45","64150","65246"
"12.11.2018 07:45 - 12.11.2018 08:00","64917","65820"
"12.11.2018 08:00 - 12.11.2018 08:15","65897","66762"
"12.11.2018 08:15 - 12.11.2018 08:30","66277","67022"
"12.11.2018 08:30 - 12.11.2018 08:45","66795","67253"
"12.11.2018 08:45 - 12.11.2018 09:00","67058","67319"
"12.11.2018 09:00 - 12.11.2018 09:15","66721","67270"
"12.11.2018 09:15 - 12.11.2018 09:30","67254","67388"
"12.11.2018 09:30 - 12.11.2018 09:45","67753","67741"
"12.11.2018 09:45 - 12.11.2018 10:00","68049","67944"
"12.11.2018 10:00 - 12.11.2018 10:15","68380","68164"
"12.11.2018 10:15 - 12.11.2018 10:30","68386","68615"
"12.11.2018 10:30 - 12.11.2018 10:45","68895","69102"
"12.11.2018 10:45 - 12.11.2018 11:00","69306","69421"
"12.11.2018 11:00 - 12.11.2018 11:15","69421","69435"
"12.11.2018 11:15 - 12.11.2018 11:30","69940","69604"
"12.11.2018 11:30 - 12.11.2018 11:45","70011","69949"
"12.11.2018 11:45 - 12.11.2018 12:00","70186","69942"
"12.11.2018 12:00 - 12.11.2018 12:15","68978","69717"
"12.11.2018 12:15 - 12.11.2018 12:30","68960","69407"
"12.11.2018 12:30 - 12.11.2018 12:45","68848","69419"
"12.11.2018 12:45 - 12.11.2018 13:00","68769","69508"
"12.11.2018 13:00 - 12.11.2018 13:15","68916","69651"
"12.11.2018 13:15 - 12.11.2018 13:30","68456","69303"
"12.11.2018 13:30 - 12.11.2018 13:45","68259","68729"
"12.11.2018 13:45 - 12.11.2018 14:00","67899","68111"
"12.11.2018 14:00 - 12.11.2018 14:15","67716","68032"
"12.11.2018 14:15 - 12.11.2018 14:30","67194","68289"
"12.11.2018 14:30 - 12.11.2018 14:45","66958","68118"
"12.11.2018 14:45 - 12.11.2018 15:00","66557","68000"
"12.11.2018 15:00 - 12.11.2018 15:15","65494","67898"
"12.11.2018 15:15 - 12.11.2018 15:30","66630","67844"
"12.11.2018 15:30 - 12.11.2018 15:45","66461","67537"
"12.11.2018 15:45 - 12.11.2018 16:00","66162","67393"
"12.11.2018 16:00 - 12.11.2018 16:15","66111","67531"
"12.11.2018 16:15 - 12.11.2018 16:30","65301","67849"
"12.11.2018 16:30 - 12.11.2018 16:45","63924","68470"
"12.11.2018 16:45 - 12.11.2018 17:00","64375","69370"
"12.11.2018 17:00 - 12.11.2018 17:15","65358","70619"
"12.11.2018 17:15 - 12.11.2018 17:30","66280","71205"
"12.11.2018 17:30 - 12.11.2018 17:45","66510","71556"
"12.11.2018 17:45 - 12.11.2018 18:00","66973","71538"
"12.11.2018 18:00 - 12.11.2018 18:15","66889","71245"
"12.11.2018 18:15 - 12.11.2018 18:30","66975","70853"
"12.11.2018 18:30 - 12.11.2018 18:45","67330","70848"
"12.11.2018 18:45 - 12.11.2018 19:00","67216","70793"
"12.11.2018 19:00 - 12.11.2018 19:15","66775","70302"
"12.11.2018 19:15 - 12.11.2018 19:30","66361","69634"
"12.11.2018 19:30 - 12.11.2018 19:45","66069","69045"
"12.11.2018 19:45 - 12.11.2018 20:00","65262","68295"
"12.11.2018 20:00 - 12.11.2018 20:15","64498","67678"
"12.11.2018 20:15 - 12.11.2018 20:30","63710","66251"
"12.11.2018 20:30 - 12.11.2018 20:45","63059","65321"
"12.11.2018 20:45 - 12.11.2018 21:00","62062","64187"
"12.11.2018 21:00 - 12.11.2018 21:15","60948","63254"
"12.11.2018 21:15 - 12.11.2018 21:30","60334","62388"
"12.11.2018 21:30 - 12.11.2018 21:45","60014","61332"
"12.11.2018 21:45 - 12.11.2018 22:00","58374","60166"
"12.11.2018 22:00 - 12.11.2018 22:15","58032","59616"
"12.11.2018 22:15 - 12.11.2018 22:30","56819","58825"
"12.11.2018 22:30 - 12.11.2018 22:45","55926","57524"
"12.11.2018 22:45 - 12.11.2018 23:00","54577","56331"
"12.11.2018 23:00 - 12.11.2018 23:15","53440","54897"
"12.11.2018 23:15 - 12.11.2018 23:30","52482","53831"
"12.11.2018 23:30 - 12.11.2018 23:45","51248","52890"
"12.11.2018 23:45 - 13.11.2018 00:00","50242","51741"
"13.11.2018 00:00 - 13.11.2018 00:15","50332","50730"
"13.11.2018 00:15 - 13.11.2018 00:30","49596","49940"
"13.11.2018 00:30 - 13.11.2018 00:45","48919","49223"
"13.11.2018 00:45 - 13.11.2018 01:00","48491","48789"
"13.11.2018 01:00 - 13.11.2018 01:15","48180","48183"
"13.11.2018 01:15 - 13.11.2018 01:30","47815","47810"
"13.11.2018 01:30 - 13.11.2018 01:45","47531","47212"
"13.11.2018 01:45 - 13.11.2018 02:00","47261","47104"
"13.11.2018 02:00 - 13.11.2018 02:15","46932","46715"
"13.11.2018 02:15 - 13.11.2018 02:30","46927","46578"
"13.11.2018 02:30 - 13.11.2018 02:45","47000","46572"
"13.11.2018 02:45 - 13.11.2018 03:00","47130","46697"
"13.11.2018 03:00 - 13.11.2018 03:15","47243","46904"
"13.11.2018 03:15 - 13.11.2018 03:30","47330","47038"
"13.11.2018 03:30 - 13.11.2018 03:45","47424","47409"
"13.11.2018 03:45 - 13.11.2018 04:00","47562","47564"
"13.11.2018 04:00 - 13.11.2018 04:15","48181","48235"
"13.11.2018 04:15 - 13.11.2018 04:30","48442","48428"
"13.11.2018 04:30 - 13.11.2018 04:45","49004","49196"
"13.11.2018 04:45 - 13.11.2018 05:00","49647","49863"
"13.11.2018 05:00 - 13.11.2018 05:15","50704","51344"
"13.11.2018 05:15 - 13.11.2018 05:30","51607","52440"
"13.11.2018 05:30 - 13.11.2018 05:45","52802","53641"
"13.11.2018 05:45 - 13.11.2018 06:00","54271","55171"
"13.11.2018 06:00 - 13.11.2018 06:15","57260","58452"
"13.11.2018 06:15 - 13.11.2018 06:30","59567","60675"
"13.11.2018 06:30 - 13.11.2018 06:45","61578","62881"
"13.11.2018 06:45 - 13.11.2018 07:00","63166","64434"
"13.11.2018 07:00 - 13.11.2018 07:15","64954","66015"
"13.11.2018 07:15 - 13.11.2018 07:30","65722","66761"
"13.11.2018 07:30 - 13.11.2018 07:45","66509","67364"
"13.11.2018 07:45 - 13.11.2018 08:00","67123","67676"
"13.11.2018 08:00 - 13.11.2018 08:15","67974","68564"
"13.11.2018 08:15 - 13.11.2018 08:30","68199","69121"
"13.11.2018 08:30 - 13.11.2018 08:45","68516","69475"
"13.11.2018 08:45 - 13.11.2018 09:00","68752","69942"
"13.11.2018 09:00 - 13.11.2018 09:15","68346","69359"
"13.11.2018 09:15 - 13.11.2018 09:30","68683","69699"
"13.11.2018 09:30 - 13.11.2018 09:45","69021","70208"
"13.11.2018 09:45 - 13.11.2018 10:00","69497","70445"
"13.11.2018 10:00 - 13.11.2018 10:15","69646","70920"
"13.11.2018 10:15 - 13.11.2018 10:30","69564","71098"
"13.11.2018 10:30 - 13.11.2018 10:45","70035","71094"
"13.11.2018 10:45 - 13.11.2018 11:00","70380","71499"
"13.11.2018 11:00 - 13.11.2018 11:15","70509","71925"
"13.11.2018 11:15 - 13.11.2018 11:30","70986","72249"
"13.11.2018 11:30 - 13.11.2018 11:45","71208","72322"
"13.11.2018 11:45 - 13.11.2018 12:00","70807","72166"
"13.11.2018 12:00 - 13.11.2018 12:15","70289","71422"
"13.11.2018 12:15 - 13.11.2018 12:30","70423","71153"
"13.11.2018 12:30 - 13.11.2018 12:45","70000","70855"
"13.11.2018 12:45 - 13.11.2018 13:00","70215","70788"
"13.11.2018 13:00 - 13.11.2018 13:15","69975","71007"
"13.11.2018 13:15 - 13.11.2018 13:30","69695","70588"
"13.11.2018 13:30 - 13.11.2018 13:45","69460","70473"
"13.11.2018 13:45 - 13.11.2018 14:00","68772","69825"
"13.11.2018 14:00 - 13.11.2018 14:15","68585","69718"
"13.11.2018 14:15 - 13.11.2018 14:30","68016","69886"
"13.11.2018 14:30 - 13.11.2018 14:45","68109","69800"
"13.11.2018 14:45 - 13.11.2018 15:00","67873","69656"
"13.11.2018 15:00 - 13.11.2018 15:15","67551","69793"
"13.11.2018 15:15 - 13.11.2018 15:30","67413","69716"
"13.11.2018 15:30 - 13.11.2018 15:45","67131","69399"
"13.11.2018 15:45 - 13.11.2018 16:00","67033","69072"
"13.11.2018 16:00 - 13.11.2018 16:15","67224","69270"
"13.11.2018 16:15 - 13.11.2018 16:30","67056","69424"
"13.11.2018 16:30 - 13.11.2018 16:45","67107","69764"
"13.11.2018 16:45 - 13.11.2018 17:00","67875","70436"
"13.11.2018 17:00 - 13.11.2018 17:15","68806","71596"
"13.11.2018 17:15 - 13.11.2018 17:30","69733","72663"
"13.11.2018 17:30 - 13.11.2018 17:45","70011","73289"
"13.11.2018 17:45 - 13.11.2018 18:00","70361","73238"
"13.11.2018 18:00 - 13.11.2018 18:15","70126","72950"
"13.11.2018 18:15 - 13.11.2018 18:30","70126","72642"
"13.11.2018 18:30 - 13.11.2018 18:45","70371","72518"
"13.11.2018 18:45 - 13.11.2018 19:00","70059","72506"
"13.11.2018 19:00 - 13.11.2018 19:15","69420","71509"
"13.11.2018 19:15 - 13.11.2018 19:30","68943","71056"
"13.11.2018 19:30 - 13.11.2018 19:45","68359","70537"
"13.11.2018 19:45 - 13.11.2018 20:00","67290","69733"
"13.11.2018 20:00 - 13.11.2018 20:15","66409","68297"
"13.11.2018 20:15 - 13.11.2018 20:30","64874","67402"
"13.11.2018 20:30 - 13.11.2018 20:45","64109","66493"
"13.11.2018 20:45 - 13.11.2018 21:00","63316","65614"
"13.11.2018 21:00 - 13.11.2018 21:15","62023","64468"
"13.11.2018 21:15 - 13.11.2018 21:30","61308","63643"
"13.11.2018 21:30 - 13.11.2018 21:45","60591","62535"
"13.11.2018 21:45 - 13.11.2018 22:00","59712","61162"
"13.11.2018 22:00 - 13.11.2018 22:15","59557","61062"
"13.11.2018 22:15 - 13.11.2018 22:30","58350","60405"
"13.11.2018 22:30 - 13.11.2018 22:45","57462","59080"
"13.11.2018 22:45 - 13.11.2018 23:00","55821","57745"
"13.11.2018 23:00 - 13.11.2018 23:15","54565","56483"
"13.11.2018 23:15 - 13.11.2018 23:30","53425","55472"
"13.11.2018 23:30 - 13.11.2018 23:45","52213","54779"
"13.11.2018 23:45 - 14.11.2018 00:00","51206","53682"
"14.11.2018 00:00 - 14.11.2018 00:15","51286","52154"
"14.11.2018 00:15 - 14.11.2018 00:30","50686","51528"
"14.11.2018 00:30 - 14.11.2018 00:45","50096","51295"
"14.11.2018 00:45 - 14.11.2018 01:00","49598","51076"
"14.11.2018 01:00 - 14.11.2018 01:15","49199","50530"
"14.11.2018 01:15 - 14.11.2018 01:30","48413","49979"
"14.11.2018 01:30 - 14.11.2018 01:45","48548","49740"
"14.11.2018 01:45 - 14.11.2018 02:00","48183","49627"
"14.11.2018 02:00 - 14.11.2018 02:15","47937","49251"
"14.11.2018 02:15 - 14.11.2018 02:30","47735","49032"
"14.11.2018 02:30 - 14.11.2018 02:45","48147","49167"
"14.11.2018 02:45 - 14.11.2018 03:00","48252","49403"
"14.11.2018 03:00 - 14.11.2018 03:15","48313","49706"
"14.11.2018 03:15 - 14.11.2018 03:30","48495","49797"
"14.11.2018 03:30 - 14.11.2018 03:45","48709","49973"
"14.11.2018 03:45 - 14.11.2018 04:00","48776","50040"
"14.11.2018 04:00 - 14.11.2018 04:15","49617","50823"
"14.11.2018 04:15 - 14.11.2018 04:30","49705","51058"
"14.11.2018 04:30 - 14.11.2018 04:45","50481","51685"
"14.11.2018 04:45 - 14.11.2018 05:00","51138","52252"
"14.11.2018 05:00 - 14.11.2018 05:15","52155","53671"
"14.11.2018 05:15 - 14.11.2018 05:30","52956","54255"
"14.11.2018 05:30 - 14.11.2018 05:45","54281","55009"
"14.11.2018 05:45 - 14.11.2018 06:00","55721","56577"
"14.11.2018 06:00 - 14.11.2018 06:15","58469","59938"
"14.11.2018 06:15 - 14.11.2018 06:30","61218","61997"
"14.11.2018 06:30 - 14.11.2018 06:45","63130","64387"
"14.11.2018 06:45 - 14.11.2018 07:00","64742","65748"
"14.11.2018 07:00 - 14.11.2018 07:15","66128","67764"
"14.11.2018 07:15 - 14.11.2018 07:30","66602","68466"
"14.11.2018 07:30 - 14.11.2018 07:45","66850","68808"
"14.11.2018 07:45 - 14.11.2018 08:00","67411","69104"
"14.11.2018 08:00 - 14.11.2018 08:15","68548","69789"
"14.11.2018 08:15 - 14.11.2018 08:30","68713","70113"
"14.11.2018 08:30 - 14.11.2018 08:45","69106","70039"
"14.11.2018 08:45 - 14.11.2018 09:00","69212","70027"
"14.11.2018 09:00 - 14.11.2018 09:15","69002","69685"
"14.11.2018 09:15 - 14.11.2018 09:30","69514","70134"
"14.11.2018 09:30 - 14.11.2018 09:45","69204","70179"
"14.11.2018 09:45 - 14.11.2018 10:00","69907","70201"
"14.11.2018 10:00 - 14.11.2018 10:15","69784","70341"
"14.11.2018 10:15 - 14.11.2018 10:30","69704","70212"
"14.11.2018 10:30 - 14.11.2018 10:45","69841","70360"
"14.11.2018 10:45 - 14.11.2018 11:00","69921","70481"
"14.11.2018 11:00 - 14.11.2018 11:15","70271","70509"
"14.11.2018 11:15 - 14.11.2018 11:30","70464","70620"
"14.11.2018 11:30 - 14.11.2018 11:45","70530","70548"
"14.11.2018 11:45 - 14.11.2018 12:00","70294","70401"
"14.11.2018 12:00 - 14.11.2018 12:15","69678","70190"
"14.11.2018 12:15 - 14.11.2018 12:30","69547","69896"
"14.11.2018 12:30 - 14.11.2018 12:45","69369","69858"
"14.11.2018 12:45 - 14.11.2018 13:00","69610","69734"
"14.11.2018 13:00 - 14.11.2018 13:15","69526","69978"
"14.11.2018 13:15 - 14.11.2018 13:30","69321","69825"
"14.11.2018 13:30 - 14.11.2018 13:45","68777","69304"
"14.11.2018 13:45 - 14.11.2018 14:00","68487","68769"
"14.11.2018 14:00 - 14.11.2018 14:15","67986","68738"
"14.11.2018 14:15 - 14.11.2018 14:30","67577","68567"
"14.11.2018 14:30 - 14.11.2018 14:45","67379","68430"
"14.11.2018 14:45 - 14.11.2018 15:00","67284","68440"
"14.11.2018 15:00 - 14.11.2018 15:15","67071","68733"
"14.11.2018 15:15 - 14.11.2018 15:30","67019","68760"
"14.11.2018 15:30 - 14.11.2018 15:45","66797","68647"
"14.11.2018 15:45 - 14.11.2018 16:00","66641","68438"
"14.11.2018 16:00 - 14.11.2018 16:15","67157","68403"
"14.11.2018 16:15 - 14.11.2018 16:30","66803","68800"
"14.11.2018 16:30 - 14.11.2018 16:45","66775","69268"
"14.11.2018 16:45 - 14.11.2018 17:00","67909","70235"
"14.11.2018 17:00 - 14.11.2018 17:15","68797","71697"
"14.11.2018 17:15 - 14.11.2018 17:30","69509","72587"
"14.11.2018 17:30 - 14.11.2018 17:45","69774","73116"
"14.11.2018 17:45 - 14.11.2018 18:00","70226","72959"
"14.11.2018 18:00 - 14.11.2018 18:15","69922","72608"
"14.11.2018 18:15 - 14.11.2018 18:30","69887","72401"
"14.11.2018 18:30 - 14.11.2018 18:45","70045","72206"
"14.11.2018 18:45 - 14.11.2018 19:00","69434","72101"
"14.11.2018 19:00 - 14.11.2018 19:15","69174","71664"
"14.11.2018 19:15 - 14.11.2018 19:30","68811","70800"
"14.11.2018 19:30 - 14.11.2018 19:45","68236","70172"
"14.11.2018 19:45 - 14.11.2018 20:00","67073","69294"
"14.11.2018 20:00 - 14.11.2018 20:15","66262","68032"
"14.11.2018 20:15 - 14.11.2018 20:30","64572","66820"
"14.11.2018 20:30 - 14.11.2018 20:45","63858","65743"
"14.11.2018 20:45 - 14.11.2018 21:00","63246","64797"
"14.11.2018 21:00 - 14.11.2018 21:15","61993","63709"
"14.11.2018 21:15 - 14.11.2018 21:30","61284","62948"
"14.11.2018 21:30 - 14.11.2018 21:45","60883","62015"
"14.11.2018 21:45 - 14.11.2018 22:00","60035","61074"
"14.11.2018 22:00 - 14.11.2018 22:15","59773","60384"
"14.11.2018 22:15 - 14.11.2018 22:30","58097","59423"
"14.11.2018 22:30 - 14.11.2018 22:45","57651","58412"
"14.11.2018 22:45 - 14.11.2018 23:00","56013","57540"
"14.11.2018 23:00 - 14.11.2018 23:15","55205","56209"
"14.11.2018 23:15 - 14.11.2018 23:30","54029","55176"
"14.11.2018 23:30 - 14.11.2018 23:45","52609","54290"
"14.11.2018 23:45 - 15.11.2018 00:00","51758","53006"
"15.11.2018 00:00 - 15.11.2018 00:15","52341","51966"
"15.11.2018 00:15 - 15.11.2018 00:30","51503","51310"
"15.11.2018 00:30 - 15.11.2018 00:45","50926","50786"
"15.11.2018 00:45 - 15.11.2018 01:00","50358","50361"
"15.11.2018 01:00 - 15.11.2018 01:15","49918","49952"
"15.11.2018 01:15 - 15.11.2018 01:30","49404","49616"
"15.11.2018 01:30 - 15.11.2018 01:45","49355","49319"
"15.11.2018 01:45 - 15.11.2018 02:00","49086","49057"
"15.11.2018 02:00 - 15.11.2018 02:15","48873","48525"
"15.11.2018 02:15 - 15.11.2018 02:30","48743","48447"
"15.11.2018 02:30 - 15.11.2018 02:45","48877","48642"
"15.11.2018 02:45 - 15.11.2018 03:00","48998","48605"
"15.11.2018 03:00 - 15.11.2018 03:15","49172","48632"
"15.11.2018 03:15 - 15.11.2018 03:30","49195","48898"
"15.11.2018 03:30 - 15.11.2018 03:45","49251","49179"
"15.11.2018 03:45 - 15.11.2018 04:00","49376","49159"
"15.11.2018 04:00 - 15.11.2018 04:15","49952","49724"
"15.11.2018 04:15 - 15.11.2018 04:30","50182","50255"
"15.11.2018 04:30 - 15.11.2018 04:45","50726","50979"
"15.11.2018 04:45 - 15.11.2018 05:00","51330","51308"
"15.11.2018 05:00 - 15.11.2018 05:15","52486","52624"
"15.11.2018 05:15 - 15.11.2018 05:30","53175","53496"
"15.11.2018 05:30 - 15.11.2018 05:45","54321","54759"
"15.11.2018 05:45 - 15.11.2018 06:00","55806","56220"
"15.11.2018 06:00 - 15.11.2018 06:15","58523","58906"
"15.11.2018 06:15 - 15.11.2018 06:30","60978","61341"
"15.11.2018 06:30 - 15.11.2018 06:45","62865","63656"
"15.11.2018 06:45 - 15.11.2018 07:00","64470","65023"
"15.11.2018 07:00 - 15.11.2018 07:15","66388","67058"
"15.11.2018 07:15 - 15.11.2018 07:30","66867","67855"
"15.11.2018 07:30 - 15.11.2018 07:45","67924","68429"
"15.11.2018 07:45 - 15.11.2018 08:00","68320","68877"
"15.11.2018 08:00 - 15.11.2018 08:15","69129","69496"
"15.11.2018 08:15 - 15.11.2018 08:30","69285","69765"
"15.11.2018 08:30 - 15.11.2018 08:45","69739","69895"
"15.11.2018 08:45 - 15.11.2018 09:00","69938","69762"
"15.11.2018 09:00 - 15.11.2018 09:15","69305","69581"
"15.11.2018 09:15 - 15.11.2018 09:30","69787","69781"
"15.11.2018 09:30 - 15.11.2018 09:45","69969","70316"
"15.11.2018 09:45 - 15.11.2018 10:00","70230","70506"
"15.11.2018 10:00 - 15.11.2018 10:15","70788","70526"
"15.11.2018 10:15 - 15.11.2018 10:30","70819","70444"
"15.11.2018 10:30 - 15.11.2018 10:45","70922","70812"
"15.11.2018 10:45 - 15.11.2018 11:00","71110","70916"
"15.11.2018 11:00 - 15.11.2018 11:15","71676","70956"
"15.11.2018 11:15 - 15.11.2018 11:30","72185","71177"
"15.11.2018 11:30 - 15.11.2018 11:45","72358","71378"
"15.11.2018 11:45 - 15.11.2018 12:00","72319","71087"
"15.11.2018 12:00 - 15.11.2018 12:15","71080","70834"
"15.11.2018 12:15 - 15.11.2018 12:30","71216","70458"
"15.11.2018 12:30 - 15.11.2018 12:45","71103","70503"
"15.11.2018 12:45 - 15.11.2018 13:00","71248","70155"
"15.11.2018 13:00 - 15.11.2018 13:15","70911","70242"
"15.11.2018 13:15 - 15.11.2018 13:30","71112","70057"
"15.11.2018 13:30 - 15.11.2018 13:45","70663","69680"
"15.11.2018 13:45 - 15.11.2018 14:00","70005","69183"
"15.11.2018 14:00 - 15.11.2018 14:15","69649","69184"
"15.11.2018 14:15 - 15.11.2018 14:30","69254","68796"
"15.11.2018 14:30 - 15.11.2018 14:45","69498","68642"
"15.11.2018 14:45 - 15.11.2018 15:00","69218","68469"
"15.11.2018 15:00 - 15.11.2018 15:15","68618","68637"
"15.11.2018 15:15 - 15.11.2018 15:30","68858","68503"
"15.11.2018 15:30 - 15.11.2018 15:45","68797","68495"
"15.11.2018 15:45 - 15.11.2018 16:00","68456","68451"
"15.11.2018 16:00 - 15.11.2018 16:15","68664","68664"
"15.11.2018 16:15 - 15.11.2018 16:30","68215","68563"
"15.11.2018 16:30 - 15.11.2018 16:45","67952","69345"
"15.11.2018 16:45 - 15.11.2018 17:00","69972","70478"
"15.11.2018 17:00 - 15.11.2018 17:15","70801","71844"
"15.11.2018 17:15 - 15.11.2018 17:30","71408","72666"
"15.11.2018 17:30 - 15.11.2018 17:45","71662","72958"
"15.11.2018 17:45 - 15.11.2018 18:00","71943","72935"
"15.11.2018 18:00 - 15.11.2018 18:15","71554","72618"
"15.11.2018 18:15 - 15.11.2018 18:30","71482","72491"
"15.11.2018 18:30 - 15.11.2018 18:45","71578","72288"
"15.11.2018 18:45 - 15.11.2018 19:00","70932","72139"
"15.11.2018 19:00 - 15.11.2018 19:15","70551","71618"
"15.11.2018 19:15 - 15.11.2018 19:30","69925","71305"
"15.11.2018 19:30 - 15.11.2018 19:45","69518","70664"
"15.11.2018 19:45 - 15.11.2018 20:00","68393","69902"
"15.11.2018 20:00 - 15.11.2018 20:15","67455","69015"
"15.11.2018 20:15 - 15.11.2018 20:30","66241","67883"
"15.11.2018 20:30 - 15.11.2018 20:45","65302","66769"
"15.11.2018 20:45 - 15.11.2018 21:00","64661","65999"
"15.11.2018 21:00 - 15.11.2018 21:15","63189","64892"
"15.11.2018 21:15 - 15.11.2018 21:30","62509","64311"
"15.11.2018 21:30 - 15.11.2018 21:45","62217","63458"
"15.11.2018 21:45 - 15.11.2018 22:00","61266","62677"
"15.11.2018 22:00 - 15.11.2018 22:15","61157","61983"
