,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore
2018-07-04 16:00:00+03:00,40.0,0.0,0.0,0.0,23.0,24.0,33.0,17.0,85.0
2018-07-04 17:00:00+03:00,40.0,0.0,0.0,0.0,24.0,24.0,29.0,17.0,124.0
2018-07-04 18:00:00+03:00,40.0,0.0,0.0,0.0,23.0,23.0,21.0,17.0,145.0
2018-07-04 19:00:00+03:00,40.0,0.0,0.0,0.0,23.0,23.0,13.0,17.0,88.0
2018-07-04 20:00:00+03:00,40.0,0.0,0.0,0.0,23.0,23.0,7.0,18.0,53.0
2018-07-04 21:00:00+03:00,39.0,0.0,96.0,0.0,23.0,24.0,2.0,18.0,44.0
2018-07-04 22:00:00+03:00,40.0,0.0,1.0,0.0,23.0,24.0,0.0,19.0,56.0
2018-07-04 23:00:00+03:00,40.0,0.0,48.0,0.0,23.0,24.0,0.0,18.0,81.0
2018-07-05 00:00:00+03:00,40.0,0.0,0.0,143.0,23.0,24.0,0.0,18.0,66.0
2018-07-05 01:00:00+03:00,40.0,0.0,0.0,28.0,24.0,24.0,0.0,18.0,50.0
2018-07-05 02:00:00+03:00,40.0,0.0,0.0,0.0,24.0,24.0,0.0,19.0,39.0
2018-07-05 03:00:00+03:00,40.0,0.0,0.0,0.0,24.0,24.0,0.0,18.0,32.0
2018-07-05 04:00:00+03:00,40.0,0.0,0.0,0.0,24.0,24.0,0.0,19.0,32.0
2018-07-05 05:00:00+03:00,40.0,0.0,0.0,0.0,24.0,24.0,0.0,19.0,15.0
2018-07-05 06:00:00+03:00,40.0,0.0,0.0,0.0,24.0,24.0,2.0,19.0,12.0
2018-07-05 07:00:00+03:00,40.0,0.0,33.0,0.0,23.0,25.0,8.0,18.0,10.0
2018-07-05 08:00:00+03:00,40.0,0.0,48.0,0.0,23.0,25.0,13.0,18.0,9.0
2018-07-05 09:00:00+03:00,39.0,0.0,0.0,0.0,23.0,25.0,23.0,18.0,3.0
2018-07-05 10:00:00+03:00,40.0,0.0,0.0,0.0,23.0,25.0,29.0,18.0,3.0
2018-07-05 11:00:00+03:00,40.0,0.0,0.0,0.0,23.0,25.0,31.0,18.0,4.0
2018-07-05 12:00:00+03:00,40.0,0.0,0.0,0.0,23.0,24.0,36.0,18.0,5.0
2018-07-05 13:00:00+03:00,40.0,0.0,0.0,0.0,23.0,23.0,21.0,18.0,7.0
2018-07-05 14:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,25.0,18.0,19.0
2018-07-05 15:00:00+03:00,40.0,0.0,0.0,0.0,24.0,22.0,34.0,18.0,42.0
2018-07-05 16:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,31.0,18.0,62.0
2018-07-05 17:00:00+03:00,40.0,0.0,0.0,0.0,24.0,24.0,22.0,18.0,60.0
2018-07-05 18:00:00+03:00,40.0,0.0,0.0,0.0,25.0,24.0,20.0,18.0,52.0
2018-07-05 19:00:00+03:00,40.0,0.0,0.0,0.0,25.0,24.0,10.0,18.0,43.0
2018-07-05 20:00:00+03:00,40.0,0.0,0.0,0.0,25.0,24.0,6.0,18.0,50.0
2018-07-05 21:00:00+03:00,39.0,0.0,0.0,0.0,25.0,25.0,2.0,18.0,50.0
2018-07-05 22:00:00+03:00,40.0,0.0,0.0,0.0,25.0,25.0,0.0,18.0,51.0
2018-07-05 23:00:00+03:00,40.0,0.0,0.0,0.0,25.0,25.0,0.0,18.0,60.0
2018-07-06 00:00:00+03:00,40.0,0.0,0.0,41.0,26.0,25.0,0.0,19.0,66.0
2018-07-06 01:00:00+03:00,40.0,0.0,0.0,17.0,25.0,25.0,0.0,19.0,59.0
2018-07-06 02:00:00+03:00,40.0,0.0,0.0,0.0,25.0,25.0,0.0,19.0,56.0
2018-07-06 03:00:00+03:00,40.0,0.0,0.0,0.0,25.0,25.0,0.0,19.0,70.0
2018-07-06 04:00:00+03:00,40.0,0.0,0.0,199.0,25.0,25.0,0.0,19.0,47.0
2018-07-06 05:00:00+03:00,40.0,0.0,0.0,225.0,25.0,25.0,0.0,19.0,32.0
2018-07-06 06:00:00+03:00,40.0,0.0,0.0,11.0,26.0,25.0,2.0,19.0,24.0
2018-07-06 07:00:00+03:00,40.0,0.0,0.0,0.0,26.0,25.0,8.0,19.0,14.0
2018-07-06 08:00:00+03:00,40.0,0.0,0.0,0.0,26.0,25.0,17.0,19.0,8.0
2018-07-06 09:00:00+03:00,39.0,0.0,0.0,0.0,26.0,25.0,31.0,19.0,14.0
2018-07-06 10:00:00+03:00,40.0,0.0,0.0,0.0,26.0,25.0,36.0,19.0,28.0
2018-07-06 11:00:00+03:00,40.0,0.0,0.0,0.0,26.0,25.0,36.0,19.0,48.0
2018-07-06 12:00:00+03:00,40.0,0.0,0.0,0.0,26.0,24.0,37.0,19.0,73.0
2018-07-06 13:00:00+03:00,40.0,0.0,0.0,0.0,26.0,23.0,37.0,19.0,118.0
2018-07-06 14:00:00+03:00,40.0,0.0,0.0,0.0,26.0,23.0,44.0,19.0,151.0
2018-07-06 15:00:00+03:00,40.0,0.0,0.0,0.0,26.0,23.0,44.0,19.0,189.0
2018-07-06 16:00:00+03:00,40.0,0.0,0.0,0.0,26.0,24.0,41.0,19.0,192.0
2018-07-06 17:00:00+03:00,40.0,0.0,0.0,0.0,26.0,24.0,32.0,19.0,220.0
2018-07-06 18:00:00+03:00,40.0,0.0,0.0,0.0,26.0,23.0,21.0,19.0,229.0
2018-07-06 19:00:00+03:00,40.0,0.0,0.0,0.0,26.0,24.0,10.0,19.0,206.0
2018-07-06 20:00:00+03:00,40.0,0.0,0.0,0.0,26.0,24.0,6.0,19.0,187.0
2018-07-06 21:00:00+03:00,39.0,0.0,0.0,0.0,26.0,24.0,2.0,19.0,170.0
2018-07-06 22:00:00+03:00,40.0,0.0,0.0,0.0,26.0,24.0,0.0,19.0,134.0
2018-07-06 23:00:00+03:00,40.0,0.0,0.0,0.0,26.0,24.0,0.0,19.0,128.0
2018-07-07 00:00:00+03:00,40.0,0.0,0.0,33.0,26.0,24.0,0.0,19.0,121.0
2018-07-07 01:00:00+03:00,40.0,0.0,0.0,54.0,25.0,24.0,0.0,19.0,113.0
2018-07-07 02:00:00+03:00,40.0,0.0,0.0,0.0,25.0,24.0,0.0,19.0,104.0
2018-07-07 03:00:00+03:00,40.0,0.0,0.0,63.0,25.0,24.0,0.0,19.0,76.0
2018-07-07 04:00:00+03:00,40.0,0.0,0.0,303.0,25.0,23.0,0.0,19.0,54.0
2018-07-07 05:00:00+03:00,40.0,0.0,0.0,315.0,24.0,24.0,0.0,19.0,36.0
2018-07-07 06:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,2.0,18.0,23.0
2018-07-07 07:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,8.0,18.0,16.0
2018-07-07 08:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,14.0,18.0,9.0
2018-07-07 09:00:00+03:00,39.0,0.0,0.0,0.0,24.0,23.0,28.0,18.0,9.0
2018-07-07 10:00:00+03:00,40.0,0.0,0.0,0.0,25.0,23.0,33.0,18.0,13.0
2018-07-07 11:00:00+03:00,40.0,0.0,0.0,0.0,25.0,23.0,44.0,18.0,22.0
2018-07-07 12:00:00+03:00,40.0,0.0,0.0,0.0,25.0,22.0,41.0,18.0,42.0
2018-07-07 13:00:00+03:00,40.0,0.0,0.0,0.0,25.0,23.0,40.0,17.0,63.0
2018-07-07 14:00:00+03:00,40.0,0.0,0.0,0.0,25.0,23.0,44.0,18.0,94.0
2018-07-07 15:00:00+03:00,40.0,0.0,0.0,0.0,25.0,22.0,43.0,17.0,125.0
2018-07-07 16:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,39.0,17.0,177.0
2018-07-07 17:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,29.0,17.0,210.0
2018-07-07 18:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,21.0,18.0,219.0
2018-07-07 19:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,10.0,18.0,217.0
2018-07-07 20:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,6.0,18.0,197.0
2018-07-07 21:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,2.0,18.0,165.0
2018-07-07 22:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,0.0,18.0,156.0
2018-07-07 23:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,0.0,18.0,132.0
2018-07-08 00:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,0.0,18.0,122.0
2018-07-08 01:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,0.0,18.0,93.0
2018-07-08 02:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,0.0,18.0,78.0
2018-07-08 03:00:00+03:00,40.0,0.0,0.0,0.0,24.0,22.0,0.0,18.0,89.0
2018-07-08 04:00:00+03:00,40.0,0.0,0.0,0.0,24.0,22.0,0.0,18.0,110.0
2018-07-08 05:00:00+03:00,40.0,0.0,0.0,0.0,24.0,23.0,0.0,18.0,119.0
2018-07-08 06:00:00+03:00,40.0,0.0,0.0,0.0,24.0,22.0,2.0,18.0,107.0
2018-07-08 07:00:00+03:00,40.0,0.0,0.0,0.0,24.0,22.0,9.0,18.0,81.0
2018-07-08 08:00:00+03:00,40.0,0.0,0.0,0.0,24.0,22.0,20.0,18.0,63.0
2018-07-08 09:00:00+03:00,39.0,0.0,0.0,0.0,24.0,22.0,31.0,18.0,89.0
2018-07-08 10:00:00+03:00,40.0,0.0,0.0,0.0,25.0,22.0,40.0,18.0,133.0
2018-07-08 11:00:00+03:00,40.0,0.0,0.0,0.0,25.0,23.0,45.0,18.0,138.0
2018-07-08 12:00:00+03:00,40.0,0.0,0.0,0.0,25.0,23.0,51.0,18.0,150.0
2018-07-08 13:00:00+03:00,40.0,0.0,0.0,0.0,27.0,23.0,51.0,18.0,217.0
2018-07-08 14:00:00+03:00,40.0,0.0,0.0,53.0,26.0,22.0,50.0,18.0,268.0
2018-07-08 15:00:00+03:00,40.0,0.0,0.0,71.0,26.0,22.0,45.0,18.0,302.0
2018-07-08 16:00:00+03:00,40.0,0.0,0.0,90.0,27.0,22.0,46.0,18.0,311.0
2018-07-08 17:00:00+03:00,40.0,0.0,0.0,84.0,25.0,22.0,36.0,19.0,289.0
2018-07-08 18:00:00+03:00,40.0,0.0,0.0,0.0,25.0,22.0,24.0,18.0,263.0
2018-07-08 19:00:00+03:00,40.0,0.0,0.0,0.0,25.0,23.0,11.0,18.0,205.0
2018-07-08 20:00:00+03:00,40.0,0.0,0.0,0.0,26.0,23.0,5.0,18.0,165.0
2018-07-08 21:00:00+03:00,39.0,0.0,0.0,0.0,26.0,22.0,1.0,18.0,132.0
2018-07-08 22:00:00+03:00,40.0,0.0,0.0,0.0,26.0,22.0,0.0,18.0,120.0
2018-07-08 23:00:00+03:00,40.0,0.0,80.0,0.0,26.0,22.0,0.0,18.0,127.0
2018-07-09 00:00:00+03:00,40.0,0.0,0.0,0.0,25.0,22.0,0.0,18.0,126.0
2018-07-09 01:00:00+03:00,40.0,0.0,0.0,0.0,25.0,22.0,0.0,18.0,129.0
2018-07-09 02:00:00+03:00,40.0,0.0,0.0,0.0,25.0,22.0,0.0,18.0,121.0
2018-07-09 03:00:00+03:00,40.0,0.0,0.0,0.0,25.0,6.0,0.0,18.0,108.0
2018-07-09 04:00:00+03:00,40.0,0.0,0.0,0.0,25.0,2.0,0.0,18.0,94.0
2018-07-09 05:00:00+03:00,40.0,0.0,0.0,217.0,25.0,2.0,0.0,18.0,86.0
2018-07-09 06:00:00+03:00,40.0,0.0,0.0,0.0,25.0,2.0,2.0,19.0,64.0
2018-07-09 07:00:00+03:00,40.0,0.0,0.0,0.0,25.0,2.0,8.0,18.0,34.0
2018-07-09 08:00:00+03:00,40.0,0.0,80.0,0.0,24.0,2.0,19.0,18.0,10.0
2018-07-09 09:00:00+03:00,38.0,0.0,64.0,0.0,25.0,2.0,29.0,18.0,8.0
2018-07-09 10:00:00+03:00,39.0,0.0,80.0,0.0,25.0,2.0,36.0,18.0,9.0
2018-07-09 11:00:00+03:00,39.0,0.0,96.0,0.0,26.0,2.0,34.0,18.0,13.0
2018-07-09 12:00:00+03:00,39.0,0.0,64.0,0.0,26.0,2.0,37.0,18.0,15.0
2018-07-09 13:00:00+03:00,39.0,0.0,96.0,0.0,25.0,2.0,33.0,18.0,19.0
2018-07-09 14:00:00+03:00,38.0,0.0,80.0,0.0,25.0,2.0,33.0,18.0,18.0
2018-07-09 15:00:00+03:00,38.0,0.0,96.0,0.0,25.0,2.0,31.0,18.0,19.0
2018-07-09 16:00:00+03:00,39.0,0.0,96.0,0.0,25.0,2.0,34.0,18.0,24.0
2018-07-09 17:00:00+03:00,40.0,0.0,80.0,0.0,24.0,2.0,23.0,18.0,25.0
2018-07-09 18:00:00+03:00,40.0,0.0,80.0,0.0,24.0,2.0,17.0,18.0,28.0
2018-07-09 19:00:00+03:00,40.0,0.0,96.0,0.0,24.0,2.0,9.0,18.0,23.0
2018-07-09 20:00:00+03:00,40.0,0.0,0.0,0.0,25.0,2.0,6.0,18.0,22.0
2018-07-09 21:00:00+03:00,39.0,0.0,0.0,0.0,25.0,2.0,2.0,18.0,22.0
2018-07-09 22:00:00+03:00,40.0,0.0,0.0,0.0,25.0,2.0,1.0,18.0,20.0
2018-07-09 23:00:00+03:00,40.0,0.0,49.0,0.0,25.0,2.0,0.0,18.0,18.0
2018-07-10 00:00:00+03:00,40.0,0.0,0.0,0.0,24.0,2.0,0.0,18.0,18.0
2018-07-10 01:00:00+03:00,40.0,0.0,80.0,0.0,25.0,2.0,0.0,18.0,22.0
2018-07-10 02:00:00+03:00,39.0,0.0,123.0,0.0,24.0,2.0,0.0,18.0,20.0
2018-07-10 03:00:00+03:00,39.0,0.0,0.0,0.0,24.0,2.0,0.0,18.0,15.0
2018-07-10 04:00:00+03:00,40.0,0.0,0.0,0.0,25.0,2.0,0.0,18.0,9.0
2018-07-10 05:00:00+03:00,40.0,0.0,0.0,153.0,25.0,2.0,0.0,18.0,6.0
2018-07-10 06:00:00+03:00,40.0,0.0,0.0,0.0,25.0,2.0,2.0,18.0,6.0
2018-07-10 07:00:00+03:00,40.0,0.0,0.0,0.0,25.0,2.0,8.0,18.0,5.0
2018-07-10 08:00:00+03:00,40.0,0.0,49.0,0.0,24.0,2.0,14.0,18.0,3.0
2018-07-10 09:00:00+03:00,39.0,0.0,120.0,0.0,25.0,2.0,26.0,18.0,2.0
2018-07-10 10:00:00+03:00,40.0,0.0,97.0,0.0,24.0,2.0,35.0,17.0,2.0
2018-07-10 11:00:00+03:00,40.0,0.0,78.0,0.0,24.0,2.0,37.0,18.0,2.0
2018-07-10 12:00:00+03:00,40.0,0.0,46.0,0.0,24.0,2.0,39.0,17.0,4.0
2018-07-10 13:00:00+03:00,40.0,0.0,206.0,0.0,25.0,2.0,39.0,17.0,11.0
2018-07-10 14:00:00+03:00,40.0,0.0,205.0,0.0,24.0,2.0,38.0,17.0,17.0
2018-07-10 15:00:00+03:00,37.0,0.0,97.0,0.0,25.0,2.0,36.0,17.0,12.0
2018-07-10 16:00:00+03:00,32.0,0.0,127.0,0.0,25.0,2.0,37.0,17.0,17.0
2018-07-10 17:00:00+03:00,40.0,0.0,113.0,0.0,25.0,2.0,30.0,17.0,20.0
2018-07-10 18:00:00+03:00,39.0,0.0,0.0,0.0,26.0,2.0,22.0,18.0,19.0
2018-07-10 19:00:00+03:00,41.0,0.0,0.0,0.0,27.0,2.0,12.0,18.0,20.0
2018-07-10 20:00:00+03:00,40.0,0.0,0.0,0.0,26.0,2.0,7.0,18.0,19.0
2018-07-10 21:00:00+03:00,39.0,0.0,0.0,0.0,26.0,2.0,2.0,18.0,20.0
2018-07-10 22:00:00+03:00,40.0,0.0,0.0,0.0,26.0,2.0,0.0,18.0,38.0
2018-07-10 23:00:00+03:00,40.0,0.0,0.0,0.0,26.0,2.0,0.0,18.0,63.0
2018-07-11 00:00:00+03:00,40.0,0.0,0.0,159.0,26.0,2.0,0.0,18.0,74.0
2018-07-11 01:00:00+03:00,39.0,0.0,0.0,23.0,26.0,2.0,0.0,18.0,77.0
2018-07-11 02:00:00+03:00,39.0,0.0,0.0,0.0,26.0,2.0,0.0,18.0,84.0
2018-07-11 03:00:00+03:00,39.0,0.0,0.0,0.0,27.0,2.0,0.0,18.0,80.0
2018-07-11 04:00:00+03:00,39.0,0.0,0.0,0.0,26.0,2.0,0.0,18.0,88.0
2018-07-11 05:00:00+03:00,39.0,0.0,0.0,103.0,26.0,2.0,0.0,18.0,97.0
2018-07-11 06:00:00+03:00,40.0,0.0,0.0,127.0,26.0,2.0,2.0,18.0,74.0
2018-07-11 07:00:00+03:00,40.0,0.0,0.0,68.0,27.0,2.0,9.0,18.0,40.0
2018-07-11 08:00:00+03:00,40.0,0.0,97.0,0.0,26.0,2.0,18.0,18.0,9.0
2018-07-11 09:00:00+03:00,39.0,0.0,66.0,0.0,27.0,2.0,27.0,18.0,9.0
2018-07-11 10:00:00+03:00,40.0,0.0,159.0,0.0,27.0,2.0,38.0,17.0,16.0
2018-07-11 11:00:00+03:00,40.0,0.0,145.0,0.0,27.0,2.0,36.0,18.0,20.0
2018-07-11 12:00:00+03:00,40.0,0.0,0.0,0.0,26.0,2.0,37.0,18.0,13.0
2018-07-11 13:00:00+03:00,40.0,0.0,119.0,0.0,52.0,2.0,41.0,17.0,11.0
2018-07-11 14:00:00+03:00,40.0,0.0,0.0,0.0,52.0,2.0,42.0,17.0,9.0
2018-07-11 15:00:00+03:00,40.0,0.0,0.0,0.0,52.0,2.0,36.0,17.0,20.0
2018-07-11 16:00:00+03:00,40.0,0.0,0.0,0.0,51.0,2.0,35.0,17.0,33.0
2018-07-11 17:00:00+03:00,40.0,0.0,0.0,0.0,51.0,2.0,29.0,17.0,42.0
2018-07-11 18:00:00+03:00,40.0,0.0,0.0,0.0,51.0,2.0,19.0,17.0,39.0
2018-07-11 19:00:00+03:00,40.0,0.0,0.0,0.0,26.0,2.0,11.0,18.0,66.0
2018-07-11 20:00:00+03:00,40.0,0.0,0.0,0.0,26.0,2.0,7.0,18.0,71.0
2018-07-11 21:00:00+03:00,39.0,0.0,0.0,0.0,26.0,2.0,2.0,18.0,68.0
2018-07-11 22:00:00+03:00,40.0,0.0,0.0,0.0,26.0,2.0,0.0,18.0,93.0
2018-07-11 23:00:00+03:00,39.0,0.0,0.0,0.0,26.0,2.0,0.0,18.0,114.0
2018-07-12 00:00:00+03:00,39.0,0.0,0.0,135.0,26.0,2.0,0.0,18.0,117.0
2018-07-12 01:00:00+03:00,39.0,0.0,0.0,227.0,25.0,2.0,0.0,18.0,122.0
2018-07-12 02:00:00+03:00,39.0,0.0,0.0,449.0,25.0,2.0,0.0,18.0,154.0
2018-07-12 03:00:00+03:00,39.0,0.0,0.0,453.0,25.0,2.0,0.0,18.0,149.0
2018-07-12 04:00:00+03:00,39.0,0.0,0.0,590.0,25.0,2.0,0.0,18.0,144.0
2018-07-12 05:00:00+03:00,40.0,0.0,0.0,661.0,25.0,2.0,0.0,18.0,149.0
2018-07-12 06:00:00+03:00,40.0,0.0,0.0,446.0,25.0,2.0,1.0,18.0,132.0
2018-07-12 07:00:00+03:00,40.0,0.0,0.0,16.0,25.0,2.0,7.0,18.0,75.0
2018-07-12 08:00:00+03:00,40.0,0.0,49.0,0.0,26.0,2.0,14.0,18.0,30.0
2018-07-12 09:00:00+03:00,39.0,0.0,71.0,0.0,26.0,2.0,27.0,17.0,20.0
2018-07-12 10:00:00+03:00,40.0,0.0,112.0,0.0,26.0,2.0,34.0,17.0,26.0
2018-07-12 11:00:00+03:00,40.0,0.0,128.0,0.0,26.0,2.0,36.0,17.0,32.0
2018-07-12 12:00:00+03:00,40.0,0.0,112.0,0.0,26.0,2.0,36.0,17.0,30.0
2018-07-12 13:00:00+03:00,40.0,0.0,135.0,0.0,26.0,2.0,15.0,17.0,30.0
2018-07-12 14:00:00+03:00,40.0,0.0,128.0,0.0,26.0,2.0,10.0,17.0,35.0
2018-07-12 15:00:00+03:00,38.0,0.0,134.0,0.0,27.0,2.0,12.0,17.0,43.0
2018-07-12 16:00:00+03:00,40.0,0.0,33.0,0.0,27.0,2.0,18.0,17.0,22.0
2018-07-12 17:00:00+03:00,40.0,0.0,80.0,0.0,27.0,2.0,11.0,18.0,30.0
2018-07-12 18:00:00+03:00,40.0,0.0,192.0,0.0,27.0,2.0,8.0,18.0,94.0
2018-07-12 19:00:00+03:00,40.0,0.0,144.0,0.0,27.0,2.0,4.0,18.0,54.0
2018-07-12 20:00:00+03:00,40.0,0.0,109.0,0.0,27.0,2.0,2.0,18.0,53.0
2018-07-12 21:00:00+03:00,39.0,0.0,102.0,0.0,27.0,2.0,0.0,18.0,66.0
2018-07-12 22:00:00+03:00,40.0,0.0,0.0,0.0,26.0,2.0,0.0,18.0,84.0
2018-07-12 23:00:00+03:00,40.0,0.0,0.0,0.0,26.0,2.0,0.0,18.0,77.0
2018-07-13 00:00:00+03:00,39.0,0.0,0.0,0.0,26.0,2.0,0.0,18.0,68.0
2018-07-13 01:00:00+03:00,39.0,0.0,0.0,0.0,25.0,2.0,0.0,18.0,60.0
2018-07-13 02:00:00+03:00,39.0,0.0,0.0,0.0,25.0,2.0,0.0,18.0,31.0
2018-07-13 03:00:00+03:00,39.0,0.0,0.0,222.0,25.0,2.0,0.0,18.0,24.0
2018-07-13 04:00:00+03:00,40.0,0.0,0.0,226.0,26.0,2.0,0.0,18.0,31.0
2018-07-13 05:00:00+03:00,39.0,0.0,0.0,373.0,26.0,2.0,0.0,18.0,26.0
2018-07-13 06:00:00+03:00,40.0,0.0,0.0,0.0,25.0,2.0,1.0,18.0,16.0
2018-07-13 07:00:00+03:00,40.0,0.0,0.0,0.0,26.0,2.0,5.0,18.0,16.0
2018-07-13 08:00:00+03:00,40.0,0.0,0.0,0.0,26.0,2.0,8.0,18.0,10.0
2018-07-13 09:00:00+03:00,37.0,0.0,0.0,0.0,42.0,2.0,10.0,17.0,5.0
2018-07-13 10:00:00+03:00,34.0,0.0,0.0,0.0,48.0,2.0,16.0,17.0,5.0
2018-07-13 11:00:00+03:00,39.0,0.0,0.0,0.0,52.0,2.0,23.0,17.0,8.0
2018-07-13 12:00:00+03:00,40.0,0.0,0.0,0.0,52.0,2.0,31.0,18.0,9.0
2018-07-13 13:00:00+03:00,40.0,0.0,0.0,0.0,45.0,2.0,30.0,18.0,12.0
2018-07-13 14:00:00+03:00,36.0,0.0,0.0,0.0,42.0,2.0,29.0,18.0,11.0
2018-07-13 15:00:00+03:00,38.0,0.0,49.0,0.0,25.0,2.0,33.0,18.0,4.0
2018-07-13 16:00:00+03:00,40.0,0.0,128.0,0.0,27.0,2.0,21.0,18.0,7.0
2018-07-13 17:00:00+03:00,40.0,0.0,0.0,0.0,26.0,2.0,25.0,17.0,13.0
2018-07-13 18:00:00+03:00,40.0,0.0,103.0,0.0,26.0,2.0,14.0,17.0,36.0
2018-07-13 19:00:00+03:00,32.0,0.0,191.0,0.0,27.0,2.0,6.0,18.0,32.0
2018-07-13 20:00:00+03:00,39.0,0.0,129.0,0.0,51.0,2.0,3.0,18.0,33.0
2018-07-13 21:00:00+03:00,39.0,0.0,134.0,0.0,26.0,2.0,1.0,18.0,36.0
2018-07-13 22:00:00+03:00,40.0,0.0,32.0,0.0,27.0,2.0,1.0,18.0,41.0
2018-07-13 23:00:00+03:00,39.0,0.0,0.0,0.0,26.0,2.0,0.0,18.0,46.0
2018-07-14 00:00:00+03:00,39.0,0.0,0.0,0.0,27.0,2.0,0.0,18.0,63.0
2018-07-14 01:00:00+03:00,39.0,0.0,0.0,0.0,27.0,2.0,0.0,18.0,56.0
2018-07-14 02:00:00+03:00,39.0,0.0,0.0,0.0,27.0,2.0,0.0,18.0,43.0
2018-07-14 03:00:00+03:00,40.0,0.0,0.0,0.0,27.0,2.0,0.0,18.0,38.0
2018-07-14 04:00:00+03:00,40.0,0.0,0.0,223.0,27.0,2.0,0.0,18.0,40.0
2018-07-14 05:00:00+03:00,40.0,0.0,0.0,226.0,27.0,2.0,0.0,17.0,43.0
2018-07-14 06:00:00+03:00,40.0,0.0,0.0,225.0,27.0,2.0,2.0,18.0,36.0
2018-07-14 07:00:00+03:00,40.0,0.0,0.0,0.0,27.0,2.0,4.0,18.0,24.0
2018-07-14 08:00:00+03:00,40.0,0.0,17.0,0.0,27.0,2.0,9.0,18.0,17.0
2018-07-14 09:00:00+03:00,39.0,0.0,96.0,0.0,27.0,2.0,16.0,18.0,12.0
2018-07-14 10:00:00+03:00,40.0,0.0,0.0,0.0,27.0,2.0,17.0,18.0,19.0
2018-07-14 11:00:00+03:00,40.0,0.0,0.0,0.0,27.0,2.0,18.0,18.0,28.0
2018-07-14 12:00:00+03:00,40.0,0.0,0.0,0.0,40.0,2.0,21.0,18.0,32.0
2018-07-14 13:00:00+03:00,40.0,0.0,0.0,0.0,27.0,2.0,25.0,18.0,35.0
2018-07-14 14:00:00+03:00,39.0,0.0,0.0,0.0,27.0,2.0,28.0,18.0,46.0
2018-07-14 15:00:00+03:00,40.0,0.0,0.0,0.0,27.0,2.0,29.0,18.0,62.0
2018-07-14 16:00:00+03:00,40.0,0.0,0.0,0.0,27.0,4.0,21.0,17.0,107.0
2018-07-14 17:00:00+03:00,40.0,0.0,0.0,0.0,27.0,9.0,26.0,18.0,102.0
2018-07-14 18:00:00+03:00,40.0,0.0,0.0,0.0,27.0,13.0,16.0,18.0,92.0
2018-07-14 19:00:00+03:00,40.0,0.0,0.0,0.0,28.0,18.0,7.0,18.0,81.0
2018-07-14 20:00:00+03:00,40.0,0.0,0.0,0.0,28.0,20.0,1.0,18.0,57.0
2018-07-14 21:00:00+03:00,39.0,0.0,0.0,0.0,28.0,20.0,0.0,18.0,60.0
2018-07-14 22:00:00+03:00,40.0,0.0,0.0,0.0,28.0,23.0,0.0,18.0,61.0
2018-07-14 23:00:00+03:00,40.0,0.0,0.0,0.0,27.0,22.0,0.0,17.0,63.0
2018-07-15 00:00:00+03:00,39.0,0.0,0.0,0.0,27.0,22.0,0.0,17.0,84.0
2018-07-15 01:00:00+03:00,39.0,0.0,0.0,0.0,32.0,21.0,0.0,18.0,95.0
2018-07-15 02:00:00+03:00,39.0,0.0,0.0,0.0,27.0,21.0,0.0,18.0,100.0
2018-07-15 03:00:00+03:00,39.0,0.0,0.0,374.0,27.0,22.0,0.0,18.0,110.0
2018-07-15 04:00:00+03:00,39.0,0.0,0.0,452.0,27.0,21.0,0.0,18.0,145.0
2018-07-15 05:00:00+03:00,39.0,0.0,0.0,561.0,26.0,22.0,0.0,18.0,128.0
2018-07-15 06:00:00+03:00,39.0,0.0,0.0,411.0,26.0,22.0,0.0,18.0,112.0
2018-07-15 07:00:00+03:00,40.0,0.0,0.0,222.0,26.0,22.0,2.0,18.0,75.0
2018-07-15 08:00:00+03:00,40.0,0.0,0.0,0.0,27.0,23.0,9.0,18.0,25.0
2018-07-15 09:00:00+03:00,38.0,0.0,0.0,0.0,26.0,23.0,13.0,18.0,10.0
2018-07-15 10:00:00+03:00,40.0,0.0,0.0,0.0,27.0,22.0,17.0,18.0,15.0
2018-07-15 11:00:00+03:00,40.0,0.0,0.0,0.0,28.0,23.0,23.0,17.0,28.0
2018-07-15 12:00:00+03:00,40.0,0.0,0.0,0.0,28.0,23.0,26.0,17.0,56.0
2018-07-15 13:00:00+03:00,40.0,0.0,0.0,0.0,38.0,22.0,32.0,17.0,73.0
