,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore
2018-01-01 17:00:00+02:00,51.0,45.0,0.0,0.0,105.0,20.0,0.0,19.0,285.0
2018-01-01 18:00:00+02:00,51.0,45.0,0.0,0.0,105.0,20.0,0.0,19.0,352.0
2018-01-01 19:00:00+02:00,51.0,45.0,0.0,0.0,105.0,22.0,0.0,19.0,344.0
2018-01-01 20:00:00+02:00,51.0,45.0,0.0,0.0,105.0,21.0,0.0,19.0,336.0
2018-01-01 21:00:00+02:00,51.0,46.0,0.0,0.0,105.0,21.0,0.0,19.0,293.0
2018-01-01 22:00:00+02:00,51.0,46.0,0.0,0.0,105.0,21.0,0.0,19.0,251.0
2018-01-01 23:00:00+02:00,50.0,46.0,0.0,0.0,103.0,21.0,0.0,19.0,263.0
2018-01-02 00:00:00+02:00,50.0,46.0,0.0,125.0,76.0,21.0,0.0,19.0,298.0
2018-01-02 01:00:00+02:00,50.0,46.0,0.0,12.0,55.0,21.0,0.0,19.0,329.0
2018-01-02 02:00:00+02:00,50.0,46.0,0.0,14.0,55.0,21.0,0.0,19.0,343.0
2018-01-02 03:00:00+02:00,50.0,46.0,0.0,123.0,55.0,21.0,0.0,19.0,311.0
2018-01-02 04:00:00+02:00,50.0,46.0,0.0,14.0,55.0,21.0,0.0,19.0,320.0
2018-01-02 05:00:00+02:00,51.0,46.0,0.0,13.0,55.0,21.0,0.0,19.0,305.0
2018-01-02 06:00:00+02:00,52.0,46.0,0.0,0.0,55.0,21.0,0.0,19.0,289.0
2018-01-02 07:00:00+02:00,52.0,46.0,0.0,0.0,55.0,21.0,0.0,19.0,271.0
2018-01-02 08:00:00+02:00,52.0,46.0,0.0,0.0,105.0,21.0,1.0,18.0,231.0
2018-01-02 09:00:00+02:00,52.0,46.0,0.0,0.0,106.0,22.0,1.0,18.0,173.0
2018-01-02 10:00:00+02:00,52.0,46.0,0.0,0.0,106.0,22.0,5.0,18.0,148.0
2018-01-02 11:00:00+02:00,52.0,46.0,0.0,0.0,106.0,22.0,7.0,18.0,126.0
2018-01-02 12:00:00+02:00,52.0,46.0,0.0,0.0,106.0,22.0,5.0,18.0,91.0
2018-01-02 13:00:00+02:00,52.0,46.0,42.0,0.0,106.0,22.0,3.0,18.0,78.0
2018-01-02 14:00:00+02:00,52.0,46.0,73.0,0.0,106.0,21.0,2.0,18.0,74.0
2018-01-02 15:00:00+02:00,52.0,46.0,0.0,0.0,106.0,20.0,0.0,18.0,82.0
2018-01-02 16:00:00+02:00,52.0,46.0,196.0,0.0,106.0,20.0,0.0,18.0,101.0
2018-01-02 17:00:00+02:00,52.0,46.0,403.0,0.0,106.0,21.0,0.0,18.0,139.0
2018-01-02 18:00:00+02:00,51.0,46.0,427.0,0.0,106.0,21.0,0.0,18.0,136.0
2018-01-02 19:00:00+02:00,51.0,46.0,12.0,0.0,105.0,20.0,0.0,18.0,114.0
2018-01-02 20:00:00+02:00,52.0,46.0,0.0,0.0,105.0,21.0,0.0,19.0,89.0
2018-01-02 21:00:00+02:00,52.0,46.0,0.0,0.0,105.0,21.0,0.0,19.0,70.0
2018-01-02 22:00:00+02:00,51.0,46.0,0.0,0.0,105.0,21.0,0.0,18.0,72.0
2018-01-02 23:00:00+02:00,51.0,46.0,0.0,0.0,99.0,21.0,0.0,18.0,69.0
2018-01-03 00:00:00+02:00,51.0,46.0,0.0,0.0,55.0,22.0,0.0,18.0,59.0
2018-01-03 01:00:00+02:00,50.0,46.0,0.0,0.0,106.0,22.0,0.0,19.0,51.0
2018-01-03 02:00:00+02:00,50.0,46.0,0.0,222.0,105.0,23.0,0.0,19.0,50.0
2018-01-03 03:00:00+02:00,51.0,46.0,0.0,217.0,105.0,22.0,0.0,18.0,40.0
2018-01-03 04:00:00+02:00,51.0,46.0,0.0,217.0,105.0,4.0,0.0,19.0,40.0
2018-01-03 05:00:00+02:00,51.0,46.0,0.0,129.0,105.0,2.0,0.0,19.0,41.0
2018-01-03 06:00:00+02:00,52.0,46.0,0.0,0.0,106.0,2.0,0.0,18.0,51.0
2018-01-03 07:00:00+02:00,52.0,46.0,0.0,0.0,105.0,2.0,0.0,18.0,61.0
2018-01-03 08:00:00+02:00,52.0,46.0,71.0,0.0,105.0,2.0,0.0,18.0,68.0
2018-01-03 09:00:00+02:00,52.0,46.0,0.0,0.0,106.0,2.0,1.0,18.0,82.0
2018-01-03 10:00:00+02:00,52.0,46.0,0.0,0.0,105.0,2.0,2.0,17.0,102.0
2018-01-03 11:00:00+02:00,52.0,46.0,0.0,0.0,105.0,2.0,3.0,18.0,111.0
2018-01-03 12:00:00+02:00,52.0,46.0,96.0,0.0,105.0,2.0,2.0,18.0,124.0
2018-01-03 13:00:00+02:00,52.0,46.0,89.0,0.0,105.0,2.0,2.0,18.0,150.0
2018-01-03 14:00:00+02:00,52.0,46.0,96.0,0.0,105.0,2.0,1.0,18.0,193.0
2018-01-03 15:00:00+02:00,52.0,46.0,128.0,0.0,105.0,2.0,0.0,18.0,198.0
2018-01-03 16:00:00+02:00,52.0,46.0,112.0,0.0,105.0,2.0,0.0,18.0,241.0
2018-01-03 17:00:00+02:00,51.0,46.0,0.0,0.0,105.0,2.0,0.0,18.0,303.0
2018-01-03 18:00:00+02:00,52.0,46.0,0.0,0.0,105.0,2.0,0.0,18.0,352.0
2018-01-03 19:00:00+02:00,52.0,46.0,0.0,0.0,105.0,2.0,0.0,18.0,380.0
2018-01-03 20:00:00+02:00,52.0,46.0,0.0,0.0,105.0,8.0,0.0,18.0,380.0
2018-01-03 21:00:00+02:00,52.0,46.0,0.0,0.0,105.0,12.0,0.0,18.0,391.0
2018-01-03 22:00:00+02:00,52.0,46.0,0.0,0.0,105.0,20.0,0.0,19.0,385.0
2018-01-03 23:00:00+02:00,52.0,46.0,0.0,0.0,105.0,20.0,0.0,19.0,380.0
2018-01-04 00:00:00+02:00,51.0,46.0,0.0,0.0,105.0,21.0,0.0,18.0,370.0
2018-01-04 01:00:00+02:00,51.0,46.0,0.0,17.0,105.0,21.0,0.0,19.0,349.0
2018-01-04 02:00:00+02:00,51.0,46.0,0.0,226.0,105.0,21.0,0.0,18.0,341.0
2018-01-04 03:00:00+02:00,51.0,46.0,0.0,225.0,105.0,22.0,0.0,19.0,340.0
2018-01-04 04:00:00+02:00,51.0,46.0,0.0,226.0,105.0,22.0,0.0,18.0,327.0
2018-01-04 05:00:00+02:00,51.0,46.0,0.0,0.0,105.0,22.0,0.0,18.0,319.0
2018-01-04 06:00:00+02:00,52.0,46.0,0.0,0.0,105.0,21.0,0.0,18.0,330.0
2018-01-04 07:00:00+02:00,52.0,46.0,0.0,0.0,105.0,21.0,0.0,18.0,361.0
2018-01-04 08:00:00+02:00,52.0,46.0,0.0,0.0,105.0,22.0,0.0,18.0,365.0
2018-01-04 09:00:00+02:00,52.0,45.0,0.0,0.0,105.0,21.0,1.0,18.0,352.0
2018-01-04 10:00:00+02:00,52.0,45.0,0.0,0.0,105.0,21.0,2.0,18.0,325.0
2018-01-04 11:00:00+02:00,52.0,45.0,0.0,0.0,105.0,23.0,3.0,18.0,296.0
2018-01-04 12:00:00+02:00,52.0,45.0,1.0,0.0,105.0,20.0,2.0,18.0,286.0
2018-01-04 13:00:00+02:00,52.0,46.0,198.0,0.0,105.0,20.0,2.0,18.0,288.0
2018-01-04 14:00:00+02:00,52.0,45.0,161.0,0.0,105.0,20.0,2.0,18.0,295.0
2018-01-04 15:00:00+02:00,52.0,45.0,129.0,0.0,105.0,20.0,0.0,18.0,301.0
2018-01-04 16:00:00+02:00,52.0,45.0,287.0,0.0,105.0,21.0,0.0,18.0,331.0
2018-01-04 17:00:00+02:00,52.0,45.0,436.0,0.0,105.0,21.0,0.0,18.0,333.0
2018-01-04 18:00:00+02:00,52.0,45.0,431.0,0.0,105.0,21.0,0.0,18.0,337.0
2018-01-04 19:00:00+02:00,51.0,45.0,248.0,0.0,105.0,21.0,0.0,18.0,317.0
2018-01-04 20:00:00+02:00,51.0,45.0,14.0,0.0,105.0,22.0,0.0,18.0,313.0
2018-01-04 21:00:00+02:00,51.0,45.0,0.0,0.0,105.0,21.0,0.0,18.0,304.0
2018-01-04 22:00:00+02:00,51.0,45.0,0.0,149.0,105.0,21.0,0.0,18.0,293.0
2018-01-04 23:00:00+02:00,51.0,45.0,0.0,653.0,105.0,21.0,0.0,19.0,305.0
2018-01-05 00:00:00+02:00,50.0,45.0,0.0,442.0,105.0,21.0,0.0,18.0,264.0
2018-01-05 01:00:00+02:00,50.0,45.0,0.0,324.0,76.0,21.0,0.0,19.0,240.0
2018-01-05 02:00:00+02:00,50.0,45.0,0.0,334.0,76.0,20.0,0.0,19.0,230.0
2018-01-05 03:00:00+02:00,50.0,45.0,0.0,440.0,76.0,21.0,0.0,18.0,260.0
2018-01-05 04:00:00+02:00,50.0,45.0,0.0,438.0,76.0,21.0,0.0,18.0,255.0
2018-01-05 05:00:00+02:00,51.0,46.0,0.0,214.0,76.0,21.0,0.0,18.0,278.0
2018-01-05 06:00:00+02:00,52.0,46.0,0.0,0.0,105.0,21.0,0.0,18.0,295.0
2018-01-05 07:00:00+02:00,52.0,46.0,0.0,0.0,105.0,22.0,0.0,18.0,319.0
2018-01-05 08:00:00+02:00,52.0,46.0,0.0,0.0,105.0,21.0,1.0,18.0,346.0
2018-01-05 09:00:00+02:00,52.0,46.0,0.0,0.0,105.0,21.0,2.0,18.0,335.0
2018-01-05 10:00:00+02:00,52.0,46.0,0.0,0.0,105.0,21.0,3.0,18.0,342.0
2018-01-05 11:00:00+02:00,52.0,46.0,0.0,0.0,105.0,21.0,3.0,18.0,357.0
2018-01-05 12:00:00+02:00,52.0,46.0,0.0,0.0,105.0,21.0,3.0,18.0,351.0
2018-01-05 13:00:00+02:00,52.0,46.0,0.0,0.0,105.0,20.0,2.0,18.0,294.0
2018-01-05 14:00:00+02:00,52.0,45.0,0.0,0.0,105.0,20.0,1.0,18.0,293.0
2018-01-05 15:00:00+02:00,52.0,45.0,0.0,0.0,105.0,20.0,0.0,18.0,362.0
2018-01-05 16:00:00+02:00,52.0,45.0,0.0,0.0,105.0,20.0,0.0,18.0,377.0
2018-01-05 17:00:00+02:00,52.0,45.0,0.0,0.0,105.0,21.0,0.0,18.0,389.0
2018-01-05 18:00:00+02:00,52.0,45.0,0.0,0.0,105.0,21.0,0.0,18.0,384.0
2018-01-05 19:00:00+02:00,52.0,45.0,0.0,0.0,105.0,21.0,0.0,18.0,384.0
2018-01-05 20:00:00+02:00,52.0,45.0,0.0,0.0,105.0,21.0,0.0,18.0,328.0
2018-01-05 21:00:00+02:00,51.0,45.0,0.0,0.0,105.0,21.0,0.0,19.0,275.0
2018-01-05 22:00:00+02:00,51.0,45.0,0.0,0.0,105.0,21.0,0.0,18.0,218.0
2018-01-05 23:00:00+02:00,51.0,45.0,0.0,0.0,105.0,21.0,0.0,19.0,163.0
2018-01-06 00:00:00+02:00,51.0,45.0,0.0,0.0,105.0,20.0,0.0,18.0,195.0
2018-01-06 01:00:00+02:00,51.0,46.0,0.0,0.0,36.0,21.0,0.0,18.0,176.0
2018-01-06 02:00:00+02:00,51.0,46.0,0.0,0.0,33.0,22.0,0.0,18.0,221.0
2018-01-06 03:00:00+02:00,51.0,45.0,0.0,0.0,33.0,22.0,0.0,18.0,247.0
2018-01-06 04:00:00+02:00,51.0,46.0,0.0,0.0,33.0,21.0,0.0,18.0,241.0
2018-01-06 05:00:00+02:00,51.0,46.0,0.0,0.0,33.0,21.0,0.0,19.0,295.0
2018-01-06 06:00:00+02:00,51.0,46.0,0.0,0.0,76.0,21.0,0.0,19.0,274.0
2018-01-06 07:00:00+02:00,52.0,46.0,0.0,0.0,97.0,21.0,0.0,18.0,188.0
2018-01-06 08:00:00+02:00,52.0,46.0,0.0,0.0,97.0,21.0,0.0,18.0,183.0
2018-01-06 09:00:00+02:00,52.0,46.0,0.0,0.0,97.0,21.0,1.0,18.0,140.0
2018-01-06 10:00:00+02:00,52.0,46.0,0.0,0.0,97.0,21.0,4.0,18.0,143.0
2018-01-06 11:00:00+02:00,52.0,46.0,0.0,0.0,97.0,21.0,6.0,18.0,115.0
2018-01-06 12:00:00+02:00,52.0,46.0,33.0,0.0,102.0,20.0,4.0,18.0,90.0
2018-01-06 13:00:00+02:00,52.0,46.0,18.0,0.0,96.0,20.0,4.0,18.0,106.0
2018-01-06 14:00:00+02:00,52.0,46.0,0.0,0.0,101.0,20.0,6.0,18.0,92.0
2018-01-06 15:00:00+02:00,52.0,46.0,0.0,0.0,97.0,20.0,0.0,18.0,109.0
2018-01-06 16:00:00+02:00,52.0,46.0,33.0,0.0,99.0,20.0,0.0,18.0,128.0
2018-01-06 17:00:00+02:00,52.0,46.0,51.0,0.0,105.0,20.0,0.0,18.0,113.0
2018-01-06 18:00:00+02:00,52.0,46.0,35.0,0.0,105.0,19.0,0.0,18.0,99.0
2018-01-06 19:00:00+02:00,52.0,46.0,0.0,0.0,101.0,19.0,0.0,18.0,91.0
2018-01-06 20:00:00+02:00,52.0,46.0,0.0,0.0,97.0,18.0,0.0,18.0,77.0
2018-01-06 21:00:00+02:00,52.0,46.0,66.0,0.0,97.0,19.0,0.0,18.0,65.0
2018-01-06 22:00:00+02:00,52.0,46.0,53.0,0.0,33.0,19.0,0.0,19.0,65.0
2018-01-06 23:00:00+02:00,51.0,46.0,3.0,0.0,51.0,19.0,0.0,19.0,85.0
2018-01-07 00:00:00+02:00,51.0,46.0,0.0,0.0,74.0,19.0,0.0,18.0,111.0
2018-01-07 01:00:00+02:00,51.0,46.0,0.0,0.0,58.0,19.0,0.0,19.0,135.0
2018-01-07 02:00:00+02:00,51.0,46.0,0.0,39.0,33.0,19.0,0.0,19.0,180.0
2018-01-07 03:00:00+02:00,51.0,46.0,0.0,372.0,33.0,19.0,0.0,18.0,152.0
2018-01-07 04:00:00+02:00,51.0,46.0,0.0,375.0,33.0,20.0,0.0,18.0,154.0
2018-01-07 05:00:00+02:00,51.0,47.0,0.0,42.0,33.0,20.0,0.0,18.0,149.0
2018-01-07 06:00:00+02:00,52.0,47.0,0.0,0.0,33.0,19.0,0.0,18.0,144.0
2018-01-07 07:00:00+02:00,52.0,47.0,0.0,0.0,33.0,19.0,0.0,18.0,139.0
2018-01-07 08:00:00+02:00,52.0,47.0,0.0,0.0,33.0,99999.0,0.0,19.0,139.0
2018-01-07 09:00:00+02:00,53.0,47.0,0.0,0.0,97.0,19.0,3.0,18.0,155.0
2018-01-07 10:00:00+02:00,53.0,47.0,0.0,0.0,97.0,19.0,6.0,18.0,147.0
2018-01-07 11:00:00+02:00,53.0,47.0,0.0,0.0,97.0,19.0,7.0,18.0,87.0
2018-01-07 12:00:00+02:00,53.0,47.0,0.0,0.0,97.0,19.0,7.0,19.0,49.0
2018-01-07 13:00:00+02:00,52.0,47.0,0.0,0.0,97.0,18.0,10.0,19.0,47.0
2018-01-07 14:00:00+02:00,53.0,48.0,0.0,0.0,97.0,18.0,6.0,18.0,59.0
2018-01-07 15:00:00+02:00,53.0,48.0,0.0,0.0,97.0,19.0,0.0,18.0,58.0
2018-01-07 16:00:00+02:00,53.0,47.0,0.0,0.0,97.0,19.0,0.0,18.0,71.0
2018-01-07 17:00:00+02:00,53.0,47.0,0.0,0.0,97.0,19.0,0.0,18.0,106.0
2018-01-07 18:00:00+02:00,53.0,47.0,0.0,0.0,97.0,20.0,0.0,18.0,153.0
2018-01-07 19:00:00+02:00,53.0,47.0,0.0,0.0,96.0,20.0,0.0,19.0,241.0
2018-01-07 20:00:00+02:00,53.0,47.0,0.0,0.0,97.0,20.0,0.0,19.0,326.0
2018-01-07 21:00:00+02:00,53.0,47.0,0.0,0.0,97.0,20.0,0.0,18.0,384.0
2018-01-07 22:00:00+02:00,53.0,47.0,0.0,0.0,55.0,19.0,0.0,19.0,417.0
2018-01-07 23:00:00+02:00,53.0,47.0,0.0,0.0,40.0,19.0,0.0,19.0,430.0
2018-01-08 00:00:00+02:00,52.0,47.0,0.0,0.0,36.0,19.0,0.0,19.0,435.0
2018-01-08 01:00:00+02:00,51.0,47.0,0.0,0.0,33.0,20.0,0.0,19.0,431.0
2018-01-08 02:00:00+02:00,52.0,47.0,0.0,155.0,33.0,20.0,0.0,19.0,443.0
2018-01-08 03:00:00+02:00,52.0,47.0,0.0,215.0,33.0,20.0,0.0,19.0,415.0
2018-01-08 04:00:00+02:00,52.0,47.0,0.0,0.0,33.0,20.0,0.0,19.0,367.0
2018-01-08 05:00:00+02:00,52.0,47.0,0.0,0.0,33.0,20.0,0.0,19.0,304.0
2018-01-08 06:00:00+02:00,53.0,47.0,0.0,0.0,33.0,19.0,0.0,19.0,249.0
2018-01-08 07:00:00+02:00,53.0,48.0,0.0,0.0,63.0,19.0,0.0,19.0,216.0
2018-01-08 08:00:00+02:00,53.0,48.0,91.0,0.0,61.0,19.0,0.0,18.0,186.0
2018-01-08 09:00:00+02:00,53.0,47.0,344.0,0.0,105.0,19.0,2.0,18.0,188.0
2018-01-08 10:00:00+02:00,53.0,47.0,279.0,0.0,105.0,19.0,7.0,18.0,193.0
2018-01-08 11:00:00+02:00,52.0,47.0,191.0,0.0,105.0,20.0,10.0,18.0,168.0
2018-01-08 12:00:00+02:00,53.0,48.0,211.0,0.0,105.0,20.0,10.0,18.0,169.0
2018-01-08 13:00:00+02:00,53.0,48.0,182.0,0.0,105.0,20.0,8.0,18.0,182.0
2018-01-08 14:00:00+02:00,53.0,48.0,63.0,0.0,105.0,20.0,5.0,18.0,182.0
2018-01-08 15:00:00+02:00,52.0,48.0,76.0,0.0,105.0,19.0,0.0,18.0,139.0
2018-01-08 16:00:00+02:00,52.0,48.0,54.0,0.0,105.0,19.0,0.0,18.0,117.0
2018-01-08 17:00:00+02:00,53.0,48.0,431.0,0.0,105.0,20.0,0.0,18.0,131.0
2018-01-08 18:00:00+02:00,53.0,48.0,431.0,0.0,105.0,20.0,0.0,18.0,94.0
2018-01-08 19:00:00+02:00,53.0,48.0,66.0,0.0,105.0,19.0,0.0,19.0,65.0
2018-01-08 20:00:00+02:00,53.0,48.0,0.0,0.0,105.0,19.0,0.0,19.0,97.0
2018-01-08 21:00:00+02:00,53.0,48.0,0.0,0.0,97.0,20.0,0.0,19.0,147.0
2018-01-08 22:00:00+02:00,53.0,48.0,0.0,29.0,33.0,21.0,0.0,19.0,191.0
2018-01-08 23:00:00+02:00,52.0,48.0,0.0,449.0,33.0,19.0,0.0,19.0,244.0
2018-01-09 00:00:00+02:00,52.0,48.0,0.0,448.0,47.0,20.0,0.0,19.0,286.0
2018-01-09 01:00:00+02:00,52.0,48.0,0.0,250.0,33.0,20.0,0.0,19.0,272.0
2018-01-09 02:00:00+02:00,52.0,48.0,0.0,567.0,33.0,20.0,0.0,19.0,237.0
2018-01-09 03:00:00+02:00,52.0,47.0,0.0,647.0,33.0,20.0,0.0,19.0,187.0
2018-01-09 04:00:00+02:00,52.0,47.0,0.0,418.0,33.0,21.0,0.0,19.0,142.0
2018-01-09 05:00:00+02:00,52.0,47.0,0.0,17.0,33.0,20.0,0.0,19.0,126.0
2018-01-09 06:00:00+02:00,52.0,47.0,0.0,0.0,33.0,20.0,0.0,19.0,98.0
2018-01-09 07:00:00+02:00,52.0,47.0,0.0,0.0,87.0,20.0,0.0,19.0,75.0
2018-01-09 08:00:00+02:00,52.0,47.0,143.0,0.0,105.0,20.0,0.0,18.0,56.0
2018-01-09 09:00:00+02:00,52.0,47.0,181.0,0.0,98.0,20.0,1.0,18.0,50.0
2018-01-09 10:00:00+02:00,52.0,47.0,196.0,0.0,105.0,20.0,2.0,18.0,59.0
2018-01-09 11:00:00+02:00,52.0,48.0,1.0,0.0,105.0,20.0,5.0,18.0,64.0
2018-01-09 12:00:00+02:00,52.0,48.0,0.0,0.0,105.0,20.0,5.0,19.0,55.0
2018-01-09 13:00:00+02:00,52.0,48.0,0.0,0.0,105.0,20.0,4.0,18.0,46.0
2018-01-09 14:00:00+02:00,52.0,48.0,0.0,0.0,105.0,19.0,2.0,18.0,39.0
2018-01-09 15:00:00+02:00,52.0,48.0,0.0,0.0,105.0,20.0,0.0,19.0,32.0
2018-01-09 16:00:00+02:00,52.0,47.0,151.0,0.0,105.0,19.0,0.0,18.0,22.0
2018-01-09 17:00:00+02:00,52.0,47.0,162.0,0.0,105.0,20.0,0.0,18.0,23.0
2018-01-09 18:00:00+02:00,52.0,47.0,209.0,0.0,105.0,19.0,0.0,19.0,22.0
2018-01-09 19:00:00+02:00,53.0,47.0,217.0,0.0,105.0,19.0,0.0,19.0,17.0
2018-01-09 20:00:00+02:00,53.0,47.0,39.0,0.0,105.0,20.0,0.0,19.0,22.0
2018-01-09 21:00:00+02:00,53.0,47.0,48.0,0.0,105.0,20.0,0.0,19.0,18.0
2018-01-09 22:00:00+02:00,52.0,47.0,0.0,0.0,92.0,20.0,0.0,19.0,13.0
2018-01-09 23:00:00+02:00,52.0,47.0,0.0,0.0,62.0,20.0,0.0,19.0,15.0
2018-01-10 00:00:00+02:00,52.0,46.0,39.0,0.0,83.0,19.0,0.0,19.0,26.0
2018-01-10 01:00:00+02:00,52.0,46.0,0.0,220.0,56.0,19.0,0.0,19.0,48.0
2018-01-10 02:00:00+02:00,52.0,46.0,0.0,443.0,56.0,19.0,0.0,19.0,68.0
2018-01-10 03:00:00+02:00,52.0,46.0,0.0,501.0,53.0,19.0,0.0,19.0,115.0
2018-01-10 04:00:00+02:00,52.0,46.0,0.0,656.0,39.0,19.0,0.0,19.0,118.0
2018-01-10 05:00:00+02:00,52.0,46.0,0.0,457.0,33.0,19.0,0.0,19.0,174.0
2018-01-10 06:00:00+02:00,53.0,46.0,20.0,0.0,49.0,20.0,0.0,19.0,193.0
2018-01-10 07:00:00+02:00,53.0,46.0,36.0,0.0,93.0,19.0,0.0,19.0,222.0
2018-01-10 08:00:00+02:00,53.0,46.0,210.0,0.0,105.0,19.0,1.0,19.0,236.0
2018-01-10 09:00:00+02:00,53.0,46.0,438.0,0.0,105.0,20.0,2.0,19.0,251.0
2018-01-10 10:00:00+02:00,53.0,46.0,435.0,0.0,105.0,20.0,7.0,19.0,254.0
2018-01-10 11:00:00+02:00,53.0,46.0,426.0,0.0,105.0,20.0,9.0,19.0,205.0
2018-01-10 12:00:00+02:00,53.0,46.0,402.0,0.0,105.0,20.0,12.0,18.0,194.0
2018-01-10 13:00:00+02:00,53.0,46.0,201.0,0.0,105.0,20.0,10.0,18.0,202.0
2018-01-10 14:00:00+02:00,53.0,46.0,212.0,0.0,105.0,20.0,8.0,18.0,194.0
2018-01-10 15:00:00+02:00,53.0,46.0,212.0,0.0,105.0,20.0,1.0,19.0,202.0
2018-01-10 16:00:00+02:00,53.0,46.0,407.0,0.0,105.0,20.0,0.0,18.0,213.0
2018-01-10 17:00:00+02:00,53.0,46.0,413.0,0.0,105.0,21.0,0.0,19.0,240.0
2018-01-10 18:00:00+02:00,53.0,46.0,413.0,0.0,105.0,21.0,0.0,19.0,246.0
2018-01-10 19:00:00+02:00,53.0,46.0,405.0,0.0,106.0,21.0,0.0,19.0,237.0
2018-01-10 20:00:00+02:00,53.0,46.0,396.0,0.0,105.0,21.0,0.0,19.0,202.0
2018-01-10 21:00:00+02:00,53.0,46.0,1.0,0.0,105.0,21.0,0.0,19.0,207.0
2018-01-10 22:00:00+02:00,53.0,46.0,0.0,0.0,106.0,20.0,0.0,19.0,222.0
2018-01-10 23:00:00+02:00,52.0,46.0,0.0,0.0,82.0,19.0,0.0,19.0,214.0
2018-01-11 00:00:00+02:00,52.0,46.0,0.0,28.0,58.0,20.0,0.0,19.0,207.0
2018-01-11 01:00:00+02:00,52.0,46.0,0.0,599.0,97.0,20.0,0.0,19.0,193.0
2018-01-11 02:00:00+02:00,52.0,46.0,0.0,670.0,102.0,20.0,0.0,19.0,194.0
2018-01-11 03:00:00+02:00,52.0,46.0,0.0,669.0,105.0,20.0,0.0,19.0,173.0
2018-01-11 04:00:00+02:00,52.0,46.0,0.0,667.0,105.0,19.0,0.0,19.0,193.0
2018-01-11 05:00:00+02:00,53.0,46.0,0.0,551.0,105.0,20.0,0.0,19.0,157.0
2018-01-11 06:00:00+02:00,53.0,46.0,0.0,220.0,101.0,20.0,0.0,19.0,144.0
2018-01-11 07:00:00+02:00,53.0,46.0,11.0,0.0,105.0,20.0,0.0,19.0,130.0
2018-01-11 08:00:00+02:00,52.0,46.0,196.0,0.0,105.0,20.0,0.0,19.0,93.0
2018-01-11 09:00:00+02:00,53.0,46.0,381.0,0.0,105.0,20.0,1.0,19.0,88.0
2018-01-11 10:00:00+02:00,53.0,46.0,381.0,0.0,105.0,20.0,3.0,19.0,80.0
2018-01-11 11:00:00+02:00,53.0,46.0,387.0,0.0,105.0,20.0,5.0,19.0,70.0
2018-01-11 12:00:00+02:00,53.0,46.0,391.0,0.0,105.0,20.0,5.0,19.0,62.0
2018-01-11 13:00:00+02:00,53.0,46.0,276.0,0.0,105.0,20.0,4.0,19.0,54.0
2018-01-11 14:00:00+02:00,53.0,46.0,160.0,0.0,105.0,19.0,2.0,19.0,54.0
2018-01-11 15:00:00+02:00,53.0,46.0,211.0,0.0,105.0,19.0,0.0,19.0,62.0
2018-01-11 16:00:00+02:00,53.0,46.0,240.0,0.0,105.0,19.0,0.0,18.0,59.0
2018-01-11 17:00:00+02:00,53.0,46.0,321.0,0.0,105.0,19.0,0.0,19.0,65.0
2018-01-11 18:00:00+02:00,53.0,46.0,401.0,0.0,105.0,19.0,0.0,19.0,65.0
2018-01-11 19:00:00+02:00,53.0,46.0,396.0,0.0,105.0,19.0,0.0,19.0,99.0
