"Time (CET)","Belgium (BE) > Netherlands (NL) [MW]","Netherlands (NL) > Belgium (BE) [MW]"
"20.03.2018 01:00 - 20.03.2018 02:00","0","2741"
"20.03.2018 02:00 - 20.03.2018 03:00","0","2786"
"20.03.2018 03:00 - 20.03.2018 04:00","0","2608"
"20.03.2018 04:00 - 20.03.2018 05:00","0","2546"
"20.03.2018 05:00 - 20.03.2018 06:00","0","2659"
"20.03.2018 06:00 - 20.03.2018 07:00","0","2393"
"20.03.2018 07:00 - 20.03.2018 08:00","0","1779"
"20.03.2018 08:00 - 20.03.2018 09:00","0","1734"
"20.03.2018 09:00 - 20.03.2018 10:00","0","1848"
"20.03.2018 10:00 - 20.03.2018 11:00","0","1448"
"20.03.2018 11:00 - 20.03.2018 12:00","0","1931"
"20.03.2018 12:00 - 20.03.2018 13:00","0","1882"
"20.03.2018 13:00 - 20.03.2018 14:00","0","1498"
"20.03.2018 14:00 - 20.03.2018 15:00","0","1397"
"20.03.2018 15:00 - 20.03.2018 16:00","0","1001"
"20.03.2018 16:00 - 20.03.2018 17:00","0","664"
"20.03.2018 17:00 - 20.03.2018 18:00","0","339"
"20.03.2018 18:00 - 20.03.2018 19:00","0","238"
"20.03.2018 19:00 - 20.03.2018 20:00","0","906"
"20.03.2018 20:00 - 20.03.2018 21:00","0","995"
"20.03.2018 21:00 - 20.03.2018 22:00","0","1112"
"20.03.2018 22:00 - 20.03.2018 23:00","0","1812"
"20.03.2018 23:00 - 21.03.2018 00:00","0","2209"
"21.03.2018 00:00 - 21.03.2018 01:00","0","2143"
"21.03.2018 01:00 - 21.03.2018 02:00","0","1976"
"21.03.2018 02:00 - 21.03.2018 03:00","0","2004"
"21.03.2018 03:00 - 21.03.2018 04:00","0","1548"
"21.03.2018 04:00 - 21.03.2018 05:00","0","1400"
"21.03.2018 05:00 - 21.03.2018 06:00","0","1464"
"21.03.2018 06:00 - 21.03.2018 07:00","0","1909"
"21.03.2018 07:00 - 21.03.2018 08:00","0","1543"
"21.03.2018 08:00 - 21.03.2018 09:00","0","1915"
"21.03.2018 09:00 - 21.03.2018 10:00","0","1902"
"21.03.2018 10:00 - 21.03.2018 11:00","0","2148"
"21.03.2018 11:00 - 21.03.2018 12:00","0","2480"
"21.03.2018 12:00 - 21.03.2018 13:00","0","2687"
"21.03.2018 13:00 - 21.03.2018 14:00","0","2510"
"21.03.2018 14:00 - 21.03.2018 15:00","0","2441"
"21.03.2018 15:00 - 21.03.2018 16:00","0","2194"
"21.03.2018 16:00 - 21.03.2018 17:00","0","1490"
"21.03.2018 17:00 - 21.03.2018 18:00","0","1512"
"21.03.2018 18:00 - 21.03.2018 19:00","0","2032"
"21.03.2018 19:00 - 21.03.2018 20:00","0","2472"
"21.03.2018 20:00 - 21.03.2018 21:00","0","2619"
"21.03.2018 21:00 - 21.03.2018 22:00","0","2136"
"21.03.2018 22:00 - 21.03.2018 23:00","0","2616"
"21.03.2018 23:00 - 22.03.2018 00:00","0","2695"
"22.03.2018 00:00 - 22.03.2018 01:00","0","2296"
"22.03.2018 01:00 - 22.03.2018 02:00","0","2294"
"22.03.2018 02:00 - 22.03.2018 03:00","0","1631"
"22.03.2018 03:00 - 22.03.2018 04:00","0","1579"
"22.03.2018 04:00 - 22.03.2018 05:00","0","1832"
"22.03.2018 05:00 - 22.03.2018 06:00","0","1658"
"22.03.2018 06:00 - 22.03.2018 07:00","0","1631"
"22.03.2018 07:00 - 22.03.2018 08:00","0","1806"
"22.03.2018 08:00 - 22.03.2018 09:00","0","1561"
"22.03.2018 09:00 - 22.03.2018 10:00","0","1164"
"22.03.2018 10:00 - 22.03.2018 11:00","0","903"
"22.03.2018 11:00 - 22.03.2018 12:00","0","1158"
"22.03.2018 12:00 - 22.03.2018 13:00","0","893"
"22.03.2018 13:00 - 22.03.2018 14:00","0","1102"
"22.03.2018 14:00 - 22.03.2018 15:00","0","481"
"22.03.2018 15:00 - 22.03.2018 16:00","0","605"
"22.03.2018 16:00 - 22.03.2018 17:00","0","776"
"22.03.2018 17:00 - 22.03.2018 18:00","0","481"
"22.03.2018 18:00 - 22.03.2018 19:00","0","447"
"22.03.2018 19:00 - 22.03.2018 20:00","0","936"
"22.03.2018 20:00 - 22.03.2018 21:00","0","1144"
"22.03.2018 21:00 - 22.03.2018 22:00","0","1385"
"22.03.2018 22:00 - 22.03.2018 23:00","0","1820"
"22.03.2018 23:00 - 23.03.2018 00:00","0","2504"
"23.03.2018 00:00 - 23.03.2018 01:00","0","2284"
"23.03.2018 01:00 - 23.03.2018 02:00","0","2187"
"23.03.2018 02:00 - 23.03.2018 03:00","0","2117"
"23.03.2018 03:00 - 23.03.2018 04:00","0","1910"
"23.03.2018 04:00 - 23.03.2018 05:00","0","1716"
"23.03.2018 05:00 - 23.03.2018 06:00","0","1662"
"23.03.2018 06:00 - 23.03.2018 07:00","0","1374"
"23.03.2018 07:00 - 23.03.2018 08:00","0","457"
"23.03.2018 08:00 - 23.03.2018 09:00","138","0"
"23.03.2018 09:00 - 23.03.2018 10:00","0","157"
"23.03.2018 10:00 - 23.03.2018 11:00","0","422"
"23.03.2018 11:00 - 23.03.2018 12:00","0","506"
"23.03.2018 12:00 - 23.03.2018 13:00","0","813"
"23.03.2018 13:00 - 23.03.2018 14:00","0","837"
"23.03.2018 14:00 - 23.03.2018 15:00","0","636"
"23.03.2018 15:00 - 23.03.2018 16:00","0","287"
"23.03.2018 16:00 - 23.03.2018 17:00","0","742"
"23.03.2018 17:00 - 23.03.2018 18:00","0","499"
"23.03.2018 18:00 - 23.03.2018 19:00","0","780"
"23.03.2018 19:00 - 23.03.2018 20:00","0","579"
"23.03.2018 20:00 - 23.03.2018 21:00","0","714"
"23.03.2018 21:00 - 23.03.2018 22:00","0","746"
"23.03.2018 22:00 - 23.03.2018 23:00","0","1325"
"23.03.2018 23:00 - 24.03.2018 00:00","0","2108"
"24.03.2018 00:00 - 24.03.2018 01:00","0","1773"
"24.03.2018 01:00 - 24.03.2018 02:00","0","1505"
"24.03.2018 02:00 - 24.03.2018 03:00","0","1208"
"24.03.2018 03:00 - 24.03.2018 04:00","0","970"
"24.03.2018 04:00 - 24.03.2018 05:00","0","868"
"24.03.2018 05:00 - 24.03.2018 06:00","0","1040"
"24.03.2018 06:00 - 24.03.2018 07:00","0","655"
"24.03.2018 07:00 - 24.03.2018 08:00","0","567"
"24.03.2018 08:00 - 24.03.2018 09:00","0","861"
"24.03.2018 09:00 - 24.03.2018 10:00","0","724"
"24.03.2018 10:00 - 24.03.2018 11:00","0","530"
"24.03.2018 11:00 - 24.03.2018 12:00","0","458"
"24.03.2018 12:00 - 24.03.2018 13:00","0","397"
"24.03.2018 13:00 - 24.03.2018 14:00","0","314"
"24.03.2018 14:00 - 24.03.2018 15:00","0","79"
"24.03.2018 15:00 - 24.03.2018 16:00","0","121"
"24.03.2018 16:00 - 24.03.2018 17:00","0","82"
"24.03.2018 17:00 - 24.03.2018 18:00","82","0"
"24.03.2018 18:00 - 24.03.2018 19:00","122","0"
"24.03.2018 19:00 - 24.03.2018 20:00","0","271"
"24.03.2018 20:00 - 24.03.2018 21:00","0","629"
"24.03.2018 21:00 - 24.03.2018 22:00","0","666"
"24.03.2018 22:00 - 24.03.2018 23:00","0","824"
"24.03.2018 23:00 - 25.03.2018 00:00","0","991"
"25.03.2018 00:00 - 25.03.2018 01:00","0","855"
"25.03.2018 01:00 - 25.03.2018 02:00","0","815"
"25.03.2018 02:00 - 25.03.2018 03:00","",""
"25.03.2018 03:00 - 25.03.2018 04:00","0","437"
"25.03.2018 04:00 - 25.03.2018 05:00","0","55"
"25.03.2018 05:00 - 25.03.2018 06:00","39","0"
"25.03.2018 06:00 - 25.03.2018 07:00","0","193"
"25.03.2018 07:00 - 25.03.2018 08:00","0","240"
"25.03.2018 08:00 - 25.03.2018 09:00","0","257"
"25.03.2018 09:00 - 25.03.2018 10:00","0","316"
"25.03.2018 10:00 - 25.03.2018 11:00","0","491"
"25.03.2018 11:00 - 25.03.2018 12:00","0","607"
"25.03.2018 12:00 - 25.03.2018 13:00","0","569"
"25.03.2018 13:00 - 25.03.2018 14:00","0","441"
"25.03.2018 14:00 - 25.03.2018 15:00","0","58"
"25.03.2018 15:00 - 25.03.2018 16:00","368","0"
"25.03.2018 16:00 - 25.03.2018 17:00","779","0"
"25.03.2018 17:00 - 25.03.2018 18:00","845","0"
"25.03.2018 18:00 - 25.03.2018 19:00","62","0"
"25.03.2018 19:00 - 25.03.2018 20:00","0","674"
"25.03.2018 20:00 - 25.03.2018 21:00","0","1078"
"25.03.2018 21:00 - 25.03.2018 22:00","0","1277"
"25.03.2018 22:00 - 25.03.2018 23:00","0","1550"
"25.03.2018 23:00 - 26.03.2018 00:00","0","1822"
"26.03.2018 00:00 - 26.03.2018 01:00","0","1777"
"26.03.2018 01:00 - 26.03.2018 02:00","0","1666"
"26.03.2018 02:00 - 26.03.2018 03:00","0","1271"
"26.03.2018 03:00 - 26.03.2018 04:00","0","748"
"26.03.2018 04:00 - 26.03.2018 05:00","0","490"
"26.03.2018 05:00 - 26.03.2018 06:00","0","529"
"26.03.2018 06:00 - 26.03.2018 07:00","0","889"
"26.03.2018 07:00 - 26.03.2018 08:00","0","926"
"26.03.2018 08:00 - 26.03.2018 09:00","0","665"
"26.03.2018 09:00 - 26.03.2018 10:00","0","654"
"26.03.2018 10:00 - 26.03.2018 11:00","0","236"
"26.03.2018 11:00 - 26.03.2018 12:00","0","179"
"26.03.2018 12:00 - 26.03.2018 13:00","0","218"
"26.03.2018 13:00 - 26.03.2018 14:00","0","219"
"26.03.2018 14:00 - 26.03.2018 15:00","0","404"
"26.03.2018 15:00 - 26.03.2018 16:00","0","268"
"26.03.2018 16:00 - 26.03.2018 17:00","227","0"
"26.03.2018 17:00 - 26.03.2018 18:00","328","0"
"26.03.2018 18:00 - 26.03.2018 19:00","0","25"
"26.03.2018 19:00 - 26.03.2018 20:00","305","0"
"26.03.2018 20:00 - 26.03.2018 21:00","112","0"
"26.03.2018 21:00 - 26.03.2018 22:00","5","0"
"26.03.2018 22:00 - 26.03.2018 23:00","0","856"
"26.03.2018 23:00 - 27.03.2018 00:00","0","1785"
"27.03.2018 00:00 - 27.03.2018 01:00","0","1958"
"27.03.2018 01:00 - 27.03.2018 02:00","0","1464"
"27.03.2018 02:00 - 27.03.2018 03:00","0","1168"
"27.03.2018 03:00 - 27.03.2018 04:00","0","782"
"27.03.2018 04:00 - 27.03.2018 05:00","0","672"
"27.03.2018 05:00 - 27.03.2018 06:00","0","74"
"27.03.2018 06:00 - 27.03.2018 07:00","0","316"
"27.03.2018 07:00 - 27.03.2018 08:00","0","92"
"27.03.2018 08:00 - 27.03.2018 09:00","272","0"
"27.03.2018 09:00 - 27.03.2018 10:00","448","0"
"27.03.2018 10:00 - 27.03.2018 11:00","273","0"
"27.03.2018 11:00 - 27.03.2018 12:00","0","214"
"27.03.2018 12:00 - 27.03.2018 13:00","0","542"
"27.03.2018 13:00 - 27.03.2018 14:00","0","447"
"27.03.2018 14:00 - 27.03.2018 15:00","0","34"
"27.03.2018 15:00 - 27.03.2018 16:00","413","0"
"27.03.2018 16:00 - 27.03.2018 17:00","948","0"
"27.03.2018 17:00 - 27.03.2018 18:00","891","0"
"27.03.2018 18:00 - 27.03.2018 19:00","429","0"
"27.03.2018 19:00 - 27.03.2018 20:00","4","0"
"27.03.2018 20:00 - 27.03.2018 21:00","0","446"
"27.03.2018 21:00 - 27.03.2018 22:00","0","883"
"27.03.2018 22:00 - 27.03.2018 23:00","0","1064"
"27.03.2018 23:00 - 28.03.2018 00:00","0","1529"
"28.03.2018 00:00 - 28.03.2018 01:00","0","1184"
"28.03.2018 01:00 - 28.03.2018 02:00","0","1425"
"28.03.2018 02:00 - 28.03.2018 03:00","0","1148"
"28.03.2018 03:00 - 28.03.2018 04:00","0","708"
"28.03.2018 04:00 - 28.03.2018 05:00","0","787"
"28.03.2018 05:00 - 28.03.2018 06:00","0","1297"
"28.03.2018 06:00 - 28.03.2018 07:00","0","1235"
"28.03.2018 07:00 - 28.03.2018 08:00","0","606"
"28.03.2018 08:00 - 28.03.2018 09:00","0","887"
"28.03.2018 09:00 - 28.03.2018 10:00","0","718"
"28.03.2018 10:00 - 28.03.2018 11:00","10","0"
"28.03.2018 11:00 - 28.03.2018 12:00","0","72"
"28.03.2018 12:00 - 28.03.2018 13:00","108","0"
"28.03.2018 13:00 - 28.03.2018 14:00","382","0"
"28.03.2018 14:00 - 28.03.2018 15:00","260","0"
"28.03.2018 15:00 - 28.03.2018 16:00","606","0"
"28.03.2018 16:00 - 28.03.2018 17:00","873","0"
"28.03.2018 17:00 - 28.03.2018 18:00","949","0"
"28.03.2018 18:00 - 28.03.2018 19:00","335","0"
"28.03.2018 19:00 - 28.03.2018 20:00","0","264"
"28.03.2018 20:00 - 28.03.2018 21:00","0","1075"
"28.03.2018 21:00 - 28.03.2018 22:00","0","1342"
"28.03.2018 22:00 - 28.03.2018 23:00","0","1951"
"28.03.2018 23:00 - 29.03.2018 00:00","0","2125"
"29.03.2018 00:00 - 29.03.2018 01:00","0","2127"
"29.03.2018 01:00 - 29.03.2018 02:00","0","2481"
"29.03.2018 02:00 - 29.03.2018 03:00","0","2478"
"29.03.2018 03:00 - 29.03.2018 04:00","0","2069"
"29.03.2018 04:00 - 29.03.2018 05:00","0","1735"
"29.03.2018 05:00 - 29.03.2018 06:00","0","2163"
"29.03.2018 06:00 - 29.03.2018 07:00","0","2041"
"29.03.2018 07:00 - 29.03.2018 08:00","0","1925"
"29.03.2018 08:00 - 29.03.2018 09:00","0","1613"
"29.03.2018 09:00 - 29.03.2018 10:00","0","1499"
"29.03.2018 10:00 - 29.03.2018 11:00","0","1197"
"29.03.2018 11:00 - 29.03.2018 12:00","0","880"
"29.03.2018 12:00 - 29.03.2018 13:00","0","608"
"29.03.2018 13:00 - 29.03.2018 14:00","0","472"
"29.03.2018 14:00 - 29.03.2018 15:00","0","81"
"29.03.2018 15:00 - 29.03.2018 16:00","83","0"
"29.03.2018 16:00 - 29.03.2018 17:00","543","0"
"29.03.2018 17:00 - 29.03.2018 18:00","789","0"
"29.03.2018 18:00 - 29.03.2018 19:00","559","0"
"29.03.2018 19:00 - 29.03.2018 20:00","845","0"
"29.03.2018 20:00 - 29.03.2018 21:00","698","0"
"29.03.2018 21:00 - 29.03.2018 22:00","240","0"
"29.03.2018 22:00 - 29.03.2018 23:00","0","569"
"29.03.2018 23:00 - 30.03.2018 00:00","0","1178"
"30.03.2018 00:00 - 30.03.2018 01:00","0","1153"
"30.03.2018 01:00 - 30.03.2018 02:00","0","1409"
"30.03.2018 02:00 - 30.03.2018 03:00","0","1051"
"30.03.2018 03:00 - 30.03.2018 04:00","0","1004"
"30.03.2018 04:00 - 30.03.2018 05:00","0","871"
"30.03.2018 05:00 - 30.03.2018 06:00","0","1503"
"30.03.2018 06:00 - 30.03.2018 07:00","0","2002"
"30.03.2018 07:00 - 30.03.2018 08:00","0","2379"
"30.03.2018 08:00 - 30.03.2018 09:00","0","2502"
"30.03.2018 09:00 - 30.03.2018 10:00","0","2139"
"30.03.2018 10:00 - 30.03.2018 11:00","0","1626"
"30.03.2018 11:00 - 30.03.2018 12:00","0","1547"
"30.03.2018 12:00 - 30.03.2018 13:00","0","1690"
"30.03.2018 13:00 - 30.03.2018 14:00","0","1569"
"30.03.2018 14:00 - 30.03.2018 15:00","0","1272"
"30.03.2018 15:00 - 30.03.2018 16:00","0","974"
"30.03.2018 16:00 - 30.03.2018 17:00","0","1050"
"30.03.2018 17:00 - 30.03.2018 18:00","0","772"
"30.03.2018 18:00 - 30.03.2018 19:00","0","775"
"30.03.2018 19:00 - 30.03.2018 20:00","0","1362"
"30.03.2018 20:00 - 30.03.2018 21:00","0","1488"
"30.03.2018 21:00 - 30.03.2018 22:00","0","1533"
"30.03.2018 22:00 - 30.03.2018 23:00","0","1660"
"30.03.2018 23:00 - 31.03.2018 00:00","0","1812"
"31.03.2018 00:00 - 31.03.2018 01:00","0","1838"
"31.03.2018 01:00 - 31.03.2018 02:00","0","1867"
"31.03.2018 02:00 - 31.03.2018 03:00","0","2085"
"31.03.2018 03:00 - 31.03.2018 04:00","0","2177"
"31.03.2018 04:00 - 31.03.2018 05:00","0","2028"
"31.03.2018 05:00 - 31.03.2018 06:00","0","2108"
"31.03.2018 06:00 - 31.03.2018 07:00","0","2202"
"31.03.2018 07:00 - 31.03.2018 08:00","0","2282"
"31.03.2018 08:00 - 31.03.2018 09:00","0","2350"
"31.03.2018 09:00 - 31.03.2018 10:00","0","2280"
"31.03.2018 10:00 - 31.03.2018 11:00","0","1957"
"31.03.2018 11:00 - 31.03.2018 12:00","0","1465"
"31.03.2018 12:00 - 31.03.2018 13:00","0","1278"
"31.03.2018 13:00 - 31.03.2018 14:00","0","868"
"31.03.2018 14:00 - 31.03.2018 15:00","0","723"
"31.03.2018 15:00 - 31.03.2018 16:00","0","554"
"31.03.2018 16:00 - 31.03.2018 17:00","0","182"
"31.03.2018 17:00 - 31.03.2018 18:00","0","143"
"31.03.2018 18:00 - 31.03.2018 19:00","0","724"
"31.03.2018 19:00 - 31.03.2018 20:00","0","918"
"31.03.2018 20:00 - 31.03.2018 21:00","0","1019"
"31.03.2018 21:00 - 31.03.2018 22:00","0","1227"
"31.03.2018 22:00 - 31.03.2018 23:00","0","1442"
"31.03.2018 23:00 - 01.04.2018 00:00","0","1599"
"01.04.2018 00:00 - 01.04.2018 01:00","0","809"
"01.04.2018 01:00 - 01.04.2018 02:00","0","437"
"01.04.2018 02:00 - 01.04.2018 03:00","0","196"
"01.04.2018 03:00 - 01.04.2018 04:00","53","0"
"01.04.2018 04:00 - 01.04.2018 05:00","256","0"
"01.04.2018 05:00 - 01.04.2018 06:00","347","0"
"01.04.2018 06:00 - 01.04.2018 07:00","107","0"
"01.04.2018 07:00 - 01.04.2018 08:00","226","0"
"01.04.2018 08:00 - 01.04.2018 09:00","456","0"
"01.04.2018 09:00 - 01.04.2018 10:00","467","0"
"01.04.2018 10:00 - 01.04.2018 11:00","348","0"
"01.04.2018 11:00 - 01.04.2018 12:00","265","0"
"01.04.2018 12:00 - 01.04.2018 13:00","57","0"
"01.04.2018 13:00 - 01.04.2018 14:00","0","96"
"01.04.2018 14:00 - 01.04.2018 15:00","0","304"
"01.04.2018 15:00 - 01.04.2018 16:00","0","386"
"01.04.2018 16:00 - 01.04.2018 17:00","0","178"
"01.04.2018 17:00 - 01.04.2018 18:00","451","0"
"01.04.2018 18:00 - 01.04.2018 19:00","0","255"
"01.04.2018 19:00 - 01.04.2018 20:00","0","411"
"01.04.2018 20:00 - 01.04.2018 21:00","0","587"
"01.04.2018 21:00 - 01.04.2018 22:00","0","575"
"01.04.2018 22:00 - 01.04.2018 23:00","0","828"
"01.04.2018 23:00 - 02.04.2018 00:00","0","1164"
"02.04.2018 00:00 - 02.04.2018 01:00","0","864"
"02.04.2018 01:00 - 02.04.2018 02:00","0","593"
"02.04.2018 02:00 - 02.04.2018 03:00","0","160"
"02.04.2018 03:00 - 02.04.2018 04:00","196","0"
"02.04.2018 04:00 - 02.04.2018 05:00","635","0"
"02.04.2018 05:00 - 02.04.2018 06:00","827","0"
"02.04.2018 06:00 - 02.04.2018 07:00","552","0"
"02.04.2018 07:00 - 02.04.2018 08:00","651","0"
"02.04.2018 08:00 - 02.04.2018 09:00","631","0"
"02.04.2018 09:00 - 02.04.2018 10:00","568","0"
"02.04.2018 10:00 - 02.04.2018 11:00","282","0"
"02.04.2018 11:00 - 02.04.2018 12:00","242","0"
"02.04.2018 12:00 - 02.04.2018 13:00","325","0"
"02.04.2018 13:00 - 02.04.2018 14:00","228","0"
"02.04.2018 14:00 - 02.04.2018 15:00","463","0"
"02.04.2018 15:00 - 02.04.2018 16:00","781","0"
"02.04.2018 16:00 - 02.04.2018 17:00","1209","0"
"02.04.2018 17:00 - 02.04.2018 18:00","1404","0"
"02.04.2018 18:00 - 02.04.2018 19:00","1310","0"
"02.04.2018 19:00 - 02.04.2018 20:00","707","0"
"02.04.2018 20:00 - 02.04.2018 21:00","30","0"
"02.04.2018 21:00 - 02.04.2018 22:00","0","379"
"02.04.2018 22:00 - 02.04.2018 23:00","0","1004"
"02.04.2018 23:00 - 03.04.2018 00:00","0","1819"
"03.04.2018 00:00 - 03.04.2018 01:00","0","1045"
"03.04.2018 01:00 - 03.04.2018 02:00","0","53"
"03.04.2018 02:00 - 03.04.2018 03:00","69","0"
"03.04.2018 03:00 - 03.04.2018 04:00","539","0"
"03.04.2018 04:00 - 03.04.2018 05:00","548","0"
"03.04.2018 05:00 - 03.04.2018 06:00","445","0"
"03.04.2018 06:00 - 03.04.2018 07:00","104","0"
"03.04.2018 07:00 - 03.04.2018 08:00","0","126"
"03.04.2018 08:00 - 03.04.2018 09:00","0","300"
"03.04.2018 09:00 - 03.04.2018 10:00","0","288"
"03.04.2018 10:00 - 03.04.2018 11:00","0","380"
"03.04.2018 11:00 - 03.04.2018 12:00","0","682"
"03.04.2018 12:00 - 03.04.2018 13:00","0","764"
"03.04.2018 13:00 - 03.04.2018 14:00","0","377"
"03.04.2018 14:00 - 03.04.2018 15:00","230","0"
"03.04.2018 15:00 - 03.04.2018 16:00","24","0"
"03.04.2018 16:00 - 03.04.2018 17:00","149","0"
"03.04.2018 17:00 - 03.04.2018 18:00","117","0"
"03.04.2018 18:00 - 03.04.2018 19:00","7","0"
"03.04.2018 19:00 - 03.04.2018 20:00","450","0"
"03.04.2018 20:00 - 03.04.2018 21:00","269","0"
"03.04.2018 21:00 - 03.04.2018 22:00","0","189"
"03.04.2018 22:00 - 03.04.2018 23:00","0","529"
"03.04.2018 23:00 - 04.04.2018 00:00","0","1203"
"04.04.2018 00:00 - 04.04.2018 01:00","0","588"
"04.04.2018 01:00 - 04.04.2018 02:00","0","293"
"04.04.2018 02:00 - 04.04.2018 03:00","0","156"
"04.04.2018 03:00 - 04.04.2018 04:00","320","0"
"04.04.2018 04:00 - 04.04.2018 05:00","439","0"
"04.04.2018 05:00 - 04.04.2018 06:00","0","74"
"04.04.2018 06:00 - 04.04.2018 07:00","0","438"
"04.04.2018 07:00 - 04.04.2018 08:00","0","271"
"04.04.2018 08:00 - 04.04.2018 09:00","0","349"
"04.04.2018 09:00 - 04.04.2018 10:00","63","0"
"04.04.2018 10:00 - 04.04.2018 11:00","119","0"
"04.04.2018 11:00 - 04.04.2018 12:00","102","0"
"04.04.2018 12:00 - 04.04.2018 13:00","285","0"
"04.04.2018 13:00 - 04.04.2018 14:00","440","0"
"04.04.2018 14:00 - 04.04.2018 15:00","527","0"
"04.04.2018 15:00 - 04.04.2018 16:00","900","0"
"04.04.2018 16:00 - 04.04.2018 17:00","1016","0"
"04.04.2018 17:00 - 04.04.2018 18:00","905","0"
"04.04.2018 18:00 - 04.04.2018 19:00","479","0"
"04.04.2018 19:00 - 04.04.2018 20:00","0","43"
"04.04.2018 20:00 - 04.04.2018 21:00","0","329"
"04.04.2018 21:00 - 04.04.2018 22:00","0","948"
"04.04.2018 22:00 - 04.04.2018 23:00","0","1454"
"04.04.2018 23:00 - 05.04.2018 00:00","0","1470"
"05.04.2018 00:00 - 05.04.2018 01:00","0","417"
"05.04.2018 01:00 - 05.04.2018 02:00","0","322"
"05.04.2018 02:00 - 05.04.2018 03:00","0","173"
"05.04.2018 03:00 - 05.04.2018 04:00","0","160"
"05.04.2018 04:00 - 05.04.2018 05:00","0","308"
"05.04.2018 05:00 - 05.04.2018 06:00","0","939"
"05.04.2018 06:00 - 05.04.2018 07:00","0","1381"
"05.04.2018 07:00 - 05.04.2018 08:00","0","2159"
"05.04.2018 08:00 - 05.04.2018 09:00","0","1891"
"05.04.2018 09:00 - 05.04.2018 10:00","0","1597"
"05.04.2018 10:00 - 05.04.2018 11:00","0","1583"
"05.04.2018 11:00 - 05.04.2018 12:00","0","1598"
"05.04.2018 12:00 - 05.04.2018 13:00","0","1867"
"05.04.2018 13:00 - 05.04.2018 14:00","0","1732"
"05.04.2018 14:00 - 05.04.2018 15:00","0","1690"
"05.04.2018 15:00 - 05.04.2018 16:00","0","1685"
"05.04.2018 16:00 - 05.04.2018 17:00","0","1763"
"05.04.2018 17:00 - 05.04.2018 18:00","0","2139"
"05.04.2018 18:00 - 05.04.2018 19:00","0","1949"
"05.04.2018 19:00 - 05.04.2018 20:00","0","1976"
"05.04.2018 20:00 - 05.04.2018 21:00","0","1611"
"05.04.2018 21:00 - 05.04.2018 22:00","0","1425"
"05.04.2018 22:00 - 05.04.2018 23:00","0","1776"
"05.04.2018 23:00 - 06.04.2018 00:00","0","1895"
"06.04.2018 00:00 - 06.04.2018 01:00","0","1552"
"06.04.2018 01:00 - 06.04.2018 02:00","0","734"
"06.04.2018 02:00 - 06.04.2018 03:00","0","240"
"06.04.2018 03:00 - 06.04.2018 04:00","129","0"
"06.04.2018 04:00 - 06.04.2018 05:00","177","0"
"06.04.2018 05:00 - 06.04.2018 06:00","0","128"
"06.04.2018 06:00 - 06.04.2018 07:00","0","20"
"06.04.2018 07:00 - 06.04.2018 08:00","444","0"
"06.04.2018 08:00 - 06.04.2018 09:00","374","0"
"06.04.2018 09:00 - 06.04.2018 10:00","38","0"
"06.04.2018 10:00 - 06.04.2018 11:00","0","128"
"06.04.2018 11:00 - 06.04.2018 12:00","0","113"
"06.04.2018 12:00 - 06.04.2018 13:00","55","0"
"06.04.2018 13:00 - 06.04.2018 14:00","416","0"
"06.04.2018 14:00 - 06.04.2018 15:00","479","0"
"06.04.2018 15:00 - 06.04.2018 16:00","531","0"
"06.04.2018 16:00 - 06.04.2018 17:00","483","0"
"06.04.2018 17:00 - 06.04.2018 18:00","729","0"
"06.04.2018 18:00 - 06.04.2018 19:00","282","0"
"06.04.2018 19:00 - 06.04.2018 20:00","0","39"
"06.04.2018 20:00 - 06.04.2018 21:00","0","646"
"06.04.2018 21:00 - 06.04.2018 22:00","0","1276"
"06.04.2018 22:00 - 06.04.2018 23:00","0","2146"
"06.04.2018 23:00 - 07.04.2018 00:00","0","2506"
"07.04.2018 00:00 - 07.04.2018 01:00","0","1866"
"07.04.2018 01:00 - 07.04.2018 02:00","0","1928"
"07.04.2018 02:00 - 07.04.2018 03:00","0","1602"
"07.04.2018 03:00 - 07.04.2018 04:00","0","1702"
"07.04.2018 04:00 - 07.04.2018 05:00","0","1428"
"07.04.2018 05:00 - 07.04.2018 06:00","0","1354"
"07.04.2018 06:00 - 07.04.2018 07:00","0","1304"
"07.04.2018 07:00 - 07.04.2018 08:00","0","828"
"07.04.2018 08:00 - 07.04.2018 09:00","0","948"
"07.04.2018 09:00 - 07.04.2018 10:00","0","815"
"07.04.2018 10:00 - 07.04.2018 11:00","0","629"
"07.04.2018 11:00 - 07.04.2018 12:00","0","357"
"07.04.2018 12:00 - 07.04.2018 13:00","0","323"
"07.04.2018 13:00 - 07.04.2018 14:00","0","852"
"07.04.2018 14:00 - 07.04.2018 15:00","0","603"
"07.04.2018 15:00 - 07.04.2018 16:00","0","391"
"07.04.2018 16:00 - 07.04.2018 17:00","0","289"
"07.04.2018 17:00 - 07.04.2018 18:00","21","0"
"07.04.2018 18:00 - 07.04.2018 19:00","335","0"
"07.04.2018 19:00 - 07.04.2018 20:00","239","0"
"07.04.2018 20:00 - 07.04.2018 21:00","304","0"
"07.04.2018 21:00 - 07.04.2018 22:00","68","0"
"07.04.2018 22:00 - 07.04.2018 23:00","0","760"
"07.04.2018 23:00 - 08.04.2018 00:00","0","1252"
"08.04.2018 00:00 - 08.04.2018 01:00","0","1266"
"08.04.2018 01:00 - 08.04.2018 02:00","0","1037"
"08.04.2018 02:00 - 08.04.2018 03:00","0","325"
