"Time (CET)","United Kingdom (UK) > France (FR) [MW]","France (FR) > United Kingdom (UK) [MW]"
"19.01.2018 16:00 - 19.01.2018 17:00","0","2012"
"19.01.2018 17:00 - 19.01.2018 18:00","0","2013"
"19.01.2018 18:00 - 19.01.2018 19:00","0","2012"
"19.01.2018 19:00 - 19.01.2018 20:00","0","2013"
"19.01.2018 20:00 - 19.01.2018 21:00","0","2012"
"19.01.2018 21:00 - 19.01.2018 22:00","0","2013"
"19.01.2018 22:00 - 19.01.2018 23:00","0","2013"
"19.01.2018 23:00 - 20.01.2018 00:00","0","2012"
"20.01.2018 00:00 - 20.01.2018 01:00","0","2011"
"20.01.2018 01:00 - 20.01.2018 02:00","0","2012"
"20.01.2018 02:00 - 20.01.2018 03:00","0","2011"
"20.01.2018 03:00 - 20.01.2018 04:00","0","2012"
"20.01.2018 04:00 - 20.01.2018 05:00","0","2012"
"20.01.2018 05:00 - 20.01.2018 06:00","0","2012"
"20.01.2018 06:00 - 20.01.2018 07:00","0","2011"
"20.01.2018 07:00 - 20.01.2018 08:00","0","2013"
"20.01.2018 08:00 - 20.01.2018 09:00","0","2010"
"20.01.2018 09:00 - 20.01.2018 10:00","0","2013"
"20.01.2018 10:00 - 20.01.2018 11:00","0","2010"
"20.01.2018 11:00 - 20.01.2018 12:00","0","2011"
"20.01.2018 12:00 - 20.01.2018 13:00","0","2011"
"20.01.2018 13:00 - 20.01.2018 14:00","0","2012"
"20.01.2018 14:00 - 20.01.2018 15:00","0","2014"
"20.01.2018 15:00 - 20.01.2018 16:00","0","2014"
"20.01.2018 16:00 - 20.01.2018 17:00","0","2014"
"20.01.2018 17:00 - 20.01.2018 18:00","0","2014"
"20.01.2018 18:00 - 20.01.2018 19:00","0","2014"
"20.01.2018 19:00 - 20.01.2018 20:00","0","2015"
"20.01.2018 20:00 - 20.01.2018 21:00","0","2015"
"20.01.2018 21:00 - 20.01.2018 22:00","0","2016"
"20.01.2018 22:00 - 20.01.2018 23:00","0","2014"
"20.01.2018 23:00 - 21.01.2018 00:00","0","2013"
"21.01.2018 00:00 - 21.01.2018 01:00","0","2011"
"21.01.2018 01:00 - 21.01.2018 02:00","0","2012"
"21.01.2018 02:00 - 21.01.2018 03:00","0","2013"
"21.01.2018 03:00 - 21.01.2018 04:00","0","2012"
"21.01.2018 04:00 - 21.01.2018 05:00","0","2014"
"21.01.2018 05:00 - 21.01.2018 06:00","0","2013"
"21.01.2018 06:00 - 21.01.2018 07:00","0","2011"
"21.01.2018 07:00 - 21.01.2018 08:00","0","2012"
"21.01.2018 08:00 - 21.01.2018 09:00","0","2012"
"21.01.2018 09:00 - 21.01.2018 10:00","0","2014"
"21.01.2018 10:00 - 21.01.2018 11:00","0","2013"
"21.01.2018 11:00 - 21.01.2018 12:00","0","2013"
"21.01.2018 12:00 - 21.01.2018 13:00","0","2013"
"21.01.2018 13:00 - 21.01.2018 14:00","0","2013"
"21.01.2018 14:00 - 21.01.2018 15:00","0","2014"
"21.01.2018 15:00 - 21.01.2018 16:00","0","2016"
"21.01.2018 16:00 - 21.01.2018 17:00","0","2014"
"21.01.2018 17:00 - 21.01.2018 18:00","0","2014"
"21.01.2018 18:00 - 21.01.2018 19:00","0","2014"
"21.01.2018 19:00 - 21.01.2018 20:00","0","2013"
"21.01.2018 20:00 - 21.01.2018 21:00","0","2012"
"21.01.2018 21:00 - 21.01.2018 22:00","0","2015"
"21.01.2018 22:00 - 21.01.2018 23:00","0","2013"
"21.01.2018 23:00 - 22.01.2018 00:00","0","2013"
"22.01.2018 00:00 - 22.01.2018 01:00","0","1713"
"22.01.2018 01:00 - 22.01.2018 02:00","0","1706"
"22.01.2018 02:00 - 22.01.2018 03:00","0","1706"
"22.01.2018 03:00 - 22.01.2018 04:00","0","1706"
"22.01.2018 04:00 - 22.01.2018 05:00","0","1706"
"22.01.2018 05:00 - 22.01.2018 06:00","0","1709"
"22.01.2018 06:00 - 22.01.2018 07:00","0","1911"
"22.01.2018 07:00 - 22.01.2018 08:00","0","2012"
"22.01.2018 08:00 - 22.01.2018 09:00","0","2012"
"22.01.2018 09:00 - 22.01.2018 10:00","0","2012"
"22.01.2018 10:00 - 22.01.2018 11:00","0","2013"
"22.01.2018 11:00 - 22.01.2018 12:00","0","2013"
"22.01.2018 12:00 - 22.01.2018 13:00","0","2014"
"22.01.2018 13:00 - 22.01.2018 14:00","0","2014"
"22.01.2018 14:00 - 22.01.2018 15:00","0","1957"
"22.01.2018 15:00 - 22.01.2018 16:00","0","1956"
"22.01.2018 16:00 - 22.01.2018 17:00","0","2014"
"22.01.2018 17:00 - 22.01.2018 18:00","0","2015"
"22.01.2018 18:00 - 22.01.2018 19:00","0","2015"
"22.01.2018 19:00 - 22.01.2018 20:00","0","2014"
"22.01.2018 20:00 - 22.01.2018 21:00","0","2015"
"22.01.2018 21:00 - 22.01.2018 22:00","0","2014"
"22.01.2018 22:00 - 22.01.2018 23:00","0","2014"
"22.01.2018 23:00 - 23.01.2018 00:00","0","2014"
"23.01.2018 00:00 - 23.01.2018 01:00","0","2015"
"23.01.2018 01:00 - 23.01.2018 02:00","0","1912"
"23.01.2018 02:00 - 23.01.2018 03:00","0","1910"
"23.01.2018 03:00 - 23.01.2018 04:00","0","1910"
"23.01.2018 04:00 - 23.01.2018 05:00","0","1910"
"23.01.2018 05:00 - 23.01.2018 06:00","0","1909"
"23.01.2018 06:00 - 23.01.2018 07:00","0","1582"
"23.01.2018 07:00 - 23.01.2018 08:00","0","1802"
"23.01.2018 08:00 - 23.01.2018 09:00","0","2012"
"23.01.2018 09:00 - 23.01.2018 10:00","0","2012"
"23.01.2018 10:00 - 23.01.2018 11:00","0","2012"
"23.01.2018 11:00 - 23.01.2018 12:00","0","2011"
"23.01.2018 12:00 - 23.01.2018 13:00","0","2013"
"23.01.2018 13:00 - 23.01.2018 14:00","0","2013"
"23.01.2018 14:00 - 23.01.2018 15:00","0","2014"
"23.01.2018 15:00 - 23.01.2018 16:00","0","2014"
"23.01.2018 16:00 - 23.01.2018 17:00","0","2014"
"23.01.2018 17:00 - 23.01.2018 18:00","0","2014"
"23.01.2018 18:00 - 23.01.2018 19:00","0","2015"
"23.01.2018 19:00 - 23.01.2018 20:00","0","2015"
"23.01.2018 20:00 - 23.01.2018 21:00","0","2014"
"23.01.2018 21:00 - 23.01.2018 22:00","0","2015"
"23.01.2018 22:00 - 23.01.2018 23:00","0","2014"
"23.01.2018 23:00 - 24.01.2018 00:00","0","2015"
"24.01.2018 00:00 - 24.01.2018 01:00","0","1567"
"24.01.2018 01:00 - 24.01.2018 02:00","0","1568"
"24.01.2018 02:00 - 24.01.2018 03:00","0","1567"
"24.01.2018 03:00 - 24.01.2018 04:00","0","1567"
"24.01.2018 04:00 - 24.01.2018 05:00","0","1567"
"24.01.2018 05:00 - 24.01.2018 06:00","0","1566"
"24.01.2018 06:00 - 24.01.2018 07:00","0","1611"
"24.01.2018 07:00 - 24.01.2018 08:00","0","1911"
"24.01.2018 08:00 - 24.01.2018 09:00","0","2014"
"24.01.2018 09:00 - 24.01.2018 10:00","0","2016"
"24.01.2018 10:00 - 24.01.2018 11:00","0","2016"
"24.01.2018 11:00 - 24.01.2018 12:00","0","2015"
"24.01.2018 12:00 - 24.01.2018 13:00","0","2015"
"24.01.2018 13:00 - 24.01.2018 14:00","0","2015"
"24.01.2018 14:00 - 24.01.2018 15:00","0","2014"
"24.01.2018 15:00 - 24.01.2018 16:00","0","2015"
"24.01.2018 16:00 - 24.01.2018 17:00","0","2014"
"24.01.2018 17:00 - 24.01.2018 18:00","0","2015"
"24.01.2018 18:00 - 24.01.2018 19:00","0","2014"
"24.01.2018 19:00 - 24.01.2018 20:00","0","2014"
"24.01.2018 20:00 - 24.01.2018 21:00","0","2015"
"24.01.2018 21:00 - 24.01.2018 22:00","0","2014"
"24.01.2018 22:00 - 24.01.2018 23:00","0","2013"
"24.01.2018 23:00 - 25.01.2018 00:00","0","2015"
"25.01.2018 00:00 - 25.01.2018 01:00","0","1813"
"25.01.2018 01:00 - 25.01.2018 02:00","0","1615"
"25.01.2018 02:00 - 25.01.2018 03:00","0","1614"
"25.01.2018 03:00 - 25.01.2018 04:00","0","1614"
"25.01.2018 04:00 - 25.01.2018 05:00","N/A","N/A"
"25.01.2018 05:00 - 25.01.2018 06:00","0","1615"
"25.01.2018 06:00 - 25.01.2018 07:00","0","1710"
"25.01.2018 07:00 - 25.01.2018 08:00","0","2014"
"25.01.2018 08:00 - 25.01.2018 09:00","0","2013"
"25.01.2018 09:00 - 25.01.2018 10:00","0","2014"
"25.01.2018 10:00 - 25.01.2018 11:00","0","2015"
"25.01.2018 11:00 - 25.01.2018 12:00","0","2015"
"25.01.2018 12:00 - 25.01.2018 13:00","0","2014"
"25.01.2018 13:00 - 25.01.2018 14:00","0","2015"
"25.01.2018 14:00 - 25.01.2018 15:00","0","2015"
"25.01.2018 15:00 - 25.01.2018 16:00","0","2015"
"25.01.2018 16:00 - 25.01.2018 17:00","0","2016"
"25.01.2018 17:00 - 25.01.2018 18:00","0","2014"
"25.01.2018 18:00 - 25.01.2018 19:00","0","2015"
"25.01.2018 19:00 - 25.01.2018 20:00","0","2015"
"25.01.2018 20:00 - 25.01.2018 21:00","0","2011"
"25.01.2018 21:00 - 25.01.2018 22:00","0","1006"
"25.01.2018 22:00 - 25.01.2018 23:00","0","1010"
"25.01.2018 23:00 - 26.01.2018 00:00","0","1010"
"26.01.2018 00:00 - 26.01.2018 01:00","0","1009"
"26.01.2018 01:00 - 26.01.2018 02:00","0","1008"
"26.01.2018 02:00 - 26.01.2018 03:00","0","993"
"26.01.2018 03:00 - 26.01.2018 04:00","0","2007"
"26.01.2018 04:00 - 26.01.2018 05:00","0","2012"
"26.01.2018 05:00 - 26.01.2018 06:00","0","2012"
"26.01.2018 06:00 - 26.01.2018 07:00","0","2012"
"26.01.2018 07:00 - 26.01.2018 08:00","0","2012"
"26.01.2018 08:00 - 26.01.2018 09:00","0","2013"
"26.01.2018 09:00 - 26.01.2018 10:00","0","2014"
"26.01.2018 10:00 - 26.01.2018 11:00","0","2013"
"26.01.2018 11:00 - 26.01.2018 12:00","0","2013"
"26.01.2018 12:00 - 26.01.2018 13:00","0","2014"
"26.01.2018 13:00 - 26.01.2018 14:00","0","2015"
"26.01.2018 14:00 - 26.01.2018 15:00","0","1960"
"26.01.2018 15:00 - 26.01.2018 16:00","0","1959"
"26.01.2018 16:00 - 26.01.2018 17:00","0","2014"
"26.01.2018 17:00 - 26.01.2018 18:00","0","2013"
"26.01.2018 18:00 - 26.01.2018 19:00","0","2012"
"26.01.2018 19:00 - 26.01.2018 20:00","0","2014"
"26.01.2018 20:00 - 26.01.2018 21:00","0","2013"
"26.01.2018 21:00 - 26.01.2018 22:00","0","2014"
"26.01.2018 22:00 - 26.01.2018 23:00","0","2014"
"26.01.2018 23:00 - 27.01.2018 00:00","0","2014"
"27.01.2018 00:00 - 27.01.2018 01:00","0","2013"
"27.01.2018 01:00 - 27.01.2018 02:00","0","2012"
"27.01.2018 02:00 - 27.01.2018 03:00","0","1912"
"27.01.2018 03:00 - 27.01.2018 04:00","0","1910"
"27.01.2018 04:00 - 27.01.2018 05:00","0","1816"
"27.01.2018 05:00 - 27.01.2018 06:00","0","1818"
"27.01.2018 06:00 - 27.01.2018 07:00","0","1817"
"27.01.2018 07:00 - 27.01.2018 08:00","0","1810"
"27.01.2018 08:00 - 27.01.2018 09:00","0","2012"
"27.01.2018 09:00 - 27.01.2018 10:00","0","2012"
"27.01.2018 10:00 - 27.01.2018 11:00","0","2013"
"27.01.2018 11:00 - 27.01.2018 12:00","0","2012"
"27.01.2018 12:00 - 27.01.2018 13:00","0","2013"
"27.01.2018 13:00 - 27.01.2018 14:00","0","2014"
"27.01.2018 14:00 - 27.01.2018 15:00","0","2013"
"27.01.2018 15:00 - 27.01.2018 16:00","0","2013"
"27.01.2018 16:00 - 27.01.2018 17:00","0","2013"
"27.01.2018 17:00 - 27.01.2018 18:00","0","2013"
"27.01.2018 18:00 - 27.01.2018 19:00","0","2012"
"27.01.2018 19:00 - 27.01.2018 20:00","0","2013"
"27.01.2018 20:00 - 27.01.2018 21:00","0","2012"
"27.01.2018 21:00 - 27.01.2018 22:00","0","2013"
"27.01.2018 22:00 - 27.01.2018 23:00","0","2013"
"27.01.2018 23:00 - 28.01.2018 00:00","0","2013"
"28.01.2018 00:00 - 28.01.2018 01:00","0","1615"
"28.01.2018 01:00 - 28.01.2018 02:00","0","1511"
"28.01.2018 02:00 - 28.01.2018 03:00","0","1511"
"28.01.2018 03:00 - 28.01.2018 04:00","0","1510"
"28.01.2018 04:00 - 28.01.2018 05:00","0","1614"
"28.01.2018 05:00 - 28.01.2018 06:00","0","1614"
"28.01.2018 06:00 - 28.01.2018 07:00","0","1614"
"28.01.2018 07:00 - 28.01.2018 08:00","0","1614"
"28.01.2018 08:00 - 28.01.2018 09:00","0","1614"
"28.01.2018 09:00 - 28.01.2018 10:00","0","1613"
"28.01.2018 10:00 - 28.01.2018 11:00","0","1811"
"28.01.2018 11:00 - 28.01.2018 12:00","0","2014"
"28.01.2018 12:00 - 28.01.2018 13:00","0","2014"
"28.01.2018 13:00 - 28.01.2018 14:00","0","2016"
"28.01.2018 14:00 - 28.01.2018 15:00","0","2015"
"28.01.2018 15:00 - 28.01.2018 16:00","0","2016"
"28.01.2018 16:00 - 28.01.2018 17:00","0","2015"
"28.01.2018 17:00 - 28.01.2018 18:00","0","2015"
"28.01.2018 18:00 - 28.01.2018 19:00","0","2016"
"28.01.2018 19:00 - 28.01.2018 20:00","0","2015"
"28.01.2018 20:00 - 28.01.2018 21:00","0","2015"
"28.01.2018 21:00 - 28.01.2018 22:00","0","2017"
"28.01.2018 22:00 - 28.01.2018 23:00","0","1812"
"28.01.2018 23:00 - 29.01.2018 00:00","0","1370"
"29.01.2018 00:00 - 29.01.2018 01:00","0","1513"
"29.01.2018 01:00 - 29.01.2018 02:00","0","1513"
"29.01.2018 02:00 - 29.01.2018 03:00","0","1514"
"29.01.2018 03:00 - 29.01.2018 04:00","0","1514"
"29.01.2018 04:00 - 29.01.2018 05:00","0","1515"
"29.01.2018 05:00 - 29.01.2018 06:00","0","1514"
"29.01.2018 06:00 - 29.01.2018 07:00","0","1479"
"29.01.2018 07:00 - 29.01.2018 08:00","0","1791"
"29.01.2018 08:00 - 29.01.2018 09:00","0","401"
"29.01.2018 09:00 - 29.01.2018 10:00","0","1907"
"29.01.2018 10:00 - 29.01.2018 11:00","0","1910"
"29.01.2018 11:00 - 29.01.2018 12:00","0","2013"
"29.01.2018 12:00 - 29.01.2018 13:00","0","2015"
"29.01.2018 13:00 - 29.01.2018 14:00","0","2015"
"29.01.2018 14:00 - 29.01.2018 15:00","0","2016"
"29.01.2018 15:00 - 29.01.2018 16:00","0","2017"
"29.01.2018 16:00 - 29.01.2018 17:00","0","2015"
"29.01.2018 17:00 - 29.01.2018 18:00","0","2016"
"29.01.2018 18:00 - 29.01.2018 19:00","0","2016"
"29.01.2018 19:00 - 29.01.2018 20:00","0","2016"
"29.01.2018 20:00 - 29.01.2018 21:00","0","2015"
"29.01.2018 21:00 - 29.01.2018 22:00","0","2015"
"29.01.2018 22:00 - 29.01.2018 23:00","0","2014"
"29.01.2018 23:00 - 30.01.2018 00:00","0","2014"
"30.01.2018 00:00 - 30.01.2018 01:00","0","2015"
"30.01.2018 01:00 - 30.01.2018 02:00","0","1912"
"30.01.2018 02:00 - 30.01.2018 03:00","0","1910"
"30.01.2018 03:00 - 30.01.2018 04:00","0","1910"
"30.01.2018 04:00 - 30.01.2018 05:00","0","1910"
"30.01.2018 05:00 - 30.01.2018 06:00","0","1910"
"30.01.2018 06:00 - 30.01.2018 07:00","0","2013"
"30.01.2018 07:00 - 30.01.2018 08:00","0","2014"
"30.01.2018 08:00 - 30.01.2018 09:00","0","2014"
"30.01.2018 09:00 - 30.01.2018 10:00","0","2013"
"30.01.2018 10:00 - 30.01.2018 11:00","0","2013"
"30.01.2018 11:00 - 30.01.2018 12:00","0","2013"
"30.01.2018 12:00 - 30.01.2018 13:00","0","2013"
"30.01.2018 13:00 - 30.01.2018 14:00","0","2013"
"30.01.2018 14:00 - 30.01.2018 15:00","0","2015"
"30.01.2018 15:00 - 30.01.2018 16:00","0","2016"
"30.01.2018 16:00 - 30.01.2018 17:00","0","2015"
"30.01.2018 17:00 - 30.01.2018 18:00","0","2016"
"30.01.2018 18:00 - 30.01.2018 19:00","0","2015"
"30.01.2018 19:00 - 30.01.2018 20:00","0","2016"
"30.01.2018 20:00 - 30.01.2018 21:00","0","2016"
"30.01.2018 21:00 - 30.01.2018 22:00","0","2015"
"30.01.2018 22:00 - 30.01.2018 23:00","0","2014"
"30.01.2018 23:00 - 31.01.2018 00:00","0","2011"
"31.01.2018 00:00 - 31.01.2018 01:00","0","1712"
"31.01.2018 01:00 - 31.01.2018 02:00","0","1706"
"31.01.2018 02:00 - 31.01.2018 03:00","0","1509"
"31.01.2018 03:00 - 31.01.2018 04:00","0","1509"
"31.01.2018 04:00 - 31.01.2018 05:00","0","1510"
"31.01.2018 05:00 - 31.01.2018 06:00","0","1509"
"31.01.2018 06:00 - 31.01.2018 07:00","0","1709"
"31.01.2018 07:00 - 31.01.2018 08:00","0","2013"
"31.01.2018 08:00 - 31.01.2018 09:00","0","2013"
"31.01.2018 09:00 - 31.01.2018 10:00","0","2014"
"31.01.2018 10:00 - 31.01.2018 11:00","0","2014"
"31.01.2018 11:00 - 31.01.2018 12:00","0","2014"
"31.01.2018 12:00 - 31.01.2018 13:00","0","2014"
"31.01.2018 13:00 - 31.01.2018 14:00","0","2014"
"31.01.2018 14:00 - 31.01.2018 15:00","0","2014"
"31.01.2018 15:00 - 31.01.2018 16:00","0","2016"
"31.01.2018 16:00 - 31.01.2018 17:00","0","2015"
"31.01.2018 17:00 - 31.01.2018 18:00","0","2015"
"31.01.2018 18:00 - 31.01.2018 19:00","0","2015"
"31.01.2018 19:00 - 31.01.2018 20:00","0","2015"
"31.01.2018 20:00 - 31.01.2018 21:00","0","2015"
"31.01.2018 21:00 - 31.01.2018 22:00","0","2013"
"31.01.2018 22:00 - 31.01.2018 23:00","0","2014"
"31.01.2018 23:00 - 01.02.2018 00:00","0","2014"
"01.02.2018 00:00 - 01.02.2018 01:00","0","1615"
"01.02.2018 01:00 - 01.02.2018 02:00","0","1565"
"01.02.2018 02:00 - 01.02.2018 03:00","0","1565"
"01.02.2018 03:00 - 01.02.2018 04:00","0","1565"
"01.02.2018 04:00 - 01.02.2018 05:00","0","1565"
"01.02.2018 05:00 - 01.02.2018 06:00","0","1564"
"01.02.2018 06:00 - 01.02.2018 07:00","0","1610"
"01.02.2018 07:00 - 01.02.2018 08:00","0","2012"
"01.02.2018 08:00 - 01.02.2018 09:00","0","2014"
"01.02.2018 09:00 - 01.02.2018 10:00","0","2013"
"01.02.2018 10:00 - 01.02.2018 11:00","0","2014"
"01.02.2018 11:00 - 01.02.2018 12:00","0","1967"
"01.02.2018 12:00 - 01.02.2018 13:00","0","1898"
"01.02.2018 13:00 - 01.02.2018 14:00","0","2015"
"01.02.2018 14:00 - 01.02.2018 15:00","0","1597"
"01.02.2018 15:00 - 01.02.2018 16:00","0","2014"
"01.02.2018 16:00 - 01.02.2018 17:00","0","1984"
"01.02.2018 17:00 - 01.02.2018 18:00","0","2015"
"01.02.2018 18:00 - 01.02.2018 19:00","0","2016"
"01.02.2018 19:00 - 01.02.2018 20:00","0","2015"
"01.02.2018 20:00 - 01.02.2018 21:00","0","2014"
"01.02.2018 21:00 - 01.02.2018 22:00","0","2014"
"01.02.2018 22:00 - 01.02.2018 23:00","0","2014"
"01.02.2018 23:00 - 02.02.2018 00:00","0","2014"
"02.02.2018 00:00 - 02.02.2018 01:00","0","1812"
"02.02.2018 01:00 - 02.02.2018 02:00","0","1816"
"02.02.2018 02:00 - 02.02.2018 03:00","0","1760"
"02.02.2018 03:00 - 02.02.2018 04:00","0","1758"
"02.02.2018 04:00 - 02.02.2018 05:00","0","1816"
"02.02.2018 05:00 - 02.02.2018 06:00","0","1814"
"02.02.2018 06:00 - 02.02.2018 07:00","0","1911"
"02.02.2018 07:00 - 02.02.2018 08:00","0","2012"
"02.02.2018 08:00 - 02.02.2018 09:00","0","2013"
"02.02.2018 09:00 - 02.02.2018 10:00","0","2012"
"02.02.2018 10:00 - 02.02.2018 11:00","0","2012"
"02.02.2018 11:00 - 02.02.2018 12:00","0","2014"
"02.02.2018 12:00 - 02.02.2018 13:00","0","2012"
"02.02.2018 13:00 - 02.02.2018 14:00","0","2012"
"02.02.2018 14:00 - 02.02.2018 15:00","0","2012"
"02.02.2018 15:00 - 02.02.2018 16:00","0","2013"
"02.02.2018 16:00 - 02.02.2018 17:00","0","2012"
"02.02.2018 17:00 - 02.02.2018 18:00","0","2012"
"02.02.2018 18:00 - 02.02.2018 19:00","0","2012"
"02.02.2018 19:00 - 02.02.2018 20:00","0","2014"
"02.02.2018 20:00 - 02.02.2018 21:00","0","2013"
"02.02.2018 21:00 - 02.02.2018 22:00","0","2013"
"02.02.2018 22:00 - 02.02.2018 23:00","0","2012"
"02.02.2018 23:00 - 03.02.2018 00:00","0","2013"
"03.02.2018 00:00 - 03.02.2018 01:00","0","2013"
"03.02.2018 01:00 - 03.02.2018 02:00","0","2012"
"03.02.2018 02:00 - 03.02.2018 03:00","0","2011"
"03.02.2018 03:00 - 03.02.2018 04:00","0","2013"
"03.02.2018 04:00 - 03.02.2018 05:00","0","2013"
"03.02.2018 05:00 - 03.02.2018 06:00","0","2013"
"03.02.2018 06:00 - 03.02.2018 07:00","0","2013"
"03.02.2018 07:00 - 03.02.2018 08:00","0","2014"
"03.02.2018 08:00 - 03.02.2018 09:00","0","2014"
"03.02.2018 09:00 - 03.02.2018 10:00","0","2013"
"03.02.2018 10:00 - 03.02.2018 11:00","0","2013"
"03.02.2018 11:00 - 03.02.2018 12:00","0","2012"
"03.02.2018 12:00 - 03.02.2018 13:00","0","2012"
"03.02.2018 13:00 - 03.02.2018 14:00","0","1984"
"03.02.2018 14:00 - 03.02.2018 15:00","0","2013"
"03.02.2018 15:00 - 03.02.2018 16:00","0","2013"
"03.02.2018 16:00 - 03.02.2018 17:00","0","2013"
"03.02.2018 17:00 - 03.02.2018 18:00","0","2013"
"03.02.2018 18:00 - 03.02.2018 19:00","0","2014"
"03.02.2018 19:00 - 03.02.2018 20:00","0","2013"
"03.02.2018 20:00 - 03.02.2018 21:00","0","2013"
"03.02.2018 21:00 - 03.02.2018 22:00","0","2013"
"03.02.2018 22:00 - 03.02.2018 23:00","0","2013"
"03.02.2018 23:00 - 04.02.2018 00:00","0","2012"
"04.02.2018 00:00 - 04.02.2018 01:00","0","2011"
"04.02.2018 01:00 - 04.02.2018 02:00","0","2011"
"04.02.2018 02:00 - 04.02.2018 03:00","0","2011"
"04.02.2018 03:00 - 04.02.2018 04:00","0","2012"
"04.02.2018 04:00 - 04.02.2018 05:00","0","2013"
"04.02.2018 05:00 - 04.02.2018 06:00","0","2012"
"04.02.2018 06:00 - 04.02.2018 07:00","0","2010"
"04.02.2018 07:00 - 04.02.2018 08:00","0","2011"
"04.02.2018 08:00 - 04.02.2018 09:00","0","2011"
"04.02.2018 09:00 - 04.02.2018 10:00","0","2011"
"04.02.2018 10:00 - 04.02.2018 11:00","0","2012"
"04.02.2018 11:00 - 04.02.2018 12:00","0","2013"
"04.02.2018 12:00 - 04.02.2018 13:00","0","2012"
"04.02.2018 13:00 - 04.02.2018 14:00","0","2011"
"04.02.2018 14:00 - 04.02.2018 15:00","0","2013"
"04.02.2018 15:00 - 04.02.2018 16:00","0","2013"
"04.02.2018 16:00 - 04.02.2018 17:00","0","2013"
"04.02.2018 17:00 - 04.02.2018 18:00","0","2013"
"04.02.2018 18:00 - 04.02.2018 19:00","0","2013"
"04.02.2018 19:00 - 04.02.2018 20:00","0","2011"
"04.02.2018 20:00 - 04.02.2018 21:00","0","2011"
"04.02.2018 21:00 - 04.02.2018 22:00","0","2011"
"04.02.2018 22:00 - 04.02.2018 23:00","0","2012"
"04.02.2018 23:00 - 05.02.2018 00:00","0","2012"
"05.02.2018 00:00 - 05.02.2018 01:00","0","2013"
"05.02.2018 01:00 - 05.02.2018 02:00","0","2012"
"05.02.2018 02:00 - 05.02.2018 03:00","0","2012"
"05.02.2018 03:00 - 05.02.2018 04:00","0","2013"
"05.02.2018 04:00 - 05.02.2018 05:00","0","2011"
"05.02.2018 05:00 - 05.02.2018 06:00","0","2012"
"05.02.2018 06:00 - 05.02.2018 07:00","0","2012"
"05.02.2018 07:00 - 05.02.2018 08:00","0","2012"
"05.02.2018 08:00 - 05.02.2018 09:00","0","2011"
"05.02.2018 09:00 - 05.02.2018 10:00","0","2011"
"05.02.2018 10:00 - 05.02.2018 11:00","0","2012"
"05.02.2018 11:00 - 05.02.2018 12:00","0","2011"
"05.02.2018 12:00 - 05.02.2018 13:00","0","2012"
"05.02.2018 13:00 - 05.02.2018 14:00","0","2012"
"05.02.2018 14:00 - 05.02.2018 15:00","0","1912"
"05.02.2018 15:00 - 05.02.2018 16:00","0","1911"
"05.02.2018 16:00 - 05.02.2018 17:00","0","2011"
"05.02.2018 17:00 - 05.02.2018 18:00","0","2013"
"05.02.2018 18:00 - 05.02.2018 19:00","0","2012"
"05.02.2018 19:00 - 05.02.2018 20:00","0","2011"
"05.02.2018 20:00 - 05.02.2018 21:00","0","2013"
"05.02.2018 21:00 - 05.02.2018 22:00","0","2011"
"05.02.2018 22:00 - 05.02.2018 23:00","0","2012"
"05.02.2018 23:00 - 06.02.2018 00:00","0","2012"
"06.02.2018 00:00 - 06.02.2018 01:00","0","2012"
"06.02.2018 01:00 - 06.02.2018 02:00","0","2011"
"06.02.2018 02:00 - 06.02.2018 03:00","0","2011"
"06.02.2018 03:00 - 06.02.2018 04:00","0","2011"
"06.02.2018 04:00 - 06.02.2018 05:00","0","2012"
"06.02.2018 05:00 - 06.02.2018 06:00","0","2012"
"06.02.2018 06:00 - 06.02.2018 07:00","0","1962"
"06.02.2018 07:00 - 06.02.2018 08:00","0","1063"
"06.02.2018 08:00 - 06.02.2018 09:00","0","1127"
"06.02.2018 09:00 - 06.02.2018 10:00","0","1227"
"06.02.2018 10:00 - 06.02.2018 11:00","0","433"
"06.02.2018 11:00 - 06.02.2018 12:00","128","0"
"06.02.2018 12:00 - 06.02.2018 13:00","225","0"
"06.02.2018 13:00 - 06.02.2018 14:00","688","0"
"06.02.2018 14:00 - 06.02.2018 15:00","1188","0"
"06.02.2018 15:00 - 06.02.2018 16:00","609","0"
"06.02.2018 16:00 - 06.02.2018 17:00","0","396"
"06.02.2018 17:00 - 06.02.2018 18:00","0","1526"
"06.02.2018 18:00 - 06.02.2018 19:00","0","1906"
"06.02.2018 19:00 - 06.02.2018 20:00","0","1910"
"06.02.2018 20:00 - 06.02.2018 21:00","0","2009"
"06.02.2018 21:00 - 06.02.2018 22:00","0","2010"
"06.02.2018 22:00 - 06.02.2018 23:00","0","2010"
"06.02.2018 23:00 - 07.02.2018 00:00","0","2011"
"07.02.2018 00:00 - 07.02.2018 01:00","0","2010"
"07.02.2018 01:00 - 07.02.2018 02:00","0","2010"
"07.02.2018 02:00 - 07.02.2018 03:00","0","2010"
"07.02.2018 03:00 - 07.02.2018 04:00","0","2011"
"07.02.2018 04:00 - 07.02.2018 05:00","0","2011"
"07.02.2018 05:00 - 07.02.2018 06:00","0","2011"
"07.02.2018 06:00 - 07.02.2018 07:00","0","1818"
"07.02.2018 07:00 - 07.02.2018 08:00","0","1312"
"07.02.2018 08:00 - 07.02.2018 09:00","0","1204"
"07.02.2018 09:00 - 07.02.2018 10:00","0","1144"
