"Time (CET)","Hungary (HU) > Croatia (HR) [MW]","Croatia (HR) > Hungary (HU) [MW]"
"10.07.2018 03:00 - 10.07.2018 04:00","534","0"
"10.07.2018 04:00 - 10.07.2018 05:00","560","0"
"10.07.2018 05:00 - 10.07.2018 06:00","514","0"
"10.07.2018 06:00 - 10.07.2018 07:00","259","0"
"10.07.2018 07:00 - 10.07.2018 08:00","0","16"
"10.07.2018 08:00 - 10.07.2018 09:00","0","27"
"10.07.2018 09:00 - 10.07.2018 10:00","0","28"
"10.07.2018 10:00 - 10.07.2018 11:00","50","0"
"10.07.2018 11:00 - 10.07.2018 12:00","31","0"
"10.07.2018 12:00 - 10.07.2018 13:00","20","0"
"10.07.2018 13:00 - 10.07.2018 14:00","144","0"
"10.07.2018 14:00 - 10.07.2018 15:00","183","0"
"10.07.2018 15:00 - 10.07.2018 16:00","197","0"
"10.07.2018 16:00 - 10.07.2018 17:00","163","0"
"10.07.2018 17:00 - 10.07.2018 18:00","177","0"
"10.07.2018 18:00 - 10.07.2018 19:00","142","0"
"10.07.2018 19:00 - 10.07.2018 20:00","206","0"
"10.07.2018 20:00 - 10.07.2018 21:00","275","0"
"10.07.2018 21:00 - 10.07.2018 22:00","378","0"
"10.07.2018 22:00 - 10.07.2018 23:00","541","0"
"10.07.2018 23:00 - 11.07.2018 00:00","687","0"
"11.07.2018 00:00 - 11.07.2018 01:00","849","0"
"11.07.2018 01:00 - 11.07.2018 02:00","811","0"
"11.07.2018 02:00 - 11.07.2018 03:00","755","0"
"11.07.2018 03:00 - 11.07.2018 04:00","725","0"
"11.07.2018 04:00 - 11.07.2018 05:00","694","0"
"11.07.2018 05:00 - 11.07.2018 06:00","625","0"
"11.07.2018 06:00 - 11.07.2018 07:00","405","0"
"11.07.2018 07:00 - 11.07.2018 08:00","149","0"
"11.07.2018 08:00 - 11.07.2018 09:00","101","0"
"11.07.2018 09:00 - 11.07.2018 10:00","78","0"
"11.07.2018 10:00 - 11.07.2018 11:00","46","0"
"11.07.2018 11:00 - 11.07.2018 12:00","50","0"
"11.07.2018 12:00 - 11.07.2018 13:00","86","0"
"11.07.2018 13:00 - 11.07.2018 14:00","135","0"
"11.07.2018 14:00 - 11.07.2018 15:00","150","0"
"11.07.2018 15:00 - 11.07.2018 16:00","206","0"
"11.07.2018 16:00 - 11.07.2018 17:00","270","0"
"11.07.2018 17:00 - 11.07.2018 18:00","275","0"
"11.07.2018 18:00 - 11.07.2018 19:00","227","0"
"11.07.2018 19:00 - 11.07.2018 20:00","193","0"
"11.07.2018 20:00 - 11.07.2018 21:00","277","0"
"11.07.2018 21:00 - 11.07.2018 22:00","375","0"
"11.07.2018 22:00 - 11.07.2018 23:00","585","0"
"11.07.2018 23:00 - 12.07.2018 00:00","797","0"
"12.07.2018 00:00 - 12.07.2018 01:00","898","0"
"12.07.2018 01:00 - 12.07.2018 02:00","904","0"
"12.07.2018 02:00 - 12.07.2018 03:00","765","0"
"12.07.2018 03:00 - 12.07.2018 04:00","745","0"
"12.07.2018 04:00 - 12.07.2018 05:00","783","0"
"12.07.2018 05:00 - 12.07.2018 06:00","756","0"
"12.07.2018 06:00 - 12.07.2018 07:00","602","0"
"12.07.2018 07:00 - 12.07.2018 08:00","363","0"
"12.07.2018 08:00 - 12.07.2018 09:00","320","0"
"12.07.2018 09:00 - 12.07.2018 10:00","286","0"
"12.07.2018 10:00 - 12.07.2018 11:00","231","0"
"12.07.2018 11:00 - 12.07.2018 12:00","263","0"
"12.07.2018 12:00 - 12.07.2018 13:00","332","0"
"12.07.2018 13:00 - 12.07.2018 14:00","368","0"
"12.07.2018 14:00 - 12.07.2018 15:00","396","0"
"12.07.2018 15:00 - 12.07.2018 16:00","461","0"
"12.07.2018 16:00 - 12.07.2018 17:00","449","0"
"12.07.2018 17:00 - 12.07.2018 18:00","422","0"
"12.07.2018 18:00 - 12.07.2018 19:00","394","0"
"12.07.2018 19:00 - 12.07.2018 20:00","416","0"
"12.07.2018 20:00 - 12.07.2018 21:00","454","0"
"12.07.2018 21:00 - 12.07.2018 22:00","535","0"
"12.07.2018 22:00 - 12.07.2018 23:00","709","0"
"12.07.2018 23:00 - 13.07.2018 00:00","950","0"
"13.07.2018 00:00 - 13.07.2018 01:00","921","0"
"13.07.2018 01:00 - 13.07.2018 02:00","912","0"
"13.07.2018 02:00 - 13.07.2018 03:00","846","0"
"13.07.2018 03:00 - 13.07.2018 04:00","796","0"
"13.07.2018 04:00 - 13.07.2018 05:00","838","0"
"13.07.2018 05:00 - 13.07.2018 06:00","759","0"
"13.07.2018 06:00 - 13.07.2018 07:00","423","0"
"13.07.2018 07:00 - 13.07.2018 08:00","101","0"
"13.07.2018 08:00 - 13.07.2018 09:00","99","0"
"13.07.2018 09:00 - 13.07.2018 10:00","219","0"
"13.07.2018 10:00 - 13.07.2018 11:00","300","0"
"13.07.2018 11:00 - 13.07.2018 12:00","340","0"
"13.07.2018 12:00 - 13.07.2018 13:00","320","0"
"13.07.2018 13:00 - 13.07.2018 14:00","326","0"
"13.07.2018 14:00 - 13.07.2018 15:00","305","0"
"13.07.2018 15:00 - 13.07.2018 16:00","248","0"
"13.07.2018 16:00 - 13.07.2018 17:00","227","0"
"13.07.2018 17:00 - 13.07.2018 18:00","258","0"
"13.07.2018 18:00 - 13.07.2018 19:00","301","0"
"13.07.2018 19:00 - 13.07.2018 20:00","321","0"
"13.07.2018 20:00 - 13.07.2018 21:00","410","0"
"13.07.2018 21:00 - 13.07.2018 22:00","495","0"
"13.07.2018 22:00 - 13.07.2018 23:00","634","0"
"13.07.2018 23:00 - 14.07.2018 00:00","749","0"
"14.07.2018 00:00 - 14.07.2018 01:00","759","0"
"14.07.2018 01:00 - 14.07.2018 02:00","690","0"
"14.07.2018 02:00 - 14.07.2018 03:00","663","0"
"14.07.2018 03:00 - 14.07.2018 04:00","651","0"
"14.07.2018 04:00 - 14.07.2018 05:00","649","0"
"14.07.2018 05:00 - 14.07.2018 06:00","643","0"
"14.07.2018 06:00 - 14.07.2018 07:00","503","0"
"14.07.2018 07:00 - 14.07.2018 08:00","501","0"
"14.07.2018 08:00 - 14.07.2018 09:00","461","0"
"14.07.2018 09:00 - 14.07.2018 10:00","502","0"
"14.07.2018 10:00 - 14.07.2018 11:00","565","0"
"14.07.2018 11:00 - 14.07.2018 12:00","627","0"
"14.07.2018 12:00 - 14.07.2018 13:00","647","0"
"14.07.2018 13:00 - 14.07.2018 14:00","623","0"
"14.07.2018 14:00 - 14.07.2018 15:00","607","0"
"14.07.2018 15:00 - 14.07.2018 16:00","583","0"
"14.07.2018 16:00 - 14.07.2018 17:00","561","0"
"14.07.2018 17:00 - 14.07.2018 18:00","477","0"
"14.07.2018 18:00 - 14.07.2018 19:00","442","0"
"14.07.2018 19:00 - 14.07.2018 20:00","408","0"
"14.07.2018 20:00 - 14.07.2018 21:00","380","0"
"14.07.2018 21:00 - 14.07.2018 22:00","398","0"
"14.07.2018 22:00 - 14.07.2018 23:00","434","0"
"14.07.2018 23:00 - 15.07.2018 00:00","613","0"
"15.07.2018 00:00 - 15.07.2018 01:00","694","0"
"15.07.2018 01:00 - 15.07.2018 02:00","720","0"
"15.07.2018 02:00 - 15.07.2018 03:00","653","0"
"15.07.2018 03:00 - 15.07.2018 04:00","640","0"
"15.07.2018 04:00 - 15.07.2018 05:00","663","0"
"15.07.2018 05:00 - 15.07.2018 06:00","616","0"
"15.07.2018 06:00 - 15.07.2018 07:00","491","0"
"15.07.2018 07:00 - 15.07.2018 08:00","434","0"
"15.07.2018 08:00 - 15.07.2018 09:00","534","0"
"15.07.2018 09:00 - 15.07.2018 10:00","555","0"
"15.07.2018 10:00 - 15.07.2018 11:00","551","0"
"15.07.2018 11:00 - 15.07.2018 12:00","644","0"
"15.07.2018 12:00 - 15.07.2018 13:00","708","0"
"15.07.2018 13:00 - 15.07.2018 14:00","662","0"
"15.07.2018 14:00 - 15.07.2018 15:00","626","0"
"15.07.2018 15:00 - 15.07.2018 16:00","595","0"
"15.07.2018 16:00 - 15.07.2018 17:00","617","0"
"15.07.2018 17:00 - 15.07.2018 18:00","622","0"
"15.07.2018 18:00 - 15.07.2018 19:00","509","0"
"15.07.2018 19:00 - 15.07.2018 20:00","338","0"
"15.07.2018 20:00 - 15.07.2018 21:00","319","0"
"15.07.2018 21:00 - 15.07.2018 22:00","389","0"
"15.07.2018 22:00 - 15.07.2018 23:00","464","0"
"15.07.2018 23:00 - 16.07.2018 00:00","655","0"
"16.07.2018 00:00 - 16.07.2018 01:00","766","0"
"16.07.2018 01:00 - 16.07.2018 02:00","743","0"
"16.07.2018 02:00 - 16.07.2018 03:00","713","0"
"16.07.2018 03:00 - 16.07.2018 04:00","693","0"
"16.07.2018 04:00 - 16.07.2018 05:00","648","0"
"16.07.2018 05:00 - 16.07.2018 06:00","561","0"
"16.07.2018 06:00 - 16.07.2018 07:00","348","0"
"16.07.2018 07:00 - 16.07.2018 08:00","283","0"
"16.07.2018 08:00 - 16.07.2018 09:00","259","0"
"16.07.2018 09:00 - 16.07.2018 10:00","285","0"
"16.07.2018 10:00 - 16.07.2018 11:00","266","0"
"16.07.2018 11:00 - 16.07.2018 12:00","293","0"
"16.07.2018 12:00 - 16.07.2018 13:00","357","0"
"16.07.2018 13:00 - 16.07.2018 14:00","396","0"
"16.07.2018 14:00 - 16.07.2018 15:00","412","0"
"16.07.2018 15:00 - 16.07.2018 16:00","375","0"
"16.07.2018 16:00 - 16.07.2018 17:00","398","0"
"16.07.2018 17:00 - 16.07.2018 18:00","325","0"
"16.07.2018 18:00 - 16.07.2018 19:00","245","0"
"16.07.2018 19:00 - 16.07.2018 20:00","158","0"
"16.07.2018 20:00 - 16.07.2018 21:00","244","0"
"16.07.2018 21:00 - 16.07.2018 22:00","285","0"
"16.07.2018 22:00 - 16.07.2018 23:00","397","0"
"16.07.2018 23:00 - 17.07.2018 00:00","611","0"
"17.07.2018 00:00 - 17.07.2018 01:00","740","0"
"17.07.2018 01:00 - 17.07.2018 02:00","756","0"
"17.07.2018 02:00 - 17.07.2018 03:00","791","0"
"17.07.2018 03:00 - 17.07.2018 04:00","725","0"
"17.07.2018 04:00 - 17.07.2018 05:00","706","0"
"17.07.2018 05:00 - 17.07.2018 06:00","671","0"
"17.07.2018 06:00 - 17.07.2018 07:00","411","0"
"17.07.2018 07:00 - 17.07.2018 08:00","236","0"
"17.07.2018 08:00 - 17.07.2018 09:00","186","0"
"17.07.2018 09:00 - 17.07.2018 10:00","247","0"
"17.07.2018 10:00 - 17.07.2018 11:00","317","0"
"17.07.2018 11:00 - 17.07.2018 12:00","382","0"
"17.07.2018 12:00 - 17.07.2018 13:00","475","0"
"17.07.2018 13:00 - 17.07.2018 14:00","520","0"
"17.07.2018 14:00 - 17.07.2018 15:00","576","0"
"17.07.2018 15:00 - 17.07.2018 16:00","575","0"
"17.07.2018 16:00 - 17.07.2018 17:00","576","0"
"17.07.2018 17:00 - 17.07.2018 18:00","489","0"
"17.07.2018 18:00 - 17.07.2018 19:00","398","0"
"17.07.2018 19:00 - 17.07.2018 20:00","377","0"
"17.07.2018 20:00 - 17.07.2018 21:00","420","0"
"17.07.2018 21:00 - 17.07.2018 22:00","452","0"
"17.07.2018 22:00 - 17.07.2018 23:00","567","0"
"17.07.2018 23:00 - 18.07.2018 00:00","766","0"
"18.07.2018 00:00 - 18.07.2018 01:00","802","0"
"18.07.2018 01:00 - 18.07.2018 02:00","781","0"
"18.07.2018 02:00 - 18.07.2018 03:00","785","0"
"18.07.2018 03:00 - 18.07.2018 04:00","831","0"
"18.07.2018 04:00 - 18.07.2018 05:00","870","0"
"18.07.2018 05:00 - 18.07.2018 06:00","806","0"
"18.07.2018 06:00 - 18.07.2018 07:00","448","0"
"18.07.2018 07:00 - 18.07.2018 08:00","409","0"
"18.07.2018 08:00 - 18.07.2018 09:00","395","0"
"18.07.2018 09:00 - 18.07.2018 10:00","535","0"
"18.07.2018 10:00 - 18.07.2018 11:00","539","0"
"18.07.2018 11:00 - 18.07.2018 12:00","577","0"
"18.07.2018 12:00 - 18.07.2018 13:00","551","0"
"18.07.2018 13:00 - 18.07.2018 14:00","622","0"
"18.07.2018 14:00 - 18.07.2018 15:00","595","0"
"18.07.2018 15:00 - 18.07.2018 16:00","565","0"
"18.07.2018 16:00 - 18.07.2018 17:00","598","0"
"18.07.2018 17:00 - 18.07.2018 18:00","668","0"
"18.07.2018 18:00 - 18.07.2018 19:00","654","0"
"18.07.2018 19:00 - 18.07.2018 20:00","367","0"
"18.07.2018 20:00 - 18.07.2018 21:00","392","0"
"18.07.2018 21:00 - 18.07.2018 22:00","508","0"
"18.07.2018 22:00 - 18.07.2018 23:00","608","0"
"18.07.2018 23:00 - 19.07.2018 00:00","753","0"
"19.07.2018 00:00 - 19.07.2018 01:00","743","0"
"19.07.2018 01:00 - 19.07.2018 02:00","795","0"
"19.07.2018 02:00 - 19.07.2018 03:00","810","0"
"19.07.2018 03:00 - 19.07.2018 04:00","765","0"
"19.07.2018 04:00 - 19.07.2018 05:00","761","0"
"19.07.2018 05:00 - 19.07.2018 06:00","719","0"
"19.07.2018 06:00 - 19.07.2018 07:00","456","0"
"19.07.2018 07:00 - 19.07.2018 08:00","344","0"
"19.07.2018 08:00 - 19.07.2018 09:00","358","0"
"19.07.2018 09:00 - 19.07.2018 10:00","442","0"
"19.07.2018 10:00 - 19.07.2018 11:00","493","0"
"19.07.2018 11:00 - 19.07.2018 12:00","436","0"
"19.07.2018 12:00 - 19.07.2018 13:00","420","0"
"19.07.2018 13:00 - 19.07.2018 14:00","450","0"
"19.07.2018 14:00 - 19.07.2018 15:00","481","0"
"19.07.2018 15:00 - 19.07.2018 16:00","466","0"
"19.07.2018 16:00 - 19.07.2018 17:00","480","0"
"19.07.2018 17:00 - 19.07.2018 18:00","400","0"
"19.07.2018 18:00 - 19.07.2018 19:00","315","0"
"19.07.2018 19:00 - 19.07.2018 20:00","255","0"
"19.07.2018 20:00 - 19.07.2018 21:00","346","0"
"19.07.2018 21:00 - 19.07.2018 22:00","479","0"
"19.07.2018 22:00 - 19.07.2018 23:00","612","0"
"19.07.2018 23:00 - 20.07.2018 00:00","689","0"
"20.07.2018 00:00 - 20.07.2018 01:00","809","0"
"20.07.2018 01:00 - 20.07.2018 02:00","746","0"
"20.07.2018 02:00 - 20.07.2018 03:00","679","0"
"20.07.2018 03:00 - 20.07.2018 04:00","681","0"
"20.07.2018 04:00 - 20.07.2018 05:00","712","0"
"20.07.2018 05:00 - 20.07.2018 06:00","672","0"
"20.07.2018 06:00 - 20.07.2018 07:00","343","0"
"20.07.2018 07:00 - 20.07.2018 08:00","183","0"
"20.07.2018 08:00 - 20.07.2018 09:00","150","0"
"20.07.2018 09:00 - 20.07.2018 10:00","220","0"
"20.07.2018 10:00 - 20.07.2018 11:00","253","0"
"20.07.2018 11:00 - 20.07.2018 12:00","333","0"
"20.07.2018 12:00 - 20.07.2018 13:00","373","0"
"20.07.2018 13:00 - 20.07.2018 14:00","403","0"
"20.07.2018 14:00 - 20.07.2018 15:00","494","0"
"20.07.2018 15:00 - 20.07.2018 16:00","457","0"
"20.07.2018 16:00 - 20.07.2018 17:00","417","0"
"20.07.2018 17:00 - 20.07.2018 18:00","313","0"
"20.07.2018 18:00 - 20.07.2018 19:00","177","0"
"20.07.2018 19:00 - 20.07.2018 20:00","130","0"
"20.07.2018 20:00 - 20.07.2018 21:00","320","0"
"20.07.2018 21:00 - 20.07.2018 22:00","383","0"
"20.07.2018 22:00 - 20.07.2018 23:00","594","0"
"20.07.2018 23:00 - 21.07.2018 00:00","766","0"
"21.07.2018 00:00 - 21.07.2018 01:00","794","0"
"21.07.2018 01:00 - 21.07.2018 02:00","807","0"
"21.07.2018 02:00 - 21.07.2018 03:00","825","0"
"21.07.2018 03:00 - 21.07.2018 04:00","829","0"
"21.07.2018 04:00 - 21.07.2018 05:00","804","0"
"21.07.2018 05:00 - 21.07.2018 06:00","766","0"
"21.07.2018 06:00 - 21.07.2018 07:00","553","0"
"21.07.2018 07:00 - 21.07.2018 08:00","422","0"
"21.07.2018 08:00 - 21.07.2018 09:00","461","0"
"21.07.2018 09:00 - 21.07.2018 10:00","482","0"
"21.07.2018 10:00 - 21.07.2018 11:00","459","0"
"21.07.2018 11:00 - 21.07.2018 12:00","443","0"
"21.07.2018 12:00 - 21.07.2018 13:00","489","0"
"21.07.2018 13:00 - 21.07.2018 14:00","542","0"
"21.07.2018 14:00 - 21.07.2018 15:00","577","0"
"21.07.2018 15:00 - 21.07.2018 16:00","541","0"
"21.07.2018 16:00 - 21.07.2018 17:00","430","0"
"21.07.2018 17:00 - 21.07.2018 18:00","440","0"
"21.07.2018 18:00 - 21.07.2018 19:00","450","0"
"21.07.2018 19:00 - 21.07.2018 20:00","414","0"
"21.07.2018 20:00 - 21.07.2018 21:00","407","0"
"21.07.2018 21:00 - 21.07.2018 22:00","449","0"
"21.07.2018 22:00 - 21.07.2018 23:00","567","0"
"21.07.2018 23:00 - 22.07.2018 00:00","623","0"
"22.07.2018 00:00 - 22.07.2018 01:00","716","0"
"22.07.2018 01:00 - 22.07.2018 02:00","722","0"
"22.07.2018 02:00 - 22.07.2018 03:00","687","0"
"22.07.2018 03:00 - 22.07.2018 04:00","668","0"
"22.07.2018 04:00 - 22.07.2018 05:00","660","0"
"22.07.2018 05:00 - 22.07.2018 06:00","647","0"
"22.07.2018 06:00 - 22.07.2018 07:00","460","0"
"22.07.2018 07:00 - 22.07.2018 08:00","475","0"
"22.07.2018 08:00 - 22.07.2018 09:00","416","0"
"22.07.2018 09:00 - 22.07.2018 10:00","357","0"
"22.07.2018 10:00 - 22.07.2018 11:00","310","0"
"22.07.2018 11:00 - 22.07.2018 12:00","387","0"
"22.07.2018 12:00 - 22.07.2018 13:00","524","0"
"22.07.2018 13:00 - 22.07.2018 14:00","566","0"
"22.07.2018 14:00 - 22.07.2018 15:00","539","0"
"22.07.2018 15:00 - 22.07.2018 16:00","572","0"
"22.07.2018 16:00 - 22.07.2018 17:00","594","0"
"22.07.2018 17:00 - 22.07.2018 18:00","556","0"
"22.07.2018 18:00 - 22.07.2018 19:00","510","0"
"22.07.2018 19:00 - 22.07.2018 20:00","503","0"
"22.07.2018 20:00 - 22.07.2018 21:00","540","0"
"22.07.2018 21:00 - 22.07.2018 22:00","594","0"
"22.07.2018 22:00 - 22.07.2018 23:00","625","0"
"22.07.2018 23:00 - 23.07.2018 00:00","792","0"
"23.07.2018 00:00 - 23.07.2018 01:00","923","0"
"23.07.2018 01:00 - 23.07.2018 02:00","919","0"
"23.07.2018 02:00 - 23.07.2018 03:00","892","0"
"23.07.2018 03:00 - 23.07.2018 04:00","891","0"
"23.07.2018 04:00 - 23.07.2018 05:00","877","0"
"23.07.2018 05:00 - 23.07.2018 06:00","784","0"
"23.07.2018 06:00 - 23.07.2018 07:00","480","0"
"23.07.2018 07:00 - 23.07.2018 08:00","237","0"
"23.07.2018 08:00 - 23.07.2018 09:00","221","0"
"23.07.2018 09:00 - 23.07.2018 10:00","229","0"
"23.07.2018 10:00 - 23.07.2018 11:00","292","0"
"23.07.2018 11:00 - 23.07.2018 12:00","379","0"
"23.07.2018 12:00 - 23.07.2018 13:00","495","0"
"23.07.2018 13:00 - 23.07.2018 14:00","482","0"
"23.07.2018 14:00 - 23.07.2018 15:00","456","0"
"23.07.2018 15:00 - 23.07.2018 16:00","425","0"
"23.07.2018 16:00 - 23.07.2018 17:00","508","0"
"23.07.2018 17:00 - 23.07.2018 18:00","363","0"
"23.07.2018 18:00 - 23.07.2018 19:00","246","0"
"23.07.2018 19:00 - 23.07.2018 20:00","210","0"
"23.07.2018 20:00 - 23.07.2018 21:00","342","0"
"23.07.2018 21:00 - 23.07.2018 22:00","318","0"
"23.07.2018 22:00 - 23.07.2018 23:00","445","0"
"23.07.2018 23:00 - 24.07.2018 00:00","663","0"
"24.07.2018 00:00 - 24.07.2018 01:00","741","0"
"24.07.2018 01:00 - 24.07.2018 02:00","731","0"
"24.07.2018 02:00 - 24.07.2018 03:00","728","0"
"24.07.2018 03:00 - 24.07.2018 04:00","702","0"
"24.07.2018 04:00 - 24.07.2018 05:00","667","0"
"24.07.2018 05:00 - 24.07.2018 06:00","565","0"
"24.07.2018 06:00 - 24.07.2018 07:00","372","0"
"24.07.2018 07:00 - 24.07.2018 08:00","250","0"
"24.07.2018 08:00 - 24.07.2018 09:00","141","0"
"24.07.2018 09:00 - 24.07.2018 10:00","232","0"
"24.07.2018 10:00 - 24.07.2018 11:00","328","0"
"24.07.2018 11:00 - 24.07.2018 12:00","360","0"
"24.07.2018 12:00 - 24.07.2018 13:00","436","0"
"24.07.2018 13:00 - 24.07.2018 14:00","461","0"
"24.07.2018 14:00 - 24.07.2018 15:00","468","0"
"24.07.2018 15:00 - 24.07.2018 16:00","395","0"
"24.07.2018 16:00 - 24.07.2018 17:00","369","0"
"24.07.2018 17:00 - 24.07.2018 18:00","274","0"
"24.07.2018 18:00 - 24.07.2018 19:00","203","0"
"24.07.2018 19:00 - 24.07.2018 20:00","119","0"
"24.07.2018 20:00 - 24.07.2018 21:00","108","0"
"24.07.2018 21:00 - 24.07.2018 22:00","259","0"
"24.07.2018 22:00 - 24.07.2018 23:00","364","0"
"24.07.2018 23:00 - 25.07.2018 00:00","646","0"
"25.07.2018 00:00 - 25.07.2018 01:00","749","0"
"25.07.2018 01:00 - 25.07.2018 02:00","740","0"
"25.07.2018 02:00 - 25.07.2018 03:00","735","0"
"25.07.2018 03:00 - 25.07.2018 04:00","666","0"
"25.07.2018 04:00 - 25.07.2018 05:00","645","0"
"25.07.2018 05:00 - 25.07.2018 06:00","676","0"
"25.07.2018 06:00 - 25.07.2018 07:00","383","0"
"25.07.2018 07:00 - 25.07.2018 08:00","145","0"
"25.07.2018 08:00 - 25.07.2018 09:00","89","0"
"25.07.2018 09:00 - 25.07.2018 10:00","66","0"
"25.07.2018 10:00 - 25.07.2018 11:00","210","0"
"25.07.2018 11:00 - 25.07.2018 12:00","297","0"
"25.07.2018 12:00 - 25.07.2018 13:00","347","0"
"25.07.2018 13:00 - 25.07.2018 14:00","342","0"
"25.07.2018 14:00 - 25.07.2018 15:00","301","0"
"25.07.2018 15:00 - 25.07.2018 16:00","265","0"
"25.07.2018 16:00 - 25.07.2018 17:00","311","0"
"25.07.2018 17:00 - 25.07.2018 18:00","271","0"
"25.07.2018 18:00 - 25.07.2018 19:00","115","0"
"25.07.2018 19:00 - 25.07.2018 20:00","133","0"
"25.07.2018 20:00 - 25.07.2018 21:00","179","0"
"25.07.2018 21:00 - 25.07.2018 22:00","215","0"
"25.07.2018 22:00 - 25.07.2018 23:00","485","0"
"25.07.2018 23:00 - 26.07.2018 00:00","726","0"
"26.07.2018 00:00 - 26.07.2018 01:00","777","0"
"26.07.2018 01:00 - 26.07.2018 02:00","796","0"
"26.07.2018 02:00 - 26.07.2018 03:00","724","0"
"26.07.2018 03:00 - 26.07.2018 04:00","691","0"
"26.07.2018 04:00 - 26.07.2018 05:00","676","0"
"26.07.2018 05:00 - 26.07.2018 06:00","611","0"
"26.07.2018 06:00 - 26.07.2018 07:00","362","0"
"26.07.2018 07:00 - 26.07.2018 08:00","244","0"
"26.07.2018 08:00 - 26.07.2018 09:00","229","0"
"26.07.2018 09:00 - 26.07.2018 10:00","175","0"
"26.07.2018 10:00 - 26.07.2018 11:00","185","0"
"26.07.2018 11:00 - 26.07.2018 12:00","192","0"
"26.07.2018 12:00 - 26.07.2018 13:00","227","0"
"26.07.2018 13:00 - 26.07.2018 14:00","199","0"
"26.07.2018 14:00 - 26.07.2018 15:00","208","0"
"26.07.2018 15:00 - 26.07.2018 16:00","205","0"
"26.07.2018 16:00 - 26.07.2018 17:00","306","0"
"26.07.2018 17:00 - 26.07.2018 18:00","359","0"
"26.07.2018 18:00 - 26.07.2018 19:00","239","0"
"26.07.2018 19:00 - 26.07.2018 20:00","304","0"
"26.07.2018 20:00 - 26.07.2018 21:00","430","0"
"26.07.2018 21:00 - 26.07.2018 22:00","473","0"
"26.07.2018 22:00 - 26.07.2018 23:00","696","0"
"26.07.2018 23:00 - 27.07.2018 00:00","747","0"
"27.07.2018 00:00 - 27.07.2018 01:00","885","0"
"27.07.2018 01:00 - 27.07.2018 02:00","894","0"
"27.07.2018 02:00 - 27.07.2018 03:00","871","0"
"27.07.2018 03:00 - 27.07.2018 04:00","796","0"
"27.07.2018 04:00 - 27.07.2018 05:00","729","0"
"27.07.2018 05:00 - 27.07.2018 06:00","711","0"
"27.07.2018 06:00 - 27.07.2018 07:00","512","0"
"27.07.2018 07:00 - 27.07.2018 08:00","309","0"
"27.07.2018 08:00 - 27.07.2018 09:00","218","0"
"27.07.2018 09:00 - 27.07.2018 10:00","240","0"
"27.07.2018 10:00 - 27.07.2018 11:00","331","0"
"27.07.2018 11:00 - 27.07.2018 12:00","296","0"
"27.07.2018 12:00 - 27.07.2018 13:00","304","0"
"27.07.2018 13:00 - 27.07.2018 14:00","322","0"
"27.07.2018 14:00 - 27.07.2018 15:00","297","0"
"27.07.2018 15:00 - 27.07.2018 16:00","272","0"
"27.07.2018 16:00 - 27.07.2018 17:00","249","0"
"27.07.2018 17:00 - 27.07.2018 18:00","295","0"
"27.07.2018 18:00 - 27.07.2018 19:00","336","0"
"27.07.2018 19:00 - 27.07.2018 20:00","264","0"
"27.07.2018 20:00 - 27.07.2018 21:00","335","0"
"27.07.2018 21:00 - 27.07.2018 22:00","387","0"
"27.07.2018 22:00 - 27.07.2018 23:00","555","0"
"27.07.2018 23:00 - 28.07.2018 00:00","667","0"
"28.07.2018 00:00 - 28.07.2018 01:00","597","0"
"28.07.2018 01:00 - 28.07.2018 02:00","597","0"
"28.07.2018 02:00 - 28.07.2018 03:00","674","0"
"28.07.2018 03:00 - 28.07.2018 04:00","689","0"
"28.07.2018 04:00 - 28.07.2018 05:00","701","0"
"28.07.2018 05:00 - 28.07.2018 06:00","695","0"
"28.07.2018 06:00 - 28.07.2018 07:00","511","0"
"28.07.2018 07:00 - 28.07.2018 08:00","495","0"
"28.07.2018 08:00 - 28.07.2018 09:00","461","0"
"28.07.2018 09:00 - 28.07.2018 10:00","421","0"
"28.07.2018 10:00 - 28.07.2018 11:00","367","0"
"28.07.2018 11:00 - 28.07.2018 12:00","287","0"
"28.07.2018 12:00 - 28.07.2018 13:00","408","0"
"28.07.2018 13:00 - 28.07.2018 14:00","460","0"
"28.07.2018 14:00 - 28.07.2018 15:00","423","0"
"28.07.2018 15:00 - 28.07.2018 16:00","366","0"
"28.07.2018 16:00 - 28.07.2018 17:00","337","0"
"28.07.2018 17:00 - 28.07.2018 18:00","331","0"
"28.07.2018 18:00 - 28.07.2018 19:00","248","0"
"28.07.2018 19:00 - 28.07.2018 20:00","249","0"
"28.07.2018 20:00 - 28.07.2018 21:00","260","0"
"28.07.2018 21:00 - 28.07.2018 22:00","310","0"
"28.07.2018 22:00 - 28.07.2018 23:00","441","0"
"28.07.2018 23:00 - 29.07.2018 00:00","630","0"
"29.07.2018 00:00 - 29.07.2018 01:00","802","0"
"29.07.2018 01:00 - 29.07.2018 02:00","780","0"
"29.07.2018 02:00 - 29.07.2018 03:00","739","0"
"29.07.2018 03:00 - 29.07.2018 04:00","696","0"
"29.07.2018 04:00 - 29.07.2018 05:00","741","0"
"29.07.2018 05:00 - 29.07.2018 06:00","774","0"
"29.07.2018 06:00 - 29.07.2018 07:00","672","0"
"29.07.2018 07:00 - 29.07.2018 08:00","687","0"
"29.07.2018 08:00 - 29.07.2018 09:00","748","0"
"29.07.2018 09:00 - 29.07.2018 10:00","662","0"
"29.07.2018 10:00 - 29.07.2018 11:00","640","0"
