"Time (CET)","Poland (PL) > Czech Republic (CZ) [MW]","Czech Republic (CZ) > Poland (PL) [MW]"
"19.09.2018 02:00 - 19.09.2018 03:00","946","0"
"19.09.2018 03:00 - 19.09.2018 04:00","915","0"
"19.09.2018 04:00 - 19.09.2018 05:00","929","0"
"19.09.2018 05:00 - 19.09.2018 06:00","864","0"
"19.09.2018 06:00 - 19.09.2018 07:00","697","0"
"19.09.2018 07:00 - 19.09.2018 08:00","405","0"
"19.09.2018 08:00 - 19.09.2018 09:00","341","0"
"19.09.2018 09:00 - 19.09.2018 10:00","131","0"
"19.09.2018 10:00 - 19.09.2018 11:00","116","0"
"19.09.2018 11:00 - 19.09.2018 12:00","165","0"
"19.09.2018 12:00 - 19.09.2018 13:00","0","1"
"19.09.2018 13:00 - 19.09.2018 14:00","0","6"
"19.09.2018 14:00 - 19.09.2018 15:00","0","15"
"19.09.2018 15:00 - 19.09.2018 16:00","12","0"
"19.09.2018 16:00 - 19.09.2018 17:00","0","97"
"19.09.2018 17:00 - 19.09.2018 18:00","0","176"
"19.09.2018 18:00 - 19.09.2018 19:00","0","176"
"19.09.2018 19:00 - 19.09.2018 20:00","0","275"
"19.09.2018 20:00 - 19.09.2018 21:00","0","160"
"19.09.2018 21:00 - 19.09.2018 22:00","176","0"
"19.09.2018 22:00 - 19.09.2018 23:00","412","0"
"19.09.2018 23:00 - 20.09.2018 00:00","320","0"
"20.09.2018 00:00 - 20.09.2018 01:00","466","0"
"20.09.2018 01:00 - 20.09.2018 02:00","368","0"
"20.09.2018 02:00 - 20.09.2018 03:00","412","0"
"20.09.2018 03:00 - 20.09.2018 04:00","386","0"
"20.09.2018 04:00 - 20.09.2018 05:00","352","0"
"20.09.2018 05:00 - 20.09.2018 06:00","532","0"
"20.09.2018 06:00 - 20.09.2018 07:00","540","0"
"20.09.2018 07:00 - 20.09.2018 08:00","307","0"
"20.09.2018 08:00 - 20.09.2018 09:00","0","20"
"20.09.2018 09:00 - 20.09.2018 10:00","0","17"
"20.09.2018 10:00 - 20.09.2018 11:00","0","39"
"20.09.2018 11:00 - 20.09.2018 12:00","0","84"
"20.09.2018 12:00 - 20.09.2018 13:00","0","199"
"20.09.2018 13:00 - 20.09.2018 14:00","0","230"
"20.09.2018 14:00 - 20.09.2018 15:00","0","210"
"20.09.2018 15:00 - 20.09.2018 16:00","0","155"
"20.09.2018 16:00 - 20.09.2018 17:00","0","151"
"20.09.2018 17:00 - 20.09.2018 18:00","0","182"
"20.09.2018 18:00 - 20.09.2018 19:00","0","172"
"20.09.2018 19:00 - 20.09.2018 20:00","0","106"
"20.09.2018 20:00 - 20.09.2018 21:00","0","17"
"20.09.2018 21:00 - 20.09.2018 22:00","161","0"
"20.09.2018 22:00 - 20.09.2018 23:00","371","0"
"20.09.2018 23:00 - 21.09.2018 00:00","423","0"
"21.09.2018 00:00 - 21.09.2018 01:00","960","0"
"21.09.2018 01:00 - 21.09.2018 02:00","685","0"
"21.09.2018 02:00 - 21.09.2018 03:00","705","0"
"21.09.2018 03:00 - 21.09.2018 04:00","613","0"
"21.09.2018 04:00 - 21.09.2018 05:00","509","0"
"21.09.2018 05:00 - 21.09.2018 06:00","364","0"
"21.09.2018 06:00 - 21.09.2018 07:00","404","0"
"21.09.2018 07:00 - 21.09.2018 08:00","307","0"
"21.09.2018 08:00 - 21.09.2018 09:00","224","0"
"21.09.2018 09:00 - 21.09.2018 10:00","335","0"
"21.09.2018 10:00 - 21.09.2018 11:00","269","0"
"21.09.2018 11:00 - 21.09.2018 12:00","194","0"
"21.09.2018 12:00 - 21.09.2018 13:00","176","0"
"21.09.2018 13:00 - 21.09.2018 14:00","133","0"
"21.09.2018 14:00 - 21.09.2018 15:00","160","0"
"21.09.2018 15:00 - 21.09.2018 16:00","134","0"
"21.09.2018 16:00 - 21.09.2018 17:00","283","0"
"21.09.2018 17:00 - 21.09.2018 18:00","299","0"
"21.09.2018 18:00 - 21.09.2018 19:00","385","0"
"21.09.2018 19:00 - 21.09.2018 20:00","389","0"
"21.09.2018 20:00 - 21.09.2018 21:00","236","0"
"21.09.2018 21:00 - 21.09.2018 22:00","291","0"
"21.09.2018 22:00 - 21.09.2018 23:00","719","0"
"21.09.2018 23:00 - 22.09.2018 00:00","773","0"
"22.09.2018 00:00 - 22.09.2018 01:00","751","0"
"22.09.2018 01:00 - 22.09.2018 02:00","689","0"
"22.09.2018 02:00 - 22.09.2018 03:00","681","0"
"22.09.2018 03:00 - 22.09.2018 04:00","533","0"
"22.09.2018 04:00 - 22.09.2018 05:00","438","0"
"22.09.2018 05:00 - 22.09.2018 06:00","467","0"
"22.09.2018 06:00 - 22.09.2018 07:00","504","0"
"22.09.2018 07:00 - 22.09.2018 08:00","429","0"
"22.09.2018 08:00 - 22.09.2018 09:00","496","0"
"22.09.2018 09:00 - 22.09.2018 10:00","583","0"
"22.09.2018 10:00 - 22.09.2018 11:00","509","0"
"22.09.2018 11:00 - 22.09.2018 12:00","509","0"
"22.09.2018 12:00 - 22.09.2018 13:00","371","0"
"22.09.2018 13:00 - 22.09.2018 14:00","342","0"
"22.09.2018 14:00 - 22.09.2018 15:00","251","0"
"22.09.2018 15:00 - 22.09.2018 16:00","248","0"
"22.09.2018 16:00 - 22.09.2018 17:00","289","0"
"22.09.2018 17:00 - 22.09.2018 18:00","202","0"
"22.09.2018 18:00 - 22.09.2018 19:00","419","0"
"22.09.2018 19:00 - 22.09.2018 20:00","472","0"
"22.09.2018 20:00 - 22.09.2018 21:00","733","0"
"22.09.2018 21:00 - 22.09.2018 22:00","673","0"
"22.09.2018 22:00 - 22.09.2018 23:00","836","0"
"22.09.2018 23:00 - 23.09.2018 00:00","720","0"
"23.09.2018 00:00 - 23.09.2018 01:00","672","0"
"23.09.2018 01:00 - 23.09.2018 02:00","601","0"
"23.09.2018 02:00 - 23.09.2018 03:00","438","0"
"23.09.2018 03:00 - 23.09.2018 04:00","349","0"
"23.09.2018 04:00 - 23.09.2018 05:00","348","0"
"23.09.2018 05:00 - 23.09.2018 06:00","348","0"
"23.09.2018 06:00 - 23.09.2018 07:00","372","0"
"23.09.2018 07:00 - 23.09.2018 08:00","432","0"
"23.09.2018 08:00 - 23.09.2018 09:00","457","0"
"23.09.2018 09:00 - 23.09.2018 10:00","618","0"
"23.09.2018 10:00 - 23.09.2018 11:00","622","0"
"23.09.2018 11:00 - 23.09.2018 12:00","518","0"
"23.09.2018 12:00 - 23.09.2018 13:00","360","0"
"23.09.2018 13:00 - 23.09.2018 14:00","168","0"
"23.09.2018 14:00 - 23.09.2018 15:00","86","0"
"23.09.2018 15:00 - 23.09.2018 16:00","173","0"
"23.09.2018 16:00 - 23.09.2018 17:00","49","0"
"23.09.2018 17:00 - 23.09.2018 18:00","117","0"
"23.09.2018 18:00 - 23.09.2018 19:00","0","20"
"23.09.2018 19:00 - 23.09.2018 20:00","0","29"
"23.09.2018 20:00 - 23.09.2018 21:00","31","0"
"23.09.2018 21:00 - 23.09.2018 22:00","13","0"
"23.09.2018 22:00 - 23.09.2018 23:00","46","0"
"23.09.2018 23:00 - 24.09.2018 00:00","187","0"
"24.09.2018 00:00 - 24.09.2018 01:00","506","0"
"24.09.2018 01:00 - 24.09.2018 02:00","578","0"
"24.09.2018 02:00 - 24.09.2018 03:00","535","0"
"24.09.2018 03:00 - 24.09.2018 04:00","490","0"
"24.09.2018 04:00 - 24.09.2018 05:00","537","0"
"24.09.2018 05:00 - 24.09.2018 06:00","555","0"
"24.09.2018 06:00 - 24.09.2018 07:00","814","0"
"24.09.2018 07:00 - 24.09.2018 08:00","522","0"
"24.09.2018 08:00 - 24.09.2018 09:00","268","0"
"24.09.2018 09:00 - 24.09.2018 10:00","297","0"
"24.09.2018 10:00 - 24.09.2018 11:00","105","0"
"24.09.2018 11:00 - 24.09.2018 12:00","126","0"
"24.09.2018 12:00 - 24.09.2018 13:00","238","0"
"24.09.2018 13:00 - 24.09.2018 14:00","261","0"
"24.09.2018 14:00 - 24.09.2018 15:00","109","0"
"24.09.2018 15:00 - 24.09.2018 16:00","80","0"
"24.09.2018 16:00 - 24.09.2018 17:00","184","0"
"24.09.2018 17:00 - 24.09.2018 18:00","195","0"
"24.09.2018 18:00 - 24.09.2018 19:00","390","0"
"24.09.2018 19:00 - 24.09.2018 20:00","606","0"
"24.09.2018 20:00 - 24.09.2018 21:00","602","0"
"24.09.2018 21:00 - 24.09.2018 22:00","493","0"
"24.09.2018 22:00 - 24.09.2018 23:00","765","0"
"24.09.2018 23:00 - 25.09.2018 00:00","564","0"
"25.09.2018 00:00 - 25.09.2018 01:00","781","0"
"25.09.2018 01:00 - 25.09.2018 02:00","845","0"
"25.09.2018 02:00 - 25.09.2018 03:00","747","0"
"25.09.2018 03:00 - 25.09.2018 04:00","639","0"
"25.09.2018 04:00 - 25.09.2018 05:00","720","0"
"25.09.2018 05:00 - 25.09.2018 06:00","690","0"
"25.09.2018 06:00 - 25.09.2018 07:00","777","0"
"25.09.2018 07:00 - 25.09.2018 08:00","589","0"
"25.09.2018 08:00 - 25.09.2018 09:00","495","0"
"25.09.2018 09:00 - 25.09.2018 10:00","484","0"
"25.09.2018 10:00 - 25.09.2018 11:00","334","0"
"25.09.2018 11:00 - 25.09.2018 12:00","340","0"
"25.09.2018 12:00 - 25.09.2018 13:00","0","42"
"25.09.2018 13:00 - 25.09.2018 14:00","43","0"
"25.09.2018 14:00 - 25.09.2018 15:00","0","2"
"25.09.2018 15:00 - 25.09.2018 16:00","150","0"
"25.09.2018 16:00 - 25.09.2018 17:00","175","0"
"25.09.2018 17:00 - 25.09.2018 18:00","146","0"
"25.09.2018 18:00 - 25.09.2018 19:00","261","0"
"25.09.2018 19:00 - 25.09.2018 20:00","0","25"
"25.09.2018 20:00 - 25.09.2018 21:00","57","0"
"25.09.2018 21:00 - 25.09.2018 22:00","328","0"
"25.09.2018 22:00 - 25.09.2018 23:00","684","0"
"25.09.2018 23:00 - 26.09.2018 00:00","430","0"
"26.09.2018 00:00 - 26.09.2018 01:00","485","0"
"26.09.2018 01:00 - 26.09.2018 02:00","401","0"
"26.09.2018 02:00 - 26.09.2018 03:00","497","0"
"26.09.2018 03:00 - 26.09.2018 04:00","389","0"
"26.09.2018 04:00 - 26.09.2018 05:00","297","0"
"26.09.2018 05:00 - 26.09.2018 06:00","210","0"
"26.09.2018 06:00 - 26.09.2018 07:00","365","0"
"26.09.2018 07:00 - 26.09.2018 08:00","569","0"
"26.09.2018 08:00 - 26.09.2018 09:00","260","0"
"26.09.2018 09:00 - 26.09.2018 10:00","0","62"
"26.09.2018 10:00 - 26.09.2018 11:00","0","143"
"26.09.2018 11:00 - 26.09.2018 12:00","0","174"
"26.09.2018 12:00 - 26.09.2018 13:00","0","211"
"26.09.2018 13:00 - 26.09.2018 14:00","0","68"
"26.09.2018 14:00 - 26.09.2018 15:00","0","96"
"26.09.2018 15:00 - 26.09.2018 16:00","0","108"
"26.09.2018 16:00 - 26.09.2018 17:00","148","0"
"26.09.2018 17:00 - 26.09.2018 18:00","241","0"
"26.09.2018 18:00 - 26.09.2018 19:00","459","0"
"26.09.2018 19:00 - 26.09.2018 20:00","397","0"
"26.09.2018 20:00 - 26.09.2018 21:00","501","0"
"26.09.2018 21:00 - 26.09.2018 22:00","353","0"
"26.09.2018 22:00 - 26.09.2018 23:00","594","0"
"26.09.2018 23:00 - 27.09.2018 00:00","443","0"
"27.09.2018 00:00 - 27.09.2018 01:00","341","0"
"27.09.2018 01:00 - 27.09.2018 02:00","310","0"
"27.09.2018 02:00 - 27.09.2018 03:00","312","0"
"27.09.2018 03:00 - 27.09.2018 04:00","324","0"
"27.09.2018 04:00 - 27.09.2018 05:00","336","0"
"27.09.2018 05:00 - 27.09.2018 06:00","817","0"
"27.09.2018 06:00 - 27.09.2018 07:00","845","0"
"27.09.2018 07:00 - 27.09.2018 08:00","782","0"
"27.09.2018 08:00 - 27.09.2018 09:00","700","0"
"27.09.2018 09:00 - 27.09.2018 10:00","535","0"
"27.09.2018 10:00 - 27.09.2018 11:00","449","0"
"27.09.2018 11:00 - 27.09.2018 12:00","423","0"
"27.09.2018 12:00 - 27.09.2018 13:00","148","0"
"27.09.2018 13:00 - 27.09.2018 14:00","172","0"
"27.09.2018 14:00 - 27.09.2018 15:00","123","0"
"27.09.2018 15:00 - 27.09.2018 16:00","272","0"
"27.09.2018 16:00 - 27.09.2018 17:00","238","0"
"27.09.2018 17:00 - 27.09.2018 18:00","209","0"
"27.09.2018 18:00 - 27.09.2018 19:00","323","0"
"27.09.2018 19:00 - 27.09.2018 20:00","338","0"
"27.09.2018 20:00 - 27.09.2018 21:00","400","0"
"27.09.2018 21:00 - 27.09.2018 22:00","667","0"
"27.09.2018 22:00 - 27.09.2018 23:00","598","0"
"27.09.2018 23:00 - 28.09.2018 00:00","439","0"
"28.09.2018 00:00 - 28.09.2018 01:00","504","0"
"28.09.2018 01:00 - 28.09.2018 02:00","470","0"
"28.09.2018 02:00 - 28.09.2018 03:00","578","0"
"28.09.2018 03:00 - 28.09.2018 04:00","510","0"
"28.09.2018 04:00 - 28.09.2018 05:00","432","0"
"28.09.2018 05:00 - 28.09.2018 06:00","572","0"
"28.09.2018 06:00 - 28.09.2018 07:00","760","0"
"28.09.2018 07:00 - 28.09.2018 08:00","491","0"
"28.09.2018 08:00 - 28.09.2018 09:00","304","0"
"28.09.2018 09:00 - 28.09.2018 10:00","0","8"
"28.09.2018 10:00 - 28.09.2018 11:00","0","88"
"28.09.2018 11:00 - 28.09.2018 12:00","0","184"
"28.09.2018 12:00 - 28.09.2018 13:00","0","353"
"28.09.2018 13:00 - 28.09.2018 14:00","0","321"
"28.09.2018 14:00 - 28.09.2018 15:00","115","0"
"28.09.2018 15:00 - 28.09.2018 16:00","310","0"
"28.09.2018 16:00 - 28.09.2018 17:00","274","0"
"28.09.2018 17:00 - 28.09.2018 18:00","300","0"
"28.09.2018 18:00 - 28.09.2018 19:00","226","0"
"28.09.2018 19:00 - 28.09.2018 20:00","233","0"
"28.09.2018 20:00 - 28.09.2018 21:00","126","0"
"28.09.2018 21:00 - 28.09.2018 22:00","203","0"
"28.09.2018 22:00 - 28.09.2018 23:00","298","0"
"28.09.2018 23:00 - 29.09.2018 00:00","281","0"
"29.09.2018 00:00 - 29.09.2018 01:00","157","0"
"29.09.2018 01:00 - 29.09.2018 02:00","234","0"
"29.09.2018 02:00 - 29.09.2018 03:00","274","0"
"29.09.2018 03:00 - 29.09.2018 04:00","160","0"
"29.09.2018 04:00 - 29.09.2018 05:00","206","0"
"29.09.2018 05:00 - 29.09.2018 06:00","289","0"
"29.09.2018 06:00 - 29.09.2018 07:00","388","0"
"29.09.2018 07:00 - 29.09.2018 08:00","397","0"
"29.09.2018 08:00 - 29.09.2018 09:00","103","0"
"29.09.2018 09:00 - 29.09.2018 10:00","62","0"
"29.09.2018 10:00 - 29.09.2018 11:00","43","0"
"29.09.2018 11:00 - 29.09.2018 12:00","60","0"
"29.09.2018 12:00 - 29.09.2018 13:00","0","219"
"29.09.2018 13:00 - 29.09.2018 14:00","0","257"
"29.09.2018 14:00 - 29.09.2018 15:00","0","206"
"29.09.2018 15:00 - 29.09.2018 16:00","0","128"
"29.09.2018 16:00 - 29.09.2018 17:00","0","22"
"29.09.2018 17:00 - 29.09.2018 18:00","57","0"
"29.09.2018 18:00 - 29.09.2018 19:00","228","0"
"29.09.2018 19:00 - 29.09.2018 20:00","31","0"
"29.09.2018 20:00 - 29.09.2018 21:00","138","0"
"29.09.2018 21:00 - 29.09.2018 22:00","150","0"
"29.09.2018 22:00 - 29.09.2018 23:00","282","0"
"29.09.2018 23:00 - 30.09.2018 00:00","280","0"
"30.09.2018 00:00 - 30.09.2018 01:00","167","0"
"30.09.2018 01:00 - 30.09.2018 02:00","324","0"
"30.09.2018 02:00 - 30.09.2018 03:00","425","0"
"30.09.2018 03:00 - 30.09.2018 04:00","402","0"
"30.09.2018 04:00 - 30.09.2018 05:00","380","0"
"30.09.2018 05:00 - 30.09.2018 06:00","383","0"
"30.09.2018 06:00 - 30.09.2018 07:00","348","0"
"30.09.2018 07:00 - 30.09.2018 08:00","301","0"
"30.09.2018 08:00 - 30.09.2018 09:00","0","19"
"30.09.2018 09:00 - 30.09.2018 10:00","0","25"
"30.09.2018 10:00 - 30.09.2018 11:00","0","29"
"30.09.2018 11:00 - 30.09.2018 12:00","0","116"
"30.09.2018 12:00 - 30.09.2018 13:00","0","164"
"30.09.2018 13:00 - 30.09.2018 14:00","0","184"
"30.09.2018 14:00 - 30.09.2018 15:00","0","163"
"30.09.2018 15:00 - 30.09.2018 16:00","0","145"
"30.09.2018 16:00 - 30.09.2018 17:00","0","150"
"30.09.2018 17:00 - 30.09.2018 18:00","300","0"
"30.09.2018 18:00 - 30.09.2018 19:00","351","0"
"30.09.2018 19:00 - 30.09.2018 20:00","487","0"
"30.09.2018 20:00 - 30.09.2018 21:00","428","0"
"30.09.2018 21:00 - 30.09.2018 22:00","466","0"
"30.09.2018 22:00 - 30.09.2018 23:00","609","0"
"30.09.2018 23:00 - 01.10.2018 00:00","551","0"
"01.10.2018 00:00 - 01.10.2018 01:00","614","0"
"01.10.2018 01:00 - 01.10.2018 02:00","604","0"
"01.10.2018 02:00 - 01.10.2018 03:00","550","0"
"01.10.2018 03:00 - 01.10.2018 04:00","390","0"
"01.10.2018 04:00 - 01.10.2018 05:00","382","0"
"01.10.2018 05:00 - 01.10.2018 06:00","534","0"
"01.10.2018 06:00 - 01.10.2018 07:00","695","0"
"01.10.2018 07:00 - 01.10.2018 08:00","647","0"
"01.10.2018 08:00 - 01.10.2018 09:00","455","0"
"01.10.2018 09:00 - 01.10.2018 10:00","230","0"
"01.10.2018 10:00 - 01.10.2018 11:00","187","0"
"01.10.2018 11:00 - 01.10.2018 12:00","116","0"
"01.10.2018 12:00 - 01.10.2018 13:00","26","0"
"01.10.2018 13:00 - 01.10.2018 14:00","82","0"
"01.10.2018 14:00 - 01.10.2018 15:00","47","0"
"01.10.2018 15:00 - 01.10.2018 16:00","74","0"
"01.10.2018 16:00 - 01.10.2018 17:00","89","0"
"01.10.2018 17:00 - 01.10.2018 18:00","53","0"
"01.10.2018 18:00 - 01.10.2018 19:00","0","6"
"01.10.2018 19:00 - 01.10.2018 20:00","63","0"
"01.10.2018 20:00 - 01.10.2018 21:00","34","0"
"01.10.2018 21:00 - 01.10.2018 22:00","82","0"
"01.10.2018 22:00 - 01.10.2018 23:00","130","0"
"01.10.2018 23:00 - 02.10.2018 00:00","188","0"
"02.10.2018 00:00 - 02.10.2018 01:00","328","0"
"02.10.2018 01:00 - 02.10.2018 02:00","415","0"
"02.10.2018 02:00 - 02.10.2018 03:00","451","0"
"02.10.2018 03:00 - 02.10.2018 04:00","374","0"
"02.10.2018 04:00 - 02.10.2018 05:00","424","0"
"02.10.2018 05:00 - 02.10.2018 06:00","717","0"
"02.10.2018 06:00 - 02.10.2018 07:00","824","0"
"02.10.2018 07:00 - 02.10.2018 08:00","776","0"
"02.10.2018 08:00 - 02.10.2018 09:00","433","0"
"02.10.2018 09:00 - 02.10.2018 10:00","273","0"
"02.10.2018 10:00 - 02.10.2018 11:00","260","0"
"02.10.2018 11:00 - 02.10.2018 12:00","231","0"
"02.10.2018 12:00 - 02.10.2018 13:00","253","0"
"02.10.2018 13:00 - 02.10.2018 14:00","380","0"
"02.10.2018 14:00 - 02.10.2018 15:00","425","0"
"02.10.2018 15:00 - 02.10.2018 16:00","421","0"
"02.10.2018 16:00 - 02.10.2018 17:00","470","0"
"02.10.2018 17:00 - 02.10.2018 18:00","418","0"
"02.10.2018 18:00 - 02.10.2018 19:00","354","0"
"02.10.2018 19:00 - 02.10.2018 20:00","442","0"
"02.10.2018 20:00 - 02.10.2018 21:00","504","0"
"02.10.2018 21:00 - 02.10.2018 22:00","791","0"
"02.10.2018 22:00 - 02.10.2018 23:00","784","0"
"02.10.2018 23:00 - 03.10.2018 00:00","701","0"
"03.10.2018 00:00 - 03.10.2018 01:00","612","0"
"03.10.2018 01:00 - 03.10.2018 02:00","501","0"
"03.10.2018 02:00 - 03.10.2018 03:00","489","0"
"03.10.2018 03:00 - 03.10.2018 04:00","386","0"
"03.10.2018 04:00 - 03.10.2018 05:00","392","0"
"03.10.2018 05:00 - 03.10.2018 06:00","409","0"
"03.10.2018 06:00 - 03.10.2018 07:00","558","0"
"03.10.2018 07:00 - 03.10.2018 08:00","266","0"
"03.10.2018 08:00 - 03.10.2018 09:00","419","0"
"03.10.2018 09:00 - 03.10.2018 10:00","494","0"
"03.10.2018 10:00 - 03.10.2018 11:00","456","0"
"03.10.2018 11:00 - 03.10.2018 12:00","436","0"
"03.10.2018 12:00 - 03.10.2018 13:00","314","0"
"03.10.2018 13:00 - 03.10.2018 14:00","320","0"
"03.10.2018 14:00 - 03.10.2018 15:00","361","0"
"03.10.2018 15:00 - 03.10.2018 16:00","405","0"
"03.10.2018 16:00 - 03.10.2018 17:00","496","0"
"03.10.2018 17:00 - 03.10.2018 18:00","616","0"
"03.10.2018 18:00 - 03.10.2018 19:00","507","0"
"03.10.2018 19:00 - 03.10.2018 20:00","621","0"
"03.10.2018 20:00 - 03.10.2018 21:00","812","0"
"03.10.2018 21:00 - 03.10.2018 22:00","841","0"
"03.10.2018 22:00 - 03.10.2018 23:00","1056","0"
"03.10.2018 23:00 - 04.10.2018 00:00","830","0"
"04.10.2018 00:00 - 04.10.2018 01:00","1103","0"
"04.10.2018 01:00 - 04.10.2018 02:00","1120","0"
"04.10.2018 02:00 - 04.10.2018 03:00","1033","0"
"04.10.2018 03:00 - 04.10.2018 04:00","1089","0"
"04.10.2018 04:00 - 04.10.2018 05:00","1058","0"
"04.10.2018 05:00 - 04.10.2018 06:00","1055","0"
"04.10.2018 06:00 - 04.10.2018 07:00","1040","0"
"04.10.2018 07:00 - 04.10.2018 08:00","680","0"
"04.10.2018 08:00 - 04.10.2018 09:00","500","0"
"04.10.2018 09:00 - 04.10.2018 10:00","245","0"
"04.10.2018 10:00 - 04.10.2018 11:00","153","0"
"04.10.2018 11:00 - 04.10.2018 12:00","0","75"
"04.10.2018 12:00 - 04.10.2018 13:00","0","159"
"04.10.2018 13:00 - 04.10.2018 14:00","0","165"
"04.10.2018 14:00 - 04.10.2018 15:00","0","58"
"04.10.2018 15:00 - 04.10.2018 16:00","0","37"
"04.10.2018 16:00 - 04.10.2018 17:00","56","0"
"04.10.2018 17:00 - 04.10.2018 18:00","80","0"
"04.10.2018 18:00 - 04.10.2018 19:00","57","0"
"04.10.2018 19:00 - 04.10.2018 20:00","0","16"
"04.10.2018 20:00 - 04.10.2018 21:00","0","4"
"04.10.2018 21:00 - 04.10.2018 22:00","459","0"
"04.10.2018 22:00 - 04.10.2018 23:00","672","0"
"04.10.2018 23:00 - 05.10.2018 00:00","552","0"
"05.10.2018 00:00 - 05.10.2018 01:00","650","0"
"05.10.2018 01:00 - 05.10.2018 02:00","623","0"
"05.10.2018 02:00 - 05.10.2018 03:00","515","0"
"05.10.2018 03:00 - 05.10.2018 04:00","458","0"
"05.10.2018 04:00 - 05.10.2018 05:00","393","0"
"05.10.2018 05:00 - 05.10.2018 06:00","534","0"
"05.10.2018 06:00 - 05.10.2018 07:00","508","0"
"05.10.2018 07:00 - 05.10.2018 08:00","304","0"
"05.10.2018 08:00 - 05.10.2018 09:00","7","0"
"05.10.2018 09:00 - 05.10.2018 10:00","0","230"
"05.10.2018 10:00 - 05.10.2018 11:00","0","334"
"05.10.2018 11:00 - 05.10.2018 12:00","0","378"
"05.10.2018 12:00 - 05.10.2018 13:00","0","133"
"05.10.2018 13:00 - 05.10.2018 14:00","0","124"
"05.10.2018 14:00 - 05.10.2018 15:00","0","175"
"05.10.2018 15:00 - 05.10.2018 16:00","18","0"
"05.10.2018 16:00 - 05.10.2018 17:00","59","0"
"05.10.2018 17:00 - 05.10.2018 18:00","123","0"
"05.10.2018 18:00 - 05.10.2018 19:00","100","0"
"05.10.2018 19:00 - 05.10.2018 20:00","57","0"
"05.10.2018 20:00 - 05.10.2018 21:00","291","0"
"05.10.2018 21:00 - 05.10.2018 22:00","725","0"
"05.10.2018 22:00 - 05.10.2018 23:00","761","0"
"05.10.2018 23:00 - 06.10.2018 00:00","985","0"
"06.10.2018 00:00 - 06.10.2018 01:00","1261","0"
"06.10.2018 01:00 - 06.10.2018 02:00","1284","0"
"06.10.2018 02:00 - 06.10.2018 03:00","1283","0"
"06.10.2018 03:00 - 06.10.2018 04:00","1227","0"
"06.10.2018 04:00 - 06.10.2018 05:00","1322","0"
"06.10.2018 05:00 - 06.10.2018 06:00","1386","0"
"06.10.2018 06:00 - 06.10.2018 07:00","1350","0"
"06.10.2018 07:00 - 06.10.2018 08:00","1332","0"
"06.10.2018 08:00 - 06.10.2018 09:00","941","0"
"06.10.2018 09:00 - 06.10.2018 10:00","294","0"
"06.10.2018 10:00 - 06.10.2018 11:00","197","0"
"06.10.2018 11:00 - 06.10.2018 12:00","174","0"
"06.10.2018 12:00 - 06.10.2018 13:00","103","0"
"06.10.2018 13:00 - 06.10.2018 14:00","122","0"
"06.10.2018 14:00 - 06.10.2018 15:00","100","0"
"06.10.2018 15:00 - 06.10.2018 16:00","120","0"
"06.10.2018 16:00 - 06.10.2018 17:00","170","0"
"06.10.2018 17:00 - 06.10.2018 18:00","487","0"
"06.10.2018 18:00 - 06.10.2018 19:00","540","0"
"06.10.2018 19:00 - 06.10.2018 20:00","372","0"
"06.10.2018 20:00 - 06.10.2018 21:00","849","0"
"06.10.2018 21:00 - 06.10.2018 22:00","1213","0"
"06.10.2018 22:00 - 06.10.2018 23:00","1206","0"
"06.10.2018 23:00 - 07.10.2018 00:00","1004","0"
"07.10.2018 00:00 - 07.10.2018 01:00","683","0"
"07.10.2018 01:00 - 07.10.2018 02:00","698","0"
"07.10.2018 02:00 - 07.10.2018 03:00","630","0"
"07.10.2018 03:00 - 07.10.2018 04:00","530","0"
"07.10.2018 04:00 - 07.10.2018 05:00","586","0"
"07.10.2018 05:00 - 07.10.2018 06:00","628","0"
"07.10.2018 06:00 - 07.10.2018 07:00","596","0"
"07.10.2018 07:00 - 07.10.2018 08:00","752","0"
"07.10.2018 08:00 - 07.10.2018 09:00","684","0"
"07.10.2018 09:00 - 07.10.2018 10:00","455","0"
"07.10.2018 10:00 - 07.10.2018 11:00","343","0"
"07.10.2018 11:00 - 07.10.2018 12:00","269","0"
"07.10.2018 12:00 - 07.10.2018 13:00","280","0"
"07.10.2018 13:00 - 07.10.2018 14:00","110","0"
"07.10.2018 14:00 - 07.10.2018 15:00","230","0"
"07.10.2018 15:00 - 07.10.2018 16:00","311","0"
"07.10.2018 16:00 - 07.10.2018 17:00","522","0"
"07.10.2018 17:00 - 07.10.2018 18:00","1003","0"
"07.10.2018 18:00 - 07.10.2018 19:00","987","0"
"07.10.2018 19:00 - 07.10.2018 20:00","738","0"
"07.10.2018 20:00 - 07.10.2018 21:00","796","0"
"07.10.2018 21:00 - 07.10.2018 22:00","1120","0"
"07.10.2018 22:00 - 07.10.2018 23:00","1543","0"
"07.10.2018 23:00 - 08.10.2018 00:00","1461","0"
"08.10.2018 00:00 - 08.10.2018 01:00","1323","0"
"08.10.2018 01:00 - 08.10.2018 02:00","1178","0"
"08.10.2018 02:00 - 08.10.2018 03:00","1013","0"
"08.10.2018 03:00 - 08.10.2018 04:00","898","0"
"08.10.2018 04:00 - 08.10.2018 05:00","726","0"
"08.10.2018 05:00 - 08.10.2018 06:00","872","0"
"08.10.2018 06:00 - 08.10.2018 07:00","653","0"
"08.10.2018 07:00 - 08.10.2018 08:00","351","0"
"08.10.2018 08:00 - 08.10.2018 09:00","399","0"
