"Time (CET)","Lithuania (LT) > Poland (PL) [MW]","Poland (PL) > Lithuania (LT) [MW]"
"25.08.2018 05:00 - 25.08.2018 06:00","319","0"
"25.08.2018 06:00 - 25.08.2018 07:00","127","0"
"25.08.2018 07:00 - 25.08.2018 08:00","0","92"
"25.08.2018 08:00 - 25.08.2018 09:00","0","248"
"25.08.2018 09:00 - 25.08.2018 10:00","291","0"
"25.08.2018 10:00 - 25.08.2018 11:00","486","0"
"25.08.2018 11:00 - 25.08.2018 12:00","488","0"
"25.08.2018 12:00 - 25.08.2018 13:00","485","0"
"25.08.2018 13:00 - 25.08.2018 14:00","373","0"
"25.08.2018 14:00 - 25.08.2018 15:00","0","165"
"25.08.2018 15:00 - 25.08.2018 16:00","0","206"
"25.08.2018 16:00 - 25.08.2018 17:00","0","98"
"25.08.2018 17:00 - 25.08.2018 18:00","0","99"
"25.08.2018 18:00 - 25.08.2018 19:00","0","125"
"25.08.2018 19:00 - 25.08.2018 20:00","0","138"
"25.08.2018 20:00 - 25.08.2018 21:00","0","8"
"25.08.2018 21:00 - 25.08.2018 22:00","115","0"
"25.08.2018 22:00 - 25.08.2018 23:00","327","0"
"25.08.2018 23:00 - 26.08.2018 00:00","317","0"
"26.08.2018 00:00 - 26.08.2018 01:00","155","0"
"26.08.2018 01:00 - 26.08.2018 02:00","7","0"
"26.08.2018 02:00 - 26.08.2018 03:00","0","0"
"26.08.2018 03:00 - 26.08.2018 04:00","0","104"
"26.08.2018 04:00 - 26.08.2018 05:00","0","110"
"26.08.2018 05:00 - 26.08.2018 06:00","0","288"
"26.08.2018 06:00 - 26.08.2018 07:00","0","284"
"26.08.2018 07:00 - 26.08.2018 08:00","0","264"
"26.08.2018 08:00 - 26.08.2018 09:00","0","461"
"26.08.2018 09:00 - 26.08.2018 10:00","0","355"
"26.08.2018 10:00 - 26.08.2018 11:00","0","278"
"26.08.2018 11:00 - 26.08.2018 12:00","0","217"
"26.08.2018 12:00 - 26.08.2018 13:00","0","232"
"26.08.2018 13:00 - 26.08.2018 14:00","0","234"
"26.08.2018 14:00 - 26.08.2018 15:00","0","367"
"26.08.2018 15:00 - 26.08.2018 16:00","0","449"
"26.08.2018 16:00 - 26.08.2018 17:00","0","484"
"26.08.2018 17:00 - 26.08.2018 18:00","0","328"
"26.08.2018 18:00 - 26.08.2018 19:00","0","86"
"26.08.2018 19:00 - 26.08.2018 20:00","0","50"
"26.08.2018 20:00 - 26.08.2018 21:00","123","0"
"26.08.2018 21:00 - 26.08.2018 22:00","65","0"
"26.08.2018 22:00 - 26.08.2018 23:00","469","0"
"26.08.2018 23:00 - 27.08.2018 00:00","381","0"
"27.08.2018 00:00 - 27.08.2018 01:00","0","90"
"27.08.2018 01:00 - 27.08.2018 02:00","0","217"
"27.08.2018 02:00 - 27.08.2018 03:00","0","301"
"27.08.2018 03:00 - 27.08.2018 04:00","0","301"
"27.08.2018 04:00 - 27.08.2018 05:00","0","265"
"27.08.2018 05:00 - 27.08.2018 06:00","0","301"
"27.08.2018 06:00 - 27.08.2018 07:00","0","299"
"27.08.2018 07:00 - 27.08.2018 08:00","0","198"
"27.08.2018 08:00 - 27.08.2018 09:00","82","0"
"27.08.2018 09:00 - 27.08.2018 10:00","354","0"
"27.08.2018 10:00 - 27.08.2018 11:00","443","0"
"27.08.2018 11:00 - 27.08.2018 12:00","486","0"
"27.08.2018 12:00 - 27.08.2018 13:00","486","0"
"27.08.2018 13:00 - 27.08.2018 14:00","484","0"
"27.08.2018 14:00 - 27.08.2018 15:00","401","0"
"27.08.2018 15:00 - 27.08.2018 16:00","252","0"
"27.08.2018 16:00 - 27.08.2018 17:00","96","0"
"27.08.2018 17:00 - 27.08.2018 18:00","0","123"
"27.08.2018 18:00 - 27.08.2018 19:00","0","57"
"27.08.2018 19:00 - 27.08.2018 20:00","138","0"
"27.08.2018 20:00 - 27.08.2018 21:00","481","0"
"27.08.2018 21:00 - 27.08.2018 22:00","276","0"
"27.08.2018 22:00 - 27.08.2018 23:00","486","0"
"27.08.2018 23:00 - 28.08.2018 00:00","441","0"
"28.08.2018 00:00 - 28.08.2018 01:00","170","0"
"28.08.2018 01:00 - 28.08.2018 02:00","111","0"
"28.08.2018 02:00 - 28.08.2018 03:00","48","0"
"28.08.2018 03:00 - 28.08.2018 04:00","0","0"
"28.08.2018 04:00 - 28.08.2018 05:00","66","0"
"28.08.2018 05:00 - 28.08.2018 06:00","0","224"
"28.08.2018 06:00 - 28.08.2018 07:00","0","397"
"28.08.2018 07:00 - 28.08.2018 08:00","0","195"
"28.08.2018 08:00 - 28.08.2018 09:00","368","0"
"28.08.2018 09:00 - 28.08.2018 10:00","486","0"
"28.08.2018 10:00 - 28.08.2018 11:00","192","0"
"28.08.2018 11:00 - 28.08.2018 12:00","485","0"
"28.08.2018 12:00 - 28.08.2018 13:00","487","0"
"28.08.2018 13:00 - 28.08.2018 14:00","486","0"
"28.08.2018 14:00 - 28.08.2018 15:00","403","0"
"28.08.2018 15:00 - 28.08.2018 16:00","260","0"
"28.08.2018 16:00 - 28.08.2018 17:00","398","0"
"28.08.2018 17:00 - 28.08.2018 18:00","486","0"
"28.08.2018 18:00 - 28.08.2018 19:00","486","0"
"28.08.2018 19:00 - 28.08.2018 20:00","486","0"
"28.08.2018 20:00 - 28.08.2018 21:00","487","0"
"28.08.2018 21:00 - 28.08.2018 22:00","486","0"
"28.08.2018 22:00 - 28.08.2018 23:00","486","0"
"28.08.2018 23:00 - 29.08.2018 00:00","484","0"
"29.08.2018 00:00 - 29.08.2018 01:00","283","0"
"29.08.2018 01:00 - 29.08.2018 02:00","0","74"
"29.08.2018 02:00 - 29.08.2018 03:00","0","143"
"29.08.2018 03:00 - 29.08.2018 04:00","0","0"
"29.08.2018 04:00 - 29.08.2018 05:00","77","0"
"29.08.2018 05:00 - 29.08.2018 06:00","0","0"
"29.08.2018 06:00 - 29.08.2018 07:00","0","86"
"29.08.2018 07:00 - 29.08.2018 08:00","56","0"
"29.08.2018 08:00 - 29.08.2018 09:00","481","0"
"29.08.2018 09:00 - 29.08.2018 10:00","486","0"
"29.08.2018 10:00 - 29.08.2018 11:00","485","0"
"29.08.2018 11:00 - 29.08.2018 12:00","484","0"
"29.08.2018 12:00 - 29.08.2018 13:00","485","0"
"29.08.2018 13:00 - 29.08.2018 14:00","485","0"
"29.08.2018 14:00 - 29.08.2018 15:00","485","0"
"29.08.2018 15:00 - 29.08.2018 16:00","485","0"
"29.08.2018 16:00 - 29.08.2018 17:00","486","0"
"29.08.2018 17:00 - 29.08.2018 18:00","487","0"
"29.08.2018 18:00 - 29.08.2018 19:00","487","0"
"29.08.2018 19:00 - 29.08.2018 20:00","487","0"
"29.08.2018 20:00 - 29.08.2018 21:00","487","0"
"29.08.2018 21:00 - 29.08.2018 22:00","487","0"
"29.08.2018 22:00 - 29.08.2018 23:00","486","0"
"29.08.2018 23:00 - 30.08.2018 00:00","372","0"
"30.08.2018 00:00 - 30.08.2018 01:00","0","95"
"30.08.2018 01:00 - 30.08.2018 02:00","0","260"
"30.08.2018 02:00 - 30.08.2018 03:00","0","244"
"30.08.2018 03:00 - 30.08.2018 04:00","0","329"
"30.08.2018 04:00 - 30.08.2018 05:00","0","468"
"30.08.2018 05:00 - 30.08.2018 06:00","0","482"
"30.08.2018 06:00 - 30.08.2018 07:00","0","132"
"30.08.2018 07:00 - 30.08.2018 08:00","0","0"
"30.08.2018 08:00 - 30.08.2018 09:00","1","0"
"30.08.2018 09:00 - 30.08.2018 10:00","288","0"
"30.08.2018 10:00 - 30.08.2018 11:00","387","0"
"30.08.2018 11:00 - 30.08.2018 12:00","485","0"
"30.08.2018 12:00 - 30.08.2018 13:00","412","0"
"30.08.2018 13:00 - 30.08.2018 14:00","487","0"
"30.08.2018 14:00 - 30.08.2018 15:00","226","0"
"30.08.2018 15:00 - 30.08.2018 16:00","119","0"
"30.08.2018 16:00 - 30.08.2018 17:00","98","0"
"30.08.2018 17:00 - 30.08.2018 18:00","0","50"
"30.08.2018 18:00 - 30.08.2018 19:00","1","0"
"30.08.2018 19:00 - 30.08.2018 20:00","134","0"
"30.08.2018 20:00 - 30.08.2018 21:00","416","0"
"30.08.2018 21:00 - 30.08.2018 22:00","395","0"
"30.08.2018 22:00 - 30.08.2018 23:00","277","0"
"30.08.2018 23:00 - 31.08.2018 00:00","255","0"
"31.08.2018 00:00 - 31.08.2018 01:00","0","310"
"31.08.2018 01:00 - 31.08.2018 02:00","0","401"
"31.08.2018 02:00 - 31.08.2018 03:00","0","390"
"31.08.2018 03:00 - 31.08.2018 04:00","0","391"
"31.08.2018 04:00 - 31.08.2018 05:00","0","490"
"31.08.2018 05:00 - 31.08.2018 06:00","0","490"
"31.08.2018 06:00 - 31.08.2018 07:00","0","108"
"31.08.2018 07:00 - 31.08.2018 08:00","100","0"
"31.08.2018 08:00 - 31.08.2018 09:00","205","0"
"31.08.2018 09:00 - 31.08.2018 10:00","478","0"
"31.08.2018 10:00 - 31.08.2018 11:00","487","0"
"31.08.2018 11:00 - 31.08.2018 12:00","486","0"
"31.08.2018 12:00 - 31.08.2018 13:00","333","0"
"31.08.2018 13:00 - 31.08.2018 14:00","211","0"
"31.08.2018 14:00 - 31.08.2018 15:00","336","0"
"31.08.2018 15:00 - 31.08.2018 16:00","11","0"
"31.08.2018 16:00 - 31.08.2018 17:00","139","0"
"31.08.2018 17:00 - 31.08.2018 18:00","319","0"
"31.08.2018 18:00 - 31.08.2018 19:00","241","0"
"31.08.2018 19:00 - 31.08.2018 20:00","325","0"
"31.08.2018 20:00 - 31.08.2018 21:00","480","0"
"31.08.2018 21:00 - 31.08.2018 22:00","311","0"
"31.08.2018 22:00 - 31.08.2018 23:00","481","0"
"31.08.2018 23:00 - 01.09.2018 00:00","470","0"
"01.09.2018 00:00 - 01.09.2018 01:00","372","0"
"01.09.2018 01:00 - 01.09.2018 02:00","131","0"
"01.09.2018 02:00 - 01.09.2018 03:00","0","127"
"01.09.2018 03:00 - 01.09.2018 04:00","0","1"
"01.09.2018 04:00 - 01.09.2018 05:00","0","0"
"01.09.2018 05:00 - 01.09.2018 06:00","0","77"
"01.09.2018 06:00 - 01.09.2018 07:00","0","93"
"01.09.2018 07:00 - 01.09.2018 08:00","0","0"
"01.09.2018 08:00 - 01.09.2018 09:00","0","0"
"01.09.2018 09:00 - 01.09.2018 10:00","0","49"
"01.09.2018 10:00 - 01.09.2018 11:00","111","0"
"01.09.2018 11:00 - 01.09.2018 12:00","240","0"
"01.09.2018 12:00 - 01.09.2018 13:00","217","0"
"01.09.2018 13:00 - 01.09.2018 14:00","72","0"
"01.09.2018 14:00 - 01.09.2018 15:00","49","0"
"01.09.2018 15:00 - 01.09.2018 16:00","49","0"
"01.09.2018 16:00 - 01.09.2018 17:00","1","0"
"01.09.2018 17:00 - 01.09.2018 18:00","49","0"
"01.09.2018 18:00 - 01.09.2018 19:00","1","0"
"01.09.2018 19:00 - 01.09.2018 20:00","4","0"
"01.09.2018 20:00 - 01.09.2018 21:00","255","0"
"01.09.2018 21:00 - 01.09.2018 22:00","11","0"
"01.09.2018 22:00 - 01.09.2018 23:00","364","0"
"01.09.2018 23:00 - 02.09.2018 00:00","174","0"
"02.09.2018 00:00 - 02.09.2018 01:00","0","382"
"02.09.2018 01:00 - 02.09.2018 02:00","0","371"
"02.09.2018 02:00 - 02.09.2018 03:00","0","490"
"02.09.2018 03:00 - 02.09.2018 04:00","0","491"
"02.09.2018 04:00 - 02.09.2018 05:00","0","491"
"02.09.2018 05:00 - 02.09.2018 06:00","0","396"
"02.09.2018 06:00 - 02.09.2018 07:00","0","97"
"02.09.2018 07:00 - 02.09.2018 08:00","0","225"
"02.09.2018 08:00 - 02.09.2018 09:00","0","226"
"02.09.2018 09:00 - 02.09.2018 10:00","0","300"
"02.09.2018 10:00 - 02.09.2018 11:00","0","300"
"02.09.2018 11:00 - 02.09.2018 12:00","0","300"
"02.09.2018 12:00 - 02.09.2018 13:00","0","300"
"02.09.2018 13:00 - 02.09.2018 14:00","0","300"
"02.09.2018 14:00 - 02.09.2018 15:00","0","300"
"02.09.2018 15:00 - 02.09.2018 16:00","0","300"
"02.09.2018 16:00 - 02.09.2018 17:00","0","300"
"02.09.2018 17:00 - 02.09.2018 18:00","0","300"
"02.09.2018 18:00 - 02.09.2018 19:00","0","300"
"02.09.2018 19:00 - 02.09.2018 20:00","0","299"
"02.09.2018 20:00 - 02.09.2018 21:00","0","103"
"02.09.2018 21:00 - 02.09.2018 22:00","49","0"
"02.09.2018 22:00 - 02.09.2018 23:00","0","51"
"02.09.2018 23:00 - 03.09.2018 00:00","0","52"
"03.09.2018 00:00 - 03.09.2018 01:00","0","272"
"03.09.2018 01:00 - 03.09.2018 02:00","0","365"
"03.09.2018 02:00 - 03.09.2018 03:00","0","352"
"03.09.2018 03:00 - 03.09.2018 04:00","0","444"
"03.09.2018 04:00 - 03.09.2018 05:00","0","492"
"03.09.2018 05:00 - 03.09.2018 06:00","0","398"
"03.09.2018 06:00 - 03.09.2018 07:00","0","65"
"03.09.2018 07:00 - 03.09.2018 08:00","0","50"
"03.09.2018 08:00 - 03.09.2018 09:00","5","0"
"03.09.2018 09:00 - 03.09.2018 10:00","348","0"
"03.09.2018 10:00 - 03.09.2018 11:00","161","0"
"03.09.2018 11:00 - 03.09.2018 12:00","279","0"
"03.09.2018 12:00 - 03.09.2018 13:00","185","0"
"03.09.2018 13:00 - 03.09.2018 14:00","159","0"
"03.09.2018 14:00 - 03.09.2018 15:00","50","0"
"03.09.2018 15:00 - 03.09.2018 16:00","1","0"
"03.09.2018 16:00 - 03.09.2018 17:00","1","0"
"03.09.2018 17:00 - 03.09.2018 18:00","0","0"
"03.09.2018 18:00 - 03.09.2018 19:00","0","100"
"03.09.2018 19:00 - 03.09.2018 20:00","0","99"
"03.09.2018 20:00 - 03.09.2018 21:00","66","0"
"03.09.2018 21:00 - 03.09.2018 22:00","249","0"
"03.09.2018 22:00 - 03.09.2018 23:00","484","0"
"03.09.2018 23:00 - 04.09.2018 00:00","324","0"
"04.09.2018 00:00 - 04.09.2018 01:00","0","44"
"04.09.2018 01:00 - 04.09.2018 02:00","0","203"
"04.09.2018 02:00 - 04.09.2018 03:00","0","211"
"04.09.2018 03:00 - 04.09.2018 04:00","0","240"
"04.09.2018 04:00 - 04.09.2018 05:00","0","364"
"04.09.2018 05:00 - 04.09.2018 06:00","0","300"
"04.09.2018 06:00 - 04.09.2018 07:00","0","181"
"04.09.2018 07:00 - 04.09.2018 08:00","0","12"
"04.09.2018 08:00 - 04.09.2018 09:00","316","0"
"04.09.2018 09:00 - 04.09.2018 10:00","379","0"
"04.09.2018 10:00 - 04.09.2018 11:00","432","0"
"04.09.2018 11:00 - 04.09.2018 12:00","431","0"
"04.09.2018 12:00 - 04.09.2018 13:00","195","0"
"04.09.2018 13:00 - 04.09.2018 14:00","129","0"
"04.09.2018 14:00 - 04.09.2018 15:00","1","0"
"04.09.2018 15:00 - 04.09.2018 16:00","1","0"
"04.09.2018 16:00 - 04.09.2018 17:00","1","0"
"04.09.2018 17:00 - 04.09.2018 18:00","1","0"
"04.09.2018 18:00 - 04.09.2018 19:00","0","76"
"04.09.2018 19:00 - 04.09.2018 20:00","89","0"
"04.09.2018 20:00 - 04.09.2018 21:00","345","0"
"04.09.2018 21:00 - 04.09.2018 22:00","167","0"
"04.09.2018 22:00 - 04.09.2018 23:00","473","0"
"04.09.2018 23:00 - 05.09.2018 00:00","298","0"
"05.09.2018 00:00 - 05.09.2018 01:00","0","59"
"05.09.2018 01:00 - 05.09.2018 02:00","0","213"
"05.09.2018 02:00 - 05.09.2018 03:00","0","299"
"05.09.2018 03:00 - 05.09.2018 04:00","0","300"
"05.09.2018 04:00 - 05.09.2018 05:00","0","300"
"05.09.2018 05:00 - 05.09.2018 06:00","0","300"
"05.09.2018 06:00 - 05.09.2018 07:00","0","276"
"05.09.2018 07:00 - 05.09.2018 08:00","0","100"
"05.09.2018 08:00 - 05.09.2018 09:00","0","0"
"05.09.2018 09:00 - 05.09.2018 10:00","60","0"
"05.09.2018 10:00 - 05.09.2018 11:00","0","73"
"05.09.2018 11:00 - 05.09.2018 12:00","213","0"
"05.09.2018 12:00 - 05.09.2018 13:00","143","0"
"05.09.2018 13:00 - 05.09.2018 14:00","65","0"
"05.09.2018 14:00 - 05.09.2018 15:00","1","0"
"05.09.2018 15:00 - 05.09.2018 16:00","0","0"
"05.09.2018 16:00 - 05.09.2018 17:00","0","0"
"05.09.2018 17:00 - 05.09.2018 18:00","0","0"
"05.09.2018 18:00 - 05.09.2018 19:00","0","98"
"05.09.2018 19:00 - 05.09.2018 20:00","95","0"
"05.09.2018 20:00 - 05.09.2018 21:00","446","0"
"05.09.2018 21:00 - 05.09.2018 22:00","23","0"
"05.09.2018 22:00 - 05.09.2018 23:00","483","0"
"05.09.2018 23:00 - 06.09.2018 00:00","415","0"
"06.09.2018 00:00 - 06.09.2018 01:00","53","0"
"06.09.2018 01:00 - 06.09.2018 02:00","0","87"
"06.09.2018 02:00 - 06.09.2018 03:00","0","264"
"06.09.2018 03:00 - 06.09.2018 04:00","0","300"
"06.09.2018 04:00 - 06.09.2018 05:00","0","198"
"06.09.2018 05:00 - 06.09.2018 06:00","0","229"
"06.09.2018 06:00 - 06.09.2018 07:00","0","298"
"06.09.2018 07:00 - 06.09.2018 08:00","0","5"
"06.09.2018 08:00 - 06.09.2018 09:00","424","0"
"06.09.2018 09:00 - 06.09.2018 10:00","485","0"
"06.09.2018 10:00 - 06.09.2018 11:00","486","0"
"06.09.2018 11:00 - 06.09.2018 12:00","486","0"
"06.09.2018 12:00 - 06.09.2018 13:00","485","0"
"06.09.2018 13:00 - 06.09.2018 14:00","486","0"
"06.09.2018 14:00 - 06.09.2018 15:00","485","0"
"06.09.2018 15:00 - 06.09.2018 16:00","400","0"
"06.09.2018 16:00 - 06.09.2018 17:00","346","0"
"06.09.2018 17:00 - 06.09.2018 18:00","466","0"
"06.09.2018 18:00 - 06.09.2018 19:00","379","0"
"06.09.2018 19:00 - 06.09.2018 20:00","485","0"
"06.09.2018 20:00 - 06.09.2018 21:00","486","0"
"06.09.2018 21:00 - 06.09.2018 22:00","486","0"
"06.09.2018 22:00 - 06.09.2018 23:00","486","0"
"06.09.2018 23:00 - 07.09.2018 00:00","483","0"
"07.09.2018 00:00 - 07.09.2018 01:00","113","0"
"07.09.2018 01:00 - 07.09.2018 02:00","2","0"
"07.09.2018 02:00 - 07.09.2018 03:00","0","0"
"07.09.2018 03:00 - 07.09.2018 04:00","0","53"
"07.09.2018 04:00 - 07.09.2018 05:00","0","114"
"07.09.2018 05:00 - 07.09.2018 06:00","0","154"
"07.09.2018 06:00 - 07.09.2018 07:00","0","60"
"07.09.2018 07:00 - 07.09.2018 08:00","0","103"
"07.09.2018 08:00 - 07.09.2018 09:00","274","0"
"07.09.2018 09:00 - 07.09.2018 10:00","390","0"
"07.09.2018 10:00 - 07.09.2018 11:00","336","0"
"07.09.2018 11:00 - 07.09.2018 12:00","445","0"
"07.09.2018 12:00 - 07.09.2018 13:00","457","0"
"07.09.2018 13:00 - 07.09.2018 14:00","486","0"
"07.09.2018 14:00 - 07.09.2018 15:00","396","0"
"07.09.2018 15:00 - 07.09.2018 16:00","196","0"
"07.09.2018 16:00 - 07.09.2018 17:00","6","0"
"07.09.2018 17:00 - 07.09.2018 18:00","0","0"
"07.09.2018 18:00 - 07.09.2018 19:00","2","0"
"07.09.2018 19:00 - 07.09.2018 20:00","214","0"
"07.09.2018 20:00 - 07.09.2018 21:00","488","0"
"07.09.2018 21:00 - 07.09.2018 22:00","232","0"
"07.09.2018 22:00 - 07.09.2018 23:00","482","0"
"07.09.2018 23:00 - 08.09.2018 00:00","490","0"
"08.09.2018 00:00 - 08.09.2018 01:00","70","0"
"08.09.2018 01:00 - 08.09.2018 02:00","0","182"
"08.09.2018 02:00 - 08.09.2018 03:00","0","300"
"08.09.2018 03:00 - 08.09.2018 04:00","0","300"
"08.09.2018 04:00 - 08.09.2018 05:00","0","300"
"08.09.2018 05:00 - 08.09.2018 06:00","0","300"
"08.09.2018 06:00 - 08.09.2018 07:00","0","208"
"08.09.2018 07:00 - 08.09.2018 08:00","0","99"
"08.09.2018 08:00 - 08.09.2018 09:00","0","0"
"08.09.2018 09:00 - 08.09.2018 10:00","122","0"
"08.09.2018 10:00 - 08.09.2018 11:00","271","0"
"08.09.2018 11:00 - 08.09.2018 12:00","337","0"
"08.09.2018 12:00 - 08.09.2018 13:00","221","0"
"08.09.2018 13:00 - 08.09.2018 14:00","49","0"
"08.09.2018 14:00 - 08.09.2018 15:00","0","99"
"08.09.2018 15:00 - 08.09.2018 16:00","0","100"
"08.09.2018 16:00 - 08.09.2018 17:00","0","100"
"08.09.2018 17:00 - 08.09.2018 18:00","0","99"
"08.09.2018 18:00 - 08.09.2018 19:00","0","74"
"08.09.2018 19:00 - 08.09.2018 20:00","0","84"
"08.09.2018 20:00 - 08.09.2018 21:00","64","0"
"08.09.2018 21:00 - 08.09.2018 22:00","390","0"
"08.09.2018 22:00 - 08.09.2018 23:00","485","0"
"08.09.2018 23:00 - 09.09.2018 00:00","317","0"
"09.09.2018 00:00 - 09.09.2018 01:00","0","174"
"09.09.2018 01:00 - 09.09.2018 02:00","0","196"
"09.09.2018 02:00 - 09.09.2018 03:00","0","202"
"09.09.2018 03:00 - 09.09.2018 04:00","0","301"
"09.09.2018 04:00 - 09.09.2018 05:00","0","301"
"09.09.2018 05:00 - 09.09.2018 06:00","0","300"
"09.09.2018 06:00 - 09.09.2018 07:00","0","64"
"09.09.2018 07:00 - 09.09.2018 08:00","0","104"
"09.09.2018 08:00 - 09.09.2018 09:00","0","300"
"09.09.2018 09:00 - 09.09.2018 10:00","0","201"
"09.09.2018 10:00 - 09.09.2018 11:00","0","64"
"09.09.2018 11:00 - 09.09.2018 12:00","0","65"
"09.09.2018 12:00 - 09.09.2018 13:00","0","69"
"09.09.2018 13:00 - 09.09.2018 14:00","0","50"
"09.09.2018 14:00 - 09.09.2018 15:00","0","0"
"09.09.2018 15:00 - 09.09.2018 16:00","0","101"
"09.09.2018 16:00 - 09.09.2018 17:00","0","101"
"09.09.2018 17:00 - 09.09.2018 18:00","0","101"
"09.09.2018 18:00 - 09.09.2018 19:00","0","196"
"09.09.2018 19:00 - 09.09.2018 20:00","75","0"
"09.09.2018 20:00 - 09.09.2018 21:00","232","0"
"09.09.2018 21:00 - 09.09.2018 22:00","89","0"
"09.09.2018 22:00 - 09.09.2018 23:00","473","0"
"09.09.2018 23:00 - 10.09.2018 00:00","203","0"
"10.09.2018 00:00 - 10.09.2018 01:00","0","109"
"10.09.2018 01:00 - 10.09.2018 02:00","0","141"
"10.09.2018 02:00 - 10.09.2018 03:00","0","141"
"10.09.2018 03:00 - 10.09.2018 04:00","0","114"
"10.09.2018 04:00 - 10.09.2018 05:00","0","167"
"10.09.2018 05:00 - 10.09.2018 06:00","0","298"
"10.09.2018 06:00 - 10.09.2018 07:00","0","102"
"10.09.2018 07:00 - 10.09.2018 08:00","50","0"
"10.09.2018 08:00 - 10.09.2018 09:00","355","0"
"10.09.2018 09:00 - 10.09.2018 10:00","485","0"
"10.09.2018 10:00 - 10.09.2018 11:00","486","0"
"10.09.2018 11:00 - 10.09.2018 12:00","486","0"
"10.09.2018 12:00 - 10.09.2018 13:00","485","0"
"10.09.2018 13:00 - 10.09.2018 14:00","485","0"
"10.09.2018 14:00 - 10.09.2018 15:00","486","0"
"10.09.2018 15:00 - 10.09.2018 16:00","485","0"
"10.09.2018 16:00 - 10.09.2018 17:00","324","0"
"10.09.2018 17:00 - 10.09.2018 18:00","218","0"
"10.09.2018 18:00 - 10.09.2018 19:00","262","0"
"10.09.2018 19:00 - 10.09.2018 20:00","486","0"
"10.09.2018 20:00 - 10.09.2018 21:00","486","0"
"10.09.2018 21:00 - 10.09.2018 22:00","487","0"
"10.09.2018 22:00 - 10.09.2018 23:00","487","0"
"10.09.2018 23:00 - 11.09.2018 00:00","486","0"
"11.09.2018 00:00 - 11.09.2018 01:00","413","0"
"11.09.2018 01:00 - 11.09.2018 02:00","310","0"
"11.09.2018 02:00 - 11.09.2018 03:00","215","0"
"11.09.2018 03:00 - 11.09.2018 04:00","100","0"
"11.09.2018 04:00 - 11.09.2018 05:00","0","1"
"11.09.2018 05:00 - 11.09.2018 06:00","0","195"
"11.09.2018 06:00 - 11.09.2018 07:00","0","300"
"11.09.2018 07:00 - 11.09.2018 08:00","0","200"
"11.09.2018 08:00 - 11.09.2018 09:00","0","129"
"11.09.2018 09:00 - 11.09.2018 10:00","0","0"
"11.09.2018 10:00 - 11.09.2018 11:00","50","0"
"11.09.2018 11:00 - 11.09.2018 12:00","101","0"
"11.09.2018 12:00 - 11.09.2018 13:00","49","0"
"11.09.2018 13:00 - 11.09.2018 14:00","0","49"
"11.09.2018 14:00 - 11.09.2018 15:00","0","192"
"11.09.2018 15:00 - 11.09.2018 16:00","0","227"
"11.09.2018 16:00 - 11.09.2018 17:00","0","296"
"11.09.2018 17:00 - 11.09.2018 18:00","0","300"
"11.09.2018 18:00 - 11.09.2018 19:00","0","297"
"11.09.2018 19:00 - 11.09.2018 20:00","0","1"
"11.09.2018 20:00 - 11.09.2018 21:00","215","0"
"11.09.2018 21:00 - 11.09.2018 22:00","193","0"
"11.09.2018 22:00 - 11.09.2018 23:00","478","0"
"11.09.2018 23:00 - 12.09.2018 00:00","484","0"
"12.09.2018 00:00 - 12.09.2018 01:00","314","0"
"12.09.2018 01:00 - 12.09.2018 02:00","94","0"
"12.09.2018 02:00 - 12.09.2018 03:00","53","0"
"12.09.2018 03:00 - 12.09.2018 04:00","49","0"
"12.09.2018 04:00 - 12.09.2018 05:00","0","0"
"12.09.2018 05:00 - 12.09.2018 06:00","0","0"
"12.09.2018 06:00 - 12.09.2018 07:00","0","100"
"12.09.2018 07:00 - 12.09.2018 08:00","0","57"
"12.09.2018 08:00 - 12.09.2018 09:00","192","0"
"12.09.2018 09:00 - 12.09.2018 10:00","235","0"
"12.09.2018 10:00 - 12.09.2018 11:00","222","0"
"12.09.2018 11:00 - 12.09.2018 12:00","289","0"
"12.09.2018 12:00 - 12.09.2018 13:00","182","0"
"12.09.2018 13:00 - 12.09.2018 14:00","96","0"
"12.09.2018 14:00 - 12.09.2018 15:00","0","0"
"12.09.2018 15:00 - 12.09.2018 16:00","0","0"
"12.09.2018 16:00 - 12.09.2018 17:00","1","0"
"12.09.2018 17:00 - 12.09.2018 18:00","115","0"
"12.09.2018 18:00 - 12.09.2018 19:00","264","0"
"12.09.2018 19:00 - 12.09.2018 20:00","484","0"
"12.09.2018 20:00 - 12.09.2018 21:00","485","0"
"12.09.2018 21:00 - 12.09.2018 22:00","227","0"
"12.09.2018 22:00 - 12.09.2018 23:00","483","0"
"12.09.2018 23:00 - 13.09.2018 00:00","487","0"
"13.09.2018 00:00 - 13.09.2018 01:00","455","0"
"13.09.2018 01:00 - 13.09.2018 02:00","145","0"
"13.09.2018 02:00 - 13.09.2018 03:00","122","0"
"13.09.2018 03:00 - 13.09.2018 04:00","55","0"
"13.09.2018 04:00 - 13.09.2018 05:00","71","0"
"13.09.2018 05:00 - 13.09.2018 06:00","364","0"
"13.09.2018 06:00 - 13.09.2018 07:00","0","104"
"13.09.2018 07:00 - 13.09.2018 08:00","196","0"
"13.09.2018 08:00 - 13.09.2018 09:00","483","0"
"13.09.2018 09:00 - 13.09.2018 10:00","486","0"
"13.09.2018 10:00 - 13.09.2018 11:00","486","0"
"13.09.2018 11:00 - 13.09.2018 12:00","486","0"
"13.09.2018 12:00 - 13.09.2018 13:00","486","0"
