"Time (CET)","Italy (IT) > Slovenia (SI) [MW]","Slovenia (SI) > Italy (IT) [MW]"
"13.03.2018 15:00 - 13.03.2018 16:00","0","986"
"13.03.2018 16:00 - 13.03.2018 17:00","0","973"
"13.03.2018 17:00 - 13.03.2018 18:00","0","822"
"13.03.2018 18:00 - 13.03.2018 19:00","0","695"
"13.03.2018 19:00 - 13.03.2018 20:00","0","753"
"13.03.2018 20:00 - 13.03.2018 21:00","0","751"
"13.03.2018 21:00 - 13.03.2018 22:00","0","1101"
"13.03.2018 22:00 - 13.03.2018 23:00","0","1235"
"13.03.2018 23:00 - 14.03.2018 00:00","0","1200"
"14.03.2018 00:00 - 14.03.2018 01:00","0","1323"
"14.03.2018 01:00 - 14.03.2018 02:00","0","1302"
"14.03.2018 02:00 - 14.03.2018 03:00","0","1277"
"14.03.2018 03:00 - 14.03.2018 04:00","0","1298"
"14.03.2018 04:00 - 14.03.2018 05:00","0","1303"
"14.03.2018 05:00 - 14.03.2018 06:00","0","1173"
"14.03.2018 06:00 - 14.03.2018 07:00","0","1052"
"14.03.2018 07:00 - 14.03.2018 08:00","0","1095"
"14.03.2018 08:00 - 14.03.2018 09:00","0","1116"
"14.03.2018 09:00 - 14.03.2018 10:00","0","1158"
"14.03.2018 10:00 - 14.03.2018 11:00","0","1111"
"14.03.2018 11:00 - 14.03.2018 12:00","0","1045"
"14.03.2018 12:00 - 14.03.2018 13:00","0","903"
"14.03.2018 13:00 - 14.03.2018 14:00","0","1139"
"14.03.2018 14:00 - 14.03.2018 15:00","0","1359"
"14.03.2018 15:00 - 14.03.2018 16:00","0","1328"
"14.03.2018 16:00 - 14.03.2018 17:00","0","1306"
"14.03.2018 17:00 - 14.03.2018 18:00","0","1275"
"14.03.2018 18:00 - 14.03.2018 19:00","0","1041"
"14.03.2018 19:00 - 14.03.2018 20:00","0","1085"
"14.03.2018 20:00 - 14.03.2018 21:00","0","1050"
"14.03.2018 21:00 - 14.03.2018 22:00","0","1073"
"14.03.2018 22:00 - 14.03.2018 23:00","0","1161"
"14.03.2018 23:00 - 15.03.2018 00:00","0","1315"
"15.03.2018 00:00 - 15.03.2018 01:00","0","1016"
"15.03.2018 01:00 - 15.03.2018 02:00","0","923"
"15.03.2018 02:00 - 15.03.2018 03:00","0","940"
"15.03.2018 03:00 - 15.03.2018 04:00","0","952"
"15.03.2018 04:00 - 15.03.2018 05:00","0","896"
"15.03.2018 05:00 - 15.03.2018 06:00","0","864"
"15.03.2018 06:00 - 15.03.2018 07:00","0","730"
"15.03.2018 07:00 - 15.03.2018 08:00","0","887"
"15.03.2018 08:00 - 15.03.2018 09:00","0","1033"
"15.03.2018 09:00 - 15.03.2018 10:00","0","973"
"15.03.2018 10:00 - 15.03.2018 11:00","0","818"
"15.03.2018 11:00 - 15.03.2018 12:00","0","836"
"15.03.2018 12:00 - 15.03.2018 13:00","0","820"
"15.03.2018 13:00 - 15.03.2018 14:00","0","915"
"15.03.2018 14:00 - 15.03.2018 15:00","0","1123"
"15.03.2018 15:00 - 15.03.2018 16:00","0","1299"
"15.03.2018 16:00 - 15.03.2018 17:00","0","1080"
"15.03.2018 17:00 - 15.03.2018 18:00","0","1017"
"15.03.2018 18:00 - 15.03.2018 19:00","0","902"
"15.03.2018 19:00 - 15.03.2018 20:00","0","836"
"15.03.2018 20:00 - 15.03.2018 21:00","0","981"
"15.03.2018 21:00 - 15.03.2018 22:00","0","1018"
"15.03.2018 22:00 - 15.03.2018 23:00","0","866"
"15.03.2018 23:00 - 16.03.2018 00:00","0","1014"
"16.03.2018 00:00 - 16.03.2018 01:00","0","640"
"16.03.2018 01:00 - 16.03.2018 02:00","0","937"
"16.03.2018 02:00 - 16.03.2018 03:00","0","964"
"16.03.2018 03:00 - 16.03.2018 04:00","0","1009"
"16.03.2018 04:00 - 16.03.2018 05:00","0","1051"
"16.03.2018 05:00 - 16.03.2018 06:00","0","909"
"16.03.2018 06:00 - 16.03.2018 07:00","0","793"
"16.03.2018 07:00 - 16.03.2018 08:00","0","874"
"16.03.2018 08:00 - 16.03.2018 09:00","0","798"
"16.03.2018 09:00 - 16.03.2018 10:00","0","671"
"16.03.2018 10:00 - 16.03.2018 11:00","0","752"
"16.03.2018 11:00 - 16.03.2018 12:00","0","699"
"16.03.2018 12:00 - 16.03.2018 13:00","0","769"
"16.03.2018 13:00 - 16.03.2018 14:00","0","895"
"16.03.2018 14:00 - 16.03.2018 15:00","0","1076"
"16.03.2018 15:00 - 16.03.2018 16:00","0","1072"
"16.03.2018 16:00 - 16.03.2018 17:00","0","973"
"16.03.2018 17:00 - 16.03.2018 18:00","0","1038"
"16.03.2018 18:00 - 16.03.2018 19:00","0","1011"
"16.03.2018 19:00 - 16.03.2018 20:00","0","664"
"16.03.2018 20:00 - 16.03.2018 21:00","0","776"
"16.03.2018 21:00 - 16.03.2018 22:00","0","657"
"16.03.2018 22:00 - 16.03.2018 23:00","0","747"
"16.03.2018 23:00 - 17.03.2018 00:00","0","931"
"17.03.2018 00:00 - 17.03.2018 01:00","0","1010"
"17.03.2018 01:00 - 17.03.2018 02:00","0","1009"
"17.03.2018 02:00 - 17.03.2018 03:00","0","1073"
"17.03.2018 03:00 - 17.03.2018 04:00","0","992"
"17.03.2018 04:00 - 17.03.2018 05:00","0","894"
"17.03.2018 05:00 - 17.03.2018 06:00","0","867"
"17.03.2018 06:00 - 17.03.2018 07:00","0","708"
"17.03.2018 07:00 - 17.03.2018 08:00","0","543"
"17.03.2018 08:00 - 17.03.2018 09:00","0","530"
"17.03.2018 09:00 - 17.03.2018 10:00","0","579"
"17.03.2018 10:00 - 17.03.2018 11:00","0","547"
"17.03.2018 11:00 - 17.03.2018 12:00","0","584"
"17.03.2018 12:00 - 17.03.2018 13:00","0","638"
"17.03.2018 13:00 - 17.03.2018 14:00","0","849"
"17.03.2018 14:00 - 17.03.2018 15:00","0","845"
"17.03.2018 15:00 - 17.03.2018 16:00","0","876"
"17.03.2018 16:00 - 17.03.2018 17:00","0","892"
"17.03.2018 17:00 - 17.03.2018 18:00","0","887"
"17.03.2018 18:00 - 17.03.2018 19:00","0","974"
"17.03.2018 19:00 - 17.03.2018 20:00","0","974"
"17.03.2018 20:00 - 17.03.2018 21:00","0","1060"
"17.03.2018 21:00 - 17.03.2018 22:00","0","894"
"17.03.2018 22:00 - 17.03.2018 23:00","0","727"
"17.03.2018 23:00 - 18.03.2018 00:00","0","658"
"18.03.2018 00:00 - 18.03.2018 01:00","0","849"
"18.03.2018 01:00 - 18.03.2018 02:00","0","921"
"18.03.2018 02:00 - 18.03.2018 03:00","0","842"
"18.03.2018 03:00 - 18.03.2018 04:00","0","905"
"18.03.2018 04:00 - 18.03.2018 05:00","0","956"
"18.03.2018 05:00 - 18.03.2018 06:00","0","923"
"18.03.2018 06:00 - 18.03.2018 07:00","0","704"
"18.03.2018 07:00 - 18.03.2018 08:00","0","708"
"18.03.2018 08:00 - 18.03.2018 09:00","0","743"
"18.03.2018 09:00 - 18.03.2018 10:00","0","680"
"18.03.2018 10:00 - 18.03.2018 11:00","0","556"
"18.03.2018 11:00 - 18.03.2018 12:00","0","681"
"18.03.2018 12:00 - 18.03.2018 13:00","0","684"
"18.03.2018 13:00 - 18.03.2018 14:00","0","678"
"18.03.2018 14:00 - 18.03.2018 15:00","0","726"
"18.03.2018 15:00 - 18.03.2018 16:00","0","639"
"18.03.2018 16:00 - 18.03.2018 17:00","0","734"
"18.03.2018 17:00 - 18.03.2018 18:00","0","809"
"18.03.2018 18:00 - 18.03.2018 19:00","0","966"
"18.03.2018 19:00 - 18.03.2018 20:00","0","990"
"18.03.2018 20:00 - 18.03.2018 21:00","0","1054"
"18.03.2018 21:00 - 18.03.2018 22:00","0","1067"
"18.03.2018 22:00 - 18.03.2018 23:00","0","1010"
"18.03.2018 23:00 - 19.03.2018 00:00","0","1067"
"19.03.2018 00:00 - 19.03.2018 01:00","0","1103"
"19.03.2018 01:00 - 19.03.2018 02:00","0","1079"
"19.03.2018 02:00 - 19.03.2018 03:00","0","1174"
"19.03.2018 03:00 - 19.03.2018 04:00","0","1093"
"19.03.2018 04:00 - 19.03.2018 05:00","0","1085"
"19.03.2018 05:00 - 19.03.2018 06:00","0","897"
"19.03.2018 06:00 - 19.03.2018 07:00","0","706"
"19.03.2018 07:00 - 19.03.2018 08:00","0","540"
"19.03.2018 08:00 - 19.03.2018 09:00","0","623"
"19.03.2018 09:00 - 19.03.2018 10:00","0","763"
"19.03.2018 10:00 - 19.03.2018 11:00","0","701"
"19.03.2018 11:00 - 19.03.2018 12:00","0","530"
"19.03.2018 12:00 - 19.03.2018 13:00","0","658"
"19.03.2018 13:00 - 19.03.2018 14:00","0","718"
"19.03.2018 14:00 - 19.03.2018 15:00","0","594"
"19.03.2018 15:00 - 19.03.2018 16:00","0","829"
"19.03.2018 16:00 - 19.03.2018 17:00","0","866"
"19.03.2018 17:00 - 19.03.2018 18:00","0","853"
"19.03.2018 18:00 - 19.03.2018 19:00","0","792"
"19.03.2018 19:00 - 19.03.2018 20:00","0","759"
"19.03.2018 20:00 - 19.03.2018 21:00","0","950"
"19.03.2018 21:00 - 19.03.2018 22:00","0","1079"
"19.03.2018 22:00 - 19.03.2018 23:00","0","1001"
"19.03.2018 23:00 - 20.03.2018 00:00","0","1028"
"20.03.2018 00:00 - 20.03.2018 01:00","0","1054"
"20.03.2018 01:00 - 20.03.2018 02:00","0","863"
"20.03.2018 02:00 - 20.03.2018 03:00","0","880"
"20.03.2018 03:00 - 20.03.2018 04:00","0","942"
"20.03.2018 04:00 - 20.03.2018 05:00","0","892"
"20.03.2018 05:00 - 20.03.2018 06:00","0","828"
"20.03.2018 06:00 - 20.03.2018 07:00","0","602"
"20.03.2018 07:00 - 20.03.2018 08:00","0","934"
"20.03.2018 08:00 - 20.03.2018 09:00","0","1010"
"20.03.2018 09:00 - 20.03.2018 10:00","0","827"
"20.03.2018 10:00 - 20.03.2018 11:00","0","732"
"20.03.2018 11:00 - 20.03.2018 12:00","0","963"
"20.03.2018 12:00 - 20.03.2018 13:00","0","847"
"20.03.2018 13:00 - 20.03.2018 14:00","0","981"
"20.03.2018 14:00 - 20.03.2018 15:00","0","962"
"20.03.2018 15:00 - 20.03.2018 16:00","0","970"
"20.03.2018 16:00 - 20.03.2018 17:00","0","1043"
"20.03.2018 17:00 - 20.03.2018 18:00","0","838"
"20.03.2018 18:00 - 20.03.2018 19:00","0","853"
"20.03.2018 19:00 - 20.03.2018 20:00","0","851"
"20.03.2018 20:00 - 20.03.2018 21:00","0","1061"
"20.03.2018 21:00 - 20.03.2018 22:00","0","1104"
"20.03.2018 22:00 - 20.03.2018 23:00","0","1028"
"20.03.2018 23:00 - 21.03.2018 00:00","0","977"
"21.03.2018 00:00 - 21.03.2018 01:00","0","905"
"21.03.2018 01:00 - 21.03.2018 02:00","0","1009"
"21.03.2018 02:00 - 21.03.2018 03:00","0","1038"
"21.03.2018 03:00 - 21.03.2018 04:00","0","1042"
"21.03.2018 04:00 - 21.03.2018 05:00","0","1070"
"21.03.2018 05:00 - 21.03.2018 06:00","0","965"
"21.03.2018 06:00 - 21.03.2018 07:00","0","875"
"21.03.2018 07:00 - 21.03.2018 08:00","0","671"
"21.03.2018 08:00 - 21.03.2018 09:00","0","691"
"21.03.2018 09:00 - 21.03.2018 10:00","0","697"
"21.03.2018 10:00 - 21.03.2018 11:00","0","744"
"21.03.2018 11:00 - 21.03.2018 12:00","0","868"
"21.03.2018 12:00 - 21.03.2018 13:00","0","942"
"21.03.2018 13:00 - 21.03.2018 14:00","0","968"
"21.03.2018 14:00 - 21.03.2018 15:00","0","1092"
"21.03.2018 15:00 - 21.03.2018 16:00","0","1098"
"21.03.2018 16:00 - 21.03.2018 17:00","0","1093"
"21.03.2018 17:00 - 21.03.2018 18:00","0","1044"
"21.03.2018 18:00 - 21.03.2018 19:00","0","863"
"21.03.2018 19:00 - 21.03.2018 20:00","0","769"
"21.03.2018 20:00 - 21.03.2018 21:00","0","1055"
"21.03.2018 21:00 - 21.03.2018 22:00","0","921"
"21.03.2018 22:00 - 21.03.2018 23:00","0","933"
"21.03.2018 23:00 - 22.03.2018 00:00","0","915"
"22.03.2018 00:00 - 22.03.2018 01:00","0","650"
"22.03.2018 01:00 - 22.03.2018 02:00","0","814"
"22.03.2018 02:00 - 22.03.2018 03:00","0","683"
"22.03.2018 03:00 - 22.03.2018 04:00","0","810"
"22.03.2018 04:00 - 22.03.2018 05:00","0","818"
"22.03.2018 05:00 - 22.03.2018 06:00","0","538"
"22.03.2018 06:00 - 22.03.2018 07:00","0","512"
"22.03.2018 07:00 - 22.03.2018 08:00","0","506"
"22.03.2018 08:00 - 22.03.2018 09:00","0","729"
"22.03.2018 09:00 - 22.03.2018 10:00","0","738"
"22.03.2018 10:00 - 22.03.2018 11:00","0","851"
"22.03.2018 11:00 - 22.03.2018 12:00","0","875"
"22.03.2018 12:00 - 22.03.2018 13:00","0","791"
"22.03.2018 13:00 - 22.03.2018 14:00","0","929"
"22.03.2018 14:00 - 22.03.2018 15:00","0","822"
"22.03.2018 15:00 - 22.03.2018 16:00","0","900"
"22.03.2018 16:00 - 22.03.2018 17:00","0","917"
"22.03.2018 17:00 - 22.03.2018 18:00","0","851"
"22.03.2018 18:00 - 22.03.2018 19:00","0","791"
"22.03.2018 19:00 - 22.03.2018 20:00","0","846"
"22.03.2018 20:00 - 22.03.2018 21:00","0","936"
"22.03.2018 21:00 - 22.03.2018 22:00","0","908"
"22.03.2018 22:00 - 22.03.2018 23:00","0","934"
"22.03.2018 23:00 - 23.03.2018 00:00","0","1122"
"23.03.2018 00:00 - 23.03.2018 01:00","0","937"
"23.03.2018 01:00 - 23.03.2018 02:00","0","920"
"23.03.2018 02:00 - 23.03.2018 03:00","0","882"
"23.03.2018 03:00 - 23.03.2018 04:00","0","799"
"23.03.2018 04:00 - 23.03.2018 05:00","0","719"
"23.03.2018 05:00 - 23.03.2018 06:00","0","721"
"23.03.2018 06:00 - 23.03.2018 07:00","0","662"
"23.03.2018 07:00 - 23.03.2018 08:00","0","729"
"23.03.2018 08:00 - 23.03.2018 09:00","0","761"
"23.03.2018 09:00 - 23.03.2018 10:00","0","887"
"23.03.2018 10:00 - 23.03.2018 11:00","0","695"
"23.03.2018 11:00 - 23.03.2018 12:00","0","670"
"23.03.2018 12:00 - 23.03.2018 13:00","0","759"
"23.03.2018 13:00 - 23.03.2018 14:00","0","814"
"23.03.2018 14:00 - 23.03.2018 15:00","0","937"
"23.03.2018 15:00 - 23.03.2018 16:00","0","939"
"23.03.2018 16:00 - 23.03.2018 17:00","0","817"
"23.03.2018 17:00 - 23.03.2018 18:00","0","817"
"23.03.2018 18:00 - 23.03.2018 19:00","0","884"
"23.03.2018 19:00 - 23.03.2018 20:00","0","790"
"23.03.2018 20:00 - 23.03.2018 21:00","0","708"
"23.03.2018 21:00 - 23.03.2018 22:00","0","853"
"23.03.2018 22:00 - 23.03.2018 23:00","0","965"
"23.03.2018 23:00 - 24.03.2018 00:00","0","1213"
"24.03.2018 00:00 - 24.03.2018 01:00","0","1181"
"24.03.2018 01:00 - 24.03.2018 02:00","0","1235"
"24.03.2018 02:00 - 24.03.2018 03:00","0","1273"
"24.03.2018 03:00 - 24.03.2018 04:00","0","1148"
"24.03.2018 04:00 - 24.03.2018 05:00","0","1121"
"24.03.2018 05:00 - 24.03.2018 06:00","0","1098"
"24.03.2018 06:00 - 24.03.2018 07:00","0","1087"
"24.03.2018 07:00 - 24.03.2018 08:00","0","906"
"24.03.2018 08:00 - 24.03.2018 09:00","0","773"
"24.03.2018 09:00 - 24.03.2018 10:00","0","583"
"24.03.2018 10:00 - 24.03.2018 11:00","0","482"
"24.03.2018 11:00 - 24.03.2018 12:00","0","478"
"24.03.2018 12:00 - 24.03.2018 13:00","0","544"
"24.03.2018 13:00 - 24.03.2018 14:00","0","715"
"24.03.2018 14:00 - 24.03.2018 15:00","0","982"
"24.03.2018 15:00 - 24.03.2018 16:00","0","780"
"24.03.2018 16:00 - 24.03.2018 17:00","0","988"
"24.03.2018 17:00 - 24.03.2018 18:00","0","985"
"24.03.2018 18:00 - 24.03.2018 19:00","0","1033"
"24.03.2018 19:00 - 24.03.2018 20:00","0","1103"
"24.03.2018 20:00 - 24.03.2018 21:00","0","1316"
"24.03.2018 21:00 - 24.03.2018 22:00","0","1228"
"24.03.2018 22:00 - 24.03.2018 23:00","0","1145"
"24.03.2018 23:00 - 25.03.2018 00:00","0","1225"
"25.03.2018 00:00 - 25.03.2018 01:00","0","1272"
"25.03.2018 01:00 - 25.03.2018 02:00","0","1202"
"25.03.2018 02:00 - 25.03.2018 03:00","",""
"25.03.2018 03:00 - 25.03.2018 04:00","0","1348"
"25.03.2018 04:00 - 25.03.2018 05:00","0","1262"
"25.03.2018 05:00 - 25.03.2018 06:00","0","1154"
"25.03.2018 06:00 - 25.03.2018 07:00","0","1067"
"25.03.2018 07:00 - 25.03.2018 08:00","0","1034"
"25.03.2018 08:00 - 25.03.2018 09:00","0","905"
"25.03.2018 09:00 - 25.03.2018 10:00","0","957"
"25.03.2018 10:00 - 25.03.2018 11:00","0","762"
"25.03.2018 11:00 - 25.03.2018 12:00","0","539"
"25.03.2018 12:00 - 25.03.2018 13:00","0","552"
"25.03.2018 13:00 - 25.03.2018 14:00","0","552"
"25.03.2018 14:00 - 25.03.2018 15:00","0","595"
"25.03.2018 15:00 - 25.03.2018 16:00","0","730"
"25.03.2018 16:00 - 25.03.2018 17:00","0","654"
"25.03.2018 17:00 - 25.03.2018 18:00","0","989"
"25.03.2018 18:00 - 25.03.2018 19:00","0","982"
"25.03.2018 19:00 - 25.03.2018 20:00","0","871"
"25.03.2018 20:00 - 25.03.2018 21:00","0","981"
"25.03.2018 21:00 - 25.03.2018 22:00","0","965"
"25.03.2018 22:00 - 25.03.2018 23:00","0","997"
"25.03.2018 23:00 - 26.03.2018 00:00","0","1046"
"26.03.2018 00:00 - 26.03.2018 01:00","0","1054"
"26.03.2018 01:00 - 26.03.2018 02:00","0","804"
"26.03.2018 02:00 - 26.03.2018 03:00","0","700"
"26.03.2018 03:00 - 26.03.2018 04:00","0","605"
"26.03.2018 04:00 - 26.03.2018 05:00","0","577"
"26.03.2018 05:00 - 26.03.2018 06:00","0","581"
"26.03.2018 06:00 - 26.03.2018 07:00","0","537"
"26.03.2018 07:00 - 26.03.2018 08:00","0","832"
"26.03.2018 08:00 - 26.03.2018 09:00","0","986"
"26.03.2018 09:00 - 26.03.2018 10:00","0","773"
"26.03.2018 10:00 - 26.03.2018 11:00","0","543"
"26.03.2018 11:00 - 26.03.2018 12:00","0","572"
"26.03.2018 12:00 - 26.03.2018 13:00","0","166"
"26.03.2018 13:00 - 26.03.2018 14:00","0","578"
"26.03.2018 14:00 - 26.03.2018 15:00","0","816"
"26.03.2018 15:00 - 26.03.2018 16:00","0","814"
"26.03.2018 16:00 - 26.03.2018 17:00","0","865"
"26.03.2018 17:00 - 26.03.2018 18:00","0","1039"
"26.03.2018 18:00 - 26.03.2018 19:00","0","1050"
"26.03.2018 19:00 - 26.03.2018 20:00","0","1059"
"26.03.2018 20:00 - 26.03.2018 21:00","0","1025"
"26.03.2018 21:00 - 26.03.2018 22:00","0","1074"
"26.03.2018 22:00 - 26.03.2018 23:00","0","1000"
"26.03.2018 23:00 - 27.03.2018 00:00","0","1045"
"27.03.2018 00:00 - 27.03.2018 01:00","0","976"
"27.03.2018 01:00 - 27.03.2018 02:00","0","910"
"27.03.2018 02:00 - 27.03.2018 03:00","0","986"
"27.03.2018 03:00 - 27.03.2018 04:00","0","1035"
"27.03.2018 04:00 - 27.03.2018 05:00","0","890"
"27.03.2018 05:00 - 27.03.2018 06:00","0","692"
"27.03.2018 06:00 - 27.03.2018 07:00","0","650"
"27.03.2018 07:00 - 27.03.2018 08:00","0","670"
"27.03.2018 08:00 - 27.03.2018 09:00","0","782"
"27.03.2018 09:00 - 27.03.2018 10:00","0","716"
"27.03.2018 10:00 - 27.03.2018 11:00","0","616"
"27.03.2018 11:00 - 27.03.2018 12:00","0","700"
"27.03.2018 12:00 - 27.03.2018 13:00","0","555"
"27.03.2018 13:00 - 27.03.2018 14:00","0","755"
"27.03.2018 14:00 - 27.03.2018 15:00","0","776"
"27.03.2018 15:00 - 27.03.2018 16:00","0","809"
"27.03.2018 16:00 - 27.03.2018 17:00","0","868"
"27.03.2018 17:00 - 27.03.2018 18:00","0","917"
"27.03.2018 18:00 - 27.03.2018 19:00","0","982"
"27.03.2018 19:00 - 27.03.2018 20:00","0","1063"
"27.03.2018 20:00 - 27.03.2018 21:00","0","894"
"27.03.2018 21:00 - 27.03.2018 22:00","0","974"
"27.03.2018 22:00 - 27.03.2018 23:00","0","1061"
"27.03.2018 23:00 - 28.03.2018 00:00","0","1089"
"28.03.2018 00:00 - 28.03.2018 01:00","0","1031"
"28.03.2018 01:00 - 28.03.2018 02:00","0","984"
"28.03.2018 02:00 - 28.03.2018 03:00","0","981"
"28.03.2018 03:00 - 28.03.2018 04:00","0","985"
"28.03.2018 04:00 - 28.03.2018 05:00","0","971"
"28.03.2018 05:00 - 28.03.2018 06:00","0","827"
"28.03.2018 06:00 - 28.03.2018 07:00","0","556"
"28.03.2018 07:00 - 28.03.2018 08:00","0","579"
"28.03.2018 08:00 - 28.03.2018 09:00","0","681"
"28.03.2018 09:00 - 28.03.2018 10:00","0","601"
"28.03.2018 10:00 - 28.03.2018 11:00","0","544"
"28.03.2018 11:00 - 28.03.2018 12:00","0","659"
"28.03.2018 12:00 - 28.03.2018 13:00","0","528"
"28.03.2018 13:00 - 28.03.2018 14:00","0","669"
"28.03.2018 14:00 - 28.03.2018 15:00","0","922"
"28.03.2018 15:00 - 28.03.2018 16:00","0","1032"
"28.03.2018 16:00 - 28.03.2018 17:00","0","1042"
"28.03.2018 17:00 - 28.03.2018 18:00","0","879"
"28.03.2018 18:00 - 28.03.2018 19:00","0","750"
"28.03.2018 19:00 - 28.03.2018 20:00","0","967"
"28.03.2018 20:00 - 28.03.2018 21:00","0","1003"
"28.03.2018 21:00 - 28.03.2018 22:00","0","999"
"28.03.2018 22:00 - 28.03.2018 23:00","0","1128"
"28.03.2018 23:00 - 29.03.2018 00:00","0","1019"
"29.03.2018 00:00 - 29.03.2018 01:00","0","939"
"29.03.2018 01:00 - 29.03.2018 02:00","0","924"
"29.03.2018 02:00 - 29.03.2018 03:00","0","1078"
"29.03.2018 03:00 - 29.03.2018 04:00","0","985"
"29.03.2018 04:00 - 29.03.2018 05:00","0","1081"
"29.03.2018 05:00 - 29.03.2018 06:00","0","1022"
"29.03.2018 06:00 - 29.03.2018 07:00","0","896"
"29.03.2018 07:00 - 29.03.2018 08:00","0","731"
"29.03.2018 08:00 - 29.03.2018 09:00","0","1013"
"29.03.2018 09:00 - 29.03.2018 10:00","0","732"
"29.03.2018 10:00 - 29.03.2018 11:00","0","566"
"29.03.2018 11:00 - 29.03.2018 12:00","0","791"
"29.03.2018 12:00 - 29.03.2018 13:00","0","616"
"29.03.2018 13:00 - 29.03.2018 14:00","0","574"
"29.03.2018 14:00 - 29.03.2018 15:00","0","564"
"29.03.2018 15:00 - 29.03.2018 16:00","0","651"
"29.03.2018 16:00 - 29.03.2018 17:00","0","554"
"29.03.2018 17:00 - 29.03.2018 18:00","0","682"
"29.03.2018 18:00 - 29.03.2018 19:00","0","951"
"29.03.2018 19:00 - 29.03.2018 20:00","0","985"
"29.03.2018 20:00 - 29.03.2018 21:00","0","1154"
"29.03.2018 21:00 - 29.03.2018 22:00","0","1271"
"29.03.2018 22:00 - 29.03.2018 23:00","0","1040"
"29.03.2018 23:00 - 30.03.2018 00:00","0","1098"
"30.03.2018 00:00 - 30.03.2018 01:00","0","1203"
"30.03.2018 01:00 - 30.03.2018 02:00","0","1433"
"30.03.2018 02:00 - 30.03.2018 03:00","0","1456"
"30.03.2018 03:00 - 30.03.2018 04:00","0","1406"
"30.03.2018 04:00 - 30.03.2018 05:00","0","1327"
"30.03.2018 05:00 - 30.03.2018 06:00","0","1285"
"30.03.2018 06:00 - 30.03.2018 07:00","0","1116"
"30.03.2018 07:00 - 30.03.2018 08:00","0","842"
"30.03.2018 08:00 - 30.03.2018 09:00","0","992"
"30.03.2018 09:00 - 30.03.2018 10:00","0","1057"
"30.03.2018 10:00 - 30.03.2018 11:00","0","1118"
"30.03.2018 11:00 - 30.03.2018 12:00","0","1197"
"30.03.2018 12:00 - 30.03.2018 13:00","0","1158"
"30.03.2018 13:00 - 30.03.2018 14:00","0","1035"
"30.03.2018 14:00 - 30.03.2018 15:00","0","1032"
"30.03.2018 15:00 - 30.03.2018 16:00","0","1105"
"30.03.2018 16:00 - 30.03.2018 17:00","0","1098"
"30.03.2018 17:00 - 30.03.2018 18:00","0","1083"
"30.03.2018 18:00 - 30.03.2018 19:00","0","1082"
"30.03.2018 19:00 - 30.03.2018 20:00","0","1133"
"30.03.2018 20:00 - 30.03.2018 21:00","0","1021"
"30.03.2018 21:00 - 30.03.2018 22:00","0","955"
"30.03.2018 22:00 - 30.03.2018 23:00","0","843"
"30.03.2018 23:00 - 31.03.2018 00:00","0","771"
"31.03.2018 00:00 - 31.03.2018 01:00","0","628"
"31.03.2018 01:00 - 31.03.2018 02:00","0","872"
"31.03.2018 02:00 - 31.03.2018 03:00","0","1087"
"31.03.2018 03:00 - 31.03.2018 04:00","0","1128"
"31.03.2018 04:00 - 31.03.2018 05:00","0","1146"
"31.03.2018 05:00 - 31.03.2018 06:00","0","1278"
"31.03.2018 06:00 - 31.03.2018 07:00","0","1451"
"31.03.2018 07:00 - 31.03.2018 08:00","0","1374"
"31.03.2018 08:00 - 31.03.2018 09:00","0","1293"
"31.03.2018 09:00 - 31.03.2018 10:00","0","842"
"31.03.2018 10:00 - 31.03.2018 11:00","0","649"
"31.03.2018 11:00 - 31.03.2018 12:00","0","538"
"31.03.2018 12:00 - 31.03.2018 13:00","0","661"
"31.03.2018 13:00 - 31.03.2018 14:00","0","648"
"31.03.2018 14:00 - 31.03.2018 15:00","0","565"
"31.03.2018 15:00 - 31.03.2018 16:00","0","601"
"31.03.2018 16:00 - 31.03.2018 17:00","0","611"
"31.03.2018 17:00 - 31.03.2018 18:00","0","715"
"31.03.2018 18:00 - 31.03.2018 19:00","0","730"
"31.03.2018 19:00 - 31.03.2018 20:00","0","898"
"31.03.2018 20:00 - 31.03.2018 21:00","0","807"
"31.03.2018 21:00 - 31.03.2018 22:00","0","914"
"31.03.2018 22:00 - 31.03.2018 23:00","0","939"
"31.03.2018 23:00 - 01.04.2018 00:00","0","1063"
"01.04.2018 00:00 - 01.04.2018 01:00","0","1003"
"01.04.2018 01:00 - 01.04.2018 02:00","0","991"
"01.04.2018 02:00 - 01.04.2018 03:00","0","946"
"01.04.2018 03:00 - 01.04.2018 04:00","0","1056"
"01.04.2018 04:00 - 01.04.2018 05:00","0","1021"
"01.04.2018 05:00 - 01.04.2018 06:00","0","787"
"01.04.2018 06:00 - 01.04.2018 07:00","0","767"
"01.04.2018 07:00 - 01.04.2018 08:00","0","768"
"01.04.2018 08:00 - 01.04.2018 09:00","0","732"
"01.04.2018 09:00 - 01.04.2018 10:00","0","599"
"01.04.2018 10:00 - 01.04.2018 11:00","0","582"
"01.04.2018 11:00 - 01.04.2018 12:00","0","615"
"01.04.2018 12:00 - 01.04.2018 13:00","0","729"
"01.04.2018 13:00 - 01.04.2018 14:00","0","576"
"01.04.2018 14:00 - 01.04.2018 15:00","0","595"
"01.04.2018 15:00 - 01.04.2018 16:00","0","379"
"01.04.2018 16:00 - 01.04.2018 17:00","0","453"
"01.04.2018 17:00 - 01.04.2018 18:00","0","563"
