"Time (CET)","Romania (RO) > Bulgaria (BG) [MW]","Bulgaria (BG) > Romania (RO) [MW]"
"20.01.2018 06:00 - 20.01.2018 07:00","383","0"
"20.01.2018 07:00 - 20.01.2018 08:00","348","0"
"20.01.2018 08:00 - 20.01.2018 09:00","265","0"
"20.01.2018 09:00 - 20.01.2018 10:00","327","0"
"20.01.2018 10:00 - 20.01.2018 11:00","332","0"
"20.01.2018 11:00 - 20.01.2018 12:00","344","0"
"20.01.2018 12:00 - 20.01.2018 13:00","402","0"
"20.01.2018 13:00 - 20.01.2018 14:00","416","0"
"20.01.2018 14:00 - 20.01.2018 15:00","401","0"
"20.01.2018 15:00 - 20.01.2018 16:00","347","0"
"20.01.2018 16:00 - 20.01.2018 17:00","266","0"
"20.01.2018 17:00 - 20.01.2018 18:00","137","0"
"20.01.2018 18:00 - 20.01.2018 19:00","137","0"
"20.01.2018 19:00 - 20.01.2018 20:00","180","0"
"20.01.2018 20:00 - 20.01.2018 21:00","344","0"
"20.01.2018 21:00 - 20.01.2018 22:00","487","0"
"20.01.2018 22:00 - 20.01.2018 23:00","653","0"
"20.01.2018 23:00 - 21.01.2018 00:00","675","0"
"21.01.2018 00:00 - 21.01.2018 01:00","680","0"
"21.01.2018 01:00 - 21.01.2018 02:00","621","0"
"21.01.2018 02:00 - 21.01.2018 03:00","533","0"
"21.01.2018 03:00 - 21.01.2018 04:00","496","0"
"21.01.2018 04:00 - 21.01.2018 05:00","427","0"
"21.01.2018 05:00 - 21.01.2018 06:00","396","0"
"21.01.2018 06:00 - 21.01.2018 07:00","333","0"
"21.01.2018 07:00 - 21.01.2018 08:00","312","0"
"21.01.2018 08:00 - 21.01.2018 09:00","280","0"
"21.01.2018 09:00 - 21.01.2018 10:00","308","0"
"21.01.2018 10:00 - 21.01.2018 11:00","378","0"
"21.01.2018 11:00 - 21.01.2018 12:00","328","0"
"21.01.2018 12:00 - 21.01.2018 13:00","436","0"
"21.01.2018 13:00 - 21.01.2018 14:00","519","0"
"21.01.2018 14:00 - 21.01.2018 15:00","582","0"
"21.01.2018 15:00 - 21.01.2018 16:00","634","0"
"21.01.2018 16:00 - 21.01.2018 17:00","673","0"
"21.01.2018 17:00 - 21.01.2018 18:00","671","0"
"21.01.2018 18:00 - 21.01.2018 19:00","701","0"
"21.01.2018 19:00 - 21.01.2018 20:00","755","0"
"21.01.2018 20:00 - 21.01.2018 21:00","850","0"
"21.01.2018 21:00 - 21.01.2018 22:00","982","0"
"21.01.2018 22:00 - 21.01.2018 23:00","1019","0"
"21.01.2018 23:00 - 22.01.2018 00:00","1073","0"
"22.01.2018 00:00 - 22.01.2018 01:00","1000","0"
"22.01.2018 01:00 - 22.01.2018 02:00","959","0"
"22.01.2018 02:00 - 22.01.2018 03:00","961","0"
"22.01.2018 03:00 - 22.01.2018 04:00","905","0"
"22.01.2018 04:00 - 22.01.2018 05:00","906","0"
"22.01.2018 05:00 - 22.01.2018 06:00","880","0"
"22.01.2018 06:00 - 22.01.2018 07:00","868","0"
"22.01.2018 07:00 - 22.01.2018 08:00","950","0"
"22.01.2018 08:00 - 22.01.2018 09:00","907","0"
"22.01.2018 09:00 - 22.01.2018 10:00","928","0"
"22.01.2018 10:00 - 22.01.2018 11:00","969","0"
"22.01.2018 11:00 - 22.01.2018 12:00","1017","0"
"22.01.2018 12:00 - 22.01.2018 13:00","937","0"
"22.01.2018 13:00 - 22.01.2018 14:00","937","0"
"22.01.2018 14:00 - 22.01.2018 15:00","972","0"
"22.01.2018 15:00 - 22.01.2018 16:00","915","0"
"22.01.2018 16:00 - 22.01.2018 17:00","814","0"
"22.01.2018 17:00 - 22.01.2018 18:00","750","0"
"22.01.2018 18:00 - 22.01.2018 19:00","736","0"
"22.01.2018 19:00 - 22.01.2018 20:00","754","0"
"22.01.2018 20:00 - 22.01.2018 21:00","866","0"
"22.01.2018 21:00 - 22.01.2018 22:00","956","0"
"22.01.2018 22:00 - 22.01.2018 23:00","1046","0"
"22.01.2018 23:00 - 23.01.2018 00:00","1102","0"
"23.01.2018 00:00 - 23.01.2018 01:00","990","0"
"23.01.2018 01:00 - 23.01.2018 02:00","936","0"
"23.01.2018 02:00 - 23.01.2018 03:00","928","0"
"23.01.2018 03:00 - 23.01.2018 04:00","875","0"
"23.01.2018 04:00 - 23.01.2018 05:00","811","0"
"23.01.2018 05:00 - 23.01.2018 06:00","750","0"
"23.01.2018 06:00 - 23.01.2018 07:00","699","0"
"23.01.2018 07:00 - 23.01.2018 08:00","628","0"
"23.01.2018 08:00 - 23.01.2018 09:00","522","0"
"23.01.2018 09:00 - 23.01.2018 10:00","481","0"
"23.01.2018 10:00 - 23.01.2018 11:00","595","0"
"23.01.2018 11:00 - 23.01.2018 12:00","668","0"
"23.01.2018 12:00 - 23.01.2018 13:00","741","0"
"23.01.2018 13:00 - 23.01.2018 14:00","803","0"
"23.01.2018 14:00 - 23.01.2018 15:00","824","0"
"23.01.2018 15:00 - 23.01.2018 16:00","786","0"
"23.01.2018 16:00 - 23.01.2018 17:00","713","0"
"23.01.2018 17:00 - 23.01.2018 18:00","687","0"
"23.01.2018 18:00 - 23.01.2018 19:00","662","0"
"23.01.2018 19:00 - 23.01.2018 20:00","698","0"
"23.01.2018 20:00 - 23.01.2018 21:00","858","0"
"23.01.2018 21:00 - 23.01.2018 22:00","981","0"
"23.01.2018 22:00 - 23.01.2018 23:00","1057","0"
"23.01.2018 23:00 - 24.01.2018 00:00","1056","0"
"24.01.2018 00:00 - 24.01.2018 01:00","854","0"
"24.01.2018 01:00 - 24.01.2018 02:00","824","0"
"24.01.2018 02:00 - 24.01.2018 03:00","792","0"
"24.01.2018 03:00 - 24.01.2018 04:00","779","0"
"24.01.2018 04:00 - 24.01.2018 05:00","763","0"
"24.01.2018 05:00 - 24.01.2018 06:00","695","0"
"24.01.2018 06:00 - 24.01.2018 07:00","724","0"
"24.01.2018 07:00 - 24.01.2018 08:00","744","0"
"24.01.2018 08:00 - 24.01.2018 09:00","567","0"
"24.01.2018 09:00 - 24.01.2018 10:00","560","0"
"24.01.2018 10:00 - 24.01.2018 11:00","545","0"
"24.01.2018 11:00 - 24.01.2018 12:00","484","0"
"24.01.2018 12:00 - 24.01.2018 13:00","491","0"
"24.01.2018 13:00 - 24.01.2018 14:00","529","0"
"24.01.2018 14:00 - 24.01.2018 15:00","464","0"
"24.01.2018 15:00 - 24.01.2018 16:00","338","0"
"24.01.2018 16:00 - 24.01.2018 17:00","241","0"
"24.01.2018 17:00 - 24.01.2018 18:00","301","0"
"24.01.2018 18:00 - 24.01.2018 19:00","280","0"
"24.01.2018 19:00 - 24.01.2018 20:00","305","0"
"24.01.2018 20:00 - 24.01.2018 21:00","386","0"
"24.01.2018 21:00 - 24.01.2018 22:00","445","0"
"24.01.2018 22:00 - 24.01.2018 23:00","686","0"
"24.01.2018 23:00 - 25.01.2018 00:00","801","0"
"25.01.2018 00:00 - 25.01.2018 01:00","706","0"
"25.01.2018 01:00 - 25.01.2018 02:00","680","0"
"25.01.2018 02:00 - 25.01.2018 03:00","614","0"
"25.01.2018 03:00 - 25.01.2018 04:00","557","0"
"25.01.2018 04:00 - 25.01.2018 05:00","523","0"
"25.01.2018 05:00 - 25.01.2018 06:00","394","0"
"25.01.2018 06:00 - 25.01.2018 07:00","345","0"
"25.01.2018 07:00 - 25.01.2018 08:00","99","0"
"25.01.2018 08:00 - 25.01.2018 09:00","1","0"
"25.01.2018 09:00 - 25.01.2018 10:00","125","0"
"25.01.2018 10:00 - 25.01.2018 11:00","205","0"
"25.01.2018 11:00 - 25.01.2018 12:00","173","0"
"25.01.2018 12:00 - 25.01.2018 13:00","197","0"
"25.01.2018 13:00 - 25.01.2018 14:00","180","0"
"25.01.2018 14:00 - 25.01.2018 15:00","171","0"
"25.01.2018 15:00 - 25.01.2018 16:00","128","0"
"25.01.2018 16:00 - 25.01.2018 17:00","104","0"
"25.01.2018 17:00 - 25.01.2018 18:00","100","0"
"25.01.2018 18:00 - 25.01.2018 19:00","96","0"
"25.01.2018 19:00 - 25.01.2018 20:00","163","0"
"25.01.2018 20:00 - 25.01.2018 21:00","313","0"
"25.01.2018 21:00 - 25.01.2018 22:00","399","0"
"25.01.2018 22:00 - 25.01.2018 23:00","503","0"
"25.01.2018 23:00 - 26.01.2018 00:00","590","0"
"26.01.2018 00:00 - 26.01.2018 01:00","520","0"
"26.01.2018 01:00 - 26.01.2018 02:00","462","0"
"26.01.2018 02:00 - 26.01.2018 03:00","454","0"
"26.01.2018 03:00 - 26.01.2018 04:00","409","0"
"26.01.2018 04:00 - 26.01.2018 05:00","423","0"
"26.01.2018 05:00 - 26.01.2018 06:00","360","0"
"26.01.2018 06:00 - 26.01.2018 07:00","268","0"
"26.01.2018 07:00 - 26.01.2018 08:00","274","0"
"26.01.2018 08:00 - 26.01.2018 09:00","177","0"
"26.01.2018 09:00 - 26.01.2018 10:00","166","0"
"26.01.2018 10:00 - 26.01.2018 11:00","269","0"
"26.01.2018 11:00 - 26.01.2018 12:00","257","0"
"26.01.2018 12:00 - 26.01.2018 13:00","272","0"
"26.01.2018 13:00 - 26.01.2018 14:00","247","0"
"26.01.2018 14:00 - 26.01.2018 15:00","222","0"
"26.01.2018 15:00 - 26.01.2018 16:00","185","0"
"26.01.2018 16:00 - 26.01.2018 17:00","140","0"
"26.01.2018 17:00 - 26.01.2018 18:00","66","0"
"26.01.2018 18:00 - 26.01.2018 19:00","37","0"
"26.01.2018 19:00 - 26.01.2018 20:00","120","0"
"26.01.2018 20:00 - 26.01.2018 21:00","246","0"
"26.01.2018 21:00 - 26.01.2018 22:00","370","0"
"26.01.2018 22:00 - 26.01.2018 23:00","588","0"
"26.01.2018 23:00 - 27.01.2018 00:00","607","0"
"27.01.2018 00:00 - 27.01.2018 01:00","511","0"
"27.01.2018 01:00 - 27.01.2018 02:00","438","0"
"27.01.2018 02:00 - 27.01.2018 03:00","396","0"
"27.01.2018 03:00 - 27.01.2018 04:00","367","0"
"27.01.2018 04:00 - 27.01.2018 05:00","339","0"
"27.01.2018 05:00 - 27.01.2018 06:00","191","0"
"27.01.2018 06:00 - 27.01.2018 07:00","224","0"
"27.01.2018 07:00 - 27.01.2018 08:00","201","0"
"27.01.2018 08:00 - 27.01.2018 09:00","177","0"
"27.01.2018 09:00 - 27.01.2018 10:00","230","0"
"27.01.2018 10:00 - 27.01.2018 11:00","314","0"
"27.01.2018 11:00 - 27.01.2018 12:00","306","0"
"27.01.2018 12:00 - 27.01.2018 13:00","335","0"
"27.01.2018 13:00 - 27.01.2018 14:00","326","0"
"27.01.2018 14:00 - 27.01.2018 15:00","288","0"
"27.01.2018 15:00 - 27.01.2018 16:00","208","0"
"27.01.2018 16:00 - 27.01.2018 17:00","167","0"
"27.01.2018 17:00 - 27.01.2018 18:00","120","0"
"27.01.2018 18:00 - 27.01.2018 19:00","173","0"
"27.01.2018 19:00 - 27.01.2018 20:00","207","0"
"27.01.2018 20:00 - 27.01.2018 21:00","206","0"
"27.01.2018 21:00 - 27.01.2018 22:00","243","0"
"27.01.2018 22:00 - 27.01.2018 23:00","408","0"
"27.01.2018 23:00 - 28.01.2018 00:00","469","0"
"28.01.2018 00:00 - 28.01.2018 01:00","346","0"
"28.01.2018 01:00 - 28.01.2018 02:00","349","0"
"28.01.2018 02:00 - 28.01.2018 03:00","319","0"
"28.01.2018 03:00 - 28.01.2018 04:00","293","0"
"28.01.2018 04:00 - 28.01.2018 05:00","251","0"
"28.01.2018 05:00 - 28.01.2018 06:00","223","0"
"28.01.2018 06:00 - 28.01.2018 07:00","205","0"
"28.01.2018 07:00 - 28.01.2018 08:00","288","0"
"28.01.2018 08:00 - 28.01.2018 09:00","310","0"
"28.01.2018 09:00 - 28.01.2018 10:00","301","0"
"28.01.2018 10:00 - 28.01.2018 11:00","376","0"
"28.01.2018 11:00 - 28.01.2018 12:00","369","0"
"28.01.2018 12:00 - 28.01.2018 13:00","389","0"
"28.01.2018 13:00 - 28.01.2018 14:00","411","0"
"28.01.2018 14:00 - 28.01.2018 15:00","369","0"
"28.01.2018 15:00 - 28.01.2018 16:00","372","0"
"28.01.2018 16:00 - 28.01.2018 17:00","357","0"
"28.01.2018 17:00 - 28.01.2018 18:00","321","0"
"28.01.2018 18:00 - 28.01.2018 19:00","356","0"
"28.01.2018 19:00 - 28.01.2018 20:00","392","0"
"28.01.2018 20:00 - 28.01.2018 21:00","630","0"
"28.01.2018 21:00 - 28.01.2018 22:00","766","0"
"28.01.2018 22:00 - 28.01.2018 23:00","976","0"
"28.01.2018 23:00 - 29.01.2018 00:00","996","0"
"29.01.2018 00:00 - 29.01.2018 01:00","877","0"
"29.01.2018 01:00 - 29.01.2018 02:00","759","0"
"29.01.2018 02:00 - 29.01.2018 03:00","638","0"
"29.01.2018 03:00 - 29.01.2018 04:00","523","0"
"29.01.2018 04:00 - 29.01.2018 05:00","443","0"
"29.01.2018 05:00 - 29.01.2018 06:00","358","0"
"29.01.2018 06:00 - 29.01.2018 07:00","378","0"
"29.01.2018 07:00 - 29.01.2018 08:00","364","0"
"29.01.2018 08:00 - 29.01.2018 09:00","392","0"
"29.01.2018 09:00 - 29.01.2018 10:00","375","0"
"29.01.2018 10:00 - 29.01.2018 11:00","421","0"
"29.01.2018 11:00 - 29.01.2018 12:00","480","0"
"29.01.2018 12:00 - 29.01.2018 13:00","535","0"
"29.01.2018 13:00 - 29.01.2018 14:00","558","0"
"29.01.2018 14:00 - 29.01.2018 15:00","602","0"
"29.01.2018 15:00 - 29.01.2018 16:00","641","0"
"29.01.2018 16:00 - 29.01.2018 17:00","514","0"
"29.01.2018 17:00 - 29.01.2018 18:00","458","0"
"29.01.2018 18:00 - 29.01.2018 19:00","431","0"
"29.01.2018 19:00 - 29.01.2018 20:00","505","0"
"29.01.2018 20:00 - 29.01.2018 21:00","769","0"
"29.01.2018 21:00 - 29.01.2018 22:00","928","0"
"29.01.2018 22:00 - 29.01.2018 23:00","1057","0"
"29.01.2018 23:00 - 30.01.2018 00:00","1064","0"
"30.01.2018 00:00 - 30.01.2018 01:00","1119","0"
"30.01.2018 01:00 - 30.01.2018 02:00","984","0"
"30.01.2018 02:00 - 30.01.2018 03:00","907","0"
"30.01.2018 03:00 - 30.01.2018 04:00","900","0"
"30.01.2018 04:00 - 30.01.2018 05:00","880","0"
"30.01.2018 05:00 - 30.01.2018 06:00","806","0"
"30.01.2018 06:00 - 30.01.2018 07:00","755","0"
"30.01.2018 07:00 - 30.01.2018 08:00","760","0"
"30.01.2018 08:00 - 30.01.2018 09:00","750","0"
"30.01.2018 09:00 - 30.01.2018 10:00","828","0"
"30.01.2018 10:00 - 30.01.2018 11:00","858","0"
"30.01.2018 11:00 - 30.01.2018 12:00","823","0"
"30.01.2018 12:00 - 30.01.2018 13:00","727","0"
"30.01.2018 13:00 - 30.01.2018 14:00","706","0"
"30.01.2018 14:00 - 30.01.2018 15:00","723","0"
"30.01.2018 15:00 - 30.01.2018 16:00","739","0"
"30.01.2018 16:00 - 30.01.2018 17:00","601","0"
"30.01.2018 17:00 - 30.01.2018 18:00","478","0"
"30.01.2018 18:00 - 30.01.2018 19:00","446","0"
"30.01.2018 19:00 - 30.01.2018 20:00","474","0"
"30.01.2018 20:00 - 30.01.2018 21:00","531","0"
"30.01.2018 21:00 - 30.01.2018 22:00","520","0"
"30.01.2018 22:00 - 30.01.2018 23:00","669","0"
"30.01.2018 23:00 - 31.01.2018 00:00","751","0"
"31.01.2018 00:00 - 31.01.2018 01:00","732","0"
"31.01.2018 01:00 - 31.01.2018 02:00","686","0"
"31.01.2018 02:00 - 31.01.2018 03:00","635","0"
"31.01.2018 03:00 - 31.01.2018 04:00","644","0"
"31.01.2018 04:00 - 31.01.2018 05:00","628","0"
"31.01.2018 05:00 - 31.01.2018 06:00","539","0"
"31.01.2018 06:00 - 31.01.2018 07:00","421","0"
"31.01.2018 07:00 - 31.01.2018 08:00","322","0"
"31.01.2018 08:00 - 31.01.2018 09:00","281","0"
"31.01.2018 09:00 - 31.01.2018 10:00","279","0"
"31.01.2018 10:00 - 31.01.2018 11:00","288","0"
"31.01.2018 11:00 - 31.01.2018 12:00","280","0"
"31.01.2018 12:00 - 31.01.2018 13:00","294","0"
"31.01.2018 13:00 - 31.01.2018 14:00","266","0"
"31.01.2018 14:00 - 31.01.2018 15:00","264","0"
"31.01.2018 15:00 - 31.01.2018 16:00","138","0"
"31.01.2018 16:00 - 31.01.2018 17:00","98","0"
"31.01.2018 17:00 - 31.01.2018 18:00","155","0"
"31.01.2018 18:00 - 31.01.2018 19:00","222","0"
"31.01.2018 19:00 - 31.01.2018 20:00","309","0"
"31.01.2018 20:00 - 31.01.2018 21:00","438","0"
"31.01.2018 21:00 - 31.01.2018 22:00","534","0"
"31.01.2018 22:00 - 31.01.2018 23:00","775","0"
"31.01.2018 23:00 - 01.02.2018 00:00","1070","0"
"01.02.2018 00:00 - 01.02.2018 01:00","998","0"
"01.02.2018 01:00 - 01.02.2018 02:00","964","0"
"01.02.2018 02:00 - 01.02.2018 03:00","959","0"
"01.02.2018 03:00 - 01.02.2018 04:00","974","0"
"01.02.2018 04:00 - 01.02.2018 05:00","949","0"
"01.02.2018 05:00 - 01.02.2018 06:00","769","0"
"01.02.2018 06:00 - 01.02.2018 07:00","674","0"
"01.02.2018 07:00 - 01.02.2018 08:00","654","0"
"01.02.2018 08:00 - 01.02.2018 09:00","600","0"
"01.02.2018 09:00 - 01.02.2018 10:00","466","0"
"01.02.2018 10:00 - 01.02.2018 11:00","395","0"
"01.02.2018 11:00 - 01.02.2018 12:00","350","0"
"01.02.2018 12:00 - 01.02.2018 13:00","306","0"
"01.02.2018 13:00 - 01.02.2018 14:00","291","0"
"01.02.2018 14:00 - 01.02.2018 15:00","316","0"
"01.02.2018 15:00 - 01.02.2018 16:00","273","0"
"01.02.2018 16:00 - 01.02.2018 17:00","248","0"
"01.02.2018 17:00 - 01.02.2018 18:00","279","0"
"01.02.2018 18:00 - 01.02.2018 19:00","364","0"
"01.02.2018 19:00 - 01.02.2018 20:00","344","0"
"01.02.2018 20:00 - 01.02.2018 21:00","321","0"
"01.02.2018 21:00 - 01.02.2018 22:00","361","0"
"01.02.2018 22:00 - 01.02.2018 23:00","572","0"
"01.02.2018 23:00 - 02.02.2018 00:00","618","0"
"02.02.2018 00:00 - 02.02.2018 01:00","327","0"
"02.02.2018 01:00 - 02.02.2018 02:00","263","0"
"02.02.2018 02:00 - 02.02.2018 03:00","274","0"
"02.02.2018 03:00 - 02.02.2018 04:00","260","0"
"02.02.2018 04:00 - 02.02.2018 05:00","206","0"
"02.02.2018 05:00 - 02.02.2018 06:00","191","0"
"02.02.2018 06:00 - 02.02.2018 07:00","251","0"
"02.02.2018 07:00 - 02.02.2018 08:00","336","0"
"02.02.2018 08:00 - 02.02.2018 09:00","283","0"
"02.02.2018 09:00 - 02.02.2018 10:00","277","0"
"02.02.2018 10:00 - 02.02.2018 11:00","267","0"
"02.02.2018 11:00 - 02.02.2018 12:00","221","0"
"02.02.2018 12:00 - 02.02.2018 13:00","183","0"
"02.02.2018 13:00 - 02.02.2018 14:00","209","0"
"02.02.2018 14:00 - 02.02.2018 15:00","275","0"
"02.02.2018 15:00 - 02.02.2018 16:00","227","0"
"02.02.2018 16:00 - 02.02.2018 17:00","217","0"
"02.02.2018 17:00 - 02.02.2018 18:00","210","0"
"02.02.2018 18:00 - 02.02.2018 19:00","256","0"
"02.02.2018 19:00 - 02.02.2018 20:00","397","0"
"02.02.2018 20:00 - 02.02.2018 21:00","512","0"
"02.02.2018 21:00 - 02.02.2018 22:00","572","0"
"02.02.2018 22:00 - 02.02.2018 23:00","641","0"
"02.02.2018 23:00 - 03.02.2018 00:00","652","0"
"03.02.2018 00:00 - 03.02.2018 01:00","403","0"
"03.02.2018 01:00 - 03.02.2018 02:00","351","0"
"03.02.2018 02:00 - 03.02.2018 03:00","324","0"
"03.02.2018 03:00 - 03.02.2018 04:00","306","0"
"03.02.2018 04:00 - 03.02.2018 05:00","343","0"
"03.02.2018 05:00 - 03.02.2018 06:00","257","0"
"03.02.2018 06:00 - 03.02.2018 07:00","315","0"
"03.02.2018 07:00 - 03.02.2018 08:00","317","0"
"03.02.2018 08:00 - 03.02.2018 09:00","330","0"
"03.02.2018 09:00 - 03.02.2018 10:00","318","0"
"03.02.2018 10:00 - 03.02.2018 11:00","343","0"
"03.02.2018 11:00 - 03.02.2018 12:00","399","0"
"03.02.2018 12:00 - 03.02.2018 13:00","520","0"
"03.02.2018 13:00 - 03.02.2018 14:00","571","0"
"03.02.2018 14:00 - 03.02.2018 15:00","652","0"
"03.02.2018 15:00 - 03.02.2018 16:00","594","0"
"03.02.2018 16:00 - 03.02.2018 17:00","492","0"
"03.02.2018 17:00 - 03.02.2018 18:00","525","0"
"03.02.2018 18:00 - 03.02.2018 19:00","617","0"
"03.02.2018 19:00 - 03.02.2018 20:00","681","0"
"03.02.2018 20:00 - 03.02.2018 21:00","717","0"
"03.02.2018 21:00 - 03.02.2018 22:00","714","0"
"03.02.2018 22:00 - 03.02.2018 23:00","785","0"
"03.02.2018 23:00 - 04.02.2018 00:00","747","0"
"04.02.2018 00:00 - 04.02.2018 01:00","657","0"
"04.02.2018 01:00 - 04.02.2018 02:00","618","0"
"04.02.2018 02:00 - 04.02.2018 03:00","545","0"
"04.02.2018 03:00 - 04.02.2018 04:00","544","0"
"04.02.2018 04:00 - 04.02.2018 05:00","530","0"
"04.02.2018 05:00 - 04.02.2018 06:00","503","0"
"04.02.2018 06:00 - 04.02.2018 07:00","649","0"
"04.02.2018 07:00 - 04.02.2018 08:00","653","0"
"04.02.2018 08:00 - 04.02.2018 09:00","738","0"
"04.02.2018 09:00 - 04.02.2018 10:00","662","0"
"04.02.2018 10:00 - 04.02.2018 11:00","660","0"
"04.02.2018 11:00 - 04.02.2018 12:00","608","0"
"04.02.2018 12:00 - 04.02.2018 13:00","564","0"
"04.02.2018 13:00 - 04.02.2018 14:00","595","0"
"04.02.2018 14:00 - 04.02.2018 15:00","636","0"
"04.02.2018 15:00 - 04.02.2018 16:00","578","0"
"04.02.2018 16:00 - 04.02.2018 17:00","522","0"
"04.02.2018 17:00 - 04.02.2018 18:00","378","0"
"04.02.2018 18:00 - 04.02.2018 19:00","345","0"
"04.02.2018 19:00 - 04.02.2018 20:00","382","0"
"04.02.2018 20:00 - 04.02.2018 21:00","469","0"
"04.02.2018 21:00 - 04.02.2018 22:00","434","0"
"04.02.2018 22:00 - 04.02.2018 23:00","502","0"
"04.02.2018 23:00 - 05.02.2018 00:00","544","0"
"05.02.2018 00:00 - 05.02.2018 01:00","277","0"
"05.02.2018 01:00 - 05.02.2018 02:00","119","0"
"05.02.2018 02:00 - 05.02.2018 03:00","31","0"
"05.02.2018 03:00 - 05.02.2018 04:00","0","8"
"05.02.2018 04:00 - 05.02.2018 05:00","35","0"
"05.02.2018 05:00 - 05.02.2018 06:00","5","0"
"05.02.2018 06:00 - 05.02.2018 07:00","0","20"
"05.02.2018 07:00 - 05.02.2018 08:00","0","110"
"05.02.2018 08:00 - 05.02.2018 09:00","0","42"
"05.02.2018 09:00 - 05.02.2018 10:00","60","0"
"05.02.2018 10:00 - 05.02.2018 11:00","150","0"
"05.02.2018 11:00 - 05.02.2018 12:00","122","0"
"05.02.2018 12:00 - 05.02.2018 13:00","150","0"
"05.02.2018 13:00 - 05.02.2018 14:00","190","0"
"05.02.2018 14:00 - 05.02.2018 15:00","176","0"
"05.02.2018 15:00 - 05.02.2018 16:00","97","0"
"05.02.2018 16:00 - 05.02.2018 17:00","0","48"
"05.02.2018 17:00 - 05.02.2018 18:00","0","106"
"05.02.2018 18:00 - 05.02.2018 19:00","0","91"
"05.02.2018 19:00 - 05.02.2018 20:00","30","0"
"05.02.2018 20:00 - 05.02.2018 21:00","180","0"
"05.02.2018 21:00 - 05.02.2018 22:00","213","0"
"05.02.2018 22:00 - 05.02.2018 23:00","435","0"
"05.02.2018 23:00 - 06.02.2018 00:00","503","0"
"06.02.2018 00:00 - 06.02.2018 01:00","376","0"
"06.02.2018 01:00 - 06.02.2018 02:00","284","0"
"06.02.2018 02:00 - 06.02.2018 03:00","217","0"
"06.02.2018 03:00 - 06.02.2018 04:00","159","0"
"06.02.2018 04:00 - 06.02.2018 05:00","119","0"
"06.02.2018 05:00 - 06.02.2018 06:00","25","0"
"06.02.2018 06:00 - 06.02.2018 07:00","34","0"
"06.02.2018 07:00 - 06.02.2018 08:00","0","75"
"06.02.2018 08:00 - 06.02.2018 09:00","0","82"
"06.02.2018 09:00 - 06.02.2018 10:00","0","66"
"06.02.2018 10:00 - 06.02.2018 11:00","0","55"
"06.02.2018 11:00 - 06.02.2018 12:00","0","34"
"06.02.2018 12:00 - 06.02.2018 13:00","62","0"
"06.02.2018 13:00 - 06.02.2018 14:00","78","0"
"06.02.2018 14:00 - 06.02.2018 15:00","83","0"
"06.02.2018 15:00 - 06.02.2018 16:00","91","0"
"06.02.2018 16:00 - 06.02.2018 17:00","0","36"
"06.02.2018 17:00 - 06.02.2018 18:00","52","0"
"06.02.2018 18:00 - 06.02.2018 19:00","88","0"
"06.02.2018 19:00 - 06.02.2018 20:00","203","0"
"06.02.2018 20:00 - 06.02.2018 21:00","386","0"
"06.02.2018 21:00 - 06.02.2018 22:00","472","0"
"06.02.2018 22:00 - 06.02.2018 23:00","508","0"
"06.02.2018 23:00 - 07.02.2018 00:00","519","0"
"07.02.2018 00:00 - 07.02.2018 01:00","458","0"
"07.02.2018 01:00 - 07.02.2018 02:00","417","0"
"07.02.2018 02:00 - 07.02.2018 03:00","367","0"
"07.02.2018 03:00 - 07.02.2018 04:00","357","0"
"07.02.2018 04:00 - 07.02.2018 05:00","345","0"
"07.02.2018 05:00 - 07.02.2018 06:00","381","0"
"07.02.2018 06:00 - 07.02.2018 07:00","334","0"
"07.02.2018 07:00 - 07.02.2018 08:00","359","0"
"07.02.2018 08:00 - 07.02.2018 09:00","415","0"
"07.02.2018 09:00 - 07.02.2018 10:00","379","0"
"07.02.2018 10:00 - 07.02.2018 11:00","481","0"
"07.02.2018 11:00 - 07.02.2018 12:00","556","0"
"07.02.2018 12:00 - 07.02.2018 13:00","544","0"
"07.02.2018 13:00 - 07.02.2018 14:00","521","0"
"07.02.2018 14:00 - 07.02.2018 15:00","520","0"
"07.02.2018 15:00 - 07.02.2018 16:00","474","0"
"07.02.2018 16:00 - 07.02.2018 17:00","567","0"
"07.02.2018 17:00 - 07.02.2018 18:00","686","0"
"07.02.2018 18:00 - 07.02.2018 19:00","662","0"
"07.02.2018 19:00 - 07.02.2018 20:00","649","0"
"07.02.2018 20:00 - 07.02.2018 21:00","637","0"
"07.02.2018 21:00 - 07.02.2018 22:00","667","0"
"07.02.2018 22:00 - 07.02.2018 23:00","724","0"
"07.02.2018 23:00 - 08.02.2018 00:00","608","0"
"08.02.2018 00:00 - 08.02.2018 01:00","507","0"
"08.02.2018 01:00 - 08.02.2018 02:00","550","0"
"08.02.2018 02:00 - 08.02.2018 03:00","598","0"
"08.02.2018 03:00 - 08.02.2018 04:00","551","0"
"08.02.2018 04:00 - 08.02.2018 05:00","522","0"
"08.02.2018 05:00 - 08.02.2018 06:00","522","0"
"08.02.2018 06:00 - 08.02.2018 07:00","325","0"
"08.02.2018 07:00 - 08.02.2018 08:00","302","0"
"08.02.2018 08:00 - 08.02.2018 09:00","175","0"
"08.02.2018 09:00 - 08.02.2018 10:00","190","0"
"08.02.2018 10:00 - 08.02.2018 11:00","269","0"
"08.02.2018 11:00 - 08.02.2018 12:00","432","0"
"08.02.2018 12:00 - 08.02.2018 13:00","470","0"
"08.02.2018 13:00 - 08.02.2018 14:00","487","0"
