"Time (CET)","Germany (DE) > Czech Republic (CZ) [MW]","Czech Republic (CZ) > Germany (DE) [MW]"
"11.10.2018 02:00 - 11.10.2018 03:00","973","0"
"11.10.2018 03:00 - 11.10.2018 04:00","855","0"
"11.10.2018 04:00 - 11.10.2018 05:00","1011","0"
"11.10.2018 05:00 - 11.10.2018 06:00","1236","0"
"11.10.2018 06:00 - 11.10.2018 07:00","1103","0"
"11.10.2018 07:00 - 11.10.2018 08:00","1098","0"
"11.10.2018 08:00 - 11.10.2018 09:00","1090","0"
"11.10.2018 09:00 - 11.10.2018 10:00","1265","0"
"11.10.2018 10:00 - 11.10.2018 11:00","1118","0"
"11.10.2018 11:00 - 11.10.2018 12:00","961","0"
"11.10.2018 12:00 - 11.10.2018 13:00","793","0"
"11.10.2018 13:00 - 11.10.2018 14:00","567","0"
"11.10.2018 14:00 - 11.10.2018 15:00","509","0"
"11.10.2018 15:00 - 11.10.2018 16:00","338","0"
"11.10.2018 16:00 - 11.10.2018 17:00","585","0"
"11.10.2018 17:00 - 11.10.2018 18:00","424","0"
"11.10.2018 18:00 - 11.10.2018 19:00","1057","0"
"11.10.2018 19:00 - 11.10.2018 20:00","1223","0"
"11.10.2018 20:00 - 11.10.2018 21:00","924","0"
"11.10.2018 21:00 - 11.10.2018 22:00","554","0"
"11.10.2018 22:00 - 11.10.2018 23:00","621","0"
"11.10.2018 23:00 - 12.10.2018 00:00","126","0"
"12.10.2018 00:00 - 12.10.2018 01:00","89","0"
"12.10.2018 01:00 - 12.10.2018 02:00","172","0"
"12.10.2018 02:00 - 12.10.2018 03:00","0","20"
"12.10.2018 03:00 - 12.10.2018 04:00","0","108"
"12.10.2018 04:00 - 12.10.2018 05:00","0","33"
"12.10.2018 05:00 - 12.10.2018 06:00","112","0"
"12.10.2018 06:00 - 12.10.2018 07:00","772","0"
"12.10.2018 07:00 - 12.10.2018 08:00","1140","0"
"12.10.2018 08:00 - 12.10.2018 09:00","1126","0"
"12.10.2018 09:00 - 12.10.2018 10:00","1055","0"
"12.10.2018 10:00 - 12.10.2018 11:00","765","0"
"12.10.2018 11:00 - 12.10.2018 12:00","792","0"
"12.10.2018 12:00 - 12.10.2018 13:00","812","0"
"12.10.2018 13:00 - 12.10.2018 14:00","839","0"
"12.10.2018 14:00 - 12.10.2018 15:00","782","0"
"12.10.2018 15:00 - 12.10.2018 16:00","875","0"
"12.10.2018 16:00 - 12.10.2018 17:00","920","0"
"12.10.2018 17:00 - 12.10.2018 18:00","848","0"
"12.10.2018 18:00 - 12.10.2018 19:00","971","0"
"12.10.2018 19:00 - 12.10.2018 20:00","895","0"
"12.10.2018 20:00 - 12.10.2018 21:00","1067","0"
"12.10.2018 21:00 - 12.10.2018 22:00","1092","0"
"12.10.2018 22:00 - 12.10.2018 23:00","1068","0"
"12.10.2018 23:00 - 13.10.2018 00:00","832","0"
"13.10.2018 00:00 - 13.10.2018 01:00","799","0"
"13.10.2018 01:00 - 13.10.2018 02:00","445","0"
"13.10.2018 02:00 - 13.10.2018 03:00","259","0"
"13.10.2018 03:00 - 13.10.2018 04:00","312","0"
"13.10.2018 04:00 - 13.10.2018 05:00","173","0"
"13.10.2018 05:00 - 13.10.2018 06:00","319","0"
"13.10.2018 06:00 - 13.10.2018 07:00","507","0"
"13.10.2018 07:00 - 13.10.2018 08:00","702","0"
"13.10.2018 08:00 - 13.10.2018 09:00","969","0"
"13.10.2018 09:00 - 13.10.2018 10:00","880","0"
"13.10.2018 10:00 - 13.10.2018 11:00","819","0"
"13.10.2018 11:00 - 13.10.2018 12:00","753","0"
"13.10.2018 12:00 - 13.10.2018 13:00","620","0"
"13.10.2018 13:00 - 13.10.2018 14:00","784","0"
"13.10.2018 14:00 - 13.10.2018 15:00","760","0"
"13.10.2018 15:00 - 13.10.2018 16:00","828","0"
"13.10.2018 16:00 - 13.10.2018 17:00","882","0"
"13.10.2018 17:00 - 13.10.2018 18:00","835","0"
"13.10.2018 18:00 - 13.10.2018 19:00","1328","0"
"13.10.2018 19:00 - 13.10.2018 20:00","1549","0"
"13.10.2018 20:00 - 13.10.2018 21:00","1487","0"
"13.10.2018 21:00 - 13.10.2018 22:00","1430","0"
"13.10.2018 22:00 - 13.10.2018 23:00","1225","0"
"13.10.2018 23:00 - 14.10.2018 00:00","792","0"
"14.10.2018 00:00 - 14.10.2018 01:00","355","0"
"14.10.2018 01:00 - 14.10.2018 02:00","181","0"
"14.10.2018 02:00 - 14.10.2018 03:00","0","183"
"14.10.2018 03:00 - 14.10.2018 04:00","0","49"
"14.10.2018 04:00 - 14.10.2018 05:00","143","0"
"14.10.2018 05:00 - 14.10.2018 06:00","209","0"
"14.10.2018 06:00 - 14.10.2018 07:00","167","0"
"14.10.2018 07:00 - 14.10.2018 08:00","663","0"
"14.10.2018 08:00 - 14.10.2018 09:00","858","0"
"14.10.2018 09:00 - 14.10.2018 10:00","992","0"
"14.10.2018 10:00 - 14.10.2018 11:00","927","0"
"14.10.2018 11:00 - 14.10.2018 12:00","857","0"
"14.10.2018 12:00 - 14.10.2018 13:00","684","0"
"14.10.2018 13:00 - 14.10.2018 14:00","548","0"
"14.10.2018 14:00 - 14.10.2018 15:00","728","0"
"14.10.2018 15:00 - 14.10.2018 16:00","699","0"
"14.10.2018 16:00 - 14.10.2018 17:00","695","0"
"14.10.2018 17:00 - 14.10.2018 18:00","585","0"
"14.10.2018 18:00 - 14.10.2018 19:00","774","0"
"14.10.2018 19:00 - 14.10.2018 20:00","750","0"
"14.10.2018 20:00 - 14.10.2018 21:00","588","0"
"14.10.2018 21:00 - 14.10.2018 22:00","648","0"
"14.10.2018 22:00 - 14.10.2018 23:00","524","0"
"14.10.2018 23:00 - 15.10.2018 00:00","171","0"
"15.10.2018 00:00 - 15.10.2018 01:00","327","0"
"15.10.2018 01:00 - 15.10.2018 02:00","133","0"
"15.10.2018 02:00 - 15.10.2018 03:00","35","0"
"15.10.2018 03:00 - 15.10.2018 04:00","0","61"
"15.10.2018 04:00 - 15.10.2018 05:00","0","118"
"15.10.2018 05:00 - 15.10.2018 06:00","71","0"
"15.10.2018 06:00 - 15.10.2018 07:00","449","0"
"15.10.2018 07:00 - 15.10.2018 08:00","187","0"
"15.10.2018 08:00 - 15.10.2018 09:00","183","0"
"15.10.2018 09:00 - 15.10.2018 10:00","75","0"
"15.10.2018 10:00 - 15.10.2018 11:00","126","0"
"15.10.2018 11:00 - 15.10.2018 12:00","176","0"
"15.10.2018 12:00 - 15.10.2018 13:00","614","0"
"15.10.2018 13:00 - 15.10.2018 14:00","664","0"
"15.10.2018 14:00 - 15.10.2018 15:00","598","0"
"15.10.2018 15:00 - 15.10.2018 16:00","448","0"
"15.10.2018 16:00 - 15.10.2018 17:00","440","0"
"15.10.2018 17:00 - 15.10.2018 18:00","0","187"
"15.10.2018 18:00 - 15.10.2018 19:00","75","0"
"15.10.2018 19:00 - 15.10.2018 20:00","70","0"
"15.10.2018 20:00 - 15.10.2018 21:00","0","28"
"15.10.2018 21:00 - 15.10.2018 22:00","1","0"
"15.10.2018 22:00 - 15.10.2018 23:00","0","167"
"15.10.2018 23:00 - 16.10.2018 00:00","0","855"
"16.10.2018 00:00 - 16.10.2018 01:00","0","1129"
"16.10.2018 01:00 - 16.10.2018 02:00","0","1141"
"16.10.2018 02:00 - 16.10.2018 03:00","0","1154"
"16.10.2018 03:00 - 16.10.2018 04:00","0","1236"
"16.10.2018 04:00 - 16.10.2018 05:00","0","1154"
"16.10.2018 05:00 - 16.10.2018 06:00","0","1084"
"16.10.2018 06:00 - 16.10.2018 07:00","0","453"
"16.10.2018 07:00 - 16.10.2018 08:00","0","329"
"16.10.2018 08:00 - 16.10.2018 09:00","0","464"
"16.10.2018 09:00 - 16.10.2018 10:00","0","341"
"16.10.2018 10:00 - 16.10.2018 11:00","43","0"
"16.10.2018 11:00 - 16.10.2018 12:00","365","0"
"16.10.2018 12:00 - 16.10.2018 13:00","241","0"
"16.10.2018 13:00 - 16.10.2018 14:00","160","0"
"16.10.2018 14:00 - 16.10.2018 15:00","175","0"
"16.10.2018 15:00 - 16.10.2018 16:00","280","0"
"16.10.2018 16:00 - 16.10.2018 17:00","0","94"
"16.10.2018 17:00 - 16.10.2018 18:00","0","471"
"16.10.2018 18:00 - 16.10.2018 19:00","0","410"
"16.10.2018 19:00 - 16.10.2018 20:00","0","642"
"16.10.2018 20:00 - 16.10.2018 21:00","0","783"
"16.10.2018 21:00 - 16.10.2018 22:00","0","804"
"16.10.2018 22:00 - 16.10.2018 23:00","0","400"
"16.10.2018 23:00 - 17.10.2018 00:00","0","708"
"17.10.2018 00:00 - 17.10.2018 01:00","0","591"
"17.10.2018 01:00 - 17.10.2018 02:00","0","680"
"17.10.2018 02:00 - 17.10.2018 03:00","0","870"
"17.10.2018 03:00 - 17.10.2018 04:00","0","871"
"17.10.2018 04:00 - 17.10.2018 05:00","0","749"
"17.10.2018 05:00 - 17.10.2018 06:00","0","129"
"17.10.2018 06:00 - 17.10.2018 07:00","236","0"
"17.10.2018 07:00 - 17.10.2018 08:00","250","0"
"17.10.2018 08:00 - 17.10.2018 09:00","351","0"
"17.10.2018 09:00 - 17.10.2018 10:00","548","0"
"17.10.2018 10:00 - 17.10.2018 11:00","467","0"
"17.10.2018 11:00 - 17.10.2018 12:00","602","0"
"17.10.2018 12:00 - 17.10.2018 13:00","962","0"
"17.10.2018 13:00 - 17.10.2018 14:00","1022","0"
"17.10.2018 14:00 - 17.10.2018 15:00","939","0"
"17.10.2018 15:00 - 17.10.2018 16:00","1139","0"
"17.10.2018 16:00 - 17.10.2018 17:00","928","0"
"17.10.2018 17:00 - 17.10.2018 18:00","311","0"
"17.10.2018 18:00 - 17.10.2018 19:00","379","0"
"17.10.2018 19:00 - 17.10.2018 20:00","308","0"
"17.10.2018 20:00 - 17.10.2018 21:00","193","0"
"17.10.2018 21:00 - 17.10.2018 22:00","157","0"
"17.10.2018 22:00 - 17.10.2018 23:00","0","474"
"17.10.2018 23:00 - 18.10.2018 00:00","0","792"
"18.10.2018 00:00 - 18.10.2018 01:00","0","435"
"18.10.2018 01:00 - 18.10.2018 02:00","0","499"
"18.10.2018 02:00 - 18.10.2018 03:00","0","516"
"18.10.2018 03:00 - 18.10.2018 04:00","0","509"
"18.10.2018 04:00 - 18.10.2018 05:00","0","368"
"18.10.2018 05:00 - 18.10.2018 06:00","347","0"
"18.10.2018 06:00 - 18.10.2018 07:00","1078","0"
"18.10.2018 07:00 - 18.10.2018 08:00","1512","0"
"18.10.2018 08:00 - 18.10.2018 09:00","1550","0"
"18.10.2018 09:00 - 18.10.2018 10:00","1609","0"
"18.10.2018 10:00 - 18.10.2018 11:00","1535","0"
"18.10.2018 11:00 - 18.10.2018 12:00","1597","0"
"18.10.2018 12:00 - 18.10.2018 13:00","1884","0"
"18.10.2018 13:00 - 18.10.2018 14:00","1691","0"
"18.10.2018 14:00 - 18.10.2018 15:00","1569","0"
"18.10.2018 15:00 - 18.10.2018 16:00","1591","0"
"18.10.2018 16:00 - 18.10.2018 17:00","1752","0"
"18.10.2018 17:00 - 18.10.2018 18:00","1510","0"
"18.10.2018 18:00 - 18.10.2018 19:00","1679","0"
"18.10.2018 19:00 - 18.10.2018 20:00","1473","0"
"18.10.2018 20:00 - 18.10.2018 21:00","1480","0"
"18.10.2018 21:00 - 18.10.2018 22:00","907","0"
"18.10.2018 22:00 - 18.10.2018 23:00","784","0"
"18.10.2018 23:00 - 19.10.2018 00:00","441","0"
"19.10.2018 00:00 - 19.10.2018 01:00","506","0"
"19.10.2018 01:00 - 19.10.2018 02:00","555","0"
"19.10.2018 02:00 - 19.10.2018 03:00","160","0"
"19.10.2018 03:00 - 19.10.2018 04:00","20","0"
"19.10.2018 04:00 - 19.10.2018 05:00","50","0"
"19.10.2018 05:00 - 19.10.2018 06:00","432","0"
"19.10.2018 06:00 - 19.10.2018 07:00","1211","0"
"19.10.2018 07:00 - 19.10.2018 08:00","1122","0"
"19.10.2018 08:00 - 19.10.2018 09:00","916","0"
"19.10.2018 09:00 - 19.10.2018 10:00","993","0"
"19.10.2018 10:00 - 19.10.2018 11:00","953","0"
"19.10.2018 11:00 - 19.10.2018 12:00","1213","0"
"19.10.2018 12:00 - 19.10.2018 13:00","1305","0"
"19.10.2018 13:00 - 19.10.2018 14:00","1211","0"
"19.10.2018 14:00 - 19.10.2018 15:00","1220","0"
"19.10.2018 15:00 - 19.10.2018 16:00","1293","0"
"19.10.2018 16:00 - 19.10.2018 17:00","1209","0"
"19.10.2018 17:00 - 19.10.2018 18:00","865","0"
"19.10.2018 18:00 - 19.10.2018 19:00","945","0"
"19.10.2018 19:00 - 19.10.2018 20:00","820","0"
"19.10.2018 20:00 - 19.10.2018 21:00","821","0"
"19.10.2018 21:00 - 19.10.2018 22:00","628","0"
"19.10.2018 22:00 - 19.10.2018 23:00","337","0"
"19.10.2018 23:00 - 20.10.2018 00:00","0","172"
"20.10.2018 00:00 - 20.10.2018 01:00","0","313"
"20.10.2018 01:00 - 20.10.2018 02:00","0","338"
"20.10.2018 02:00 - 20.10.2018 03:00","0","544"
"20.10.2018 03:00 - 20.10.2018 04:00","0","127"
"20.10.2018 04:00 - 20.10.2018 05:00","0","29"
"20.10.2018 05:00 - 20.10.2018 06:00","0","7"
"20.10.2018 06:00 - 20.10.2018 07:00","368","0"
"20.10.2018 07:00 - 20.10.2018 08:00","575","0"
"20.10.2018 08:00 - 20.10.2018 09:00","914","0"
"20.10.2018 09:00 - 20.10.2018 10:00","1151","0"
"20.10.2018 10:00 - 20.10.2018 11:00","1420","0"
"20.10.2018 11:00 - 20.10.2018 12:00","1433","0"
"20.10.2018 12:00 - 20.10.2018 13:00","1333","0"
"20.10.2018 13:00 - 20.10.2018 14:00","1383","0"
"20.10.2018 14:00 - 20.10.2018 15:00","1443","0"
"20.10.2018 15:00 - 20.10.2018 16:00","1205","0"
"20.10.2018 16:00 - 20.10.2018 17:00","1031","0"
"20.10.2018 17:00 - 20.10.2018 18:00","870","0"
"20.10.2018 18:00 - 20.10.2018 19:00","965","0"
"20.10.2018 19:00 - 20.10.2018 20:00","592","0"
"20.10.2018 20:00 - 20.10.2018 21:00","591","0"
"20.10.2018 21:00 - 20.10.2018 22:00","44","0"
"20.10.2018 22:00 - 20.10.2018 23:00","0","244"
"20.10.2018 23:00 - 21.10.2018 00:00","0","724"
"21.10.2018 00:00 - 21.10.2018 01:00","0","949"
"21.10.2018 01:00 - 21.10.2018 02:00","0","739"
"21.10.2018 02:00 - 21.10.2018 03:00","0","728"
"21.10.2018 03:00 - 21.10.2018 04:00","0","772"
"21.10.2018 04:00 - 21.10.2018 05:00","0","824"
"21.10.2018 05:00 - 21.10.2018 06:00","0","729"
"21.10.2018 06:00 - 21.10.2018 07:00","0","668"
"21.10.2018 07:00 - 21.10.2018 08:00","0","480"
"21.10.2018 08:00 - 21.10.2018 09:00","43","0"
"21.10.2018 09:00 - 21.10.2018 10:00","469","0"
"21.10.2018 10:00 - 21.10.2018 11:00","1032","0"
"21.10.2018 11:00 - 21.10.2018 12:00","1104","0"
"21.10.2018 12:00 - 21.10.2018 13:00","1289","0"
"21.10.2018 13:00 - 21.10.2018 14:00","1703","0"
"21.10.2018 14:00 - 21.10.2018 15:00","1658","0"
"21.10.2018 15:00 - 21.10.2018 16:00","1632","0"
"21.10.2018 16:00 - 21.10.2018 17:00","1410","0"
"21.10.2018 17:00 - 21.10.2018 18:00","1123","0"
"21.10.2018 18:00 - 21.10.2018 19:00","1081","0"
"21.10.2018 19:00 - 21.10.2018 20:00","1011","0"
"21.10.2018 20:00 - 21.10.2018 21:00","810","0"
"21.10.2018 21:00 - 21.10.2018 22:00","317","0"
"21.10.2018 22:00 - 21.10.2018 23:00","0","259"
"21.10.2018 23:00 - 22.10.2018 00:00","0","410"
"22.10.2018 00:00 - 22.10.2018 01:00","0","538"
"22.10.2018 01:00 - 22.10.2018 02:00","0","583"
"22.10.2018 02:00 - 22.10.2018 03:00","0","633"
"22.10.2018 03:00 - 22.10.2018 04:00","0","556"
"22.10.2018 04:00 - 22.10.2018 05:00","0","482"
"22.10.2018 05:00 - 22.10.2018 06:00","0","188"
"22.10.2018 06:00 - 22.10.2018 07:00","720","0"
"22.10.2018 07:00 - 22.10.2018 08:00","904","0"
"22.10.2018 08:00 - 22.10.2018 09:00","1139","0"
"22.10.2018 09:00 - 22.10.2018 10:00","1208","0"
"22.10.2018 10:00 - 22.10.2018 11:00","1108","0"
"22.10.2018 11:00 - 22.10.2018 12:00","1066","0"
"22.10.2018 12:00 - 22.10.2018 13:00","1089","0"
"22.10.2018 13:00 - 22.10.2018 14:00","1014","0"
"22.10.2018 14:00 - 22.10.2018 15:00","1005","0"
"22.10.2018 15:00 - 22.10.2018 16:00","1241","0"
"22.10.2018 16:00 - 22.10.2018 17:00","1206","0"
"22.10.2018 17:00 - 22.10.2018 18:00","1211","0"
"22.10.2018 18:00 - 22.10.2018 19:00","1163","0"
"22.10.2018 19:00 - 22.10.2018 20:00","960","0"
"22.10.2018 20:00 - 22.10.2018 21:00","1051","0"
"22.10.2018 21:00 - 22.10.2018 22:00","826","0"
"22.10.2018 22:00 - 22.10.2018 23:00","734","0"
"22.10.2018 23:00 - 23.10.2018 00:00","657","0"
"23.10.2018 00:00 - 23.10.2018 01:00","1085","0"
"23.10.2018 01:00 - 23.10.2018 02:00","1112","0"
"23.10.2018 02:00 - 23.10.2018 03:00","1098","0"
"23.10.2018 03:00 - 23.10.2018 04:00","1095","0"
"23.10.2018 04:00 - 23.10.2018 05:00","1287","0"
"23.10.2018 05:00 - 23.10.2018 06:00","1656","0"
"23.10.2018 06:00 - 23.10.2018 07:00","1685","0"
"23.10.2018 07:00 - 23.10.2018 08:00","1656","0"
"23.10.2018 08:00 - 23.10.2018 09:00","1652","0"
"23.10.2018 09:00 - 23.10.2018 10:00","1686","0"
"23.10.2018 10:00 - 23.10.2018 11:00","1486","0"
"23.10.2018 11:00 - 23.10.2018 12:00","1305","0"
"23.10.2018 12:00 - 23.10.2018 13:00","1182","0"
"23.10.2018 13:00 - 23.10.2018 14:00","976","0"
"23.10.2018 14:00 - 23.10.2018 15:00","1035","0"
"23.10.2018 15:00 - 23.10.2018 16:00","1110","0"
"23.10.2018 16:00 - 23.10.2018 17:00","1076","0"
"23.10.2018 17:00 - 23.10.2018 18:00","1001","0"
"23.10.2018 18:00 - 23.10.2018 19:00","1054","0"
"23.10.2018 19:00 - 23.10.2018 20:00","1061","0"
"23.10.2018 20:00 - 23.10.2018 21:00","961","0"
"23.10.2018 21:00 - 23.10.2018 22:00","677","0"
"23.10.2018 22:00 - 23.10.2018 23:00","735","0"
"23.10.2018 23:00 - 24.10.2018 00:00","893","0"
"24.10.2018 00:00 - 24.10.2018 01:00","1194","0"
"24.10.2018 01:00 - 24.10.2018 02:00","1244","0"
"24.10.2018 02:00 - 24.10.2018 03:00","1192","0"
"24.10.2018 03:00 - 24.10.2018 04:00","1109","0"
"24.10.2018 04:00 - 24.10.2018 05:00","1265","0"
"24.10.2018 05:00 - 24.10.2018 06:00","1261","0"
"24.10.2018 06:00 - 24.10.2018 07:00","1341","0"
"24.10.2018 07:00 - 24.10.2018 08:00","1368","0"
"24.10.2018 08:00 - 24.10.2018 09:00","1227","0"
"24.10.2018 09:00 - 24.10.2018 10:00","1119","0"
"24.10.2018 10:00 - 24.10.2018 11:00","981","0"
"24.10.2018 11:00 - 24.10.2018 12:00","1023","0"
"24.10.2018 12:00 - 24.10.2018 13:00","846","0"
"24.10.2018 13:00 - 24.10.2018 14:00","748","0"
"24.10.2018 14:00 - 24.10.2018 15:00","567","0"
"24.10.2018 15:00 - 24.10.2018 16:00","535","0"
"24.10.2018 16:00 - 24.10.2018 17:00","536","0"
"24.10.2018 17:00 - 24.10.2018 18:00","560","0"
"24.10.2018 18:00 - 24.10.2018 19:00","412","0"
"24.10.2018 19:00 - 24.10.2018 20:00","174","0"
"24.10.2018 20:00 - 24.10.2018 21:00","176","0"
"24.10.2018 21:00 - 24.10.2018 22:00","203","0"
"24.10.2018 22:00 - 24.10.2018 23:00","368","0"
"24.10.2018 23:00 - 25.10.2018 00:00","361","0"
"25.10.2018 00:00 - 25.10.2018 01:00","270","0"
"25.10.2018 01:00 - 25.10.2018 02:00","530","0"
"25.10.2018 02:00 - 25.10.2018 03:00","1022","0"
"25.10.2018 03:00 - 25.10.2018 04:00","1118","0"
"25.10.2018 04:00 - 25.10.2018 05:00","1265","0"
"25.10.2018 05:00 - 25.10.2018 06:00","1360","0"
"25.10.2018 06:00 - 25.10.2018 07:00","1421","0"
"25.10.2018 07:00 - 25.10.2018 08:00","1216","0"
"25.10.2018 08:00 - 25.10.2018 09:00","1087","0"
"25.10.2018 09:00 - 25.10.2018 10:00","1007","0"
"25.10.2018 10:00 - 25.10.2018 11:00","1035","0"
"25.10.2018 11:00 - 25.10.2018 12:00","939","0"
"25.10.2018 12:00 - 25.10.2018 13:00","825","0"
"25.10.2018 13:00 - 25.10.2018 14:00","813","0"
"25.10.2018 14:00 - 25.10.2018 15:00","879","0"
"25.10.2018 15:00 - 25.10.2018 16:00","956","0"
"25.10.2018 16:00 - 25.10.2018 17:00","902","0"
"25.10.2018 17:00 - 25.10.2018 18:00","806","0"
"25.10.2018 18:00 - 25.10.2018 19:00","595","0"
"25.10.2018 19:00 - 25.10.2018 20:00","365","0"
"25.10.2018 20:00 - 25.10.2018 21:00","89","0"
"25.10.2018 21:00 - 25.10.2018 22:00","0","280"
"25.10.2018 22:00 - 25.10.2018 23:00","0","549"
"25.10.2018 23:00 - 26.10.2018 00:00","0","847"
"26.10.2018 00:00 - 26.10.2018 01:00","0","841"
"26.10.2018 01:00 - 26.10.2018 02:00","0","792"
"26.10.2018 02:00 - 26.10.2018 03:00","0","882"
"26.10.2018 03:00 - 26.10.2018 04:00","0","1007"
"26.10.2018 04:00 - 26.10.2018 05:00","0","856"
"26.10.2018 05:00 - 26.10.2018 06:00","0","521"
"26.10.2018 06:00 - 26.10.2018 07:00","614","0"
"26.10.2018 07:00 - 26.10.2018 08:00","635","0"
"26.10.2018 08:00 - 26.10.2018 09:00","413","0"
"26.10.2018 09:00 - 26.10.2018 10:00","636","0"
"26.10.2018 10:00 - 26.10.2018 11:00","901","0"
"26.10.2018 11:00 - 26.10.2018 12:00","1178","0"
"26.10.2018 12:00 - 26.10.2018 13:00","978","0"
"26.10.2018 13:00 - 26.10.2018 14:00","695","0"
"26.10.2018 14:00 - 26.10.2018 15:00","636","0"
"26.10.2018 15:00 - 26.10.2018 16:00","690","0"
"26.10.2018 16:00 - 26.10.2018 17:00","859","0"
"26.10.2018 17:00 - 26.10.2018 18:00","653","0"
"26.10.2018 18:00 - 26.10.2018 19:00","469","0"
"26.10.2018 19:00 - 26.10.2018 20:00","474","0"
"26.10.2018 20:00 - 26.10.2018 21:00","502","0"
"26.10.2018 21:00 - 26.10.2018 22:00","672","0"
"26.10.2018 22:00 - 26.10.2018 23:00","802","0"
"26.10.2018 23:00 - 27.10.2018 00:00","824","0"
"27.10.2018 00:00 - 27.10.2018 01:00","781","0"
"27.10.2018 01:00 - 27.10.2018 02:00","766","0"
"27.10.2018 02:00 - 27.10.2018 03:00","895","0"
"27.10.2018 03:00 - 27.10.2018 04:00","898","0"
"27.10.2018 04:00 - 27.10.2018 05:00","950","0"
"27.10.2018 05:00 - 27.10.2018 06:00","1084","0"
"27.10.2018 06:00 - 27.10.2018 07:00","1225","0"
"27.10.2018 07:00 - 27.10.2018 08:00","1225","0"
"27.10.2018 08:00 - 27.10.2018 09:00","1025","0"
"27.10.2018 09:00 - 27.10.2018 10:00","1009","0"
"27.10.2018 10:00 - 27.10.2018 11:00","1148","0"
"27.10.2018 11:00 - 27.10.2018 12:00","1161","0"
"27.10.2018 12:00 - 27.10.2018 13:00","899","0"
"27.10.2018 13:00 - 27.10.2018 14:00","1034","0"
"27.10.2018 14:00 - 27.10.2018 15:00","991","0"
"27.10.2018 15:00 - 27.10.2018 16:00","961","0"
"27.10.2018 16:00 - 27.10.2018 17:00","1032","0"
"27.10.2018 17:00 - 27.10.2018 18:00","961","0"
"27.10.2018 18:00 - 27.10.2018 19:00","835","0"
"27.10.2018 19:00 - 27.10.2018 20:00","581","0"
"27.10.2018 20:00 - 27.10.2018 21:00","514","0"
"27.10.2018 21:00 - 27.10.2018 22:00","379","0"
"27.10.2018 22:00 - 27.10.2018 23:00","67","0"
"27.10.2018 23:00 - 28.10.2018 00:00","152","0"
"28.10.2018 00:00 - 28.10.2018 01:00","364","0"
"28.10.2018 01:00 - 28.10.2018 02:00","122","0"
"28.10.2018 02:00 - 28.10.2018 03:00","0","61"
"28.10.2018 02:00 - 28.10.2018 03:00","0","61"
"28.10.2018 03:00 - 28.10.2018 04:00","18","0"
"28.10.2018 04:00 - 28.10.2018 05:00","47","0"
"28.10.2018 05:00 - 28.10.2018 06:00","147","0"
"28.10.2018 06:00 - 28.10.2018 07:00","707","0"
"28.10.2018 07:00 - 28.10.2018 08:00","1284","0"
"28.10.2018 08:00 - 28.10.2018 09:00","1347","0"
"28.10.2018 09:00 - 28.10.2018 10:00","1556","0"
"28.10.2018 10:00 - 28.10.2018 11:00","1635","0"
"28.10.2018 11:00 - 28.10.2018 12:00","1561","0"
"28.10.2018 12:00 - 28.10.2018 13:00","1441","0"
"28.10.2018 13:00 - 28.10.2018 14:00","1415","0"
"28.10.2018 14:00 - 28.10.2018 15:00","1375","0"
"28.10.2018 15:00 - 28.10.2018 16:00","1445","0"
"28.10.2018 16:00 - 28.10.2018 17:00","1275","0"
"28.10.2018 17:00 - 28.10.2018 18:00","1458","0"
"28.10.2018 18:00 - 28.10.2018 19:00","1277","0"
"28.10.2018 19:00 - 28.10.2018 20:00","867","0"
"28.10.2018 20:00 - 28.10.2018 21:00","838","0"
"28.10.2018 21:00 - 28.10.2018 22:00","635","0"
"28.10.2018 22:00 - 28.10.2018 23:00","445","0"
"28.10.2018 23:00 - 29.10.2018 00:00","0","14"
"29.10.2018 00:00 - 29.10.2018 01:00","0","663"
"29.10.2018 01:00 - 29.10.2018 02:00","0","1147"
"29.10.2018 02:00 - 29.10.2018 03:00","0","1185"
"29.10.2018 03:00 - 29.10.2018 04:00","0","1197"
"29.10.2018 04:00 - 29.10.2018 05:00","0","565"
"29.10.2018 05:00 - 29.10.2018 06:00","0","36"
"29.10.2018 06:00 - 29.10.2018 07:00","285","0"
"29.10.2018 07:00 - 29.10.2018 08:00","531","0"
"29.10.2018 08:00 - 29.10.2018 09:00","648","0"
"29.10.2018 09:00 - 29.10.2018 10:00","668","0"
"29.10.2018 10:00 - 29.10.2018 11:00","796","0"
"29.10.2018 11:00 - 29.10.2018 12:00","897","0"
"29.10.2018 12:00 - 29.10.2018 13:00","828","0"
"29.10.2018 13:00 - 29.10.2018 14:00","885","0"
"29.10.2018 14:00 - 29.10.2018 15:00","793","0"
"29.10.2018 15:00 - 29.10.2018 16:00","615","0"
"29.10.2018 16:00 - 29.10.2018 17:00","852","0"
"29.10.2018 17:00 - 29.10.2018 18:00","1090","0"
"29.10.2018 18:00 - 29.10.2018 19:00","734","0"
"29.10.2018 19:00 - 29.10.2018 20:00","304","0"
"29.10.2018 20:00 - 29.10.2018 21:00","73","0"
"29.10.2018 21:00 - 29.10.2018 22:00","15","0"
"29.10.2018 22:00 - 29.10.2018 23:00","71","0"
"29.10.2018 23:00 - 30.10.2018 00:00","0","605"
"30.10.2018 00:00 - 30.10.2018 01:00","0","272"
"30.10.2018 01:00 - 30.10.2018 02:00","0","447"
"30.10.2018 02:00 - 30.10.2018 03:00","0","700"
"30.10.2018 03:00 - 30.10.2018 04:00","0","754"
