"Time (CET)","Belarus (BY) > Lithuania (LT) [MW]","Lithuania (LT) > Belarus (BY) [MW]"
"24.07.2018 17:00 - 24.07.2018 18:00","0","108"
"24.07.2018 18:00 - 24.07.2018 19:00","0","46"
"24.07.2018 19:00 - 24.07.2018 20:00","7","0"
"24.07.2018 20:00 - 24.07.2018 21:00","36","0"
"24.07.2018 21:00 - 24.07.2018 22:00","109","0"
"24.07.2018 22:00 - 24.07.2018 23:00","92","0"
"24.07.2018 23:00 - 25.07.2018 00:00","0","1"
"25.07.2018 00:00 - 25.07.2018 01:00","15","0"
"25.07.2018 01:00 - 25.07.2018 02:00","3","0"
"25.07.2018 02:00 - 25.07.2018 03:00","0","20"
"25.07.2018 03:00 - 25.07.2018 04:00","0","49"
"25.07.2018 04:00 - 25.07.2018 05:00","0","40"
"25.07.2018 05:00 - 25.07.2018 06:00","0","95"
"25.07.2018 06:00 - 25.07.2018 07:00","0","85"
"25.07.2018 07:00 - 25.07.2018 08:00","0","17"
"25.07.2018 08:00 - 25.07.2018 09:00","0","47"
"25.07.2018 09:00 - 25.07.2018 10:00","0","81"
"25.07.2018 10:00 - 25.07.2018 11:00","0","89"
"25.07.2018 11:00 - 25.07.2018 12:00","0","90"
"25.07.2018 12:00 - 25.07.2018 13:00","0","110"
"25.07.2018 13:00 - 25.07.2018 14:00","0","58"
"25.07.2018 14:00 - 25.07.2018 15:00","0","99"
"25.07.2018 15:00 - 25.07.2018 16:00","0","120"
"25.07.2018 16:00 - 25.07.2018 17:00","0","50"
"25.07.2018 17:00 - 25.07.2018 18:00","15","0"
"25.07.2018 18:00 - 25.07.2018 19:00","0","4"
"25.07.2018 19:00 - 25.07.2018 20:00","0","8"
"25.07.2018 20:00 - 25.07.2018 21:00","2","0"
"25.07.2018 21:00 - 25.07.2018 22:00","62","0"
"25.07.2018 22:00 - 25.07.2018 23:00","39","0"
"25.07.2018 23:00 - 26.07.2018 00:00","0","3"
"26.07.2018 00:00 - 26.07.2018 01:00","0","75"
"26.07.2018 01:00 - 26.07.2018 02:00","0","68"
"26.07.2018 02:00 - 26.07.2018 03:00","0","39"
"26.07.2018 03:00 - 26.07.2018 04:00","0","7"
"26.07.2018 04:00 - 26.07.2018 05:00","0","38"
"26.07.2018 05:00 - 26.07.2018 06:00","0","60"
"26.07.2018 06:00 - 26.07.2018 07:00","0","118"
"26.07.2018 07:00 - 26.07.2018 08:00","0","106"
"26.07.2018 08:00 - 26.07.2018 09:00","0","74"
"26.07.2018 09:00 - 26.07.2018 10:00","0","40"
"26.07.2018 10:00 - 26.07.2018 11:00","0","85"
"26.07.2018 11:00 - 26.07.2018 12:00","0","82"
"26.07.2018 12:00 - 26.07.2018 13:00","0","58"
"26.07.2018 13:00 - 26.07.2018 14:00","0","65"
"26.07.2018 14:00 - 26.07.2018 15:00","0","105"
"26.07.2018 15:00 - 26.07.2018 16:00","0","16"
"26.07.2018 16:00 - 26.07.2018 17:00","0","52"
"26.07.2018 17:00 - 26.07.2018 18:00","0","21"
"26.07.2018 18:00 - 26.07.2018 19:00","0","55"
"26.07.2018 19:00 - 26.07.2018 20:00","0","61"
"26.07.2018 20:00 - 26.07.2018 21:00","0","16"
"26.07.2018 21:00 - 26.07.2018 22:00","6","0"
"26.07.2018 22:00 - 26.07.2018 23:00","0","47"
"26.07.2018 23:00 - 27.07.2018 00:00","0","5"
"27.07.2018 00:00 - 27.07.2018 01:00","26","0"
"27.07.2018 01:00 - 27.07.2018 02:00","51","0"
"27.07.2018 02:00 - 27.07.2018 03:00","24","0"
"27.07.2018 03:00 - 27.07.2018 04:00","37","0"
"27.07.2018 04:00 - 27.07.2018 05:00","24","0"
"27.07.2018 05:00 - 27.07.2018 06:00","0","115"
"27.07.2018 06:00 - 27.07.2018 07:00","0","29"
"27.07.2018 07:00 - 27.07.2018 08:00","0","27"
"27.07.2018 08:00 - 27.07.2018 09:00","26","0"
"27.07.2018 09:00 - 27.07.2018 10:00","3","0"
"27.07.2018 10:00 - 27.07.2018 11:00","0","15"
"27.07.2018 11:00 - 27.07.2018 12:00","20","0"
"27.07.2018 12:00 - 27.07.2018 13:00","0","7"
"27.07.2018 13:00 - 27.07.2018 14:00","24","0"
"27.07.2018 14:00 - 27.07.2018 15:00","0","28"
"27.07.2018 15:00 - 27.07.2018 16:00","0","51"
"27.07.2018 16:00 - 27.07.2018 17:00","0","76"
"27.07.2018 17:00 - 27.07.2018 18:00","0","92"
"27.07.2018 18:00 - 27.07.2018 19:00","0","46"
"27.07.2018 19:00 - 27.07.2018 20:00","0","47"
"27.07.2018 20:00 - 27.07.2018 21:00","7","0"
"27.07.2018 21:00 - 27.07.2018 22:00","0","54"
"27.07.2018 22:00 - 27.07.2018 23:00","0","175"
"27.07.2018 23:00 - 28.07.2018 00:00","0","120"
"28.07.2018 00:00 - 28.07.2018 01:00","0","168"
"28.07.2018 01:00 - 28.07.2018 02:00","0","170"
"28.07.2018 02:00 - 28.07.2018 03:00","0","133"
"28.07.2018 03:00 - 28.07.2018 04:00","0","124"
"28.07.2018 04:00 - 28.07.2018 05:00","0","137"
"28.07.2018 05:00 - 28.07.2018 06:00","0","84"
"28.07.2018 06:00 - 28.07.2018 07:00","0","222"
"28.07.2018 07:00 - 28.07.2018 08:00","0","229"
"28.07.2018 08:00 - 28.07.2018 09:00","0","123"
"28.07.2018 09:00 - 28.07.2018 10:00","0","58"
"28.07.2018 10:00 - 28.07.2018 11:00","10","0"
"28.07.2018 11:00 - 28.07.2018 12:00","32","0"
"28.07.2018 12:00 - 28.07.2018 13:00","30","0"
"28.07.2018 13:00 - 28.07.2018 14:00","24","0"
"28.07.2018 14:00 - 28.07.2018 15:00","0","77"
"28.07.2018 15:00 - 28.07.2018 16:00","0","183"
"28.07.2018 16:00 - 28.07.2018 17:00","0","215"
"28.07.2018 17:00 - 28.07.2018 18:00","0","190"
"28.07.2018 18:00 - 28.07.2018 19:00","0","206"
"28.07.2018 19:00 - 28.07.2018 20:00","0","220"
"28.07.2018 20:00 - 28.07.2018 21:00","0","225"
"28.07.2018 21:00 - 28.07.2018 22:00","0","248"
"28.07.2018 22:00 - 28.07.2018 23:00","0","141"
"28.07.2018 23:00 - 29.07.2018 00:00","0","131"
"29.07.2018 00:00 - 29.07.2018 01:00","0","199"
"29.07.2018 01:00 - 29.07.2018 02:00","0","239"
"29.07.2018 02:00 - 29.07.2018 03:00","0","203"
"29.07.2018 03:00 - 29.07.2018 04:00","0","147"
"29.07.2018 04:00 - 29.07.2018 05:00","0","97"
"29.07.2018 05:00 - 29.07.2018 06:00","0","207"
"29.07.2018 06:00 - 29.07.2018 07:00","0","269"
"29.07.2018 07:00 - 29.07.2018 08:00","0","273"
"29.07.2018 08:00 - 29.07.2018 09:00","0","240"
"29.07.2018 09:00 - 29.07.2018 10:00","0","224"
"29.07.2018 10:00 - 29.07.2018 11:00","0","158"
"29.07.2018 11:00 - 29.07.2018 12:00","0","160"
"29.07.2018 12:00 - 29.07.2018 13:00","0","160"
"29.07.2018 13:00 - 29.07.2018 14:00","0","201"
"29.07.2018 14:00 - 29.07.2018 15:00","0","205"
"29.07.2018 15:00 - 29.07.2018 16:00","0","202"
"29.07.2018 16:00 - 29.07.2018 17:00","0","213"
"29.07.2018 17:00 - 29.07.2018 18:00","0","185"
"29.07.2018 18:00 - 29.07.2018 19:00","0","168"
"29.07.2018 19:00 - 29.07.2018 20:00","0","102"
"29.07.2018 20:00 - 29.07.2018 21:00","0","150"
"29.07.2018 21:00 - 29.07.2018 22:00","0","137"
"29.07.2018 22:00 - 29.07.2018 23:00","0","133"
"29.07.2018 23:00 - 30.07.2018 00:00","0","167"
"30.07.2018 00:00 - 30.07.2018 01:00","0","158"
"30.07.2018 01:00 - 30.07.2018 02:00","0","245"
"30.07.2018 02:00 - 30.07.2018 03:00","0","242"
"30.07.2018 03:00 - 30.07.2018 04:00","0","227"
"30.07.2018 04:00 - 30.07.2018 05:00","0","173"
"30.07.2018 05:00 - 30.07.2018 06:00","0","240"
"30.07.2018 06:00 - 30.07.2018 07:00","0","256"
"30.07.2018 07:00 - 30.07.2018 08:00","0","228"
"30.07.2018 08:00 - 30.07.2018 09:00","0","266"
"30.07.2018 09:00 - 30.07.2018 10:00","0","289"
"30.07.2018 10:00 - 30.07.2018 11:00","0","285"
"30.07.2018 11:00 - 30.07.2018 12:00","0","247"
"30.07.2018 12:00 - 30.07.2018 13:00","0","243"
"30.07.2018 13:00 - 30.07.2018 14:00","0","236"
"30.07.2018 14:00 - 30.07.2018 15:00","0","241"
"30.07.2018 15:00 - 30.07.2018 16:00","0","239"
"30.07.2018 16:00 - 30.07.2018 17:00","0","134"
"30.07.2018 17:00 - 30.07.2018 18:00","0","136"
"30.07.2018 18:00 - 30.07.2018 19:00","0","154"
"30.07.2018 19:00 - 30.07.2018 20:00","0","185"
"30.07.2018 20:00 - 30.07.2018 21:00","0","147"
"30.07.2018 21:00 - 30.07.2018 22:00","0","93"
"30.07.2018 22:00 - 30.07.2018 23:00","0","28"
"30.07.2018 23:00 - 31.07.2018 00:00","0","118"
"31.07.2018 00:00 - 31.07.2018 01:00","0","113"
"31.07.2018 01:00 - 31.07.2018 02:00","0","94"
"31.07.2018 02:00 - 31.07.2018 03:00","0","55"
"31.07.2018 03:00 - 31.07.2018 04:00","0","43"
"31.07.2018 04:00 - 31.07.2018 05:00","0","95"
"31.07.2018 05:00 - 31.07.2018 06:00","0","222"
"31.07.2018 06:00 - 31.07.2018 07:00","0","202"
"31.07.2018 07:00 - 31.07.2018 08:00","0","152"
"31.07.2018 08:00 - 31.07.2018 09:00","0","267"
"31.07.2018 09:00 - 31.07.2018 10:00","0","242"
"31.07.2018 10:00 - 31.07.2018 11:00","0","249"
"31.07.2018 11:00 - 31.07.2018 12:00","0","179"
"31.07.2018 12:00 - 31.07.2018 13:00","0","244"
"31.07.2018 13:00 - 31.07.2018 14:00","0","192"
"31.07.2018 14:00 - 31.07.2018 15:00","0","181"
"31.07.2018 15:00 - 31.07.2018 16:00","0","68"
"31.07.2018 16:00 - 31.07.2018 17:00","0","147"
"31.07.2018 17:00 - 31.07.2018 18:00","0","182"
"31.07.2018 18:00 - 31.07.2018 19:00","0","200"
"31.07.2018 19:00 - 31.07.2018 20:00","0","209"
"31.07.2018 20:00 - 31.07.2018 21:00","0","203"
"31.07.2018 21:00 - 31.07.2018 22:00","0","175"
"31.07.2018 22:00 - 31.07.2018 23:00","0","34"
"31.07.2018 23:00 - 01.08.2018 00:00","0","43"
"01.08.2018 00:00 - 01.08.2018 01:00","68","0"
"01.08.2018 01:00 - 01.08.2018 02:00","152","0"
"01.08.2018 02:00 - 01.08.2018 03:00","159","0"
"01.08.2018 03:00 - 01.08.2018 04:00","158","0"
"01.08.2018 04:00 - 01.08.2018 05:00","164","0"
"01.08.2018 05:00 - 01.08.2018 06:00","0","55"
"01.08.2018 06:00 - 01.08.2018 07:00","0","78"
"01.08.2018 07:00 - 01.08.2018 08:00","0","161"
"01.08.2018 08:00 - 01.08.2018 09:00","0","215"
"01.08.2018 09:00 - 01.08.2018 10:00","0","205"
"01.08.2018 10:00 - 01.08.2018 11:00","0","165"
"01.08.2018 11:00 - 01.08.2018 12:00","0","160"
"01.08.2018 12:00 - 01.08.2018 13:00","0","138"
"01.08.2018 13:00 - 01.08.2018 14:00","0","160"
"01.08.2018 14:00 - 01.08.2018 15:00","0","162"
"01.08.2018 15:00 - 01.08.2018 16:00","0","153"
"01.08.2018 16:00 - 01.08.2018 17:00","0","80"
"01.08.2018 17:00 - 01.08.2018 18:00","0","106"
"01.08.2018 18:00 - 01.08.2018 19:00","0","238"
"01.08.2018 19:00 - 01.08.2018 20:00","0","198"
"01.08.2018 20:00 - 01.08.2018 21:00","0","7"
"01.08.2018 21:00 - 01.08.2018 22:00","116","0"
"01.08.2018 22:00 - 01.08.2018 23:00","88","0"
"01.08.2018 23:00 - 02.08.2018 00:00","0","90"
"02.08.2018 00:00 - 02.08.2018 01:00","0","124"
"02.08.2018 01:00 - 02.08.2018 02:00","0","139"
"02.08.2018 02:00 - 02.08.2018 03:00","0","120"
"02.08.2018 03:00 - 02.08.2018 04:00","0","127"
"02.08.2018 04:00 - 02.08.2018 05:00","0","118"
"02.08.2018 05:00 - 02.08.2018 06:00","0","80"
"02.08.2018 06:00 - 02.08.2018 07:00","0","90"
"02.08.2018 07:00 - 02.08.2018 08:00","0","21"
"02.08.2018 08:00 - 02.08.2018 09:00","11","0"
"02.08.2018 09:00 - 02.08.2018 10:00","21","0"
"02.08.2018 10:00 - 02.08.2018 11:00","0","23"
"02.08.2018 11:00 - 02.08.2018 12:00","7","0"
"02.08.2018 12:00 - 02.08.2018 13:00","30","0"
"02.08.2018 13:00 - 02.08.2018 14:00","53","0"
"02.08.2018 14:00 - 02.08.2018 15:00","0","56"
"02.08.2018 15:00 - 02.08.2018 16:00","0","48"
"02.08.2018 16:00 - 02.08.2018 17:00","0","74"
"02.08.2018 17:00 - 02.08.2018 18:00","0","103"
"02.08.2018 18:00 - 02.08.2018 19:00","0","74"
"02.08.2018 19:00 - 02.08.2018 20:00","0","89"
"02.08.2018 20:00 - 02.08.2018 21:00","0","61"
"02.08.2018 21:00 - 02.08.2018 22:00","131","0"
"02.08.2018 22:00 - 02.08.2018 23:00","198","0"
"02.08.2018 23:00 - 03.08.2018 00:00","121","0"
"03.08.2018 00:00 - 03.08.2018 01:00","0","61"
"03.08.2018 01:00 - 03.08.2018 02:00","0","55"
"03.08.2018 02:00 - 03.08.2018 03:00","3","0"
"03.08.2018 03:00 - 03.08.2018 04:00","7","0"
"03.08.2018 04:00 - 03.08.2018 05:00","9","0"
"03.08.2018 05:00 - 03.08.2018 06:00","0","36"
"03.08.2018 06:00 - 03.08.2018 07:00","0","24"
"03.08.2018 07:00 - 03.08.2018 08:00","57","0"
"03.08.2018 08:00 - 03.08.2018 09:00","0","17"
"03.08.2018 09:00 - 03.08.2018 10:00","0","43"
"03.08.2018 10:00 - 03.08.2018 11:00","0","50"
"03.08.2018 11:00 - 03.08.2018 12:00","0","39"
"03.08.2018 12:00 - 03.08.2018 13:00","10","0"
"03.08.2018 13:00 - 03.08.2018 14:00","0","0"
"03.08.2018 14:00 - 03.08.2018 15:00","0","14"
"03.08.2018 15:00 - 03.08.2018 16:00","0","48"
"03.08.2018 16:00 - 03.08.2018 17:00","24","0"
"03.08.2018 17:00 - 03.08.2018 18:00","97","0"
"03.08.2018 18:00 - 03.08.2018 19:00","79","0"
"03.08.2018 19:00 - 03.08.2018 20:00","0","29"
"03.08.2018 20:00 - 03.08.2018 21:00","0","7"
"03.08.2018 21:00 - 03.08.2018 22:00","98","0"
"03.08.2018 22:00 - 03.08.2018 23:00","91","0"
"03.08.2018 23:00 - 04.08.2018 00:00","0","18"
"04.08.2018 00:00 - 04.08.2018 01:00","0","195"
"04.08.2018 01:00 - 04.08.2018 02:00","0","195"
"04.08.2018 02:00 - 04.08.2018 03:00","0","203"
"04.08.2018 03:00 - 04.08.2018 04:00","0","244"
"04.08.2018 04:00 - 04.08.2018 05:00","0","259"
"04.08.2018 05:00 - 04.08.2018 06:00","0","257"
"04.08.2018 06:00 - 04.08.2018 07:00","0","263"
"04.08.2018 07:00 - 04.08.2018 08:00","0","272"
"04.08.2018 08:00 - 04.08.2018 09:00","0","122"
"04.08.2018 09:00 - 04.08.2018 10:00","0","106"
"04.08.2018 10:00 - 04.08.2018 11:00","0","88"
"04.08.2018 11:00 - 04.08.2018 12:00","0","74"
"04.08.2018 12:00 - 04.08.2018 13:00","0","98"
"04.08.2018 13:00 - 04.08.2018 14:00","0","125"
"04.08.2018 14:00 - 04.08.2018 15:00","0","85"
"04.08.2018 15:00 - 04.08.2018 16:00","0","98"
"04.08.2018 16:00 - 04.08.2018 17:00","0","79"
"04.08.2018 17:00 - 04.08.2018 18:00","0","95"
"04.08.2018 18:00 - 04.08.2018 19:00","0","109"
"04.08.2018 19:00 - 04.08.2018 20:00","0","104"
"04.08.2018 20:00 - 04.08.2018 21:00","0","93"
"04.08.2018 21:00 - 04.08.2018 22:00","50","0"
"04.08.2018 22:00 - 04.08.2018 23:00","0","154"
"04.08.2018 23:00 - 05.08.2018 00:00","0","260"
"05.08.2018 00:00 - 05.08.2018 01:00","0","229"
"05.08.2018 01:00 - 05.08.2018 02:00","0","197"
"05.08.2018 02:00 - 05.08.2018 03:00","0","179"
"05.08.2018 03:00 - 05.08.2018 04:00","0","159"
"05.08.2018 04:00 - 05.08.2018 05:00","0","165"
"05.08.2018 05:00 - 05.08.2018 06:00","0","175"
"05.08.2018 06:00 - 05.08.2018 07:00","0","268"
"05.08.2018 07:00 - 05.08.2018 08:00","0","472"
"05.08.2018 08:00 - 05.08.2018 09:00","0","460"
"05.08.2018 09:00 - 05.08.2018 10:00","0","373"
"05.08.2018 10:00 - 05.08.2018 11:00","0","340"
"05.08.2018 11:00 - 05.08.2018 12:00","0","346"
"05.08.2018 12:00 - 05.08.2018 13:00","0","423"
"05.08.2018 13:00 - 05.08.2018 14:00","0","491"
"05.08.2018 14:00 - 05.08.2018 15:00","0","457"
"05.08.2018 15:00 - 05.08.2018 16:00","0","452"
"05.08.2018 16:00 - 05.08.2018 17:00","0","470"
"05.08.2018 17:00 - 05.08.2018 18:00","0","415"
"05.08.2018 18:00 - 05.08.2018 19:00","0","467"
"05.08.2018 19:00 - 05.08.2018 20:00","0","422"
"05.08.2018 20:00 - 05.08.2018 21:00","0","207"
"05.08.2018 21:00 - 05.08.2018 22:00","0","101"
"05.08.2018 22:00 - 05.08.2018 23:00","0","178"
"05.08.2018 23:00 - 06.08.2018 00:00","0","195"
"06.08.2018 00:00 - 06.08.2018 01:00","0","206"
"06.08.2018 01:00 - 06.08.2018 02:00","0","195"
"06.08.2018 02:00 - 06.08.2018 03:00","0","173"
"06.08.2018 03:00 - 06.08.2018 04:00","0","101"
"06.08.2018 04:00 - 06.08.2018 05:00","0","140"
"06.08.2018 05:00 - 06.08.2018 06:00","0","191"
"06.08.2018 06:00 - 06.08.2018 07:00","0","285"
"06.08.2018 07:00 - 06.08.2018 08:00","0","142"
"06.08.2018 08:00 - 06.08.2018 09:00","0","210"
"06.08.2018 09:00 - 06.08.2018 10:00","0","170"
"06.08.2018 10:00 - 06.08.2018 11:00","0","201"
"06.08.2018 11:00 - 06.08.2018 12:00","0","211"
"06.08.2018 12:00 - 06.08.2018 13:00","0","267"
"06.08.2018 13:00 - 06.08.2018 14:00","0","285"
"06.08.2018 14:00 - 06.08.2018 15:00","0","288"
"06.08.2018 15:00 - 06.08.2018 16:00","0","251"
"06.08.2018 16:00 - 06.08.2018 17:00","0","155"
"06.08.2018 17:00 - 06.08.2018 18:00","0","23"
"06.08.2018 18:00 - 06.08.2018 19:00","0","19"
"06.08.2018 19:00 - 06.08.2018 20:00","0","64"
"06.08.2018 20:00 - 06.08.2018 21:00","0","106"
"06.08.2018 21:00 - 06.08.2018 22:00","0","52"
"06.08.2018 22:00 - 06.08.2018 23:00","3","0"
"06.08.2018 23:00 - 07.08.2018 00:00","0","8"
"07.08.2018 00:00 - 07.08.2018 01:00","0","102"
"07.08.2018 01:00 - 07.08.2018 02:00","0","212"
"07.08.2018 02:00 - 07.08.2018 03:00","0","225"
"07.08.2018 03:00 - 07.08.2018 04:00","0","243"
"07.08.2018 04:00 - 07.08.2018 05:00","0","219"
"07.08.2018 05:00 - 07.08.2018 06:00","0","192"
"07.08.2018 06:00 - 07.08.2018 07:00","0","44"
"07.08.2018 07:00 - 07.08.2018 08:00","0","14"
"07.08.2018 08:00 - 07.08.2018 09:00","0","67"
"07.08.2018 09:00 - 07.08.2018 10:00","0","35"
"07.08.2018 10:00 - 07.08.2018 11:00","0","48"
"07.08.2018 11:00 - 07.08.2018 12:00","0","73"
"07.08.2018 12:00 - 07.08.2018 13:00","0","174"
"07.08.2018 13:00 - 07.08.2018 14:00","0","125"
"07.08.2018 14:00 - 07.08.2018 15:00","0","50"
"07.08.2018 15:00 - 07.08.2018 16:00","0","50"
"07.08.2018 16:00 - 07.08.2018 17:00","0","57"
"07.08.2018 17:00 - 07.08.2018 18:00","0","27"
"07.08.2018 18:00 - 07.08.2018 19:00","0","23"
"07.08.2018 19:00 - 07.08.2018 20:00","0","92"
"07.08.2018 20:00 - 07.08.2018 21:00","0","55"
"07.08.2018 21:00 - 07.08.2018 22:00","0","9"
"07.08.2018 22:00 - 07.08.2018 23:00","27","0"
"07.08.2018 23:00 - 08.08.2018 00:00","0","118"
"08.08.2018 00:00 - 08.08.2018 01:00","0","188"
"08.08.2018 01:00 - 08.08.2018 02:00","0","172"
"08.08.2018 02:00 - 08.08.2018 03:00","0","126"
"08.08.2018 03:00 - 08.08.2018 04:00","0","121"
"08.08.2018 04:00 - 08.08.2018 05:00","0","111"
"08.08.2018 05:00 - 08.08.2018 06:00","0","142"
"08.08.2018 06:00 - 08.08.2018 07:00","0","229"
"08.08.2018 07:00 - 08.08.2018 08:00","0","170"
"08.08.2018 08:00 - 08.08.2018 09:00","0","140"
"08.08.2018 09:00 - 08.08.2018 10:00","0","189"
"08.08.2018 10:00 - 08.08.2018 11:00","0","203"
"08.08.2018 11:00 - 08.08.2018 12:00","0","207"
"08.08.2018 12:00 - 08.08.2018 13:00","0","230"
"08.08.2018 13:00 - 08.08.2018 14:00","0","233"
"08.08.2018 14:00 - 08.08.2018 15:00","0","269"
"08.08.2018 15:00 - 08.08.2018 16:00","0","283"
"08.08.2018 16:00 - 08.08.2018 17:00","0","283"
"08.08.2018 17:00 - 08.08.2018 18:00","0","278"
"08.08.2018 18:00 - 08.08.2018 19:00","0","232"
"08.08.2018 19:00 - 08.08.2018 20:00","0","235"
"08.08.2018 20:00 - 08.08.2018 21:00","0","139"
"08.08.2018 21:00 - 08.08.2018 22:00","0","139"
"08.08.2018 22:00 - 08.08.2018 23:00","0","21"
"08.08.2018 23:00 - 09.08.2018 00:00","0","139"
"09.08.2018 00:00 - 09.08.2018 01:00","0","152"
"09.08.2018 01:00 - 09.08.2018 02:00","0","162"
"09.08.2018 02:00 - 09.08.2018 03:00","0","102"
"09.08.2018 03:00 - 09.08.2018 04:00","0","77"
"09.08.2018 04:00 - 09.08.2018 05:00","0","78"
"09.08.2018 05:00 - 09.08.2018 06:00","0","154"
"09.08.2018 06:00 - 09.08.2018 07:00","0","204"
"09.08.2018 07:00 - 09.08.2018 08:00","0","84"
"09.08.2018 08:00 - 09.08.2018 09:00","0","82"
"09.08.2018 09:00 - 09.08.2018 10:00","27","0"
"09.08.2018 10:00 - 09.08.2018 11:00","0","4"
"09.08.2018 11:00 - 09.08.2018 12:00","16","0"
"09.08.2018 12:00 - 09.08.2018 13:00","7","0"
"09.08.2018 13:00 - 09.08.2018 14:00","81","0"
"09.08.2018 14:00 - 09.08.2018 15:00","97","0"
"09.08.2018 15:00 - 09.08.2018 16:00","92","0"
"09.08.2018 16:00 - 09.08.2018 17:00","125","0"
"09.08.2018 17:00 - 09.08.2018 18:00","79","0"
"09.08.2018 18:00 - 09.08.2018 19:00","7","0"
"09.08.2018 19:00 - 09.08.2018 20:00","0","24"
"09.08.2018 20:00 - 09.08.2018 21:00","68","0"
"09.08.2018 21:00 - 09.08.2018 22:00","173","0"
"09.08.2018 22:00 - 09.08.2018 23:00","0","0"
"09.08.2018 23:00 - 10.08.2018 00:00","0","100"
"10.08.2018 00:00 - 10.08.2018 01:00","0","43"
"10.08.2018 01:00 - 10.08.2018 02:00","0","62"
"10.08.2018 02:00 - 10.08.2018 03:00","0","86"
"10.08.2018 03:00 - 10.08.2018 04:00","0","78"
"10.08.2018 04:00 - 10.08.2018 05:00","0","63"
"10.08.2018 05:00 - 10.08.2018 06:00","0","147"
"10.08.2018 06:00 - 10.08.2018 07:00","0","365"
"10.08.2018 07:00 - 10.08.2018 08:00","0","224"
"10.08.2018 08:00 - 10.08.2018 09:00","0","269"
"10.08.2018 09:00 - 10.08.2018 10:00","0","288"
"10.08.2018 10:00 - 10.08.2018 11:00","0","250"
"10.08.2018 11:00 - 10.08.2018 12:00","0","252"
"10.08.2018 12:00 - 10.08.2018 13:00","0","254"
"10.08.2018 13:00 - 10.08.2018 14:00","0","171"
"10.08.2018 14:00 - 10.08.2018 15:00","0","205"
"10.08.2018 15:00 - 10.08.2018 16:00","0","259"
"10.08.2018 16:00 - 10.08.2018 17:00","0","288"
"10.08.2018 17:00 - 10.08.2018 18:00","0","224"
"10.08.2018 18:00 - 10.08.2018 19:00","0","240"
"10.08.2018 19:00 - 10.08.2018 20:00","0","195"
"10.08.2018 20:00 - 10.08.2018 21:00","18","0"
"10.08.2018 21:00 - 10.08.2018 22:00","126","0"
"10.08.2018 22:00 - 10.08.2018 23:00","154","0"
"10.08.2018 23:00 - 11.08.2018 00:00","83","0"
"11.08.2018 00:00 - 11.08.2018 01:00","0","37"
"11.08.2018 01:00 - 11.08.2018 02:00","0","85"
"11.08.2018 02:00 - 11.08.2018 03:00","0","60"
"11.08.2018 03:00 - 11.08.2018 04:00","0","59"
"11.08.2018 04:00 - 11.08.2018 05:00","0","62"
"11.08.2018 05:00 - 11.08.2018 06:00","0","105"
"11.08.2018 06:00 - 11.08.2018 07:00","0","143"
"11.08.2018 07:00 - 11.08.2018 08:00","0","84"
"11.08.2018 08:00 - 11.08.2018 09:00","0","163"
"11.08.2018 09:00 - 11.08.2018 10:00","0","121"
"11.08.2018 10:00 - 11.08.2018 11:00","0","81"
"11.08.2018 11:00 - 11.08.2018 12:00","0","39"
"11.08.2018 12:00 - 11.08.2018 13:00","0","60"
"11.08.2018 13:00 - 11.08.2018 14:00","0","43"
"11.08.2018 14:00 - 11.08.2018 15:00","0","107"
"11.08.2018 15:00 - 11.08.2018 16:00","0","117"
"11.08.2018 16:00 - 11.08.2018 17:00","0","99"
"11.08.2018 17:00 - 11.08.2018 18:00","0","74"
"11.08.2018 18:00 - 11.08.2018 19:00","0","117"
"11.08.2018 19:00 - 11.08.2018 20:00","0","132"
"11.08.2018 20:00 - 11.08.2018 21:00","0","104"
"11.08.2018 21:00 - 11.08.2018 22:00","0","90"
"11.08.2018 22:00 - 11.08.2018 23:00","0","74"
"11.08.2018 23:00 - 12.08.2018 00:00","0","110"
"12.08.2018 00:00 - 12.08.2018 01:00","0","80"
"12.08.2018 01:00 - 12.08.2018 02:00","0","132"
"12.08.2018 02:00 - 12.08.2018 03:00","0","148"
"12.08.2018 03:00 - 12.08.2018 04:00","0","166"
"12.08.2018 04:00 - 12.08.2018 05:00","0","159"
"12.08.2018 05:00 - 12.08.2018 06:00","0","130"
"12.08.2018 06:00 - 12.08.2018 07:00","0","226"
"12.08.2018 07:00 - 12.08.2018 08:00","0","318"
"12.08.2018 08:00 - 12.08.2018 09:00","0","333"
"12.08.2018 09:00 - 12.08.2018 10:00","0","328"
"12.08.2018 10:00 - 12.08.2018 11:00","0","366"
"12.08.2018 11:00 - 12.08.2018 12:00","0","325"
"12.08.2018 12:00 - 12.08.2018 13:00","0","327"
"12.08.2018 13:00 - 12.08.2018 14:00","0","309"
"12.08.2018 14:00 - 12.08.2018 15:00","0","341"
"12.08.2018 15:00 - 12.08.2018 16:00","0","325"
"12.08.2018 16:00 - 12.08.2018 17:00","0","254"
"12.08.2018 17:00 - 12.08.2018 18:00","0","238"
"12.08.2018 18:00 - 12.08.2018 19:00","0","110"
"12.08.2018 19:00 - 12.08.2018 20:00","0","81"
"12.08.2018 20:00 - 12.08.2018 21:00","0","45"
"12.08.2018 21:00 - 12.08.2018 22:00","67","0"
"12.08.2018 22:00 - 12.08.2018 23:00","184","0"
"12.08.2018 23:00 - 13.08.2018 00:00","63","0"
"13.08.2018 00:00 - 13.08.2018 01:00","78","0"
