"Time (CET)","Italy (IT) > Switzerland (CH) [MW]","Switzerland (CH) > Italy (IT) [MW]"
"07.04.2018 04:00 - 07.04.2018 05:00","0","2455"
"07.04.2018 05:00 - 07.04.2018 06:00","0","2520"
"07.04.2018 06:00 - 07.04.2018 07:00","0","2281"
"07.04.2018 07:00 - 07.04.2018 08:00","0","2429"
"07.04.2018 08:00 - 07.04.2018 09:00","0","2561"
"07.04.2018 09:00 - 07.04.2018 10:00","0","3077"
"07.04.2018 10:00 - 07.04.2018 11:00","0","2945"
"07.04.2018 11:00 - 07.04.2018 12:00","0","2740"
"07.04.2018 12:00 - 07.04.2018 13:00","0","2595"
"07.04.2018 13:00 - 07.04.2018 14:00","0","2857"
"07.04.2018 14:00 - 07.04.2018 15:00","0","3017"
"07.04.2018 15:00 - 07.04.2018 16:00","0","2819"
"07.04.2018 16:00 - 07.04.2018 17:00","0","2642"
"07.04.2018 17:00 - 07.04.2018 18:00","0","2285"
"07.04.2018 18:00 - 07.04.2018 19:00","0","2362"
"07.04.2018 19:00 - 07.04.2018 20:00","0","2686"
"07.04.2018 20:00 - 07.04.2018 21:00","0","2906"
"07.04.2018 21:00 - 07.04.2018 22:00","0","2913"
"07.04.2018 22:00 - 07.04.2018 23:00","0","2793"
"07.04.2018 23:00 - 08.04.2018 00:00","0","2886"
"08.04.2018 00:00 - 08.04.2018 01:00","0","2699"
"08.04.2018 01:00 - 08.04.2018 02:00","0","2730"
"08.04.2018 02:00 - 08.04.2018 03:00","0","2692"
"08.04.2018 03:00 - 08.04.2018 04:00","0","2447"
"08.04.2018 04:00 - 08.04.2018 05:00","0","2450"
"08.04.2018 05:00 - 08.04.2018 06:00","0","1940"
"08.04.2018 06:00 - 08.04.2018 07:00","0","2067"
"08.04.2018 07:00 - 08.04.2018 08:00","0","2246"
"08.04.2018 08:00 - 08.04.2018 09:00","0","2442"
"08.04.2018 09:00 - 08.04.2018 10:00","0","2348"
"08.04.2018 10:00 - 08.04.2018 11:00","0","2003"
"08.04.2018 11:00 - 08.04.2018 12:00","0","1784"
"08.04.2018 12:00 - 08.04.2018 13:00","0","1756"
"08.04.2018 13:00 - 08.04.2018 14:00","0","1334"
"08.04.2018 14:00 - 08.04.2018 15:00","0","1622"
"08.04.2018 15:00 - 08.04.2018 16:00","0","1745"
"08.04.2018 16:00 - 08.04.2018 17:00","0","1324"
"08.04.2018 17:00 - 08.04.2018 18:00","0","1508"
"08.04.2018 18:00 - 08.04.2018 19:00","0","1591"
"08.04.2018 19:00 - 08.04.2018 20:00","0","1813"
"08.04.2018 20:00 - 08.04.2018 21:00","0","2178"
"08.04.2018 21:00 - 08.04.2018 22:00","0","2174"
"08.04.2018 22:00 - 08.04.2018 23:00","0","2123"
"08.04.2018 23:00 - 09.04.2018 00:00","0","2143"
"09.04.2018 00:00 - 09.04.2018 01:00","0","2038"
"09.04.2018 01:00 - 09.04.2018 02:00","0","2049"
"09.04.2018 02:00 - 09.04.2018 03:00","0","1982"
"09.04.2018 03:00 - 09.04.2018 04:00","0","2000"
"09.04.2018 04:00 - 09.04.2018 05:00","0","2095"
"09.04.2018 05:00 - 09.04.2018 06:00","0","2615"
"09.04.2018 06:00 - 09.04.2018 07:00","0","3148"
"09.04.2018 07:00 - 09.04.2018 08:00","0","3264"
"09.04.2018 08:00 - 09.04.2018 09:00","0","3454"
"09.04.2018 09:00 - 09.04.2018 10:00","0","3709"
"09.04.2018 10:00 - 09.04.2018 11:00","0","3581"
"09.04.2018 11:00 - 09.04.2018 12:00","0","3605"
"09.04.2018 12:00 - 09.04.2018 13:00","0","3479"
"09.04.2018 13:00 - 09.04.2018 14:00","0","3363"
"09.04.2018 14:00 - 09.04.2018 15:00","0","3360"
"09.04.2018 15:00 - 09.04.2018 16:00","0","3094"
"09.04.2018 16:00 - 09.04.2018 17:00","0","3145"
"09.04.2018 17:00 - 09.04.2018 18:00","0","3106"
"09.04.2018 18:00 - 09.04.2018 19:00","0","3255"
"09.04.2018 19:00 - 09.04.2018 20:00","0","3281"
"09.04.2018 20:00 - 09.04.2018 21:00","0","3572"
"09.04.2018 21:00 - 09.04.2018 22:00","0","3437"
"09.04.2018 22:00 - 09.04.2018 23:00","0","3401"
"09.04.2018 23:00 - 10.04.2018 00:00","0","3235"
"10.04.2018 00:00 - 10.04.2018 01:00","0","3290"
"10.04.2018 01:00 - 10.04.2018 02:00","0","3263"
"10.04.2018 02:00 - 10.04.2018 03:00","0","2899"
"10.04.2018 03:00 - 10.04.2018 04:00","0","2938"
"10.04.2018 04:00 - 10.04.2018 05:00","0","3037"
"10.04.2018 05:00 - 10.04.2018 06:00","0","3120"
"10.04.2018 06:00 - 10.04.2018 07:00","0","3189"
"10.04.2018 07:00 - 10.04.2018 08:00","0","3603"
"10.04.2018 08:00 - 10.04.2018 09:00","0","3346"
"10.04.2018 09:00 - 10.04.2018 10:00","0","3427"
"10.04.2018 10:00 - 10.04.2018 11:00","0","3282"
"10.04.2018 11:00 - 10.04.2018 12:00","0","2843"
"10.04.2018 12:00 - 10.04.2018 13:00","0","3470"
"10.04.2018 13:00 - 10.04.2018 14:00","0","3323"
"10.04.2018 14:00 - 10.04.2018 15:00","0","3316"
"10.04.2018 15:00 - 10.04.2018 16:00","0","3319"
"10.04.2018 16:00 - 10.04.2018 17:00","0","3138"
"10.04.2018 17:00 - 10.04.2018 18:00","0","3213"
"10.04.2018 18:00 - 10.04.2018 19:00","0","3319"
"10.04.2018 19:00 - 10.04.2018 20:00","0","3462"
"10.04.2018 20:00 - 10.04.2018 21:00","0","3293"
"10.04.2018 21:00 - 10.04.2018 22:00","0","3203"
"10.04.2018 22:00 - 10.04.2018 23:00","0","3322"
"10.04.2018 23:00 - 11.04.2018 00:00","0","3282"
"11.04.2018 00:00 - 11.04.2018 01:00","0","2495"
"11.04.2018 01:00 - 11.04.2018 02:00","0","2462"
"11.04.2018 02:00 - 11.04.2018 03:00","0","2364"
"11.04.2018 03:00 - 11.04.2018 04:00","0","2705"
"11.04.2018 04:00 - 11.04.2018 05:00","0","2670"
"11.04.2018 05:00 - 11.04.2018 06:00","0","2740"
"11.04.2018 06:00 - 11.04.2018 07:00","0","2700"
"11.04.2018 07:00 - 11.04.2018 08:00","0","2969"
"11.04.2018 08:00 - 11.04.2018 09:00","0","3214"
"11.04.2018 09:00 - 11.04.2018 10:00","0","3296"
"11.04.2018 10:00 - 11.04.2018 11:00","0","3483"
"11.04.2018 11:00 - 11.04.2018 12:00","0","3321"
"11.04.2018 12:00 - 11.04.2018 13:00","0","2989"
"11.04.2018 13:00 - 11.04.2018 14:00","0","3246"
"11.04.2018 14:00 - 11.04.2018 15:00","0","3165"
"11.04.2018 15:00 - 11.04.2018 16:00","0","2695"
"11.04.2018 16:00 - 11.04.2018 17:00","0","2464"
"11.04.2018 17:00 - 11.04.2018 18:00","0","2424"
"11.04.2018 18:00 - 11.04.2018 19:00","0","3149"
"11.04.2018 19:00 - 11.04.2018 20:00","0","3535"
"11.04.2018 20:00 - 11.04.2018 21:00","0","3525"
"11.04.2018 21:00 - 11.04.2018 22:00","0","3061"
"11.04.2018 22:00 - 11.04.2018 23:00","0","2952"
"11.04.2018 23:00 - 12.04.2018 00:00","0","2937"
"12.04.2018 00:00 - 12.04.2018 01:00","0","2847"
"12.04.2018 01:00 - 12.04.2018 02:00","0","2864"
"12.04.2018 02:00 - 12.04.2018 03:00","0","2918"
"12.04.2018 03:00 - 12.04.2018 04:00","0","3057"
"12.04.2018 04:00 - 12.04.2018 05:00","0","3199"
"12.04.2018 05:00 - 12.04.2018 06:00","0","3128"
"12.04.2018 06:00 - 12.04.2018 07:00","0","3014"
"12.04.2018 07:00 - 12.04.2018 08:00","0","3432"
"12.04.2018 08:00 - 12.04.2018 09:00","0","3424"
"12.04.2018 09:00 - 12.04.2018 10:00","0","3152"
"12.04.2018 10:00 - 12.04.2018 11:00","0","3187"
"12.04.2018 11:00 - 12.04.2018 12:00","0","3139"
"12.04.2018 12:00 - 12.04.2018 13:00","0","2979"
"12.04.2018 13:00 - 12.04.2018 14:00","0","2897"
"12.04.2018 14:00 - 12.04.2018 15:00","0","3159"
"12.04.2018 15:00 - 12.04.2018 16:00","0","3031"
"12.04.2018 16:00 - 12.04.2018 17:00","0","2930"
"12.04.2018 17:00 - 12.04.2018 18:00","0","2756"
"12.04.2018 18:00 - 12.04.2018 19:00","0","2994"
"12.04.2018 19:00 - 12.04.2018 20:00","0","3447"
"12.04.2018 20:00 - 12.04.2018 21:00","0","3350"
"12.04.2018 21:00 - 12.04.2018 22:00","0","3036"
"12.04.2018 22:00 - 12.04.2018 23:00","0","3120"
"12.04.2018 23:00 - 13.04.2018 00:00","0","2942"
"13.04.2018 00:00 - 13.04.2018 01:00","0","2959"
"13.04.2018 01:00 - 13.04.2018 02:00","0","2927"
"13.04.2018 02:00 - 13.04.2018 03:00","0","2907"
"13.04.2018 03:00 - 13.04.2018 04:00","0","2871"
"13.04.2018 04:00 - 13.04.2018 05:00","0","2800"
"13.04.2018 05:00 - 13.04.2018 06:00","0","3131"
"13.04.2018 06:00 - 13.04.2018 07:00","0","3224"
"13.04.2018 07:00 - 13.04.2018 08:00","0","3573"
"13.04.2018 08:00 - 13.04.2018 09:00","0","3416"
"13.04.2018 09:00 - 13.04.2018 10:00","0","2767"
"13.04.2018 10:00 - 13.04.2018 11:00","0","2660"
"13.04.2018 11:00 - 13.04.2018 12:00","0","2674"
"13.04.2018 12:00 - 13.04.2018 13:00","0","2108"
"13.04.2018 13:00 - 13.04.2018 14:00","0","2882"
"13.04.2018 14:00 - 13.04.2018 15:00","0","3563"
"13.04.2018 15:00 - 13.04.2018 16:00","0","3309"
"13.04.2018 16:00 - 13.04.2018 17:00","0","3132"
"13.04.2018 17:00 - 13.04.2018 18:00","0","3250"
"13.04.2018 18:00 - 13.04.2018 19:00","0","3229"
"13.04.2018 19:00 - 13.04.2018 20:00","0","3425"
"13.04.2018 20:00 - 13.04.2018 21:00","0","3250"
"13.04.2018 21:00 - 13.04.2018 22:00","0","3138"
"13.04.2018 22:00 - 13.04.2018 23:00","0","3225"
"13.04.2018 23:00 - 14.04.2018 00:00","0","2681"
"14.04.2018 00:00 - 14.04.2018 01:00","0","2977"
"14.04.2018 01:00 - 14.04.2018 02:00","0","2976"
"14.04.2018 02:00 - 14.04.2018 03:00","0","2967"
"14.04.2018 03:00 - 14.04.2018 04:00","0","3149"
"14.04.2018 04:00 - 14.04.2018 05:00","0","3034"
"14.04.2018 05:00 - 14.04.2018 06:00","0","3064"
"14.04.2018 06:00 - 14.04.2018 07:00","0","3115"
"14.04.2018 07:00 - 14.04.2018 08:00","0","2971"
"14.04.2018 08:00 - 14.04.2018 09:00","0","2314"
"14.04.2018 09:00 - 14.04.2018 10:00","0","1401"
"14.04.2018 10:00 - 14.04.2018 11:00","0","623"
"14.04.2018 11:00 - 14.04.2018 12:00","0","597"
"14.04.2018 12:00 - 14.04.2018 13:00","0","102"
"14.04.2018 13:00 - 14.04.2018 14:00","0","437"
"14.04.2018 14:00 - 14.04.2018 15:00","0","429"
"14.04.2018 15:00 - 14.04.2018 16:00","0","322"
"14.04.2018 16:00 - 14.04.2018 17:00","0","270"
"14.04.2018 17:00 - 14.04.2018 18:00","0","710"
"14.04.2018 18:00 - 14.04.2018 19:00","0","1731"
"14.04.2018 19:00 - 14.04.2018 20:00","0","3098"
"14.04.2018 20:00 - 14.04.2018 21:00","0","3597"
"14.04.2018 21:00 - 14.04.2018 22:00","0","3482"
"14.04.2018 22:00 - 14.04.2018 23:00","0","3166"
"14.04.2018 23:00 - 15.04.2018 00:00","0","2396"
"15.04.2018 00:00 - 15.04.2018 01:00","0","2029"
"15.04.2018 01:00 - 15.04.2018 02:00","0","1673"
"15.04.2018 02:00 - 15.04.2018 03:00","0","1126"
"15.04.2018 03:00 - 15.04.2018 04:00","0","917"
"15.04.2018 04:00 - 15.04.2018 05:00","0","764"
"15.04.2018 05:00 - 15.04.2018 06:00","0","237"
"15.04.2018 06:00 - 15.04.2018 07:00","0","217"
"15.04.2018 07:00 - 15.04.2018 08:00","0","352"
"15.04.2018 08:00 - 15.04.2018 09:00","0","561"
"15.04.2018 09:00 - 15.04.2018 10:00","0","292"
"15.04.2018 10:00 - 15.04.2018 11:00","472","0"
"15.04.2018 11:00 - 15.04.2018 12:00","428","0"
"15.04.2018 12:00 - 15.04.2018 13:00","336","0"
"15.04.2018 13:00 - 15.04.2018 14:00","433","0"
"15.04.2018 14:00 - 15.04.2018 15:00","578","0"
"15.04.2018 15:00 - 15.04.2018 16:00","647","0"
"15.04.2018 16:00 - 15.04.2018 17:00","686","0"
"15.04.2018 17:00 - 15.04.2018 18:00","0","261"
"15.04.2018 18:00 - 15.04.2018 19:00","0","541"
"15.04.2018 19:00 - 15.04.2018 20:00","0","572"
"15.04.2018 20:00 - 15.04.2018 21:00","0","403"
"15.04.2018 21:00 - 15.04.2018 22:00","0","673"
"15.04.2018 22:00 - 15.04.2018 23:00","0","817"
"15.04.2018 23:00 - 16.04.2018 00:00","0","927"
"16.04.2018 00:00 - 16.04.2018 01:00","0","1711"
"16.04.2018 01:00 - 16.04.2018 02:00","0","2052"
"16.04.2018 02:00 - 16.04.2018 03:00","0","2152"
"16.04.2018 03:00 - 16.04.2018 04:00","0","2173"
"16.04.2018 04:00 - 16.04.2018 05:00","0","2147"
"16.04.2018 05:00 - 16.04.2018 06:00","0","2675"
"16.04.2018 06:00 - 16.04.2018 07:00","0","3252"
"16.04.2018 07:00 - 16.04.2018 08:00","0","3942"
"16.04.2018 08:00 - 16.04.2018 09:00","0","3549"
"16.04.2018 09:00 - 16.04.2018 10:00","0","2437"
"16.04.2018 10:00 - 16.04.2018 11:00","0","2267"
"16.04.2018 11:00 - 16.04.2018 12:00","0","2258"
"16.04.2018 12:00 - 16.04.2018 13:00","0","2254"
"16.04.2018 13:00 - 16.04.2018 14:00","0","2238"
"16.04.2018 14:00 - 16.04.2018 15:00","0","2164"
"16.04.2018 15:00 - 16.04.2018 16:00","0","2533"
"16.04.2018 16:00 - 16.04.2018 17:00","0","2440"
"16.04.2018 17:00 - 16.04.2018 18:00","0","2274"
"16.04.2018 18:00 - 16.04.2018 19:00","0","2384"
"16.04.2018 19:00 - 16.04.2018 20:00","0","2449"
"16.04.2018 20:00 - 16.04.2018 21:00","0","2954"
"16.04.2018 21:00 - 16.04.2018 22:00","0","2840"
"16.04.2018 22:00 - 16.04.2018 23:00","0","3204"
"16.04.2018 23:00 - 17.04.2018 00:00","0","3059"
"17.04.2018 00:00 - 17.04.2018 01:00","0","2983"
"17.04.2018 01:00 - 17.04.2018 02:00","0","2729"
"17.04.2018 02:00 - 17.04.2018 03:00","0","2580"
"17.04.2018 03:00 - 17.04.2018 04:00","0","2632"
"17.04.2018 04:00 - 17.04.2018 05:00","0","2619"
"17.04.2018 05:00 - 17.04.2018 06:00","0","2829"
"17.04.2018 06:00 - 17.04.2018 07:00","0","3013"
"17.04.2018 07:00 - 17.04.2018 08:00","0","3454"
"17.04.2018 08:00 - 17.04.2018 09:00","0","3566"
"17.04.2018 09:00 - 17.04.2018 10:00","0","3956"
"17.04.2018 10:00 - 17.04.2018 11:00","0","3618"
"17.04.2018 11:00 - 17.04.2018 12:00","0","3566"
"17.04.2018 12:00 - 17.04.2018 13:00","0","3395"
"17.04.2018 13:00 - 17.04.2018 14:00","0","3503"
"17.04.2018 14:00 - 17.04.2018 15:00","0","3415"
"17.04.2018 15:00 - 17.04.2018 16:00","0","3035"
"17.04.2018 16:00 - 17.04.2018 17:00","0","3212"
"17.04.2018 17:00 - 17.04.2018 18:00","0","3312"
"17.04.2018 18:00 - 17.04.2018 19:00","0","3318"
"17.04.2018 19:00 - 17.04.2018 20:00","0","3180"
"17.04.2018 20:00 - 17.04.2018 21:00","0","3417"
"17.04.2018 21:00 - 17.04.2018 22:00","0","2976"
"17.04.2018 22:00 - 17.04.2018 23:00","0","3163"
"17.04.2018 23:00 - 18.04.2018 00:00","0","3235"
"18.04.2018 00:00 - 18.04.2018 01:00","0","2848"
"18.04.2018 01:00 - 18.04.2018 02:00","0","2691"
"18.04.2018 02:00 - 18.04.2018 03:00","0","2691"
"18.04.2018 03:00 - 18.04.2018 04:00","0","2958"
"18.04.2018 04:00 - 18.04.2018 05:00","0","3026"
"18.04.2018 05:00 - 18.04.2018 06:00","0","3052"
"18.04.2018 06:00 - 18.04.2018 07:00","0","3264"
"18.04.2018 07:00 - 18.04.2018 08:00","0","3756"
"18.04.2018 08:00 - 18.04.2018 09:00","0","3710"
"18.04.2018 09:00 - 18.04.2018 10:00","0","3570"
"18.04.2018 10:00 - 18.04.2018 11:00","0","3714"
"18.04.2018 11:00 - 18.04.2018 12:00","0","3698"
"18.04.2018 12:00 - 18.04.2018 13:00","0","3168"
"18.04.2018 13:00 - 18.04.2018 14:00","0","3124"
"18.04.2018 14:00 - 18.04.2018 15:00","0","3223"
"18.04.2018 15:00 - 18.04.2018 16:00","0","3467"
"18.04.2018 16:00 - 18.04.2018 17:00","0","3345"
"18.04.2018 17:00 - 18.04.2018 18:00","0","3388"
"18.04.2018 18:00 - 18.04.2018 19:00","0","3504"
"18.04.2018 19:00 - 18.04.2018 20:00","0","3461"
"18.04.2018 20:00 - 18.04.2018 21:00","0","3671"
"18.04.2018 21:00 - 18.04.2018 22:00","0","3048"
"18.04.2018 22:00 - 18.04.2018 23:00","0","3056"
"18.04.2018 23:00 - 19.04.2018 00:00","0","3117"
"19.04.2018 00:00 - 19.04.2018 01:00","0","3539"
"19.04.2018 01:00 - 19.04.2018 02:00","0","3565"
"19.04.2018 02:00 - 19.04.2018 03:00","0","3547"
"19.04.2018 03:00 - 19.04.2018 04:00","0","3385"
"19.04.2018 04:00 - 19.04.2018 05:00","0","3395"
"19.04.2018 05:00 - 19.04.2018 06:00","0","3537"
"19.04.2018 06:00 - 19.04.2018 07:00","0","3569"
"19.04.2018 07:00 - 19.04.2018 08:00","0","3437"
"19.04.2018 08:00 - 19.04.2018 09:00","0","2961"
"19.04.2018 09:00 - 19.04.2018 10:00","0","3150"
"19.04.2018 10:00 - 19.04.2018 11:00","0","3430"
"19.04.2018 11:00 - 19.04.2018 12:00","0","3445"
"19.04.2018 12:00 - 19.04.2018 13:00","0","3103"
"19.04.2018 13:00 - 19.04.2018 14:00","0","3058"
"19.04.2018 14:00 - 19.04.2018 15:00","0","3514"
"19.04.2018 15:00 - 19.04.2018 16:00","0","3257"
"19.04.2018 16:00 - 19.04.2018 17:00","0","3300"
"19.04.2018 17:00 - 19.04.2018 18:00","0","3151"
"19.04.2018 18:00 - 19.04.2018 19:00","0","3352"
"19.04.2018 19:00 - 19.04.2018 20:00","0","3655"
"19.04.2018 20:00 - 19.04.2018 21:00","0","3658"
"19.04.2018 21:00 - 19.04.2018 22:00","0","3703"
"19.04.2018 22:00 - 19.04.2018 23:00","0","3506"
"19.04.2018 23:00 - 20.04.2018 00:00","0","3277"
"20.04.2018 00:00 - 20.04.2018 01:00","0","3557"
"20.04.2018 01:00 - 20.04.2018 02:00","0","3613"
"20.04.2018 02:00 - 20.04.2018 03:00","0","3586"
"20.04.2018 03:00 - 20.04.2018 04:00","0","3401"
"20.04.2018 04:00 - 20.04.2018 05:00","0","3341"
"20.04.2018 05:00 - 20.04.2018 06:00","0","3426"
"20.04.2018 06:00 - 20.04.2018 07:00","0","3105"
"20.04.2018 07:00 - 20.04.2018 08:00","0","3218"
"20.04.2018 08:00 - 20.04.2018 09:00","0","3594"
"20.04.2018 09:00 - 20.04.2018 10:00","0","3552"
"20.04.2018 10:00 - 20.04.2018 11:00","0","3620"
"20.04.2018 11:00 - 20.04.2018 12:00","0","3714"
"20.04.2018 12:00 - 20.04.2018 13:00","0","3096"
"20.04.2018 13:00 - 20.04.2018 14:00","0","2909"
"20.04.2018 14:00 - 20.04.2018 15:00","0","3740"
"20.04.2018 15:00 - 20.04.2018 16:00","0","3868"
"20.04.2018 16:00 - 20.04.2018 17:00","0","3897"
"20.04.2018 17:00 - 20.04.2018 18:00","0","3732"
"20.04.2018 18:00 - 20.04.2018 19:00","0","4003"
"20.04.2018 19:00 - 20.04.2018 20:00","0","3897"
"20.04.2018 20:00 - 20.04.2018 21:00","0","3833"
"20.04.2018 21:00 - 20.04.2018 22:00","0","3902"
"20.04.2018 22:00 - 20.04.2018 23:00","0","4270"
"20.04.2018 23:00 - 21.04.2018 00:00","0","3897"
"21.04.2018 00:00 - 21.04.2018 01:00","0","3090"
"21.04.2018 01:00 - 21.04.2018 02:00","0","3011"
"21.04.2018 02:00 - 21.04.2018 03:00","0","3068"
"21.04.2018 03:00 - 21.04.2018 04:00","0","2719"
"21.04.2018 04:00 - 21.04.2018 05:00","0","2759"
"21.04.2018 05:00 - 21.04.2018 06:00","0","2685"
"21.04.2018 06:00 - 21.04.2018 07:00","0","2920"
"21.04.2018 07:00 - 21.04.2018 08:00","0","1876"
"21.04.2018 08:00 - 21.04.2018 09:00","0","774"
"21.04.2018 09:00 - 21.04.2018 10:00","189","0"
"21.04.2018 10:00 - 21.04.2018 11:00","261","0"
"21.04.2018 11:00 - 21.04.2018 12:00","0","110"
"21.04.2018 12:00 - 21.04.2018 13:00","0","521"
"21.04.2018 13:00 - 21.04.2018 14:00","0","670"
"21.04.2018 14:00 - 21.04.2018 15:00","0","592"
"21.04.2018 15:00 - 21.04.2018 16:00","0","632"
"21.04.2018 16:00 - 21.04.2018 17:00","0","515"
"21.04.2018 17:00 - 21.04.2018 18:00","0","146"
"21.04.2018 18:00 - 21.04.2018 19:00","0","1189"
"21.04.2018 19:00 - 21.04.2018 20:00","0","2368"
"21.04.2018 20:00 - 21.04.2018 21:00","0","3391"
"21.04.2018 21:00 - 21.04.2018 22:00","0","3312"
"21.04.2018 22:00 - 21.04.2018 23:00","0","3233"
"21.04.2018 23:00 - 22.04.2018 00:00","0","3070"
"22.04.2018 00:00 - 22.04.2018 01:00","0","2111"
"22.04.2018 01:00 - 22.04.2018 02:00","0","2017"
"22.04.2018 02:00 - 22.04.2018 03:00","0","2017"
"22.04.2018 03:00 - 22.04.2018 04:00","0","1975"
"22.04.2018 04:00 - 22.04.2018 05:00","0","1148"
"22.04.2018 05:00 - 22.04.2018 06:00","0","100"
"22.04.2018 06:00 - 22.04.2018 07:00","0","25"
"22.04.2018 07:00 - 22.04.2018 08:00","0","68"
"22.04.2018 08:00 - 22.04.2018 09:00","0","226"
"22.04.2018 09:00 - 22.04.2018 10:00","0","141"
"22.04.2018 10:00 - 22.04.2018 11:00","326","0"
"22.04.2018 11:00 - 22.04.2018 12:00","280","0"
"22.04.2018 12:00 - 22.04.2018 13:00","0","35"
"22.04.2018 13:00 - 22.04.2018 14:00","0","44"
"22.04.2018 14:00 - 22.04.2018 15:00","0","187"
"22.04.2018 15:00 - 22.04.2018 16:00","0","100"
"22.04.2018 16:00 - 22.04.2018 17:00","274","0"
"22.04.2018 17:00 - 22.04.2018 18:00","0","163"
"22.04.2018 18:00 - 22.04.2018 19:00","0","510"
"22.04.2018 19:00 - 22.04.2018 20:00","0","494"
"22.04.2018 20:00 - 22.04.2018 21:00","0","455"
"22.04.2018 21:00 - 22.04.2018 22:00","0","83"
"22.04.2018 22:00 - 22.04.2018 23:00","0","293"
"22.04.2018 23:00 - 23.04.2018 00:00","0","539"
"23.04.2018 00:00 - 23.04.2018 01:00","0","1767"
"23.04.2018 01:00 - 23.04.2018 02:00","0","1987"
"23.04.2018 02:00 - 23.04.2018 03:00","0","2077"
"23.04.2018 03:00 - 23.04.2018 04:00","0","1859"
"23.04.2018 04:00 - 23.04.2018 05:00","0","1889"
"23.04.2018 05:00 - 23.04.2018 06:00","0","2886"
"23.04.2018 06:00 - 23.04.2018 07:00","0","4003"
"23.04.2018 07:00 - 23.04.2018 08:00","0","4241"
"23.04.2018 08:00 - 23.04.2018 09:00","0","4263"
"23.04.2018 09:00 - 23.04.2018 10:00","0","3723"
"23.04.2018 10:00 - 23.04.2018 11:00","0","3691"
"23.04.2018 11:00 - 23.04.2018 12:00","0","4094"
"23.04.2018 12:00 - 23.04.2018 13:00","0","4465"
"23.04.2018 13:00 - 23.04.2018 14:00","0","4194"
"23.04.2018 14:00 - 23.04.2018 15:00","0","4440"
"23.04.2018 15:00 - 23.04.2018 16:00","0","4328"
"23.04.2018 16:00 - 23.04.2018 17:00","0","4187"
"23.04.2018 17:00 - 23.04.2018 18:00","0","3981"
"23.04.2018 18:00 - 23.04.2018 19:00","0","4100"
"23.04.2018 19:00 - 23.04.2018 20:00","0","4132"
"23.04.2018 20:00 - 23.04.2018 21:00","0","4178"
"23.04.2018 21:00 - 23.04.2018 22:00","0","3886"
"23.04.2018 22:00 - 23.04.2018 23:00","0","4079"
"23.04.2018 23:00 - 24.04.2018 00:00","0","3983"
"24.04.2018 00:00 - 24.04.2018 01:00","0","3584"
"24.04.2018 01:00 - 24.04.2018 02:00","0","3729"
"24.04.2018 02:00 - 24.04.2018 03:00","0","3777"
"24.04.2018 03:00 - 24.04.2018 04:00","0","3888"
"24.04.2018 04:00 - 24.04.2018 05:00","0","3939"
"24.04.2018 05:00 - 24.04.2018 06:00","0","3666"
"24.04.2018 06:00 - 24.04.2018 07:00","0","3763"
"24.04.2018 07:00 - 24.04.2018 08:00","0","3406"
"24.04.2018 08:00 - 24.04.2018 09:00","0","2563"
"24.04.2018 09:00 - 24.04.2018 10:00","0","1921"
"24.04.2018 10:00 - 24.04.2018 11:00","0","683"
"24.04.2018 11:00 - 24.04.2018 12:00","0","815"
"24.04.2018 12:00 - 24.04.2018 13:00","0","940"
"24.04.2018 13:00 - 24.04.2018 14:00","0","726"
"24.04.2018 14:00 - 24.04.2018 15:00","0","696"
"24.04.2018 15:00 - 24.04.2018 16:00","0","471"
"24.04.2018 16:00 - 24.04.2018 17:00","0","221"
"24.04.2018 17:00 - 24.04.2018 18:00","0","943"
"24.04.2018 18:00 - 24.04.2018 19:00","0","1861"
"24.04.2018 19:00 - 24.04.2018 20:00","0","2913"
"24.04.2018 20:00 - 24.04.2018 21:00","0","3965"
"24.04.2018 21:00 - 24.04.2018 22:00","0","3829"
"24.04.2018 22:00 - 24.04.2018 23:00","0","3998"
"24.04.2018 23:00 - 25.04.2018 00:00","0","3436"
"25.04.2018 00:00 - 25.04.2018 01:00","0","2201"
"25.04.2018 01:00 - 25.04.2018 02:00","0","2168"
"25.04.2018 02:00 - 25.04.2018 03:00","0","2363"
"25.04.2018 03:00 - 25.04.2018 04:00","0","2423"
"25.04.2018 04:00 - 25.04.2018 05:00","0","1301"
"25.04.2018 05:00 - 25.04.2018 06:00","0","428"
"25.04.2018 06:00 - 25.04.2018 07:00","0","448"
"25.04.2018 07:00 - 25.04.2018 08:00","0","240"
"25.04.2018 08:00 - 25.04.2018 09:00","0","238"
"25.04.2018 09:00 - 25.04.2018 10:00","0","576"
"25.04.2018 10:00 - 25.04.2018 11:00","97","0"
"25.04.2018 11:00 - 25.04.2018 12:00","235","0"
"25.04.2018 12:00 - 25.04.2018 13:00","196","0"
"25.04.2018 13:00 - 25.04.2018 14:00","614","0"
"25.04.2018 14:00 - 25.04.2018 15:00","568","0"
"25.04.2018 15:00 - 25.04.2018 16:00","524","0"
"25.04.2018 16:00 - 25.04.2018 17:00","366","0"
"25.04.2018 17:00 - 25.04.2018 18:00","0","593"
"25.04.2018 18:00 - 25.04.2018 19:00","0","611"
"25.04.2018 19:00 - 25.04.2018 20:00","0","655"
"25.04.2018 20:00 - 25.04.2018 21:00","0","719"
"25.04.2018 21:00 - 25.04.2018 22:00","0","575"
"25.04.2018 22:00 - 25.04.2018 23:00","0","494"
"25.04.2018 23:00 - 26.04.2018 00:00","0","604"
