"Time (CET)","Netherlands (NL) > Germany (DE) [MW]","Germany (DE) > Netherlands (NL) [MW]"
"05.10.2018 04:00 - 05.10.2018 05:00","0","950"
"05.10.2018 05:00 - 05.10.2018 06:00","0","934"
"05.10.2018 06:00 - 05.10.2018 07:00","0","766"
"05.10.2018 07:00 - 05.10.2018 08:00","0","695"
"05.10.2018 08:00 - 05.10.2018 09:00","0","1087"
"05.10.2018 09:00 - 05.10.2018 10:00","0","1606"
"05.10.2018 10:00 - 05.10.2018 11:00","0","1443"
"05.10.2018 11:00 - 05.10.2018 12:00","0","1326"
"05.10.2018 12:00 - 05.10.2018 13:00","0","1121"
"05.10.2018 13:00 - 05.10.2018 14:00","0","1502"
"05.10.2018 14:00 - 05.10.2018 15:00","0","1222"
"05.10.2018 15:00 - 05.10.2018 16:00","0","1150"
"05.10.2018 16:00 - 05.10.2018 17:00","0","1302"
"05.10.2018 17:00 - 05.10.2018 18:00","0","275"
"05.10.2018 18:00 - 05.10.2018 19:00","0","181"
"05.10.2018 19:00 - 05.10.2018 20:00","0","234"
"05.10.2018 20:00 - 05.10.2018 21:00","0","918"
"05.10.2018 21:00 - 05.10.2018 22:00","0","1346"
"05.10.2018 22:00 - 05.10.2018 23:00","0","1738"
"05.10.2018 23:00 - 06.10.2018 00:00","0","2377"
"06.10.2018 00:00 - 06.10.2018 01:00","0","3057"
"06.10.2018 01:00 - 06.10.2018 02:00","0","3428"
"06.10.2018 02:00 - 06.10.2018 03:00","0","3274"
"06.10.2018 03:00 - 06.10.2018 04:00","0","2997"
"06.10.2018 04:00 - 06.10.2018 05:00","0","2690"
"06.10.2018 05:00 - 06.10.2018 06:00","0","2654"
"06.10.2018 06:00 - 06.10.2018 07:00","0","2522"
"06.10.2018 07:00 - 06.10.2018 08:00","0","2084"
"06.10.2018 08:00 - 06.10.2018 09:00","0","1840"
"06.10.2018 09:00 - 06.10.2018 10:00","0","2680"
"06.10.2018 10:00 - 06.10.2018 11:00","0","2301"
"06.10.2018 11:00 - 06.10.2018 12:00","0","2431"
"06.10.2018 12:00 - 06.10.2018 13:00","0","2572"
"06.10.2018 13:00 - 06.10.2018 14:00","0","2444"
"06.10.2018 14:00 - 06.10.2018 15:00","0","2284"
"06.10.2018 15:00 - 06.10.2018 16:00","0","2460"
"06.10.2018 16:00 - 06.10.2018 17:00","0","1892"
"06.10.2018 17:00 - 06.10.2018 18:00","0","1896"
"06.10.2018 18:00 - 06.10.2018 19:00","0","1406"
"06.10.2018 19:00 - 06.10.2018 20:00","0","1881"
"06.10.2018 20:00 - 06.10.2018 21:00","0","2236"
"06.10.2018 21:00 - 06.10.2018 22:00","0","2237"
"06.10.2018 22:00 - 06.10.2018 23:00","0","2381"
"06.10.2018 23:00 - 07.10.2018 00:00","0","1903"
"07.10.2018 00:00 - 07.10.2018 01:00","0","1452"
"07.10.2018 01:00 - 07.10.2018 02:00","0","1770"
"07.10.2018 02:00 - 07.10.2018 03:00","0","994"
"07.10.2018 03:00 - 07.10.2018 04:00","0","1184"
"07.10.2018 04:00 - 07.10.2018 05:00","0","1527"
"07.10.2018 05:00 - 07.10.2018 06:00","0","1742"
"07.10.2018 06:00 - 07.10.2018 07:00","0","2007"
"07.10.2018 07:00 - 07.10.2018 08:00","0","1762"
"07.10.2018 08:00 - 07.10.2018 09:00","0","1778"
"07.10.2018 09:00 - 07.10.2018 10:00","0","2195"
"07.10.2018 10:00 - 07.10.2018 11:00","0","2069"
"07.10.2018 11:00 - 07.10.2018 12:00","0","2046"
"07.10.2018 12:00 - 07.10.2018 13:00","0","2176"
"07.10.2018 13:00 - 07.10.2018 14:00","0","1778"
"07.10.2018 14:00 - 07.10.2018 15:00","0","1372"
"07.10.2018 15:00 - 07.10.2018 16:00","0","1495"
"07.10.2018 16:00 - 07.10.2018 17:00","0","1236"
"07.10.2018 17:00 - 07.10.2018 18:00","0","943"
"07.10.2018 18:00 - 07.10.2018 19:00","0","599"
"07.10.2018 19:00 - 07.10.2018 20:00","0","812"
"07.10.2018 20:00 - 07.10.2018 21:00","0","1320"
"07.10.2018 21:00 - 07.10.2018 22:00","0","1841"
"07.10.2018 22:00 - 07.10.2018 23:00","0","2027"
"07.10.2018 23:00 - 08.10.2018 00:00","0","1921"
"08.10.2018 00:00 - 08.10.2018 01:00","0","1198"
"08.10.2018 01:00 - 08.10.2018 02:00","0","1520"
"08.10.2018 02:00 - 08.10.2018 03:00","0","1657"
"08.10.2018 03:00 - 08.10.2018 04:00","0","1734"
"08.10.2018 04:00 - 08.10.2018 05:00","0","1595"
"08.10.2018 05:00 - 08.10.2018 06:00","0","1565"
"08.10.2018 06:00 - 08.10.2018 07:00","0","262"
"08.10.2018 07:00 - 08.10.2018 08:00","0","118"
"08.10.2018 08:00 - 08.10.2018 09:00","0","615"
"08.10.2018 09:00 - 08.10.2018 10:00","0","1374"
"08.10.2018 10:00 - 08.10.2018 11:00","0","1240"
"08.10.2018 11:00 - 08.10.2018 12:00","0","1263"
"08.10.2018 12:00 - 08.10.2018 13:00","0","1181"
"08.10.2018 13:00 - 08.10.2018 14:00","0","1184"
"08.10.2018 14:00 - 08.10.2018 15:00","0","1106"
"08.10.2018 15:00 - 08.10.2018 16:00","0","1140"
"08.10.2018 16:00 - 08.10.2018 17:00","0","828"
"08.10.2018 17:00 - 08.10.2018 18:00","0","409"
"08.10.2018 18:00 - 08.10.2018 19:00","0","79"
"08.10.2018 19:00 - 08.10.2018 20:00","0","548"
"08.10.2018 20:00 - 08.10.2018 21:00","0","925"
"08.10.2018 21:00 - 08.10.2018 22:00","0","426"
"08.10.2018 22:00 - 08.10.2018 23:00","0","1257"
"08.10.2018 23:00 - 09.10.2018 00:00","0","2020"
"09.10.2018 00:00 - 09.10.2018 01:00","0","1675"
"09.10.2018 01:00 - 09.10.2018 02:00","0","818"
"09.10.2018 02:00 - 09.10.2018 03:00","0","847"
"09.10.2018 03:00 - 09.10.2018 04:00","0","754"
"09.10.2018 04:00 - 09.10.2018 05:00","0","476"
"09.10.2018 05:00 - 09.10.2018 06:00","0","301"
"09.10.2018 06:00 - 09.10.2018 07:00","587","0"
"09.10.2018 07:00 - 09.10.2018 08:00","83","0"
"09.10.2018 08:00 - 09.10.2018 09:00","0","300"
"09.10.2018 09:00 - 09.10.2018 10:00","0","976"
"09.10.2018 10:00 - 09.10.2018 11:00","0","824"
"09.10.2018 11:00 - 09.10.2018 12:00","0","945"
"09.10.2018 12:00 - 09.10.2018 13:00","0","913"
"09.10.2018 13:00 - 09.10.2018 14:00","0","842"
"09.10.2018 14:00 - 09.10.2018 15:00","0","1119"
"09.10.2018 15:00 - 09.10.2018 16:00","0","760"
"09.10.2018 16:00 - 09.10.2018 17:00","56","0"
"09.10.2018 17:00 - 09.10.2018 18:00","0","67"
"09.10.2018 18:00 - 09.10.2018 19:00","0","88"
"09.10.2018 19:00 - 09.10.2018 20:00","0","202"
"09.10.2018 20:00 - 09.10.2018 21:00","0","984"
"09.10.2018 21:00 - 09.10.2018 22:00","0","266"
"09.10.2018 22:00 - 09.10.2018 23:00","0","1300"
"09.10.2018 23:00 - 10.10.2018 00:00","0","2099"
"10.10.2018 00:00 - 10.10.2018 01:00","0","2113"
"10.10.2018 01:00 - 10.10.2018 02:00","0","1326"
"10.10.2018 02:00 - 10.10.2018 03:00","0","1015"
"10.10.2018 03:00 - 10.10.2018 04:00","0","739"
"10.10.2018 04:00 - 10.10.2018 05:00","0","580"
"10.10.2018 05:00 - 10.10.2018 06:00","0","597"
"10.10.2018 06:00 - 10.10.2018 07:00","263","0"
"10.10.2018 07:00 - 10.10.2018 08:00","429","0"
"10.10.2018 08:00 - 10.10.2018 09:00","0","528"
"10.10.2018 09:00 - 10.10.2018 10:00","0","926"
"10.10.2018 10:00 - 10.10.2018 11:00","0","1024"
"10.10.2018 11:00 - 10.10.2018 12:00","0","757"
"10.10.2018 12:00 - 10.10.2018 13:00","0","840"
"10.10.2018 13:00 - 10.10.2018 14:00","0","723"
"10.10.2018 14:00 - 10.10.2018 15:00","0","969"
"10.10.2018 15:00 - 10.10.2018 16:00","0","1149"
"10.10.2018 16:00 - 10.10.2018 17:00","0","1345"
"10.10.2018 17:00 - 10.10.2018 18:00","0","992"
"10.10.2018 18:00 - 10.10.2018 19:00","0","1350"
"10.10.2018 19:00 - 10.10.2018 20:00","0","2120"
"10.10.2018 20:00 - 10.10.2018 21:00","0","2169"
"10.10.2018 21:00 - 10.10.2018 22:00","0","2449"
"10.10.2018 22:00 - 10.10.2018 23:00","0","2414"
"10.10.2018 23:00 - 11.10.2018 00:00","0","2044"
"11.10.2018 00:00 - 11.10.2018 01:00","0","1923"
"11.10.2018 01:00 - 11.10.2018 02:00","0","1899"
"11.10.2018 02:00 - 11.10.2018 03:00","0","1998"
"11.10.2018 03:00 - 11.10.2018 04:00","0","2086"
"11.10.2018 04:00 - 11.10.2018 05:00","0","2377"
"11.10.2018 05:00 - 11.10.2018 06:00","0","2670"
"11.10.2018 06:00 - 11.10.2018 07:00","0","1860"
"11.10.2018 07:00 - 11.10.2018 08:00","0","914"
"11.10.2018 08:00 - 11.10.2018 09:00","0","1332"
"11.10.2018 09:00 - 11.10.2018 10:00","0","1629"
"11.10.2018 10:00 - 11.10.2018 11:00","0","1410"
"11.10.2018 11:00 - 11.10.2018 12:00","0","1205"
"11.10.2018 12:00 - 11.10.2018 13:00","0","989"
"11.10.2018 13:00 - 11.10.2018 14:00","0","1180"
"11.10.2018 14:00 - 11.10.2018 15:00","0","1154"
"11.10.2018 15:00 - 11.10.2018 16:00","0","1070"
"11.10.2018 16:00 - 11.10.2018 17:00","0","686"
"11.10.2018 17:00 - 11.10.2018 18:00","0","1010"
"11.10.2018 18:00 - 11.10.2018 19:00","0","1187"
"11.10.2018 19:00 - 11.10.2018 20:00","0","1969"
"11.10.2018 20:00 - 11.10.2018 21:00","0","2077"
"11.10.2018 21:00 - 11.10.2018 22:00","0","2501"
"11.10.2018 22:00 - 11.10.2018 23:00","0","2692"
"11.10.2018 23:00 - 12.10.2018 00:00","0","2830"
"12.10.2018 00:00 - 12.10.2018 01:00","0","2754"
"12.10.2018 01:00 - 12.10.2018 02:00","0","2793"
"12.10.2018 02:00 - 12.10.2018 03:00","0","2763"
"12.10.2018 03:00 - 12.10.2018 04:00","0","2575"
"12.10.2018 04:00 - 12.10.2018 05:00","0","2227"
"12.10.2018 05:00 - 12.10.2018 06:00","0","2253"
"12.10.2018 06:00 - 12.10.2018 07:00","0","2080"
"12.10.2018 07:00 - 12.10.2018 08:00","0","1694"
"12.10.2018 08:00 - 12.10.2018 09:00","0","1667"
"12.10.2018 09:00 - 12.10.2018 10:00","0","2046"
"12.10.2018 10:00 - 12.10.2018 11:00","0","1750"
"12.10.2018 11:00 - 12.10.2018 12:00","0","1602"
"12.10.2018 12:00 - 12.10.2018 13:00","0","1391"
"12.10.2018 13:00 - 12.10.2018 14:00","0","1740"
"12.10.2018 14:00 - 12.10.2018 15:00","0","1670"
"12.10.2018 15:00 - 12.10.2018 16:00","0","1283"
"12.10.2018 16:00 - 12.10.2018 17:00","0","676"
"12.10.2018 17:00 - 12.10.2018 18:00","0","358"
"12.10.2018 18:00 - 12.10.2018 19:00","0","496"
"12.10.2018 19:00 - 12.10.2018 20:00","0","1014"
"12.10.2018 20:00 - 12.10.2018 21:00","0","1521"
"12.10.2018 21:00 - 12.10.2018 22:00","0","1743"
"12.10.2018 22:00 - 12.10.2018 23:00","0","2036"
"12.10.2018 23:00 - 13.10.2018 00:00","0","2089"
"13.10.2018 00:00 - 13.10.2018 01:00","0","1993"
"13.10.2018 01:00 - 13.10.2018 02:00","0","2235"
"13.10.2018 02:00 - 13.10.2018 03:00","0","2271"
"13.10.2018 03:00 - 13.10.2018 04:00","0","2218"
"13.10.2018 04:00 - 13.10.2018 05:00","0","2030"
"13.10.2018 05:00 - 13.10.2018 06:00","0","1975"
"13.10.2018 06:00 - 13.10.2018 07:00","0","2062"
"13.10.2018 07:00 - 13.10.2018 08:00","0","1918"
"13.10.2018 08:00 - 13.10.2018 09:00","0","1641"
"13.10.2018 09:00 - 13.10.2018 10:00","0","2166"
"13.10.2018 10:00 - 13.10.2018 11:00","0","2000"
"13.10.2018 11:00 - 13.10.2018 12:00","0","2144"
"13.10.2018 12:00 - 13.10.2018 13:00","0","2044"
"13.10.2018 13:00 - 13.10.2018 14:00","0","1957"
"13.10.2018 14:00 - 13.10.2018 15:00","0","1980"
"13.10.2018 15:00 - 13.10.2018 16:00","0","2016"
"13.10.2018 16:00 - 13.10.2018 17:00","0","1835"
"13.10.2018 17:00 - 13.10.2018 18:00","0","820"
"13.10.2018 18:00 - 13.10.2018 19:00","0","1626"
"13.10.2018 19:00 - 13.10.2018 20:00","0","2069"
"13.10.2018 20:00 - 13.10.2018 21:00","0","2211"
"13.10.2018 21:00 - 13.10.2018 22:00","0","2201"
"13.10.2018 22:00 - 13.10.2018 23:00","0","1974"
"13.10.2018 23:00 - 14.10.2018 00:00","0","1996"
"14.10.2018 00:00 - 14.10.2018 01:00","0","2185"
"14.10.2018 01:00 - 14.10.2018 02:00","0","2012"
"14.10.2018 02:00 - 14.10.2018 03:00","0","2398"
"14.10.2018 03:00 - 14.10.2018 04:00","0","2055"
"14.10.2018 04:00 - 14.10.2018 05:00","0","2217"
"14.10.2018 05:00 - 14.10.2018 06:00","0","2283"
"14.10.2018 06:00 - 14.10.2018 07:00","0","2199"
"14.10.2018 07:00 - 14.10.2018 08:00","0","2419"
"14.10.2018 08:00 - 14.10.2018 09:00","0","2468"
"14.10.2018 09:00 - 14.10.2018 10:00","0","2667"
"14.10.2018 10:00 - 14.10.2018 11:00","0","2619"
"14.10.2018 11:00 - 14.10.2018 12:00","0","2623"
"14.10.2018 12:00 - 14.10.2018 13:00","0","2544"
"14.10.2018 13:00 - 14.10.2018 14:00","0","2535"
"14.10.2018 14:00 - 14.10.2018 15:00","0","2683"
"14.10.2018 15:00 - 14.10.2018 16:00","0","2935"
"14.10.2018 16:00 - 14.10.2018 17:00","0","3059"
"14.10.2018 17:00 - 14.10.2018 18:00","0","3249"
"14.10.2018 18:00 - 14.10.2018 19:00","0","2974"
"14.10.2018 19:00 - 14.10.2018 20:00","0","3218"
"14.10.2018 20:00 - 14.10.2018 21:00","0","2538"
"14.10.2018 21:00 - 14.10.2018 22:00","0","2107"
"14.10.2018 22:00 - 14.10.2018 23:00","0","2086"
"14.10.2018 23:00 - 15.10.2018 00:00","0","2208"
"15.10.2018 00:00 - 15.10.2018 01:00","0","2028"
"15.10.2018 01:00 - 15.10.2018 02:00","0","2181"
"15.10.2018 02:00 - 15.10.2018 03:00","0","2246"
"15.10.2018 03:00 - 15.10.2018 04:00","0","2483"
"15.10.2018 04:00 - 15.10.2018 05:00","0","2614"
"15.10.2018 05:00 - 15.10.2018 06:00","0","2321"
"15.10.2018 06:00 - 15.10.2018 07:00","0","1994"
"15.10.2018 07:00 - 15.10.2018 08:00","0","1791"
"15.10.2018 08:00 - 15.10.2018 09:00","0","2115"
"15.10.2018 09:00 - 15.10.2018 10:00","0","2393"
"15.10.2018 10:00 - 15.10.2018 11:00","0","2335"
"15.10.2018 11:00 - 15.10.2018 12:00","0","2010"
"15.10.2018 12:00 - 15.10.2018 13:00","0","1923"
"15.10.2018 13:00 - 15.10.2018 14:00","0","1938"
"15.10.2018 14:00 - 15.10.2018 15:00","0","1925"
"15.10.2018 15:00 - 15.10.2018 16:00","0","2017"
"15.10.2018 16:00 - 15.10.2018 17:00","0","1802"
"15.10.2018 17:00 - 15.10.2018 18:00","0","2191"
"15.10.2018 18:00 - 15.10.2018 19:00","0","2184"
"15.10.2018 19:00 - 15.10.2018 20:00","0","2586"
"15.10.2018 20:00 - 15.10.2018 21:00","0","2583"
"15.10.2018 21:00 - 15.10.2018 22:00","0","1969"
"15.10.2018 22:00 - 15.10.2018 23:00","0","2137"
"15.10.2018 23:00 - 16.10.2018 00:00","0","2629"
"16.10.2018 00:00 - 16.10.2018 01:00","0","1905"
"16.10.2018 01:00 - 16.10.2018 02:00","0","1739"
"16.10.2018 02:00 - 16.10.2018 03:00","0","1881"
"16.10.2018 03:00 - 16.10.2018 04:00","0","1645"
"16.10.2018 04:00 - 16.10.2018 05:00","0","1278"
"16.10.2018 05:00 - 16.10.2018 06:00","0","1289"
"16.10.2018 06:00 - 16.10.2018 07:00","0","533"
"16.10.2018 07:00 - 16.10.2018 08:00","0","925"
"16.10.2018 08:00 - 16.10.2018 09:00","0","1395"
"16.10.2018 09:00 - 16.10.2018 10:00","0","1685"
"16.10.2018 10:00 - 16.10.2018 11:00","0","1602"
"16.10.2018 11:00 - 16.10.2018 12:00","0","1113"
"16.10.2018 12:00 - 16.10.2018 13:00","0","970"
"16.10.2018 13:00 - 16.10.2018 14:00","0","901"
"16.10.2018 14:00 - 16.10.2018 15:00","0","763"
"16.10.2018 15:00 - 16.10.2018 16:00","0","651"
"16.10.2018 16:00 - 16.10.2018 17:00","0","728"
"16.10.2018 17:00 - 16.10.2018 18:00","0","1042"
"16.10.2018 18:00 - 16.10.2018 19:00","0","1114"
"16.10.2018 19:00 - 16.10.2018 20:00","0","1899"
"16.10.2018 20:00 - 16.10.2018 21:00","0","2331"
"16.10.2018 21:00 - 16.10.2018 22:00","0","1835"
"16.10.2018 22:00 - 16.10.2018 23:00","0","1954"
"16.10.2018 23:00 - 17.10.2018 00:00","0","2571"
"17.10.2018 00:00 - 17.10.2018 01:00","0","2203"
"17.10.2018 01:00 - 17.10.2018 02:00","0","2152"
"17.10.2018 02:00 - 17.10.2018 03:00","0","2140"
"17.10.2018 03:00 - 17.10.2018 04:00","0","1822"
"17.10.2018 04:00 - 17.10.2018 05:00","0","1558"
"17.10.2018 05:00 - 17.10.2018 06:00","0","1231"
"17.10.2018 06:00 - 17.10.2018 07:00","0","288"
"17.10.2018 07:00 - 17.10.2018 08:00","0","420"
"17.10.2018 08:00 - 17.10.2018 09:00","0","1225"
"17.10.2018 09:00 - 17.10.2018 10:00","0","1484"
"17.10.2018 10:00 - 17.10.2018 11:00","0","1457"
"17.10.2018 11:00 - 17.10.2018 12:00","0","1415"
"17.10.2018 12:00 - 17.10.2018 13:00","0","1391"
"17.10.2018 13:00 - 17.10.2018 14:00","0","1449"
"17.10.2018 14:00 - 17.10.2018 15:00","0","1204"
"17.10.2018 15:00 - 17.10.2018 16:00","0","595"
"17.10.2018 16:00 - 17.10.2018 17:00","0","370"
"17.10.2018 17:00 - 17.10.2018 18:00","0","567"
"17.10.2018 18:00 - 17.10.2018 19:00","0","270"
"17.10.2018 19:00 - 17.10.2018 20:00","0","507"
"17.10.2018 20:00 - 17.10.2018 21:00","0","707"
"17.10.2018 21:00 - 17.10.2018 22:00","80","0"
"17.10.2018 22:00 - 17.10.2018 23:00","0","808"
"17.10.2018 23:00 - 18.10.2018 00:00","0","1465"
"18.10.2018 00:00 - 18.10.2018 01:00","0","904"
"18.10.2018 01:00 - 18.10.2018 02:00","0","677"
"18.10.2018 02:00 - 18.10.2018 03:00","0","676"
"18.10.2018 03:00 - 18.10.2018 04:00","0","507"
"18.10.2018 04:00 - 18.10.2018 05:00","0","424"
"18.10.2018 05:00 - 18.10.2018 06:00","0","16"
"18.10.2018 06:00 - 18.10.2018 07:00","511","0"
"18.10.2018 07:00 - 18.10.2018 08:00","551","0"
"18.10.2018 08:00 - 18.10.2018 09:00","0","164"
"18.10.2018 09:00 - 18.10.2018 10:00","0","868"
"18.10.2018 10:00 - 18.10.2018 11:00","0","934"
"18.10.2018 11:00 - 18.10.2018 12:00","0","885"
"18.10.2018 12:00 - 18.10.2018 13:00","0","852"
"18.10.2018 13:00 - 18.10.2018 14:00","0","915"
"18.10.2018 14:00 - 18.10.2018 15:00","0","860"
"18.10.2018 15:00 - 18.10.2018 16:00","0","476"
"18.10.2018 16:00 - 18.10.2018 17:00","0","498"
"18.10.2018 17:00 - 18.10.2018 18:00","0","255"
"18.10.2018 18:00 - 18.10.2018 19:00","152","0"
"18.10.2018 19:00 - 18.10.2018 20:00","0","283"
"18.10.2018 20:00 - 18.10.2018 21:00","0","223"
"18.10.2018 21:00 - 18.10.2018 22:00","0","783"
"18.10.2018 22:00 - 18.10.2018 23:00","0","985"
"18.10.2018 23:00 - 19.10.2018 00:00","0","1692"
"19.10.2018 00:00 - 19.10.2018 01:00","0","1118"
"19.10.2018 01:00 - 19.10.2018 02:00","0","854"
"19.10.2018 02:00 - 19.10.2018 03:00","0","679"
"19.10.2018 03:00 - 19.10.2018 04:00","0","475"
"19.10.2018 04:00 - 19.10.2018 05:00","0","417"
"19.10.2018 05:00 - 19.10.2018 06:00","0","247"
"19.10.2018 06:00 - 19.10.2018 07:00","735","0"
"19.10.2018 07:00 - 19.10.2018 08:00","912","0"
"19.10.2018 08:00 - 19.10.2018 09:00","706","0"
"19.10.2018 09:00 - 19.10.2018 10:00","349","0"
"19.10.2018 10:00 - 19.10.2018 11:00","692","0"
"19.10.2018 11:00 - 19.10.2018 12:00","701","0"
"19.10.2018 12:00 - 19.10.2018 13:00","577","0"
"19.10.2018 13:00 - 19.10.2018 14:00","398","0"
"19.10.2018 14:00 - 19.10.2018 15:00","70","0"
"19.10.2018 15:00 - 19.10.2018 16:00","371","0"
"19.10.2018 16:00 - 19.10.2018 17:00","844","0"
"19.10.2018 17:00 - 19.10.2018 18:00","750","0"
"19.10.2018 18:00 - 19.10.2018 19:00","764","0"
"19.10.2018 19:00 - 19.10.2018 20:00","152","0"
"19.10.2018 20:00 - 19.10.2018 21:00","492","0"
"19.10.2018 21:00 - 19.10.2018 22:00","105","0"
"19.10.2018 22:00 - 19.10.2018 23:00","0","771"
"19.10.2018 23:00 - 20.10.2018 00:00","0","1271"
"20.10.2018 00:00 - 20.10.2018 01:00","0","1684"
"20.10.2018 01:00 - 20.10.2018 02:00","0","1851"
"20.10.2018 02:00 - 20.10.2018 03:00","0","1847"
"20.10.2018 03:00 - 20.10.2018 04:00","0","1766"
"20.10.2018 04:00 - 20.10.2018 05:00","0","1632"
"20.10.2018 05:00 - 20.10.2018 06:00","0","1639"
"20.10.2018 06:00 - 20.10.2018 07:00","0","2032"
"20.10.2018 07:00 - 20.10.2018 08:00","0","1986"
"20.10.2018 08:00 - 20.10.2018 09:00","0","1785"
"20.10.2018 09:00 - 20.10.2018 10:00","0","2151"
"20.10.2018 10:00 - 20.10.2018 11:00","0","2121"
"20.10.2018 11:00 - 20.10.2018 12:00","0","2024"
"20.10.2018 12:00 - 20.10.2018 13:00","0","2290"
"20.10.2018 13:00 - 20.10.2018 14:00","0","2578"
"20.10.2018 14:00 - 20.10.2018 15:00","0","2256"
"20.10.2018 15:00 - 20.10.2018 16:00","0","2045"
"20.10.2018 16:00 - 20.10.2018 17:00","0","1665"
"20.10.2018 17:00 - 20.10.2018 18:00","0","812"
"20.10.2018 18:00 - 20.10.2018 19:00","0","1071"
"20.10.2018 19:00 - 20.10.2018 20:00","0","1398"
"20.10.2018 20:00 - 20.10.2018 21:00","0","1591"
"20.10.2018 21:00 - 20.10.2018 22:00","0","1624"
"20.10.2018 22:00 - 20.10.2018 23:00","0","2124"
"20.10.2018 23:00 - 21.10.2018 00:00","0","2501"
"21.10.2018 00:00 - 21.10.2018 01:00","0","2674"
"21.10.2018 01:00 - 21.10.2018 02:00","0","2585"
"21.10.2018 02:00 - 21.10.2018 03:00","0","2331"
"21.10.2018 03:00 - 21.10.2018 04:00","0","2230"
"21.10.2018 04:00 - 21.10.2018 05:00","0","2145"
"21.10.2018 05:00 - 21.10.2018 06:00","0","2103"
"21.10.2018 06:00 - 21.10.2018 07:00","0","2103"
"21.10.2018 07:00 - 21.10.2018 08:00","0","2087"
"21.10.2018 08:00 - 21.10.2018 09:00","0","2154"
"21.10.2018 09:00 - 21.10.2018 10:00","0","2583"
"21.10.2018 10:00 - 21.10.2018 11:00","0","3072"
"21.10.2018 11:00 - 21.10.2018 12:00","0","3331"
"21.10.2018 12:00 - 21.10.2018 13:00","0","3341"
"21.10.2018 13:00 - 21.10.2018 14:00","0","3187"
"21.10.2018 14:00 - 21.10.2018 15:00","0","3405"
"21.10.2018 15:00 - 21.10.2018 16:00","0","3619"
"21.10.2018 16:00 - 21.10.2018 17:00","0","2734"
"21.10.2018 17:00 - 21.10.2018 18:00","0","1966"
"21.10.2018 18:00 - 21.10.2018 19:00","0","1625"
"21.10.2018 19:00 - 21.10.2018 20:00","0","1837"
"21.10.2018 20:00 - 21.10.2018 21:00","0","2255"
"21.10.2018 21:00 - 21.10.2018 22:00","0","1984"
"21.10.2018 22:00 - 21.10.2018 23:00","0","2351"
"21.10.2018 23:00 - 22.10.2018 00:00","0","2409"
"22.10.2018 00:00 - 22.10.2018 01:00","0","2144"
"22.10.2018 01:00 - 22.10.2018 02:00","0","1953"
"22.10.2018 02:00 - 22.10.2018 03:00","0","1953"
"22.10.2018 03:00 - 22.10.2018 04:00","0","1611"
"22.10.2018 04:00 - 22.10.2018 05:00","0","1544"
"22.10.2018 05:00 - 22.10.2018 06:00","0","1380"
"22.10.2018 06:00 - 22.10.2018 07:00","0","1091"
"22.10.2018 07:00 - 22.10.2018 08:00","0","1126"
"22.10.2018 08:00 - 22.10.2018 09:00","0","1378"
"22.10.2018 09:00 - 22.10.2018 10:00","0","2240"
"22.10.2018 10:00 - 22.10.2018 11:00","0","2360"
"22.10.2018 11:00 - 22.10.2018 12:00","0","2305"
"22.10.2018 12:00 - 22.10.2018 13:00","0","2001"
"22.10.2018 13:00 - 22.10.2018 14:00","0","2060"
"22.10.2018 14:00 - 22.10.2018 15:00","0","1990"
"22.10.2018 15:00 - 22.10.2018 16:00","0","2357"
"22.10.2018 16:00 - 22.10.2018 17:00","0","1852"
"22.10.2018 17:00 - 22.10.2018 18:00","0","1816"
"22.10.2018 18:00 - 22.10.2018 19:00","0","1701"
"22.10.2018 19:00 - 22.10.2018 20:00","0","1642"
"22.10.2018 20:00 - 22.10.2018 21:00","0","1632"
"22.10.2018 21:00 - 22.10.2018 22:00","0","2321"
"22.10.2018 22:00 - 22.10.2018 23:00","0","2398"
"22.10.2018 23:00 - 23.10.2018 00:00","0","2147"
"23.10.2018 00:00 - 23.10.2018 01:00","0","1928"
"23.10.2018 01:00 - 23.10.2018 02:00","0","2126"
"23.10.2018 02:00 - 23.10.2018 03:00","0","2202"
"23.10.2018 03:00 - 23.10.2018 04:00","0","2345"
"23.10.2018 04:00 - 23.10.2018 05:00","0","2413"
"23.10.2018 05:00 - 23.10.2018 06:00","0","2051"
"23.10.2018 06:00 - 23.10.2018 07:00","0","2013"
"23.10.2018 07:00 - 23.10.2018 08:00","0","2025"
"23.10.2018 08:00 - 23.10.2018 09:00","0","2198"
"23.10.2018 09:00 - 23.10.2018 10:00","0","2218"
"23.10.2018 10:00 - 23.10.2018 11:00","0","2246"
"23.10.2018 11:00 - 23.10.2018 12:00","0","2283"
"23.10.2018 12:00 - 23.10.2018 13:00","0","2082"
"23.10.2018 13:00 - 23.10.2018 14:00","0","2152"
"23.10.2018 14:00 - 23.10.2018 15:00","0","2337"
"23.10.2018 15:00 - 23.10.2018 16:00","0","2392"
"23.10.2018 16:00 - 23.10.2018 17:00","0","2420"
"23.10.2018 17:00 - 23.10.2018 18:00","0","2347"
"23.10.2018 18:00 - 23.10.2018 19:00","0","2355"
"23.10.2018 19:00 - 23.10.2018 20:00","0","2309"
"23.10.2018 20:00 - 23.10.2018 21:00","0","2354"
"23.10.2018 21:00 - 23.10.2018 22:00","0","2249"
"23.10.2018 22:00 - 23.10.2018 23:00","0","2119"
"23.10.2018 23:00 - 24.10.2018 00:00","0","2165"
"24.10.2018 00:00 - 24.10.2018 01:00","0","1805"
